year,bula_h,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Urban regions,At least once per week,0.38400,63,158,0.30792,0.46008
1985,Schleswig-Holstein,Urban regions,At least once per month,0.31020,52,158,0.23784,0.38256
1985,Schleswig-Holstein,Urban regions,Seldom,0.25926,43,158,0.19071,0.32781
1985,Schleswig-Holstein,Rural regions,At least once per week,0.38214,71,181,0.31115,0.45312
1985,Schleswig-Holstein,Rural regions,At least once per month,0.35758,70,181,0.28756,0.42760
1985,Schleswig-Holstein,Rural regions,Seldom,0.23386,40,181,0.17202,0.29570
1985,Hamburg,Urban regions,At least once per week,0.52035,144,253,0.45867,0.58203
1985,Hamburg,Urban regions,At least once per month,0.28959,77,253,0.23359,0.34559
1985,Hamburg,Urban regions,Seldom,0.14005,32,253,0.09720,0.18290
1985,Lower Saxony,Urban regions,At least once per week,0.42340,221,481,0.37919,0.46760
1985,Lower Saxony,Urban regions,At least once per month,0.34836,170,481,0.30574,0.39098
1985,Lower Saxony,Urban regions,Seldom,0.19147,90,481,0.15627,0.22667
1985,Lower Saxony,Rural regions,At least once per week,0.38078,236,569,0.34085,0.42072
1985,Lower Saxony,Rural regions,At least once per month,0.34278,207,569,0.30374,0.38181
1985,Lower Saxony,Rural regions,Seldom,0.22703,126,569,0.19258,0.26148
1985,Bremen,Urban regions,At least once per week,0.39891,40,82,0.29227,0.50555
1985,Bremen,Urban regions,At least once per month,0.34055,42,82,0.23735,0.44376
1985,North Rhine-Westphalia,Urban regions,At least once per week,0.48481,1419,2871,0.46652,0.50309
1985,North Rhine-Westphalia,Urban regions,At least once per month,0.32129,919,2871,0.30421,0.33838
1985,North Rhine-Westphalia,Urban regions,Seldom,0.17015,468,2871,0.15641,0.18390
1985,North Rhine-Westphalia,Urban regions,Never,0.02375,65,2871,0.01818,0.02932
1985,North Rhine-Westphalia,Rural regions,At least once per week,0.73973,57,57,0.62481,0.85466
1985,Hesse,Urban regions,At least once per week,0.44603,487,961,0.41459,0.47748
1985,Hesse,Urban regions,At least once per month,0.31811,275,961,0.28865,0.34757
1985,Hesse,Urban regions,Seldom,0.19302,156,961,0.16805,0.21799
1985,Hesse,Urban regions,Never,0.04283,43,961,0.03002,0.05564
1985,Hesse,Rural regions,At least once per week,0.40601,59,141,0.32467,0.48736
1985,Hesse,Rural regions,At least once per month,0.25605,37,141,0.18375,0.32835
1985,Hesse,Rural regions,Seldom,0.24277,45,141,0.17175,0.31380
1985,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.39801,266,622,0.35951,0.43651
1985,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.35183,212,622,0.31427,0.38939
1985,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.17586,108,622,0.14591,0.20580
1985,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.07430,36,622,0.05368,0.09493
1985,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.42344,60,101,0.32660,0.52029
1985,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.29878,41,101,0.20907,0.38849
1985,Baden-Wuerttemberg,Urban regions,At least once per week,0.44687,893,1739,0.42350,0.47025
1985,Baden-Wuerttemberg,Urban regions,At least once per month,0.27071,449,1739,0.24982,0.29160
1985,Baden-Wuerttemberg,Urban regions,Seldom,0.22978,327,1739,0.21000,0.24955
1985,Baden-Wuerttemberg,Urban regions,Never,0.05264,70,1739,0.04214,0.06314
1985,Baden-Wuerttemberg,Rural regions,At least once per week,0.37103,136,287,0.31504,0.42702
1985,Baden-Wuerttemberg,Rural regions,At least once per month,0.38339,102,287,0.32704,0.43974
1985,Baden-Wuerttemberg,Rural regions,Seldom,0.22158,49,287,0.17344,0.26971
1985,Bavaria,Urban regions,At least once per week,0.48895,521,1001,0.45797,0.51993
1985,Bavaria,Urban regions,At least once per month,0.28676,273,1001,0.25873,0.31479
1985,Bavaria,Urban regions,Seldom,0.18194,167,1001,0.15803,0.20585
1985,Bavaria,Urban regions,Never,0.04234,40,1001,0.02986,0.05482
1985,Bavaria,Rural regions,At least once per week,0.43710,399,881,0.40433,0.46987
1985,Bavaria,Rural regions,At least once per month,0.25720,235,881,0.22832,0.28608
1985,Bavaria,Rural regions,Seldom,0.26131,212,881,0.23228,0.29034
1985,Bavaria,Rural regions,Never,0.04439,35,881,0.03078,0.05800
1985,Berlin,Urban regions,At least once per week,0.39819,146,350,0.34683,0.44955
1985,Berlin,Urban regions,At least once per month,0.37812,133,350,0.32724,0.42900
1985,Berlin,Urban regions,Seldom,0.18313,71,350,0.14255,0.22371
1986,Schleswig-Holstein,Urban regions,At least once per week,0.40414,61,145,0.32399,0.48429
1986,Schleswig-Holstein,Urban regions,At least once per month,0.25945,41,145,0.18786,0.33105
1986,Schleswig-Holstein,Urban regions,Seldom,0.28473,43,145,0.21102,0.35844
1986,Schleswig-Holstein,Rural regions,At least once per week,0.32275,61,165,0.25120,0.39431
1986,Schleswig-Holstein,Rural regions,At least once per month,0.29639,50,165,0.22650,0.36628
1986,Schleswig-Holstein,Rural regions,Seldom,0.34914,54,165,0.27618,0.42210
1986,Hamburg,Urban regions,At least once per week,0.53028,146,237,0.46661,0.59396
1986,Hamburg,Urban regions,At least once per month,0.24595,58,237,0.19101,0.30089
1986,Hamburg,Urban regions,Seldom,0.16368,33,237,0.11647,0.21088
1986,Lower Saxony,Urban regions,At least once per week,0.43212,231,502,0.38874,0.47549
1986,Lower Saxony,Urban regions,At least once per month,0.36699,189,502,0.32479,0.40920
1986,Lower Saxony,Urban regions,Seldom,0.16308,82,502,0.13073,0.19543
1986,Lower Saxony,Rural regions,At least once per week,0.34433,214,549,0.30455,0.38412
1986,Lower Saxony,Rural regions,At least once per month,0.37819,212,549,0.33759,0.41879
1986,Lower Saxony,Rural regions,Seldom,0.21885,123,549,0.18423,0.25346
1986,Bremen,Urban regions,At least once per week,0.30661,32,76,0.20226,0.41097
1986,Bremen,Urban regions,At least once per month,0.36494,44,76,0.25599,0.47389
1986,North Rhine-Westphalia,Urban regions,At least once per week,0.43244,1266,2782,0.41403,0.45086
1986,North Rhine-Westphalia,Urban regions,At least once per month,0.33958,943,2782,0.32198,0.35718
1986,North Rhine-Westphalia,Urban regions,Seldom,0.19262,486,2782,0.17796,0.20728
1986,North Rhine-Westphalia,Urban regions,Never,0.03536,87,2782,0.02849,0.04222
1986,North Rhine-Westphalia,Rural regions,At least once per week,0.70329,47,47,0.57128,0.83530
1986,Hesse,Urban regions,At least once per week,0.41417,459,905,0.38205,0.44628
1986,Hesse,Urban regions,At least once per month,0.35206,277,905,0.32093,0.38320
1986,Hesse,Urban regions,Seldom,0.17622,125,905,0.15138,0.20105
1986,Hesse,Urban regions,Never,0.05756,44,905,0.04237,0.07274
1986,Hesse,Rural regions,At least once per week,0.41084,59,133,0.32691,0.49477
1986,Hesse,Rural regions,At least once per month,0.25186,35,133,0.17781,0.32592
1986,Hesse,Rural regions,Seldom,0.27284,39,133,0.19685,0.34883
1986,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.36304,255,601,0.32456,0.40151
1986,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.40212,232,601,0.36289,0.44136
1986,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.19530,114,601,0.16358,0.22702
1986,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.36928,54,115,0.28069,0.45787
1986,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.41581,61,115,0.32533,0.50628
1986,Baden-Wuerttemberg,Urban regions,At least once per week,0.41342,821,1677,0.38985,0.43700
1986,Baden-Wuerttemberg,Urban regions,At least once per month,0.33280,518,1677,0.31024,0.35536
1986,Baden-Wuerttemberg,Urban regions,Seldom,0.20282,272,1677,0.18357,0.22207
1986,Baden-Wuerttemberg,Urban regions,Never,0.05095,66,1677,0.04042,0.06148
1986,Baden-Wuerttemberg,Rural regions,At least once per week,0.25134,105,290,0.20133,0.30135
1986,Baden-Wuerttemberg,Rural regions,At least once per month,0.38740,106,290,0.33123,0.44357
1986,Baden-Wuerttemberg,Rural regions,Seldom,0.33184,79,290,0.27755,0.38613
1986,Bavaria,Urban regions,At least once per week,0.41431,441,950,0.38297,0.44565
1986,Bavaria,Urban regions,At least once per month,0.35515,303,950,0.32470,0.38560
1986,Bavaria,Urban regions,Seldom,0.19482,175,950,0.16962,0.22002
1986,Bavaria,Urban regions,Never,0.03572,31,950,0.02391,0.04752
1986,Bavaria,Rural regions,At least once per week,0.41044,340,818,0.37671,0.44417
1986,Bavaria,Rural regions,At least once per month,0.27011,241,818,0.23966,0.30056
1986,Bavaria,Rural regions,Seldom,0.27066,205,818,0.24019,0.30113
1986,Bavaria,Rural regions,Never,0.04879,32,818,0.03402,0.06356
1986,Berlin,Urban regions,At least once per week,0.42023,140,336,0.36737,0.47309
1986,Berlin,Urban regions,At least once per month,0.34716,125,336,0.29618,0.39814
1986,Berlin,Urban regions,Seldom,0.19956,71,336,0.15676,0.24236
1988,Schleswig-Holstein,Urban regions,At least once per week,0.43924,61,138,0.35614,0.52235
1988,Schleswig-Holstein,Urban regions,At least once per month,0.28267,40,138,0.20727,0.35807
1988,Schleswig-Holstein,Urban regions,Seldom,0.24940,37,138,0.17695,0.32185
1988,Schleswig-Holstein,Rural regions,At least once per week,0.34418,68,173,0.27317,0.41518
1988,Schleswig-Holstein,Rural regions,At least once per month,0.35956,64,173,0.28784,0.43128
1988,Schleswig-Holstein,Rural regions,Seldom,0.28617,41,173,0.21863,0.35372
1988,Hamburg,Urban regions,At least once per week,0.44430,99,167,0.36871,0.51989
1988,Hamburg,Urban regions,At least once per month,0.36686,68,167,0.29355,0.44018
1988,Lower Saxony,Urban regions,At least once per week,0.38299,217,509,0.34072,0.42526
1988,Lower Saxony,Urban regions,At least once per month,0.39242,188,509,0.34995,0.43488
1988,Lower Saxony,Urban regions,Seldom,0.20873,104,509,0.17339,0.24407
1988,Lower Saxony,Rural regions,At least once per week,0.32400,188,502,0.28302,0.36498
1988,Lower Saxony,Rural regions,At least once per month,0.38748,200,502,0.34482,0.43014
1988,Lower Saxony,Rural regions,Seldom,0.23483,114,502,0.19771,0.27195
1988,Bremen,Urban regions,At least once per month,0.42153,46,46,0.27725,0.56581
1988,North Rhine-Westphalia,Urban regions,At least once per week,0.43443,1206,2611,0.41542,0.45345
1988,North Rhine-Westphalia,Urban regions,At least once per month,0.33571,865,2611,0.31759,0.35383
1988,North Rhine-Westphalia,Urban regions,Seldom,0.18910,453,2611,0.17407,0.20412
