year,age_gr,pgisced97,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,46-65 y.,Lower Secondary Level,Seldom,0.26503,212,882,0.23589,0.29418
1988,46-65 y.,Lower Secondary Level,Never,0.07366,56,882,0.05641,0.09091
1988,46-65 y.,Upper Secondary Level,At least once per week,0.29789,466,1416,0.27406,0.32172
1988,46-65 y.,Upper Secondary Level,At least once per month,0.39657,540,1416,0.37108,0.42205
1988,46-65 y.,Upper Secondary Level,Seldom,0.26885,364,1416,0.24574,0.29195
1988,46-65 y.,Upper Secondary Level,Never,0.03670,46,1416,0.02690,0.04650
1988,46-65 y.,First Stage of Tertiary Education,At least once per week,0.23028,45,176,0.16790,0.29266
1988,46-65 y.,First Stage of Tertiary Education,At least once per month,0.45787,83,176,0.38405,0.53169
1988,46-65 y.,First Stage of Tertiary Education,Seldom,0.27316,48,176,0.20715,0.33918
1988,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.33141,76,223,0.26949,0.39334
1988,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.45394,100,223,0.38844,0.51943
1988,46-65 y.,Second Stage of Tertiary Education,Seldom,0.20584,47,223,0.15265,0.25902
1988,66 and older,Lower Secondary Level,At least once per week,0.28392,106,375,0.23822,0.32961
1988,66 and older,Lower Secondary Level,At least once per month,0.31117,117,375,0.26425,0.35810
1988,66 and older,Lower Secondary Level,Seldom,0.26351,98,375,0.21886,0.30816
1988,66 and older,Lower Secondary Level,Never,0.14140,54,375,0.10609,0.17671
1988,66 and older,Upper Secondary Level,At least once per week,0.32954,154,493,0.28800,0.37107
1988,66 and older,Upper Secondary Level,At least once per month,0.31925,168,493,0.27806,0.36045
1988,66 and older,Upper Secondary Level,Seldom,0.24440,119,493,0.20643,0.28237
1988,66 and older,Upper Secondary Level,Never,0.10681,52,493,0.07952,0.13410
1990,17-29 y.,Lower Secondary Level,At least once per week,0.62042,113,146,0.54143,0.69941
1990,17-29 y.,Lower Secondary Level,Seldom,0.22251,33,146,0.15481,0.29021
1990,17-29 y.,Upper Secondary Level,At least once per week,0.42075,291,695,0.38402,0.45748
1990,17-29 y.,Upper Secondary Level,At least once per month,0.37503,263,695,0.33901,0.41105
1990,17-29 y.,Upper Secondary Level,Seldom,0.19282,141,695,0.16347,0.22217
1990,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.45266,71,130,0.36676,0.53856
1990,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.38221,59,130,0.29835,0.46606
1990,30-45 y.,Upper Secondary Level,At least once per week,0.22562,175,826,0.19710,0.25414
1990,30-45 y.,Upper Secondary Level,At least once per month,0.43232,376,826,0.39851,0.46612
1990,30-45 y.,Upper Secondary Level,Seldom,0.30818,275,826,0.27667,0.33969
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.45623,44,44,0.30735,0.60510
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.26476,124,477,0.22513,0.30440
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.48307,234,477,0.43818,0.52797
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.24538,119,477,0.20673,0.28404
1990,46-65 y.,Lower Secondary Level,At least once per month,0.27287,43,104,0.18685,0.35890
1990,46-65 y.,Lower Secondary Level,Seldom,0.41215,61,104,0.31709,0.50721
1990,46-65 y.,Upper Secondary Level,At least once per week,0.21274,152,749,0.18341,0.24207
1990,46-65 y.,Upper Secondary Level,At least once per month,0.33041,251,749,0.29670,0.36412
1990,46-65 y.,Upper Secondary Level,Seldom,0.37304,283,749,0.33838,0.40769
1990,46-65 y.,Upper Secondary Level,Never,0.08381,63,749,0.06395,0.10367
1990,46-65 y.,First Stage of Tertiary Education,At least once per month,0.43641,47,82,0.32841,0.54442
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.34739,35,82,0.24369,0.45108
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.20165,65,307,0.15669,0.24661
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.42621,130,307,0.37080,0.48161
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.36589,112,307,0.31192,0.41986
1990,66 and older,Lower Secondary Level,At least once per week,0.23974,32,84,0.14790,0.33159
1990,66 and older,Lower Secondary Level,Seldom,0.35920,52,84,0.25599,0.46242
1990,66 and older,Upper Secondary Level,At least once per week,0.25453,56,186,0.19176,0.31730
1990,66 and older,Upper Secondary Level,At least once per month,0.23606,49,186,0.17487,0.29726
1990,66 and older,Upper Secondary Level,Seldom,0.41617,81,186,0.34513,0.48720
1992,17-29 y.,No answer / don't know,At least once per week,0.66240,75,106,0.57194,0.75285
1992,17-29 y.,No answer / don't know,At least once per month,0.25769,31,106,0.17403,0.34134
1992,17-29 y.,Pre-primary Level,At least once per week,0.76055,138,138,0.68909,0.83201
1992,17-29 y.,Primary Level,At least once per week,0.52942,83,83,0.42139,0.63746
1992,17-29 y.,Lower Secondary Level,At least once per week,0.67527,631,913,0.64488,0.70566
1992,17-29 y.,Lower Secondary Level,At least once per month,0.20135,191,913,0.17532,0.22737
1992,17-29 y.,Lower Secondary Level,Seldom,0.09844,91,913,0.07910,0.11777
1992,17-29 y.,Upper Secondary Level,At least once per week,0.59703,1021,1736,0.57395,0.62011
1992,17-29 y.,Upper Secondary Level,At least once per month,0.29028,520,1736,0.26892,0.31164
1992,17-29 y.,Upper Secondary Level,Seldom,0.10225,195,1736,0.08799,0.11650
1992,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.70767,118,160,0.63697,0.77837
1992,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.22733,42,160,0.16219,0.29248
1992,17-29 y.,First Stage of Tertiary Education,At least once per week,0.62237,64,64,0.50266,0.74208
1992,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.59264,98,149,0.51348,0.67180
1992,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.30892,51,149,0.23448,0.38336
1992,30-45 y.,Primary Level,At least once per week,0.50920,102,151,0.42920,0.58921
1992,30-45 y.,Primary Level,At least once per month,0.23202,49,151,0.16446,0.29957
1992,30-45 y.,Lower Secondary Level,At least once per week,0.42574,227,468,0.38090,0.47059
1992,30-45 y.,Lower Secondary Level,At least once per month,0.33591,152,468,0.29308,0.37875
1992,30-45 y.,Lower Secondary Level,Seldom,0.20420,89,468,0.16764,0.24077
1992,30-45 y.,Upper Secondary Level,At least once per week,0.34095,703,2252,0.32136,0.36053
1992,30-45 y.,Upper Secondary Level,At least once per month,0.42991,975,2252,0.40946,0.45036
1992,30-45 y.,Upper Secondary Level,Seldom,0.21198,527,2252,0.19509,0.22886
1992,30-45 y.,Upper Secondary Level,Never,0.01717,47,2252,0.01180,0.02253
1992,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.46035,58,108,0.36591,0.55479
1992,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.41858,50,108,0.32510,0.51205
1992,30-45 y.,First Stage of Tertiary Education,At least once per week,0.36217,95,307,0.30832,0.41602
1992,30-45 y.,First Stage of Tertiary Education,At least once per month,0.40974,133,307,0.35464,0.46485
1992,30-45 y.,First Stage of Tertiary Education,Seldom,0.21928,79,307,0.17292,0.26564
1992,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.39843,268,820,0.36490,0.43196
1992,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.42524,368,820,0.39138,0.45909
1992,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16926,184,820,0.14358,0.19494
1992,46-65 y.,Primary Level,At least once per week,0.51856,163,234,0.45440,0.58271
1992,46-65 y.,Primary Level,At least once per month,0.25941,71,234,0.20312,0.31569
1992,46-65 y.,Lower Secondary Level,At least once per week,0.29889,302,876,0.26856,0.32923
1992,46-65 y.,Lower Secondary Level,At least once per month,0.35861,297,876,0.32684,0.39039
1992,46-65 y.,Lower Secondary Level,Seldom,0.27490,223,876,0.24532,0.30448
1992,46-65 y.,Lower Secondary Level,Never,0.06759,54,876,0.05096,0.08423
1992,46-65 y.,Upper Secondary Level,At least once per week,0.24594,494,1954,0.22684,0.26504
1992,46-65 y.,Upper Secondary Level,At least once per month,0.43448,819,1954,0.41250,0.45647
1992,46-65 y.,Upper Secondary Level,Seldom,0.28370,574,1954,0.26371,0.30369
1992,46-65 y.,Upper Secondary Level,Never,0.03587,67,1954,0.02762,0.04412
1992,46-65 y.,First Stage of Tertiary Education,At least once per week,0.22414,48,247,0.17203,0.27625
1992,46-65 y.,First Stage of Tertiary Education,At least once per month,0.41446,115,247,0.35290,0.47602
1992,46-65 y.,First Stage of Tertiary Education,Seldom,0.32549,84,247,0.26694,0.38405
1992,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.26613,122,538,0.22875,0.30351
1992,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.42558,227,538,0.38376,0.46740
1992,46-65 y.,Second Stage of Tertiary Education,Seldom,0.29394,189,538,0.25541,0.33247
1992,66 and older,Lower Secondary Level,At least once per week,0.34917,155,473,0.30616,0.39218
1992,66 and older,Lower Secondary Level,At least once per month,0.27356,133,473,0.23334,0.31377
1992,66 and older,Lower Secondary Level,Seldom,0.24361,115,473,0.20488,0.28233
1992,66 and older,Lower Secondary Level,Never,0.13367,70,473,0.10297,0.16437
1992,66 and older,Upper Secondary Level,At least once per week,0.31435,204,701,0.27996,0.34875
1992,66 and older,Upper Secondary Level,At least once per month,0.34360,251,701,0.30842,0.37879
1992,66 and older,Upper Secondary Level,Seldom,0.23685,179,701,0.20535,0.26835
1992,66 and older,Upper Secondary Level,Never,0.10519,67,701,0.08247,0.12792
1992,66 and older,First Stage of Tertiary Education,At least once per month,0.41902,36,36,0.25556,0.58248
1992,66 and older,Second Stage of Tertiary Education,At least once per week,0.39791,37,75,0.28639,0.50944
1992,66 and older,Second Stage of Tertiary Education,At least once per month,0.34886,38,75,0.24027,0.45745
1994,17-29 y.,No answer / don't know,At least once per week,0.71330,91,91,0.61987,0.80673
1994,17-29 y.,Pre-primary Level,At least once per week,0.77674,175,220,0.72159,0.83190
1994,17-29 y.,Pre-primary Level,At least once per month,0.15827,45,220,0.10993,0.20661
1994,17-29 y.,Primary Level,At least once per week,0.49126,51,51,0.35269,0.62984
1994,17-29 y.,Lower Secondary Level,At least once per week,0.67535,511,756,0.64195,0.70875
1994,17-29 y.,Lower Secondary Level,At least once per month,0.20845,166,756,0.17947,0.23742
1994,17-29 y.,Lower Secondary Level,Seldom,0.10290,79,756,0.08123,0.12458
1994,17-29 y.,Upper Secondary Level,At least once per week,0.61765,973,1633,0.59407,0.64123
1994,17-29 y.,Upper Secondary Level,At least once per month,0.26747,474,1633,0.24600,0.28895
1994,17-29 y.,Upper Secondary Level,Seldom,0.10840,186,1633,0.09332,0.12348
1994,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.67558,112,158,0.60235,0.74881
1994,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.24733,46,158,0.17984,0.31482
1994,17-29 y.,First Stage of Tertiary Education,At least once per week,0.58600,63,94,0.48590,0.68611
1994,17-29 y.,First Stage of Tertiary Education,At least once per month,0.31387,31,94,0.21955,0.40819
1994,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.51477,83,143,0.43257,0.59698
1994,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.37948,60,143,0.29966,0.45929
1994,30-45 y.,Primary Level,At least once per week,0.46826,78,121,0.37898,0.55754
1994,30-45 y.,Primary Level,At least once per month,0.21912,43,121,0.14511,0.29313
1994,30-45 y.,Lower Secondary Level,At least once per week,0.41260,194,417,0.36529,0.45991
1994,30-45 y.,Lower Secondary Level,At least once per month,0.35444,150,417,0.30848,0.40041
1994,30-45 y.,Lower Secondary Level,Seldom,0.18577,73,417,0.14840,0.22315
1994,30-45 y.,Upper Secondary Level,At least once per week,0.33186,688,2227,0.31230,0.35142
1994,30-45 y.,Upper Secondary Level,At least once per month,0.43343,957,2227,0.41285,0.45402
1994,30-45 y.,Upper Secondary Level,Seldom,0.22295,544,2227,0.20566,0.24024
1994,30-45 y.,Upper Secondary Level,Never,0.01175,38,2227,0.00727,0.01623
1994,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.45813,62,149,0.37785,0.53840
1994,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.32108,53,149,0.24586,0.39630
1994,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.21562,34,149,0.14937,0.28188
1994,30-45 y.,First Stage of Tertiary Education,At least once per week,0.30780,91,304,0.25582,0.35977
1994,30-45 y.,First Stage of Tertiary Education,At least once per month,0.46712,139,304,0.41094,0.52329
1994,30-45 y.,First Stage of Tertiary Education,Seldom,0.21346,74,304,0.16732,0.25960
1994,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.38664,251,801,0.35289,0.42038
1994,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.41278,356,801,0.37866,0.44690
1994,30-45 y.,Second Stage of Tertiary Education,Seldom,0.18524,194,801,0.15832,0.21216
1994,46-65 y.,Primary Level,At least once per week,0.48093,145,256,0.41960,0.54225
1994,46-65 y.,Primary Level,At least once per month,0.33589,80,256,0.27792,0.39387
1994,46-65 y.,Primary Level,Seldom,0.15515,31,256,0.11072,0.19959
1994,46-65 y.,Lower Secondary Level,At least once per week,0.26282,245,799,0.23228,0.29336
1994,46-65 y.,Lower Secondary Level,At least once per month,0.38322,293,799,0.34949,0.41695
1994,46-65 y.,Lower Secondary Level,Seldom,0.29613,218,799,0.26445,0.32780
1994,46-65 y.,Lower Secondary Level,Never,0.05784,43,799,0.04164,0.07403
1994,46-65 y.,Upper Secondary Level,At least once per week,0.24544,459,1933,0.22625,0.26463
1994,46-65 y.,Upper Secondary Level,At least once per month,0.38895,762,1933,0.36721,0.41069
1994,46-65 y.,Upper Secondary Level,Seldom,0.32925,639,1933,0.30830,0.35021
1994,46-65 y.,Upper Secondary Level,Never,0.03636,73,1933,0.02802,0.04471
1994,46-65 y.,First Stage of Tertiary Education,At least once per week,0.19108,44,235,0.14070,0.24145
1994,46-65 y.,First Stage of Tertiary Education,At least once per month,0.37043,91,235,0.30855,0.43230
1994,46-65 y.,First Stage of Tertiary Education,Seldom,0.40472,100,235,0.34183,0.46761
1994,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.27367,120,537,0.23593,0.31142
1994,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.37970,203,537,0.33861,0.42078
1994,46-65 y.,Second Stage of Tertiary Education,Seldom,0.33481,214,537,0.29486,0.37476
1994,66 and older,Lower Secondary Level,At least once per week,0.27598,128,464,0.23526,0.31669
