year,quintil_oecd,sex,pli0094_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,1st Quintile,male,At least once per week,0.4801559177888023,14443,0.4720078419825127,0.48830399359509186
1985,1st Quintile,male,At least once per month,0.28348688873139616,14443,0.27613657416920934,0.290837203293583
1985,1st Quintile,male,Seldom,0.19879518072289157,14443,0.1922863636195033,0.20530399782627984
1985,1st Quintile,male,Never,0.03756201275690999,14443,0.03446110982432469,0.040662915689495295
1985,1st Quintile,female,At least once per week,0.45375,14443,0.44563046029747005,0.4618695397025299
1985,1st Quintile,female,At least once per month,0.294375,14443,0.28694198845069974,0.30180801154930026
1985,1st Quintile,female,Seldom,0.2,14443,0.1934763995042116,0.2065236004957884
1985,1st Quintile,female,Never,0.051875,14443,0.04825807736300945,0.05549192263699054
1985,2nd Quintile,male,At least once per week,0.48409405255878285,14443,0.4759436791471712,0.49224442597039453
1985,2nd Quintile,male,At least once per month,0.3049792531120332,14443,0.29747061111153716,0.3124878951125293
1985,2nd Quintile,male,Seldom,0.18326417704011064,14443,0.1769545024984003,0.18957385158182097
1985,2nd Quintile,male,Never,0.027662517289073305,14443,0.024987776326607748,0.03033725825153886
1985,2nd Quintile,female,At least once per week,0.46205357142857145,14443,0.45392258856535705,0.47018455429178585
1985,2nd Quintile,female,At least once per month,0.34077380952380953,14443,0.33304384150776867,0.3485037775398504
1985,2nd Quintile,female,Seldom,0.16071428571428573,14443,0.154724524319179,0.16670404710939246
1985,2nd Quintile,female,Never,0.036458333333333336,14443,0.03340157558852514,0.03951509107814153
1985,3rd Quintile,male,At least once per week,0.4976958525345622,14443,0.4895414385013322,0.5058502665677922
1985,3rd Quintile,male,At least once per month,0.3379416282642089,14443,0.3302273313087774,0.34565592521964045
1985,3rd Quintile,male,Seldom,0.141321044546851,14443,0.1356397645348651,0.14700232455883688
1985,3rd Quintile,male,Never,0.02304147465437788,14443,0.020594550181761144,0.025488399126994618
1985,3rd Quintile,female,At least once per week,0.48470209339774556,14443,0.47655141040109217,0.49285277639439895
1985,3rd Quintile,female,At least once per month,0.33816425120772947,14443,0.33044871126588504,0.3458797911495739
1985,3rd Quintile,female,Seldom,0.14492753623188406,14443,0.139186315019193,0.1506687574445751
1985,3rd Quintile,female,Never,0.0322061191626409,14443,0.029326811988177676,0.03508542633710412
1985,4th Quintile,male,At least once per week,0.46396396396396394,14443,0.45583066972062797,0.4720972582072999
1985,4th Quintile,male,At least once per month,0.35585585585585583,14443,0.3480475654783199,0.36366414623339177
1985,4th Quintile,male,Seldom,0.15765765765765766,14443,0.15171433625396857,0.16360097906134674
1985,4th Quintile,male,Never,0.02252252252252252,14443,0.020102667985269235,0.024942377059775808
1985,4th Quintile,female,At least once per week,0.49056603773584906,14443,0.48241298874062344,0.4987190867310747
1985,4th Quintile,female,At least once per month,0.3490566037735849,14443,0.3412825613215781,0.3568306462255917
1985,4th Quintile,female,Seldom,0.15566037735849056,14443,0.14974782512819546,0.16157292958878566
1985,4th Quintile,female,Never,0.0047169811320754715,14443,0.003599519212212187,0.005834443051938756
1985,5th Quintile,male,At least once per week,0.39759036144578314,14443,0.3896087378065833,0.405571985084983
1985,5th Quintile,male,At least once per month,0.3132530120481928,14443,0.30568863139537356,0.320817392701012
1985,5th Quintile,male,Seldom,0.27710843373493976,14443,0.2698090059463819,0.2844078615234976
1985,5th Quintile,male,Never,0.012048192771084338,14443,0.01026886400672566,0.013827521535443015
1985,5th Quintile,female,At least once per week,0.4027777777777778,14443,0.39477891777000135,0.41077663778555423
1985,5th Quintile,female,At least once per month,0.3333333333333333,14443,0.32564519641946016,0.34102147024720647
1985,5th Quintile,female,Seldom,0.20833333333333334,14443,0.20170997995623507,0.2149566867104316
1985,5th Quintile,female,Never,0.05555555555555555,14443,0.05181979251340732,0.059291318597703785
1986,1st Quintile,male,At least once per week,0.44096012388695316,13742,0.43265870838402587,0.44926153938988045
1986,1st Quintile,male,At least once per month,0.3259775454897406,13742,0.3181403239325206,0.3338147670469606
1986,1st Quintile,male,Seldom,0.1835075493612079,13742,0.17703561425780145,0.18997948446461432
1986,1st Quintile,male,Never,0.049554781262098335,13742,0.04592619521602188,0.05318336730817479
1986,1st Quintile,female,At least once per week,0.41605839416058393,13742,0.4078171467284765,0.42429964159269135
1986,1st Quintile,female,At least once per month,0.33368091762252344,13742,0.3257970756530328,0.3415647595920141
1986,1st Quintile,female,Seldom,0.2029892248870351,13742,0.19626411030394428,0.20971433947012594
1986,1st Quintile,female,Never,0.04727146332985749,13742,0.043723205177035186,0.05081972148267979
1986,2nd Quintile,male,At least once per week,0.4961779013203614,13742,0.48781824516809713,0.5045375574726256
1986,2nd Quintile,male,At least once per month,0.28908964558721334,13742,0.28150989723150277,0.2966693939429239
1986,2nd Quintile,male,Seldom,0.17859624739402363,13742,0.172192331709571,0.18500016307847628
1986,2nd Quintile,male,Never,0.03613620569840167,13742,0.03301580614069402,0.039256605256109314
1986,2nd Quintile,female,At least once per week,0.45454545454545453,13742,0.44622017085296545,0.4628707382379436
1986,2nd Quintile,female,At least once per month,0.33064516129032256,13742,0.32277940676811,0.3385109158125351
1986,2nd Quintile,female,Seldom,0.18328445747800587,13742,0.17681557399568834,0.1897533409603234
1986,2nd Quintile,female,Never,0.03152492668621701,13742,0.028603450399582085,0.03444640297285193
1986,3rd Quintile,male,At least once per week,0.43304843304843305,13742,0.424763818351045,0.4413330477458211
1986,3rd Quintile,male,At least once per month,0.36752136752136755,13742,0.35946024865476905,0.37558248638796604
1986,3rd Quintile,male,Seldom,0.17806267806267806,13742,0.1716662591279929,0.1844590969973632
1986,3rd Quintile,male,Never,0.021367521367521368,13742,0.018949734662290597,0.02378530807275214
1986,3rd Quintile,female,At least once per week,0.43143297380585516,13742,0.42315205357403946,0.43971389403767086
1986,3rd Quintile,female,At least once per month,0.3713405238828968,13742,0.363262130357329,0.37941891740846456
1986,3rd Quintile,female,Seldom,0.17873651771956856,13742,0.17233063472938062,0.1851424007097565
1986,3rd Quintile,female,Never,0.01848998459167951,13742,0.016237578248897048,0.02074239093446197
1986,4th Quintile,male,At least once per week,0.43866171003717475,13742,0.43036495444838163,0.44695846562596786
1986,4th Quintile,male,At least once per month,0.3680297397769517,13742,0.3599662901496304,0.376093189404273
1986,4th Quintile,male,Seldom,0.17472118959107807,13742,0.1683722055497135,0.18107017363244265
1986,4th Quintile,male,Never,0.01858736059479554,13742,0.01632914301045532,0.02084557817913576
1986,4th Quintile,female,At least once per week,0.4357976653696498,13742,0.427506969417782,0.44408836132151763
1986,4th Quintile,female,At least once per month,0.3424124513618677,13742,0.3344786254942595,0.3503462772294759
1986,4th Quintile,female,Seldom,0.20622568093385213,13742,0.1994609427234001,0.21299041914430417
1986,4th Quintile,female,Never,0.01556420233463035,13742,0.013494593678369814,0.017633810990890886
1986,5th Quintile,male,At least once per week,0.4342105263157895,13742,0.42592330943506923,0.44249774319650975
1986,5th Quintile,male,At least once per month,0.40789473684210525,13742,0.3996779009970506,0.4161115726871599
1986,5th Quintile,male,Seldom,0.14473684210526316,13742,0.13885422572549463,0.1506194584850317
1986,5th Quintile,male,Never,0.013157894736842105,13742,0.011252661546127987,0.015063127927556222
1986,5th Quintile,female,At least once per week,0.5294117647058824,13742,0.5210663403287509,0.5377571890830138
1986,5th Quintile,female,At least once per month,0.3088235294117647,13742,0.3010988446920449,0.31654821413148454
1986,5th Quintile,female,Seldom,0.14705882352941177,13742,0.1411372628583371,0.15298038420048643
1986,5th Quintile,female,Never,0.014705882352941176,13742,0.012693272530561107,0.016718492175321245
1988,1st Quintile,male,At least once per week,0.48483316481294236,12817,0.4761808365572826,0.4934854930686021
1988,1st Quintile,male,At least once per month,0.30030333670374115,12817,0.2923674061357827,0.3082392672716996
1988,1st Quintile,male,Seldom,0.1723963599595551,12817,0.16585695667440079,0.17893576324470942
1988,1st Quintile,male,Never,0.042467138523761376,12817,0.038976006905871774,0.04595827014165098
1988,1st Quintile,female,At least once per week,0.45575601374570446,12817,0.44713365868744354,0.4643783688039654
1988,1st Quintile,female,At least once per month,0.3079896907216495,12817,0.2999971059491902,0.3159822754941088
1988,1st Quintile,female,Seldom,0.179553264604811,12817,0.17290842155037642,0.18619810765924558
1988,1st Quintile,female,Never,0.05670103092783505,12817,0.05269713263749958,0.06070492921817052
1988,2nd Quintile,male,At least once per week,0.5049570389953735,12817,0.4963011527707427,0.5136129252200042
1988,2nd Quintile,male,At least once per month,0.3113020489094514,12817,0.30328585407504816,0.31931824374385465
1988,2nd Quintile,male,Seldom,0.15862524785194976,12817,0.15230049187897782,0.1649500038249217
1988,2nd Quintile,male,Never,0.02511566424322538,12817,0.0224066470607465,0.02782468142570426
1988,2nd Quintile,female,At least once per week,0.46562721474131824,12817,0.4569913819836064,0.4742630474990301
1988,2nd Quintile,female,At least once per month,0.333805811481219,12817,0.32564167519680104,0.341969947765637
1988,2nd Quintile,female,Seldom,0.17292700212615167,12817,0.1663796423400373,0.17947436191226604
1988,2nd Quintile,female,Never,0.027639971651311126,12817,0.024801757084790457,0.030478186217831795
1988,3rd Quintile,male,At least once per week,0.4772727272727273,12817,0.46862536272231464,0.48592009182313994
1988,3rd Quintile,male,At least once per month,0.3181818181818182,12817,0.3101181091599515,0.3262455272036848
1988,3rd Quintile,male,Seldom,0.18301435406698566,12817,0.17631993849078437,0.18970876964318695
