year,sampreg,sex,pli0094_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1988,West,female,Never,0.04850905691882281,198,9916,0.04842704155386753,0.04859107228377809
1990,East,male,At least once per week,0.295310391503771,606,4388,0.2949445604057473,0.29567622260179466
1990,East,male,At least once per month,0.359694056522311,768,4388,0.3593091965718599,0.36007891647276213
1990,East,male,Seldom,0.300670574141394,634,4388,0.300302844458768,0.30103830382401997
1990,East,male,Never,0.04432497783252404,82,4388,0.044159925485852604,0.04449003017919547
1990,East,female,At least once per week,0.2835642035389627,644,4388,0.283222128302468,0.28390627877545743
1990,East,female,At least once per month,0.34976983688689006,854,4388,0.34940790068249256,0.35013177309128757
1990,East,female,Seldom,0.31119008187051844,692,4388,0.3108387076753386,0.3115414560656983
1990,East,female,Never,0.05547587770362883,108,4388,0.05530215126670978,0.05564960414054788
1992,West,male,At least once per week,0.42480915375535994,2172,13218,0.4246148762041073,0.42500343130661256
1992,West,male,At least once per month,0.3428957658983919,1465,13218,0.3427092061708918,0.34308232562589197
1992,West,male,Seldom,0.19557804709188942,761,13218,0.19542215585087783,0.195733938332901
1992,West,male,Never,0.03671703325435874,136,13218,0.036643118619368274,0.0367909478893492
1992,West,female,At least once per week,0.42825617940552896,2227,13218,0.42806923325936064,0.4284431255516973
1992,West,female,At least once per month,0.35846222310236664,1600,13218,0.35828104872716926,0.358643397477564
1992,West,female,Seldom,0.1687754059350744,720,13218,0.16863389899798267,0.16891691287216612
1992,West,female,Never,0.04450619155702996,179,13218,0.04442828247039802,0.044584100643661896
1992,East,male,At least once per week,0.2448035282772262,434,13218,0.2444675048486428,0.24513955170580962
1992,East,male,At least once per month,0.39634809574811336,760,13218,0.39596583260915946,0.39673035888706726
1992,East,male,Seldom,0.32111942090964074,626,13218,0.3207545319488077,0.3214843098704738
1992,East,male,Never,0.037728955065019575,63,13218,0.03758004747194895,0.0378778626580902
1992,East,female,At least once per week,0.23790216758591445,471,13218,0.23758374018732933,0.23822059498449957
1992,East,female,At least once per month,0.4060288916304639,864,13218,0.4056616372409103,0.4063961460200175
1992,East,female,Seldom,0.3126269051044209,668,13218,0.31228023586607395,0.3129735743427679
1992,East,female,Never,0.04344203567920069,72,13218,0.04328958948170105,0.043594481876700335
1994,West,male,At least once per week,0.40644094893769417,2008,12803,0.40624983706332846,0.4066320608120599
1994,West,male,At least once per month,0.344094095922458,1440,12803,0.3439092472404982,0.34427894460441777
1994,West,male,Seldom,0.22031429333604227,837,12803,0.22015302908610615,0.2204755575859784
1994,West,male,Never,0.029150661803805548,112,12803,0.02908520465163855,0.029216118955972547
1994,West,female,At least once per week,0.4110579872723193,2085,12803,0.41087364504653595,0.41124232949810263
1994,West,female,At least once per month,0.3452390323181259,1579,12803,0.34506090179251325,0.3454171628437386
1994,West,female,Seldom,0.20802360713811693,847,12803,0.207871535073325,0.20817567920290886
1994,West,female,Never,0.03567937327143786,139,12803,0.0356098778248856,0.035748868717990115
1994,East,male,At least once per week,0.23885174851216964,407,12803,0.23851896322486538,0.2391845337994739
1994,East,male,At least once per month,0.3794457943973516,697,12803,0.3790670641325279,0.3798245246621753
1994,East,male,Seldom,0.34057398024095853,620,12803,0.34020410603115375,0.3409438544507633
1994,East,male,Never,0.04112847684952026,62,12803,0.04097348216600112,0.04128347153303939
1994,East,female,At least once per week,0.21842678196924503,419,12803,0.21811505014565072,0.21873851379283935
1994,East,female,At least once per month,0.39724197504489067,796,12803,0.3968727914208671,0.3976111586689142
1994,East,female,Seldom,0.32561555437934336,666,12803,0.3252620053041243,0.3259691034545624
1994,East,female,Never,0.05871568860652092,89,12803,0.05853831832666684,0.058893058886375
1996,West,male,At least once per week,0.4391419487157479,2206,13006,0.43895068652387365,0.4393332109076222
1996,West,male,At least once per month,0.34166758402753994,1485,13006,0.3414848057016549,0.341850362353425
1996,West,male,Seldom,0.19810745175204716,744,13006,0.19795384557466772,0.1982610579294266
1996,West,male,Never,0.021083015504664952,90,13006,0.021027649971980894,0.02113838103734901
1996,West,female,At least once per week,0.45579206287137386,2372,13006,0.4556069424568959,0.4559771832858518
1996,West,female,At least once per month,0.348266727417768,1606,13006,0.34808964337089005,0.3484438114646459
1996,West,female,Seldom,0.16742170525918038,721,13006,0.16728293163767363,0.16756047888068712
1996,West,female,Never,0.028519504451677752,109,13006,0.02845763496261614,0.028581373940739365
1996,East,male,At least once per week,0.2833077439299236,498,13006,0.28294976288207074,0.2836657249777764
1996,East,male,At least once per month,0.4128003572972747,737,13006,0.41240922166684485,0.4131914929277046
1996,East,male,Seldom,0.2819292885704235,485,13006,0.28157183621726367,0.2822867409235833
1996,East,male,Never,0.021962610202378188,32,13006,0.02184617503764651,0.022079045367109865
1996,East,female,At least once per week,0.30332534291948027,565,13006,0.302974006849759,0.30367667898920153
1996,East,female,At least once per month,0.40451198374824854,782,13006,0.404136876381871,0.40488709111462606
1996,East,female,Seldom,0.2678968141300094,533,13006,0.2675583416943182,0.26823528656570056
1996,East,female,Never,0.02426585920226188,41,13006,0.024148256589350284,0.02438346181517348
1997,West,male,At least once per week,0.45907955799799377,2244,12764,0.4588874208164796,0.45927169517950794
1997,West,male,At least once per month,0.3208136313655674,1401,12764,0.3206336524510334,0.32099361028010137
1997,West,male,Seldom,0.19574139130243065,696,12764,0.19558840944284575,0.19589437316201555
1997,West,male,Never,0.02436541933400826,100,12764,0.024305972151134423,0.0244248665168821
1997,West,female,At least once per week,0.4647295205738438,2378,12764,0.46454441738705393,0.4649146237606337
1997,West,female,At least once per month,0.33433688699069225,1542,12764,0.33416180296961645,0.33451197101176805
1997,West,female,Seldom,0.17343266750207395,678,12764,0.17329214958945593,0.17357318541469197
1997,West,female,Never,0.027500924933389986,109,12764,0.027440230988215547,0.027561618878564426
1997,East,male,At least once per week,0.3298170339251537,558,12764,0.3294457863376186,0.3301882815126888
1997,East,male,At least once per month,0.3889611986489775,710,12764,0.3885762365787747,0.38934616071918027
1997,East,male,Seldom,0.2565144150885165,438,12764,0.2561695711704243,0.2568592590066087
1997,East,male,Never,0.024707352337352297,34,12764,0.024584774773420776,0.02482992990128382
1997,East,female,At least once per week,0.33156932124056154,570,12764,0.3312080352761468,0.3319306072049763
1997,East,female,At least once per month,0.37964966146534207,762,12764,0.3792772305255188,0.3800220924051653
1997,East,female,Seldom,0.2612324425947183,500,12764,0.2608953080958624,0.26156957709357415
1997,East,female,Never,0.027548574699378128,44,12764,0.027422966133108396,0.02767418326564786
1999,West,male,At least once per week,0.4261604288128124,2179,13617,0.42597139417734914,0.4263494634482757
1999,West,male,At least once per month,0.3384156524994925,1594,13617,0.33823477797229345,0.3385965270266916
1999,West,male,Seldom,0.2105697564412446,898,13617,0.2104139036966322,0.21072560918585698
1999,West,male,Never,0.024854162246450533,101,13617,0.024794651701484528,0.024913672791416538
1999,West,female,At least once per week,0.4338037880204409,2339,13617,0.4336200291081092,0.4339875469327726
1999,West,female,At least once per month,0.343925308883023,1730,13617,0.3437491814635106,0.34410143630253537
1999,West,female,Seldom,0.19196880583454762,888,13617,0.1918227739610151,0.19211483770808013
1999,West,female,Never,0.03030209726198844,118,13617,0.030238538879832754,0.03036565564414413
1999,East,male,At least once per week,0.28352667927107306,541,13617,0.28317088016303865,0.28388247837910746
1999,East,male,At least once per month,0.42595007629468595,764,13617,0.4255597192155928,0.4263404333737791
1999,East,male,Seldom,0.26979581765605587,477,13617,0.2694454309323178,0.2701462043797939
1999,East,male,Never,0.020727426778185187,32,13617,0.020614957898748877,0.020839895657621496
1999,East,female,At least once per week,0.29103219148593573,561,13617,0.29068303422039443,0.29138134875147703
1999,East,female,At least once per month,0.40104599413920505,810,13617,0.40066926332940667,0.40142272494900344
1999,East,female,Seldom,0.28579049029797343,547,13617,0.28544321490466534,0.2861377656912815
1999,East,female,Never,0.02213132407688576,38,13617,0.02201824525451387,0.022244402899257647
2001,West,male,At least once per week,0.45586274836059315,3670,21809,0.4556725392482164,0.4560529574729699
2001,West,male,At least once per month,0.32802212028695343,2612,21809,0.3278428166529642,0.32820142392094265
2001,West,male,Seldom,0.18254089355297268,1334,21809,0.18239336599912073,0.18268842110682462
2001,West,male,Never,0.0335742377994807,245,21809,0.0335054443054933,0.033643031293468094
2001,West,female,At least once per week,0.4634392059550902,4109,21809,0.46325441876055395,0.46362399314962643
2001,West,female,At least once per month,0.33166067579255076,2817,21809,0.33148620950633223,0.3318351420787693
2001,West,female,Seldom,0.16845455515265645,1323,21809,0.16831586347795255,0.16859324682736035
2001,West,female,Never,0.03644556309970257,283,21809,0.036376120418873975,0.03651500578053117
2001,East,male,At least once per week,0.32749960154521957,866,21809,0.3271302246994026,0.3278689783910365
2001,East,male,At least once per month,0.3983618920705477,1069,21809,0.3979765693933302,0.39874721474776514
2001,East,male,Seldom,0.24143805998909673,600,21809,0.24110122562028813,0.24177489435790533
2001,East,male,Never,0.03270044639513611,79,21809,0.032560463380606926,0.0328404294096653
2001,East,female,At least once per week,0.3308620951847853,916,21809,0.33050113142574084,0.3312230589438298
2001,East,female,At least once per month,0.4002821320559622,1140,21809,0.3999062610094185,0.4006580031025059
2001,East,female,Seldom,0.23766457738372285,672,21809,0.23733803650617333,0.23799111826127237
2001,East,female,Never,0.031191195375529567,74,21809,0.03105783791252529,0.031324552838533845
2005,West,male,At least once per week,0.46259603694588963,3472,20607,0.4624076000104758,0.46278447388130345
2005,West,male,At least once per month,0.3180096894663855,2474,20607,0.31783368490435193,0.3181856940284191
2005,West,male,Seldom,0.19365908979139787,1337,20607,0.19350974401783397,0.19380843556496177
2005,West,male,Never,0.02573518379632693,164,20607,0.02567534032288567,0.02579502726976819
2005,West,female,At least once per week,0.4604934354646969,3948,20607,0.46031084693629215,0.46067602399310165
2005,West,female,At least once per month,0.3367140765197065,2762,20607,0.33654095764256337,0.3368871953968496
2005,West,female,Seldom,0.17393676261571656,1250,20607,0.17379790626777375,0.17407561896365936
2005,West,female,Never,0.028855725399880017,186,20607,0.028794402698907075,0.02891704810085296
2005,East,male,At least once per week,0.2908738953856723,723,20607,0.2905190683587618,0.29122872241258285
2005,East,male,At least once per month,0.414106842671836,974,20607,0.4137220134889647,0.4144916718547073
2005,East,male,Seldom,0.25663846577016886,638,20607,0.25629722296794616,0.25697970857239155
2005,East,male,Never,0.038380796172322824,76,20607,0.03823070293120412,0.03853088941344153
2005,East,female,At least once per week,0.3295569164762364,827,20607,0.3291947010811627,0.3299191318713101
2005,East,female,At least once per month,0.386717275569367,1044,20607,0.38634200208073793,0.3870925490579961
2005,East,female,Seldom,0.2533342417395255,665,20607,0.25299909824225403,0.253669385236797
2005,East,female,Never,0.030391566214871074,67,20607,0.030259285825279248,0.0305238466044629
2007,West,male,At least once per week,0.44248181200796155,3283,20407,0.44229269034359386,0.44267093367232924
2007,West,male,At least once per month,0.35134180050675445,2626,20407,0.3511600243501418,0.3515235766633671
2007,West,male,Seldom,0.17651896852994675,1218,20407,0.17637379529994138,0.17666414175995213
2007,West,male,Never,0.02965741895533716,195,20407,0.02959282479305596,0.02972201311761836
2007,West,female,At least once per week,0.4619354518591,3898,20407,0.46175148620156453,0.4621194175166355
2007,West,female,At least once per month,0.3459034684066274,2815,20407,0.34572794812689295,0.34607898868636183
2007,West,female,Seldom,0.16404741937754247,1183,20407,0.16391077101127716,0.16418406774380778
2007,West,female,Never,0.02811366035673021,199,20407,0.02805266519927531,0.02817465551418511
2007,East,male,At least once per week,0.3169654127811125,753,20407,0.3166034892729875,0.31732733628923754
2007,East,male,At least once per month,0.3908919010560173,975,20407,0.39051235452113786,0.3912714475908967
2007,East,male,Seldom,0.24402897768193427,583,20407,0.24369488821607058,0.24436306714779796
2007,East,male,Never,0.048113708480935914,90,20407,0.04794724596279399,0.04828017099907784
2007,East,female,At least once per week,0.3404726984063618,835,20407,0.3401086628969117,0.3408367339158119
2007,East,female,At least once per month,0.4094957920709445,1090,20407,0.4091180264489124,0.4098735576929766
2007,East,female,Seldom,0.2210749053100879,597,20407,0.2207561159743648,0.22139369464581096
2007,East,female,Never,0.028956604212605843,67,20407,0.02882778538343738,0.029085423041774305
2009,West,male,At least once per week,0.4373391618730181,2726,17923,0.4371510605151834,0.4375272632308528
2009,West,male,At least once per month,0.35590136373668985,2377,17923,0.3557198119957134,0.3560829154776663
2009,West,male,Seldom,0.18117002578325192,1136,17923,0.1810239764962426,0.18131607507026123
2009,West,male,Never,0.02558944860704018,137,17923,0.02552957149368926,0.025649325720391098
2009,West,female,At least once per week,0.4352496103238499,3149,17923,0.43506727038187676,0.43543195026582304
2009,West,female,At least once per month,0.36625321349334655,2628,17923,0.3660760260449145,0.3664304009417786
2009,West,female,Seldom,0.17244223538812534,1103,17923,0.17230330241548542,0.17258116836076526
2009,West,female,Never,0.026054940794678287,153,17923,0.025996354420386773,0.0261135271689698
2009,East,male,At least once per week,0.32567491210983457,681,17923,0.3253083548617727,0.32604146935789646
2009,East,male,At least once per month,0.3807369984192769,875,17923,0.3803571895449926,0.3811168072935612
2009,East,male,Seldom,0.26823547961721406,564,17923,0.26788893529680236,0.26858202393762576
2009,East,male,Never,0.02535260985367451,53,17923,0.025229653748164015,0.025475565959185008
2009,East,female,At least once per week,0.33565516567303244,705,17923,0.33529051125949066,0.3360198200865742
2009,East,female,At least once per month,0.39730285795954,983,17923,0.39692498271949195,0.3976807331995881
2009,East,female,Seldom,0.2448866149337052,605,17923,0.24455454723396522,0.24521868263344518
2009,East,female,Never,0.022155361433722372,48,17923,0.022041700197679846,0.0222690226697649
2011,West,male,At least once per week,0.443479744899711,4436,28276,0.44328900872741045,0.4436704810720115
2011,West,male,At least once per month,0.33377783473876005,3509,28276,0.3335967866410631,0.33395888283645697
2011,West,male,Seldom,0.1944609250566692,1710,28276,0.1943089699987839,0.19461288011455452
2011,West,male,Never,0.028281495304859728,286,28276,0.02821784842749936,0.028345142182220097
2011,West,female,At least once per week,0.4504538012977752,5870,28276,0.4502694784264397,0.45063812416911064
2011,West,female,At least once per month,0.3440258206179388,4034,28276,0.34384982944444203,0.34420181179143555
2011,West,female,Seldom,0.1713300150340732,1812,28276,0.17119042335673243,0.17146960671141395
2011,West,female,Never,0.034190363050212814,331,28276,0.03412304219593087,0.03425768390449476
2011,East,male,At least once per week,0.33805949048829453,884,28276,0.33768047128464174,0.33843850969194733
2011,East,male,At least once per month,0.3601713163558686,1143,28276,0.35978668774804673,0.3605559449636904
2011,East,male,Seldom,0.26218026189066146,724,28276,0.26182786643471273,0.2625326573466102
2011,East,male,Never,0.03958893126517545,116,28276,0.03943269903373337,0.03974516349661753
2011,East,female,At least once per week,0.3236000457541765,1166,28276,0.32322845213018847,0.32397163937816453
2011,East,female,At least once per month,0.39741191706859763,1371,28276,0.39702323644227283,0.39780059769492243
2011,East,female,Seldom,0.24302929150114858,771,28276,0.24268862374560105,0.2433699592566961
2011,East,female,Never,0.03595874567607727,113,28276,0.03581086471710919,0.03610662663504535
2015,West,male,At least once per week,0.4421945025058365,4377,26722,0.44200791196860284,0.4423810930430701
2015,West,male,At least once per month,0.34959340784510495,3497,26722,0.3494142583308001,0.3497725573594098
2015,West,male,Seldom,0.17802007864451108,1644,26722,0.17787636213878852,0.17816379515023364
2015,West,male,Never,0.0301920110045476,300,26722,0.030127722925393258,0.03025629908370194
2015,West,female,At least once per week,0.46290685316531366,5543,26722,0.46272370569442,0.4630900006362073
2015,West,female,At least once per month,0.35334268955000064,3989,26722,0.35316711382670773,0.35351826527329355
2015,West,female,Seldom,0.1533616367913192,1660,26722,0.15322928291830046,0.15349399066433794
2015,West,female,Never,0.030388820493366556,322,26722,0.03032577050015559,0.030451870486577524
2015,East,male,At least once per week,0.32047109761310666,766,26722,0.32009474246362324,0.3208474527625901
2015,East,male,At least once per month,0.36710476140289,965,26722,0.36671602036934303,0.36749350243643697
2015,East,male,Seldom,0.27892398005160934,637,26722,0.2785622930382417,0.279285667064977
2015,East,male,Never,0.033500160932393976,95,26722,0.033355042091199154,0.0336452797735888
2015,East,female,At least once per week,0.3213884584254211,966,26722,0.3210178545383969,0.3217590623124453
2015,East,female,At least once per month,0.39039813553240094,1168,26722,0.3900110016154397,0.39078526944936215
2015,East,female,Seldom,0.24943727536947738,682,26722,0.24909390850390398,0.24978064223505078
2015,East,female,Never,0.03877613067270059,111,26722,0.03862292363358841,0.03892933771181277
2017,West,male,At least once per week,0.46818766085557817,4457,26507,0.4680012749557168,0.46837404675543953
2017,West,male,At least once per month,0.3431670056141013,3415,26507,0.3429896666730084,0.3433443445551942
2017,West,male,Seldom,0.1639664681564482,1570,26507,0.16382817100418356,0.16410476530871282
2017,West,male,Never,0.024678865373872434,225,26507,0.024620914461186492,0.024736816286558376
2017,West,female,At least once per week,0.4878985194323315,5575,26507,0.4877157197605391,0.48808131910412383
2017,West,female,At least once per month,0.3366275227047494,3846,26507,0.3364547058165218,0.33680033959297695
2017,West,female,Seldom,0.1479271848457533,1579,26507,0.1477973488847379,0.1480570208067687
2017,West,female,Never,0.027546773017165776,256,26507,0.02748691775022918,0.02760662828410237
2017,East,male,At least once per week,0.3573422515051127,843,26507,0.35695307586910363,0.3577314271411217
2017,East,male,At least once per month,0.3615450614012401,984,26507,0.3611548859627176,0.3619352368397626
2017,East,male,Seldom,0.24937000814015384,664,26507,0.24901865110705718,0.2497213651732505
2017,East,male,Never,0.03174267895349339,84,26507,0.031600304926830525,0.03188505298015626
2017,East,female,At least once per week,0.3429803407808265,1021,26507,0.3425989150926449,0.3433617664690081
2017,East,female,At least once per month,0.38400325734762447,1187,26507,0.3836124679213141,0.38439404677393485
2017,East,female,Seldom,0.23836951559413933,708,26507,0.2380271550889287,0.23871187609934996
2017,East,female,Never,0.03464688627740974,93,26507,0.03449993906614026,0.034793833488679225
