year,pli0094_h,bula_h,sampreg,proportion,n,lower_confidence,upper_confidence
1996,At least once per week,Berlin,East,0.014256991409248767,16862,0.0124676330538256,0.016046349764671935
1996,At least once per week,Hamburg,West,0.011149698409797112,16862,0.009564811187098302,0.012734585632495923
1996,At least once per week,Bremen,West,0.0071284957046243835,16862,0.0058586615670536656,0.008398329842195101
1996,At least once per month,North Rhine-Westphalia,West,0.1893955924067205,16862,0.1834814613631527,0.1953097234502883
1996,At least once per month,Bavaria,West,0.1278638446432468,16862,0.12282341503784173,0.13290427424865187
1996,At least once per month,Baden-Wuerttemberg,West,0.11826314641064804,16862,0.11338903176536166,0.12313726105593442
1996,At least once per month,Saxony,East,0.10364390137464542,16862,0.09904330964999533,0.10824449309929551
1996,At least once per month,Lower Saxony,West,0.07658738817368536,16862,0.07257338178498993,0.0806013945623808
1996,At least once per month,Thuringa,East,0.06000436395374209,16862,0.05641963877865018,0.063589089128834
1996,At least once per month,Saxony-Anhalt,East,0.055858607898756275,16862,0.052392316241534606,0.059324899555977945
1996,At least once per month,Brandenburg,East,0.05520401483744272,16862,0.051756898979063166,0.05865113069582228
1996,At least once per month,Hesse,West,0.051931049530874976,16862,0.048581896125252676,0.055280202936497276
1996,At least once per month,"Rhineland-Palatinate, Saarland",West,0.04669430504036657,16862,0.043509743978167176,0.049878866102565964
1996,At least once per month,Mecklenburg-Western Pomerania,East,0.032075060004363956,16862,0.02941552256924872,0.03473459743947919
1996,At least once per month,Berlin,East,0.022692559458869735,16862,0.020444753218863895,0.024940365698875575
1996,At least once per month,Berlin,West,0.022256164084660704,16862,0.02002957933860671,0.024482748830714697
1996,At least once per month,Schleswig-Holstein,West,0.022037966397556185,16862,0.019822075953466564,0.024253856841645806
1996,At least once per month,Hamburg,West,0.008946105171285185,16862,0.007524866012430217,0.010367344330140152
1996,At least once per month,Bremen,West,0.006545930613135501,16862,0.005328732910072603,0.007763128316198398
1996,Seldom,North Rhine-Westphalia,West,0.15847216578626575,16862,0.1529601269588267,0.1639842046137048
1996,Seldom,Saxony,East,0.12271434376269809,16862,0.11776189823025869,0.12766678929513747
1996,Seldom,Bavaria,West,0.10321007720438846,16862,0.0986180131216052,0.10780214128717172
1996,Seldom,Baden-Wuerttemberg,West,0.09264526615197075,16862,0.08826902042011323,0.09702151188382827
1996,Seldom,Lower Saxony,West,0.07964242177976433,16862,0.07555591659729453,0.08372892696223412
1996,Seldom,Saxony-Anhalt,East,0.07639171068671272,16862,0.07238241065285825,0.08040101072056718
1996,Seldom,Brandenburg,East,0.07395367736692401,16862,0.07000367121739963,0.0779036835164484
1996,Seldom,Thuringa,East,0.07232832182039821,16862,0.06841853685664195,0.07623810678415446
1996,Seldom,Hesse,West,0.056074766355140186,16862,0.05260217193342276,0.059547360776857614
1996,Seldom,Mecklenburg-Western Pomerania,East,0.04469727752945957,16862,0.04157829765588751,0.04781625740303162
1996,Seldom,"Rhineland-Palatinate, Saarland",West,0.04022754977651361,16862,0.037261711545683654,0.04319338800734357
1996,Seldom,Schleswig-Holstein,West,0.028037383177570093,16862,0.025545687216661086,0.0305290791384791
1996,Seldom,Berlin,East,0.019910605444941082,16862,0.017802090872274308,0.022019120017607856
1996,Seldom,Berlin,West,0.015034538805363673,16862,0.013197759046116246,0.0168713185646111
1996,Seldom,Bremen,West,0.008533116619260463,16862,0.007144780969287173,0.009921452269233752
1996,Seldom,Hamburg,West,0.008126777732629013,16862,0.006771623260282544,0.009481932204975481
1996,Never,North Rhine-Westphalia,West,0.22140221402214022,16862,0.21513536703716102,0.22766906100711942
1996,Never,Hesse,West,0.12915129151291513,16862,0.12408929010447352,0.13421329292135675
1996,Never,Saxony,East,0.0959409594095941,16862,0.09149565041614438,0.10038626840304382
1996,Never,Bavaria,West,0.0959409594095941,16862,0.09149565041614438,0.10038626840304382
1996,Never,Lower Saxony,West,0.09225092250922509,16862,0.08788305158581847,0.09661879343263172
1996,Never,Baden-Wuerttemberg,West,0.08487084870848709,16862,0.08066433802336667,0.0890773593936075
1996,Never,"Rhineland-Palatinate, Saarland",West,0.05904059040590406,16862,0.055482947783507784,0.06259823302830034
1996,Never,Saxony-Anhalt,East,0.05904059040590406,16862,0.055482947783507784,0.06259823302830034
1996,Never,Thuringa,East,0.04428044280442804,16862,0.041175363168037674,0.04738552244081841
1996,Never,Schleswig-Holstein,West,0.02952029520295203,16862,0.026965505801959683,0.03207508460394437
1996,Never,Brandenburg,East,0.02952029520295203,16862,0.026965505801959683,0.03207508460394437
1996,Never,Mecklenburg-Western Pomerania,East,0.025830258302583026,16862,0.02343593263402563,0.028224583971140423
1996,Never,Berlin,East,0.014760147601476014,16862,0.01293995282234363,0.016580342380608397
1996,Never,Hamburg,West,0.01107011070110701,16862,0.00949082660331583,0.01264939479889819
1996,Never,Bremen,West,0.007380073800738007,16862,0.006088190228175163,0.008671957373300851
1997,At least once per week,North Rhine-Westphalia,West,0.2069461939895627,16487,0.2007622535073168,0.21313013447180862
1997,At least once per week,Baden-Wuerttemberg,West,0.17185531761741948,16487,0.16609667869149788,0.17761395654334108
1997,At least once per week,Bavaria,West,0.14990102573330935,16487,0.14445195681498332,0.15535009465163538
1997,At least once per week,Hesse,West,0.08097894547417671,16487,0.0768147218712947,0.08514316907705871
1997,At least once per week,Lower Saxony,West,0.07342091056325356,16487,0.06943950532909661,0.07740231579741051
1997,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06352348389418751,16487,0.0598004168905439,0.06724655089783112
1997,At least once per week,Saxony,East,0.05632535540759403,16487,0.05280611961600938,0.059844591199178676
1997,At least once per week,Saxony-Anhalt,East,0.03707036170595645,16487,0.03418635715560133,0.03995436625631157
1997,At least once per week,Thuringa,East,0.03473096994781357,16487,0.03193605951575835,0.037525880379868794
1997,At least once per week,Brandenburg,East,0.027532841461220082,16487,0.025035095639279633,0.03003058728316053
1997,At least once per week,Berlin,West,0.024473636854417852,16487,0.022115038379279348,0.026832235329556357
1997,At least once per week,Mecklenburg-Western Pomerania,East,0.021054525823285947,16487,0.01886304721197788,0.023246004434594014
1997,At least once per week,Schleswig-Holstein,West,0.017455461579989204,16487,0.015456395988190975,0.019454527171787434
1997,At least once per week,Berlin,East,0.016015835882670505,16487,0.01409957730504078,0.01793209446030023
1997,At least once per week,Hamburg,West,0.011517005578549577,16487,0.009888311032376241,0.013145700124722912
1997,At least once per week,Bremen,West,0.007198128486593486,16487,0.005907722577156541,0.008488534396030431
1997,At least once per month,North Rhine-Westphalia,West,0.19931506849315067,16487,0.19321708637247687,0.20541305061382448
1997,At least once per month,Bavaria,West,0.1091324200913242,16487,0.1043728390853655,0.11389200109728291
1997,At least once per month,Baden-Wuerttemberg,West,0.1050228310502283,16487,0.10034296857104788,0.10970269352940873
1997,At least once per month,Saxony,East,0.1004566210045662,16487,0.0958679640527043,0.10504527795642811
1997,At least once per month,Lower Saxony,West,0.09611872146118722,16487,0.09161942157435793,0.1006180213480165
1997,At least once per month,Brandenburg,East,0.06004566210045662,16487,0.05641923084110633,0.06367209335980692
1997,At least once per month,Thuringa,East,0.0589041095890411,16487,0.055310135112107604,0.06249808406597459
1997,At least once per month,Saxony-Anhalt,East,0.05730593607305936,16487,0.05375804364098742,0.0608538285051313
1997,At least once per month,Hesse,West,0.05684931506849315,16487,0.053314730208104545,0.06038389992888176
1997,At least once per month,"Rhineland-Palatinate, Saarland",West,0.047031963470319633,16487,0.04380033835693032,0.05026358858370895
1997,At least once per month,Mecklenburg-Western Pomerania,East,0.033789954337899546,16487,0.031031823721846777,0.036548084953952314
1997,At least once per month,Schleswig-Holstein,West,0.021461187214611873,16487,0.01924910557025305,0.023673268858970697
1997,At least once per month,Berlin,East,0.021232876712328767,16487,0.019032336253167536,0.023433417171489997
1997,At least once per month,Berlin,West,0.017351598173515982,16487,0.015358383528998537,0.019344812818033425
1997,At least once per month,Hamburg,West,0.008447488584474886,16487,0.007050454768439827,0.009844522400509946
1997,At least once per month,Bremen,West,0.007534246575342466,16487,0.006214280006291368,0.008854213144393564
1997,Seldom,North Rhine-Westphalia,West,0.16637706342311034,16487,0.16069224225303663,0.17206188459318406
1997,Seldom,Saxony,East,0.12163336229365769,16487,0.11664394848804872,0.12662277609926667
1997,Seldom,Bavaria,West,0.10947002606429192,16487,0.1047039920882741,0.11423606004030973
1997,Seldom,Baden-Wuerttemberg,West,0.09426585577758471,16487,0.08980556851972915,0.09872614303544028
1997,Seldom,Thuringa,East,0.07819287576020852,16487,0.07409471608722586,0.08229103543319118
1997,Seldom,Saxony-Anhalt,East,0.07515204170286707,16487,0.0711277373781292,0.07917634602760494
1997,Seldom,Lower Saxony,West,0.06950477845351868,16487,0.06562283095319159,0.07338672595384578
1997,Seldom,Brandenburg,East,0.06689834926151172,16487,0.06308455349763072,0.07071214502539273
1997,Seldom,"Rhineland-Palatinate, Saarland",West,0.04995655951346655,16487,0.04663108790167628,0.053282031125256826
1997,Seldom,Mecklenburg-Western Pomerania,East,0.044309296264118156,16487,0.0411681268546745,0.047450465673561815
1997,Seldom,Hesse,West,0.03996524761077324,16487,0.03697525590490223,0.04295523931664425
1997,Seldom,Schleswig-Holstein,West,0.028670721112076455,16487,0.02612337591971662,0.03121806630443629
1997,Seldom,Berlin,West,0.022589052997393572,16487,0.020320897296828136,0.02485720869795901
1997,Seldom,Berlin,East,0.01954821894005213,16487,0.017434963627061973,0.021661474253042285
1997,Seldom,Hamburg,West,0.007819287576020852,16487,0.006474776960786554,0.00916379819125515
1997,Seldom,Bremen,West,0.005647263249348393,16487,0.004503398950116514,0.0067911275485802725
1997,Never,North Rhine-Westphalia,West,0.17421602787456447,16487,0.1684262416207375,0.18000581412839145
1997,Never,Baden-Wuerttemberg,West,0.13240418118466898,16487,0.12723055760267565,0.13757780476666231
1997,Never,Hesse,West,0.11498257839721254,16487,0.11011315897212469,0.1198519978223004
1997,Never,Bavaria,West,0.10801393728222997,16487,0.10327583768875437,0.11275203687570556
1997,Never,Saxony,East,0.09059233449477352,16487,0.08621096093277475,0.0949737080567723
1997,Never,"Rhineland-Palatinate, Saarland",West,0.06620209059233449,16487,0.062406777984644224,0.06999740320002476
1997,Never,Lower Saxony,West,0.059233449477351915,16487,0.055630072508365505,0.06283682644633833
1997,Never,Thuringa,East,0.04529616724738676,16487,0.04212185011401479,0.04847048438075873
1997,Never,Saxony-Anhalt,East,0.04529616724738676,16487,0.04212185011401479,0.04847048438075873
1997,Never,Brandenburg,East,0.03484320557491289,16487,0.0320439455630502,0.03764246558677558
1997,Never,Mecklenburg-Western Pomerania,East,0.03484320557491289,16487,0.0320439455630502,0.03764246558677558
1997,Never,Bremen,West,0.024390243902439025,16487,0.02203556663347781,0.02674492117140024
1997,Never,Berlin,West,0.020905923344947737,16487,0.018722026399835886,0.023089820290059588
1997,Never,Berlin,East,0.020905923344947737,16487,0.018722026399835886,0.023089820290059588
1997,Never,Schleswig-Holstein,West,0.017421602787456445,16487,0.01542444254486947,0.019418763030043418
1997,Never,Hamburg,West,0.010452961672473868,16487,0.008900491899706223,0.012005431445241514
1999,At least once per week,North Rhine-Westphalia,West,0.2064279155188246,17396,0.20041328745227927,0.21244254358536996
1999,At least once per week,Baden-Wuerttemberg,West,0.15996326905417815,17396,0.1545158517581506,0.1654106863502057
1999,At least once per week,Bavaria,West,0.15243342516069788,17396,0.14709198476371355,0.15777486555768222
1999,At least once per week,Lower Saxony,West,0.08191000918273646,17396,0.07783486963187938,0.08598514873359353
1999,At least once per week,Hesse,West,0.08099173553719008,17396,0.07693747706421139,0.08504599401016877
1999,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06409550045913683,17396,0.060455839661929724,0.06773516125634393
1999,At least once per week,Saxony,East,0.05803489439853076,17396,0.054560385897410545,0.061509402899650976
1999,At least once per week,Saxony-Anhalt,East,0.03783287419651056,17396,0.034997624600861595,0.040668123792159526
1999,At least once per week,Thuringa,East,0.03360881542699724,17396,0.030930668159860505,0.036286962694133985
1999,At least once per week,Brandenburg,East,0.02699724517906336,17396,0.024588736963135672,0.02940575339499105
1999,At least once per week,Berlin,West,0.02295684113865932,17396,0.02073125549900612,0.025182426778312516
1999,At least once per week,Mecklenburg-Western Pomerania,East,0.022405876951331498,17396,0.020206540682296457,0.02460521322036654
1999,At least once per week,Schleswig-Holstein,West,0.019100091827364555,17396,0.017066042660692605,0.021134140994036505
1999,At least once per week,Berlin,East,0.013406795224977043,17396,0.011697713147835048,0.015115877302119038
1999,At least once per week,Hamburg,West,0.013223140495867768,17396,0.011525646853977127,0.01492063413775841
1999,At least once per week,Bremen,West,0.006611570247933884,17396,0.005407246559266582,0.007815893936601186
1999,At least once per month,North Rhine-Westphalia,West,0.19338944775200165,17396,0.18752023695104678,0.19925865855295652
1999,At least once per month,Bavaria,West,0.12091972900841716,17396,0.11607472410228466,0.12576473391454965
1999,At least once per month,Baden-Wuerttemberg,West,0.104290700061589,17396,0.0997487986299727,0.1088326014932053
1999,At least once per month,Saxony,East,0.099774173680969,17396,0.09532052274028738,0.10422782462165062
1999,At least once per month,Lower Saxony,West,0.09361527407103264,17396,0.08928653889221012,0.09794400924985515
1999,At least once per month,Thuringa,East,0.06179429275302813,17396,0.05821617531830975,0.0653724101877465
1999,At least once per month,Saxony-Anhalt,East,0.05686717306507904,17396,0.053425666342373536,0.06030867978778454
1999,At least once per month,Hesse,West,0.05686717306507904,17396,0.053425666342373536,0.06030867978778454
1999,At least once per month,Brandenburg,East,0.050913570108807225,17396,0.04764693196123309,0.05418020825638136
1999,At least once per month,"Rhineland-Palatinate, Saarland",West,0.04968179018681995,17396,0.04645281642757868,0.05291076394606122
1999,At least once per month,Mecklenburg-Western Pomerania,East,0.032847464586327244,17396,0.030198782796255454,0.03549614637639903
1999,At least once per month,Schleswig-Holstein,West,0.024840895093409976,17396,0.022528017055557164,0.027153773131262788
1999,At least once per month,Berlin,West,0.019503182098131802,17396,0.017448203969488204,0.0215581602267754
1999,At least once per month,Berlin,East,0.018066105522479982,17396,0.016086836767870982,0.02004537427708898
1999,At least once per month,Hamburg,West,0.009443646068569083,17396,0.00800636793963106,0.010880924197507105
1999,At least once per month,Bremen,West,0.007185382878259084,17396,0.005930247964045489,0.00844051779247268
1999,Seldom,North Rhine-Westphalia,West,0.17924865831842576,17396,0.17354878597235415,0.18494853066449737
1999,Seldom,Bavaria,West,0.11592128801431127,17396,0.11116401103840523,0.12067856499021731
1999,Seldom,Saxony,East,0.10840787119856887,17396,0.1037878401641168,0.11302790223302095
1999,Seldom,Baden-Wuerttemberg,West,0.09874776386404294,17396,0.09431455508677651,0.10318097264130936
1999,Seldom,Lower Saxony,West,0.07906976744186046,17396,0.07505971577951459,0.08307981910420634
1999,Seldom,Thuringa,East,0.0740608228980322,17396,0.07016932438924549,0.07795232140681892
1999,Seldom,Saxony-Anhalt,East,0.06404293381037567,17396,0.060404663646504424,0.0676812039742469
1999,Seldom,Brandenburg,East,0.06368515205724508,17396,0.060056365516161815,0.06731393859832835
1999,Seldom,"Rhineland-Palatinate, Saarland",West,0.05008944543828265,17396,0.04684794682471612,0.053330944051849176
1999,Seldom,Hesse,West,0.049016100178890874,17396,0.04580770886781465,0.0522244914899671
1999,Seldom,Mecklenburg-Western Pomerania,East,0.034704830053667264,17396,0.031984908369216275,0.03742475173811825
1999,Seldom,Schleswig-Holstein,West,0.03184257602862254,17396,0.029233369484562705,0.034451782572682374
1999,Seldom,Berlin,West,0.02075134168157424,17396,0.018632975887506228,0.022869707475642254
1999,Seldom,Berlin,East,0.01967799642218247,17396,0.017614013090020284,0.021741979754344654
1999,Seldom,Hamburg,West,0.006082289803220036,17396,0.0049268691108642765,0.007237710495575795
1999,Seldom,Bremen,West,0.004651162790697674,17396,0.003640049547593367,0.005662276033801981
1999,Never,North Rhine-Westphalia,West,0.25874125874125875,17396,0.2522332349926953,0.2652492824898222
1999,Never,Baden-Wuerttemberg,West,0.14335664335664336,17396,0.13814901108958014,0.14856427562370658
1999,Never,Bavaria,West,0.0979020979020979,17396,0.09348584223868141,0.1023183535655144
1999,Never,"Rhineland-Palatinate, Saarland",West,0.0944055944055944,17396,0.090060521149665,0.09875066766152381
1999,Never,Saxony,East,0.06293706293706294,17396,0.05932821163169717,0.06654591424242871
1999,Never,Lower Saxony,West,0.05944055944055944,17396,0.05592684924010112,0.06295426964101776
1999,Never,Hesse,West,0.05244755244755245,17396,0.04913474942532444,0.055760355469780455
1999,Never,Saxony-Anhalt,East,0.04895104895104895,17396,0.04574467768015773,0.05215742022194017
1999,Never,Brandenburg,East,0.04195804195804196,17396,0.03897862528923367,0.04493745862685025
1999,Never,Thuringa,East,0.04195804195804196,17396,0.03897862528923367,0.04493745862685025
1999,Never,Mecklenburg-Western Pomerania,East,0.038461538461538464,17396,0.0356037634908252,0.04131931343225173
1999,Never,Berlin,West,0.017482517482517484,17396,0.015534900732883961,0.019430134232151005
1999,Never,Schleswig-Holstein,West,0.017482517482517484,17396,0.015534900732883961,0.019430134232151005
1999,Never,Berlin,East,0.01048951048951049,17396,0.008975533816003637,0.012003487163017343
1999,Never,Hamburg,West,0.006993006993006993,17396,0.0057546681188565185,0.008231345867157468
1999,Never,Bremen,West,0.006993006993006993,17396,0.0057546681188565185,0.008231345867157468
2001,At least once per week,North Rhine-Westphalia,West,0.2186526270549049,27798,0.21379360663656782,0.22351164747324198
2001,At least once per week,Bavaria,West,0.1562264961856667,27798,0.15195834706763012,0.16049464530370328
2001,At least once per week,Baden-Wuerttemberg,West,0.14741592349844204,27798,0.14324828440290419,0.1515835625939799
2001,At least once per week,Lower Saxony,West,0.083378102503492,27798,0.08012819939130514,0.08662800561567885
2001,At least once per week,Hesse,West,0.08208875040292253,27798,0.0788618061365851,0.08531569466925996
2001,At least once per week,"Rhineland-Palatinate, Saarland",West,0.0596325346513377,27798,0.056848723769137584,0.062416345533537816
2001,At least once per week,Saxony,East,0.05576447834962931,27798,0.053066935915188636,0.058462020784069986
2001,At least once per week,Saxony-Anhalt,East,0.03491995272375631,27798,0.03276187149107356,0.037078033956439056
2001,At least once per week,Brandenburg,East,0.031589126463951865,27798,0.029533008947711277,0.03364524398019245
2001,At least once per week,Schleswig-Holstein,West,0.029225314279574515,27798,0.02724520977108751,0.03120541878806152
2001,At least once per week,Thuringa,East,0.02868808423767057,27798,0.026725720870141016,0.030650447605200123
2001,At least once per week,Mecklenburg-Western Pomerania,East,0.018803051466638014,27798,0.01720628443234863,0.020399818500927397
2001,At least once per week,Berlin,West,0.016331793273879874,27798,0.01484177858279995,0.017821807964959798
2001,At least once per week,Hamburg,West,0.015364779198452777,27798,0.01391883963435533,0.016810718762550227
2001,At least once per week,Berlin,East,0.013967981089502524,27798,0.012588354283237124,0.015347607895767924
2001,At least once per week,Bremen,West,0.007951004620178361,27798,0.00690694124876589,0.008995067991590833
2001,At least once per month,North Rhine-Westphalia,West,0.21246384433342097,27798,0.20765515118970157,0.21727253747714037
2001,At least once per month,Bavaria,West,0.13239547725479883,27798,0.128411225482973,0.13637972902662465
2001,At least once per month,Baden-Wuerttemberg,West,0.100184065211675,27798,0.09665446545279494,0.10371366497055506
2001,At least once per month,Saxony,East,0.08861425190638969,27798,0.08527343864999623,0.09195506516278315
2001,At least once per month,Lower Saxony,West,0.08611622403365764,27798,0.08281832565453853,0.08941412241277674
2001,At least once per month,Hesse,West,0.05679726531685511,27798,0.054076346810180455,0.05951818382352977
2001,At least once per month,"Rhineland-Palatinate, Saarland",West,0.055088088351301606,27798,0.052405995498184324,0.05777018120441889
2001,At least once per month,Saxony-Anhalt,East,0.052458585327373124,27798,0.04983764771172539,0.055079522943020855
2001,At least once per month,Thuringa,East,0.05166973442019458,27798,0.049067495211216255,0.05427197362917291
2001,At least once per month,Brandenburg,East,0.049697607152248226,27798,0.047142859863935904,0.05225235444056055
2001,At least once per month,Schleswig-Holstein,West,0.03023928477517749,27798,0.028226175512941112,0.03225239403741387
2001,At least once per month,Mecklenburg-Western Pomerania,East,0.028398632658427556,27798,0.026445903236947458,0.030351362079907653
2001,At least once per month,Berlin,West,0.01998422298185643,27798,0.01833905797573946,0.021629387987973397
2001,At least once per month,Berlin,East,0.018012095713910072,27798,0.016448643944653864,0.01957554748316628
2001,At least once per month,Hamburg,West,0.011306863002892454,27798,0.01006392026598163,0.012549805739803278
2001,At least once per month,Bremen,West,0.006573757559821194,27798,0.005623756801885879,0.00752375831775651
2001,Seldom,North Rhine-Westphalia,West,0.19994879672299026,27798,0.1952469595534739,0.20465063389250662
2001,Seldom,Bavaria,West,0.11136712749615975,27798,0.10766893943337508,0.11506531555894442
2001,Seldom,Saxony,East,0.09575012800819252,27798,0.09229102730458379,0.09920922871180125
2001,Seldom,Lower Saxony,West,0.0873015873015873,27798,0.08398322337412988,0.09061995122904472
2001,Seldom,Baden-Wuerttemberg,West,0.08704557091653865,27798,0.08373161150457846,0.09035953032849885
2001,Seldom,"Rhineland-Palatinate, Saarland",West,0.06758832565284179,27798,0.06463719123402718,0.07053946007165639
2001,Seldom,Thuringa,East,0.06272401433691756,27798,0.05987365270307591,0.06557437597075921
2001,Seldom,Brandenburg,East,0.06169994879672299,27798,0.05887140721302596,0.06452849038042002
2001,Seldom,Saxony-Anhalt,East,0.06016385048643113,27798,0.057368455509152656,0.0629592454637096
2001,Seldom,Hesse,West,0.055299539170506916,27798,0.05261260444717717,0.05798647389383666
2001,Seldom,Schleswig-Holstein,West,0.02816180235535074,27798,0.02621699538866223,0.030106609322039252
2001,Seldom,Mecklenburg-Western Pomerania,East,0.02636968766001024,27798,0.02448604363570033,0.02825333168432015
2001,Seldom,Berlin,West,0.025601638504864313,27798,0.02374489698495565,0.027458380024772976
2001,Seldom,Berlin,East,0.017409114183307733,27798,0.015871582766266903,0.018946645600348564
2001,Seldom,Hamburg,West,0.007680491551459293,27798,0.006654202800535998,0.008706780302382588
2001,Seldom,Bremen,West,0.005888376856118792,27798,0.004988952445224718,0.006787801267012866
2001,Never,North Rhine-Westphalia,West,0.20176730486008837,27798,0.19704950570111157,0.20648510401906517
2001,Never,"Rhineland-Palatinate, Saarland",West,0.12960235640648013,27798,0.12565401590950925,0.133550696903451
2001,Never,Bavaria,West,0.11782032400589101,27798,0.11403033520667429,0.12161031280510774
2001,Never,Baden-Wuerttemberg,West,0.10456553755522828,27798,0.10096837150620055,0.108162703604256
2001,Never,Hesse,West,0.07216494845360824,27798,0.06912302811568691,0.07520686879152957
2001,Never,Saxony,East,0.0662739322533137,27798,0.06334957513052215,0.06919828937610524
2001,Never,Thuringa,East,0.054491899852724596,27798,0.05182351849501611,0.05716028121043308
2001,Never,Lower Saxony,West,0.05154639175257732,27798,0.04894709132855009,0.054145692176604546
2001,Never,Schleswig-Holstein,West,0.042709867452135494,27798,0.04033283451761313,0.04508690038665786
2001,Never,Brandenburg,East,0.03829160530191458,27798,0.036035690019087276,0.04054752058474189
2001,Never,Berlin,West,0.030927835051546393,27798,0.02889265837947707,0.032963011723615716
2001,Never,Saxony-Anhalt,East,0.030927835051546393,27798,0.02889265837947707,0.032963011723615716
2001,Never,Berlin,East,0.01914580265095729,27798,0.017534829462366112,0.02075677583954847
2001,Never,Mecklenburg-Western Pomerania,East,0.016200294550810016,27798,0.014716191370986731,0.0176843977306333
2001,Never,Hamburg,West,0.013254786450662739,27798,0.011910356503368398,0.01459921639795708
2001,Never,Bremen,West,0.010309278350515464,27798,0.009121834238643043,0.011496722462387884
2005,At least once per week,North Rhine-Westphalia,West,0.20603130755064455,25520,0.20106899591625493,0.21099361918503418
2005,At least once per week,Bavaria,West,0.1574585635359116,25520,0.1529897265444548,0.16192740052736837
2005,At least once per week,Baden-Wuerttemberg,West,0.1535451197053407,25520,0.14912192912918698,0.15796831028149444
2005,At least once per week,Lower Saxony,West,0.0841390423572744,25520,0.08073316275505074,0.08754492195949806
2005,At least once per week,Hesse,West,0.08011049723756906,25520,0.07677985272809629,0.08344114174704184
2005,At least once per week,"Rhineland-Palatinate, Saarland",West,0.06503222836095764,25520,0.062006859206949164,0.06805759751496611
2005,At least once per week,Saxony,East,0.05225598526703499,25520,0.04952556636469235,0.054986404169377626
2005,At least once per week,Schleswig-Holstein,West,0.0339548802946593,25520,0.03173277034667844,0.03617699024264015
2005,At least once per week,Saxony-Anhalt,East,0.0315377532228361,25520,0.029393517834344036,0.033681988611328165
2005,At least once per week,Thuringa,East,0.028890423572744014,25520,0.026835352673975826,0.0309454944715122
2005,At least once per week,Brandenburg,East,0.025437384898710867,25520,0.02350560856671204,0.027369161230709694
2005,At least once per week,Berlin,West,0.024286372007366483,25520,0.022397692607977304,0.02617505140675566
2005,At least once per week,Mecklenburg-Western Pomerania,East,0.017955801104972375,25520,0.01632656642227548,0.01958503578766927
2005,At least once per week,Hamburg,West,0.01761049723756906,25520,0.015996720680749105,0.019224273794389016
2005,At least once per week,Berlin,East,0.015308471454880295,25520,0.01380210113031444,0.01681484177944615
2005,At least once per week,Bremen,West,0.006445672191528545,25520,0.005463821040854713,0.007427523342202378
2005,At least once per month,North Rhine-Westphalia,West,0.22155937846836848,25520,0.21646403398624287,0.2266547229504941
2005,At least once per month,Bavaria,West,0.13540510543840178,25520,0.13120713293609154,0.13960307794071203
2005,At least once per month,Baden-Wuerttemberg,West,0.1004439511653718,25520,0.09675594409866535,0.10413195823207826
2005,At least once per month,Lower Saxony,West,0.09114872364039955,25520,0.0876174006419888,0.09468004663881031
2005,At least once per month,Saxony,East,0.08559933407325195,25520,0.0821667657039465,0.08903190244255739
2005,At least once per month,Hesse,West,0.05618756936736959,25520,0.053362177404385334,0.05901296133035385
2005,At least once per month,"Rhineland-Palatinate, Saarland",West,0.05188679245283019,25520,0.04916550608121603,0.05460807882444435
2005,At least once per month,Brandenburg,East,0.05119311875693674,25520,0.048489095371033054,0.05389714214284042
2005,At least once per month,Saxony-Anhalt,East,0.04980577136514983,25520,0.04713669029136809,0.052474852438931574
2005,At least once per month,Thuringa,East,0.04661487236403995,25520,0.044028374211940315,0.04920137051613959
2005,At least once per month,Schleswig-Holstein,West,0.029689234184239733,25520,0.02760680299833492,0.031771665370144545
2005,At least once per month,Mecklenburg-Western Pomerania,East,0.02788568257491676,25520,0.02586561896207754,0.029905746187755978
2005,At least once per month,Berlin,West,0.01706437291897891,25520,0.015475374586790774,0.018653371251167047
2005,At least once per month,Berlin,East,0.01706437291897891,25520,0.015475374586790774,0.018653371251167047
2005,At least once per month,Hamburg,West,0.01193118756936737,25520,0.010599043582862526,0.013263331555872214
2005,At least once per month,Bremen,West,0.006520532741398446,25520,0.0055330336056853375,0.0075080318771115545
2005,Seldom,North Rhine-Westphalia,West,0.20108415074858027,25520,0.19616652838125698,0.20600177311590356
2005,Seldom,Bavaria,West,0.11254517294785751,25520,0.10866766853485048,0.11642267736086455
2005,Seldom,Saxony,East,0.09757356737222508,25520,0.09393284358063317,0.101214291163817
2005,Seldom,Baden-Wuerttemberg,West,0.08828084667010841,25520,0.08480004306226725,0.09176165027794957
2005,Seldom,Lower Saxony,West,0.08389261744966443,25520,0.08049127154700395,0.08729396335232492
2005,Seldom,Thuringa,East,0.06917914300464637,25520,0.06606573255902953,0.0722925534502632
2005,Seldom,"Rhineland-Palatinate, Saarland",West,0.06220960247805885,25520,0.05924615427917587,0.06517305067694183
2005,Seldom,Brandenburg,East,0.061435209086215796,25520,0.05848904768232028,0.06438137049011132
2005,Seldom,Saxony-Anhalt,East,0.057563242127000515,25520,0.05470555638518051,0.06042092786882052
2005,Seldom,Hesse,West,0.05420753742901394,25520,0.051429465412731246,0.05698560944529664
2005,Seldom,Mecklenburg-Western Pomerania,East,0.030201342281879196,25520,0.028101582329690438,0.03230110223406796
2005,Seldom,Schleswig-Holstein,West,0.027878162106350027,25520,0.025858363093853035,0.02989796111884702
