year,bula_h,sex,pli0094_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,male,At least once per week,0.3592814371257485,14443,0.3514565441070634,0.3671063301444336
1985,Schleswig-Holstein,male,At least once per month,0.3532934131736527,14443,0.34549782697336123,0.3610889993739442
1985,Schleswig-Holstein,male,Seldom,0.2634730538922156,14443,0.2562886657309088,0.2706574420535224
1985,Schleswig-Holstein,male,Never,0.023952095808383235,14443,0.02145845043006204,0.02644574118670443
1985,Schleswig-Holstein,female,At least once per week,0.38202247191011235,14443,0.37409822202259574,0.38994672179762896
1985,Schleswig-Holstein,female,At least once per month,0.3539325842696629,14443,0.3461338062618336,0.3617313622774922
1985,Schleswig-Holstein,female,Seldom,0.21910112359550563,14443,0.2123551122529565,0.22584713493805475
1985,Schleswig-Holstein,female,Never,0.0449438202247191,14443,0.04156490871952028,0.04832273172991792
1985,Hamburg,male,At least once per week,0.5522388059701493,14443,0.5441289329854696,0.560348678954829
1985,Hamburg,male,At least once per month,0.27611940298507465,14443,0.26882803030722174,0.28341077566292755
1985,Hamburg,male,Seldom,0.1044776119402985,14443,0.09948902887334826,0.10946619500724875
1985,Hamburg,male,Never,0.06716417910447761,14443,0.06308193633396432,0.0712464218749909
1985,Hamburg,female,At least once per week,0.5037037037037037,14443,0.4955494268044752,0.5118579806029321
1985,Hamburg,female,At least once per month,0.3037037037037037,14443,0.2962039076695769,0.3112034997378305
1985,Hamburg,female,Seldom,0.14074074074074075,14443,0.13506922172782754,0.14641225975365396
1985,Hamburg,female,Never,0.05185185185185185,14443,0.048235692150603145,0.055468011553100556
1985,Lower Saxony,male,At least once per week,0.42248062015503873,14443,0.4144247205932097,0.4305365197168678
1985,Lower Saxony,male,At least once per month,0.34689922480620156,14443,0.3391364117069843,0.35466203790541884
1985,Lower Saxony,male,Seldom,0.19186046511627908,14443,0.18543856880831766,0.1982823614242405
1985,Lower Saxony,male,Never,0.03875968992248062,14443,0.03561169879108701,0.04190768105387423
1985,Lower Saxony,female,At least once per week,0.40217391304347827,14443,0.39417701157220064,0.4101708145147559
1985,Lower Saxony,female,At least once per month,0.35144927536231885,14443,0.34366298372490334,0.35923556699973436
1985,Lower Saxony,female,Seldom,0.19927536231884058,14443,0.19276064215973565,0.2057900824779455
1985,Lower Saxony,female,Never,0.04710144927536232,14443,0.04364629189460405,0.05055660665612059
1985,Bremen,male,At least once per month,0.4230769230769231,14443,0.4150195033058945,0.43113434284795166
1985,Bremen,male,At least once per week,0.34615384615384615,14443,0.33839495368169215,0.35391273862600015
1985,Bremen,male,Seldom,0.23076923076923078,14443,0.2238978401005862,0.23764062143787537
1985,Bremen,female,At least once per week,0.36065573770491804,14443,0.352824305825295,0.3684871695845411
1985,Bremen,female,At least once per month,0.3114754098360656,14443,0.30392276649620903,0.31902805317592214
1985,Bremen,female,Seldom,0.2786885245901639,14443,0.2713763200755186,0.2860007291048092
1985,Bremen,female,Never,0.04918032786885246,14443,0.0456535983340456,0.052707057403659316
1985,North Rhine-Westphalia,male,At least once per week,0.4957627118644068,14443,0.48760850407169787,0.5039169196571157
1985,North Rhine-Westphalia,male,At least once per month,0.3135593220338983,14443,0.3059929319083528,0.3211257121594438
1985,North Rhine-Westphalia,male,Seldom,0.1716101694915254,14443,0.1654610029531608,0.17775933602989002
1985,North Rhine-Westphalia,male,Never,0.019067796610169493,14443,0.016837322855832438,0.021298270364506548
1985,North Rhine-Westphalia,female,At least once per week,0.49383561643835616,14443,0.48568173557809846,0.5019894972986139
1985,North Rhine-Westphalia,female,At least once per month,0.3273972602739726,14443,0.31974404019680275,0.33505048035114243
1985,North Rhine-Westphalia,female,Seldom,0.15273972602739727,14443,0.14687278407547694,0.1586066679793176
1985,North Rhine-Westphalia,female,Never,0.026027397260273973,14443,0.02343073117058181,0.028624063349966138
1985,Hesse,male,At least once per week,0.5091240875912408,14443,0.5009709447921782,0.5172772303903035
1985,Hesse,male,At least once per month,0.26094890510948904,14443,0.253786772834486,0.2681110373844921
1985,Hesse,male,Seldom,0.1843065693430657,14443,0.17798301499161934,0.19063012369451204
1985,Hesse,male,Never,0.04562043795620438,14443,0.04221739323819777,0.049023482674210986
1985,Hesse,female,At least once per week,0.45955882352941174,14443,0.4514310398647752,0.4676866071940483
1985,Hesse,female,At least once per month,0.30330882352941174,14443,0.29581177981586204,0.31080586724296144
1985,Hesse,female,Seldom,0.1801470588235294,14443,0.17387934825635382,0.186414769390705
1985,Hesse,female,Never,0.05698529411764706,14443,0.053204630869751524,0.06076595736554259
1985,"Rhineland-Palatinate, Saarland",male,At least once per week,0.4344262295081967,14443,0.42634216044245754,0.44251029857393587
1985,"Rhineland-Palatinate, Saarland",male,At least once per month,0.319672131147541,14443,0.3120664365116795,0.32727782578340253
1985,"Rhineland-Palatinate, Saarland",male,Seldom,0.1912568306010929,14443,0.18484265041526585,0.19767101078691993
1985,"Rhineland-Palatinate, Saarland",male,Never,0.0546448087431694,14443,0.050938007264719073,0.05835161022161972
1985,"Rhineland-Palatinate, Saarland",female,At least once per week,0.40860215053763443,14443,0.4005850457472289,0.41661925532803995
1985,"Rhineland-Palatinate, Saarland",female,At least once per month,0.3521505376344086,14443,0.3443606966043754,0.35994037866444184
1985,"Rhineland-Palatinate, Saarland",female,Seldom,0.1774193548387097,14443,0.17118893795309104,0.18364977172432834
1985,"Rhineland-Palatinate, Saarland",female,Never,0.06182795698924731,14443,0.057900051248432886,0.06575586273006173
1985,Baden-Wuerttemberg,male,At least once per week,0.5203252032520326,14443,0.5121774428928426,0.5284729636112225
1985,Baden-Wuerttemberg,male,At least once per month,0.2693089430894309,14443,0.2620742577081995,0.2765436284706623
1985,Baden-Wuerttemberg,male,Seldom,0.18089430894308944,14443,0.17461647549872295,0.18717214238745594
1985,Baden-Wuerttemberg,male,Never,0.029471544715447155,14443,0.02671329900122081,0.0322297904296735
1985,Baden-Wuerttemberg,female,At least once per week,0.473313192346425,14443,0.4651703150480654,0.4814560696447846
1985,Baden-Wuerttemberg,female,At least once per month,0.283987915407855,14443,0.27663368094300395,0.29134214987270607
1985,Baden-Wuerttemberg,female,Seldom,0.19436052366565962,14443,0.18790692780709742,0.20081411952422182
1985,Baden-Wuerttemberg,female,Never,0.04833836858006042,14443,0.04484041018071127,0.051836326979409576
1985,Bavaria,male,At least once per week,0.4856486796785304,14443,0.47749753875923956,0.4937998205978213
1985,Bavaria,male,At least once per month,0.2755453501722158,14443,0.26825867329923336,0.2828320270451983
1985,Bavaria,male,Seldom,0.20780711825487944,14443,0.20118993680617814,0.21442429970358073
1985,Bavaria,male,Never,0.030998851894374284,14443,0.028172265161923855,0.033825438626824716
