year,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,At least once per week,0.45787,4200,8613,0.44735,0.46840
1985,Urban regions,At least once per month,0.31379,2602,8613,0.30399,0.32359
1985,Urban regions,Seldom,0.18811,1492,8613,0.17985,0.19636
1985,Urban regions,Never,0.04023,319,8613,0.03608,0.04438
1985,Rural regions,At least once per week,0.41851,1021,2323,0.39845,0.43858
1985,Rural regions,At least once per month,0.30111,705,2323,0.28246,0.31977
1985,Rural regions,Seldom,0.23626,508,2323,0.21898,0.25354
1985,Rural regions,Never,0.04411,89,2323,0.03576,0.05247
1986,Urban regions,At least once per week,0.42012,3852,8321,0.40951,0.43072
1986,Urban regions,At least once per month,0.34387,2730,8321,0.33366,0.35407
1986,Urban regions,Seldom,0.19383,1429,8321,0.18533,0.20232
1986,Urban regions,Never,0.04219,310,8321,0.03787,0.04651
1986,Rural regions,At least once per week,0.37533,882,2226,0.35521,0.39544
1986,Rural regions,At least once per month,0.31966,723,2226,0.30028,0.33904
1986,Rural regions,Seldom,0.25626,531,2226,0.23812,0.27440
1986,Rural regions,Never,0.04875,90,2226,0.03980,0.05770
1988,Urban regions,At least once per week,0.44342,3886,7867,0.43245,0.45440
1988,Urban regions,At least once per month,0.33109,2461,7867,0.32069,0.34149
1988,Urban regions,Seldom,0.18511,1259,7867,0.17653,0.19369
1988,Urban regions,Never,0.04037,261,7867,0.03602,0.04472
1988,Rural regions,At least once per week,0.38849,878,2049,0.36738,0.40960
1988,Rural regions,At least once per month,0.33598,665,2049,0.31552,0.35644
1988,Rural regions,Seldom,0.22658,421,2049,0.20845,0.24471
1988,Rural regions,Never,0.04895,85,2049,0.03961,0.05830
1990,No answer / don't know,At least once per month,0.35937,32,32,0.19046,0.52828
1990,Urban regions,At least once per week,0.32372,456,1450,0.29963,0.34781
1990,Urban regions,At least once per month,0.35627,544,1450,0.33161,0.38092
1990,Urban regions,Seldom,0.27736,397,1450,0.25431,0.30041
1990,Urban regions,Never,0.04265,53,1450,0.03225,0.05306
1990,Rural regions,At least once per week,0.26989,767,2852,0.25359,0.28618
1990,Rural regions,At least once per month,0.35335,1046,2852,0.33580,0.37090
1990,Rural regions,Seldom,0.32237,905,2852,0.30521,0.33953
1990,Rural regions,Never,0.05439,134,2852,0.04607,0.06272
1992,No answer / don't know,At least once per week,0.32508,37,86,0.22550,0.42466
1992,No answer / don't know,At least once per month,0.40433,49,86,0.30000,0.50866
1992,Urban regions,At least once per week,0.42385,3925,8603,0.41341,0.43429
1992,Urban regions,At least once per month,0.35759,2951,8603,0.34746,0.36772
1992,Urban regions,Seldom,0.18000,1448,8603,0.17189,0.18812
1992,Urban regions,Never,0.03856,279,8603,0.03449,0.04263
1992,Rural regions,At least once per week,0.31389,1342,4497,0.30033,0.32746
1992,Rural regions,At least once per month,0.36838,1689,4497,0.35428,0.38248
1992,Rural regions,Seldom,0.27161,1297,4497,0.25861,0.28461
1992,Rural regions,Never,0.04612,169,4497,0.03999,0.05225
1994,Urban regions,At least once per week,0.40258,3639,8437,0.39212,0.41305
1994,Urban regions,At least once per month,0.34734,2864,8437,0.33718,0.35750
1994,Urban regions,Seldom,0.21880,1702,8437,0.20998,0.22763
1994,Urban regions,Never,0.03128,232,8437,0.02756,0.03499
1994,Rural regions,At least once per week,0.30686,1280,4366,0.29318,0.32054
1994,Rural regions,At least once per month,0.36693,1648,4366,0.35263,0.38122
1994,Rural regions,Seldom,0.27949,1268,4366,0.26617,0.29280
1994,Rural regions,Never,0.04673,170,4366,0.04047,0.05299
1996,Urban regions,At least once per week,0.44228,4028,8510,0.43173,0.45284
1996,Urban regions,At least once per month,0.35843,2937,8510,0.34824,0.36862
1996,Urban regions,Seldom,0.17535,1365,8510,0.16727,0.18342
1996,Urban regions,Never,0.02394,180,8510,0.02070,0.02719
1996,Rural regions,At least once per week,0.36509,1613,4496,0.35101,0.37916
1996,Rural regions,At least once per month,0.35443,1673,4496,0.34045,0.36842
1996,Rural regions,Seldom,0.25443,1118,4496,0.24170,0.26717
1996,Rural regions,Never,0.02604,92,4496,0.02139,0.03070
1997,Urban regions,At least once per week,0.46448,4097,8342,0.45378,0.47518
1997,Urban regions,At least once per month,0.33050,2743,8342,0.32040,0.34059
1997,Urban regions,Seldom,0.17935,1310,8342,0.17112,0.18758
1997,Urban regions,Never,0.02567,192,8342,0.02228,0.02907
1997,Rural regions,At least once per week,0.37533,1652,4421,0.36105,0.38960
1997,Rural regions,At least once per month,0.35685,1672,4421,0.34272,0.37097
1997,Rural regions,Seldom,0.24102,1002,4421,0.22841,0.25362
1997,Rural regions,Never,0.02681,95,4421,0.02205,0.03157
1999,Urban regions,At least once per week,0.42483,3955,8856,0.41453,0.43512
1999,Urban regions,At least once per month,0.34871,3072,8856,0.33879,0.35864
1999,Urban regions,Seldom,0.19765,1628,8856,0.18935,0.20594
1999,Urban regions,Never,0.02881,201,8856,0.02533,0.03230
1999,Rural regions,At least once per week,0.35456,1665,4761,0.34097,0.36815
1999,Rural regions,At least once per month,0.36871,1826,4761,0.35501,0.38242
1999,Rural regions,Seldom,0.25546,1182,4761,0.24307,0.26785
1999,Rural regions,Never,0.02127,88,4761,0.01717,0.02536
2001,Urban regions,At least once per week,0.45221,6605,14261,0.44404,0.46038
2001,Urban regions,At least once per month,0.33821,4874,14261,0.33044,0.34597
2001,Urban regions,Seldom,0.17416,2327,14261,0.16794,0.18039
2001,Urban regions,Never,0.03542,455,14261,0.03239,0.03845
2001,Rural regions,At least once per week,0.39780,2956,7548,0.38676,0.40884
2001,Rural regions,At least once per month,0.35364,2764,7548,0.34285,0.36442
2001,Rural regions,Seldom,0.21613,1602,7548,0.20685,0.22542
2001,Rural regions,Never,0.03243,226,7548,0.02843,0.03643
2005,Urban regions,At least once per week,0.46054,6455,13731,0.45220,0.46888
2005,Urban regions,At least once per month,0.33169,4676,13731,0.32381,0.33956
2005,Urban regions,Seldom,0.18151,2298,13731,0.17506,0.18796
2005,Urban regions,Never,0.02626,302,13731,0.02359,0.02894
2005,Rural regions,At least once per week,0.37377,2515,6876,0.36233,0.38521
2005,Rural regions,At least once per month,0.36200,2578,6876,0.35064,0.37336
2005,Rural regions,Seldom,0.23038,1592,6876,0.22042,0.24033
2005,Rural regions,Never,0.03385,191,6876,0.02958,0.03813
2007,Urban regions,At least once per week,0.44911,6142,13421,0.44070,0.45753
2007,Urban regions,At least once per month,0.35136,4823,13421,0.34328,0.35943
2007,Urban regions,Seldom,0.16838,2103,13421,0.16204,0.17471
2007,Urban regions,Never,0.03115,353,13421,0.02822,0.03409
2007,Rural regions,At least once per week,0.38642,2627,6986,0.37500,0.39784
2007,Rural regions,At least once per month,0.37323,2683,6986,0.36189,0.38457
2007,Rural regions,Seldom,0.21067,1478,6986,0.20111,0.22023
2007,Rural regions,Never,0.02968,198,6986,0.02570,0.03366
2009,Urban regions,At least once per week,0.42842,4997,11668,0.41944,0.43740
2009,Urban regions,At least once per month,0.36894,4445,11668,0.36018,0.37769
2009,Urban regions,Seldom,0.17701,1980,11668,0.17009,0.18394
2009,Urban regions,Never,0.02563,246,11668,0.02276,0.02850
2009,Rural regions,At least once per week,0.39147,2264,6255,0.37937,0.40357
2009,Rural regions,At least once per month,0.36118,2418,6255,0.34928,0.37309
2009,Rural regions,Seldom,0.22233,1428,6255,0.21202,0.23263
2009,Rural regions,Never,0.02502,145,6255,0.02115,0.02889
2011,Urban regions,At least once per week,0.44788,8494,18153,0.44064,0.45511
2011,Urban regions,At least once per month,0.34416,6261,18153,0.33725,0.35108
2011,Urban regions,Seldom,0.17677,2904,18153,0.17122,0.18232
2011,Urban regions,Never,0.03119,494,18153,0.02866,0.03372
2011,Rural regions,At least once per week,0.38020,3862,10123,0.37074,0.38966
2011,Rural regions,At least once per month,0.35107,3796,10123,0.34177,0.36037
2011,Rural regions,Seldom,0.23341,2113,10123,0.22517,0.24165
2011,Rural regions,Never,0.03532,352,10123,0.03172,0.03891
2015,Urban regions,At least once per week,0.45138,8042,17469,0.44400,0.45876
2015,Urban regions,At least once per month,0.35036,6164,17469,0.34328,0.35743
2015,Urban regions,Seldom,0.16928,2750,17469,0.16372,0.17484
2015,Urban regions,Never,0.02898,513,17469,0.02649,0.03147
2015,Rural regions,At least once per week,0.38302,3610,9253,0.37311,0.39292
2015,Rural regions,At least once per month,0.36916,3455,9253,0.35932,0.37899
2015,Rural regions,Seldom,0.21156,1873,9253,0.20324,0.21988
2015,Rural regions,Never,0.03627,315,9253,0.03246,0.04008
2017,Urban regions,At least once per week,0.47589,8143,17154,0.46841,0.48336
2017,Urban regions,At least once per month,0.33629,5880,17154,0.32922,0.34336
2017,Urban regions,Seldom,0.16156,2723,17154,0.15606,0.16707
2017,Urban regions,Never,0.02625,408,17154,0.02386,0.02865
2017,Rural regions,At least once per week,0.41174,3753,9353,0.40177,0.42172
2017,Rural regions,At least once per month,0.36684,3552,9353,0.35707,0.37661
2017,Rural regions,Seldom,0.19216,1798,9353,0.18417,0.20014
2017,Rural regions,Never,0.02926,250,9353,0.02585,0.03268
