year,age_gr,bula_h,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Bavaria,Never,0.33455,169,472,0.29194,0.37716
1990,17-29 y.,Berlin,Never,0.18936,36,36,0.05956,0.31916
1990,30-45 y.,Lower Saxony,At least once per week,0.12497,31,244,0.08340,0.16655
1990,30-45 y.,Lower Saxony,At least once per month,0.17238,41,244,0.12489,0.21987
1990,30-45 y.,Lower Saxony,Seldom,0.36676,78,244,0.30616,0.42735
1990,30-45 y.,Lower Saxony,Never,0.33248,94,244,0.27325,0.39171
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.12343,85,818,0.10087,0.14598
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.14748,103,818,0.12317,0.17180
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.36307,282,818,0.33010,0.39605
1990,30-45 y.,North Rhine-Westphalia,Never,0.36194,348,818,0.32898,0.39489
1990,30-45 y.,Hesse,At least once per month,0.14970,32,272,0.10723,0.19218
1990,30-45 y.,Hesse,Seldom,0.34921,78,272,0.29245,0.40597
1990,30-45 y.,Hesse,Never,0.41492,162,272,0.35626,0.47358
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23815,43,132,0.16521,0.31109
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.49375,89,132,0.40813,0.57937
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.16904,70,542,0.13746,0.20062
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.13114,59,542,0.10270,0.15959
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.37032,174,542,0.32963,0.41101
1990,30-45 y.,Baden-Wuerttemberg,Never,0.32776,239,542,0.28821,0.36732
1990,30-45 y.,Bavaria,At least once per week,0.11537,47,458,0.08608,0.14466
1990,30-45 y.,Bavaria,At least once per month,0.14838,58,458,0.11579,0.18097
1990,30-45 y.,Bavaria,Seldom,0.40166,169,458,0.35671,0.44661
1990,30-45 y.,Bavaria,Never,0.33081,184,458,0.28767,0.37395
1990,30-45 y.,Berlin,Seldom,0.23131,32,70,0.13181,0.33080
1990,30-45 y.,Berlin,Never,0.15857,38,70,0.07238,0.24476
1990,46-65 y.,Schleswig-Holstein,Never,0.40960,44,44,0.26262,0.55659
1990,46-65 y.,Lower Saxony,At least once per week,0.12532,36,335,0.08981,0.16082
1990,46-65 y.,Lower Saxony,At least once per month,0.10131,33,335,0.06895,0.13368
1990,46-65 y.,Lower Saxony,Seldom,0.33057,109,335,0.28012,0.38102
1990,46-65 y.,Lower Saxony,Never,0.44280,157,335,0.38953,0.49607
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.11606,77,752,0.09315,0.13897
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.08650,64,752,0.06640,0.10661
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.28381,179,752,0.25156,0.31605
1990,46-65 y.,North Rhine-Westphalia,Never,0.50229,432,752,0.46653,0.53805
1990,46-65 y.,Hesse,Seldom,0.31020,74,266,0.25450,0.36589
1990,46-65 y.,Hesse,Never,0.50012,192,266,0.43992,0.56032
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21429,46,182,0.15451,0.27407
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.56254,136,182,0.49026,0.63481
1990,46-65 y.,Baden-Wuerttemberg,At least once per week,0.08796,34,538,0.06400,0.11191
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.11732,47,538,0.09010,0.14454
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.34757,156,538,0.30730,0.38785
1990,46-65 y.,Baden-Wuerttemberg,Never,0.43993,301,538,0.39794,0.48191
1990,46-65 y.,Bavaria,At least once per week,0.11328,44,461,0.08432,0.14224
1990,46-65 y.,Bavaria,At least once per month,0.12827,56,461,0.09771,0.15883
1990,46-65 y.,Bavaria,Seldom,0.29959,128,461,0.25773,0.34145
1990,46-65 y.,Bavaria,Never,0.45054,233,461,0.40507,0.49601
1990,46-65 y.,Berlin,Never,0.28813,55,55,0.16734,0.40893
1990,66 and older,Lower Saxony,Never,0.76407,90,90,0.67586,0.85228
1990,66 and older,North Rhine-Westphalia,Never,0.77040,180,180,0.70879,0.83201
1990,66 and older,Hesse,Never,0.69545,75,75,0.59059,0.80031
1990,66 and older,"Rhineland-Palatinate, Saarland",Never,0.81053,73,73,0.72001,0.90105
1990,66 and older,Baden-Wuerttemberg,Never,0.72604,121,121,0.64624,0.80584
1990,66 and older,Bavaria,Never,0.62527,124,124,0.53973,0.71082
1995,17-29 y.,Lower Saxony,At least once per week,0.11125,31,246,0.07188,0.15063
1995,17-29 y.,Lower Saxony,Seldom,0.38982,94,246,0.32875,0.45089
1995,17-29 y.,Lower Saxony,Never,0.40183,121,246,0.34044,0.46322
1995,17-29 y.,North Rhine-Westphalia,At least once per week,0.20400,110,669,0.17344,0.23456
1995,17-29 y.,North Rhine-Westphalia,At least once per month,0.10572,59,669,0.08240,0.12903
1995,17-29 y.,North Rhine-Westphalia,Seldom,0.26678,188,669,0.23324,0.30032
1995,17-29 y.,North Rhine-Westphalia,Never,0.41500,312,669,0.37763,0.45236
1995,17-29 y.,Hesse,At least once per week,0.17176,37,207,0.12025,0.22327
1995,17-29 y.,Hesse,Seldom,0.31995,55,207,0.25625,0.38365
1995,17-29 y.,Hesse,Never,0.38457,115,207,0.31813,0.45101
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23742,45,134,0.16510,0.30973
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.56219,89,134,0.47787,0.64651
1995,17-29 y.,Baden-Wuerttemberg,At least once per week,0.21204,87,517,0.17677,0.24731
1995,17-29 y.,Baden-Wuerttemberg,At least once per month,0.08743,47,517,0.06305,0.11180
1995,17-29 y.,Baden-Wuerttemberg,Seldom,0.26179,137,517,0.22386,0.29972
1995,17-29 y.,Baden-Wuerttemberg,Never,0.43408,246,517,0.39132,0.47685
1995,17-29 y.,Bavaria,At least once per week,0.22265,93,448,0.18408,0.26121
1995,17-29 y.,Bavaria,At least once per month,0.12847,50,448,0.09745,0.15949
1995,17-29 y.,Bavaria,Seldom,0.27102,136,448,0.22981,0.31222
1995,17-29 y.,Bavaria,Never,0.37389,169,448,0.32904,0.41874
1995,17-29 y.,Berlin,At least once per week,0.32663,36,87,0.22751,0.42575
1995,17-29 y.,Berlin,Never,0.35067,51,87,0.24982,0.45153
1995,17-29 y.,Brandenburg,Seldom,0.34613,42,99,0.25194,0.44032
1995,17-29 y.,Brandenburg,Never,0.38644,57,99,0.29004,0.48285
1995,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.35463,39,82,0.25044,0.45882
1995,17-29 y.,Mecklenburg-Western Pomerania,Never,0.39953,43,82,0.29286,0.50619
1995,17-29 y.,Saxony,At least once per week,0.14221,34,208,0.09463,0.18979
1995,17-29 y.,Saxony,Seldom,0.34400,80,208,0.27928,0.40871
1995,17-29 y.,Saxony,Never,0.40163,94,208,0.33485,0.46841
1995,17-29 y.,Saxony-Anhalt,Seldom,0.33004,48,120,0.24555,0.41452
1995,17-29 y.,Saxony-Anhalt,Never,0.50411,72,120,0.41428,0.59394
1995,17-29 y.,Thuringa,Seldom,0.34464,55,113,0.25662,0.43265
1995,17-29 y.,Thuringa,Never,0.42576,58,113,0.33418,0.51733
1995,30-45 y.,Schleswig-Holstein,Seldom,0.40442,36,81,0.29687,0.51196
1995,30-45 y.,Schleswig-Holstein,Never,0.42454,45,81,0.31623,0.53285
1995,30-45 y.,Lower Saxony,At least once per week,0.13385,38,310,0.09589,0.17182
1995,30-45 y.,Lower Saxony,Seldom,0.40330,116,310,0.34860,0.45800
1995,30-45 y.,Lower Saxony,Never,0.36778,156,310,0.31402,0.42155
1995,30-45 y.,North Rhine-Westphalia,At least once per week,0.11603,93,890,0.09497,0.13708
1995,30-45 y.,North Rhine-Westphalia,At least once per month,0.15296,105,890,0.12929,0.17662
1995,30-45 y.,North Rhine-Westphalia,Seldom,0.33096,276,890,0.30002,0.36189
1995,30-45 y.,North Rhine-Westphalia,Never,0.39694,416,890,0.36478,0.42911
1995,30-45 y.,Hesse,At least once per week,0.12446,35,272,0.08515,0.16376
1995,30-45 y.,Hesse,Seldom,0.40084,93,272,0.34249,0.45919
1995,30-45 y.,Hesse,Never,0.37349,144,272,0.31590,0.43108
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.25629,62,219,0.19834,0.31425
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.59357,157,219,0.52837,0.65877
1995,30-45 y.,Baden-Wuerttemberg,At least once per week,0.12379,59,568,0.09669,0.15090
1995,30-45 y.,Baden-Wuerttemberg,At least once per month,0.09634,50,568,0.07205,0.12063
1995,30-45 y.,Baden-Wuerttemberg,Seldom,0.33637,175,568,0.29748,0.37526
1995,30-45 y.,Baden-Wuerttemberg,Never,0.43724,284,568,0.39641,0.47807
1995,30-45 y.,Bavaria,At least once per week,0.13587,79,546,0.10711,0.16464
1995,30-45 y.,Bavaria,At least once per month,0.10933,58,546,0.08313,0.13553
1995,30-45 y.,Bavaria,Seldom,0.36004,189,546,0.31974,0.40034
1995,30-45 y.,Bavaria,Never,0.38792,220,546,0.34701,0.42883
1995,30-45 y.,Berlin,Seldom,0.32423,59,141,0.24669,0.40177
1995,30-45 y.,Berlin,Never,0.36400,82,141,0.28430,0.44370
1995,30-45 y.,Brandenburg,Seldom,0.40861,87,187,0.33796,0.47926
1995,30-45 y.,Brandenburg,Never,0.47052,100,187,0.39879,0.54225
1995,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.49153,67,117,0.40055,0.58251
1995,30-45 y.,Mecklenburg-Western Pomerania,Never,0.42447,50,117,0.33452,0.51441
1995,30-45 y.,Saxony,At least once per week,0.08505,33,355,0.05599,0.11411
1995,30-45 y.,Saxony,Seldom,0.37698,135,355,0.32650,0.42747
1995,30-45 y.,Saxony,Never,0.47251,187,355,0.42050,0.52452
1995,30-45 y.,Saxony-Anhalt,Seldom,0.38474,87,193,0.31592,0.45356
1995,30-45 y.,Saxony-Anhalt,Never,0.48642,106,193,0.41572,0.55712
1995,30-45 y.,Thuringa,Seldom,0.40484,101,202,0.33698,0.47270
1995,30-45 y.,Thuringa,Never,0.42948,101,202,0.36104,0.49791
1995,46-65 y.,Schleswig-Holstein,Never,0.40133,40,40,0.24749,0.55517
1995,46-65 y.,Lower Saxony,At least once per week,0.12461,35,316,0.08814,0.16108
1995,46-65 y.,Lower Saxony,At least once per month,0.11302,38,316,0.07806,0.14799
1995,46-65 y.,Lower Saxony,Seldom,0.29451,78,316,0.24417,0.34485
1995,46-65 y.,Lower Saxony,Never,0.46786,165,316,0.41276,0.52296
1995,46-65 y.,North Rhine-Westphalia,At least once per week,0.09168,57,745,0.07095,0.11242
1995,46-65 y.,North Rhine-Westphalia,At least once per month,0.08623,46,745,0.06606,0.10640
1995,46-65 y.,North Rhine-Westphalia,Seldom,0.25735,178,745,0.22593,0.28876
1995,46-65 y.,North Rhine-Westphalia,Never,0.56163,464,745,0.52597,0.59728
1995,46-65 y.,Hesse,Seldom,0.29026,65,255,0.23444,0.34608
1995,46-65 y.,Hesse,Never,0.56818,190,255,0.50727,0.62910
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22657,40,148,0.15890,0.29424
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.57651,108,148,0.49663,0.65639
1995,46-65 y.,Baden-Wuerttemberg,At least once per week,0.10739,36,481,0.07969,0.13508
1995,46-65 y.,Baden-Wuerttemberg,Seldom,0.34862,142,481,0.30598,0.39125
1995,46-65 y.,Baden-Wuerttemberg,Never,0.46916,303,481,0.42451,0.51380
1995,46-65 y.,Bavaria,At least once per week,0.14481,57,486,0.11349,0.17613
1995,46-65 y.,Bavaria,At least once per month,0.09442,41,486,0.06839,0.12044
1995,46-65 y.,Bavaria,Seldom,0.30253,132,486,0.26165,0.34341
1995,46-65 y.,Bavaria,Never,0.44477,256,486,0.40054,0.48899
1995,46-65 y.,Berlin,Seldom,0.31301,58,148,0.23804,0.38797
1995,46-65 y.,Berlin,Never,0.46373,90,148,0.38311,0.54434
1995,46-65 y.,Brandenburg,Seldom,0.32747,61,158,0.25406,0.40088
1995,46-65 y.,Brandenburg,Never,0.54563,97,158,0.46775,0.62352
1995,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.32652,53,131,0.24591,0.40713
1995,46-65 y.,Mecklenburg-Western Pomerania,Never,0.54411,78,131,0.45850,0.62973
1995,46-65 y.,Saxony,Seldom,0.29808,114,315,0.24749,0.34867
1995,46-65 y.,Saxony,Never,0.59395,201,315,0.53964,0.64827
1995,46-65 y.,Saxony-Anhalt,Seldom,0.25636,66,207,0.19673,0.31598
1995,46-65 y.,Saxony-Anhalt,Never,0.63756,141,207,0.57192,0.70321
1995,46-65 y.,Thuringa,Seldom,0.22149,52,166,0.15813,0.28486
1995,46-65 y.,Thuringa,Never,0.65025,114,166,0.57748,0.72302
1995,66 and older,Lower Saxony,Never,0.64856,79,79,0.54261,0.75451
1995,66 and older,North Rhine-Westphalia,Seldom,0.16044,46,232,0.11311,0.20777
1995,66 and older,North Rhine-Westphalia,Never,0.68539,186,232,0.62550,0.74527
1995,66 and older,Hesse,Never,0.66446,79,79,0.55967,0.76925
1995,66 and older,"Rhineland-Palatinate, Saarland",Never,0.77716,82,82,0.68654,0.86779
1995,66 and older,Baden-Wuerttemberg,Seldom,0.18550,32,164,0.12583,0.24517
1995,66 and older,Baden-Wuerttemberg,Never,0.67411,132,164,0.60216,0.74607
1995,66 and older,Bavaria,Seldom,0.17107,32,150,0.11060,0.23153
1995,66 and older,Bavaria,Never,0.60511,118,150,0.52662,0.68360
1995,66 and older,Berlin,Never,0.67486,39,39,0.52592,0.82380
1995,66 and older,Brandenburg,Never,0.78943,51,51,0.67642,0.90244
1995,66 and older,Saxony,Never,0.79834,104,104,0.72085,0.87583
1995,66 and older,Saxony-Anhalt,Never,0.80575,63,63,0.70727,0.90423
1995,66 and older,Thuringa,Never,0.79678,57,57,0.69138,0.90217
1998,17-29 y.,Lower Saxony,At least once per week,0.14800,37,244,0.10335,0.19264
1998,17-29 y.,Lower Saxony,Seldom,0.25092,67,244,0.19641,0.30543
1998,17-29 y.,Lower Saxony,Never,0.48318,140,244,0.42035,0.54601
1998,17-29 y.,North Rhine-Westphalia,At least once per week,0.16730,93,622,0.13794,0.19666
1998,17-29 y.,North Rhine-Westphalia,At least once per month,0.07419,53,622,0.05358,0.09480
1998,17-29 y.,North Rhine-Westphalia,Seldom,0.27073,169,622,0.23578,0.30568
1998,17-29 y.,North Rhine-Westphalia,Never,0.47862,307,622,0.43933,0.51791
1998,17-29 y.,Hesse,At least once per week,0.18413,33,173,0.12621,0.24206
1998,17-29 y.,Hesse,Seldom,0.29146,61,173,0.22355,0.35938
1998,17-29 y.,Hesse,Never,0.43338,79,173,0.35932,0.50743
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23530,35,132,0.16266,0.30794
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.57489,97,132,0.49024,0.65955
1998,17-29 y.,Baden-Wuerttemberg,At least once per week,0.19616,60,437,0.15889,0.23344
1998,17-29 y.,Baden-Wuerttemberg,At least once per month,0.07698,34,437,0.05196,0.10201
1998,17-29 y.,Baden-Wuerttemberg,Seldom,0.27852,95,437,0.23645,0.32060
1998,17-29 y.,Baden-Wuerttemberg,Never,0.44306,248,437,0.39643,0.48969
1998,17-29 y.,Bavaria,At least once per week,0.19210,72,409,0.15387,0.23033
1998,17-29 y.,Bavaria,At least once per month,0.15429,52,409,0.11924,0.18934
1998,17-29 y.,Bavaria,Seldom,0.24947,113,409,0.20749,0.29146
1998,17-29 y.,Bavaria,Never,0.40126,172,409,0.35370,0.44882
1998,17-29 y.,Berlin,Never,0.38604,49,49,0.24831,0.52376
1998,17-29 y.,Brandenburg,Seldom,0.22809,42,111,0.14968,0.30651
1998,17-29 y.,Brandenburg,Never,0.55615,69,111,0.46330,0.64900
1998,17-29 y.,Mecklenburg-Western Pomerania,Never,0.45290,43,43,0.30236,0.60345
1998,17-29 y.,Saxony,At least once per week,0.17740,39,229,0.12782,0.22699
1998,17-29 y.,Saxony,Seldom,0.30937,81,229,0.24937,0.36937
1998,17-29 y.,Saxony,Never,0.40241,109,229,0.33875,0.46606
1998,17-29 y.,Saxony-Anhalt,Seldom,0.37621,48,115,0.28728,0.46513
1998,17-29 y.,Saxony-Anhalt,Never,0.45574,67,115,0.36432,0.54717
1998,17-29 y.,Thuringa,Seldom,0.30397,57,131,0.22490,0.38304
1998,17-29 y.,Thuringa,Never,0.48175,74,131,0.39585,0.56764
1998,30-45 y.,Schleswig-Holstein,Seldom,0.38218,46,100,0.28646,0.47790
1998,30-45 y.,Schleswig-Holstein,Never,0.41601,54,100,0.31892,0.51311
1998,30-45 y.,Lower Saxony,At least once per week,0.11587,45,424,0.08536,0.14637
1998,30-45 y.,Lower Saxony,At least once per month,0.09357,31,424,0.06582,0.12133
1998,30-45 y.,Lower Saxony,Seldom,0.30426,112,424,0.26041,0.34811
1998,30-45 y.,Lower Saxony,Never,0.48355,236,424,0.43592,0.53117
1998,30-45 y.,North Rhine-Westphalia,At least once per week,0.10941,92,976,0.08982,0.12901
1998,30-45 y.,North Rhine-Westphalia,At least once per month,0.08141,77,976,0.06424,0.09857
1998,30-45 y.,North Rhine-Westphalia,Seldom,0.34096,302,976,0.31121,0.37072
1998,30-45 y.,North Rhine-Westphalia,Never,0.46672,505,976,0.43541,0.49804
1998,30-45 y.,Hesse,At least once per week,0.10758,32,286,0.07161,0.14356
1998,30-45 y.,Hesse,Seldom,0.32595,89,286,0.27153,0.38037
1998,30-45 y.,Hesse,Never,0.48926,165,286,0.43123,0.54730
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.23695,73,243,0.18337,0.29052
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.57296,170,243,0.51064,0.63528
1998,30-45 y.,Baden-Wuerttemberg,At least once per week,0.10319,57,639,0.07959,0.12680
1998,30-45 y.,Baden-Wuerttemberg,At least once per month,0.08243,47,639,0.06109,0.10377
1998,30-45 y.,Baden-Wuerttemberg,Seldom,0.31637,186,639,0.28028,0.35245
1998,30-45 y.,Baden-Wuerttemberg,Never,0.48797,349,639,0.44918,0.52675
1998,30-45 y.,Bavaria,At least once per week,0.13646,82,633,0.10970,0.16322
1998,30-45 y.,Bavaria,At least once per month,0.11005,65,633,0.08565,0.13445
1998,30-45 y.,Bavaria,Seldom,0.29704,189,633,0.26142,0.33267
1998,30-45 y.,Bavaria,Never,0.45278,297,633,0.41397,0.49159
1998,30-45 y.,Berlin,Seldom,0.35214,62,136,0.27157,0.43271
1998,30-45 y.,Berlin,Never,0.37052,74,136,0.28905,0.45199
1998,30-45 y.,Brandenburg,Seldom,0.30454,61,155,0.23186,0.37723
1998,30-45 y.,Brandenburg,Never,0.48369,94,155,0.40476,0.56262
1998,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.33754,46,119,0.25222,0.42286
1998,30-45 y.,Mecklenburg-Western Pomerania,Never,0.52290,73,119,0.43278,0.61302
1998,30-45 y.,Saxony,At least once per week,0.08283,33,382,0.05515,0.11050
1998,30-45 y.,Saxony,At least once per month,0.08755,36,382,0.05917,0.11593
1998,30-45 y.,Saxony,Seldom,0.33104,131,382,0.28379,0.37830
1998,30-45 y.,Saxony,Never,0.48722,182,382,0.43703,0.53741
1998,30-45 y.,Saxony-Anhalt,Seldom,0.30401,60,178,0.23625,0.37178
1998,30-45 y.,Saxony-Anhalt,Never,0.56943,118,178,0.49648,0.64238
1998,30-45 y.,Thuringa,Seldom,0.37759,95,209,0.31171,0.44348
1998,30-45 y.,Thuringa,Never,0.46717,114,209,0.39937,0.53497
1998,46-65 y.,Schleswig-Holstein,Seldom,0.32164,31,77,0.21662,0.42665
1998,46-65 y.,Schleswig-Holstein,Never,0.46933,46,77,0.35713,0.58153
1998,46-65 y.,Hamburg,Never,0.58217,34,34,0.41389,0.75044
1998,46-65 y.,Lower Saxony,At least once per month,0.12137,41,319,0.08548,0.15726
1998,46-65 y.,Lower Saxony,Seldom,0.27535,97,319,0.22625,0.32444
1998,46-65 y.,Lower Saxony,Never,0.48960,181,319,0.43466,0.54455
1998,46-65 y.,North Rhine-Westphalia,At least once per week,0.10330,72,872,0.08309,0.12351
1998,46-65 y.,North Rhine-Westphalia,At least once per month,0.08594,69,872,0.06733,0.10456
1998,46-65 y.,North Rhine-Westphalia,Seldom,0.28928,217,872,0.25917,0.31940
1998,46-65 y.,North Rhine-Westphalia,Never,0.50875,514,872,0.47555,0.54195
1998,46-65 y.,Hesse,Seldom,0.27921,71,264,0.22499,0.33343
1998,46-65 y.,Hesse,Never,0.54097,193,264,0.48074,0.60119
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18691,42,174,0.12882,0.24500
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.57571,132,174,0.50206,0.64936
1998,46-65 y.,Baden-Wuerttemberg,At least once per week,0.11041,48,513,0.08326,0.13756
1998,46-65 y.,Baden-Wuerttemberg,At least once per month,0.08669,33,513,0.06232,0.11106
1998,46-65 y.,Baden-Wuerttemberg,Seldom,0.29295,111,513,0.25352,0.33237
1998,46-65 y.,Baden-Wuerttemberg,Never,0.49184,321,513,0.44854,0.53515
1998,46-65 y.,Bavaria,At least once per week,0.11256,51,546,0.08603,0.13910
1998,46-65 y.,Bavaria,At least once per month,0.08842,47,546,0.06458,0.11225
1998,46-65 y.,Bavaria,Seldom,0.31073,160,546,0.27188,0.34959
1998,46-65 y.,Bavaria,Never,0.48382,288,546,0.44186,0.52578
1998,46-65 y.,Berlin,Seldom,0.30371,51,128,0.22373,0.38369
1998,46-65 y.,Berlin,Never,0.46514,77,128,0.37839,0.55189
1998,46-65 y.,Brandenburg,Seldom,0.22670,52,182,0.16570,0.28770
1998,46-65 y.,Brandenburg,Never,0.60510,130,182,0.53388,0.67631
1998,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.32589,60,128,0.24437,0.40740
1998,46-65 y.,Mecklenburg-Western Pomerania,Never,0.54639,68,128,0.45981,0.63298
1998,46-65 y.,Saxony,Seldom,0.30552,128,350,0.25719,0.35384
1998,46-65 y.,Saxony,Never,0.59655,222,350,0.54507,0.64802
1998,46-65 y.,Saxony-Anhalt,Seldom,0.30642,75,228,0.24645,0.36639
1998,46-65 y.,Saxony-Anhalt,Never,0.63954,153,228,0.57708,0.70200
1998,46-65 y.,Thuringa,Seldom,0.22276,58,190,0.16344,0.28209
1998,46-65 y.,Thuringa,Never,0.63960,132,190,0.57115,0.70805
1998,66 and older,Schleswig-Holstein,Never,0.66459,36,36,0.50818,0.82101
1998,66 and older,Lower Saxony,Never,0.62921,93,93,0.53051,0.72791
1998,66 and older,North Rhine-Westphalia,Seldom,0.11640,47,297,0.07987,0.15294
1998,66 and older,North Rhine-Westphalia,Never,0.72218,250,297,0.67115,0.77320
1998,66 and older,Hesse,Never,0.68739,96,96,0.59417,0.78060
1998,66 and older,"Rhineland-Palatinate, Saarland",Never,0.73641,97,97,0.64827,0.82454
1998,66 and older,Baden-Wuerttemberg,Never,0.70105,152,152,0.62803,0.77407
1998,66 and older,Bavaria,Seldom,0.16100,43,229,0.11329,0.20871
1998,66 and older,Bavaria,Never,0.64991,186,229,0.58799,0.71182
1998,66 and older,Berlin,Never,0.67283,40,40,0.52558,0.82009
1998,66 and older,Brandenburg,Never,0.74865,51,51,0.62841,0.86889
1998,66 and older,Saxony,Never,0.68103,99,99,0.58876,0.77331
1998,66 and older,Saxony-Anhalt,Never,0.75027,68,68,0.64662,0.85392
1998,66 and older,Thuringa,Never,0.79744,76,76,0.70648,0.88840
2001,17-29 y.,Schleswig-Holstein,Seldom,0.29590,31,66,0.18494,0.40687
2001,17-29 y.,Schleswig-Holstein,Never,0.42355,35,66,0.30343,0.54368
2001,17-29 y.,Lower Saxony,At least once per week,0.13171,49,314,0.09425,0.16918
2001,17-29 y.,Lower Saxony,Seldom,0.23635,75,314,0.18929,0.28342
2001,17-29 y.,Lower Saxony,Never,0.56915,190,314,0.51429,0.62401
2001,17-29 y.,North Rhine-Westphalia,At least once per week,0.10765,112,820,0.08642,0.12888
2001,17-29 y.,North Rhine-Westphalia,At least once per month,0.05363,43,820,0.03820,0.06906
2001,17-29 y.,North Rhine-Westphalia,Seldom,0.28329,237,820,0.25243,0.31415
2001,17-29 y.,North Rhine-Westphalia,Never,0.54327,428,820,0.50916,0.57739
2001,17-29 y.,Hesse,At least once per week,0.12223,32,240,0.08070,0.16375
2001,17-29 y.,Hesse,Seldom,0.19788,53,240,0.14737,0.24840
2001,17-29 y.,Hesse,Never,0.57591,155,240,0.51325,0.63856
2001,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.12217,31,201,0.07678,0.16756
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18879,43,201,0.13455,0.24302
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.64953,127,201,0.58341,0.71566
2001,17-29 y.,Baden-Wuerttemberg,At least once per week,0.16030,82,530,0.12904,0.19157
2001,17-29 y.,Baden-Wuerttemberg,At least once per month,0.10199,48,530,0.07620,0.12778
2001,17-29 y.,Baden-Wuerttemberg,Seldom,0.23416,124,530,0.19807,0.27025
2001,17-29 y.,Baden-Wuerttemberg,Never,0.49132,276,530,0.44872,0.53393
2001,17-29 y.,Bavaria,At least once per week,0.14858,66,558,0.11904,0.17812
