year,age_gr,migback,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,17-29 y.,Direct migration background,At least once per week,0.08931,32,430,0.06232,0.11630
1998,17-29 y.,Direct migration background,At least once per month,0.09089,37,430,0.06369,0.11810
1998,17-29 y.,Direct migration background,Seldom,0.14133,61,430,0.10836,0.17429
1998,17-29 y.,Direct migration background,Never,0.66277,300,430,0.61804,0.70751
1998,17-29 y.,Indirect migration background,At least once per week,0.21121,68,481,0.17470,0.24773
1998,17-29 y.,Indirect migration background,At least once per month,0.08185,39,481,0.05733,0.10638
1998,17-29 y.,Indirect migration background,Seldom,0.25382,118,481,0.21489,0.29275
1998,17-29 y.,Indirect migration background,Never,0.44853,256,481,0.40404,0.49303
1998,30-45 y.,No migration background,At least once per week,0.11559,420,3935,0.10560,0.12558
1998,30-45 y.,No migration background,At least once per month,0.09658,364,3935,0.08735,0.10581
1998,30-45 y.,No migration background,Seldom,0.33256,1309,3935,0.31784,0.34728
1998,30-45 y.,No migration background,Never,0.45021,1842,3935,0.43466,0.46575
1998,30-45 y.,Direct migration background,At least once per week,0.06854,37,779,0.05079,0.08630
1998,30-45 y.,Direct migration background,At least once per month,0.06553,37,779,0.04814,0.08292
1998,30-45 y.,Direct migration background,Seldom,0.22932,140,779,0.19978,0.25886
1998,30-45 y.,Direct migration background,Never,0.63120,565,779,0.59729,0.66510
1998,30-45 y.,Indirect migration background,Never,0.47352,51,51,0.33512,0.61192
1998,46-65 y.,No migration background,At least once per week,0.09882,310,3411,0.08880,0.10884
1998,46-65 y.,No migration background,At least once per month,0.09085,293,3411,0.08121,0.10050
1998,46-65 y.,No migration background,Seldom,0.30093,1041,3411,0.28553,0.31632
1998,46-65 y.,No migration background,Never,0.49680,1767,3411,0.48002,0.51359
1998,46-65 y.,Direct migration background,At least once per week,0.07276,36,922,0.05598,0.08953
1998,46-65 y.,Direct migration background,At least once per month,0.05200,34,922,0.03766,0.06634
1998,46-65 y.,Direct migration background,Seldom,0.19188,125,922,0.16645,0.21732
1998,46-65 y.,Direct migration background,Never,0.67550,727,922,0.64526,0.70574
1998,66 and older,No migration background,At least once per week,0.08186,124,1562,0.06826,0.09546
1998,66 and older,No migration background,At least once per month,0.05318,85,1562,0.04205,0.06431
1998,66 and older,No migration background,Seldom,0.14086,240,1562,0.12360,0.15811
1998,66 and older,No migration background,Never,0.69338,1113,1562,0.67051,0.71626
1998,66 and older,Direct migration background,Never,0.73042,192,192,0.66749,0.79335
2001,17-29 y.,No migration background,At least once per week,0.14294,451,3033,0.13048,0.15540
2001,17-29 y.,No migration background,At least once per month,0.07642,243,3033,0.06697,0.08588
2001,17-29 y.,No migration background,Seldom,0.25177,792,3033,0.23632,0.26722
2001,17-29 y.,No migration background,Never,0.51993,1547,3033,0.50215,0.53772
2001,17-29 y.,Direct migration background,At least once per week,0.08571,41,463,0.06018,0.11123
2001,17-29 y.,Direct migration background,Seldom,0.20890,105,463,0.17183,0.24597
2001,17-29 y.,Direct migration background,Never,0.63370,317,463,0.58976,0.67763
2001,17-29 y.,Indirect migration background,At least once per week,0.11530,62,543,0.08841,0.14219
2001,17-29 y.,Indirect migration background,At least once per month,0.08288,39,543,0.05967,0.10609
2001,17-29 y.,Indirect migration background,Seldom,0.27485,146,543,0.23726,0.31243
2001,17-29 y.,Indirect migration background,Never,0.51653,296,543,0.47446,0.55860
2001,30-45 y.,No migration background,At least once per week,0.08372,516,6071,0.07675,0.09068
2001,30-45 y.,No migration background,At least once per month,0.07055,416,6071,0.06410,0.07699
2001,30-45 y.,No migration background,Seldom,0.26108,1592,6071,0.25003,0.27213
2001,30-45 y.,No migration background,Never,0.57445,3547,6071,0.56201,0.58689
2001,30-45 y.,Direct migration background,At least once per week,0.04544,34,1033,0.03273,0.05814
2001,30-45 y.,Direct migration background,At least once per month,0.04625,39,1033,0.03344,0.05907
2001,30-45 y.,Direct migration background,Seldom,0.21309,216,1033,0.18811,0.23808
2001,30-45 y.,Direct migration background,Never,0.68326,744,1033,0.65487,0.71164
2001,30-45 y.,Indirect migration background,Seldom,0.25716,43,147,0.18627,0.32806
2001,30-45 y.,Indirect migration background,Never,0.59695,104,147,0.51738,0.67652
2001,46-65 y.,No migration background,At least once per week,0.07963,479,5929,0.07274,0.08652
2001,46-65 y.,No migration background,At least once per month,0.05978,332,5929,0.05374,0.06581
2001,46-65 y.,No migration background,Seldom,0.24205,1466,5929,0.23114,0.25295
2001,46-65 y.,No migration background,Never,0.60015,3652,5929,0.58768,0.61262
2001,46-65 y.,Direct migration background,At least once per week,0.06339,52,1031,0.04851,0.07827
2001,46-65 y.,Direct migration background,At least once per month,0.04986,36,1031,0.03657,0.06315
2001,46-65 y.,Direct migration background,Seldom,0.15122,149,1031,0.12934,0.17310
2001,46-65 y.,Direct migration background,Never,0.71597,794,1031,0.68843,0.74351
2001,66 and older,No migration background,At least once per week,0.06509,204,2999,0.05626,0.07392
2001,66 and older,No migration background,At least once per month,0.04350,128,2999,0.03620,0.05081
2001,66 and older,No migration background,Seldom,0.13275,412,2999,0.12060,0.14489
2001,66 and older,No migration background,Never,0.73825,2255,2999,0.72251,0.75398
2001,66 and older,Direct migration background,Seldom,0.08886,33,299,0.05655,0.12117
2001,66 and older,Direct migration background,Never,0.77522,266,299,0.72782,0.82261
2003,17-29 y.,No migration background,At least once per week,0.18246,662,3108,0.16888,0.19604
2003,17-29 y.,No migration background,At least once per month,0.10984,360,3108,0.09885,0.12084
2003,17-29 y.,No migration background,Seldom,0.26971,805,3108,0.25410,0.28532
2003,17-29 y.,No migration background,Never,0.43165,1281,3108,0.41423,0.44906
2003,17-29 y.,Direct migration background,At least once per week,0.12685,48,376,0.09317,0.16054
2003,17-29 y.,Direct migration background,At least once per month,0.08689,31,376,0.05838,0.11540
2003,17-29 y.,Direct migration background,Seldom,0.19308,77,376,0.15313,0.23303
2003,17-29 y.,Direct migration background,Never,0.58131,220,376,0.53137,0.63124
2003,17-29 y.,Indirect migration background,At least once per week,0.16646,88,502,0.13385,0.19908
2003,17-29 y.,Indirect migration background,At least once per month,0.10107,44,502,0.07467,0.12746
2003,17-29 y.,Indirect migration background,Seldom,0.20549,107,502,0.17011,0.24087
2003,17-29 y.,Indirect migration background,Never,0.52240,263,502,0.47866,0.56614
2003,30-45 y.,No migration background,At least once per week,0.12419,762,5804,0.11570,0.13267
2003,30-45 y.,No migration background,At least once per month,0.09937,595,5804,0.09167,0.10707
2003,30-45 y.,No migration background,Seldom,0.30496,1763,5804,0.29311,0.31681
2003,30-45 y.,No migration background,Never,0.46748,2684,5804,0.45465,0.48032
2003,30-45 y.,Direct migration background,At least once per week,0.06628,54,888,0.04991,0.08265
2003,30-45 y.,Direct migration background,At least once per month,0.06985,47,888,0.05308,0.08662
2003,30-45 y.,Direct migration background,Seldom,0.19920,163,888,0.17291,0.22548
2003,30-45 y.,Direct migration background,Never,0.65996,624,888,0.62879,0.69114
2003,30-45 y.,Indirect migration background,Seldom,0.22610,49,174,0.16377,0.28844
2003,30-45 y.,Indirect migration background,Never,0.54395,125,174,0.46973,0.61817
2003,46-65 y.,No migration background,At least once per week,0.10291,755,6488,0.09551,0.11030
2003,46-65 y.,No migration background,At least once per month,0.08924,621,6488,0.08230,0.09618
2003,46-65 y.,No migration background,Seldom,0.27476,1924,6488,0.26389,0.28562
2003,46-65 y.,No migration background,Never,0.52272,3188,6488,0.51057,0.53488
2003,46-65 y.,Direct migration background,At least once per week,0.07769,60,982,0.06094,0.09444
2003,46-65 y.,Direct migration background,At least once per month,0.03989,45,982,0.02765,0.05214
2003,46-65 y.,Direct migration background,Seldom,0.16317,152,982,0.14005,0.18630
2003,46-65 y.,Direct migration background,Never,0.71432,725,982,0.68605,0.74258
2003,66 and older,No migration background,At least once per week,0.07612,268,3242,0.06699,0.08525
2003,66 and older,No migration background,At least once per month,0.05539,187,3242,0.04752,0.06327
2003,66 and older,No migration background,Seldom,0.16040,538,3242,0.14777,0.17304
2003,66 and older,No migration background,Never,0.69250,2249,3242,0.67661,0.70839
2003,66 and older,Direct migration background,Seldom,0.12847,41,322,0.09186,0.16507
2003,66 and older,Direct migration background,Never,0.74697,281,322,0.69941,0.79453
2005,17-29 y.,No migration background,At least once per week,0.14984,514,2980,0.13702,0.16266
2005,17-29 y.,No migration background,At least once per month,0.10161,330,2980,0.09076,0.11246
2005,17-29 y.,No migration background,Seldom,0.30087,888,2980,0.28440,0.31734
2005,17-29 y.,No migration background,Never,0.44423,1248,2980,0.42639,0.46207
2005,17-29 y.,Direct migration background,At least once per week,0.10754,38,288,0.07169,0.14338
2005,17-29 y.,Direct migration background,Seldom,0.22908,74,288,0.18046,0.27770
2005,17-29 y.,Direct migration background,Never,0.59064,176,288,0.53375,0.64753
2005,17-29 y.,Indirect migration background,At least once per week,0.12066,58,514,0.09248,0.14885
2005,17-29 y.,Indirect migration background,At least once per month,0.07102,46,514,0.04879,0.09324
2005,17-29 y.,Indirect migration background,Seldom,0.25564,136,514,0.21789,0.29339
2005,17-29 y.,Indirect migration background,Never,0.53594,274,514,0.49279,0.57910
2005,30-45 y.,No migration background,At least once per week,0.08610,447,5023,0.07834,0.09386
2005,30-45 y.,No migration background,At least once per month,0.07806,408,5023,0.07064,0.08548
2005,30-45 y.,No migration background,Seldom,0.31461,1637,5023,0.30177,0.32746
2005,30-45 y.,No migration background,Never,0.51541,2531,5023,0.50159,0.52923
2005,30-45 y.,Direct migration background,At least once per month,0.03943,35,761,0.02560,0.05327
2005,30-45 y.,Direct migration background,Seldom,0.25392,181,761,0.22297,0.28486
2005,30-45 y.,Direct migration background,Never,0.66060,545,761,0.62694,0.69427
2005,30-45 y.,Indirect migration background,Seldom,0.42134,87,214,0.35502,0.48765
2005,30-45 y.,Indirect migration background,Never,0.46767,127,214,0.40066,0.53467
2005,46-65 y.,No migration background,At least once per week,0.08373,565,6019,0.07673,0.09073
2005,46-65 y.,No migration background,At least once per month,0.06782,457,6019,0.06147,0.07417
2005,46-65 y.,No migration background,Seldom,0.30784,1913,6019,0.29618,0.31950
2005,46-65 y.,No migration background,Never,0.52835,3084,6019,0.51573,0.54096
2005,46-65 y.,Direct migration background,At least once per week,0.05872,46,883,0.04321,0.07424
2005,46-65 y.,Direct migration background,At least once per month,0.03976,34,883,0.02686,0.05265
2005,46-65 y.,Direct migration background,Seldom,0.18567,165,883,0.16001,0.21133
2005,46-65 y.,Direct migration background,Never,0.70804,638,883,0.67804,0.73805
2005,66 and older,No migration background,At least once per week,0.06813,268,3337,0.05958,0.07668
2005,66 and older,No migration background,At least once per month,0.04977,185,3337,0.04239,0.05714
2005,66 and older,No migration background,Seldom,0.18092,656,3337,0.16785,0.19398
2005,66 and older,No migration background,Never,0.67715,2228,3337,0.66129,0.69302
2005,66 and older,Direct migration background,Seldom,0.12764,46,330,0.09158,0.16370
2005,66 and older,Direct migration background,Never,0.74528,284,330,0.69820,0.79236
2007,17-29 y.,No migration background,At least once per week,0.13946,468,2672,0.12632,0.15260
2007,17-29 y.,No migration background,At least once per month,0.08477,294,2672,0.07420,0.09533
2007,17-29 y.,No migration background,Seldom,0.25352,718,2672,0.23702,0.27002
2007,17-29 y.,No migration background,Never,0.43164,1192,2672,0.41286,0.45042
2007,17-29 y.,Direct migration background,At least once per week,0.09441,36,243,0.05757,0.13125
2007,17-29 y.,Direct migration background,Seldom,0.20009,63,243,0.14968,0.25049
2007,17-29 y.,Direct migration background,Never,0.57417,144,243,0.51187,0.63647
2007,17-29 y.,Indirect migration background,At least once per week,0.07429,43,441,0.04978,0.09879
2007,17-29 y.,Indirect migration background,At least once per month,0.08904,43,441,0.06243,0.11565
2007,17-29 y.,Indirect migration background,Seldom,0.25759,117,441,0.21673,0.29845
2007,17-29 y.,Indirect migration background,Never,0.49113,238,441,0.44442,0.53784
2007,30-45 y.,No migration background,At least once per week,0.09333,473,4730,0.08504,0.10162
2007,30-45 y.,No migration background,At least once per month,0.08581,411,4730,0.07783,0.09380
2007,30-45 y.,No migration background,Seldom,0.30141,1462,4730,0.28833,0.31448
2007,30-45 y.,No migration background,Never,0.51102,2384,4730,0.49678,0.52527
2007,30-45 y.,Direct migration background,At least once per month,0.06117,35,655,0.04281,0.07954
2007,30-45 y.,Direct migration background,Seldom,0.20911,144,655,0.17794,0.24027
2007,30-45 y.,Direct migration background,Never,0.68450,476,655,0.64888,0.72012
2007,30-45 y.,Indirect migration background,Seldom,0.30364,73,229,0.24395,0.36333
2007,30-45 y.,Indirect migration background,Never,0.55929,156,229,0.49484,0.62373
2007,46-65 y.,No migration background,At least once per week,0.09571,650,6158,0.08836,0.10306
2007,46-65 y.,No migration background,At least once per month,0.06985,496,6158,0.06349,0.07622
2007,46-65 y.,No migration background,Seldom,0.28204,1832,6158,0.27080,0.29328
2007,46-65 y.,No migration background,Never,0.53887,3180,6158,0.52642,0.55132
2007,46-65 y.,Direct migration background,At least once per week,0.06464,58,746,0.04698,0.08230
2007,46-65 y.,Direct migration background,Seldom,0.17069,139,746,0.14367,0.19770
2007,46-65 y.,Direct migration background,Never,0.70626,549,746,0.67355,0.73897
2007,66 and older,No migration background,At least once per week,0.08248,344,3892,0.07383,0.09112
2007,66 and older,No migration background,At least once per month,0.05188,247,3892,0.04491,0.05885
2007,66 and older,No migration background,Seldom,0.16356,713,3892,0.15194,0.17518
2007,66 and older,No migration background,Never,0.67775,2588,3892,0.66306,0.69243
2007,66 and older,Direct migration background,Seldom,0.10808,40,337,0.07488,0.14128
2007,66 and older,Direct migration background,Never,0.77136,297,337,0.72645,0.81626
2008,17-29 y.,No migration background,At least once per week,0.19536,554,2493,0.17979,0.21093
2008,17-29 y.,No migration background,At least once per month,0.10166,282,2493,0.08980,0.11353
2008,17-29 y.,No migration background,Seldom,0.22987,642,2493,0.21335,0.24638
2008,17-29 y.,No migration background,Never,0.40122,1015,2493,0.38198,0.42047
2008,17-29 y.,Direct migration background,At least once per week,0.12810,38,207,0.08246,0.17373
2008,17-29 y.,Direct migration background,Seldom,0.27081,63,207,0.21013,0.33150
2008,17-29 y.,Direct migration background,Never,0.51052,106,207,0.44226,0.57879
2008,17-29 y.,Indirect migration background,At least once per week,0.16322,79,431,0.12829,0.19816
2008,17-29 y.,Indirect migration background,At least once per month,0.09587,49,431,0.06805,0.12370
2008,17-29 y.,Indirect migration background,Seldom,0.21587,98,431,0.17699,0.25476
2008,17-29 y.,Indirect migration background,Never,0.40478,205,431,0.35838,0.45117
2008,30-45 y.,No migration background,At least once per week,0.13164,580,4289,0.12152,0.14176
2008,30-45 y.,No migration background,At least once per month,0.10666,439,4289,0.09742,0.11590
2008,30-45 y.,No migration background,Seldom,0.29044,1274,4289,0.27685,0.30402
2008,30-45 y.,No migration background,Never,0.46975,1996,4289,0.45481,0.48469
2008,30-45 y.,Direct migration background,At least once per week,0.06384,44,602,0.04429,0.08339
2008,30-45 y.,Direct migration background,At least once per month,0.05600,38,602,0.03762,0.07438
2008,30-45 y.,Direct migration background,Seldom,0.26494,144,602,0.22965,0.30022
2008,30-45 y.,Direct migration background,Never,0.60863,376,602,0.56961,0.64765
2008,30-45 y.,Indirect migration background,Seldom,0.35221,81,216,0.28836,0.41606
2008,30-45 y.,Indirect migration background,Never,0.49405,135,216,0.42722,0.56088
2008,46-65 y.,No migration background,At least once per week,0.11992,784,5913,0.11164,0.12820
2008,46-65 y.,No migration background,At least once per month,0.08520,582,5913,0.07808,0.09232
2008,46-65 y.,No migration background,Seldom,0.27657,1676,5913,0.26517,0.28797
2008,46-65 y.,No migration background,Never,0.51206,2871,5913,0.49932,0.52480
2008,46-65 y.,Direct migration background,At least once per week,0.09475,68,701,0.07305,0.11645
2008,46-65 y.,Direct migration background,At least once per month,0.04778,35,701,0.03198,0.06358
2008,46-65 y.,Direct migration background,Seldom,0.16327,113,701,0.13589,0.19065
2008,46-65 y.,Direct migration background,Never,0.68642,485,701,0.65205,0.72079
2008,66 and older,No migration background,At least once per week,0.09940,412,3883,0.08999,0.10881
2008,66 and older,No migration background,At least once per month,0.06405,247,3883,0.05635,0.07176
2008,66 and older,No migration background,Seldom,0.18939,778,3883,0.17706,0.20171
2008,66 and older,No migration background,Never,0.63334,2446,3883,0.61818,0.64850
2008,66 and older,Direct migration background,Seldom,0.10361,40,317,0.07001,0.13721
2008,66 and older,Direct migration background,Never,0.77191,277,317,0.72564,0.81817
2009,17-29 y.,No migration background,At least once per week,0.13850,378,2278,0.12431,0.15269
2009,17-29 y.,No migration background,At least once per month,0.10751,264,2278,0.09478,0.12023
2009,17-29 y.,No migration background,Seldom,0.26351,665,2278,0.24541,0.28160
2009,17-29 y.,No migration background,Never,0.41613,971,2278,0.39589,0.43638
2009,17-29 y.,Direct migration background,Seldom,0.32374,61,135,0.24451,0.40296
2009,17-29 y.,Direct migration background,Never,0.46400,74,135,0.37956,0.54844
2009,17-29 y.,Indirect migration background,At least once per week,0.10564,48,385,0.07489,0.13638
2009,17-29 y.,Indirect migration background,At least once per month,0.14888,51,385,0.11327,0.18448
2009,17-29 y.,Indirect migration background,Seldom,0.31453,111,385,0.26809,0.36097
2009,17-29 y.,Indirect migration background,Never,0.34308,175,385,0.29559,0.39056
2009,30-45 y.,No migration background,At least once per week,0.11309,430,3859,0.10309,0.12308
2009,30-45 y.,No migration background,At least once per month,0.08653,319,3859,0.07766,0.09541
2009,30-45 y.,No migration background,Seldom,0.29563,1197,3859,0.28123,0.31003
2009,30-45 y.,No migration background,Never,0.49983,1913,3859,0.48405,0.51561
2009,30-45 y.,Direct migration background,Seldom,0.26616,129,474,0.22633,0.30598
2009,30-45 y.,Direct migration background,Never,0.61661,345,474,0.57279,0.66042
2009,30-45 y.,Indirect migration background,Seldom,0.29808,87,228,0.23857,0.35758
2009,30-45 y.,Indirect migration background,Never,0.53450,141,228,0.46961,0.59939
2009,46-65 y.,No migration background,At least once per week,0.09739,619,5601,0.08962,0.10515
2009,46-65 y.,No migration background,At least once per month,0.06889,407,5601,0.06226,0.07553
2009,46-65 y.,No migration background,Seldom,0.29500,1705,5601,0.28306,0.30694
2009,46-65 y.,No migration background,Never,0.52333,2870,5601,0.51025,0.53641
2009,46-65 y.,Direct migration background,At least once per week,0.07152,47,585,0.05062,0.09242
2009,46-65 y.,Direct migration background,Seldom,0.21867,133,585,0.18514,0.25219
2009,46-65 y.,Direct migration background,Never,0.65788,405,585,0.61941,0.69636
2009,66 and older,No migration background,At least once per week,0.08988,363,3766,0.08074,0.09902
2009,66 and older,No migration background,At least once per month,0.05614,220,3766,0.04879,0.06350
2009,66 and older,No migration background,Seldom,0.19974,792,3766,0.18697,0.21251
2009,66 and older,No migration background,Never,0.63128,2391,3766,0.61587,0.64669
2009,66 and older,Direct migration background,Seldom,0.12868,43,293,0.09028,0.16709
2009,66 and older,Direct migration background,Never,0.73586,250,293,0.68529,0.78643
2011,17-29 y.,No migration background,At least once per week,0.15513,586,3204,0.14259,0.16767
2011,17-29 y.,No migration background,At least once per month,0.09274,308,3204,0.08269,0.10279
2011,17-29 y.,No migration background,Seldom,0.24358,770,3204,0.22872,0.25845
2011,17-29 y.,No migration background,Never,0.43484,1540,3204,0.41767,0.45201
2011,17-29 y.,Direct migration background,At least once per week,0.11854,39,437,0.08819,0.14888
2011,17-29 y.,Direct migration background,At least once per month,0.10482,33,437,0.07606,0.13357
2011,17-29 y.,Direct migration background,Seldom,0.22090,85,437,0.18196,0.25984
2011,17-29 y.,Direct migration background,Never,0.52247,280,437,0.47558,0.56935
2011,17-29 y.,Indirect migration background,At least once per week,0.14410,88,523,0.11397,0.17422
2011,17-29 y.,Indirect migration background,At least once per month,0.12764,60,523,0.09902,0.15627
2011,17-29 y.,Indirect migration background,Seldom,0.21929,113,523,0.18380,0.25479
2011,17-29 y.,Indirect migration background,Never,0.40003,262,523,0.35800,0.44205
2011,30-45 y.,No migration background,At least once per week,0.11937,986,7818,0.11218,0.12656
2011,30-45 y.,No migration background,At least once per month,0.07909,556,7818,0.07311,0.08507
2011,30-45 y.,No migration background,Seldom,0.29338,2000,7818,0.28328,0.30347
2011,30-45 y.,No migration background,Never,0.50598,4276,7818,0.49489,0.51706
2011,30-45 y.,Direct migration background,At least once per week,0.07612,100,1490,0.06265,0.08959
2011,30-45 y.,Direct migration background,At least once per month,0.05925,75,1490,0.04726,0.07125
2011,30-45 y.,Direct migration background,Seldom,0.19650,278,1490,0.17631,0.21668
2011,30-45 y.,Direct migration background,Never,0.66448,1037,1490,0.64050,0.68847
2011,30-45 y.,Indirect migration background,At least once per week,0.08482,61,603,0.06256,0.10708
2011,30-45 y.,Indirect migration background,At least once per month,0.06279,42,603,0.04341,0.08216
2011,30-45 y.,Indirect migration background,Seldom,0.28646,139,603,0.25034,0.32257
2011,30-45 y.,Indirect migration background,Never,0.56256,361,603,0.52293,0.60219
2011,46-65 y.,No migration background,At least once per week,0.11156,962,8017,0.10467,0.11846
2011,46-65 y.,No migration background,At least once per month,0.06488,542,8017,0.05949,0.07028
2011,46-65 y.,No migration background,Seldom,0.25510,2125,8017,0.24555,0.26464
2011,46-65 y.,No migration background,Never,0.56103,4388,8017,0.55017,0.57190
2011,46-65 y.,Direct migration background,At least once per week,0.07099,63,945,0.05461,0.08737
2011,46-65 y.,Direct migration background,At least once per month,0.06422,50,945,0.04858,0.07985
2011,46-65 y.,Direct migration background,Seldom,0.18834,168,945,0.16340,0.21328
2011,46-65 y.,Direct migration background,Never,0.67339,664,945,0.64347,0.70331
2011,46-65 y.,Indirect migration background,Never,0.55436,61,61,0.42860,0.68013
2011,66 and older,No migration background,At least once per week,0.10289,500,4653,0.09416,0.11162
2011,66 and older,No migration background,At least once per month,0.04855,280,4653,0.04237,0.05473
2011,66 and older,No migration background,Seldom,0.18099,906,4653,0.16993,0.19206
2011,66 and older,No migration background,Never,0.64207,2967,4653,0.62830,0.65585
2011,66 and older,Direct migration background,Seldom,0.12649,57,365,0.09234,0.16064
2011,66 and older,Direct migration background,Never,0.74154,308,365,0.69656,0.78651
2013,17-29 y.,No migration background,At least once per week,0.21387,754,2803,0.19869,0.22906
