year,bula_h,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,At least once per month,0.11571,38,255,0.07637,0.15505
1990,Schleswig-Holstein,Seldom,0.27648,87,255,0.22147,0.33148
1990,Schleswig-Holstein,Never,0.33428,130,255,0.27626,0.39229
1990,Hamburg,Seldom,0.24834,46,120,0.17071,0.32597
1990,Hamburg,Never,0.39026,74,120,0.30261,0.47790
1990,Lower Saxony,At least once per week,0.11455,126,972,0.09452,0.13458
1990,Lower Saxony,At least once per month,0.10377,120,972,0.08459,0.12296
1990,Lower Saxony,Seldom,0.25422,291,972,0.22683,0.28161
1990,Lower Saxony,Never,0.37686,435,972,0.34638,0.40734
1990,Bremen,Never,0.46287,56,56,0.33109,0.59465
1990,North Rhine-Westphalia,At least once per week,0.10075,295,2540,0.08904,0.11246
1990,North Rhine-Westphalia,At least once per month,0.09055,256,2540,0.07939,0.10171
1990,North Rhine-Westphalia,Seldom,0.23897,689,2540,0.22238,0.25556
1990,North Rhine-Westphalia,Never,0.38701,1300,2540,0.36807,0.40596
1990,Hesse,At least once per week,0.07517,83,976,0.05862,0.09172
1990,Hesse,At least once per month,0.09746,98,976,0.07884,0.11607
1990,Hesse,Seldom,0.23827,230,976,0.21153,0.26502
1990,Hesse,Never,0.42747,565,976,0.39642,0.45853
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.11608,81,669,0.09179,0.14037
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.07163,54,669,0.05207,0.09118
1990,"Rhineland-Palatinate, Saarland",Seldom,0.18201,140,669,0.15275,0.21127
1990,"Rhineland-Palatinate, Saarland",Never,0.48433,394,669,0.44643,0.52223
1990,Baden-Wuerttemberg,At least once per week,0.11063,204,1779,0.09605,0.12521
1990,Baden-Wuerttemberg,At least once per month,0.11050,203,1779,0.09593,0.12507
1990,Baden-Wuerttemberg,Seldom,0.25144,502,1779,0.23127,0.27161
1990,Baden-Wuerttemberg,Never,0.33718,870,1779,0.31521,0.35916
1990,Bavaria,At least once per week,0.11024,205,1586,0.09482,0.12566
1990,Bavaria,At least once per month,0.11708,210,1586,0.10126,0.13291
1990,Bavaria,Seldom,0.24639,461,1586,0.22518,0.26761
1990,Bavaria,Never,0.35530,710,1586,0.33174,0.37886
1990,Berlin,At least once per week,0.06394,43,324,0.03726,0.09062
1990,Berlin,At least once per month,0.06964,38,324,0.04188,0.09740
1990,Berlin,Seldom,0.17431,92,324,0.13294,0.21569
1990,Berlin,Never,0.22057,151,324,0.17535,0.26579
1995,Schleswig-Holstein,At least once per week,0.11539,32,254,0.07602,0.15476
1995,Schleswig-Holstein,Seldom,0.25057,87,254,0.19718,0.30397
1995,Schleswig-Holstein,Never,0.33415,135,254,0.27602,0.39227
1995,Hamburg,Never,0.45185,71,71,0.33526,0.56844
1995,Lower Saxony,At least once per week,0.10149,116,1042,0.08315,0.11984
1995,Lower Saxony,At least once per month,0.08339,104,1042,0.06659,0.10018
1995,Lower Saxony,Seldom,0.25256,301,1042,0.22616,0.27895
1995,Lower Saxony,Never,0.36983,521,1042,0.34050,0.39916
1995,Bremen,Never,0.48748,46,46,0.34143,0.63352
1995,North Rhine-Westphalia,At least once per week,0.10047,283,2569,0.08884,0.11209
1995,North Rhine-Westphalia,At least once per month,0.08390,220,2569,0.07318,0.09463
1995,North Rhine-Westphalia,Seldom,0.21841,688,2569,0.20243,0.23439
1995,North Rhine-Westphalia,Never,0.40972,1378,2569,0.39070,0.42874
1995,Hesse,At least once per week,0.09440,99,937,0.07567,0.11314
1995,Hesse,At least once per month,0.06243,77,937,0.04693,0.07792
1995,Hesse,Seldom,0.26110,233,937,0.23296,0.28924
1995,Hesse,Never,0.42178,528,937,0.39014,0.45341
1995,"Rhineland-Palatinate, Saarland",At least once per week,0.09378,75,709,0.07231,0.11525
1995,"Rhineland-Palatinate, Saarland",At least once per month,0.03992,41,709,0.02550,0.05434
1995,"Rhineland-Palatinate, Saarland",Seldom,0.16661,157,709,0.13917,0.19406
1995,"Rhineland-Palatinate, Saarland",Never,0.50044,436,709,0.46361,0.53728
1995,Baden-Wuerttemberg,At least once per week,0.10527,198,1782,0.09102,0.11952
1995,Baden-Wuerttemberg,At least once per month,0.06402,133,1782,0.05265,0.07539
1995,Baden-Wuerttemberg,Seldom,0.23918,486,1782,0.21937,0.25899
1995,Baden-Wuerttemberg,Never,0.39738,965,1782,0.37465,0.42011
1995,Bavaria,At least once per week,0.12854,258,1674,0.11251,0.14458
1995,Bavaria,At least once per month,0.08253,164,1674,0.06935,0.09572
1995,Bavaria,Seldom,0.23709,489,1674,0.21671,0.25747
1995,Bavaria,Never,0.36649,763,1674,0.34340,0.38958
1995,Berlin,At least once per week,0.13008,80,561,0.10222,0.15794
1995,Berlin,At least once per month,0.08590,58,561,0.06269,0.10911
1995,Berlin,Seldom,0.23364,161,561,0.19860,0.26869
1995,Berlin,Never,0.37146,262,561,0.33144,0.41148
1995,Brandenburg,At least once per week,0.07319,50,585,0.05207,0.09431
1995,Brandenburg,At least once per month,0.04442,33,585,0.02771,0.06113
1995,Brandenburg,Seldom,0.26697,197,585,0.23109,0.30285
1995,Brandenburg,Never,0.44069,305,585,0.40042,0.48096
1995,Mecklenburg-Western Pomerania,At least once per week,0.05161,31,386,0.02951,0.07371
1995,Mecklenburg-Western Pomerania,Seldom,0.29238,165,386,0.24694,0.33781
1995,Mecklenburg-Western Pomerania,Never,0.40248,190,386,0.35349,0.45146
1995,Saxony,At least once per week,0.06383,92,1092,0.04933,0.07834
1995,Saxony,At least once per month,0.05097,72,1092,0.03792,0.06403
1995,Saxony,Seldom,0.23941,342,1092,0.21409,0.26473
1995,Saxony,Never,0.46542,586,1092,0.43582,0.49502
1995,Saxony-Anhalt,At least once per week,0.03960,44,685,0.02498,0.05421
1995,Saxony-Anhalt,At least once per month,0.05167,49,685,0.03508,0.06826
1995,Saxony-Anhalt,Seldom,0.23573,210,685,0.20392,0.26754
1995,Saxony-Anhalt,Never,0.51645,382,685,0.47900,0.55390
1995,Thuringa,At least once per week,0.05331,43,648,0.03600,0.07062
1995,Thuringa,At least once per month,0.07214,60,648,0.05221,0.09208
1995,Thuringa,Seldom,0.22088,215,648,0.18891,0.25285
1995,Thuringa,Never,0.45507,330,648,0.41670,0.49344
1998,Schleswig-Holstein,At least once per week,0.11488,49,347,0.08128,0.14848
1998,Schleswig-Holstein,At least once per month,0.06381,31,347,0.03805,0.08956
1998,Schleswig-Holstein,Seldom,0.24018,105,347,0.19517,0.28519
1998,Schleswig-Holstein,Never,0.38793,162,347,0.33659,0.43928
1998,Hamburg,Seldom,0.20443,35,118,0.13135,0.27751
1998,Hamburg,Never,0.44925,83,118,0.35912,0.53939
1998,Lower Saxony,At least once per week,0.08998,125,1185,0.07368,0.10628
1998,Lower Saxony,At least once per month,0.08540,111,1185,0.06948,0.10132
1998,Lower Saxony,Seldom,0.20853,299,1185,0.18539,0.23167
1998,Lower Saxony,Never,0.41474,650,1185,0.38668,0.44281
1998,Bremen,Never,0.52339,53,53,0.38763,0.65914
1998,North Rhine-Westphalia,At least once per week,0.09185,287,2813,0.08118,0.10253
1998,North Rhine-Westphalia,At least once per month,0.06245,215,2813,0.05351,0.07140
1998,North Rhine-Westphalia,Seldom,0.22304,735,2813,0.20765,0.23843
1998,North Rhine-Westphalia,Never,0.43536,1576,2813,0.41704,0.45369
1998,Hesse,At least once per week,0.08642,98,933,0.06838,0.10446
1998,Hesse,At least once per month,0.05426,64,933,0.03972,0.06881
1998,Hesse,Seldom,0.22688,238,933,0.19999,0.25376
1998,Hesse,Never,0.44690,533,933,0.41498,0.47882
1998,"Rhineland-Palatinate, Saarland",At least once per week,0.08862,74,798,0.06889,0.10836
1998,"Rhineland-Palatinate, Saarland",At least once per month,0.06162,59,798,0.04492,0.07831
1998,"Rhineland-Palatinate, Saarland",Seldom,0.16241,169,798,0.13680,0.18801
1998,"Rhineland-Palatinate, Saarland",Never,0.50234,496,798,0.46763,0.53706
1998,Baden-Wuerttemberg,At least once per week,0.10023,183,1794,0.08633,0.11413
1998,Baden-Wuerttemberg,At least once per month,0.06207,125,1794,0.05091,0.07324
1998,Baden-Wuerttemberg,Seldom,0.21679,416,1794,0.19771,0.23586
1998,Baden-Wuerttemberg,Never,0.42296,1070,1794,0.40010,0.44583
1998,Bavaria,At least once per week,0.10561,225,1855,0.09162,0.11960
1998,Bavaria,At least once per month,0.08346,182,1855,0.07087,0.09605
1998,Bavaria,Seldom,0.21734,505,1855,0.19857,0.23612
1998,Bavaria,Never,0.41035,943,1855,0.38796,0.43275
1998,Berlin,At least once per week,0.09983,69,529,0.07426,0.12540
1998,Berlin,At least once per month,0.10901,64,529,0.08243,0.13560
1998,Berlin,Seldom,0.24138,156,529,0.20488,0.27788
1998,Berlin,Never,0.37937,240,529,0.33798,0.42076
1998,Brandenburg,At least once per week,0.07636,54,619,0.05542,0.09730
1998,Brandenburg,At least once per month,0.07247,54,619,0.05203,0.09291
1998,Brandenburg,Seldom,0.20059,167,619,0.16901,0.23216
1998,Brandenburg,Never,0.49528,344,619,0.45586,0.53470
