year,pgisced97,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,At least once per week,0.36510,58,146,0.28673,0.44347
1990,Pre-primary Level,Seldom,0.26806,44,146,0.19596,0.34016
1990,Pre-primary Level,Never,0.18581,44,146,0.12250,0.24913
1990,Primary Level,Seldom,0.11806,78,584,0.09186,0.14425
1990,Primary Level,Never,0.74697,506,584,0.71168,0.78226
1990,Lower Secondary Level,At least once per week,0.07343,203,2449,0.06310,0.08377
1990,Lower Secondary Level,At least once per month,0.06853,193,2449,0.05852,0.07853
1990,Lower Secondary Level,Seldom,0.19078,502,2449,0.17522,0.20635
1990,Lower Secondary Level,Never,0.54172,1551,2449,0.52198,0.56146
1990,Upper Secondary Level,At least once per week,0.08926,513,4518,0.08095,0.09758
1990,Upper Secondary Level,At least once per month,0.10178,555,4518,0.09296,0.11059
1990,Upper Secondary Level,Seldom,0.24923,1394,4518,0.23662,0.26184
1990,Upper Secondary Level,Never,0.34630,2056,4518,0.33242,0.36017
1990,Post-secondary Non-tertiary Level,At least once per week,0.17373,46,289,0.12997,0.21748
1990,Post-secondary Non-tertiary Level,At least once per month,0.16041,45,289,0.11802,0.20279
1990,Post-secondary Non-tertiary Level,Seldom,0.24827,83,289,0.19838,0.29816
1990,Post-secondary Non-tertiary Level,Never,0.29216,115,289,0.23964,0.34469
1990,First Stage of Tertiary Education,At least once per week,0.13107,79,512,0.10181,0.16033
1990,First Stage of Tertiary Education,At least once per month,0.11836,79,512,0.09035,0.14636
1990,First Stage of Tertiary Education,Seldom,0.28178,185,512,0.24278,0.32079
1990,First Stage of Tertiary Education,Never,0.28217,169,512,0.24315,0.32120
1990,Second Stage of Tertiary Education,At least once per week,0.15073,164,693,0.12407,0.17739
1990,Second Stage of Tertiary Education,At least once per month,0.11924,134,693,0.09510,0.14339
1990,Second Stage of Tertiary Education,Seldom,0.22108,237,693,0.19016,0.25199
1990,Second Stage of Tertiary Education,Never,0.13409,158,693,0.10870,0.15948
1995,Pre-primary Level,At least once per week,0.39888,101,262,0.33947,0.45828
1995,Pre-primary Level,Seldom,0.22346,71,262,0.17292,0.27400
1995,Pre-primary Level,Never,0.29259,90,262,0.23739,0.34778
1995,Primary Level,Seldom,0.11543,61,508,0.08762,0.14325
1995,Primary Level,Never,0.80955,447,508,0.77537,0.84373
1995,Lower Secondary Level,At least once per week,0.08584,198,2476,0.07481,0.09688
1995,Lower Secondary Level,At least once per month,0.05295,151,2476,0.04412,0.06177
1995,Lower Secondary Level,Seldom,0.19324,464,2476,0.17768,0.20879
1995,Lower Secondary Level,Never,0.66130,1663,2476,0.64265,0.67994
1995,Upper Secondary Level,At least once per week,0.10291,635,6678,0.09562,0.11019
1995,Upper Secondary Level,At least once per month,0.08132,523,6678,0.07477,0.08788
1995,Upper Secondary Level,Seldom,0.30472,2051,6678,0.29368,0.31576
1995,Upper Secondary Level,Never,0.50183,3469,6678,0.48984,0.51383
1995,Post-secondary Non-tertiary Level,At least once per week,0.20135,69,467,0.16494,0.23776
1995,Post-secondary Non-tertiary Level,At least once per month,0.09635,42,467,0.06956,0.12314
1995,Post-secondary Non-tertiary Level,Seldom,0.31297,163,467,0.27086,0.35507
1995,Post-secondary Non-tertiary Level,Never,0.38441,193,467,0.34024,0.42858
1995,First Stage of Tertiary Education,At least once per week,0.12344,90,753,0.09993,0.14695
1995,First Stage of Tertiary Education,At least once per month,0.12681,85,753,0.10303,0.15059
1995,First Stage of Tertiary Education,Seldom,0.33939,270,753,0.30555,0.37323
1995,First Stage of Tertiary Education,Never,0.40826,308,753,0.37313,0.44339
1995,Second Stage of Tertiary Education,At least once per week,0.19307,295,1749,0.17456,0.21157
1995,Second Stage of Tertiary Education,At least once per month,0.15048,237,1749,0.13372,0.16724
1995,Second Stage of Tertiary Education,Seldom,0.33730,650,1749,0.31514,0.35946
1995,Second Stage of Tertiary Education,Never,0.31488,567,1749,0.29311,0.33666
1998,Pre-primary Level,At least once per week,0.31388,93,329,0.26366,0.36410
1998,Pre-primary Level,At least once per month,0.11005,37,329,0.07618,0.14392
1998,Pre-primary Level,Seldom,0.26849,88,329,0.22053,0.31645
1998,Pre-primary Level,Never,0.29740,111,329,0.24793,0.34687
1998,Primary Level,Never,0.85506,396,396,0.82035,0.88978
1998,Lower Secondary Level,At least once per week,0.08220,188,2509,0.07145,0.09295
1998,Lower Secondary Level,At least once per month,0.05491,142,2509,0.04599,0.06383
1998,Lower Secondary Level,Seldom,0.16751,435,2509,0.15290,0.18213
1998,Lower Secondary Level,Never,0.67930,1744,2509,0.66103,0.69756
1998,Upper Secondary Level,At least once per week,0.09234,606,6971,0.08555,0.09914
1998,Upper Secondary Level,At least once per month,0.07678,527,6971,0.07053,0.08303
1998,Upper Secondary Level,Seldom,0.28302,1971,6971,0.27244,0.29359
1998,Upper Secondary Level,Never,0.53622,3867,6971,0.52451,0.54793
1998,Post-secondary Non-tertiary Level,At least once per week,0.15045,65,501,0.11911,0.18179
1998,Post-secondary Non-tertiary Level,At least once per month,0.11939,58,501,0.09097,0.14781
1998,Post-secondary Non-tertiary Level,Seldom,0.31878,167,501,0.27793,0.35963
1998,Post-secondary Non-tertiary Level,Never,0.40514,211,501,0.36211,0.44817
1998,First Stage of Tertiary Education,At least once per week,0.10993,89,813,0.08842,0.13145
1998,First Stage of Tertiary Education,At least once per month,0.09758,70,813,0.07717,0.11799
1998,First Stage of Tertiary Education,Seldom,0.34205,285,813,0.30942,0.37468
1998,First Stage of Tertiary Education,Never,0.44009,369,813,0.40594,0.47423
1998,Second Stage of Tertiary Education,At least once per week,0.18269,313,1955,0.16556,0.19982
1998,Second Stage of Tertiary Education,At least once per month,0.13562,259,1955,0.12043,0.15080
1998,Second Stage of Tertiary Education,Seldom,0.32481,683,1955,0.30405,0.34557
1998,Second Stage of Tertiary Education,Never,0.34913,700,1955,0.32799,0.37026
2001,Pre-primary Level,At least once per week,0.23377,137,535,0.19788,0.26967
