year,quintil_oecd,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,2nd Quintile,At least once per month,0.04479,204,3520,0.03796,0.05163
2007,2nd Quintile,Seldom,0.16591,778,3520,0.15362,0.17820
2007,2nd Quintile,Never,0.51298,2264,3520,0.49647,0.52950
2007,3rd Quintile,At least once per week,0.07887,393,3818,0.07032,0.08742
2007,3rd Quintile,At least once per month,0.05309,264,3818,0.04597,0.06020
2007,3rd Quintile,Seldom,0.20634,1003,3818,0.19350,0.21918
2007,3rd Quintile,Never,0.47928,2158,3818,0.46343,0.49513
2007,4th Quintile,At least once per week,0.08338,473,4284,0.07510,0.09166
2007,4th Quintile,At least once per month,0.06789,377,4284,0.06036,0.07543
2007,4th Quintile,Seldom,0.24643,1250,4284,0.23353,0.25934
2007,4th Quintile,Never,0.44350,2184,4284,0.42862,0.45837
2007,5th Quintile,At least once per week,0.12162,776,5548,0.11302,0.13023
2007,5th Quintile,At least once per month,0.08773,600,5548,0.08028,0.09517
2007,5th Quintile,Seldom,0.26498,1705,5548,0.25337,0.27659
2007,5th Quintile,Never,0.41352,2467,5548,0.40056,0.42648
2008,1st Quintile,At least once per week,0.07182,277,3001,0.06258,0.08106
2008,1st Quintile,At least once per month,0.04946,190,3001,0.04170,0.05722
2008,1st Quintile,Seldom,0.14249,528,3001,0.12998,0.15500
2008,1st Quintile,Never,0.53178,2006,3001,0.51392,0.54964
2008,2nd Quintile,At least once per week,0.08451,379,3343,0.07508,0.09394
2008,2nd Quintile,At least once per month,0.05353,209,3343,0.04590,0.06116
2008,2nd Quintile,Seldom,0.17431,735,3343,0.16145,0.18717
2008,2nd Quintile,Never,0.49357,2020,3343,0.47662,0.51052
2008,3rd Quintile,At least once per week,0.10518,477,3750,0.09536,0.11500
2008,3rd Quintile,At least once per month,0.06326,302,3750,0.05547,0.07105
2008,3rd Quintile,Seldom,0.20751,962,3750,0.19453,0.22049
2008,3rd Quintile,Never,0.45028,2009,3750,0.43435,0.46620
2008,4th Quintile,At least once per week,0.10796,536,3920,0.09824,0.11767
2008,4th Quintile,At least once per month,0.08695,392,3920,0.07813,0.09577
2008,4th Quintile,Seldom,0.25099,1131,3920,0.23742,0.26457
2008,4th Quintile,Never,0.40967,1861,3920,0.39428,0.42507
2008,5th Quintile,At least once per week,0.15718,945,5215,0.14730,0.16706
2008,5th Quintile,At least once per month,0.10391,650,5215,0.09563,0.11219
2008,5th Quintile,Seldom,0.26662,1569,5215,0.25461,0.27862
2008,5th Quintile,Never,0.36297,2051,5215,0.34992,0.37602
2009,1st Quintile,At least once per week,0.06168,215,2843,0.05283,0.07052
2009,1st Quintile,At least once per month,0.04466,164,2843,0.03707,0.05226
2009,1st Quintile,Seldom,0.14899,533,2843,0.13590,0.16209
2009,1st Quintile,Never,0.54644,1931,2843,0.52814,0.56475
2009,2nd Quintile,At least once per week,0.07225,268,3136,0.06319,0.08132
2009,2nd Quintile,At least once per month,0.05165,185,3136,0.04390,0.05940
2009,2nd Quintile,Seldom,0.18806,756,3136,0.17438,0.20174
2009,2nd Quintile,Never,0.48539,1927,3136,0.46790,0.50289
2009,3rd Quintile,At least once per week,0.08527,351,3401,0.07589,0.09466
2009,3rd Quintile,At least once per month,0.06511,249,3401,0.05682,0.07341
2009,3rd Quintile,Seldom,0.22379,942,3401,0.20978,0.23780
2009,3rd Quintile,Never,0.45899,1859,3401,0.44224,0.47574
2009,4th Quintile,At least once per week,0.09715,454,3707,0.08761,0.10669
2009,4th Quintile,At least once per month,0.07550,314,3707,0.06699,0.08401
2009,4th Quintile,Seldom,0.25934,1142,3707,0.24523,0.27345
2009,4th Quintile,Never,0.41452,1797,3707,0.39866,0.43038
2009,5th Quintile,At least once per week,0.11630,689,4758,0.10719,0.12541
2009,5th Quintile,At least once per month,0.08619,468,4758,0.07822,0.09417
2009,5th Quintile,Seldom,0.30558,1562,4758,0.29249,0.31867
2009,5th Quintile,Never,0.37523,2039,4758,0.36147,0.38899
2011,1st Quintile,At least once per week,0.05754,338,4502,0.05073,0.06434
2011,1st Quintile,At least once per month,0.04075,226,4502,0.03498,0.04653
2011,1st Quintile,Seldom,0.14849,805,4502,0.13810,0.15888
2011,1st Quintile,Never,0.56308,3133,4502,0.54859,0.57757
2011,2nd Quintile,At least once per week,0.07483,422,4404,0.06706,0.08260
2011,2nd Quintile,At least once per month,0.04892,273,4404,0.04254,0.05529
2011,2nd Quintile,Seldom,0.17690,957,4404,0.16563,0.18817
2011,2nd Quintile,Never,0.50800,2752,4404,0.49323,0.52276
2011,3rd Quintile,At least once per week,0.08480,467,4073,0.07625,0.09336
2011,3rd Quintile,At least once per month,0.06073,286,4073,0.05339,0.06806
2011,3rd Quintile,Seldom,0.22861,1074,4073,0.21571,0.24151
2011,3rd Quintile,Never,0.45798,2246,4073,0.44267,0.47328
2011,4th Quintile,At least once per week,0.10472,531,4006,0.09524,0.11420
2011,4th Quintile,At least once per month,0.05942,314,4006,0.05210,0.06675
2011,4th Quintile,Seldom,0.24920,1183,4006,0.23581,0.26260
2011,4th Quintile,Never,0.42974,1978,4006,0.41441,0.44507
2011,5th Quintile,At least once per week,0.12932,744,4765,0.11979,0.13885
2011,5th Quintile,At least once per month,0.09307,472,4765,0.08482,0.10132
2011,5th Quintile,Seldom,0.29790,1551,4765,0.28491,0.31089
2011,5th Quintile,Never,0.36027,1998,4765,0.34664,0.37390
2013,1st Quintile,At least once per week,0.10786,774,5115,0.09936,0.11636
2013,1st Quintile,At least once per month,0.05900,396,5115,0.05254,0.06546
2013,1st Quintile,Seldom,0.16106,1079,5115,0.15099,0.17114
2013,1st Quintile,Never,0.46808,2866,5115,0.45440,0.48176
2013,2nd Quintile,At least once per week,0.10115,787,5138,0.09291,0.10940
2013,2nd Quintile,At least once per month,0.06732,425,5138,0.06047,0.07417
2013,2nd Quintile,Seldom,0.19132,1226,5138,0.18056,0.20208
2013,2nd Quintile,Never,0.46231,2700,5138,0.44868,0.47595
2013,3rd Quintile,At least once per week,0.11609,825,4879,0.10710,0.12508
2013,3rd Quintile,At least once per month,0.07843,493,4879,0.07088,0.08597
2013,3rd Quintile,Seldom,0.23540,1332,4879,0.22349,0.24730
2013,3rd Quintile,Never,0.39984,2229,4879,0.38609,0.41359
2013,4th Quintile,At least once per week,0.14521,924,4847,0.13529,0.15513
2013,4th Quintile,At least once per month,0.09268,540,4847,0.08451,0.10084
2013,4th Quintile,Seldom,0.24408,1376,4847,0.23199,0.25618
2013,4th Quintile,Never,0.37448,2007,4847,0.36085,0.38811
2013,5th Quintile,At least once per week,0.18344,1184,5423,0.17314,0.19374
2013,5th Quintile,At least once per month,0.11306,720,5423,0.10463,0.12149
2013,5th Quintile,Seldom,0.26652,1587,5423,0.25475,0.27829
2013,5th Quintile,Never,0.32440,1932,5423,0.31194,0.33687
2015,1st Quintile,At least once per week,0.08103,479,5034,0.07349,0.08857
2015,1st Quintile,At least once per month,0.04785,300,5034,0.04195,0.05375
2015,1st Quintile,Seldom,0.13127,851,5034,0.12194,0.14060
2015,1st Quintile,Never,0.53722,3404,5034,0.52344,0.55099
2015,2nd Quintile,At least once per week,0.08446,580,5277,0.07696,0.09196
2015,2nd Quintile,At least once per month,0.05133,326,5277,0.04537,0.05728
2015,2nd Quintile,Seldom,0.16145,1104,5277,0.15152,0.17137
2015,2nd Quintile,Never,0.52741,3267,5277,0.51394,0.54088
2015,3rd Quintile,At least once per week,0.08480,568,4873,0.07698,0.09263
2015,3rd Quintile,At least once per month,0.06537,370,4873,0.05843,0.07231
2015,3rd Quintile,Seldom,0.19332,1164,4873,0.18223,0.20441
2015,3rd Quintile,Never,0.48982,2771,4873,0.47578,0.50385
2015,4th Quintile,At least once per week,0.12119,690,4762,0.11192,0.13046
2015,4th Quintile,At least once per month,0.07563,427,4762,0.06812,0.08314
2015,4th Quintile,Seldom,0.22171,1242,4762,0.20991,0.23351
2015,4th Quintile,Never,0.44118,2403,4762,0.42708,0.45529
2015,5th Quintile,At least once per week,0.15137,837,5093,0.14152,0.16121
2015,5th Quintile,At least once per month,0.06372,433,5093,0.05701,0.07043
2015,5th Quintile,Seldom,0.26905,1510,5093,0.25687,0.28123
2015,5th Quintile,Never,0.40910,2313,5093,0.39559,0.42260
2017,1st Quintile,At least once per week,0.09212,674,6162,0.08490,0.09934
2017,1st Quintile,At least once per month,0.05406,390,6162,0.04841,0.05970
2017,1st Quintile,Seldom,0.14650,1113,6162,0.13767,0.15533
2017,1st Quintile,Never,0.48343,3985,6162,0.47095,0.49591
2017,2nd Quintile,At least once per week,0.08563,544,4928,0.07782,0.09345
2017,2nd Quintile,At least once per month,0.05892,327,4928,0.05234,0.06549
2017,2nd Quintile,Seldom,0.17872,1112,4928,0.16802,0.18942
2017,2nd Quintile,Never,0.50389,2945,4928,0.48993,0.51785
2017,3rd Quintile,At least once per week,0.10257,583,4423,0.09363,0.11151
2017,3rd Quintile,At least once per month,0.07331,354,4423,0.06563,0.08099
2017,3rd Quintile,Seldom,0.20844,1113,4423,0.19647,0.22042
2017,3rd Quintile,Never,0.44810,2373,4423,0.43344,0.46276
2017,4th Quintile,At least once per week,0.12116,604,4328,0.11144,0.13088
2017,4th Quintile,At least once per month,0.06760,389,4328,0.06012,0.07508
2017,4th Quintile,Seldom,0.25434,1283,4328,0.24137,0.26732
2017,4th Quintile,Never,0.42966,2052,4328,0.41491,0.44441
2017,5th Quintile,At least once per week,0.13720,777,4536,0.12719,0.14722
2017,5th Quintile,At least once per month,0.08598,472,4536,0.07782,0.09413
2017,5th Quintile,Seldom,0.26645,1349,4536,0.25358,0.27932
2017,5th Quintile,Never,0.39671,1938,4536,0.38247,0.41095
2018,1st Quintile,At least once per week,0.00258,174,2404,0.00055,0.00461
2018,1st Quintile,At least once per month,0.00159,164,2404,-0.00000,0.00318
2018,1st Quintile,Seldom,0.00380,430,2404,0.00134,0.00626
2018,1st Quintile,Never,0.01455,1636,2404,0.00976,0.01934
2018,2nd Quintile,Seldom,0.00036,31,169,-0.00250,0.00321
2018,2nd Quintile,Never,0.00116,138,169,-0.00399,0.00632
2018,3rd Quintile,Never,0.00043,55,55,-0.00510,0.00596
2019,1st Quintile,At least once per week,0.12641,877,7013,0.11863,0.13418
2019,1st Quintile,At least once per month,0.06124,543,7013,0.05562,0.06685
2019,1st Quintile,Seldom,0.15695,1228,7013,0.14844,0.16547
2019,1st Quintile,Never,0.43956,4365,7013,0.42794,0.45118
2019,2nd Quintile,At least once per week,0.12083,755,4918,0.11172,0.12994
2019,2nd Quintile,At least once per month,0.05358,396,4918,0.04729,0.05988
2019,2nd Quintile,Seldom,0.17525,1040,4918,0.16462,0.18587
2019,2nd Quintile,Never,0.46752,2727,4918,0.45358,0.48147
2019,3rd Quintile,At least once per week,0.12948,760,4511,0.11968,0.13928
2019,3rd Quintile,At least once per month,0.07931,404,4511,0.07142,0.08719
2019,3rd Quintile,Seldom,0.20869,1132,4511,0.19682,0.22055
2019,3rd Quintile,Never,0.41859,2215,4511,0.40419,0.43299
2019,4th Quintile,At least once per week,0.14675,789,4262,0.13612,0.15737
2019,4th Quintile,At least once per month,0.08189,427,4262,0.07366,0.09013
2019,4th Quintile,Seldom,0.22744,1107,4262,0.21485,0.24003
2019,4th Quintile,Never,0.39749,1939,4262,0.38280,0.41219
2019,5th Quintile,At least once per week,0.18360,1010,4778,0.17262,0.19457
2019,5th Quintile,At least once per month,0.09537,563,4778,0.08704,0.10370
2019,5th Quintile,Seldom,0.24697,1335,4778,0.23474,0.25920
2019,5th Quintile,Never,0.37158,1870,4778,0.35788,0.38528
2021,1st Quintile,At least once per week,0.14081,634,3186,0.12873,0.15289
2021,1st Quintile,At least once per month,0.07241,331,3186,0.06341,0.08141
2021,1st Quintile,Seldom,0.15498,625,3186,0.14241,0.16755
2021,1st Quintile,Never,0.39505,1596,3186,0.37807,0.41203
2021,2nd Quintile,At least once per week,0.14153,651,3387,0.12979,0.15327
2021,2nd Quintile,At least once per month,0.07548,349,3387,0.06658,0.08438
2021,2nd Quintile,Seldom,0.18842,767,3387,0.17525,0.20159
2021,2nd Quintile,Never,0.40355,1620,3387,0.38702,0.42007
2021,3rd Quintile,At least once per week,0.14964,607,3006,0.13689,0.16240
2021,3rd Quintile,At least once per month,0.09738,397,3006,0.08678,0.10798
2021,3rd Quintile,Seldom,0.19307,679,3006,0.17895,0.20718
2021,3rd Quintile,Never,0.37791,1323,3006,0.36057,0.39525
2021,4th Quintile,At least once per week,0.16397,700,3242,0.15122,0.17672
2021,4th Quintile,At least once per month,0.10515,421,3242,0.09459,0.11571
2021,4th Quintile,Seldom,0.23402,841,3242,0.21944,0.24859
2021,4th Quintile,Never,0.35688,1280,3242,0.34038,0.37337
2021,5th Quintile,At least once per week,0.18070,974,4303,0.16920,0.19219
2021,5th Quintile,At least once per month,0.12748,659,4303,0.11752,0.13745
2021,5th Quintile,Seldom,0.23654,1145,4303,0.22384,0.24924
2021,5th Quintile,Never,0.33281,1525,4303,0.31873,0.34689
