"plh0038","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","354","0.617249989726681","0.577312560211589","0.657187419241773"
"Grosse Sorgen","1984","16-34 Jahre alt","(noch) kein Abschluss","246","0.497396743995572","0.454422273223546","0.540371214767599"
"Grosse Sorgen","1984","16-34 Jahre alt","AkademikerInnen","150","0.626347352449295","0.565770500005576","0.686924204893013"
"Grosse Sorgen","1984","16-34 Jahre alt","Hauptschulabschluss","1095","0.508937188691018","0.488066205318785","0.529808172063251"
"Grosse Sorgen","1984","16-34 Jahre alt","Realschulabschluss","548","0.553637498214323","0.522841970360857","0.58443302606779"
"Grosse Sorgen","1984","35-65 Jahre alt","(Fach-)Abitur","147","0.627619794374558","0.567452032005193","0.687787556743924"
"Grosse Sorgen","1984","35-65 Jahre alt","(noch) kein Abschluss","306","0.43254549531628","0.39704137858197","0.46804961205059"
"Grosse Sorgen","1984","35-65 Jahre alt","AkademikerInnen","265","0.540270299836356","0.495545775618183","0.584994824054529"
"Grosse Sorgen","1984","35-65 Jahre alt","Hauptschulabschluss","2081","0.522534097749666","0.507145112347122","0.53792308315221"
"Grosse Sorgen","1984","35-65 Jahre alt","Realschulabschluss","394","0.564405068689062","0.527647534945786","0.601162602432339"
"Grosse Sorgen","1984","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1984","66 und älter","AkademikerInnen","34","0.517172186769276","0.393778898868376","0.640565474670176"
"Grosse Sorgen","1984","66 und älter","Hauptschulabschluss","510","0.526943507611751","0.495426272845867","0.558460742377636"
"Grosse Sorgen","1984","66 und älter","Realschulabschluss","97","0.542125360823788","0.468519073276812","0.615731648370763"
"Einige Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","176","0.324331890313879","0.285867974520589","0.36279580610717"
"Einige Sorgen","1984","16-34 Jahre alt","(noch) kein Abschluss","177","0.360951472056396","0.319671656584112","0.402231287528681"
"Einige Sorgen","1984","16-34 Jahre alt","AkademikerInnen","78","0.310149008429947","0.252229096371274","0.368068920488619"
"Einige Sorgen","1984","16-34 Jahre alt","Hauptschulabschluss","841","0.38155030800363","0.361270194143954","0.401830421863306"
"Einige Sorgen","1984","16-34 Jahre alt","Realschulabschluss","369","0.366627875591157","0.336775887051618","0.396479864130696"
"Einige Sorgen","1984","35-65 Jahre alt","(Fach-)Abitur","77","0.285225516662219","0.229030091868664","0.341420941455775"
"Einige Sorgen","1984","35-65 Jahre alt","(noch) kein Abschluss","262","0.322366017654141","0.288871825482111","0.355860209826172"
"Einige Sorgen","1984","35-65 Jahre alt","AkademikerInnen","176","0.377586738856385","0.334081987922754","0.421091489790016"
"Einige Sorgen","1984","35-65 Jahre alt","Hauptschulabschluss","1547","0.389637207651626","0.374612510542903","0.404661904760348"
"Einige Sorgen","1984","35-65 Jahre alt","Realschulabschluss","251","0.355450176453932","0.319966622022784","0.390933730885079"
"Einige Sorgen","1984","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1984","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1984","66 und älter","Hauptschulabschluss","351","0.365546847080721","0.335146336673068","0.395947357488374"
"Einige Sorgen","1984","66 und älter","Realschulabschluss","60","0.345744360095836","0.275478713526859","0.416010006664812"
"Keine Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","39","0.0584181199594391","0.0391475396958336","0.0776887002230445"
