"plh0038","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","16-34 Jahre alt","Schleswig-Holstein","69","0.530866026815839","0.447300199677403","0.614431853954276"
"Grosse Sorgen","1984","16-34 Jahre alt","Hamburg","64","0.56210679121375","0.470224334051119","0.653989248376381"
"Grosse Sorgen","1984","16-34 Jahre alt","Niedersachsen","243","0.55676629447885","0.510454691468278","0.603077897489423"
"Grosse Sorgen","1984","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Nordrhein-Westfalen","662","0.541958841598711","0.514578432015693","0.56933925118173"
"Grosse Sorgen","1984","16-34 Jahre alt","Hessen","298","0.589213766231978","0.546557579978876","0.63186995248508"
"Grosse Sorgen","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","167","0.524768512794813","0.46962057179253","0.579916453797095"
"Grosse Sorgen","1984","16-34 Jahre alt","Baden-Wuerttemberg","368","0.441680040884257","0.408237301089413","0.4751227806791"
"Grosse Sorgen","1984","16-34 Jahre alt","Bayern","425","0.575360185906694","0.540125739545625","0.610594632267762"
"Grosse Sorgen","1984","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Berlin","84","0.624780061850166","0.543997972335614","0.705562151364718"
"Grosse Sorgen","1984","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1984","16-34 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1984","35-65 Jahre alt","Schleswig-Holstein","91","0.437678538250026","0.369601137983349","0.505755938516703"
"Grosse Sorgen","1984","35-65 Jahre alt","Hamburg","93","0.670841287879633","0.595891193062812","0.745791382696453"
"Grosse Sorgen","1984","35-65 Jahre alt","Niedersachsen","290","0.475469299815743","0.436285865997039","0.514652733634447"
"Grosse Sorgen","1984","35-65 Jahre alt","Bremen","43","0.629946738949826","0.514336919333795","0.745556558565858"
