"plh0038","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","1984","16-34 J.","West","2391","0.542384002302463","0.527887349541717","0.556880655063209"
"Große Sorgen","1984","16-34 J.","Ost","","","",""
"Große Sorgen","1984","35-65 J.","West","3209","0.531310344286701","0.518926878010936","0.543693810562466"
"Große Sorgen","1984","35-65 J.","Ost","","","",""
"Große Sorgen","1984","66 und älter","West","666","0.525936832729804","0.498333256443407","0.5535404090162"
"Große Sorgen","1984","66 und älter","Ost","","","",""
"Einige Sorgen","1984","16-34 J.","West","1642","0.363424107647029","0.349428374235638","0.37741984105842"
"Einige Sorgen","1984","16-34 J.","Ost","","","",""
"Einige Sorgen","1984","35-65 J.","West","2321","0.378590739913431","0.366554266531177","0.390627213295685"
"Einige Sorgen","1984","35-65 J.","Ost","","","",""
"Einige Sorgen","1984","66 und älter","West","446","0.359104242152143","0.332583576619919","0.385624907684367"
"Einige Sorgen","1984","66 und älter","Ost","","","",""
"Keine Sorgen","1984","16-34 J.","West","504","0.0941918900505081","0.0856924843563054","0.102691295744711"
"Keine Sorgen","1984","16-34 J.","Ost","","","",""
"Keine Sorgen","1984","35-65 J.","West","708","0.0900989157998682","0.0829936180885264","0.09720421351121"
"Keine Sorgen","1984","35-65 J.","Ost","","","",""
"Keine Sorgen","1984","66 und älter","West","145","0.114958925118053","0.0973256285096465","0.13259222172646"
"Keine Sorgen","1984","66 und älter","Ost","","","",""
"Große Sorgen","1985","16-34 J.","West","1998","0.486369021897593","0.471108993522405","0.501629050272781"
"Große Sorgen","1985","16-34 J.","Ost","","","",""
"Große Sorgen","1985","35-65 J.","West","2769","0.491427475130308","0.478435521522986","0.504419428737631"
"Große Sorgen","1985","35-65 J.","Ost","","","",""
"Große Sorgen","1985","66 und älter","West","527","0.492768747538426","0.462979533779409","0.522557961297443"
"Große Sorgen","1985","66 und älter","Ost","","","",""
"Einige Sorgen","1985","16-34 J.","West","1617","0.40560016253726","0.390609004417021","0.420591320657498"
"Einige Sorgen","1985","16-34 J.","Ost","","","",""
"Einige Sorgen","1985","35-65 J.","West","2291","0.412596475275446","0.399802682029147","0.425390268521744"
"Einige Sorgen","1985","35-65 J.","Ost","","","",""
"Einige Sorgen","1985","66 und älter","West","410","0.378258203460842","0.349362473483763","0.407153933437922"
"Einige Sorgen","1985","66 und älter","Ost","","","",""
"Keine Sorgen","1985","16-34 J.","West","506","0.108030815565148","0.0985532775193519","0.117508353610944"
"Keine Sorgen","1985","16-34 J.","Ost","","","",""
"Keine Sorgen","1985","35-65 J.","West","628","0.095976049594246","0.0883211464417201","0.103630952746772"
"Keine Sorgen","1985","35-65 J.","Ost","","","",""
"Keine Sorgen","1985","66 und älter","West","145","0.128973049000732","0.109002052268735","0.148944045732729"
"Keine Sorgen","1985","66 und älter","Ost","","","",""
"Große Sorgen","1986","16-34 J.","West","1873","0.462066711750694","0.446708367772052","0.477425055729335"
"Große Sorgen","1986","16-34 J.","Ost","","","",""
"Große Sorgen","1986","35-65 J.","West","2459","0.454233028562959","0.440972777621014","0.467493279504903"
"Große Sorgen","1986","35-65 J.","Ost","","","",""
"Große Sorgen","1986","66 und älter","West","443","0.436176277509953","0.405772654680948","0.466579900338958"
"Große Sorgen","1986","66 und älter","Ost","","","",""
"Einige Sorgen","1986","16-34 J.","West","1658","0.417698791249362","0.402506149601489","0.432891432897235"
"Einige Sorgen","1986","16-34 J.","Ost","","","",""
"Einige Sorgen","1986","35-65 J.","West","2281","0.433424781282916","0.420227197732446","0.446622364833386"
"Einige Sorgen","1986","35-65 J.","Ost","","","",""
"Einige Sorgen","1986","66 und älter","West","421","0.41389936439982","0.383702898390195","0.444095830409446"
"Einige Sorgen","1986","66 und älter","Ost","","","",""
"Keine Sorgen","1986","16-34 J.","West","517","0.120234496999944","0.110215463036219","0.130253530963669"
"Keine Sorgen","1986","16-34 J.","Ost","","","",""
"Keine Sorgen","1986","35-65 J.","West","676","0.112342190154125","0.103932054603817","0.120752325704434"
"Keine Sorgen","1986","35-65 J.","Ost","","","",""
"Keine Sorgen","1986","66 und älter","West","158","0.149924358090227","0.128037293064909","0.171811423115544"
"Keine Sorgen","1986","66 und älter","Ost","","","",""
"Große Sorgen","1987","16-34 J.","West","1732","0.450521865207013","0.435072111141759","0.465971619272267"
"Große Sorgen","1987","16-34 J.","Ost","","","",""
"Große Sorgen","1987","35-65 J.","West","2344","0.456625826122437","0.443225592628272","0.470026059616602"
"Große Sorgen","1987","35-65 J.","Ost","","","",""
"Große Sorgen","1987","66 und älter","West","509","0.498021918702205","0.467721484325536","0.528322353078873"
"Große Sorgen","1987","66 und älter","Ost","","","",""
"Einige Sorgen","1987","16-34 J.","West","1771","0.441297065904354","0.425878484353434","0.456715647455274"
"Einige Sorgen","1987","16-34 J.","Ost","","","",""
"Einige Sorgen","1987","35-65 J.","West","2330","0.440959768032932","0.42760293031646","0.454316605749404"
"Einige Sorgen","1987","35-65 J.","Ost","","","",""
"Einige Sorgen","1987","66 und älter","West","374","0.352182202530056","0.323235947178959","0.381128457881152"
"Einige Sorgen","1987","66 und älter","Ost","","","",""
"Keine Sorgen","1987","16-34 J.","West","481","0.108181068888633","0.0985360650728365","0.117826072704429"
"Keine Sorgen","1987","16-34 J.","Ost","","","",""
"Keine Sorgen","1987","35-65 J.","West","634","0.102414405844631","0.0942579573952939","0.110570854293968"
"Keine Sorgen","1987","35-65 J.","Ost","","","",""
"Keine Sorgen","1987","66 und älter","West","163","0.149795878767739","0.128169003065389","0.17142275447009"
"Keine Sorgen","1987","66 und älter","Ost","","","",""
"Große Sorgen","1988","16-34 J.","West","1536","0.401183180185072","0.38561979891874","0.416746561451405"
"Große Sorgen","1988","16-34 J.","Ost","","","",""
"Große Sorgen","1988","35-65 J.","West","2018","0.403021154146233","0.38947801613842","0.416564292154046"
"Große Sorgen","1988","35-65 J.","Ost","","","",""
"Große Sorgen","1988","66 und älter","West","425","0.42960310934197","0.39932803962273","0.459878179061209"
"Große Sorgen","1988","66 und älter","Ost","","","",""
"Einige Sorgen","1988","16-34 J.","West","1783","0.474169043270652","0.458313713585388","0.490024372955917"
"Einige Sorgen","1988","16-34 J.","Ost","","","",""
"Einige Sorgen","1988","35-65 J.","West","2419","0.484312566596823","0.470514060970168","0.498111072223478"
"Einige Sorgen","1988","35-65 J.","Ost","","","",""
"Einige Sorgen","1988","66 und älter","West","426","0.403953837939182","0.373943651982559","0.433964023895806"
"Einige Sorgen","1988","66 und älter","Ost","","","",""
"Keine Sorgen","1988","16-34 J.","West","491","0.124647776544275","0.11415913385505","0.135136419233501"
"Keine Sorgen","1988","16-34 J.","Ost","","","",""
"Keine Sorgen","1988","35-65 J.","West","602","0.112666279256944","0.103936236294578","0.12139632221931"
"Keine Sorgen","1988","35-65 J.","Ost","","","",""
"Keine Sorgen","1988","66 und älter","West","176","0.166443052718848","0.143662547933004","0.189223557504692"
"Keine Sorgen","1988","66 und älter","Ost","","","",""
"Große Sorgen","1989","16-34 J.","West","1270","0.330025072700479","0.314932800057314","0.345117345343644"
"Große Sorgen","1989","16-34 J.","Ost","","","",""
"Große Sorgen","1989","35-65 J.","West","1667","0.343006397185233","0.329617303861402","0.356395490509065"
"Große Sorgen","1989","35-65 J.","Ost","","","",""
"Große Sorgen","1989","66 und älter","West","334","0.345777297308477","0.31620970631954","0.375344888297413"
"Große Sorgen","1989","66 und älter","Ost","","","",""
"Einige Sorgen","1989","16-34 J.","West","1792","0.490309792145232","0.474264769745184","0.506354814545281"
"Einige Sorgen","1989","16-34 J.","Ost","","","",""
"Einige Sorgen","1989","35-65 J.","West","2298","0.482509207565611","0.468415553595749","0.496602861535472"
"Einige Sorgen","1989","35-65 J.","Ost","","","",""
"Einige Sorgen","1989","66 und älter","West","436","0.438293763384664","0.407448238328836","0.469139288440492"
"Einige Sorgen","1989","66 und älter","Ost","","","",""
"Keine Sorgen","1989","16-34 J.","West","667","0.179665135154289","0.167343186678676","0.191987083629901"
"Keine Sorgen","1989","16-34 J.","Ost","","","",""
"Keine Sorgen","1989","35-65 J.","West","864","0.174484395249156","0.163780042109034","0.185188748389278"
"Keine Sorgen","1989","35-65 J.","Ost","","","",""
"Keine Sorgen","1989","66 und älter","West","224","0.215928939306859","0.190349675738467","0.241508202875251"
"Keine Sorgen","1989","66 und älter","Ost","","","",""
"Große Sorgen","1990","16-34 J.","West","952","0.238609157202542","0.224712786372114","0.252505528032969"
"Große Sorgen","1990","16-34 J.","Ost","617","0.355315013936695","0.332496608292846","0.378133419580543"
"Große Sorgen","1990","35-65 J.","West","1309","0.269345958701542","0.25669689697714","0.281995020425943"
"Große Sorgen","1990","35-65 J.","Ost","960","0.432389171657239","0.4121516106012","0.452626732713278"
"Große Sorgen","1990","66 und älter","West","266","0.264394734380459","0.237422825445877","0.29136664331504"
"Große Sorgen","1990","66 und älter","Ost","197","0.468010328424933","0.42000346169197","0.516017195157897"
"Einige Sorgen","1990","16-34 J.","West","1754","0.496328931478375","0.48002800400387","0.51262985895288"
"Einige Sorgen","1990","16-34 J.","Ost","759","0.45470523612343","0.430964981091261","0.478445491155599"
"Einige Sorgen","1990","35-65 J.","West","2272","0.484895181425277","0.470645048185051","0.499145314665504"
"Einige Sorgen","1990","35-65 J.","Ost","913","0.383871533695707","0.364004911972139","0.403738155419274"
"Einige Sorgen","1990","66 und älter","West","433","0.428244742592388","0.397981603592808","0.458507881591967"
"Einige Sorgen","1990","66 und älter","Ost","146","0.358729272400626","0.312583899597344","0.404874645203908"
"Keine Sorgen","1990","16-34 J.","West","908","0.265061911319084","0.250672167662968","0.279451654975199"
"Keine Sorgen","1990","16-34 J.","Ost","314","0.189979749939875","0.171276962733881","0.20868253714587"
"Keine Sorgen","1990","35-65 J.","West","1144","0.245758859873181","0.233482859723624","0.258034860022737"
"Keine Sorgen","1990","35-65 J.","Ost","429","0.183739294647054","0.167919133650207","0.199559455643901"
"Keine Sorgen","1990","66 und älter","West","328","0.307360523027154","0.279141593643068","0.335579452411239"
"Keine Sorgen","1990","66 und älter","Ost","72","0.173260399174441","0.136847264414486","0.209673533934396"
"Große Sorgen","1991","16-34 J.","West","1511","0.410838929300526","0.39480770740245","0.426870151198603"
"Große Sorgen","1991","16-34 J.","Ost","596","0.402346960084057","0.377621704620219","0.427072215547895"
"Große Sorgen","1991","35-65 J.","West","2005","0.425033783078163","0.410918865734031","0.439148700422294"
"Große Sorgen","1991","35-65 J.","Ost","1070","0.511983967162376","0.491153416280829","0.532814518043924"
"Große Sorgen","1991","66 und älter","West","450","0.445770592253054","0.415561900926018","0.47597928358009"
"Große Sorgen","1991","66 und älter","Ost","206","0.530276338324721","0.480744079829143","0.579808596820299"
"Einige Sorgen","1991","16-34 J.","West","1661","0.468796637487998","0.452536041423693","0.485057233552302"
"Einige Sorgen","1991","16-34 J.","Ost","764","0.496238653091383","0.47102861079746","0.521448695385306"
"Einige Sorgen","1991","35-65 J.","West","2137","0.46264641735096","0.448410019175305","0.476882815526615"
"Einige Sorgen","1991","35-65 J.","Ost","956","0.40745963266401","0.386983082221955","0.427936183106065"
"Einige Sorgen","1991","66 und älter","West","458","0.438992212592394","0.408831314143758","0.46915311104103"
"Einige Sorgen","1991","66 und älter","Ost","149","0.383530309527262","0.335272067478246","0.431788551576278"
"Keine Sorgen","1991","16-34 J.","West","446","0.120364433211476","0.109761786567014","0.130967079855938"
"Keine Sorgen","1991","16-34 J.","Ost","151","0.10141438682456","0.0861933101406318","0.116635463508488"
"Keine Sorgen","1991","35-65 J.","West","570","0.112319799570877","0.103304049237698","0.121335549904057"
"Keine Sorgen","1991","35-65 J.","Ost","186","0.0805564001736139","0.0692149627199133","0.0918978376273144"
"Keine Sorgen","1991","66 und älter","West","132","0.115237195154552","0.0958309644832592","0.134643425825845"
"Keine Sorgen","1991","66 und älter","Ost","35","0.0861933521480172","0.0583398486579802","0.114046855638054"
"Große Sorgen","1992","16-34 J.","West","1455","0.372716066547998","0.356837098580877","0.388595034515119"
"Große Sorgen","1992","16-34 J.","Ost","597","0.440141729464231","0.41400797551957","0.466275483408892"
"Große Sorgen","1992","35-65 J.","West","1932","0.396367220892428","0.382332266773206","0.41040217501165"
"Große Sorgen","1992","35-65 J.","Ost","1121","0.527026948853277","0.506044649924125","0.548009247782429"
"Große Sorgen","1992","66 und älter","West","441","0.425501014865405","0.395595700331569","0.45540632939924"
"Große Sorgen","1992","66 und älter","Ost","222","0.568383063774974","0.518907867085481","0.617858260464468"
"Einige Sorgen","1992","16-34 J.","West","1625","0.488956332984315","0.472540414889005","0.505372251079626"
"Einige Sorgen","1992","16-34 J.","Ost","659","0.466996443199984","0.440730783338775","0.493262103061192"
"Einige Sorgen","1992","35-65 J.","West","2140","0.478090760924755","0.463758048346145","0.492423473503366"
"Einige Sorgen","1992","35-65 J.","Ost","913","0.415970880582013","0.395256727767702","0.436685033396324"
"Einige Sorgen","1992","66 und älter","West","442","0.425272795801513","0.395369564513926","0.4551760270891"
"Einige Sorgen","1992","66 und älter","Ost","129","0.339835891459194","0.292523129316015","0.387148653602373"
"Keine Sorgen","1992","16-34 J.","West","482","0.138327600467687","0.126989856477931","0.149665344457442"
"Keine Sorgen","1992","16-34 J.","Ost","130","0.0928618273357852","0.0775818816708293","0.108141773000741"
"Keine Sorgen","1992","35-65 J.","West","594","0.125542018182817","0.116035100141432","0.135048936224202"
"Keine Sorgen","1992","35-65 J.","Ost","141","0.0570021705647096","0.0472585692894229","0.0667457718399963"
"Keine Sorgen","1992","66 und älter","West","167","0.149226189333083","0.127674415432607","0.170777963233558"
"Keine Sorgen","1992","66 und älter","Ost","34","0.0917810447658316","0.0629414266267159","0.120620662904947"
"Große Sorgen","1993","16-34 J.","West","1565","0.410451321380275","0.394249054113388","0.426653588647162"
"Große Sorgen","1993","16-34 J.","Ost","558","0.411545379079033","0.385007755117392","0.438083003040674"
"Große Sorgen","1993","35-65 J.","West","2236","0.464640037721147","0.450216190035842","0.479063885406451"
"Große Sorgen","1993","35-65 J.","Ost","1189","0.580534743334035","0.559439048191732","0.601630438476337"
"Große Sorgen","1993","66 und älter","West","518","0.485928704630983","0.456023540905399","0.515833868356568"
"Große Sorgen","1993","66 und älter","Ost","249","0.638019291198721","0.590015300330773","0.68602328206667"
"Einige Sorgen","1993","16-34 J.","West","1639","0.488316253043424","0.471852208645544","0.504780297441304"
"Einige Sorgen","1993","16-34 J.","Ost","650","0.497469339803473","0.470506779848551","0.524431899758394"
"Einige Sorgen","1993","35-65 J.","West","1928","0.435963385353832","0.421622415426084","0.450304355281579"
"Einige Sorgen","1993","35-65 J.","Ost","793","0.366067169201647","0.345473499274943","0.386660839128351"
"Einige Sorgen","1993","66 und älter","West","443","0.415555264280311","0.386068008988729","0.445042519571892"
"Einige Sorgen","1993","66 und älter","Ost","120","0.321273972229428","0.274629224388394","0.367918720070461"
"Keine Sorgen","1993","16-34 J.","West","337","0.101232425576301","0.0912974078370224","0.111167443315579"
"Keine Sorgen","1993","16-34 J.","Ost","113","0.090985281117494","0.0754768555298944","0.106493706705094"
"Keine Sorgen","1993","35-65 J.","West","429","0.0993965769250215","0.0907438623285245","0.108049291521519"
"Keine Sorgen","1993","35-65 J.","Ost","120","0.0533980874643177","0.0437868728458644","0.063009302082771"
"Keine Sorgen","1993","66 und älter","West","112","0.0985160310887061","0.0806848263087429","0.116347235868669"
"Keine Sorgen","1993","66 und älter","Ost","","","",""
"Große Sorgen","1994","16-34 J.","West","1503","0.40728961977862","0.391012145929072","0.423567093628169"
"Große Sorgen","1994","16-34 J.","Ost","566","0.442396923141065","0.415070303641868","0.469723542640262"
"Große Sorgen","1994","35-65 J.","West","2002","0.440480437921557","0.42590907063146","0.455051805211653"
"Große Sorgen","1994","35-65 J.","Ost","1165","0.572810839299557","0.551658870808063","0.593962807791051"
"Große Sorgen","1994","66 und älter","West","480","0.451605862636862","0.421925964880305","0.481285760393419"
"Große Sorgen","1994","66 und älter","Ost","270","0.676133247971343","0.62992714844713","0.722339347495556"
"Einige Sorgen","1994","16-34 J.","West","1632","0.489051391529477","0.472490644292054","0.505612138766901"
"Einige Sorgen","1994","16-34 J.","Ost","589","0.461932988125952","0.434503042148306","0.489362934103597"
"Einige Sorgen","1994","35-65 J.","West","2019","0.460136719265847","0.445507717394407","0.474765721137286"
"Einige Sorgen","1994","35-65 J.","Ost","819","0.374213375601157","0.353521118960011","0.394905632242303"
"Einige Sorgen","1994","66 und älter","West","486","0.440897478719709","0.411286637446934","0.470508319992484"
"Einige Sorgen","1994","66 und älter","Ost","110","0.28295975645112","0.238482900244651","0.32743661265759"
"Keine Sorgen","1994","16-34 J.","West","365","0.103658988691902","0.0935605510877339","0.11375742629607"
"Keine Sorgen","1994","16-34 J.","Ost","114","0.0956700887329834","0.0794867242231387","0.111853453242828"
"Keine Sorgen","1994","35-65 J.","West","438","0.0993828428125967","0.0906016164878933","0.1081640691373"
"Keine Sorgen","1994","35-65 J.","Ost","117","0.0529757850992861","0.0433982377535024","0.0625533324450699"
"Keine Sorgen","1994","66 und älter","West","114","0.107496658643429","0.0890236079851449","0.125969709301712"
"Keine Sorgen","1994","66 und älter","Ost","","","",""
"Große Sorgen","1995","16-34 J.","West","1627","0.413966146143162","0.398022207062415","0.429910085223909"
"Große Sorgen","1995","16-34 J.","Ost","515","0.412243795010793","0.384611184644258","0.439876405377328"
"Große Sorgen","1995","35-65 J.","West","2241","0.451695981297103","0.437497008400713","0.465894954193492"
"Große Sorgen","1995","35-65 J.","Ost","1072","0.542029925728608","0.520430717674077","0.563629133783138"
"Große Sorgen","1995","66 und älter","West","524","0.460534685063351","0.431199066258817","0.489870303867885"
"Große Sorgen","1995","66 und älter","Ost","274","0.675352662774877","0.629522949988984","0.721182375560771"
"Einige Sorgen","1995","16-34 J.","West","1640","0.473168094774007","0.4570060754658","0.489330114082214"
"Einige Sorgen","1995","16-34 J.","Ost","590","0.486134638639687","0.458077124296478","0.514192152982896"
"Einige Sorgen","1995","35-65 J.","West","2012","0.44123291604787","0.427066093259999","0.455399738835741"
"Einige Sorgen","1995","35-65 J.","Ost","845","0.402392899069661","0.381134004700473","0.423651793438849"
"Einige Sorgen","1995","66 und älter","West","470","0.435243955005656","0.406064368318968","0.464423541692345"
"Einige Sorgen","1995","66 und älter","Ost","108","0.280701456867169","0.236721699568597","0.32468121416574"
"Keine Sorgen","1995","16-34 J.","West","399","0.112865759082831","0.102622748175782","0.123108769989879"
"Keine Sorgen","1995","16-34 J.","Ost","114","0.10162156634952","0.0846598873692465","0.118583245329793"
"Keine Sorgen","1995","35-65 J.","West","466","0.107071102655027","0.0982490899485794","0.115893115361475"
"Keine Sorgen","1995","35-65 J.","Ost","127","0.0555771752017317","0.0456451201705074","0.065509230232956"
"Keine Sorgen","1995","66 und älter","West","115","0.104221359930993","0.0862384057788473","0.122204314083138"
"Keine Sorgen","1995","66 und älter","Ost","","","",""
"Große Sorgen","1996","16-34 J.","West","1273","0.33071509749135","0.315236642229234","0.346193552753467"
"Große Sorgen","1996","16-34 J.","Ost","478","0.400365158980427","0.372514932475367","0.428215385485487"
"Große Sorgen","1996","35-65 J.","West","1721","0.358429308644425","0.344638832950985","0.372219784337864"
"Große Sorgen","1996","35-65 J.","Ost","1017","0.500377444338859","0.478843285003008","0.52191160367471"
"Große Sorgen","1996","66 und älter","West","455","0.409051728010048","0.380308947084334","0.437794508935761"
"Große Sorgen","1996","66 und älter","Ost","281","0.676324078910619","0.631363277182457","0.721284880638781"
"Einige Sorgen","1996","16-34 J.","West","1750","0.516207852985719","0.499766528442351","0.532649177529086"
"Einige Sorgen","1996","16-34 J.","Ost","573","0.479699476977976","0.451302708708735","0.508096245247217"
"Einige Sorgen","1996","35-65 J.","West","2319","0.508784404482229","0.494407737911913","0.523161071052546"
"Einige Sorgen","1996","35-65 J.","Ost","890","0.424829705722474","0.40354029189634","0.446119119548609"
"Einige Sorgen","1996","66 und älter","West","507","0.447452147255762","0.418383609795841","0.476520684715683"
"Einige Sorgen","1996","66 und älter","Ost","115","0.280267569242448","0.237108369314891","0.323426769170004"
"Keine Sorgen","1996","16-34 J.","West","526","0.153077049522931","0.141231039829568","0.164923059216294"
"Keine Sorgen","1996","16-34 J.","Ost","138","0.119935364041597","0.101468715765644","0.13840201231755"
"Keine Sorgen","1996","35-65 J.","West","605","0.132786286873346","0.12302752066694","0.142545053079752"
"Keine Sorgen","1996","35-65 J.","Ost","164","0.0747928499386663","0.0634634326595072","0.0861222672178255"
"Keine Sorgen","1996","66 und älter","West","162","0.143496124734191","0.123001041431061","0.16399120803732"
"Keine Sorgen","1996","66 und älter","Ost","","","",""
"Große Sorgen","1997","16-34 J.","West","1027","0.280632375895911","0.265578358311386","0.295686393480436"
"Große Sorgen","1997","16-34 J.","Ost","348","0.295846696230973","0.26956984359005","0.322123548871897"
"Große Sorgen","1997","35-65 J.","West","1360","0.297587541651491","0.284349491428967","0.310825591874015"
"Große Sorgen","1997","35-65 J.","Ost","839","0.439002968974145","0.417398916335118","0.460607021613172"
"Große Sorgen","1997","66 und älter","West","394","0.357057318133444","0.329182935437688","0.384931700829201"
"Große Sorgen","1997","66 und älter","Ost","258","0.603734523488946","0.557611014334451","0.649858032643441"
"Einige Sorgen","1997","16-34 J.","West","1661","0.498225742204845","0.481473406845114","0.514978077564577"
"Einige Sorgen","1997","16-34 J.","Ost","618","0.539262355228272","0.51056556823716","0.567959142219384"
"Einige Sorgen","1997","35-65 J.","West","2253","0.488517684003548","0.474044102707243","0.502991265299853"
"Einige Sorgen","1997","35-65 J.","Ost","936","0.444045516380798","0.422415612982862","0.465675419778734"
"Einige Sorgen","1997","66 und älter","West","508","0.444389199650334","0.415481252798518","0.47329714650215"
"Einige Sorgen","1997","66 und älter","Ost","136","0.313144946359413","0.269411724809233","0.356878167909592"
"Keine Sorgen","1997","16-34 J.","West","734","0.221141881899244","0.207236825188771","0.235046938609716"
"Keine Sorgen","1997","16-34 J.","Ost","193","0.164890948540755","0.143527253170854","0.186254643910656"
"Keine Sorgen","1997","35-65 J.","West","969","0.213894774344961","0.202021760411571","0.225767788278351"
"Keine Sorgen","1997","35-65 J.","Ost","252","0.116951514645057","0.102961556440577","0.130941472849537"
"Keine Sorgen","1997","66 und älter","West","233","0.198553482216222","0.175346098265006","0.221760866167437"
"Keine Sorgen","1997","66 und älter","Ost","38","0.083120530151641","0.0570879931661498","0.109153067137132"
"Große Sorgen","1998","16-34 J.","West","1221","0.329514237924469","0.31423618443948","0.344792291409458"
"Große Sorgen","1998","16-34 J.","Ost","381","0.311275281917796","0.285154293386072","0.337396270449519"
"Große Sorgen","1998","35-65 J.","West","1935","0.365181469462342","0.352232383797355","0.378130555127328"
"Große Sorgen","1998","35-65 J.","Ost","952","0.461725011879847","0.440759185687596","0.482690838072098"
"Große Sorgen","1998","66 und älter","West","597","0.435109283010436","0.408818462827296","0.461400103193575"
"Große Sorgen","1998","66 und älter","Ost","273","0.599378565221406","0.555264547321254","0.643492583121559"
"Einige Sorgen","1998","16-34 J.","West","1814","0.498227507998814","0.481975634650292","0.514479381347337"
"Einige Sorgen","1998","16-34 J.","Ost","635","0.528908521733778","0.500748216215044","0.557068827252513"
"Einige Sorgen","1998","35-65 J.","West","2559","0.476471223025345","0.463038979475948","0.489903466574742"
"Einige Sorgen","1998","35-65 J.","Ost","998","0.439051127718687","0.418180410744576","0.459921844692797"
"Einige Sorgen","1998","66 und älter","West","569","0.413643025126747","0.387526424858436","0.439759625395058"
"Einige Sorgen","1998","66 und älter","Ost","174","0.35024755107789","0.307301776872418","0.393193325283363"
"Keine Sorgen","1998","16-34 J.","West","601","0.172258254076717","0.159984607777397","0.184531900376038"
"Keine Sorgen","1998","16-34 J.","Ost","191","0.159816196348426","0.13914374380013","0.180488648896723"
"Keine Sorgen","1998","35-65 J.","West","817","0.158347307512313","0.148529110544828","0.168165504479799"
"Keine Sorgen","1998","35-65 J.","Ost","222","0.0992238604014661","0.0866509831005643","0.111796737702368"
"Keine Sorgen","1998","66 und älter","West","200","0.151247691862817","0.132247516758756","0.170247866966879"
"Keine Sorgen","1998","66 und älter","Ost","","","",""
"Große Sorgen","1999","16-34 J.","West","1181","0.353293839999003","0.337252938841064","0.369334741156943"
"Große Sorgen","1999","16-34 J.","Ost","357","0.302031070507578","0.275733628894192","0.328328512120963"
"Große Sorgen","1999","35-65 J.","West","1959","0.394534250825709","0.381168897192459","0.40789960445896"
"Große Sorgen","1999","35-65 J.","Ost","854","0.429046336925259","0.408007632512851","0.450085041337667"
"Große Sorgen","1999","66 und älter","West","566","0.441177021422084","0.414248030954356","0.468106011889811"
"Große Sorgen","1999","66 und älter","Ost","286","0.623261889462535","0.580047379832503","0.666476399092567"
"Einige Sorgen","1999","16-34 J.","West","1655","0.483575967154726","0.466805590827686","0.500346343481766"
"Einige Sorgen","1999","16-34 J.","Ost","631","0.538584568301174","0.510032166018774","0.567136970583575"
"Einige Sorgen","1999","35-65 J.","West","2462","0.472584854807763","0.458932439022658","0.486237270592868"
"Einige Sorgen","1999","35-65 J.","Ost","1024","0.470374353147754","0.449157900045707","0.491590806249801"
"Einige Sorgen","1999","66 und älter","West","568","0.427960121100778","0.401125757107814","0.454794485093742"
"Einige Sorgen","1999","66 und älter","Ost","157","0.296834004131461","0.256090321409951","0.337577686852971"
"Keine Sorgen","1999","16-34 J.","West","575","0.163130192846271","0.150730716173942","0.1755296695186"
"Keine Sorgen","1999","16-34 J.","Ost","183","0.159384361191248","0.138419536786567","0.180349185595929"
"Keine Sorgen","1999","35-65 J.","West","716","0.132880894366528","0.123598415757686","0.14216337297537"
