syear,bula_h,regtyp,plh0038,proportion,n,lower_confidence,upper_confidence
1987,Baden-Wuerttemberg,Urban regions,2.0,0.07129038498742503,10452,0.06635737696468227,0.07622339301016778
1987,Baden-Wuerttemberg,Urban regions,1.0,0.0698394273553879,10452,0.06495306500524775,0.07472578970552804
1987,Bayern,Urban regions,1.0,0.04304507641710195,10452,0.03915405292359854,0.046936099910605364
1987,Hessen,Urban regions,1.0,0.038788934029793,10452,0.03508707672335018,0.04249079133623582
1987,Hessen,Urban regions,2.0,0.03627394080092861,10452,0.0326894246461057,0.03985845695575153
1987,Bayern,Rural regions,2.0,0.035790288256916235,10452,0.032228855739419325,0.039351720774413144
1987,Nordrhein-Westfalen,Urban regions,3.0,0.0351131746952989,10452,0.031584353870549364,0.03864199552004843
1987,Bayern,Rural regions,1.0,0.03491971367769395,10452,0.031400274776720194,0.0384391525786677
1987,Bayern,Urban regions,2.0,0.03240472044882956,10452,0.029009973701145553,0.03579946719651357
1987,"Rheinland-Pfalz,Saarland",Urban regions,2.0,0.02718127297349584,10452,0.024063767475887652,0.030298778471104026
1987,"Rheinland-Pfalz,Saarland",Urban regions,1.0,0.026504159411878506,10452,0.023424657780766973,0.02958366104299004
1987,Niedersachsen,Rural regions,2.0,0.024956471271038887,10452,0.021965860025601507,0.027947082516476266
1987,Niedersachsen,Rural regions,1.0,0.022925130586186882,10452,0.020055828979243528,0.025794432193130237
1987,Niedersachsen,Urban regions,2.0,0.022828400077384407,10452,0.01996501652118183,0.025691783633586984
1987,Niedersachsen,Urban regions,1.0,0.021570903462952214,10452,0.01878571095626356,0.02435609596964087
1987,Baden-Wuerttemberg,Urban regions,3.0,0.02011994583091507,10452,0.01742806250010328,0.02281182916172686
1987,Berlin,Urban regions,1.0,0.01905591023408783,10452,0.016434751346920136,0.021677069121255527
1987,Hessen,Urban regions,3.0,0.011994583091507062,10452,0.009907553473720767,0.014081612709293357
1987,Berlin,Urban regions,2.0,0.011801122073902109,10452,0.009730789093639072,0.013871455054165146
1987,Baden-Wuerttemberg,Rural regions,2.0,0.011704391565099632,10452,0.009642460105567036,0.013766323024632227
1987,Baden-Wuerttemberg,Rural regions,1.0,0.011027278003482298,10452,0.009025192186391116,0.01302936382057348
1987,Bayern,Urban regions,3.0,0.010350164441864965,10452,0.008409855995674774,0.012290472888055156
1987,Hamburg,Urban regions,2.0,0.009866511897852582,10452,0.007971617257120808,0.011761406538584356
1987,Hamburg,Urban regions,1.0,0.009286128845037725,10452,0.007447272319560722,0.011124985370514727
1987,Bayern,Rural regions,3.0,0.008415554265815438,10452,0.0066642460459455394,0.010166862485685336
1987,"Rheinland-Pfalz,Saarland",Rural regions,2.0,0.007448249177790675,10452,0.00579985888102957,0.00909663947455178
1987,Schleswig-Holstein,Rural regions,1.0,0.007158057651383247,10452,0.005541861662655858,0.008774253640110636
1987,Schleswig-Holstein,Urban regions,2.0,0.007158057651383247,10452,0.005541861662655858,0.008774253640110636
1987,Schleswig-Holstein,Rural regions,2.0,0.00706132714258077,10452,0.005456010345523338,0.008666643939638202
1987,Niedersachsen,Rural regions,3.0,0.006577674598568389,10452,0.0050279321774506815,0.008127417019686096
1987,Hessen,Rural regions,1.0,0.006577674598568389,10452,0.0050279321774506815,0.008127417019686096
1987,Niedersachsen,Urban regions,3.0,0.0062874830721609595,10452,0.004772090460946721,0.0078028756833751975
1987,Bremen,Urban regions,1.0,0.005707100019346102,10452,0.004262920167134763,0.00715127987155744
1987,"Rheinland-Pfalz,Saarland",Rural regions,1.0,0.005707100019346102,10452,0.004262920167134763,0.00715127987155744
1987,Schleswig-Holstein,Urban regions,1.0,0.005610369510543625,10452,0.004178411124735825,0.0070423278963514255
1987,Hessen,Rural regions,2.0,0.005320177984136197,10452,0.00392554123235171,0.006714814735920683
1987,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.005126716966531244,10452,0.0037575389238130056,0.006495895009249482
1987,Baden-Wuerttemberg,Rural regions,3.0,0.005126716966531244,10452,0.0037575389238130056,0.006495895009249482
1987,Berlin,Urban regions,3.0,0.0037724898432965758,10452,0.0025971873009796196,0.004947792385613532
1987,Nordrhein-Westfalen,Rural regions,2.0,0.003192106790481718,10452,0.002110670819731547,0.004273542761231889
1987,Bremen,Urban regions,2.0,0.0030953762816792415,10452,0.00203040008434335,0.004160352479015133
1987,Nordrhein-Westfalen,Rural regions,1.0,0.0023215322112594312,10452,0.0013988778745290683,0.003244186547989794
1987,Schleswig-Holstein,Rural regions,3.0,0.0023215322112594312,10452,0.0013988778745290683,0.003244186547989794
1987,Hamburg,Urban regions,3.0,0.0021280711936544788,10452,0.0012446112766538436,0.003011531110655114
1987,Hessen,Rural regions,3.0,0.0018378796672470497,10452,0.001016742992360435,0.0026590163421336644
1987,Schleswig-Holstein,Urban regions,3.0,0.0015476881408396208,10452,0.0007940519224487755,0.002301324359230466
1987,Nordrhein-Westfalen,Rural regions,3.0,0.0011607661056297156,10452,0.0005079715459806452,0.0018135606652787861
1987,Bremen,Urban regions,3.0,0.000967305088024763,10452,0.0003713302042316094,0.0015632799718179168
1987,"Rheinland-Pfalz,Saarland",Rural regions,3.0,0.0007738440704198104,10452,0.0002407363189836319,0.0013069518218559889
1987,Hamburg,Rural regions,1.0,0.0001934610176049526,10452,-7.317025845616601e-05,0.0004600922936660712
1987,Hamburg,Rural regions,2.0,0.0001934610176049526,10452,-7.317025845616601e-05,0.0004600922936660712
1988,Nordrhein-Westfalen,Urban regions,2.0,0.12545565006075335,9970,0.11895368660933833,0.13195761351216836
1988,Nordrhein-Westfalen,Urban regions,1.0,0.10560955852571892,9970,0.09957669250692994,0.1116424245445079
1988,Baden-Wuerttemberg,Urban regions,2.0,0.07847306601863102,9970,0.07319441659907619,0.08375171543818585
1988,Baden-Wuerttemberg,Urban regions,1.0,0.06358849736735521,9970,0.058798545566253455,0.06837844916845696
1988,Hessen,Urban regions,2.0,0.04191980558930741,9970,0.037985944200085206,0.04585366697852962
1988,Bayern,Urban regions,1.0,0.0374645605508303,9970,0.033736978790833434,0.041192142310827164
1988,Bayern,Urban regions,2.0,0.03665451599837991,9970,0.032965901493212296,0.04034313050354753
1988,Bayern,Rural regions,1.0,0.03503442689347914,9970,0.03142521889910554,0.03864363488785274
1988,Bayern,Rural regions,2.0,0.034831915755366545,9970,0.031232776511031513,0.03843105499970158
1988,Hessen,Urban regions,1.0,0.033313082219522075,9970,0.02979051879678754,0.03683564564225661
1988,Nordrhein-Westfalen,Urban regions,3.0,0.03240178209801539,9970,0.028926096609652344,0.03587746758637844
1988,"Rheinland-Pfalz,Saarland",Urban regions,2.0,0.02966788173349534,9970,0.026337362352956816,0.03299840111403387
1988,Niedersachsen,Rural regions,2.0,0.026326447954637504,9970,0.023183687264982596,0.02946920864429241
1988,"Rheinland-Pfalz,Saarland",Urban regions,1.0,0.02612393681652491,9970,0.022992961453274785,0.029254912179775036
1988,Niedersachsen,Urban regions,2.0,0.025921425678412314,9970,0.022802285236893562,0.029040566119931065
1988,Baden-Wuerttemberg,Urban regions,3.0,0.022782503037667073,9970,0.0198536011238654,0.025711404951468748
1988,Niedersachsen,Rural regions,1.0,0.021061158363710003,9970,0.018242597617321724,0.023879719110098282
1988,Niedersachsen,Urban regions,1.0,0.018934791413527743,9970,0.01625939776218556,0.021610185064869926
1988,Berlin,Urban regions,2.0,0.014074524098825435,9970,0.011762206971189425,0.016386841226461446
1988,Berlin,Urban regions,1.0,0.014074524098825435,9970,0.011762206971189425,0.016386841226461446
1988,Bayern,Urban regions,3.0,0.012353179424868369,9970,0.010184982610953268,0.01452137623878347
1988,Hessen,Urban regions,3.0,0.011239368165249088,9970,0.009170060701772413,0.013308675628725763
1988,Baden-Wuerttemberg,Rural regions,2.0,0.010328068043742407,9970,0.008343510646017124,0.01231262544146769
1988,Hamburg,Urban regions,2.0,0.009821790198460915,9970,0.007885990128856265,0.011757590268065565
1988,Baden-Wuerttemberg,Rural regions,1.0,0.00961927906034832,9970,0.007703343743074663,0.011535214377621977
1988,Hamburg,Urban regions,1.0,0.008100445524503848,9970,0.006340915051679377,0.009859975997328319
1988,Schleswig-Holstein,Rural regions,2.0,0.008100445524503848,9970,0.006340915051679377,0.009859975997328319
1988,Bayern,Rural regions,3.0,0.007897934386391251,9970,0.0061603599046528516,0.00963550886812965
1988,Schleswig-Holstein,Urban regions,2.0,0.007796678817334954,9970,0.00607019046654641,0.009523167168123499
1988,Niedersachsen,Urban regions,3.0,0.006784123126771973,9970,0.005172820260811657,0.008395425992732288
1988,"Rheinland-Pfalz,Saarland",Rural regions,1.0,0.0064803564196030785,9970,0.004905299809348287,0.00805541302985787
1988,Schleswig-Holstein,Rural regions,1.0,0.006277845281490482,9970,0.0047274362752300165,0.007828254287750948
1988,"Rheinland-Pfalz,Saarland",Rural regions,2.0,0.0059740785743215875,9970,0.004461413386450548,0.007486743762192627
1988,Hessen,Rural regions,2.0,0.005872823005265289,9970,0.004372955412287679,0.007372690598242899
1988,Niedersachsen,Rural regions,3.0,0.005569056298096395,9970,0.0041082702536100035,0.0070298423425827865
1988,Baden-Wuerttemberg,Rural regions,3.0,0.0054678007290400975,9970,0.004020281786354656,0.0069153196717255385
1988,Hessen,Rural regions,1.0,0.0054678007290400975,9970,0.004020281786354656,0.0069153196717255385
1988,Berlin,Urban regions,3.0,0.0049615228837586066,9970,0.0035822953165978947,0.006340750450919318
1988,Schleswig-Holstein,Urban regions,1.0,0.004860267314702308,9970,0.0034951165913819026,0.006225418038022713
1988,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.004657756176589712,9970,0.0033212127149079883,0.005994299638271436
1988,Bremen,Urban regions,1.0,0.004353989469420818,9970,0.0030615665284061274,0.0056464124104355085
1988,Bremen,Urban regions,2.0,0.0036452004860267314,9970,0.0024622237322966447,0.004828177239756818
1988,Nordrhein-Westfalen,Rural regions,2.0,0.0035439449169704334,9970,0.0023774548391814303,0.004710434994759437
1988,Schleswig-Holstein,Rural regions,3.0,0.003341433778857837,9970,0.0022086471255737205,0.004474220432141953
1988,Hessen,Rural regions,3.0,0.0028351559335763467,9970,0.0017914444867782576,0.0038788673803744358
1988,Nordrhein-Westfalen,Rural regions,1.0,0.002328878088294856,9970,0.0013826941525599897,0.0032750620240297227
1988,Bremen,Urban regions,3.0,0.00212636695018226,9970,0.0012221651390151268,0.0030305687613493932
1988,Schleswig-Holstein,Urban regions,3.0,0.002025111381125962,9970,0.0011426559990922172,0.0029075667631597068
1988,Hamburg,Urban regions,3.0,0.0019238558120696638,9970,0.0010637010665775597,0.002784010557561768
1988,Nordrhein-Westfalen,Rural regions,3.0,0.0013163223977318752,9970,0.000604611519907642,0.0020280332755561086
1988,"Rheinland-Pfalz,Saarland",Rural regions,3.0,0.0008100445524503848,9970,0.00025159110683598386,0.0013684979980647858
1988,Hamburg,Rural regions,2.0,0.0002025111381125962,9970,-7.68004603405608e-05,0.0004818227365657532
1988,Hamburg,Rural regions,1.0,0.0002025111381125962,9970,-7.68004603405608e-05,0.0004818227365657532
1989,Nordrhein-Westfalen,Urban regions,2.0,0.12782663316582915,9662,0.12116877344891076,0.13448449288274755
1989,Nordrhein-Westfalen,Urban regions,1.0,0.08678810720268007,9662,0.08117454625151313,0.09240166815384701
1989,Baden-Wuerttemberg,Urban regions,2.0,0.0759003350083752,9662,0.07061948530218863,0.08118118471456177
1989,Baden-Wuerttemberg,Urban regions,1.0,0.05600921273031826,9662,0.0514242462303859,0.06059417923025062
1989,Nordrhein-Westfalen,Urban regions,3.0,0.048994974874371856,9662,0.044690801760795124,0.05329914798794859
1989,Hessen,Urban regions,2.0,0.04156197654941374,9662,0.03758225516498769,0.04554169793383978
1989,Bayern,Urban regions,2.0,0.041352596314907876,9662,0.03738247849014835,0.0453227141396674
1989,Bayern,Rural regions,2.0,0.037164991624790616,9662,0.0333930452416814,0.04093693800789983
1989,Hessen,Urban regions,1.0,0.03433835845896147,9662,0.030707370489282126,0.03796934642864082
1989,Baden-Wuerttemberg,Urban regions,3.0,0.031092964824120602,9662,0.027632019987566866,0.034553909660674335
1989,"Rheinland-Pfalz,Saarland",Urban regions,2.0,0.029627303182579563,9662,0.026246359786575153,0.03300824657858397
1989,Bayern,Urban regions,1.0,0.02920854271356784,9662,0.025850853677872147,0.032566231749263534
1989,Bayern,Rural regions,1.0,0.027847571189279732,9662,0.024566743671060386,0.031128398707499078
1989,Niedersachsen,Rural regions,2.0,0.025753768844221106,9662,0.022595294753774017,0.028912242934668195
1989,Niedersachsen,Urban regions,2.0,0.024288107202680067,9662,0.021218518487253698,0.027357695918106436
1989,"Rheinland-Pfalz,Saarland",Urban regions,1.0,0.02135678391959799,9662,0.018474062490053234,0.024239505349142744
1989,Niedersachsen,Urban regions,1.0,0.018739530988274706,9662,0.016035609575788735,0.021443452400760676
1989,Niedersachsen,Rural regions,1.0,0.017273869346733667,9662,0.014675902395927273,0.01987183629754006
1989,Bayern,Urban regions,3.0,0.016959798994974875,9662,0.014385146947599445,0.019534451042350305
1989,Berlin,Urban regions,2.0,0.014761306532663316,9662,0.012356635432171388,0.017165977633155242
1989,Hessen,Urban regions,3.0,0.014028475711892797,9662,0.011683383182197062,0.016373568241588532
1989,Bayern,Rural regions,3.0,0.013923785594639866,9662,0.011587335764833586,0.016260235424446146
1989,Berlin,Urban regions,1.0,0.012039363484087103,9662,0.009864689601567323,0.014214037366606883
1989,Baden-Wuerttemberg,Rural regions,2.0,0.010050251256281407,9662,0.008061329999789526,0.012039172512773288
1989,Niedersachsen,Rural regions,3.0,0.009422110552763818,9662,0.00749573495785621,0.011348486147671427
1989,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.009317420435510888,9662,0.007401675595984975,0.0112331652750368
1989,Baden-Wuerttemberg,Rural regions,1.0,0.0086892797319933,9662,0.006838650808569141,0.010539908655417459
1989,Hamburg,Urban regions,2.0,0.008270519262981574,9662,0.006464653121970632,0.010076385403992517
1989,Niedersachsen,Urban regions,3.0,0.008061139028475712,9662,0.006278090296536642,0.009844187760414782
1989,"Rheinland-Pfalz,Saarland",Rural regions,2.0,0.007851758793969849,9662,0.0060918331761787865,0.00961168441176091
1989,Schleswig-Holstein,Urban regions,2.0,0.007747068676716918,9662,0.005998823039820718,0.009495314313613118
1989,Schleswig-Holstein,Rural regions,2.0,0.007432998324958124,9662,0.00572028574109107,0.00914571090882518
1989,Berlin,Urban regions,3.0,0.00711892797319933,9662,0.005442524816288851,0.008795331130109808
1989,Hamburg,Urban regions,1.0,0.006804857621440536,9662,0.005165591854209619,0.008444123388671454
1989,Hessen,Rural regions,1.0,0.005862646566164154,9662,0.004340373345523467,0.00738491978680484
1989,Hessen,Rural regions,2.0,0.005757956448911223,9662,0.004249256746262651,0.007266656151559795
1989,Baden-Wuerttemberg,Rural regions,3.0,0.005653266331658292,9662,0.0041582662942399,0.007148266369076684
1989,Hamburg,Urban regions,3.0,0.005129815745393635,9662,0.0037053347954749123,0.006554296695312357
1989,Bremen,Urban regions,2.0,0.004711055276381909,9662,0.003345666763310478,0.00607644378945334
1989,Schleswig-Holstein,Rural regions,3.0,0.004711055276381909,9662,0.003345666763310478,0.00607644378945334
1989,Bremen,Urban regions,1.0,0.004292294807370184,9662,0.0029887281000455113,0.005595861514694857
1989,Schleswig-Holstein,Urban regions,1.0,0.0041876046901172526,9662,0.00289996558532421,0.005475243794910295
1989,Nordrhein-Westfalen,Rural regions,2.0,0.0037688442211055275,9662,0.002547025689019086,0.004990662753191969
1989,Schleswig-Holstein,Rural regions,1.0,0.003454773869346734,9662,0.0022847873054510333,0.0046247604332424344
1989,Schleswig-Holstein,Urban regions,3.0,0.003454773869346734,9662,0.0022847873054510333,0.0046247604332424344
1989,"Rheinland-Pfalz,Saarland",Rural regions,1.0,0.0030360134003350084,9662,0.0019389944441953384,0.004133032356474678
1989,Nordrhein-Westfalen,Rural regions,1.0,0.002512562814070352,9662,0.001514323347783013,0.0035108022803576906
1989,Bremen,Urban regions,3.0,0.0020938023450586263,9662,0.001182347294768979,0.0030052573953482735
1989,Hessen,Rural regions,3.0,0.0019891122278056952,9662,0.0011006891363666042,0.0028775353192447865
1989,"Rheinland-Pfalz,Saarland",Rural regions,3.0,0.0009422110552763819,9662,0.00033043572856450985,0.0015539863819882538
