syear,bula_h,regtyp,plh0038,proportion,n,lower_confidence,upper_confidence
1985,Nordrhein-Westfalen,Urban regions,1.0,0.12799559269121294,11026,0.121759624013563,0.13423156136886288
1985,Nordrhein-Westfalen,Urban regions,2.0,0.10201083463410156,11026,0.09636138974899236,0.10766027951921076
1985,Baden-Wuerttemberg,Urban regions,1.0,0.07244513818749426,11026,0.067606518335532,0.07728375803945653
1985,Baden-Wuerttemberg,Urban regions,2.0,0.0624368744835185,11026,0.05792072910594747,0.06695301986108952
1985,Hessen,Urban regions,1.0,0.04747038839408686,11026,0.04350123655913959,0.05143954022903414
1985,Bayern,Urban regions,1.0,0.045174915067486915,11026,0.04129825554439436,0.04905157459057947
1985,Bayern,Rural regions,1.0,0.04122670094573501,11026,0.03751567206531444,0.04493772982615558
1985,Bayern,Urban regions,2.0,0.03461573776512717,11026,0.031203541677454177,0.038027933852800164
1985,Bayern,Rural regions,2.0,0.03434028096593517,11026,0.03094120353981913,0.03773935839205121
1985,Hessen,Urban regions,2.0,0.03112661830869525,11026,0.027885114325440524,0.03436812229194998
1985,Nordrhein-Westfalen,Urban regions,3.0,0.031034799375631254,11026,0.02779792653638994,0.03427167221487257
1985,"Rheinland-Pfalz,Saarland",Urban regions,1.0,0.027270223120007344,11026,0.02423012550826733,0.03031032073174736
1985,Niedersachsen,Rural regions,1.0,0.02543384445872739,11026,0.022495120826574302,0.028372568090880478
1985,"Rheinland-Pfalz,Saarland",Urban regions,2.0,0.024423836195023415,11026,0.0215425618855311,0.02730511050451573
1985,Niedersachsen,Rural regions,2.0,0.02424019832889542,11026,0.02136950617059683,0.027110890487194006
1985,Baden-Wuerttemberg,Urban regions,3.0,0.023964741529703425,11026,0.021110003864184296,0.026819479195222554
1985,Niedersachsen,Urban regions,1.0,0.022036543935359473,11026,0.019296357371815655,0.02477673049890329
1985,Niedersachsen,Urban regions,2.0,0.01799651088054357,11026,0.015515105329841742,0.020477916431245396
1985,Berlin,Urban regions,1.0,0.017353778349095583,11026,0.014916289179738015,0.01979126751845315
1985,Hamburg,Urban regions,1.0,0.013681021026535671,11026,0.011512742706410187,0.015849299346661155
1985,Berlin,Urban regions,2.0,0.012762831695895694,11026,0.010667603416141962,0.014858059975649426
1985,Baden-Wuerttemberg,Rural regions,2.0,0.012303737030575706,11026,0.010246059559028,0.014361414502123412
1985,Hessen,Urban regions,3.0,0.01083463410155174,11026,0.008902271370316973,0.012766996832786507
1985,Baden-Wuerttemberg,Rural regions,1.0,0.009916444770911761,11026,0.008066916391435527,0.011765973150387996
1985,Bayern,Urban regions,3.0,0.008814617574143788,11026,0.007069895486662524,0.010559339661625053
1985,Hamburg,Urban regions,2.0,0.008539160774951794,11026,0.006821677743037284,0.010256643806866304
1985,Schleswig-Holstein,Rural regions,2.0,0.007529152511247819,11026,0.005915615231860645,0.009142689790634992
1985,Bayern,Rural regions,3.0,0.007437333578183821,11026,0.005833590940535406,0.009041076215832236
1985,Bremen,Urban regions,1.0,0.007345514645119824,11026,0.005751628680280729,0.008939400609958919
1985,Schleswig-Holstein,Urban regions,1.0,0.007253695712055826,11026,0.005669729609113332,0.00883766181499832
1985,Schleswig-Holstein,Rural regions,1.0,0.006794601046735837,11026,0.00526122528523017,0.008327976808241506
1985,Hessen,Rural regions,1.0,0.006702782113671839,11026,0.0051797318440174826,0.008225832383326196
1985,Niedersachsen,Urban regions,3.0,0.006427325314479846,11026,0.004935692125918089,0.007918958503041603
1985,"Rheinland-Pfalz,Saarland",Rural regions,1.0,0.00624368744835185,11026,0.004773381870452082,0.007713993026251618
1985,Schleswig-Holstein,Urban regions,2.0,0.00624368744835185,11026,0.004773381870452082,0.007713993026251618
1985,Hessen,Rural regions,2.0,0.005692773849967863,11026,0.004288443309033393,0.007097104390902334
1985,"Rheinland-Pfalz,Saarland",Rural regions,2.0,0.005692773849967863,11026,0.004288443309033393,0.007097104390902334
1985,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.005600954916903865,11026,0.004207931345945676,0.006993978487862055
1985,Baden-Wuerttemberg,Rural regions,3.0,0.0048664034523918836,11026,0.0035674552675270697,0.006165351637256697
1985,Niedersachsen,Rural regions,3.0,0.004407308787071894,11026,0.0031708641738785195,0.0056437534002652685
1985,Nordrhein-Westfalen,Rural regions,2.0,0.0037645762556239096,11026,0.0026214712758568914,0.004907681235390928
1985,Berlin,Urban regions,3.0,0.0033973005233679187,11026,0.0023111873283631363,0.004483413718372701
1985,Hamburg,Urban regions,3.0,0.0025709301257919384,11026,0.0016257094242221434,0.0035161508273617334
1985,Bremen,Urban regions,2.0,0.0022954733265999447,11026,0.0014022003951109255,0.003188746258088964
1985,Schleswig-Holstein,Rural regions,3.0,0.002203654393535947,11026,0.0013283889676204345,0.0030789198194514597
1985,Schleswig-Holstein,Urban regions,3.0,0.0017445597282159581,11026,0.0009656074684035837,0.0025235119880283327
1985,Nordrhein-Westfalen,Rural regions,1.0,0.0016527407951519603,11026,0.0008945294721685694,0.0024109521181353514
1985,Hessen,Rural regions,3.0,0.0015609218620879625,11026,0.0008240390201151924,0.0022978047040607325
1985,Nordrhein-Westfalen,Rural regions,3.0,0.0011936461298319714,11026,0.0005491422699748928,0.00183814998968905
1985,Bremen,Urban regions,3.0,0.0008263703975759802,11026,0.00029001218508077045,0.0013627286100711899
1985,"Rheinland-Pfalz,Saarland",Rural regions,3.0,0.0005509135983839868,11026,0.00011291858996643399,0.0009889086068015395
1985,Hamburg,Rural regions,2.0,0.000459094665319989,11026,5.9243389199707295e-05,0.0008589459414402706
1985,Hamburg,Rural regions,1.0,9.181893306399779e-05,11026,-8.703284378643322e-05,0.0002706707099144288
1986,Nordrhein-Westfalen,Urban regions,1.0,0.12273507533854663,10583,0.1164833282173128,0.12898682245978046
1986,Nordrhein-Westfalen,Urban regions,2.0,0.10957467098989128,10583,0.10362345772574333,0.11552588425403923
1986,Baden-Wuerttemberg,Urban regions,1.0,0.07037955369063513,10583,0.065506201918696,0.07525290546257427
1986,Baden-Wuerttemberg,Urban regions,2.0,0.06141522029372497,10583,0.0568409014395473,0.06598953914790263
1986,Bayern,Urban regions,1.0,0.04215144001525844,10583,0.0383231369897636,0.04597974304075328
1986,Hessen,Urban regions,1.0,0.040339500286095745,10583,0.036590842980463605,0.044088157591727885
1986,Hessen,Urban regions,2.0,0.036715620827770364,10583,0.03313255843902477,0.04029868321651596
1986,Bayern,Urban regions,2.0,0.03633415983215716,10583,0.032769053671431944,0.03989926599288238
1986,Bayern,Rural regions,2.0,0.03490368109860767,10583,0.03140686640117787,0.03840049579603747
1986,Bayern,Rural regions,1.0,0.03461758535189777,10583,0.031134615214687272,0.03810055548910826
1986,Nordrhein-Westfalen,Urban regions,3.0,0.030802975395765785,10583,0.027511019228748233,0.034094931562783336
1986,Baden-Wuerttemberg,Urban regions,3.0,0.027751287430860194,10583,0.024621737179284647,0.03088083768243574
1986,"Rheinland-Pfalz,Saarland",Urban regions,2.0,0.027179095937440396,10583,0.024081065903652863,0.03027712597122793
1986,"Rheinland-Pfalz,Saarland",Urban regions,1.0,0.0267022696929239,10583,0.02363078314508168,0.029773756240766117
1986,Niedersachsen,Rural regions,1.0,0.024794964714857905,10583,0.021832307619948164,0.027757621809767645
1986,Niedersachsen,Rural regions,2.0,0.022887659736791913,10583,0.020038448709387216,0.02573687076419661
1986,Niedersachsen,Urban regions,1.0,0.022220102994468815,10583,0.01941179161914735,0.02502841436979028
1986,Niedersachsen,Urban regions,2.0,0.02040816326530612,10583,0.017714295882185375,0.023102030648426867
1986,Berlin,Urban regions,1.0,0.016498188060270837,10583,0.014071257332639173,0.0189251187879025
1986,Berlin,Urban regions,2.0,0.013732595842075148,10583,0.01151529137125217,0.015949900312898127
1986,Hamburg,Urban regions,1.0,0.011825290864009155,10583,0.00976573082635896,0.013884850901659349
1986,Baden-Wuerttemberg,Rural regions,2.0,0.010680907877169559,10583,0.008722406176163208,0.01263940957817591
1986,Baden-Wuerttemberg,Rural regions,1.0,0.01020408163265306,10583,0.008289334337328862,0.01211882892797726
1986,Bayern,Rural regions,3.0,0.009631890139233263,10583,0.007771064174679472,0.011492716103787054
1986,Hessen,Urban regions,3.0,0.009059698645813465,10583,0.007254469673382613,0.010864927618244317
1986,Hamburg,Urban regions,2.0,0.008773602899103566,10583,0.006996849766461232,0.010550356031745901
1986,Bayern,Urban regions,3.0,0.008582872401296968,10583,0.0068253688548545926,0.010340375947739344
1986,Niedersachsen,Urban regions,3.0,0.00791531565897387,10583,0.006226974665745268,0.009603656652202471
1986,Baden-Wuerttemberg,Rural regions,3.0,0.0077245851611672705,10583,0.00605654934488834,0.009392620977446201
1986,Schleswig-Holstein,Urban regions,2.0,0.0075338546633606715,10583,0.005886382281484509,0.009181327045236835
1986,Schleswig-Holstein,Rural regions,2.0,0.0075338546633606715,10583,0.005886382281484509,0.009181327045236835
1986,"Rheinland-Pfalz,Saarland",Rural regions,1.0,0.006866297921037574,10583,0.005292978676864256,0.008439617165210892
1986,Niedersachsen,Rural regions,3.0,0.006770932672134274,10583,0.0052085024482559335,0.008333362896012615
1986,Hessen,Rural regions,1.0,0.006770932672134274,10583,0.0052085024482559335,0.008333362896012615
1986,Bremen,Urban regions,1.0,0.006198741178714476,10583,0.004703355572011408,0.007694126785417544
1986,"Rheinland-Pfalz,Saarland",Rural regions,2.0,0.006198741178714476,10583,0.004703355572011408,0.007694126785417544
1986,Schleswig-Holstein,Rural regions,1.0,0.006198741178714476,10583,0.004703355572011408,0.007694126785417544
1986,"Rheinland-Pfalz,Saarland",Urban regions,3.0,0.0053404539385847796,10583,0.00395185129528056,0.006729056581888999
1986,Schleswig-Holstein,Urban regions,1.0,0.004768262445164982,10583,0.003455778930187503,0.006080745960142461
1986,Hessen,Rural regions,2.0,0.004672897196261682,10583,0.003373542556164423,0.005972251836358941
1986,Nordrhein-Westfalen,Rural regions,2.0,0.004100705702841884,10583,0.0028831504275045484,0.00531826097817922
1986,Hamburg,Urban regions,3.0,0.0032424184627121875,10583,0.0021592874798534584,0.004325549445570917
1986,Berlin,Urban regions,3.0,0.0030516879649055886,10583,0.002000796035059268,0.004102579894751909
1986,Bremen,Urban regions,2.0,0.0027655922181956897,10583,0.001765029370518593,0.0037661550658727866
1986,Schleswig-Holstein,Rural regions,3.0,0.002384131222582491,10583,0.0014549542778511623,0.0033133081673138195
1986,Schleswig-Holstein,Urban regions,3.0,0.002098035475872592,10583,0.0012262652628075392,0.0029698056889376446
1986,Hessen,Rural regions,3.0,0.002098035475872592,10583,0.0012262652628075392,0.0029698056889376446
1986,Nordrhein-Westfalen,Rural regions,1.0,0.0019073049780659929,10583,0.0010760252630070812,0.0027385846931249043
1986,Bremen,Urban regions,3.0,0.0012397482357428952,10583,0.0005693250153819024,0.001910171456103888
1986,Nordrhein-Westfalen,Rural regions,3.0,0.0005721914934197979,10583,0.00011657641713588092,0.0010278065697037148
1986,"Rheinland-Pfalz,Saarland",Rural regions,3.0,0.0005721914934197979,10583,0.00011657641713588092,0.0010278065697037148
1986,Hamburg,Rural regions,2.0,0.00038146099561319857,10583,9.417348340581865e-06,0.0007535046428858152
1986,Hamburg,Rural regions,1.0,0.00019073049780659929,10583,-7.236918462734962e-05,0.0004538301802405482
1987,Nordrhein-Westfalen,Urban regions,2.0,0.11530276649255175,10452,0.10917963523500133,0.12142589775010217
1987,Nordrhein-Westfalen,Urban regions,1.0,0.11327142580769975,10452,0.10719550777728076,0.11934734383811874
