"plh0038","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","1994","Rheinland-Pfalz,Saarland","Westdeutschland","271","0.415391171442009","0.376971745829031","0.453810597054988"
"Grosse Sorgen","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1994","Baden-Wuerttemberg","Westdeutschland","729","0.418421208102398","0.395142189555017","0.44170022664978"
"Grosse Sorgen","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1994","Bayern","Westdeutschland","689","0.438128077314019","0.413632414653887","0.46262373997415"
"Grosse Sorgen","1994","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1994","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1994","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1994","Berlin","Westdeutschland","144","0.509986367395506","0.45215139835032","0.567821336440691"
"Grosse Sorgen","1994","Berlin","Ostdeutschland","137","0.506371865176592","0.445717428510269","0.567026301842915"
"Grosse Sorgen","1994","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1994","Brandenburg","Ostdeutschland","311","0.526070692211808","0.486217026661934","0.565924357761682"
"Grosse Sorgen","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1994","Mecklenburg-Vorpommern","Ostdeutschland","198","0.514174610921883","0.465855092445893","0.562494129397873"
"Grosse Sorgen","1994","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1994","Sachsen","Ostdeutschland","587","0.546287012716449","0.517207981135245","0.575366044297652"
"Grosse Sorgen","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1994","Sachsen-Anhalt","Ostdeutschland","396","0.582486161202205","0.545979902638608","0.618992419765802"
"Grosse Sorgen","1994","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1994","Thueringen","Ostdeutschland","372","0.591109480381642","0.553659070150726","0.628559890612557"
"Einige Sorgen","1994","Schleswig-Holstein","Westdeutschland","139","0.489635825297945","0.431497086710099","0.547774563885792"
"Einige Sorgen","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1994","Hamburg","Westdeutschland","68","0.540874545167916","0.457429267384314","0.624319822951518"
"Einige Sorgen","1994","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1994","Niedersachsen","Westdeutschland","444","0.462231195217064","0.430692777325966","0.493769613108163"
"Einige Sorgen","1994","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1994","Bremen","Westdeutschland","35","0.400290414129905","0.296738780241594","0.503842048018216"
"Einige Sorgen","1994","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1994","Nordrhein-Westfalen","Westdeutschland","1042","0.438137217394378","0.418442423237126","0.45783201155163"
"Einige Sorgen","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1994","Hessen","Westdeutschland","437","0.482401424626775","0.450006586053125","0.514796263200425"
"Einige Sorgen","1994","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1994","Rheinland-Pfalz,Saarland","Westdeutschland","313","0.499096904567684","0.46011537753748","0.538078431597888"
"Einige Sorgen","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1994","Baden-Wuerttemberg","Westdeutschland","805","0.482647357064517","0.459066377412716","0.506228336716318"
"Einige Sorgen","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1994","Bayern","Westdeutschland","742","0.473169145742114","0.44851932336688","0.497818968117348"
"Einige Sorgen","1994","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1994","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1994","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1994","Berlin","Westdeutschland","112","0.388494771170228","0.332105066627903","0.444884475712553"
"Einige Sorgen","1994","Berlin","Ostdeutschland","104","0.410733261338155","0.351048461998031","0.470418060678279"
"Einige Sorgen","1994","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1994","Brandenburg","Ostdeutschland","262","0.426060017875424","0.386590841347747","0.4655291944031"
"Einige Sorgen","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1994","Mecklenburg-Vorpommern","Ostdeutschland","191","0.443850916219418","0.39581773469812","0.491884097740717"
"Einige Sorgen","1994","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1994","Sachsen","Ostdeutschland","443","0.373731225898682","0.345473385519483","0.401989066277881"
"Einige Sorgen","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1994","Sachsen-Anhalt","Ostdeutschland","264","0.356928022107358","0.321462268100181","0.392393776114535"
"Einige Sorgen","1994","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1994","Thueringen","Ostdeutschland","254","0.346315938109494","0.310071674210443","0.382560202008544"
"Keine Sorgen","1994","Schleswig-Holstein","Westdeutschland","52","0.187205870141693","0.141838988178846","0.232572752104539"
"Keine Sorgen","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1994","Hamburg","Westdeutschland","30","0.190709394203713","0.124924512158918","0.256494276248507"
"Keine Sorgen","1994","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1994","Niedersachsen","Westdeutschland","124","0.128876341423649","0.107681070205489","0.150071612641808"
"Keine Sorgen","1994","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1994","Bremen","Westdeutschland","9","","",""
"Keine Sorgen","1994","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1994","Nordrhein-Westfalen","Westdeutschland","210","0.0895315641438487","0.0781983844861436","0.100864743801554"
"Keine Sorgen","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1994","Hessen","Westdeutschland","77","0.0906651254288888","0.072050382190188","0.10927986866759"
"Keine Sorgen","1994","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","Westdeutschland","48","0.0855119239903062","0.0637101459210016","0.107313702059611"
"Keine Sorgen","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1994","Baden-Wuerttemberg","Westdeutschland","191","0.0989314348330846","0.0848418039804928","0.113021065685676"
"Keine Sorgen","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1994","Bayern","Westdeutschland","145","0.0887027769438675","0.074665960656175","0.10273959323156"
"Keine Sorgen","1994","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1994","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1994","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1994","Berlin","Westdeutschland","31","0.101518861434266","0.0665778884722142","0.136459834396318"
"Keine Sorgen","1994","Berlin","Ostdeutschland","20","","",""
"Keine Sorgen","1994","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1994","Brandenburg","Ostdeutschland","30","0.0478692899127682","0.0308294223840882","0.0649091574414482"
"Keine Sorgen","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1994","Mecklenburg-Vorpommern","Ostdeutschland","22","","",""
"Keine Sorgen","1994","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1994","Sachsen","Ostdeutschland","96","0.0799817613848691","0.0641374781876338","0.0958260445821044"
"Keine Sorgen","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1994","Sachsen-Anhalt","Ostdeutschland","41","0.0605858166904373","0.0429253115391853","0.0782463218416893"
"Keine Sorgen","1994","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1994","Thueringen","Ostdeutschland","36","0.0625745815088649","0.0441250035542355","0.0810241594634943"
"Grosse Sorgen","1995","Schleswig-Holstein","Westdeutschland","107","0.376111580809382","0.319271091948694","0.43295206967007"
"Grosse Sorgen","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Hamburg","Westdeutschland","44","0.303036667890193","0.224338431648806","0.381734904131581"
"Grosse Sorgen","1995","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Niedersachsen","Westdeutschland","418","0.409014650319933","0.378974770338959","0.439054530300907"
"Grosse Sorgen","1995","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Bremen","Westdeutschland","51","0.505719578385466","0.402996273662869","0.608442883108063"
"Grosse Sorgen","1995","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Nordrhein-Westfalen","Westdeutschland","1250","0.463006700008085","0.443687416337089","0.482325983679082"
"Grosse Sorgen","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Hessen","Westdeutschland","469","0.459879307272831","0.427967923432855","0.491790691112807"
"Grosse Sorgen","1995","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","Westdeutschland","314","0.42907806628397","0.392517048015584","0.465639084552357"
"Grosse Sorgen","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Baden-Wuerttemberg","Westdeutschland","832","0.449091609714842","0.425958512960073","0.47222470646961"
"Grosse Sorgen","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Bayern","Westdeutschland","758","0.44537640110385","0.421553605335571","0.469199196872128"
"Grosse Sorgen","1995","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1995","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1995","Berlin","Westdeutschland","149","0.463271743353051","0.408292382659891","0.518251104046211"
"Grosse Sorgen","1995","Berlin","Ostdeutschland","131","0.537401666406982","0.47509535033924","0.599707982474723"
"Grosse Sorgen","1995","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1995","Brandenburg","Ostdeutschland","307","0.53670177651943","0.496293810355143","0.577109742683718"
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1995","Mecklenburg-Vorpommern","Ostdeutschland","169","0.421106564059746","0.373546411550904","0.468666716568588"
"Grosse Sorgen","1995","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1995","Sachsen","Ostdeutschland","522","0.497872722873302","0.468217387113929","0.527528058632676"
"Grosse Sorgen","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1995","Sachsen-Anhalt","Ostdeutschland","378","0.577780738624141","0.540712115543443","0.614849361704839"
"Grosse Sorgen","1995","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1995","Thueringen","Ostdeutschland","354","0.583305442433122","0.545258026854505","0.62135285801174"
"Einige Sorgen","1995","Schleswig-Holstein","Westdeutschland","134","0.501634017726631","0.442964343792681","0.560303691660581"
"Einige Sorgen","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1995","Hamburg","Westdeutschland","71","0.601009353995146","0.517153301172507","0.684865406817784"
"Einige Sorgen","1995","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1995","Niedersachsen","Westdeutschland","482","0.458877096488525","0.428430654157093","0.489323538819958"
"Einige Sorgen","1995","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1995","Bremen","Westdeutschland","34","0.389795469181953","0.289591828207843","0.489999110156063"
"Einige Sorgen","1995","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1995","Nordrhein-Westfalen","Westdeutschland","1062","0.434458979437787","0.415253754747487","0.453664204128088"
"Einige Sorgen","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1995","Hessen","Westdeutschland","405","0.455706648538459","0.423817898764442","0.487595398312475"
"Einige Sorgen","1995","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","Westdeutschland","329","0.478032938304919","0.44113414008472","0.514931736525118"
"Einige Sorgen","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1995","Baden-Wuerttemberg","Westdeutschland","745","0.445226314399496","0.422112322899872","0.46834030589912"
"Einige Sorgen","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1995","Bayern","Westdeutschland","727","0.438531253318648","0.414746808251831","0.462315698385466"
"Einige Sorgen","1995","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1995","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1995","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1995","Berlin","Westdeutschland","133","0.403675138174989","0.34957952982956","0.457770746520419"
"Einige Sorgen","1995","Berlin","Ostdeutschland","91","0.363610045689177","0.303498190451621","0.423721900926734"
"Einige Sorgen","1995","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1995","Brandenburg","Ostdeutschland","245","0.412825250645613","0.372928551102026","0.4527219501892"
"Einige Sorgen","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1995","Mecklenburg-Vorpommern","Ostdeutschland","215","0.513657963161341","0.465512448031982","0.561803478290701"
"Einige Sorgen","1995","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1995","Sachsen","Ostdeutschland","469","0.420268567760792","0.390992438853888","0.449544696667697"
"Einige Sorgen","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1995","Sachsen-Anhalt","Ostdeutschland","260","0.353790212224657","0.317904995251772","0.389675429197543"
"Einige Sorgen","1995","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1995","Thueringen","Ostdeutschland","263","0.374778523718592","0.337421477857717","0.412135569579467"
"Keine Sorgen","1995","Schleswig-Holstein","Westdeutschland","38","0.122254401463987","0.0838162431243634","0.160692559803611"
"Keine Sorgen","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1995","Hamburg","Westdeutschland","16","","",""
"Keine Sorgen","1995","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1995","Niedersachsen","Westdeutschland","129","0.132108253191542","0.111419317106292","0.152797189276791"
"Keine Sorgen","1995","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1995","Bremen","Westdeutschland","6","","",""
"Keine Sorgen","1995","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1995","Nordrhein-Westfalen","Westdeutschland","247","0.102534320554128","0.0907811103975348","0.11428753071072"
"Keine Sorgen","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1995","Hessen","Westdeutschland","63","0.0844140441887106","0.066613420856317","0.102214667521104"
"Keine Sorgen","1995","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","Westdeutschland","61","0.0928889954111108","0.071446559916096","0.114331430906126"
"Keine Sorgen","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1995","Baden-Wuerttemberg","Westdeutschland","199","0.105682075885662","0.0913841432837372","0.119980008487588"
"Keine Sorgen","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1995","Bayern","Westdeutschland","187","0.116092345577502","0.100737862686262","0.131446828468742"
"Keine Sorgen","1995","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1995","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1995","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1995","Berlin","Westdeutschland","34","0.13305311847196","0.0956064381627751","0.170499798781144"
"Keine Sorgen","1995","Berlin","Ostdeutschland","24","","",""
"Keine Sorgen","1995","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1995","Brandenburg","Ostdeutschland","33","0.0504729728349569","0.0327329871086663","0.0682129585612474"
"Keine Sorgen","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1995","Mecklenburg-Vorpommern","Ostdeutschland","30","0.0652354727789125","0.0414484034043365","0.0890225421534884"
"Keine Sorgen","1995","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1995","Sachsen","Ostdeutschland","101","0.0818587093659053","0.0655985807011645","0.0981188380306462"
"Keine Sorgen","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1995","Sachsen-Anhalt","Ostdeutschland","44","0.0684290491512015","0.0494801438614066","0.0873779544409964"
"Keine Sorgen","1995","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1995","Thueringen","Ostdeutschland","28","","",""
"Grosse Sorgen","1996","Schleswig-Holstein","Westdeutschland","91","0.349535452441175","0.29358502345288","0.405485881429471"
"Grosse Sorgen","1996","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Hamburg","Westdeutschland","27","","",""
"Grosse Sorgen","1996","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Niedersachsen","Westdeutschland","347","0.33611572552306","0.30736496617255","0.36486648487357"
"Grosse Sorgen","1996","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Bremen","Westdeutschland","37","0.374124166397984","0.276302256748754","0.471946076047215"
"Grosse Sorgen","1996","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Nordrhein-Westfalen","Westdeutschland","1050","0.384283878012776","0.365396802171252","0.4031709538543"
"Grosse Sorgen","1996","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Hessen","Westdeutschland","348","0.370100923989512","0.33859150518919","0.401610342789835"
"Grosse Sorgen","1996","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","Westdeutschland","251","0.355927901313456","0.320072790825969","0.391783011800943"
"Grosse Sorgen","1996","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Baden-Wuerttemberg","Westdeutschland","570","0.340540016541921","0.318006462155084","0.363073570928757"
"Grosse Sorgen","1996","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Bayern","Westdeutschland","591","0.355639651266173","0.332541585651497","0.378737716880849"
"Grosse Sorgen","1996","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1996","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1996","Berlin","Westdeutschland","137","0.44931193558389","0.392740568234048","0.505883302933733"
"Grosse Sorgen","1996","Berlin","Ostdeutschland","123","0.517575345731945","0.454748321249625","0.580402370214264"
"Grosse Sorgen","1996","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1996","Brandenburg","Ostdeutschland","288","0.499449284329096","0.459307682197958","0.539590886460234"
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","Ostdeutschland","169","0.435235947061475","0.386527704867956","0.483944189254994"
"Grosse Sorgen","1996","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","1996","Sachsen","Ostdeutschland","501","0.472317559855491","0.442922010693343","0.50171310901764"
"Grosse Sorgen","1996","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","1996","Sachsen-Anhalt","Ostdeutschland","362","0.562747027223588","0.525270136788529","0.600223917658647"
"Grosse Sorgen","1996","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","1996","Thueringen","Ostdeutschland","333","0.53341005847052","0.495291766626887","0.571528350314154"
"Einige Sorgen","1996","Schleswig-Holstein","Westdeutschland","135","0.492149916073369","0.433487160222059","0.550812671924678"
"Einige Sorgen","1996","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","1996","Hamburg","Westdeutschland","71","0.661596590569587","0.579304096519399","0.743889084619774"
"Einige Sorgen","1996","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","1996","Niedersachsen","Westdeutschland","528","0.499107392950848","0.468675566038863","0.529539219862832"
"Einige Sorgen","1996","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","1996","Bremen","Westdeutschland","41","0.449469025319809","0.348909103343194","0.550028947296424"
"Einige Sorgen","1996","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","1996","Nordrhein-Westfalen","Westdeutschland","1180","0.478802907153995","0.45940621108364","0.49819960322435"
"Einige Sorgen","1996","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","1996","Hessen","Westdeutschland","434","0.476546849240032","0.443952933941443","0.509140764538621"
"Einige Sorgen","1996","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","Westdeutschland","364","0.531674133244544","0.494306151343914","0.569042115145173"
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1996","Baden-Wuerttemberg","Westdeutschland","874","0.530039075260417","0.506306972496552","0.553771178024281"
"Einige Sorgen","1996","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","1996","Bayern","Westdeutschland","825","0.501958503029815","0.477833199196164","0.526083806863466"
"Einige Sorgen","1996","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","1996","Saarland","Westdeutschland","","","",""
"Einige Sorgen","1996","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","1996","Berlin","Westdeutschland","124","0.423321784563836","0.367130113395775","0.479513455731897"
"Einige Sorgen","1996","Berlin","Ostdeutschland","101","0.405311232891927","0.343582957728027","0.467039508055827"
"Einige Sorgen","1996","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","1996","Brandenburg","Ostdeutschland","262","0.423868009222508","0.384194439705572","0.463541578739444"
"Einige Sorgen","1996","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","1996","Mecklenburg-Vorpommern","Ostdeutschland","184","0.458001741918472","0.409053278253122","0.506950205583822"
"Einige Sorgen","1996","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","1996","Sachsen","Ostdeutschland","485","0.431995842992134","0.402828709336499","0.461162976647769"
"Einige Sorgen","1996","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","1996","Sachsen-Anhalt","Ostdeutschland","262","0.360117593236144","0.323850494620817","0.39638469185147"
"Einige Sorgen","1996","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","1996","Thueringen","Ostdeutschland","284","0.412405190404633","0.374792345696019","0.450018035113247"
"Keine Sorgen","1996","Schleswig-Holstein","Westdeutschland","53","0.158314631485456","0.115481344266675","0.201147918704237"
"Keine Sorgen","1996","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","1996","Hamburg","Westdeutschland","29","","",""
"Keine Sorgen","1996","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","1996","Niedersachsen","Westdeutschland","162","0.164776881526092","0.142197704636213","0.18735605841597"
"Keine Sorgen","1996","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","1996","Bremen","Westdeutschland","16","","",""
"Keine Sorgen","1996","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","1996","Nordrhein-Westfalen","Westdeutschland","318","0.136913214833229","0.123565765012082","0.150260664654377"
"Keine Sorgen","1996","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","1996","Hessen","Westdeutschland","120","0.153352226770456","0.129837428856016","0.176867024684895"
"Keine Sorgen","1996","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","Westdeutschland","70","0.112397965442","0.0887446962297814","0.136051234654219"
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1996","Baden-Wuerttemberg","Westdeutschland","255","0.129420908197663","0.113459994860586","0.145381821534739"
"Keine Sorgen","1996","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","1996","Bayern","Westdeutschland","234","0.142401845704012","0.125539971424748","0.159263719983275"
"Keine Sorgen","1996","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","1996","Saarland","Westdeutschland","","","",""
"Keine Sorgen","1996","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","1996","Berlin","Westdeutschland","36","0.127366279852274","0.08945110232278","0.165281457381768"
"Keine Sorgen","1996","Berlin","Ostdeutschland","19","","",""
"Keine Sorgen","1996","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","1996","Brandenburg","Ostdeutschland","46","0.076682706448396","0.0553203497539336","0.0980450631428585"
"Keine Sorgen","1996","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","Ostdeutschland","45","0.106762311020053","0.0764234650064485","0.137101157033658"
"Keine Sorgen","1996","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","1996","Sachsen","Ostdeutschland","122","0.0956865971523746","0.0783659844900512","0.113007209814698"
"Keine Sorgen","1996","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","1996","Sachsen-Anhalt","Ostdeutschland","49","0.0771353795402683","0.0569778934977971","0.0972928655827394"
"Keine Sorgen","1996","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","1996","Thueringen","Ostdeutschland","41","0.0541847511248471","0.0368875099222385","0.0714819923274556"
"Grosse Sorgen","1997","Schleswig-Holstein","Westdeutschland","62","0.24379416330104","0.192098177836568","0.295490148765512"
"Grosse Sorgen","1997","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Hamburg","Westdeutschland","38","0.336638161023474","0.253462901721786","0.419813420325162"
"Grosse Sorgen","1997","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Niedersachsen","Westdeutschland","276","0.281822387983088","0.254320962181997","0.309323813784179"
"Grosse Sorgen","1997","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Bremen","Westdeutschland","37","0.427515181335215","0.326969279308252","0.528061083362177"
"Grosse Sorgen","1997","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Nordrhein-Westfalen","Westdeutschland","848","0.322728842587534","0.304373003042334","0.341084682132735"
"Grosse Sorgen","1997","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Hessen","Westdeutschland","264","0.332172193316903","0.300377972234808","0.363966414398999"
"Grosse Sorgen","1997","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Rheinland-Pfalz,Saarland","Westdeutschland","205","0.284780655178501","0.251537186625758","0.318024123731244"
"Grosse Sorgen","1997","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Baden-Wuerttemberg","Westdeutschland","482","0.2898881362312","0.268314169393008","0.311462103069392"
"Grosse Sorgen","1997","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Bayern","Westdeutschland","462","0.290213342230465","0.268064373479291","0.312362310981638"
"Grosse Sorgen","1997","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","1997","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","1997","Berlin","Westdeutschland","106","0.354692258668662","0.297940926570078","0.411443590767246"
"Grosse Sorgen","1997","Berlin","Ostdeutschland","97","0.407344630256863","0.344255834131007","0.470433426382719"
"Grosse Sorgen","1997","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","1997","Brandenburg","Ostdeutschland","225","0.3847945176205","0.345601222829562","0.423987812411439"
"Grosse Sorgen","1997","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","1997","Mecklenburg-Vorpommern","Ostdeutschland","141","0.394818881436137","0.345928421760417","0.443709341111857"
"Grosse Sorgen","1997","Sachsen","Westdeutschland","","","",""
