"plh0038","year","bula_h","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Keine Sorgen","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2004","Sachsen-Anhalt","Ostdeutschland","88","0.0935273028379951","0.0746714177352913","0.112383187940699"
"Keine Sorgen","2004","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2004","Thueringen","Ostdeutschland","106","0.103350322444061","0.0838899350915444","0.122810709796578"
"Grosse Sorgen","2005","Schleswig-Holstein","Westdeutschland","146","0.237241841126623","0.204361851010236","0.27012183124301"
"Grosse Sorgen","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Hamburg","Westdeutschland","102","0.344212444763237","0.289149435323319","0.399275454203155"
"Grosse Sorgen","2005","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Niedersachsen","Westdeutschland","683","0.409211513233547","0.386350561284872","0.432072465182222"
"Grosse Sorgen","2005","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Bremen","Westdeutschland","56","0.434664933881096","0.353979645651202","0.51535022211099"
"Grosse Sorgen","2005","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Nordrhein-Westfalen","Westdeutschland","1667","0.398977097083769","0.384389834790373","0.413564359377165"
"Grosse Sorgen","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Hessen","Westdeutschland","510","0.40238174480742","0.376357869569232","0.428405620045607"
"Grosse Sorgen","2005","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Rheinland-Pfalz,Saarland","Westdeutschland","491","0.398800017382323","0.371413552777754","0.426186481986893"
"Grosse Sorgen","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Baden-Wuerttemberg","Westdeutschland","876","0.367928827269513","0.34904793746267","0.386809717076355"
"Grosse Sorgen","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Bayern","Westdeutschland","1004","0.365483682023648","0.34789605526209","0.383071308785207"
"Grosse Sorgen","2005","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2005","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2005","Berlin","Westdeutschland","158","0.413476514481051","0.365866829622025","0.461086199340077"
"Grosse Sorgen","2005","Berlin","Ostdeutschland","176","0.494892870120026","0.441826638353897","0.547959101886156"
"Grosse Sorgen","2005","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2005","Brandenburg","Ostdeutschland","427","0.508505132990377","0.47549347776414","0.541516788216614"
"Grosse Sorgen","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2005","Mecklenburg-Vorpommern","Ostdeutschland","236","0.475010501539327","0.431239145379197","0.518781857699458"
"Grosse Sorgen","2005","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2005","Sachsen","Ostdeutschland","661","0.451653315602964","0.426618614099798","0.47668801710613"
"Grosse Sorgen","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2005","Sachsen-Anhalt","Ostdeutschland","429","0.522399962650087","0.489602293266827","0.555197632033346"
"Grosse Sorgen","2005","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2005","Thueringen","Ostdeutschland","387","0.474049625051373","0.441189397287258","0.506909852815488"
"Einige Sorgen","2005","Schleswig-Holstein","Westdeutschland","212","0.349966817148508","0.313101005325706","0.386832628971311"
"Einige Sorgen","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2005","Hamburg","Westdeutschland","152","0.517315979609566","0.459403190399767","0.575228768819364"
"Einige Sorgen","2005","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2005","Niedersachsen","Westdeutschland","834","0.440617426702586","0.41753456347604","0.463700289929132"
"Einige Sorgen","2005","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2005","Bremen","Westdeutschland","70","0.456254810604474","0.375183810228354","0.537325810980594"
"Einige Sorgen","2005","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2005","Nordrhein-Westfalen","Westdeutschland","2046","0.461776778192964","0.446925919745291","0.476627636640637"
"Einige Sorgen","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2005","Hessen","Westdeutschland","677","0.474371127405773","0.447871508020761","0.500870746790785"
"Einige Sorgen","2005","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2005","Rheinland-Pfalz,Saarland","Westdeutschland","583","0.46294612345244","0.435057757964698","0.490834488940181"
"Einige Sorgen","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2005","Baden-Wuerttemberg","Westdeutschland","1282","0.51240421899861","0.492834081556236","0.531974356440983"
"Einige Sorgen","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2005","Bayern","Westdeutschland","1383","0.483188455579298","0.464937894312712","0.501439016845885"
"Einige Sorgen","2005","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2005","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2005","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2005","Berlin","Westdeutschland","206","0.476037340230112","0.427753938602268","0.524320741857957"
"Einige Sorgen","2005","Berlin","Ostdeutschland","137","0.411585709005569","0.359352987945247","0.463818430065891"
"Einige Sorgen","2005","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2005","Brandenburg","Ostdeutschland","388","0.418728516229349","0.386151154153911","0.451305878304788"
"Einige Sorgen","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2005","Mecklenburg-Vorpommern","Ostdeutschland","226","0.462854246013601","0.419149229522314","0.506559262504889"
"Einige Sorgen","2005","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2005","Sachsen","Ostdeutschland","697","0.433092127693816","0.408165783137563","0.458018472250069"
"Einige Sorgen","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2005","Sachsen-Anhalt","Ostdeutschland","386","0.393588017746285","0.361509517162626","0.425666518329944"
"Einige Sorgen","2005","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2005","Thueringen","Ostdeutschland","405","0.414960481464206","0.38253531218459","0.447385650743822"
"Keine Sorgen","2005","Schleswig-Holstein","Westdeutschland","285","0.412791341724869","0.374737008258906","0.450845675190831"
"Keine Sorgen","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2005","Hamburg","Westdeutschland","32","0.138471575627197","0.0984420727415186","0.178501078512876"
"Keine Sorgen","2005","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2005","Niedersachsen","Westdeutschland","260","0.150171060063867","0.133561303837666","0.166780816290068"
"Keine Sorgen","2005","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2005","Bremen","Westdeutschland","19","","",""
"Keine Sorgen","2005","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2005","Nordrhein-Westfalen","Westdeutschland","616","0.139246124723267","0.128933116829846","0.149559132616689"
"Keine Sorgen","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2005","Hessen","Westdeutschland","177","0.123247127786807","0.105802250933423","0.140692004640192"
"Keine Sorgen","2005","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2005","Rheinland-Pfalz,Saarland","Westdeutschland","154","0.138253859165237","0.118948529924868","0.157559188405606"
"Keine Sorgen","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2005","Baden-Wuerttemberg","Westdeutschland","348","0.119666953731878","0.106959217905322","0.132374689558434"
"Keine Sorgen","2005","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2005","Bayern","Westdeutschland","493","0.151327862397053","0.138239621857547","0.16441610293656"
"Keine Sorgen","2005","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2005","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2005","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2005","Berlin","Westdeutschland","47","0.110486145288837","0.0801781333631671","0.140794157214506"
"Keine Sorgen","2005","Berlin","Ostdeutschland","28","","",""
"Keine Sorgen","2005","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2005","Brandenburg","Ostdeutschland","66","0.0727663507802736","0.0556141430996467","0.0899185584609005"
"Keine Sorgen","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2005","Mecklenburg-Vorpommern","Ostdeutschland","38","0.0621352524470715","0.0409759070253473","0.0832945978687957"
"Keine Sorgen","2005","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2005","Sachsen","Ostdeutschland","160","0.11525455670322","0.0991906776783861","0.131318435728054"
"Keine Sorgen","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2005","Sachsen-Anhalt","Ostdeutschland","76","0.0840120196036283","0.0657972014871251","0.102226837720132"
"Keine Sorgen","2005","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2005","Thueringen","Ostdeutschland","95","0.110989893484421","0.090317948166922","0.131661838801919"
"Grosse Sorgen","2006","Schleswig-Holstein","Westdeutschland","269","0.410315480248842","0.373069491800455","0.44756146869723"
"Grosse Sorgen","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Hamburg","Westdeutschland","147","0.462441826944434","0.406116187346759","0.518767466542108"
"Grosse Sorgen","2006","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Niedersachsen","Westdeutschland","887","0.459353784432361","0.437252006938654","0.481455561926068"
"Grosse Sorgen","2006","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Bremen","Westdeutschland","56","0.389101840912405","0.309470707731343","0.468732974093468"
"Grosse Sorgen","2006","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Nordrhein-Westfalen","Westdeutschland","1988","0.439913114388785","0.425424757684178","0.454401471093393"
"Grosse Sorgen","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Hessen","Westdeutschland","563","0.385333087195554","0.360437456547393","0.410228717843715"
"Grosse Sorgen","2006","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Rheinland-Pfalz,Saarland","Westdeutschland","544","0.432984118026395","0.405861121177702","0.460107114875088"
"Grosse Sorgen","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Baden-Wuerttemberg","Westdeutschland","1016","0.394000291292348","0.375586257514844","0.412414325069852"
"Grosse Sorgen","2006","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Bayern","Westdeutschland","1233","0.399296933640634","0.382081592149944","0.416512275131324"
"Grosse Sorgen","2006","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2006","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2006","Berlin","Westdeutschland","206","0.476970732680143","0.42992578344974","0.524015681910546"
"Grosse Sorgen","2006","Berlin","Ostdeutschland","184","0.509807656972499","0.457057351121889","0.562557962823109"
"Grosse Sorgen","2006","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2006","Brandenburg","Ostdeutschland","446","0.46933792474805","0.437315138309262","0.501360711186839"
"Grosse Sorgen","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2006","Mecklenburg-Vorpommern","Ostdeutschland","245","0.469799838934447","0.427975336094104","0.51162434177479"
"Grosse Sorgen","2006","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2006","Sachsen","Ostdeutschland","706","0.436094154179549","0.411611222799606","0.460577085559492"
"Grosse Sorgen","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2006","Sachsen-Anhalt","Ostdeutschland","428","0.451966417018882","0.419612801608447","0.484320032429317"
"Grosse Sorgen","2006","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2006","Thueringen","Ostdeutschland","404","0.421305280487909","0.389773691958835","0.452836869016983"
"Einige Sorgen","2006","Schleswig-Holstein","Westdeutschland","260","0.411333032421922","0.374073078235637","0.448592986608207"
"Einige Sorgen","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2006","Hamburg","Westdeutschland","129","0.451081395350677","0.394867164067403","0.507295626633951"
"Einige Sorgen","2006","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2006","Niedersachsen","Westdeutschland","855","0.421172419556053","0.399274566380791","0.443070272731314"
"Einige Sorgen","2006","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2006","Bremen","Westdeutschland","73","0.553520828053604","0.472324866240884","0.634716789866324"
"Einige Sorgen","2006","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2006","Nordrhein-Westfalen","Westdeutschland","2044","0.454516921921647","0.439983307201273","0.46905053664202"
"Einige Sorgen","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2006","Hessen","Westdeutschland","755","0.51389484073855","0.488327397099436","0.539462284377664"
"Einige Sorgen","2006","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2006","Rheinland-Pfalz,Saarland","Westdeutschland","604","0.454521735320143","0.42726523254924","0.481778238091045"
"Einige Sorgen","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2006","Baden-Wuerttemberg","Westdeutschland","1325","0.48684283880402","0.468007039848368","0.505678637759672"
"Einige Sorgen","2006","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2006","Bayern","Westdeutschland","1470","0.466537424835026","0.44900132729495","0.484073522375102"
"Einige Sorgen","2006","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2006","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2006","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2006","Berlin","Westdeutschland","178","0.401478358609863","0.35530673549916","0.447649981720565"
"Einige Sorgen","2006","Berlin","Ostdeutschland","138","0.391335818184212","0.339836412626224","0.442835223742199"
"Einige Sorgen","2006","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2006","Brandenburg","Ostdeutschland","406","0.44174325171173","0.40987859663163","0.473607906791829"
"Einige Sorgen","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2006","Mecklenburg-Vorpommern","Ostdeutschland","265","0.471809323586438","0.429974970970532","0.513643676202344"
"Einige Sorgen","2006","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2006","Sachsen","Ostdeutschland","705","0.452346249408006","0.427773230521056","0.476919268294956"
"Einige Sorgen","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2006","Sachsen-Anhalt","Ostdeutschland","393","0.439957120398734","0.40768838359266","0.472225857204807"
"Einige Sorgen","2006","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2006","Thueringen","Ostdeutschland","422","0.4471558372821","0.415405126201901","0.478906548362299"
"Keine Sorgen","2006","Schleswig-Holstein","Westdeutschland","141","0.178351487329235","0.149365233290487","0.207337741367983"
"Keine Sorgen","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2006","Hamburg","Westdeutschland","25","","",""
"Keine Sorgen","2006","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2006","Niedersachsen","Westdeutschland","211","0.119473796011587","0.105088975637929","0.133858616385244"
"Keine Sorgen","2006","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2006","Bremen","Westdeutschland","15","","",""
"Keine Sorgen","2006","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2006","Nordrhein-Westfalen","Westdeutschland","477","0.105569963689568","0.0966008124551948","0.114539114923941"
"Keine Sorgen","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2006","Hessen","Westdeutschland","150","0.100772072065896","0.0853731595802932","0.116170984551498"
"Keine Sorgen","2006","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2006","Rheinland-Pfalz,Saarland","Westdeutschland","134","0.112494146653462","0.0951977891103544","0.12979050419657"
"Keine Sorgen","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2006","Baden-Wuerttemberg","Westdeutschland","364","0.119156869903632","0.106948061304586","0.131365678502679"
"Keine Sorgen","2006","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2006","Bayern","Westdeutschland","406","0.13416564152434","0.122185118071406","0.146146164977275"
"Keine Sorgen","2006","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2006","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2006","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2006","Berlin","Westdeutschland","49","0.121550908709994","0.0907728271065159","0.152328990313473"
"Keine Sorgen","2006","Berlin","Ostdeutschland","23","","",""
"Keine Sorgen","2006","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2006","Brandenburg","Ostdeutschland","81","0.0889188235402202","0.0706553802630791","0.107182266817361"
"Keine Sorgen","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2006","Mecklenburg-Vorpommern","Ostdeutschland","37","0.0583908374791149","0.0387408572433893","0.0780408177148406"
"Keine Sorgen","2006","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2006","Sachsen","Ostdeutschland","165","0.111559596412445","0.0960164978122033","0.127102695012687"
"Keine Sorgen","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2006","Sachsen-Anhalt","Ostdeutschland","88","0.108076462582385","0.0878930070299794","0.12825991813479"
"Keine Sorgen","2006","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2006","Thueringen","Ostdeutschland","116","0.131538882229991","0.109955231588891","0.153122532871091"
"Grosse Sorgen","2007","Schleswig-Holstein","Westdeutschland","201","0.355027733469074","0.317084953605696","0.392970513332452"
"Grosse Sorgen","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Hamburg","Westdeutschland","109","0.383272843055123","0.327508418408526","0.439037267701721"
"Grosse Sorgen","2007","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Niedersachsen","Westdeutschland","693","0.387043990455403","0.364660564495774","0.409427416415032"
"Grosse Sorgen","2007","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Bremen","Westdeutschland","56","0.395253615537229","0.31594940812002","0.474557822954437"
"Grosse Sorgen","2007","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Nordrhein-Westfalen","Westdeutschland","1505","0.371216830409295","0.356561887378062","0.385871773440529"
"Grosse Sorgen","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Hessen","Westdeutschland","490","0.364715976274026","0.339365590940872","0.390066361607181"
"Grosse Sorgen","2007","Hessen","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","Westdeutschland","436","0.381608138166158","0.353713172895247","0.40950310343707"
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Baden-Wuerttemberg","Westdeutschland","798","0.335551992833739","0.316915595219369","0.35418839044811"
"Grosse Sorgen","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Bayern","Westdeutschland","972","0.340206029818675","0.323033488049692","0.357378571587658"
"Grosse Sorgen","2007","Bayern","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Saarland","Westdeutschland","","","",""
"Grosse Sorgen","2007","Saarland","Ostdeutschland","","","",""
"Grosse Sorgen","2007","Berlin","Westdeutschland","151","0.397561931183211","0.350016423835756","0.445107438530666"
"Grosse Sorgen","2007","Berlin","Ostdeutschland","161","0.471737334683946","0.418984724492371","0.524489944875521"
"Grosse Sorgen","2007","Brandenburg","Westdeutschland","","","",""
"Grosse Sorgen","2007","Brandenburg","Ostdeutschland","354","0.425187782257386","0.392108366487263","0.458267198027508"
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","Ostdeutschland","207","0.409886645253813","0.367034512815101","0.452738777692525"
"Grosse Sorgen","2007","Sachsen","Westdeutschland","","","",""
"Grosse Sorgen","2007","Sachsen","Ostdeutschland","531","0.340931329051911","0.316950922891771","0.36491173521205"
"Grosse Sorgen","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Grosse Sorgen","2007","Sachsen-Anhalt","Ostdeutschland","350","0.413327584283674","0.380587240737742","0.446067927829606"
"Grosse Sorgen","2007","Thueringen","Westdeutschland","","","",""
"Grosse Sorgen","2007","Thueringen","Ostdeutschland","351","0.412481889736475","0.380373591541871","0.44459018793108"
"Einige Sorgen","2007","Schleswig-Holstein","Westdeutschland","273","0.449485697096179","0.410042716338238","0.48892867785412"
"Einige Sorgen","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Einige Sorgen","2007","Hamburg","Westdeutschland","157","0.474510148868729","0.417235612208703","0.531784685528755"
"Einige Sorgen","2007","Hamburg","Ostdeutschland","","","",""
"Einige Sorgen","2007","Niedersachsen","Westdeutschland","869","0.46130817767709","0.438399632515845","0.484216722838335"
"Einige Sorgen","2007","Niedersachsen","Ostdeutschland","","","",""
"Einige Sorgen","2007","Bremen","Westdeutschland","66","0.472176014850012","0.391197802531771","0.553154227168254"
"Einige Sorgen","2007","Bremen","Ostdeutschland","","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","Westdeutschland","2069","0.486761787106321","0.471600447298264","0.501923126914378"
"Einige Sorgen","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Einige Sorgen","2007","Hessen","Westdeutschland","736","0.520448481445753","0.494137944427784","0.546759018463722"
"Einige Sorgen","2007","Hessen","Ostdeutschland","","","",""
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","Westdeutschland","589","0.508113241503181","0.479405571155729","0.536820911850634"
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2007","Baden-Wuerttemberg","Westdeutschland","1229","0.496976081997132","0.477242150484464","0.516710013509799"
"Einige Sorgen","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Einige Sorgen","2007","Bayern","Westdeutschland","1521","0.509424320585318","0.491304568501235","0.527544072669402"
"Einige Sorgen","2007","Bayern","Ostdeutschland","","","",""
"Einige Sorgen","2007","Saarland","Westdeutschland","","","",""
"Einige Sorgen","2007","Saarland","Ostdeutschland","","","",""
"Einige Sorgen","2007","Berlin","Westdeutschland","173","0.417389811631283","0.369481502206475","0.465298121056091"
"Einige Sorgen","2007","Berlin","Ostdeutschland","150","0.398329298813695","0.34659608873652","0.450062508890871"
"Einige Sorgen","2007","Brandenburg","Westdeutschland","","","",""
"Einige Sorgen","2007","Brandenburg","Ostdeutschland","431","0.495213750497651","0.461759249782551","0.52866825121275"
"Einige Sorgen","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Einige Sorgen","2007","Mecklenburg-Vorpommern","Ostdeutschland","250","0.507534642135885","0.463974075460389","0.551095208811382"
"Einige Sorgen","2007","Sachsen","Westdeutschland","","","",""
"Einige Sorgen","2007","Sachsen","Ostdeutschland","739","0.502503161003564","0.477208881877687","0.527797440129441"
"Einige Sorgen","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Einige Sorgen","2007","Sachsen-Anhalt","Ostdeutschland","423","0.469635896255267","0.436453640512236","0.502818151998299"
"Einige Sorgen","2007","Thueringen","Westdeutschland","","","",""
"Einige Sorgen","2007","Thueringen","Ostdeutschland","427","0.429002154511212","0.396720841770419","0.461283467252004"
"Keine Sorgen","2007","Schleswig-Holstein","Westdeutschland","137","0.195486569434747","0.164041497116956","0.226931641752539"
"Keine Sorgen","2007","Schleswig-Holstein","Ostdeutschland","","","",""
"Keine Sorgen","2007","Hamburg","Westdeutschland","26","","",""
"Keine Sorgen","2007","Hamburg","Ostdeutschland","","","",""
"Keine Sorgen","2007","Niedersachsen","Westdeutschland","257","0.151647831867507","0.135164768383651","0.168130895351363"
"Keine Sorgen","2007","Niedersachsen","Ostdeutschland","","","",""
"Keine Sorgen","2007","Bremen","Westdeutschland","24","","",""
"Keine Sorgen","2007","Bremen","Ostdeutschland","","","",""
"Keine Sorgen","2007","Nordrhein-Westfalen","Westdeutschland","601","0.142021382484383","0.131432870040994","0.152609894927773"
"Keine Sorgen","2007","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Keine Sorgen","2007","Hessen","Westdeutschland","159","0.11483554228022","0.0980446664215803","0.13162641813886"
"Keine Sorgen","2007","Hessen","Ostdeutschland","","","",""
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","Westdeutschland","140","0.11027862033066","0.092291658887347","0.128265581773974"
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2007","Baden-Wuerttemberg","Westdeutschland","439","0.167471925169129","0.152734486688341","0.182209363649917"
"Keine Sorgen","2007","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Keine Sorgen","2007","Bayern","Westdeutschland","431","0.150369649596007","0.137414139722185","0.163325159469829"
"Keine Sorgen","2007","Bayern","Ostdeutschland","","","",""
"Keine Sorgen","2007","Saarland","Westdeutschland","","","",""
"Keine Sorgen","2007","Saarland","Ostdeutschland","","","",""
"Keine Sorgen","2007","Berlin","Westdeutschland","83","0.185048257185506","0.147320643849177","0.222775870521835"
"Keine Sorgen","2007","Berlin","Ostdeutschland","33","0.129933366502358","0.0944025267255336","0.165464206279183"
"Keine Sorgen","2007","Brandenburg","Westdeutschland","","","",""
"Keine Sorgen","2007","Brandenburg","Ostdeutschland","73","0.0795984672449635","0.0614873406518244","0.0977095938381027"
"Keine Sorgen","2007","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Keine Sorgen","2007","Mecklenburg-Vorpommern","Ostdeutschland","49","0.0825787126103013","0.0585963871106769","0.106561038109926"
"Keine Sorgen","2007","Sachsen","Westdeutschland","","","",""
"Keine Sorgen","2007","Sachsen","Ostdeutschland","231","0.156565509944525","0.138181871437852","0.174949148451199"
"Keine Sorgen","2007","Sachsen-Anhalt","Westdeutschland","","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","Ostdeutschland","96","0.117036519461058","0.0956632838906021","0.138409755031515"
"Keine Sorgen","2007","Thueringen","Westdeutschland","","","",""
"Keine Sorgen","2007","Thueringen","Ostdeutschland","125","0.158515955752313","0.134694754929271","0.182337156575355"
"Grosse Sorgen","2008","Schleswig-Holstein","Westdeutschland","134","0.255912996593376","0.219443919171923","0.292382074014828"
"Grosse Sorgen","2008","Schleswig-Holstein","Ostdeutschland","","","",""
"Grosse Sorgen","2008","Hamburg","Westdeutschland","90","0.338914788790061","0.283472256728035","0.394357320852088"
"Grosse Sorgen","2008","Hamburg","Ostdeutschland","","","",""
"Grosse Sorgen","2008","Niedersachsen","Westdeutschland","566","0.342687557752315","0.320329470232689","0.365045645271941"
"Grosse Sorgen","2008","Niedersachsen","Ostdeutschland","","","",""
"Grosse Sorgen","2008","Bremen","Westdeutschland","36","0.326801949051217","0.247971793995455","0.40563210410698"
"Grosse Sorgen","2008","Bremen","Ostdeutschland","","","",""
"Grosse Sorgen","2008","Nordrhein-Westfalen","Westdeutschland","1220","0.325074348468936","0.310411296455396","0.339737400482476"
