year,bula_h,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Thuringa,Never,0.53791,549,942,0.50606,0.56977
2008,Schleswig-Holstein,Sometimes,0.10504,64,533,0.07899,0.13110
2008,Schleswig-Holstein,Seldom,0.31362,191,533,0.27419,0.35304
2008,Schleswig-Holstein,Never,0.39020,278,533,0.34875,0.43165
2008,Hamburg,Sometimes,0.14293,45,264,0.10063,0.18523
2008,Hamburg,Seldom,0.28805,95,264,0.23332,0.34278
2008,Hamburg,Never,0.39367,124,264,0.33463,0.45272
2008,Lower Saxony,Often,0.02135,45,1720,0.01451,0.02818
2008,Lower Saxony,Sometimes,0.10564,208,1720,0.09111,0.12017
2008,Lower Saxony,Seldom,0.25087,514,1720,0.23037,0.27136
2008,Lower Saxony,Never,0.44765,953,1720,0.42414,0.47116
2008,Bremen,Seldom,0.37387,55,119,0.28657,0.46117
2008,Bremen,Never,0.42986,64,119,0.34053,0.51918
2008,North Rhine-Westphalia,Often,0.02518,101,3897,0.02026,0.03010
2008,North Rhine-Westphalia,Sometimes,0.11152,492,3897,0.10163,0.12140
2008,North Rhine-Westphalia,Seldom,0.23473,1154,3897,0.22142,0.24804
2008,North Rhine-Westphalia,Never,0.45672,2150,3897,0.44108,0.47236
2008,Hesse,Often,0.02422,37,1293,0.01583,0.03260
2008,Hesse,Sometimes,0.12326,183,1293,0.10533,0.14118
2008,Hesse,Seldom,0.26475,420,1293,0.24069,0.28881
2008,Hesse,Never,0.39336,653,1293,0.36672,0.42000
2008,"Rhineland-Palatinate, Saarland",Often,0.02449,32,1062,0.01519,0.03379
2008,"Rhineland-Palatinate, Saarland",Sometimes,0.08664,120,1062,0.06971,0.10357
2008,"Rhineland-Palatinate, Saarland",Seldom,0.20012,261,1062,0.17605,0.22420
2008,"Rhineland-Palatinate, Saarland",Never,0.47936,649,1062,0.44930,0.50942
2008,Baden-Wuerttemberg,Often,0.02202,54,2332,0.01607,0.02798
2008,Baden-Wuerttemberg,Sometimes,0.10606,313,2332,0.09356,0.11856
2008,Baden-Wuerttemberg,Seldom,0.26995,818,2332,0.25193,0.28797
2008,Baden-Wuerttemberg,Never,0.41338,1147,2332,0.39339,0.43337
2008,Bavaria,Often,0.02422,72,2715,0.01843,0.03000
2008,Bavaria,Sometimes,0.09794,333,2715,0.08676,0.10913
2008,Bavaria,Seldom,0.26690,932,2715,0.25026,0.28355
2008,Bavaria,Never,0.43293,1378,2715,0.41429,0.45157
2008,Berlin,Sometimes,0.13599,116,687,0.11034,0.16164
2008,Berlin,Seldom,0.30924,261,687,0.27466,0.34383
2008,Berlin,Never,0.37736,310,687,0.34109,0.41364
2008,Brandenburg,Sometimes,0.07422,76,799,0.05603,0.09240
2008,Brandenburg,Seldom,0.30646,261,799,0.27447,0.33845
2008,Brandenburg,Never,0.45786,462,799,0.42329,0.49243
2008,Mecklenburg-Western Pomerania,Sometimes,0.07519,43,480,0.05158,0.09881
2008,Mecklenburg-Western Pomerania,Seldom,0.22229,137,480,0.18506,0.25953
2008,Mecklenburg-Western Pomerania,Never,0.56702,300,480,0.52265,0.61139
2008,Saxony,Sometimes,0.08448,133,1398,0.06990,0.09907
2008,Saxony,Seldom,0.27862,434,1398,0.25512,0.30213
2008,Saxony,Never,0.47982,831,1398,0.45362,0.50602
2008,Saxony-Anhalt,Sometimes,0.10470,82,799,0.08346,0.12594
2008,Saxony-Anhalt,Seldom,0.23148,241,799,0.20221,0.26074
2008,Saxony-Anhalt,Never,0.51513,476,799,0.48045,0.54980
2008,Thuringa,Sometimes,0.05528,63,860,0.04000,0.07057
2008,Thuringa,Seldom,0.28028,263,860,0.25025,0.31032
2008,Thuringa,Never,0.52295,534,860,0.48954,0.55635
2013,Schleswig-Holstein,Sometimes,0.09469,123,869,0.07521,0.11417
2013,Schleswig-Holstein,Seldom,0.27462,310,869,0.24493,0.30431
2013,Schleswig-Holstein,Never,0.37935,436,869,0.34707,0.41163
2013,Hamburg,Sometimes,0.13439,75,383,0.10018,0.16859
2013,Hamburg,Seldom,0.23625,132,383,0.19366,0.27885
2013,Hamburg,Never,0.33193,176,383,0.28470,0.37915
2013,Lower Saxony,Often,0.02209,75,2439,0.01626,0.02792
2013,Lower Saxony,Sometimes,0.08308,282,2439,0.07213,0.09404
2013,Lower Saxony,Seldom,0.24485,760,2439,0.22778,0.26192
2013,Lower Saxony,Never,0.41761,1322,2439,0.39803,0.43718
2013,Bremen,Sometimes,0.09889,34,177,0.05479,0.14299
2013,Bremen,Seldom,0.23235,59,177,0.16996,0.29475
2013,Bremen,Never,0.39324,84,177,0.32107,0.46540
2013,North Rhine-Westphalia,Often,0.02753,192,5073,0.02303,0.03204
2013,North Rhine-Westphalia,Sometimes,0.10169,715,5073,0.09337,0.11001
2013,North Rhine-Westphalia,Seldom,0.20990,1487,5073,0.19869,0.22111
2013,North Rhine-Westphalia,Never,0.39663,2679,5073,0.38317,0.41009
2013,Hesse,Often,0.01609,53,1727,0.01015,0.02202
2013,Hesse,Sometimes,0.09084,254,1727,0.07729,0.10440
2013,Hesse,Seldom,0.25428,599,1727,0.23374,0.27483
2013,Hesse,Never,0.36657,821,1727,0.34384,0.38931
2013,"Rhineland-Palatinate, Saarland",Often,0.02277,38,1369,0.01487,0.03068
2013,"Rhineland-Palatinate, Saarland",Sometimes,0.10650,175,1369,0.09015,0.12285
2013,"Rhineland-Palatinate, Saarland",Seldom,0.21038,383,1369,0.18878,0.23198
2013,"Rhineland-Palatinate, Saarland",Never,0.40149,773,1369,0.37551,0.42747
2013,Baden-Wuerttemberg,Often,0.02237,79,2988,0.01707,0.02768
2013,Baden-Wuerttemberg,Sometimes,0.08858,403,2988,0.07839,0.09877
2013,Baden-Wuerttemberg,Seldom,0.25034,1007,2988,0.23480,0.26587
2013,Baden-Wuerttemberg,Never,0.36171,1499,2988,0.34448,0.37894
2013,Bavaria,Often,0.01777,123,3997,0.01367,0.02187
2013,Bavaria,Sometimes,0.09945,523,3997,0.09017,0.10873
2013,Bavaria,Seldom,0.24334,1329,3997,0.23004,0.25665
2013,Bavaria,Never,0.39221,2022,3997,0.37707,0.40735
2013,Berlin,Often,0.02006,31,978,0.01127,0.02886
2013,Berlin,Sometimes,0.12173,170,978,0.10122,0.14223
2013,Berlin,Seldom,0.29034,358,978,0.26188,0.31881
2013,Berlin,Never,0.33931,419,978,0.30963,0.36900
2013,Brandenburg,Sometimes,0.07181,96,996,0.05577,0.08786
2013,Brandenburg,Seldom,0.25079,304,996,0.22386,0.27773
2013,Brandenburg,Never,0.48242,596,996,0.45137,0.51347
2013,Mecklenburg-Western Pomerania,Sometimes,0.07924,52,567,0.05699,0.10150
2013,Mecklenburg-Western Pomerania,Seldom,0.19973,151,567,0.16679,0.23267
2013,Mecklenburg-Western Pomerania,Never,0.55225,364,567,0.51128,0.59321
2013,Saxony,Sometimes,0.07694,158,1682,0.06420,0.08968
2013,Saxony,Seldom,0.26537,493,1682,0.24426,0.28648
2013,Saxony,Never,0.49631,1031,1682,0.47241,0.52021
2013,Saxony-Anhalt,Sometimes,0.06166,84,940,0.04627,0.07704
2013,Saxony-Anhalt,Seldom,0.21178,256,940,0.18565,0.23791
2013,Saxony-Anhalt,Never,0.54288,600,940,0.51102,0.57474
2013,Thuringa,Sometimes,0.07512,67,971,0.05853,0.09171
2013,Thuringa,Seldom,0.24829,284,971,0.22110,0.27548
2013,Thuringa,Never,0.51023,620,971,0.47877,0.54169
2018,Schleswig-Holstein,Often,0.03188,39,914,0.02049,0.04328
2018,Schleswig-Holstein,Sometimes,0.12234,141,914,0.10108,0.14359
2018,Schleswig-Holstein,Seldom,0.32482,351,914,0.29444,0.35519
2018,Schleswig-Holstein,Never,0.32825,383,914,0.29779,0.35871
2018,Hamburg,Sometimes,0.15024,105,448,0.11711,0.18336
2018,Hamburg,Seldom,0.26985,152,448,0.22870,0.31100
2018,Hamburg,Never,0.30836,191,448,0.26554,0.35117
2018,Lower Saxony,Often,0.02957,108,2496,0.02292,0.03622
2018,Lower Saxony,Sometimes,0.12340,440,2496,0.11049,0.13630
2018,Lower Saxony,Seldom,0.27622,854,2496,0.25867,0.29376
2018,Lower Saxony,Never,0.40024,1094,2496,0.38101,0.41946
2018,Bremen,Sometimes,0.11220,42,211,0.06951,0.15489
2018,Bremen,Seldom,0.34816,91,211,0.28373,0.41259
2018,Bremen,Never,0.31707,78,211,0.25413,0.38001
2018,North Rhine-Westphalia,Very often,0.00626,58,5389,0.00416,0.00837
2018,North Rhine-Westphalia,Often,0.04286,255,5389,0.03745,0.04827
2018,North Rhine-Westphalia,Sometimes,0.15937,1031,5389,0.14960,0.16915
2018,North Rhine-Westphalia,Seldom,0.26337,1732,5389,0.25160,0.27513
2018,North Rhine-Westphalia,Never,0.36812,2313,5389,0.35524,0.38099
2018,Hesse,Often,0.03965,93,1676,0.03031,0.04900
2018,Hesse,Sometimes,0.17072,336,1676,0.15270,0.18874
2018,Hesse,Seldom,0.29347,614,1676,0.27167,0.31528
2018,Hesse,Never,0.32242,633,1676,0.30004,0.34480
2018,"Rhineland-Palatinate, Saarland",Often,0.03075,61,1460,0.02189,0.03961
2018,"Rhineland-Palatinate, Saarland",Sometimes,0.14515,250,1460,0.12707,0.16322
2018,"Rhineland-Palatinate, Saarland",Seldom,0.25796,462,1460,0.23551,0.28041
2018,"Rhineland-Palatinate, Saarland",Never,0.38073,687,1460,0.35582,0.40565
2018,Baden-Wuerttemberg,Often,0.04147,132,2764,0.03403,0.04890
2018,Baden-Wuerttemberg,Sometimes,0.13966,475,2764,0.12673,0.15258
2018,Baden-Wuerttemberg,Seldom,0.27234,927,2764,0.25574,0.28894
2018,Baden-Wuerttemberg,Never,0.37041,1230,2764,0.35240,0.38842
2018,Bavaria,Often,0.03656,167,3947,0.03070,0.04241
2018,Bavaria,Sometimes,0.15142,692,3947,0.14023,0.16260
2018,Bavaria,Seldom,0.25976,1335,3947,0.24608,0.27345
2018,Bavaria,Never,0.38609,1753,3947,0.37090,0.40128
2018,Berlin,Often,0.05956,65,989,0.04480,0.07431
2018,Berlin,Sometimes,0.19002,222,989,0.16556,0.21449
2018,Berlin,Seldom,0.29403,361,989,0.26562,0.32244
2018,Berlin,Never,0.30130,341,989,0.27269,0.32991
2018,Brandenburg,Sometimes,0.09081,114,1001,0.07300,0.10862
2018,Brandenburg,Seldom,0.25298,289,1001,0.22604,0.27993
2018,Brandenburg,Never,0.44844,598,1001,0.41762,0.47927
2018,Mecklenburg-Western Pomerania,Sometimes,0.10061,73,585,0.07621,0.12501
2018,Mecklenburg-Western Pomerania,Seldom,0.21440,157,585,0.18111,0.24768
2018,Mecklenburg-Western Pomerania,Never,0.49926,355,585,0.45870,0.53981
2018,Saxony,Often,0.02002,36,1613,0.01318,0.02686
2018,Saxony,Sometimes,0.10237,195,1613,0.08758,0.11717
2018,Saxony,Seldom,0.28411,499,1613,0.26209,0.30612
2018,Saxony,Never,0.43926,883,1613,0.41503,0.46349
2018,Saxony-Anhalt,Sometimes,0.10600,102,876,0.08560,0.12640
2018,Saxony-Anhalt,Seldom,0.22990,272,876,0.20202,0.25778
2018,Saxony-Anhalt,Never,0.46328,502,876,0.43024,0.49632
2018,Thuringa,Sometimes,0.10903,118,906,0.08872,0.12934
2018,Thuringa,Seldom,0.22321,255,906,0.19608,0.25034
2018,Thuringa,Never,0.48468,533,906,0.45212,0.51724
