year,age_gr,bula_h,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Saxony,Sometimes,0.19128,60,285,0.14553,0.23702
2003,17-29 y.,Saxony,Seldom,0.39792,126,285,0.34100,0.45485
2003,17-29 y.,Saxony,Never,0.35109,99,285,0.29558,0.40660
2003,17-29 y.,Saxony-Anhalt,Sometimes,0.19341,41,163,0.13259,0.25423
2003,17-29 y.,Saxony-Anhalt,Seldom,0.40098,68,163,0.32551,0.47646
2003,17-29 y.,Saxony-Anhalt,Never,0.32453,54,163,0.25243,0.39663
2003,17-29 y.,Thuringa,Sometimes,0.22046,50,198,0.16257,0.27835
2003,17-29 y.,Thuringa,Seldom,0.31239,85,198,0.24767,0.37711
2003,17-29 y.,Thuringa,Never,0.39726,63,198,0.32892,0.46559
2003,30-45 y.,Schleswig-Holstein,Sometimes,0.24639,34,174,0.18218,0.31060
2003,30-45 y.,Schleswig-Holstein,Seldom,0.50516,95,174,0.43066,0.57967
2003,30-45 y.,Schleswig-Holstein,Never,0.21464,45,174,0.15346,0.27582
2003,30-45 y.,Hamburg,Seldom,0.59747,45,45,0.45257,0.74238
2003,30-45 y.,Lower Saxony,Sometimes,0.16419,101,599,0.13450,0.19388
2003,30-45 y.,Lower Saxony,Seldom,0.40291,238,599,0.36360,0.44223
2003,30-45 y.,Lower Saxony,Never,0.38877,260,599,0.34970,0.42784
2003,30-45 y.,North Rhine-Westphalia,Often,0.03541,47,1467,0.02595,0.04487
2003,30-45 y.,North Rhine-Westphalia,Sometimes,0.17050,250,1467,0.15125,0.18975
2003,30-45 y.,North Rhine-Westphalia,Seldom,0.34815,533,1467,0.32376,0.37254
2003,30-45 y.,North Rhine-Westphalia,Never,0.42864,637,1467,0.40331,0.45398
2003,30-45 y.,Hesse,Sometimes,0.12620,70,481,0.09649,0.15590
2003,30-45 y.,Hesse,Seldom,0.38565,181,481,0.34210,0.42919
2003,30-45 y.,Hesse,Never,0.45350,230,481,0.40896,0.49804
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.13827,65,425,0.10541,0.17112
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.38319,152,425,0.33691,0.42946
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.42284,208,425,0.37582,0.46987
2003,30-45 y.,Baden-Wuerttemberg,Sometimes,0.12398,107,914,0.10260,0.14536
2003,30-45 y.,Baden-Wuerttemberg,Seldom,0.45569,392,914,0.42338,0.48799
2003,30-45 y.,Baden-Wuerttemberg,Never,0.40807,415,914,0.37618,0.43995
2003,30-45 y.,Bavaria,Sometimes,0.18292,166,995,0.15889,0.20696
2003,30-45 y.,Bavaria,Seldom,0.36437,390,995,0.33445,0.39428
2003,30-45 y.,Bavaria,Never,0.43081,439,995,0.40003,0.46160
2003,30-45 y.,Berlin,Sometimes,0.22825,43,224,0.17316,0.28334
2003,30-45 y.,Berlin,Seldom,0.37375,89,224,0.31025,0.43725
2003,30-45 y.,Berlin,Never,0.35921,92,224,0.29624,0.42218
2003,30-45 y.,Brandenburg,Seldom,0.36404,93,212,0.29912,0.42897
2003,30-45 y.,Brandenburg,Never,0.52944,119,212,0.46209,0.59679
2003,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.43096,66,135,0.34712,0.51481
2003,30-45 y.,Mecklenburg-Western Pomerania,Never,0.37868,69,135,0.29655,0.46081
2003,30-45 y.,Saxony,Sometimes,0.12252,56,472,0.09291,0.15214
2003,30-45 y.,Saxony,Seldom,0.31800,154,472,0.27594,0.36006
2003,30-45 y.,Saxony,Never,0.54382,262,472,0.49884,0.58880
2003,30-45 y.,Saxony-Anhalt,Seldom,0.33959,83,216,0.27628,0.40289
2003,30-45 y.,Saxony-Anhalt,Never,0.53879,133,216,0.47216,0.60543
2003,30-45 y.,Thuringa,Seldom,0.35489,92,244,0.29473,0.41505
2003,30-45 y.,Thuringa,Never,0.54374,152,244,0.48111,0.60636
2003,46-65 y.,Schleswig-Holstein,Seldom,0.50897,133,221,0.44291,0.57503
2003,46-65 y.,Schleswig-Holstein,Never,0.33024,88,221,0.26809,0.39239
2003,46-65 y.,Hamburg,Seldom,0.42603,53,110,0.33319,0.51886
2003,46-65 y.,Hamburg,Never,0.45492,57,110,0.36144,0.54841
2003,46-65 y.,Lower Saxony,Sometimes,0.09146,52,589,0.06816,0.11476
2003,46-65 y.,Lower Saxony,Seldom,0.26339,173,589,0.22779,0.29900
2003,46-65 y.,Lower Saxony,Never,0.62251,364,589,0.58333,0.66169
2003,46-65 y.,Bremen,Never,0.77779,41,41,0.64895,0.90662
2003,46-65 y.,North Rhine-Westphalia,Sometimes,0.10497,169,1585,0.08988,0.12007
2003,46-65 y.,North Rhine-Westphalia,Seldom,0.28487,493,1585,0.26264,0.30710
2003,46-65 y.,North Rhine-Westphalia,Never,0.57945,923,1585,0.55514,0.60376
2003,46-65 y.,Hesse,Sometimes,0.09615,48,504,0.07039,0.12191
2003,46-65 y.,Hesse,Seldom,0.27465,160,504,0.23565,0.31366
2003,46-65 y.,Hesse,Never,0.57581,296,504,0.53262,0.61901
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.11483,41,397,0.08343,0.14623
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.21458,96,397,0.17415,0.25502
2003,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.61181,260,397,0.56382,0.65981
2003,46-65 y.,Baden-Wuerttemberg,Sometimes,0.09734,75,854,0.07745,0.11723
2003,46-65 y.,Baden-Wuerttemberg,Seldom,0.31943,282,854,0.28814,0.35072
2003,46-65 y.,Baden-Wuerttemberg,Never,0.56924,497,854,0.53601,0.60247
2003,46-65 y.,Bavaria,Sometimes,0.11906,119,1017,0.09914,0.13897
2003,46-65 y.,Bavaria,Seldom,0.26933,316,1017,0.24205,0.29660
2003,46-65 y.,Bavaria,Never,0.58772,582,1017,0.55745,0.61799
2003,46-65 y.,Berlin,Sometimes,0.13003,45,286,0.09098,0.16908
2003,46-65 y.,Berlin,Seldom,0.31050,96,286,0.25678,0.36421
2003,46-65 y.,Berlin,Never,0.52899,145,286,0.47104,0.58694
2003,46-65 y.,Brandenburg,Seldom,0.27934,95,317,0.22987,0.32881
2003,46-65 y.,Brandenburg,Never,0.65469,222,317,0.60227,0.70712
2003,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.24436,61,175,0.18051,0.30821
2003,46-65 y.,Mecklenburg-Western Pomerania,Never,0.68318,114,175,0.61405,0.75231
2003,46-65 y.,Saxony,Sometimes,0.08151,35,538,0.05837,0.10466
2003,46-65 y.,Saxony,Seldom,0.26091,137,538,0.22377,0.29806
2003,46-65 y.,Saxony,Never,0.63628,366,538,0.59559,0.67696
2003,46-65 y.,Saxony-Anhalt,Sometimes,0.06994,33,353,0.04330,0.09659
2003,46-65 y.,Saxony-Anhalt,Seldom,0.22175,85,353,0.17835,0.26515
2003,46-65 y.,Saxony-Anhalt,Never,0.69834,235,353,0.65039,0.74629
2003,46-65 y.,Thuringa,Seldom,0.26553,95,315,0.21668,0.31437
2003,46-65 y.,Thuringa,Never,0.68916,220,315,0.63797,0.74036
2003,66 and older,Schleswig-Holstein,Seldom,0.39289,52,114,0.30284,0.48294
2003,66 and older,Schleswig-Holstein,Never,0.53343,62,114,0.44145,0.62541
2003,66 and older,Lower Saxony,Seldom,0.15522,51,329,0.11603,0.19441
2003,66 and older,Lower Saxony,Never,0.81657,278,329,0.77468,0.85845
2003,66 and older,North Rhine-Westphalia,Seldom,0.17070,133,713,0.14307,0.19834
2003,66 and older,North Rhine-Westphalia,Never,0.76996,580,713,0.73904,0.80087
2003,66 and older,Hesse,Seldom,0.18206,38,204,0.12898,0.23515
2003,66 and older,Hesse,Never,0.71724,166,204,0.65529,0.77919
2003,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.17704,39,235,0.12813,0.22595
2003,66 and older,"Rhineland-Palatinate, Saarland",Never,0.75153,196,235,0.69616,0.80690
2003,66 and older,Baden-Wuerttemberg,Seldom,0.21810,86,353,0.17496,0.26124
2003,66 and older,Baden-Wuerttemberg,Never,0.71807,267,353,0.67107,0.76508
2003,66 and older,Bavaria,Sometimes,0.06791,32,501,0.04585,0.08996
2003,66 and older,Bavaria,Seldom,0.15987,93,501,0.12775,0.19199
2003,66 and older,Bavaria,Never,0.75627,376,501,0.71864,0.79390
2003,66 and older,Berlin,Never,0.77720,90,90,0.69075,0.86366
2003,66 and older,Brandenburg,Seldom,0.25967,39,164,0.19236,0.32699
2003,66 and older,Brandenburg,Never,0.67198,125,164,0.59990,0.74406
2003,66 and older,Mecklenburg-Western Pomerania,Never,0.84071,65,65,0.75105,0.93037
2003,66 and older,Saxony,Seldom,0.13514,39,261,0.09359,0.17670
2003,66 and older,Saxony,Never,0.80708,222,261,0.75912,0.85505
2003,66 and older,Saxony-Anhalt,Seldom,0.18542,31,149,0.12280,0.24803
2003,66 and older,Saxony-Anhalt,Never,0.74750,118,149,0.67750,0.81749
2003,66 and older,Thuringa,Seldom,0.17083,31,145,0.10935,0.23230
2003,66 and older,Thuringa,Never,0.77479,114,145,0.70656,0.84302
2008,17-29 y.,Schleswig-Holstein,Seldom,0.40178,38,38,0.24381,0.55975
2008,17-29 y.,Lower Saxony,Often,0.09257,31,263,0.05747,0.12766
2008,17-29 y.,Lower Saxony,Sometimes,0.28105,82,263,0.22662,0.33548
2008,17-29 y.,Lower Saxony,Seldom,0.28809,84,263,0.23325,0.34293
2008,17-29 y.,Lower Saxony,Never,0.21181,66,263,0.16234,0.26129
2008,17-29 y.,North Rhine-Westphalia,Often,0.08976,58,587,0.06661,0.11290
2008,17-29 y.,North Rhine-Westphalia,Sometimes,0.26551,175,587,0.22976,0.30127
2008,17-29 y.,North Rhine-Westphalia,Seldom,0.30882,204,587,0.27142,0.34623
2008,17-29 y.,North Rhine-Westphalia,Never,0.25007,150,587,0.21500,0.28513
2008,17-29 y.,Hesse,Sometimes,0.31119,57,168,0.24097,0.38141
2008,17-29 y.,Hesse,Seldom,0.30856,69,168,0.23850,0.37861
2008,17-29 y.,Hesse,Never,0.16867,42,168,0.11187,0.22546
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.19722,37,143,0.13178,0.26267
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.26070,52,143,0.18849,0.33291
2008,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.31672,54,143,0.24020,0.39323
2008,17-29 y.,Baden-Wuerttemberg,Often,0.07059,32,439,0.04660,0.09458
2008,17-29 y.,Baden-Wuerttemberg,Sometimes,0.20447,97,439,0.16670,0.24224
2008,17-29 y.,Baden-Wuerttemberg,Seldom,0.37768,177,439,0.33228,0.42309
2008,17-29 y.,Baden-Wuerttemberg,Never,0.25084,133,439,0.21024,0.29144
2008,17-29 y.,Bavaria,Often,0.06904,41,419,0.04474,0.09335
2008,17-29 y.,Bavaria,Sometimes,0.24065,112,419,0.19967,0.28163
2008,17-29 y.,Bavaria,Seldom,0.32292,161,419,0.27809,0.36774
2008,17-29 y.,Bavaria,Never,0.27448,105,419,0.23170,0.31727
2008,17-29 y.,Berlin,Sometimes,0.24679,38,98,0.16099,0.33259
2008,17-29 y.,Berlin,Seldom,0.39353,60,98,0.29631,0.49076
2008,17-29 y.,Brandenburg,Sometimes,0.21125,31,112,0.13531,0.28719
2008,17-29 y.,Brandenburg,Seldom,0.43067,45,112,0.33855,0.52279
2008,17-29 y.,Brandenburg,Never,0.26402,36,112,0.18202,0.34603
2008,17-29 y.,Saxony,Sometimes,0.23278,56,225,0.17744,0.28813
2008,17-29 y.,Saxony,Seldom,0.33755,86,225,0.27562,0.39947
2008,17-29 y.,Saxony,Never,0.31207,83,225,0.25139,0.37274
2008,17-29 y.,Saxony-Anhalt,Sometimes,0.20903,33,146,0.14285,0.27522
2008,17-29 y.,Saxony-Anhalt,Seldom,0.26874,52,146,0.19659,0.34090
2008,17-29 y.,Saxony-Anhalt,Never,0.40896,61,146,0.32893,0.48898
2008,17-29 y.,Thuringa,Seldom,0.45326,70,121,0.36419,0.54233
2008,17-29 y.,Thuringa,Never,0.29618,51,121,0.21449,0.37788
2008,30-45 y.,Schleswig-Holstein,Seldom,0.44755,55,107,0.35288,0.54221
2008,30-45 y.,Schleswig-Holstein,Never,0.36836,52,107,0.27653,0.46018
2008,30-45 y.,Lower Saxony,Sometimes,0.11490,52,476,0.08622,0.14358
2008,30-45 y.,Lower Saxony,Seldom,0.44450,200,476,0.39981,0.48919
2008,30-45 y.,Lower Saxony,Never,0.42561,224,476,0.38114,0.47007
2008,30-45 y.,North Rhine-Westphalia,Sometimes,0.15038,154,1071,0.12896,0.17180
2008,30-45 y.,North Rhine-Westphalia,Seldom,0.36072,408,1071,0.33195,0.38949
2008,30-45 y.,North Rhine-Westphalia,Never,0.44971,509,1071,0.41990,0.47951
2008,30-45 y.,Hesse,Sometimes,0.14384,57,374,0.10822,0.17945
2008,30-45 y.,Hesse,Seldom,0.38828,147,374,0.33882,0.43774
2008,30-45 y.,Hesse,Never,0.44128,170,374,0.39089,0.49167
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.11969,36,259,0.08008,0.15930
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.33371,85,259,0.27618,0.39125
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.49001,138,259,0.42901,0.55101
2008,30-45 y.,Baden-Wuerttemberg,Sometimes,0.16493,104,647,0.13631,0.19355
2008,30-45 y.,Baden-Wuerttemberg,Seldom,0.34592,248,647,0.30923,0.38260
2008,30-45 y.,Baden-Wuerttemberg,Never,0.45144,295,647,0.41307,0.48982
2008,30-45 y.,Bavaria,Sometimes,0.14063,108,771,0.11607,0.16518
2008,30-45 y.,Bavaria,Seldom,0.42210,342,771,0.38721,0.45698
2008,30-45 y.,Bavaria,Never,0.39810,321,771,0.36353,0.43268
2008,30-45 y.,Berlin,Sometimes,0.18912,34,151,0.12645,0.25179
2008,30-45 y.,Berlin,Seldom,0.47745,64,151,0.39752,0.55739
2008,30-45 y.,Berlin,Never,0.30167,53,151,0.22822,0.37512
2008,30-45 y.,Brandenburg,Seldom,0.40721,83,181,0.33543,0.47898
2008,30-45 y.,Brandenburg,Never,0.50595,98,181,0.43291,0.57899
2008,30-45 y.,Mecklenburg-Western Pomerania,Never,0.66831,72,72,0.55880,0.77783
2008,30-45 y.,Saxony,Sometimes,0.09252,31,358,0.06246,0.12258
2008,30-45 y.,Saxony,Seldom,0.41753,136,358,0.36637,0.46869
2008,30-45 y.,Saxony,Never,0.47329,191,358,0.42150,0.52508
2008,30-45 y.,Saxony-Anhalt,Seldom,0.32378,70,168,0.25281,0.39475
2008,30-45 y.,Saxony-Anhalt,Never,0.53160,98,168,0.45592,0.60729
2008,30-45 y.,Thuringa,Seldom,0.40030,72,199,0.33205,0.46855
2008,30-45 y.,Thuringa,Never,0.52260,127,199,0.45302,0.59217
2008,46-65 y.,Schleswig-Holstein,Seldom,0.34227,65,172,0.27116,0.41339
2008,46-65 y.,Schleswig-Holstein,Never,0.51915,107,172,0.44426,0.59404
2008,46-65 y.,Hamburg,Seldom,0.40693,40,85,0.30187,0.51198
2008,46-65 y.,Hamburg,Never,0.51965,45,85,0.41281,0.62650
2008,46-65 y.,Lower Saxony,Sometimes,0.11212,56,550,0.08572,0.13851
2008,46-65 y.,Lower Saxony,Seldom,0.27052,166,550,0.23336,0.30768
2008,46-65 y.,Lower Saxony,Never,0.59182,328,550,0.55070,0.63293
2008,46-65 y.,North Rhine-Westphalia,Sometimes,0.10721,133,1304,0.09041,0.12400
2008,46-65 y.,North Rhine-Westphalia,Seldom,0.26520,380,1304,0.24123,0.28917
2008,46-65 y.,North Rhine-Westphalia,Never,0.60297,791,1304,0.57640,0.62953
2008,46-65 y.,Hesse,Sometimes,0.12747,57,467,0.09719,0.15775
2008,46-65 y.,Hesse,Seldom,0.34224,156,467,0.29916,0.38532
2008,46-65 y.,Hesse,Never,0.51046,254,467,0.46507,0.55585
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.06192,34,394,0.03809,0.08574
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22486,89,394,0.18358,0.26613
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.65838,271,394,0.61149,0.70527
2008,46-65 y.,Baden-Wuerttemberg,Sometimes,0.08998,76,752,0.06951,0.11044
2008,46-65 y.,Baden-Wuerttemberg,Seldom,0.32637,262,752,0.29283,0.35990
2008,46-65 y.,Baden-Wuerttemberg,Never,0.56552,414,752,0.53007,0.60098
2008,46-65 y.,Bavaria,Sometimes,0.07379,81,937,0.05704,0.09054
2008,46-65 y.,Bavaria,Seldom,0.28920,304,937,0.26015,0.31825
2008,46-65 y.,Bavaria,Never,0.60651,552,937,0.57521,0.63781
2008,46-65 y.,Berlin,Sometimes,0.13057,33,280,0.09104,0.17011
2008,46-65 y.,Berlin,Seldom,0.35661,112,280,0.30041,0.41282
2008,46-65 y.,Berlin,Never,0.47042,135,280,0.41185,0.52898
2008,46-65 y.,Brandenburg,Seldom,0.32790,82,262,0.27094,0.38485
2008,46-65 y.,Brandenburg,Never,0.61687,180,262,0.55789,0.67585
2008,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.24735,57,179,0.18396,0.31073
2008,46-65 y.,Mecklenburg-Western Pomerania,Never,0.67343,122,179,0.60454,0.74233
2008,46-65 y.,Saxony,Sometimes,0.07271,34,501,0.04995,0.09547
2008,46-65 y.,Saxony,Seldom,0.30035,142,501,0.26017,0.34053
2008,46-65 y.,Saxony,Never,0.59961,325,501,0.55666,0.64256
2008,46-65 y.,Saxony-Anhalt,Seldom,0.24014,73,268,0.18890,0.29138
2008,46-65 y.,Saxony-Anhalt,Never,0.64282,195,268,0.58535,0.70030
2008,46-65 y.,Thuringa,Seldom,0.27211,84,273,0.21922,0.32500
2008,46-65 y.,Thuringa,Never,0.68596,189,273,0.63080,0.74111
2008,66 and older,Schleswig-Holstein,Seldom,0.27681,33,132,0.20019,0.35343
2008,66 and older,Schleswig-Holstein,Never,0.67288,99,132,0.59254,0.75322
2008,66 and older,Hamburg,Never,0.72668,50,50,0.60190,0.85147
2008,66 and older,Lower Saxony,Seldom,0.16827,64,399,0.13152,0.20503
2008,66 and older,Lower Saxony,Never,0.78146,335,399,0.74085,0.82206
2008,66 and older,North Rhine-Westphalia,Seldom,0.16923,162,862,0.14418,0.19427
2008,66 and older,North Rhine-Westphalia,Never,0.78449,700,862,0.75703,0.81196
2008,66 and older,Hesse,Seldom,0.18421,48,235,0.13454,0.23388
2008,66 and older,Hesse,Never,0.74465,187,235,0.68878,0.80052
2008,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.14199,35,221,0.09586,0.18811
2008,66 and older,"Rhineland-Palatinate, Saarland",Never,0.72544,186,221,0.66647,0.78442
2008,66 and older,Baden-Wuerttemberg,Sometimes,0.06345,36,472,0.04144,0.08547
2008,66 and older,Baden-Wuerttemberg,Seldom,0.24686,131,472,0.20792,0.28581
2008,66 and older,Baden-Wuerttemberg,Never,0.67166,305,472,0.62925,0.71408
2008,66 and older,Bavaria,Sometimes,0.04872,32,557,0.03083,0.06661
2008,66 and older,Bavaria,Seldom,0.21110,125,557,0.17718,0.24502
2008,66 and older,Bavaria,Never,0.70828,400,557,0.67050,0.74607
2008,66 and older,Berlin,Never,0.72297,98,98,0.63390,0.81203
2008,66 and older,Brandenburg,Seldom,0.28806,51,199,0.22498,0.35114
2008,66 and older,Brandenburg,Never,0.61345,148,199,0.54562,0.68128
2008,66 and older,Mecklenburg-Western Pomerania,Never,0.73891,77,77,0.64016,0.83766
2008,66 and older,Saxony,Seldom,0.21397,70,302,0.16763,0.26030
2008,66 and older,Saxony,Never,0.73801,232,302,0.68833,0.78768
2008,66 and older,Saxony-Anhalt,Seldom,0.22152,46,168,0.15854,0.28451
2008,66 and older,Saxony-Anhalt,Never,0.66018,122,168,0.58834,0.73202
2008,66 and older,Thuringa,Seldom,0.17828,37,204,0.12563,0.23094
2008,66 and older,Thuringa,Never,0.79868,167,204,0.74352,0.85385
2013,17-29 y.,Schleswig-Holstein,Sometimes,0.25498,45,101,0.16956,0.34041
2013,17-29 y.,Schleswig-Holstein,Seldom,0.30606,56,101,0.21573,0.39639
2013,17-29 y.,Lower Saxony,Often,0.05435,37,362,0.03096,0.07774
2013,17-29 y.,Lower Saxony,Sometimes,0.21219,90,362,0.17001,0.25437
2013,17-29 y.,Lower Saxony,Seldom,0.30788,138,362,0.26026,0.35550
2013,17-29 y.,Lower Saxony,Never,0.17868,97,362,0.13916,0.21820
2013,17-29 y.,North Rhine-Westphalia,Often,0.08563,86,754,0.06564,0.10562
2013,17-29 y.,North Rhine-Westphalia,Sometimes,0.23423,242,754,0.20398,0.26448
2013,17-29 y.,North Rhine-Westphalia,Seldom,0.23772,231,754,0.20731,0.26813
2013,17-29 y.,North Rhine-Westphalia,Never,0.16854,195,754,0.14180,0.19527
2013,17-29 y.,Hesse,Sometimes,0.20555,63,188,0.14763,0.26347
2013,17-29 y.,Hesse,Seldom,0.25021,74,188,0.18813,0.31229
2013,17-29 y.,Hesse,Never,0.15408,51,188,0.10234,0.20583
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.23361,58,185,0.17247,0.29474
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.27380,71,185,0.20937,0.33824
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Never,0.18866,56,185,0.13213,0.24519
2013,17-29 y.,Baden-Wuerttemberg,Often,0.07318,38,416,0.04813,0.09824
2013,17-29 y.,Baden-Wuerttemberg,Sometimes,0.17355,117,416,0.13711,0.20999
2013,17-29 y.,Baden-Wuerttemberg,Seldom,0.26896,158,416,0.22630,0.31162
2013,17-29 y.,Baden-Wuerttemberg,Never,0.17482,103,416,0.13828,0.21136
2013,17-29 y.,Bavaria,Often,0.06765,65,580,0.04719,0.08811
2013,17-29 y.,Bavaria,Sometimes,0.19982,164,580,0.16725,0.23239
2013,17-29 y.,Bavaria,Seldom,0.30544,224,580,0.26792,0.34295
2013,17-29 y.,Bavaria,Never,0.17614,127,580,0.14511,0.20717
2013,17-29 y.,Berlin,Sometimes,0.21313,42,95,0.13034,0.29592
2013,17-29 y.,Berlin,Seldom,0.35117,53,95,0.25467,0.44767
2013,17-29 y.,Brandenburg,Seldom,0.24303,38,78,0.14723,0.33883
2013,17-29 y.,Brandenburg,Never,0.37642,40,78,0.26820,0.48463
2013,17-29 y.,Saxony,Sometimes,0.15409,49,221,0.10639,0.20180
2013,17-29 y.,Saxony,Seldom,0.41681,87,221,0.35166,0.48196
2013,17-29 y.,Saxony,Never,0.32368,85,221,0.26185,0.38551
2013,17-29 y.,Saxony-Anhalt,Seldom,0.24539,34,84,0.15281,0.33796
2013,17-29 y.,Saxony-Anhalt,Never,0.35591,50,84,0.25291,0.45892
2013,17-29 y.,Thuringa,Seldom,0.32751,48,92,0.23108,0.42393
2013,17-29 y.,Thuringa,Never,0.35237,44,92,0.25422,0.45052
2013,30-45 y.,Schleswig-Holstein,Sometimes,0.10015,40,296,0.06589,0.13440
2013,30-45 y.,Schleswig-Holstein,Seldom,0.43011,131,296,0.37361,0.48661
2013,30-45 y.,Schleswig-Holstein,Never,0.30363,125,296,0.25115,0.35610
2013,30-45 y.,Hamburg,Sometimes,0.28273,37,134,0.20620,0.35927
2013,30-45 y.,Hamburg,Seldom,0.37583,55,134,0.29352,0.45815
2013,30-45 y.,Hamburg,Never,0.13441,42,134,0.07644,0.19237
2013,30-45 y.,Lower Saxony,Sometimes,0.08601,81,726,0.06560,0.10642
2013,30-45 y.,Lower Saxony,Seldom,0.34008,272,726,0.30560,0.37457
2013,30-45 y.,Lower Saxony,Never,0.39676,373,726,0.36115,0.43237
2013,30-45 y.,North Rhine-Westphalia,Often,0.02969,57,1614,0.02141,0.03798
2013,30-45 y.,North Rhine-Westphalia,Sometimes,0.13266,246,1614,0.11611,0.14922
2013,30-45 y.,North Rhine-Westphalia,Seldom,0.26748,549,1614,0.24588,0.28909
2013,30-45 y.,North Rhine-Westphalia,Never,0.36976,762,1614,0.34620,0.39332
2013,30-45 y.,Hesse,Sometimes,0.10019,89,545,0.07496,0.12542
2013,30-45 y.,Hesse,Seldom,0.38737,223,545,0.34644,0.42831
2013,30-45 y.,Hesse,Never,0.32983,233,545,0.29032,0.36934
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Sometimes,0.13852,43,376,0.10355,0.17348
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.28275,119,376,0.23717,0.32833
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.38029,214,376,0.33115,0.42942
2013,30-45 y.,Baden-Wuerttemberg,Sometimes,0.09464,127,1007,0.07655,0.11273
2013,30-45 y.,Baden-Wuerttemberg,Seldom,0.30630,380,1007,0.27781,0.33478
2013,30-45 y.,Baden-Wuerttemberg,Never,0.36163,500,1007,0.33194,0.39132
