year,age_gr,quintil_oecd,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,1st Quintile,Often,0.07573,59,845,0.05788,0.09357
2003,17-29 y.,1st Quintile,Sometimes,0.25866,220,845,0.22911,0.28820
2003,17-29 y.,1st Quintile,Seldom,0.32090,284,845,0.28941,0.35240
2003,17-29 y.,1st Quintile,Never,0.32065,282,845,0.28917,0.35214
2003,17-29 y.,2nd Quintile,Often,0.09795,71,754,0.07672,0.11918
2003,17-29 y.,2nd Quintile,Sometimes,0.28698,209,754,0.25467,0.31929
2003,17-29 y.,2nd Quintile,Seldom,0.31306,256,754,0.27994,0.34618
2003,17-29 y.,2nd Quintile,Never,0.27227,218,754,0.24048,0.30407
2003,17-29 y.,3rd Quintile,Often,0.06490,58,748,0.04723,0.08256
2003,17-29 y.,3rd Quintile,Sometimes,0.25126,182,748,0.22015,0.28236
2003,17-29 y.,3rd Quintile,Seldom,0.38924,307,748,0.35427,0.42420
2003,17-29 y.,3rd Quintile,Never,0.28381,201,748,0.25148,0.31614
2003,17-29 y.,4th Quintile,Often,0.11504,88,778,0.09261,0.13748
2003,17-29 y.,4th Quintile,Sometimes,0.26736,228,778,0.23624,0.29848
2003,17-29 y.,4th Quintile,Seldom,0.37439,297,778,0.34036,0.40842
2003,17-29 y.,4th Quintile,Never,0.21647,165,778,0.18751,0.24543
2003,17-29 y.,5th Quintile,Often,0.10497,96,789,0.08357,0.12638
2003,17-29 y.,5th Quintile,Sometimes,0.31190,260,789,0.27955,0.34425
2003,17-29 y.,5th Quintile,Seldom,0.34532,287,789,0.31212,0.37852
2003,17-29 y.,5th Quintile,Never,0.19833,146,789,0.17049,0.22617
2003,30-45 y.,1st Quintile,Sometimes,0.20038,159,913,0.17440,0.22636
2003,30-45 y.,1st Quintile,Seldom,0.31321,299,913,0.28311,0.34331
2003,30-45 y.,1st Quintile,Never,0.43834,455,913,0.40614,0.47054
2003,30-45 y.,2nd Quintile,Sometimes,0.15569,178,1220,0.13534,0.17604
2003,30-45 y.,2nd Quintile,Seldom,0.35973,423,1220,0.33278,0.38667
2003,30-45 y.,2nd Quintile,Never,0.45663,619,1220,0.42867,0.48460
2003,30-45 y.,3rd Quintile,Sometimes,0.13566,175,1333,0.11727,0.15404
2003,30-45 y.,3rd Quintile,Seldom,0.35979,496,1333,0.33401,0.38556
2003,30-45 y.,3rd Quintile,Never,0.47298,662,1333,0.44616,0.49979
2003,30-45 y.,4th Quintile,Sometimes,0.14479,202,1454,0.12669,0.16288
2003,30-45 y.,4th Quintile,Seldom,0.43591,615,1454,0.41041,0.46141
2003,30-45 y.,4th Quintile,Never,0.39688,637,1454,0.37172,0.42203
2003,30-45 y.,5th Quintile,Often,0.02430,47,1846,0.01728,0.03133
2003,30-45 y.,5th Quintile,Sometimes,0.16309,285,1846,0.14623,0.17995
2003,30-45 y.,5th Quintile,Seldom,0.44204,788,1846,0.41938,0.46470
2003,30-45 y.,5th Quintile,Never,0.35892,726,1846,0.33703,0.38081
2003,46-65 y.,1st Quintile,Sometimes,0.09972,78,865,0.07974,0.11970
2003,46-65 y.,1st Quintile,Seldom,0.20895,186,865,0.18184,0.23606
2003,46-65 y.,1st Quintile,Never,0.66532,601,865,0.63385,0.69678
2003,46-65 y.,2nd Quintile,Sometimes,0.07827,80,945,0.06114,0.09541
2003,46-65 y.,2nd Quintile,Seldom,0.25013,233,945,0.22250,0.27776
2003,46-65 y.,2nd Quintile,Never,0.64312,632,945,0.61256,0.67368
2003,46-65 y.,3rd Quintile,Sometimes,0.09389,108,1214,0.07747,0.11030
2003,46-65 y.,3rd Quintile,Seldom,0.27407,346,1214,0.24897,0.29917
2003,46-65 y.,3rd Quintile,Never,0.61730,760,1214,0.58995,0.64465
2003,46-65 y.,4th Quintile,Sometimes,0.10110,151,1544,0.08606,0.11615
2003,46-65 y.,4th Quintile,Seldom,0.32747,525,1544,0.30405,0.35089
2003,46-65 y.,4th Quintile,Never,0.54611,868,1544,0.52127,0.57095
2003,46-65 y.,5th Quintile,Often,0.02543,51,2884,0.01969,0.03118
2003,46-65 y.,5th Quintile,Sometimes,0.10637,282,2884,0.09511,0.11762
2003,46-65 y.,5th Quintile,Seldom,0.32695,1002,2884,0.30983,0.34408
2003,46-65 y.,5th Quintile,Never,0.53024,1549,2884,0.51202,0.54846
2003,66 and older,1st Quintile,Seldom,0.12588,90,655,0.10046,0.15131
2003,66 and older,1st Quintile,Never,0.81624,565,655,0.78655,0.84592
2003,66 and older,2nd Quintile,Sometimes,0.03118,32,855,0.01952,0.04284
2003,66 and older,2nd Quintile,Seldom,0.16749,147,855,0.14244,0.19253
2003,66 and older,2nd Quintile,Never,0.77595,676,855,0.74798,0.80391
2003,66 and older,3rd Quintile,Seldom,0.17926,143,716,0.15114,0.20737
2003,66 and older,3rd Quintile,Never,0.76971,573,716,0.73885,0.80057
2003,66 and older,4th Quintile,Seldom,0.25546,126,535,0.21847,0.29245
2003,66 and older,4th Quintile,Never,0.69700,409,535,0.65803,0.73598
2003,66 and older,5th Quintile,Sometimes,0.10340,64,731,0.08131,0.12549
2003,66 and older,5th Quintile,Seldom,0.23367,179,731,0.20297,0.26437
2003,66 and older,5th Quintile,Never,0.64731,488,731,0.61265,0.68198
2008,17-29 y.,1st Quintile,Often,0.06693,53,771,0.04928,0.08458
2008,17-29 y.,1st Quintile,Sometimes,0.22198,189,771,0.19263,0.25133
2008,17-29 y.,1st Quintile,Seldom,0.31073,270,771,0.27804,0.34342
2008,17-29 y.,1st Quintile,Never,0.30087,259,771,0.26847,0.33326
2008,17-29 y.,2nd Quintile,Often,0.05275,36,558,0.03419,0.07132
2008,17-29 y.,2nd Quintile,Sometimes,0.24260,130,558,0.20700,0.27820
2008,17-29 y.,2nd Quintile,Seldom,0.29717,200,558,0.25922,0.33512
2008,17-29 y.,2nd Quintile,Never,0.30108,192,558,0.26299,0.33918
2008,17-29 y.,3rd Quintile,Often,0.08383,47,624,0.06206,0.10559
2008,17-29 y.,3rd Quintile,Sometimes,0.24386,162,624,0.21014,0.27758
2008,17-29 y.,3rd Quintile,Seldom,0.38224,252,624,0.34408,0.42040
2008,17-29 y.,3rd Quintile,Never,0.20711,163,624,0.17529,0.23893
2008,17-29 y.,4th Quintile,Often,0.09350,62,598,0.07014,0.11685
2008,17-29 y.,4th Quintile,Sometimes,0.25334,163,598,0.21846,0.28823
2008,17-29 y.,4th Quintile,Seldom,0.36659,232,598,0.32793,0.40524
2008,17-29 y.,4th Quintile,Never,0.20703,141,598,0.17453,0.23953
2008,17-29 y.,5th Quintile,Often,0.10211,63,544,0.07664,0.12758
2008,17-29 y.,5th Quintile,Sometimes,0.25093,156,544,0.21446,0.28739
2008,17-29 y.,5th Quintile,Seldom,0.35126,212,544,0.31110,0.39141
2008,17-29 y.,5th Quintile,Never,0.20974,113,544,0.17550,0.24398
2008,30-45 y.,1st Quintile,Sometimes,0.12527,94,692,0.10058,0.14995
2008,30-45 y.,1st Quintile,Seldom,0.31295,210,692,0.27838,0.34753
2008,30-45 y.,1st Quintile,Never,0.49521,388,692,0.45793,0.53249
2008,30-45 y.,2nd Quintile,Sometimes,0.13651,109,898,0.11404,0.15898
2008,30-45 y.,2nd Quintile,Seldom,0.36405,338,898,0.33256,0.39554
2008,30-45 y.,2nd Quintile,Never,0.48041,451,898,0.44772,0.51311
2008,30-45 y.,3rd Quintile,Sometimes,0.14035,141,1062,0.11945,0.16125
2008,30-45 y.,3rd Quintile,Seldom,0.37675,407,1062,0.34759,0.40590
2008,30-45 y.,3rd Quintile,Never,0.44245,514,1062,0.41256,0.47233
2008,30-45 y.,4th Quintile,Sometimes,0.12363,125,1112,0.10427,0.14298
2008,30-45 y.,4th Quintile,Seldom,0.43977,471,1112,0.41058,0.46896
2008,30-45 y.,4th Quintile,Never,0.40855,516,1112,0.37964,0.43745
2008,30-45 y.,5th Quintile,Sometimes,0.16695,206,1268,0.14642,0.18749
2008,30-45 y.,5th Quintile,Seldom,0.41698,548,1268,0.38983,0.44413
2008,30-45 y.,5th Quintile,Never,0.39331,514,1268,0.36642,0.42021
2008,46-65 y.,1st Quintile,Sometimes,0.10199,71,777,0.08070,0.12329
2008,46-65 y.,1st Quintile,Seldom,0.20970,173,777,0.18106,0.23834
2008,46-65 y.,1st Quintile,Never,0.65163,533,777,0.61811,0.68516
2008,46-65 y.,2nd Quintile,Sometimes,0.07032,54,814,0.05275,0.08790
2008,46-65 y.,2nd Quintile,Seldom,0.28003,225,814,0.24917,0.31090
2008,46-65 y.,2nd Quintile,Never,0.62043,535,814,0.58707,0.65379
2008,46-65 y.,3rd Quintile,Sometimes,0.08047,87,1093,0.06434,0.09661
2008,46-65 y.,3rd Quintile,Seldom,0.30193,329,1093,0.27470,0.32916
2008,46-65 y.,3rd Quintile,Never,0.60390,677,1093,0.57490,0.63291
2008,46-65 y.,4th Quintile,Sometimes,0.07516,125,1453,0.06160,0.08872
2008,46-65 y.,4th Quintile,Seldom,0.30190,451,1453,0.27829,0.32551
2008,46-65 y.,4th Quintile,Never,0.59235,877,1453,0.56707,0.61762
2008,46-65 y.,5th Quintile,Often,0.01384,32,2453,0.00921,0.01846
2008,46-65 y.,5th Quintile,Sometimes,0.11693,261,2453,0.10421,0.12965
2008,46-65 y.,5th Quintile,Seldom,0.33595,850,2453,0.31725,0.35464
2008,46-65 y.,5th Quintile,Never,0.52537,1310,2453,0.50561,0.54514
2008,66 and older,1st Quintile,Sometimes,0.05053,33,690,0.03418,0.06689
2008,66 and older,1st Quintile,Seldom,0.16578,104,690,0.13801,0.19355
2008,66 and older,1st Quintile,Never,0.75662,553,690,0.72458,0.78867
2008,66 and older,2nd Quintile,Sometimes,0.05628,46,1015,0.04210,0.07047
2008,66 and older,2nd Quintile,Seldom,0.18921,197,1015,0.16510,0.21332
2008,66 and older,2nd Quintile,Never,0.73515,772,1015,0.70800,0.76231
2008,66 and older,3rd Quintile,Sometimes,0.02990,32,918,0.01888,0.04093
2008,66 and older,3rd Quintile,Seldom,0.19558,183,918,0.16991,0.22126
2008,66 and older,3rd Quintile,Never,0.75240,703,918,0.72446,0.78033
2008,66 and older,4th Quintile,Sometimes,0.03721,32,696,0.02314,0.05128
2008,66 and older,4th Quintile,Seldom,0.21659,163,696,0.18596,0.24721
2008,66 and older,4th Quintile,Never,0.72561,501,696,0.69243,0.75878
2008,66 and older,5th Quintile,Sometimes,0.07922,70,888,0.06145,0.09700
2008,66 and older,5th Quintile,Seldom,0.23868,222,888,0.21062,0.26673
2008,66 and older,5th Quintile,Never,0.65898,596,888,0.62779,0.69018
2013,17-29 y.,1st Quintile,Often,0.05275,89,1088,0.03946,0.06604
2013,17-29 y.,1st Quintile,Sometimes,0.24948,303,1088,0.22376,0.27521
2013,17-29 y.,1st Quintile,Seldom,0.33011,366,1088,0.30215,0.35806
2013,17-29 y.,1st Quintile,Never,0.24517,330,1088,0.21960,0.27075
2013,17-29 y.,2nd Quintile,Often,0.05639,67,779,0.04018,0.07260
2013,17-29 y.,2nd Quintile,Sometimes,0.21183,200,779,0.18311,0.24054
2013,17-29 y.,2nd Quintile,Seldom,0.33248,268,779,0.29938,0.36559
2013,17-29 y.,2nd Quintile,Never,0.26176,244,779,0.23087,0.29265
2013,17-29 y.,3rd Quintile,Often,0.06170,57,656,0.04327,0.08012
2013,17-29 y.,3rd Quintile,Sometimes,0.26975,192,656,0.23576,0.30374
2013,17-29 y.,3rd Quintile,Seldom,0.30185,246,656,0.26670,0.33701
2013,17-29 y.,3rd Quintile,Never,0.27053,161,656,0.23651,0.30455
2013,17-29 y.,4th Quintile,Often,0.11870,68,566,0.09203,0.14536
2013,17-29 y.,4th Quintile,Sometimes,0.25774,155,566,0.22168,0.29381
2013,17-29 y.,4th Quintile,Seldom,0.34549,214,566,0.30628,0.38470
2013,17-29 y.,4th Quintile,Never,0.19444,129,566,0.16180,0.22707
2013,17-29 y.,5th Quintile,Often,0.09178,45,430,0.06445,0.11910
2013,17-29 y.,5th Quintile,Sometimes,0.23748,130,430,0.19721,0.27774
2013,17-29 y.,5th Quintile,Seldom,0.37040,168,430,0.32471,0.41610
2013,17-29 y.,5th Quintile,Never,0.18014,87,430,0.14378,0.21651
2013,30-45 y.,1st Quintile,Often,0.03800,77,1746,0.02903,0.04697
2013,30-45 y.,1st Quintile,Sometimes,0.14246,261,1746,0.12606,0.15886
2013,30-45 y.,1st Quintile,Seldom,0.32385,539,1746,0.30189,0.34580
2013,30-45 y.,1st Quintile,Never,0.46730,869,1746,0.44389,0.49071
2013,30-45 y.,2nd Quintile,Often,0.02558,43,1765,0.01821,0.03295
2013,30-45 y.,2nd Quintile,Sometimes,0.14945,222,1765,0.13282,0.16609
2013,30-45 y.,2nd Quintile,Seldom,0.33058,581,1765,0.30862,0.35253
2013,30-45 y.,2nd Quintile,Never,0.47640,919,1765,0.45309,0.49971
2013,30-45 y.,3rd Quintile,Often,0.03425,34,1550,0.02519,0.04330
2013,30-45 y.,3rd Quintile,Sometimes,0.11319,181,1550,0.09742,0.12897
2013,30-45 y.,3rd Quintile,Seldom,0.35050,545,1550,0.32674,0.37426
2013,30-45 y.,3rd Quintile,Never,0.48497,790,1550,0.46008,0.50986
2013,30-45 y.,4th Quintile,Sometimes,0.15870,189,1486,0.14012,0.17729
2013,30-45 y.,4th Quintile,Seldom,0.43282,612,1486,0.40762,0.45802
2013,30-45 y.,4th Quintile,Never,0.38867,685,1486,0.36387,0.41346
2013,30-45 y.,5th Quintile,Sometimes,0.16199,207,1343,0.14228,0.18171
2013,30-45 y.,5th Quintile,Seldom,0.42824,560,1343,0.40176,0.45471
2013,30-45 y.,5th Quintile,Never,0.37457,576,1343,0.34868,0.40047
2013,46-65 y.,1st Quintile,Often,0.02180,41,1424,0.01421,0.02939
2013,46-65 y.,1st Quintile,Sometimes,0.09717,143,1424,0.08178,0.11256
2013,46-65 y.,1st Quintile,Seldom,0.23499,317,1424,0.21296,0.25702
2013,46-65 y.,1st Quintile,Never,0.63122,923,1424,0.60616,0.65629
2013,46-65 y.,2nd Quintile,Sometimes,0.09936,121,1338,0.08333,0.11540
2013,46-65 y.,2nd Quintile,Seldom,0.30065,414,1338,0.27607,0.32522
2013,46-65 y.,2nd Quintile,Never,0.57295,803,1338,0.54643,0.59946
