year,age_gr,quintil_oecd,pld0044,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,3rd Quintile,Sometimes,0.07903,144,1586,0.06575,0.09232
2013,46-65 y.,3rd Quintile,Seldom,0.30166,498,1586,0.27907,0.32426
2013,46-65 y.,3rd Quintile,Never,0.58627,944,1586,0.56203,0.61052
2013,46-65 y.,4th Quintile,Often,0.01935,33,1901,0.01315,0.02554
2013,46-65 y.,4th Quintile,Sometimes,0.10235,197,1901,0.08872,0.11598
2013,46-65 y.,4th Quintile,Seldom,0.34958,639,1901,0.32814,0.37102
2013,46-65 y.,4th Quintile,Never,0.51700,1032,1901,0.49453,0.53947
2013,46-65 y.,5th Quintile,Often,0.01545,35,2635,0.01074,0.02016
2013,46-65 y.,5th Quintile,Sometimes,0.10114,301,2635,0.08963,0.11265
2013,46-65 y.,5th Quintile,Seldom,0.37186,936,2635,0.35340,0.39032
2013,46-65 y.,5th Quintile,Never,0.50421,1363,2635,0.48511,0.52330
2013,66 and older,1st Quintile,Sometimes,0.05046,39,805,0.03533,0.06559
2013,66 and older,1st Quintile,Seldom,0.13413,103,805,0.11057,0.15768
2013,66 and older,1st Quintile,Never,0.79195,663,805,0.76389,0.82001
2013,66 and older,2nd Quintile,Sometimes,0.04291,45,1195,0.03141,0.05440
2013,66 and older,2nd Quintile,Seldom,0.18006,217,1195,0.15826,0.20185
2013,66 and older,2nd Quintile,Never,0.75603,933,1195,0.73166,0.78039
2013,66 and older,3rd Quintile,Sometimes,0.04254,41,1030,0.03021,0.05487
2013,66 and older,3rd Quintile,Seldom,0.20763,221,1030,0.18285,0.23241
2013,66 and older,3rd Quintile,Never,0.71990,768,1030,0.69246,0.74734
2013,66 and older,4th Quintile,Sometimes,0.05587,50,860,0.04051,0.07123
2013,66 and older,4th Quintile,Seldom,0.25098,220,860,0.22198,0.27997
2013,66 and older,4th Quintile,Never,0.67770,590,860,0.64645,0.70896
2013,66 and older,5th Quintile,Sometimes,0.10952,89,967,0.08983,0.12921
2013,66 and older,5th Quintile,Seldom,0.24773,247,967,0.22051,0.27496
2013,66 and older,5th Quintile,Never,0.61700,631,967,0.58635,0.64766
2018,17-29 y.,1st Quintile,Often,0.10939,132,1206,0.09177,0.12702
2018,17-29 y.,1st Quintile,Sometimes,0.24093,354,1206,0.21678,0.26507
2018,17-29 y.,1st Quintile,Seldom,0.26925,387,1206,0.24420,0.29429
2018,17-29 y.,1st Quintile,Never,0.24373,333,1206,0.21949,0.26797
2018,17-29 y.,2nd Quintile,Often,0.09330,97,909,0.07438,0.11222
2018,17-29 y.,2nd Quintile,Sometimes,0.27727,310,909,0.24816,0.30639
2018,17-29 y.,2nd Quintile,Seldom,0.28586,292,909,0.25648,0.31525
2018,17-29 y.,2nd Quintile,Never,0.24926,210,909,0.22112,0.27739
2018,17-29 y.,3rd Quintile,Often,0.11969,87,745,0.09637,0.14302
2018,17-29 y.,3rd Quintile,Sometimes,0.30172,241,745,0.26873,0.33470
2018,17-29 y.,3rd Quintile,Seldom,0.31228,261,745,0.27898,0.34558
2018,17-29 y.,3rd Quintile,Never,0.18488,156,745,0.15699,0.21278
2018,17-29 y.,4th Quintile,Often,0.16586,93,595,0.13595,0.19577
2018,17-29 y.,4th Quintile,Sometimes,0.30685,200,595,0.26976,0.34394
2018,17-29 y.,4th Quintile,Seldom,0.31881,207,595,0.28133,0.35628
2018,17-29 y.,4th Quintile,Never,0.14484,95,595,0.11654,0.17315
2018,17-29 y.,5th Quintile,Often,0.12268,61,460,0.09267,0.15269
2018,17-29 y.,5th Quintile,Sometimes,0.31118,176,460,0.26882,0.35354
2018,17-29 y.,5th Quintile,Seldom,0.26311,159,460,0.22283,0.30339
2018,17-29 y.,5th Quintile,Never,0.18884,64,460,0.15304,0.22465
2018,30-45 y.,1st Quintile,Often,0.04210,59,1306,0.03120,0.05299
2018,30-45 y.,1st Quintile,Sometimes,0.22375,278,1306,0.20114,0.24636
2018,30-45 y.,1st Quintile,Seldom,0.29667,387,1306,0.27189,0.32146
2018,30-45 y.,1st Quintile,Never,0.37163,582,1306,0.34541,0.39785
2018,30-45 y.,2nd Quintile,Often,0.04607,64,1472,0.03536,0.05679
2018,30-45 y.,2nd Quintile,Sometimes,0.22055,275,1472,0.19936,0.24174
2018,30-45 y.,2nd Quintile,Seldom,0.38075,525,1472,0.35594,0.40557
2018,30-45 y.,2nd Quintile,Never,0.33750,608,1472,0.31334,0.36166
2018,30-45 y.,3rd Quintile,Often,0.03400,38,1285,0.02409,0.04391
2018,30-45 y.,3rd Quintile,Sometimes,0.21348,240,1285,0.19107,0.23590
2018,30-45 y.,3rd Quintile,Seldom,0.39109,543,1285,0.36440,0.41778
2018,30-45 y.,3rd Quintile,Never,0.35573,464,1285,0.32954,0.38192
2018,30-45 y.,4th Quintile,Often,0.03627,45,1191,0.02564,0.04689
2018,30-45 y.,4th Quintile,Sometimes,0.23664,244,1191,0.21249,0.26079
2018,30-45 y.,4th Quintile,Seldom,0.40514,485,1191,0.37725,0.43303
2018,30-45 y.,4th Quintile,Never,0.31976,417,1191,0.29326,0.34626
2018,30-45 y.,5th Quintile,Often,0.04468,34,1068,0.03228,0.05707
2018,30-45 y.,5th Quintile,Sometimes,0.21482,190,1068,0.19018,0.23946
2018,30-45 y.,5th Quintile,Seldom,0.44152,486,1068,0.41172,0.47131
2018,30-45 y.,5th Quintile,Never,0.29276,358,1068,0.26546,0.32007
2018,46-65 y.,1st Quintile,Often,0.03896,41,1390,0.02879,0.04914
2018,46-65 y.,1st Quintile,Sometimes,0.13124,187,1390,0.11349,0.14900
2018,46-65 y.,1st Quintile,Seldom,0.25571,358,1390,0.23277,0.27865
2018,46-65 y.,1st Quintile,Never,0.54847,804,1390,0.52230,0.57464
2018,46-65 y.,2nd Quintile,Often,0.01435,35,1630,0.00858,0.02013
2018,46-65 y.,2nd Quintile,Sometimes,0.17010,220,1630,0.15185,0.18835
2018,46-65 y.,2nd Quintile,Seldom,0.28599,517,1630,0.26405,0.30794
2018,46-65 y.,2nd Quintile,Never,0.52263,858,1630,0.49837,0.54688
2018,46-65 y.,3rd Quintile,Often,0.02312,31,1660,0.01589,0.03035
2018,46-65 y.,3rd Quintile,Sometimes,0.11465,207,1660,0.09932,0.12998
2018,46-65 y.,3rd Quintile,Seldom,0.35522,556,1660,0.33219,0.37825
2018,46-65 y.,3rd Quintile,Never,0.49286,866,1660,0.46880,0.51692
2018,46-65 y.,4th Quintile,Often,0.02268,32,1948,0.01607,0.02929
2018,46-65 y.,4th Quintile,Sometimes,0.11472,228,1948,0.10056,0.12887
2018,46-65 y.,4th Quintile,Seldom,0.41098,779,1948,0.38913,0.43284
2018,46-65 y.,4th Quintile,Never,0.44812,909,1948,0.42603,0.47021
2018,46-65 y.,5th Quintile,Often,0.02260,60,2555,0.01684,0.02837
2018,46-65 y.,5th Quintile,Sometimes,0.16619,407,2555,0.15175,0.18063
2018,46-65 y.,5th Quintile,Seldom,0.38345,982,2555,0.36459,0.40231
2018,46-65 y.,5th Quintile,Never,0.42308,1106,2555,0.40392,0.44224
2018,66 and older,1st Quintile,Sometimes,0.05856,50,670,0.04077,0.07635
2018,66 and older,1st Quintile,Seldom,0.18053,125,670,0.15138,0.20967
2018,66 and older,1st Quintile,Never,0.71949,495,670,0.68545,0.75353
2018,66 and older,2nd Quintile,Sometimes,0.07544,75,1176,0.06034,0.09054
2018,66 and older,2nd Quintile,Seldom,0.20074,248,1176,0.17784,0.22365
2018,66 and older,2nd Quintile,Never,0.70595,853,1176,0.67990,0.73201
2018,66 and older,3rd Quintile,Sometimes,0.05166,56,1014,0.03803,0.06529
2018,66 and older,3rd Quintile,Seldom,0.23060,227,1014,0.20466,0.25654
2018,66 and older,3rd Quintile,Never,0.70187,731,1014,0.67370,0.73004
2018,66 and older,4th Quintile,Sometimes,0.07760,60,830,0.05939,0.09582
2018,66 and older,4th Quintile,Seldom,0.26099,231,830,0.23110,0.29089
2018,66 and older,4th Quintile,Never,0.63657,539,830,0.60383,0.66931
2018,66 and older,5th Quintile,Sometimes,0.11673,95,943,0.09623,0.13724
2018,66 and older,5th Quintile,Seldom,0.29849,314,943,0.26927,0.32772
2018,66 and older,5th Quintile,Never,0.55872,534,943,0.52701,0.59043
