year,sampreg,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2004,West,Relatively Certain,0.7206000229016375,11543,0.7124142999370553,0.7287857458662197
2004,West,Certain,0.17691514943318448,11543,0.1699536700791959,0.18387662878717306
2004,West,Relatively Uncertain,0.09195007443032177,11543,0.08667865431267624,0.0972214945479673
2004,West,Very Uncertain,0.010534753234856292,11543,0.008672197919317691,0.012397308550394892
2004,East,Relatively Certain,0.7827510917030568,11543,0.7752281557248163,0.7902740276812973
2004,East,Certain,0.11899563318777293,11543,0.11308884678890238,0.12490241958664347
2004,East,Relatively Uncertain,0.08951965065502183,11543,0.08431140810423002,0.09472789320581365
2004,East,Very Uncertain,0.008733624454148471,11543,0.007036205030128819,0.010431043878168123
2009,West,Relatively Certain,0.7005263157894737,10177,0.6916273867421632,0.7094252448367842
2009,West,Certain,0.22276315789473683,10177,0.21467881815318932,0.23084749763628434
2009,West,Relatively Uncertain,0.07039473684210526,10177,0.06542463181866844,0.07536484186554208
2009,West,Very Uncertain,0.00631578947368421,10177,0.004776627939671701,0.007854951007696719
2009,East,Relatively Certain,0.7647058823529411,10177,0.756464521421527,0.7729472432843553
2009,East,Certain,0.1423529411764706,10177,0.13556428665563033,0.14914159569731086
2009,East,Relatively Uncertain,0.08352941176470588,10177,0.07815383384273626,0.0889049896866755
2009,East,Very Uncertain,0.009411764705882352,10177,0.007535784301498082,0.011287745110266622
2014,West,Relatively Certain,0.6649463752923152,15828,0.657592885018128,0.6722998655665023
2014,West,Certain,0.23336827675187485,15828,0.22677870253956858,0.23995785096418112
2014,West,Relatively Uncertain,0.09087976776066446,15828,0.08640173448616528,0.09535780103516364
2014,West,Very Uncertain,0.010805580195145553,15828,0.009194905169102733,0.012416255221188372
2014,East,Relatively Certain,0.7246290801186943,15828,0.7176698697067301,0.7315882905306585
2014,East,Certain,0.14629080118694363,15828,0.14078517729059728,0.15179642508328997
2014,East,Relatively Uncertain,0.10919881305637982,15828,0.10433986335948592,0.11405776275327373
2014,East,Very Uncertain,0.019881305637982197,15828,0.017706578179995394,0.022056033095969
2016,West,Certain,0.7442815249266862,16419,0.7376083517987192,0.7509546980546532
2016,West,Relatively Certain,0.2129032258064516,16419,0.20664158851857095,0.21916486309433225
2016,West,Relatively Uncertain,0.03401759530791789,16419,0.031244791556361992,0.03679039905947379
2016,West,Very Uncertain,0.008797653958944282,16419,0.007369262257392184,0.010226045660496381
2016,East,Certain,0.577023498694517,16419,0.5694667045785924,0.5845802928104415
2016,East,Relatively Certain,0.36553524804177545,16419,0.3581689192302661,0.3729015768532848
2016,East,Relatively Uncertain,0.05221932114882506,16419,0.04881639709773585,0.05562224519991427
2016,East,Very Uncertain,0.005221932114882507,16419,0.004119475692933034,0.006324388536831979
2017,West,Certain,0.7792853912256897,18279,0.7732730494265078,0.7852977330248717
2017,West,Relatively Certain,0.18588873812754408,18279,0.18024913846541257,0.1915283377896756
2017,West,Relatively Uncertain,0.024875621890547265,18279,0.02261776279706502,0.02713348098402951
2017,West,Very Uncertain,0.009950248756218905,18279,0.008511366246572099,0.011389131265865712
2017,East,Certain,0.6344647519582245,18279,0.6274832601045102,0.6414462438119388
2017,East,Relatively Certain,0.3237597911227154,18279,0.3169764789260977,0.3305431033193331
2017,East,Relatively Uncertain,0.033942558746736295,18279,0.031317411797506974,0.03656770569596562
2017,East,Very Uncertain,0.007832898172323759,18279,0.006554890365861152,0.009110905978786367
2018,West,Certain,0.8342967244701349,17878,0.8288463992061317,0.8397470497341382
2018,West,Relatively Certain,0.12861271676300579,17878,0.12370539912308219,0.13352003440292937
2018,West,Relatively Uncertain,0.026493256262042388,17878,0.024139108290613605,0.02884740423347117
2018,West,Very Uncertain,0.010597302504816955,17878,0.009096302077952053,0.012098302931681857
2018,East,Certain,0.6096866096866097,17878,0.6025357763080205,0.6168374430651989
2018,East,Relatively Certain,0.34472934472934474,17878,0.33776234022067164,0.35169634923801785
2018,East,Relatively Uncertain,0.042735042735042736,17878,0.039770178872804436,0.045699906597281036
2018,East,Very Uncertain,0.002849002849002849,17878,0.002067692619253123,0.0036303130787525752
2019,West,Relatively Certain,0.6054294244254669,18428,0.5983725712866083,0.6124862775643255
2019,West,Certain,0.30729709088384366,18428,0.3006356266603877,0.31395855510729964
2019,West,Relatively Uncertain,0.07790043740887315,18428,0.07403075052294694,0.08177012429479935
2019,West,Very Uncertain,0.009373047281816288,18428,0.007981774004828456,0.01076432055880412
2019,East,Relatively Certain,0.6831148804934464,18428,0.6763972708231609,0.6898324901637318
2019,East,Certain,0.17990233873040348,18428,0.17435648819486776,0.1854481892659392
2019,East,Relatively Uncertain,0.11873554356206631,18428,0.11406507482790619,0.12340601229622643
2019,East,Very Uncertain,0.01824723721408378,18428,0.016314750153956812,0.02017972427421075
2020,West,Certain,0.7166474432910419,19329,0.7102946061207569,0.7230002804613269
2020,West,Relatively Certain,0.24452133794694347,19329,0.2384620601855263,0.25058061570836065
2020,West,Relatively Uncertain,0.03383314109957709,19329,0.03128426569550222,0.03638201650365196
2020,West,Very Uncertain,0.004998077662437524,19329,0.004003898083358998,0.00599225724151605
2020,East,Certain,0.6345177664974619,19329,0.6277287571461316,0.6413067758487923
2020,East,Relatively Certain,0.3223350253807107,19329,0.31574612945629993,0.32892392130512144
2020,East,Relatively Uncertain,0.03299492385786802,19329,0.030476729071211732,0.03551311864452431
2020,East,Very Uncertain,0.01015228426395939,19329,0.008739039270287203,0.011565529257631577
