year,hlf0151,proportion,n,lower_confidence,upper_confidence
2004,Ziemlich sicher,0.7354760038324187,11543,0.7274293834152118,0.7435226242496257
2004,Sehr sicher,0.16305199895479489,11543,0.1563127883980776,0.16979120951151216
2004,Ziemlich unsicher,0.09136834770490375,11543,0.08611194609214896,0.09662474931765853
2004,Sehr unsicher,0.01010364950788259,11543,0.008279204736257326,0.011928094279507853
2009,Ziemlich sicher,0.7166502463054187,10177,0.7078951438834472,0.7254053487273903
2009,Sehr sicher,0.2025615763546798,10177,0.19475297418589255,0.21037017852346707
2009,Ziemlich unsicher,0.07369458128078818,10177,0.06861835393644966,0.0787708086251267
2009,Sehr unsicher,0.007093596059113301,10177,0.005463048137949328,0.008724143980277273
2014,Ziemlich sicher,0.6776995751696151,15828,0.670418557311605,0.6849805930276252
2014,Sehr sicher,0.21476127068670345,15828,0.20836359989192596,0.22115894148148094
2014,Ziemlich unsicher,0.09479424259717202,15828,0.0902306414062471,0.09935784378809694
2014,Sehr unsicher,0.012744911546509415,15828,0.010997375455365091,0.01449244763765374
2016,Sehr sicher,0.7136015325670498,16419,0.7066864725816239,0.7205165925524758
2016,Ziemlich sicher,0.24090038314176246,16419,0.23435928219672303,0.2474414840868019
2016,Ziemlich unsicher,0.03735632183908046,16419,0.03445565696631024,0.040256986711850684
2016,Sehr unsicher,0.008141762452107279,16419,0.006767192849212958,0.0095163320550016
2017,Sehr sicher,0.7579028527370856,18279,0.7516929977045389,0.7641127077696322
2017,Ziemlich sicher,0.20624518118735544,18279,0.20037954736510252,0.21211081500960835
2017,Ziemlich unsicher,0.026214340786430222,18279,0.023898114358055268,0.028530567214805177
2017,Sehr unsicher,0.00963762528912876,18279,0.008221303489780273,0.011053947088477246
2018,Sehr sicher,0.8018129377832716,17878,0.7959694682412155,0.8076564073253276
2018,Ziemlich sicher,0.15986814997939844,17878,0.15449596071990332,0.16524033923889356
2018,Ziemlich unsicher,0.0288421920065925,17878,0.026388863869182728,0.031295520144002276
2018,Sehr unsicher,0.009476720230737536,17878,0.008056492532732435,0.010896947928742637
2019,Ziemlich sicher,0.6223783842675819,18428,0.6153787936064454,0.6293779749287183
2019,Sehr sicher,0.2797298033447731,18428,0.2732489221226015,0.2862106845669447
2019,Ziemlich unsicher,0.08656098491038841,18428,0.08250106148012507,0.09062090834065176
2019,Sehr unsicher,0.011330827477256632,18428,0.009802651812786667,0.012859003141726597
2020,Sehr sicher,0.7058430717863106,19329,0.6994192276158188,0.7122669159568024
2020,Ziemlich sicher,0.25475792988313856,19329,0.2486151646765038,0.2609006950897733
2020,Ziemlich unsicher,0.0337228714524207,19329,0.031178007899483762,0.03626773500535764
2020,Sehr unsicher,0.005676126878130217,19329,0.004617016169988094,0.00673523758627234
