year,hhtyp,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,Couple without children,Certain,0.1997179125528914,10177,0.1919505023475573,0.20748532275822548
2009,Couple without children,Relatively Uncertain,0.07023977433004232,10177,0.0652747289799608,0.07520481968012384
2009,Couple without children,Very Uncertain,0.005359661495063469,10177,0.003941100876358468,0.006778222113768471
2009,Single parent,Relatively Certain,0.6993670886075949,10177,0.6904583330862449,0.7082758441289448
2009,Single parent,Certain,0.18037974683544303,10177,0.1729093028901315,0.18785019078075454
2009,Single parent,Relatively Uncertain,0.10284810126582279,10177,0.09694639876178036,0.10874980376986522
2009,Single parent,Very Uncertain,0.01740506329113924,10177,0.014864258799567508,0.01994586778271097
2009,Couple with children,Relatively Certain,0.7224258580473175,10177,0.7137255961047236,0.7311261199899114
2009,Couple with children,Certain,0.21192935688103964,10177,0.20398928710351866,0.21986942665856063
2009,Couple with children,Relatively Uncertain,0.06064645118293902,10177,0.05600917010324789,0.06528373226263015
2009,Couple with children,Very Uncertain,0.004998333888703766,10177,0.003628175670668406,0.006368492106739125
2009,Multi-generational household,Relatively Certain,0.696969696969697,10177,0.6880408339119285,0.7058985600274655
2009,Multi-generational household,Certain,0.21212121212121213,10177,0.20417851616509652,0.22006390807732773
2009,Multi-generational household,Relatively Uncertain,0.07575757575757576,10177,0.0706165217262429,0.08089862978890862
2009,Multi-generational household,Very Uncertain,0.015151515151515152,10177,0.012778180791016659,0.017524849512013645
2009,Other Combinations,Relatively Certain,0.704225352112676,10177,0.6953582341740067,0.7130924700513454
2009,Other Combinations,Certain,0.2535211267605634,10177,0.24506907743828651,0.26197317608284026
2009,Other Combinations,Relatively Uncertain,0.04225352112676056,10177,0.038345085898545836,0.04616195635497529
2014,Single-person household,Relatively Certain,0.6650677200902935,15828,0.6577148907161071,0.6724205494644798
2014,Single-person household,Certain,0.21896162528216703,15828,0.2125189945356956,0.22540425602863848
2014,Single-person household,Relatively Uncertain,0.1010158013544018,15828,0.09632103767117571,0.1057105650376279
2014,Single-person household,Very Uncertain,0.014954853273137697,15828,0.013063980987155367,0.016845725559120027
2014,Couple without children,Relatively Certain,0.707816091954023,15828,0.7007312296616793,0.7149009542463666
2014,Couple without children,Certain,0.19724137931034483,15828,0.19104219490971125,0.2034405637109784
2014,Couple without children,Relatively Uncertain,0.0864367816091954,15828,0.08205892384355468,0.09081463937483614
2014,Couple without children,Very Uncertain,0.008505747126436782,15828,0.007075060937568105,0.00993643331530546
2014,Single parent,Relatively Certain,0.6797566371681416,15828,0.6724878852324409,0.6870253891038424
2014,Single parent,Certain,0.18196902654867256,15828,0.1759583042943308,0.18797974880301432
2014,Single parent,Relatively Uncertain,0.1172566371681416,15828,0.11224443017164107,0.12226884416464212
2014,Single parent,Very Uncertain,0.02101769911504425,15828,0.01878297942323091,0.023252418806857588
2014,Couple with children,Relatively Certain,0.6673702726473175,15828,0.660030087590831,0.674710457703804
2014,Couple with children,Certain,0.23430079155672823,15828,0.22770208178286344,0.240899501330593
2014,Couple with children,Relatively Uncertain,0.0868953386103782,15828,0.082506985454834,0.0912836917659224
2014,Couple with children,Very Uncertain,0.011433597185576077,15828,0.009777303227411254,0.0130898911437409
2014,Multi-generational household,Relatively Certain,0.6016260162601627,15828,0.5939990497573027,0.6092529827630226
2014,Multi-generational household,Certain,0.25203252032520324,15828,0.24526837858186432,0.2587966620685422
2014,Multi-generational household,Relatively Uncertain,0.13821138211382114,15828,0.13283468796578696,0.14358807626185532
2014,Multi-generational household,Very Uncertain,0.008130081300813009,15828,0.006731080849939338,0.00952908175168668
2014,Other Combinations,Relatively Certain,0.5938697318007663,15828,0.5862186767828766,0.601520786818656
2014,Other Combinations,Certain,0.23371647509578544,15828,0.22712348446523137,0.24030946572633952
2014,Other Combinations,Relatively Uncertain,0.14559386973180077,15828,0.14009913446690253,0.15108860499669902
2014,Other Combinations,Very Uncertain,0.02681992337164751,15828,0.024303009110450722,0.0293368376328443
2016,Single-person household,Certain,0.7198067632850241,16419,0.7129373522175639,0.7266761743524843
2016,Single-person household,Relatively Certain,0.24396135265700483,16419,0.2373921110560827,0.25053059425792695
2016,Single-person household,Relatively Uncertain,0.028985507246376812,16419,0.026419333672409007,0.03155168082034462
2016,Single-person household,Very Uncertain,0.007246376811594203,16419,0.005949006614763245,0.00854374700842516
2016,Couple without children,Certain,0.7580645161290323,16419,0.7515138481323096,0.7646151841257549
2016,Couple without children,Relatively Certain,0.22580645161290322,16419,0.2194109344762805,0.23220196874952595
2016,Couple without children,Relatively Uncertain,0.016129032258064516,16419,0.014202146583721976,0.018055917932407056
2016,Single parent,Certain,0.6298342541436464,16419,0.6224485148758118,0.637219993411481
2016,Single parent,Relatively Certain,0.287292817679558,16419,0.2803713105270242,0.2942143248320918
2016,Single parent,Relatively Uncertain,0.08287292817679558,16419,0.0786559260640035,0.08708993028958766
2016,Couple with children,Certain,0.7200996677740864,16419,0.7132324513889136,0.7269668841592593
2016,Couple with children,Relatively Certain,0.23920265780730898,16419,0.23267736185500693,0.24572795375961104
2016,Couple with children,Relatively Uncertain,0.03239202657807309,16419,0.029684008874561414,0.03510004428158476
2016,Couple with children,Very Uncertain,0.008305647840531562,16419,0.006917427522688048,0.009693868158375077
2016,Multi-generational household,Certain,0.7368421052631579,16419,0.7301064765598575,0.7435777339664582
2016,Multi-generational household,Relatively Certain,0.21052631578947367,16419,0.20429033535135327,0.21676229622759408
2016,Multi-generational household,Relatively Uncertain,0.05263157894736842,16419,0.04921599179324892,0.05604716610148792
2016,Other Combinations,Certain,0.7195767195767195,16419,0.7127055873715394,0.7264478517818996
2016,Other Combinations,Relatively Certain,0.21164021164021163,16419,0.20539216812429448,0.21788825515612878
2016,Other Combinations,Relatively Uncertain,0.047619047619047616,16419,0.04436159263297185,0.050876502605123386
2016,Other Combinations,Very Uncertain,0.021164021164021163,16419,0.018962429482528406,0.02336561284551392
2017,Single-person household,Certain,0.7630434782608696,18279,0.7568791063837135,0.7692078501380257
2017,Single-person household,Relatively Certain,0.19782608695652174,18279,0.19205103491109815,0.20360113900194532
2017,Single-person household,Relatively Uncertain,0.030434782608695653,18279,0.027944472276534522,0.032925092940856784
2017,Single-person household,Very Uncertain,0.008695652173913044,18279,0.007349685086740225,0.010041619261085863
2017,Couple without children,Certain,0.76,18279,0.753808551399005,0.766191448600995
2017,Couple without children,Relatively Certain,0.18,18279,0.17443041246874233,0.18556958753125766
2017,Couple without children,Relatively Uncertain,0.05,18279,0.046840439616436164,0.05315956038356384
2017,Couple without children,Very Uncertain,0.01,18279,0.00855756101293223,0.01144243898706777
2017,Single parent,Certain,0.7227272727272728,18279,0.7162376320109011,0.7292169134436445
2017,Single parent,Relatively Certain,0.21818181818181817,18279,0.21219436657536658,0.22416926978826976
2017,Single parent,Relatively Uncertain,0.05,18279,0.046840439616436164,0.05315956038356384
2017,Single parent,Very Uncertain,0.00909090909090909,18279,0.007714966168162944,0.010466852013655237
2017,Couple with children,Certain,0.7604512276045122,18279,0.7542637660655911,0.7666386891434334
2017,Couple with children,Relatively Certain,0.20703384207033843,18279,0.20115992443821443,0.21290775970246242
2017,Couple with children,Relatively Uncertain,0.023888520238885203,18279,0.021674792589780514,0.026102247887989892
2017,Couple with children,Very Uncertain,0.008626410086264101,18279,0.007285765750849776,0.009967054421678426
2017,Multi-generational household,Certain,0.7,18279,0.693356613765079,0.706643386234921
2017,Multi-generational household,Relatively Certain,0.24,18279,0.23380855139900503,0.24619144860099496
2017,Multi-generational household,Very Uncertain,0.04,18279,0.037159168550961755,0.04284083144903825
2017,Multi-generational household,Relatively Uncertain,0.02,18279,0.017970411980509776,0.022029588019490225
2017,Other Combinations,Certain,0.77431906614786,18279,0.7682588618289384,0.7803792704667815
2017,Other Combinations,Relatively Certain,0.21011673151750973,18279,0.2042107561611154,0.21602270687390407
2017,Other Combinations,Very Uncertain,0.011673151750972763,18279,0.010116024098423257,0.013230279403522269
2017,Other Combinations,Relatively Uncertain,0.0038910505836575876,18279,0.0029885100524779436,0.0047935911148372316
2018,Single-person household,Certain,0.825287356321839,17878,0.8197211234934405,0.8308535891502375
2018,Single-person household,Relatively Certain,0.1471264367816092,17878,0.1419338437076665,0.15231902985555187
2018,Single-person household,Relatively Uncertain,0.02528735632183908,17878,0.022985985413836892,0.027588727229841268
2018,Single-person household,Very Uncertain,0.0022988505747126436,17878,0.0015968261655246957,0.003000874983900592
2018,Couple without children,Certain,0.7934782608695652,17878,0.7875442681645806,0.7994122535745498
2018,Couple without children,Relatively Certain,0.17391304347826086,17878,0.16835687296910185,0.17946921398741988
2018,Couple without children,Very Uncertain,0.021739130434782608,17878,0.019601438936198447,0.02387682193336677
2018,Couple without children,Relatively Uncertain,0.010869565217391304,17878,0.009349614615445766,0.012389515819336842
2018,Single parent,Certain,0.7434782608695653,17878,0.7370765975474363,0.7498799241916942
2018,Single parent,Relatively Certain,0.20869565217391303,17878,0.2027386867195087,0.21465261762831736
2018,Single parent,Relatively Uncertain,0.0391304347826087,17878,0.03628802846059308,0.04197284110462432
2018,Single parent,Very Uncertain,0.008695652173913044,17878,0.007334673906779106,0.010056630441046982
2018,Couple with children,Certain,0.8018018018018018,17878,0.7959582086717832,0.8076453949318204
2018,Couple with children,Relatively Certain,0.1586971586971587,17878,0.15334095162813555,0.16405336576618185
2018,Couple with children,Relatively Uncertain,0.028413028413028413,17878,0.025977483128109533,0.030848573697947294
2018,Couple with children,Very Uncertain,0.011088011088011088,17878,0.009553032747558754,0.012622989428463422
2018,Multi-generational household,Certain,0.8181818181818182,17878,0.8125280216866544,0.8238356146769821
2018,Multi-generational household,Relatively Certain,0.13636363636363635,17878,0.13133313406364266,0.14139413866363004
2018,Multi-generational household,Very Uncertain,0.022727272727272728,17878,0.020542641404467734,0.024911904050077722
2018,Multi-generational household,Relatively Uncertain,0.022727272727272728,17878,0.020542641404467734,0.024911904050077722
2018,Other Combinations,Certain,0.819672131147541,17878,0.8140364279297724,0.8253078343653096
2018,Other Combinations,Relatively Certain,0.1366120218579235,17878,0.13157766423593364,0.14164637947991338
2018,Other Combinations,Relatively Uncertain,0.03825136612021858,17878,0.035439783376961284,0.041062948863475876
2018,Other Combinations,Very Uncertain,0.00546448087431694,17878,0.004383840450832871,0.006545121297801009
2019,Single-person household,Relatively Certain,0.6286089238845144,18428,0.6216326588303326,0.6355851889386962
2019,Single-person household,Certain,0.25809273840769903,18428,0.25177473765530217,0.2644107391600959
2019,Single-person household,Relatively Uncertain,0.10017497812773403,18428,0.09584011259209022,0.10450984366337784
2019,Single-person household,Very Uncertain,0.013123359580052493,18428,0.011480233387997823,0.014766485772107164
2019,Couple without children,Relatively Certain,0.6960062039550213,18428,0.689364861341024,0.7026475465690186
2019,Couple without children,Certain,0.20763861962000776,18428,0.20178219326952065,0.21349504597049487
2019,Couple without children,Relatively Uncertain,0.08724311748739821,18428,0.08316875076802337,0.09131748420677306
2019,Couple without children,Very Uncertain,0.009112058937572703,18428,0.00774011141050541,0.010484006464639995
2019,Single parent,Relatively Certain,0.6096654275092936,18428,0.6026220451849987,0.6167088098335886
2019,Single parent,Certain,0.2385377942998761,18428,0.23238432914911905,0.24469125945063314
2019,Single parent,Relatively Uncertain,0.13382899628252787,18428,0.12891319973237592,0.13874479283267982
2019,Single parent,Very Uncertain,0.017967781908302356,18428,0.01604987699644477,0.01988568682015994
2019,Couple with children,Relatively Certain,0.5722196585140747,18428,0.5650761960357836,0.5793631209923659
2019,Couple with children,Certain,0.35225349946162127,18428,0.345356706872686,0.35915029205055654
2019,Couple with children,Relatively Uncertain,0.06598984771573604,18428,0.06240532504842215,0.06957437038304994
2019,Couple with children,Very Uncertain,0.009536994308567913,18428,0.008133722304812838,0.010940266312322987
2019,Multi-generational household,Relatively Certain,0.539568345323741,18428,0.5323718211593405,0.5467648694881415
2019,Multi-generational household,Certain,0.33093525179856115,18428,0.32414129846537626,0.33772920513174604
2019,Multi-generational household,Relatively Uncertain,0.10071942446043165,18428,0.0963741101717073,0.105064738749156
2019,Multi-generational household,Very Uncertain,0.02877697841726619,18428,0.02636319083226826,0.031190766002264118
2019,Other Combinations,Relatively Certain,0.4879356568364611,18428,0.48071859352126617,0.49515272015165607
2019,Other Combinations,Certain,0.43699731903485256,18428,0.4298356938573474,0.44415894421235774
2019,Other Combinations,Relatively Uncertain,0.058981233243967826,18428,0.05557971318471229,0.06238275330322336
2019,Other Combinations,Very Uncertain,0.0160857908847185,18428,0.01426936871005823,0.01790221305937877
2020,Single-person household,Certain,0.6915760869565217,19329,0.6850651216121806,0.6980870523008629
2020,Single-person household,Relatively Certain,0.27445652173913043,19329,0.26816551895734325,0.2807475245209176
2020,Single-person household,Relatively Uncertain,0.02717391304347826,19329,0.024881752286135452,0.029466073800821068
2020,Single-person household,Very Uncertain,0.006793478260869565,19329,0.005635455075701733,0.007951501446037396
2020,Couple without children,Certain,0.7101449275362319,19329,0.703748826353369,0.7165410287190949
2020,Couple without children,Relatively Certain,0.2536231884057971,19329,0.2474894545706512,0.25975692224094304
2020,Couple without children,Relatively Uncertain,0.036231884057971016,19329,0.0335974755846419,0.03886629253130013
2020,Single parent,Certain,0.6346153846153846,19329,0.6278267598348327,0.6414040093959364
2020,Single parent,Relatively Certain,0.29615384615384616,19329,0.28971735854064895,0.30259033376704336
2020,Single parent,Relatively Uncertain,0.06923076923076923,19329,0.06565209664938167,0.0728094418121568
2020,Couple with children,Certain,0.7283201940570042,19329,0.722049130052041,0.7345912580619675
2020,Couple with children,Relatively Certain,0.2346876895087932,19329,0.22871299254707658,0.24066238647050983
2020,Couple with children,Relatively Uncertain,0.030321406913280776,19329,0.027904054565930873,0.03273875926063068
2020,Couple with children,Very Uncertain,0.0066707095209217705,19329,0.0055231267643518645,0.007818292277491676
2020,Multi-generational household,Certain,0.8666666666666667,19329,0.8618743358135695,0.8714589975197639
2020,Multi-generational household,Relatively Certain,0.1,19329,0.09577065967654197,0.10422934032345804
2020,Multi-generational household,Relatively Uncertain,0.03333333333333333,19329,0.030802700592524324,0.03586396607414234
2020,Other Combinations,Certain,0.6318681318681318,19329,0.6250687988614297,0.638667464874834
2020,Other Combinations,Relatively Certain,0.3241758241758242,19329,0.3175771216290612,0.33077452672258717
2020,Other Combinations,Relatively Uncertain,0.038461538461538464,19329,0.035750422869578184,0.04117265405349874
2020,Other Combinations,Very Uncertain,0.005494505494505495,19329,0.004452381782437115,0.006536629206573875
