year,bula_h,pgisced97,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.41337719760757896,31,17237,0.41148715537071806,0.41526723984443986
2007,Hesse,First Stage of Tertiary Education,Seldom,1.0,33,17237,1.0,1.0
2007,Hesse,Second Stage of Tertiary Education,Very seldom,0.21992640376568762,76,17237,0.21905176388660896,0.22080104364476627
2007,Hesse,Second Stage of Tertiary Education,Seldom,0.3795360083175557,114,17237,0.37851128272307394,0.38056073391203743
2007,Hesse,Second Stage of Tertiary Education,Sometimes,0.4005375879167568,108,17237,0.39950286178538646,0.40157231404812715
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.302034586479807,37,17237,0.3007540069924643,0.30331516596714975
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.39168272302434715,52,17237,0.39032129861109555,0.39304414743759875
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.30628269049584583,46,17237,0.3049970671710446,0.3075683138206471
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.23502208976690517,147,17237,0.23445874922609514,0.2355854303077152
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.25452609456195413,181,17237,0.25394736642561744,0.2551048226982908
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.31698179465429654,173,17237,0.31636359961308025,0.31759998969551284
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.13022124807308225,68,17237,0.12977411423143312,0.13066838191473137
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very often,0.06324877294376187,38,17237,0.06292538010036416,0.06357216578715957
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.45887197949667147,35,17237,0.45680033613151544,0.4609436228618275
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Sometimes,0.5411280205033285,34,17237,0.5390563771381726,0.5431996638684845
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.2797609723267074,48,17237,0.2783653039010488,0.28115664075236596
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.3013041384682535,54,17237,0.29987755562201635,0.30273072131449064
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.418934889205039,59,17237,0.4174008515196609,0.42046892689041715
2007,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.13439253354246813,46,17237,0.1338016163303244,0.13498345075461188
2007,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.2487392408159411,98,17237,0.2479903024525845,0.2494881791792977
2007,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.4712630307215681,124,17237,0.47039820201419785,0.47212785942893837
2007,Baden-Wuerttemberg,Lower Secondary Level,Often,0.14560519492002266,47,17237,0.14499411740027093,0.1462162724397744
2007,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.23038496548164944,276,17237,0.22997866345099247,0.23079126751230641
2007,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.2924676489217118,363,17237,0.29202871694360616,0.2929065808998174
2007,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.3355356542591525,371,17237,0.3350800473168899,0.3359912612014151
2007,Baden-Wuerttemberg,Upper Secondary Level,Often,0.09638542221584205,117,17237,0.09610065994632419,0.09667018448535991
2007,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.04522630912164424,49,17237,0.04502580147060159,0.045426816772686895
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.25274386898835766,33,17237,0.25138640421897274,0.2541013337577426
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.4390902787654672,59,17237,0.4375401174192217,0.44064044011171266
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.3081658522461751,31,17237,0.3067235816069827,0.3096081228853675
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.23831694412328655,44,17237,0.23721189820190608,0.23942199004466702
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.4095649091308731,61,17237,0.4082894599233588,0.41084035833838745
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.35211814674584035,53,17237,0.350879327825619,0.35335696566606173
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.29785999060843726,133,17237,0.2971133351633901,0.2986066460534844
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.437820275371255,198,17237,0.4370102701569858,0.4386302805855242
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.2643197340203077,126,17237,0.2635997685997338,0.26503969944088157
2007,Bavaria,Lower Secondary Level,Very seldom,0.17692337617779025,54,17237,0.17627255160781066,0.17757420074776983
2007,Bavaria,Lower Secondary Level,Seldom,0.27425757104319415,97,17237,0.2734966812351693,0.275018460851219
2007,Bavaria,Lower Secondary Level,Sometimes,0.369625288519431,118,17237,0.3688020391122108,0.37044853792665117
2007,Bavaria,Lower Secondary Level,Often,0.17919376425958464,53,17237,0.17853968110085733,0.17984784741831195
2007,Bavaria,Upper Secondary Level,Very seldom,0.1627686261677033,290,17237,0.1624623449904996,0.16307490734490698
2007,Bavaria,Upper Secondary Level,Seldom,0.36655762693905986,574,17237,0.36615783236344945,0.36695742151467026
2007,Bavaria,Upper Secondary Level,Sometimes,0.32126319485679156,499,17237,0.320875764721326,0.3216506249922571
2007,Bavaria,Upper Secondary Level,Often,0.1159083619748154,149,17237,0.11564276798861226,0.11617395596101854
2007,Bavaria,Upper Secondary Level,Very often,0.03350219006162986,49,17237,0.033352893691874205,0.03365148643138552
2007,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.2972564517898006,38,17237,0.2959323393847415,0.2985805641948597
2007,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.29464659079041716,36,17237,0.29332585827152297,0.29596732330931136
2007,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.4080969574197822,52,17237,0.40667309594138457,0.4095208188981798
2007,Bavaria,First Stage of Tertiary Education,Very seldom,0.29076526028724836,55,17237,0.2896638401979312,0.29186668037656555
2007,Bavaria,First Stage of Tertiary Education,Seldom,0.4161284682937371,79,17237,0.4149329420910335,0.41732399449644075
2007,Bavaria,First Stage of Tertiary Education,Sometimes,0.2931062714190146,65,17237,0.2920022529093683,0.29421028992866083
2007,Bavaria,Second Stage of Tertiary Education,Very seldom,0.20992222964419838,130,17237,0.20926959742942738,0.21057486185896937
2007,Bavaria,Second Stage of Tertiary Education,Seldom,0.39648909963667495,223,17237,0.395705196222283,0.3972730030510669
2007,Bavaria,Second Stage of Tertiary Education,Sometimes,0.3081597094848851,161,17237,0.3074197716679724,0.30889964730179775
2007,Bavaria,Second Stage of Tertiary Education,Often,0.08542896123424162,45,17237,0.08498102555561494,0.0858768969128683
2007,Berlin,Upper Secondary Level,Very seldom,0.14433581749021956,49,17237,0.14368122365253091,0.14499041132790821
2007,Berlin,Upper Secondary Level,Seldom,0.43385293432988614,113,17237,0.4329297911239357,0.4347760775358366
2007,Berlin,Upper Secondary Level,Sometimes,0.4218112481798943,102,17237,0.42089137686639017,0.4227311194933984
2007,Berlin,Second Stage of Tertiary Education,Very seldom,0.17188016165308712,51,17237,0.17108899710007724,0.172671326206097
2007,Berlin,Second Stage of Tertiary Education,Seldom,0.37779151528488647,97,17237,0.3767747951728774,0.37880823539689557
2007,Berlin,Second Stage of Tertiary Education,Sometimes,0.3134522468310648,81,17237,0.31247943595201627,0.31442505771011336
2007,Berlin,Second Stage of Tertiary Education,Often,0.13687607623096165,31,17237,0.13615528797703458,0.13759686448488873
2007,Brandenburg,Upper Secondary Level,Very seldom,0.25025901821998464,97,17237,0.24941610713410955,0.25110192930585973
2007,Brandenburg,Upper Secondary Level,Seldom,0.2514557130026964,113,17237,0.2506114635733434,0.25229996243204944
2007,Brandenburg,Upper Secondary Level,Sometimes,0.3566916449907598,143,17237,0.35575949170141885,0.3576237982801007
2007,Brandenburg,Upper Secondary Level,Often,0.1415936237865592,46,17237,0.14091520230971558,0.14227204526340284
2007,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.25355546912473936,56,17237,0.25229862586513735,0.2548123123843414
2007,Brandenburg,Second Stage of Tertiary Education,Seldom,0.38862916433456274,92,17237,0.3872209592369723,0.39003736943215317
2007,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.35781536654069795,76,17237,0.3564305083392033,0.3592002247421926
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.19386426660381378,50,17237,0.1929717990778065,0.19475673412982106
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.46093145053839796,95,17237,0.4598061212518149,0.462056779824981
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.3452042828577882,83,17237,0.3441309598087518,0.3462776059068246
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.4799519762673173,52,17237,0.4776011551138019,0.48230279742083265
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.5200480237326827,38,17237,0.5176972025791673,0.522398844886198
2007,Saxony,Lower Secondary Level,Seldom,0.47208588381368904,31,17237,0.46991992308109226,0.47425184454628583
2007,Saxony,Lower Secondary Level,Sometimes,0.5279141161863109,33,17237,0.5257481554537141,0.5300800769189077
2007,Saxony,Upper Secondary Level,Very seldom,0.16889318838786757,140,17237,0.16839059711544424,0.1693957796602909
2007,Saxony,Upper Secondary Level,Seldom,0.3139581970091682,293,17237,0.3133356220372783,0.3145807719810581
2007,Saxony,Upper Secondary Level,Sometimes,0.39193304461223866,281,17237,0.3912781640552337,0.3925879251692436
2007,Saxony,Upper Secondary Level,Often,0.12521556999072547,77,17237,0.12477159332600653,0.12565954665544443
2007,Saxony,First Stage of Tertiary Education,Seldom,0.5584981040826175,50,17237,0.556426270536401,0.5605699376288339
2007,Saxony,First Stage of Tertiary Education,Sometimes,0.44150189591738254,37,17237,0.4394300623711661,0.44357372946359896
2007,Saxony,Second Stage of Tertiary Education,Very seldom,0.16166827809671858,60,17237,0.16089248095729825,0.1624440752361389
2007,Saxony,Second Stage of Tertiary Education,Seldom,0.38571817486528165,161,17237,0.38469241263897846,0.38674393709158483
2007,Saxony,Second Stage of Tertiary Education,Sometimes,0.3005465491551324,113,17237,0.2995803579074455,0.3015127404028193
2007,Saxony,Second Stage of Tertiary Education,Often,0.15206699788286748,36,17237,0.15131029380743258,0.1528237019583024
2007,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.251739691111253,95,17237,0.25090431549101927,0.2525750667314867
2007,Saxony-Anhalt,Upper Secondary Level,Seldom,0.3608767923039285,148,17237,0.35995241054790317,0.3618011740599538
2007,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.30737358465433995,134,17237,0.30648548358916144,0.30826168571951845
2007,Saxony-Anhalt,Upper Secondary Level,Often,0.08000993193047852,36,17237,0.07948772441890536,0.08053213944205168
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.22938093109623725,44,17237,0.22805800355108827,0.23070385864138623
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.3619935465229695,76,17237,0.3604813770107657,0.3635057160351733
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.4086255223807933,77,17237,0.4070787316498551,0.4101723131117315
2007,Thuringa,Upper Secondary Level,Very seldom,0.19435701180639606,106,17237,0.19365239300165005,0.19506163061114207
2007,Thuringa,Upper Secondary Level,Seldom,0.3177469045456574,171,17237,0.31691782494694826,0.31857598414436655
2007,Thuringa,Upper Secondary Level,Sometimes,0.3684213684476898,193,17237,0.3675624163857324,0.3692803205096472
2007,Thuringa,Upper Secondary Level,Often,0.11947471520025675,70,17237,0.1188971623590589,0.12005226804145461
2007,Thuringa,First Stage of Tertiary Education,Seldom,1.0,34,17237,1.0,1.0
2007,Thuringa,Second Stage of Tertiary Education,Seldom,0.5199490185022302,77,17237,0.5177167217614054,0.522181315243055
2007,Thuringa,Second Stage of Tertiary Education,Sometimes,0.48005098149776987,56,17237,0.477818684756945,0.48228327823859474
2008,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.3022884361324058,84,15834,0.3014174955978678,0.3031593766669438
2008,Schleswig-Holstein,Upper Secondary Level,Seldom,0.3771445390882758,95,15834,0.3762253871100621,0.37806369106648946
2008,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.32056702477931837,80,15834,0.31968196519419806,0.3214520843644387
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,1.0,37,15834,1.0,1.0
2008,Hamburg,Upper Secondary Level,Very seldom,0.4837739719421586,34,15834,0.48207246642086893,0.48547547746344827
2008,Hamburg,Upper Secondary Level,Sometimes,0.5162260280578412,32,15834,0.5145245225365516,0.5179275335791309
2008,Lower Saxony,Lower Secondary Level,Very seldom,0.2199125360150619,41,15834,0.218949781761378,0.22087529026874578
2008,Lower Saxony,Lower Secondary Level,Seldom,0.34654697594997796,56,15834,0.3454408437218148,0.3476531081781411
2008,Lower Saxony,Lower Secondary Level,Sometimes,0.43354048803496015,70,15834,0.43238857930071944,0.43469239676920085
2008,Lower Saxony,Upper Secondary Level,Very seldom,0.23338830633880325,227,15834,0.23294567108099315,0.23383094159661336
2008,Lower Saxony,Upper Secondary Level,Seldom,0.29357804057100845,275,15834,0.2931014860240041,0.2940545951180128
2008,Lower Saxony,Upper Secondary Level,Sometimes,0.34824736787504146,305,15834,0.3477488232290589,0.348745912521024
2008,Lower Saxony,Upper Secondary Level,Often,0.12478628521514684,94,15834,0.12444045795508551,0.12513211247520817
2008,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.47453848151133415,36,15834,0.4724995873204727,0.4765773757021956
2008,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.5254615184886658,35,15834,0.5234226242978044,0.5275004126795273
2008,Lower Saxony,First Stage of Tertiary Education,Seldom,0.5605503823730233,41,15834,0.5586754285359269,0.5624253362101198
2008,Lower Saxony,First Stage of Tertiary Education,Sometimes,0.4394496176269766,32,15834,0.43757466378988014,0.44132457146407306
2008,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.29807129495415485,88,15834,0.29710506543111154,0.29903752447719817
2008,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.3941358175548553,108,15834,0.3931035689237708,0.39516806618593975
2008,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.30779288749098993,84,15834,0.3068178506103782,0.30876792437160167
2008,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.23525455357311648,115,15834,0.23465009177298823,0.23585901537324472
2008,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.28537854805939333,131,15834,0.28473498652622353,0.28602210959256313
2008,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.30506631253123545,128,15834,0.304410151854425,0.3057224732080459
2008,North Rhine-Westphalia,Lower Secondary Level,Often,0.1743005858362547,70,15834,0.17375995376808556,0.17484121790442386
2008,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.23483470369288523,475,15834,0.23453026737982097,0.2351391400059495
2008,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.3482213969947453,659,15834,0.34787924784967084,0.34856354613981977
2008,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.2759765659127468,517,15834,0.2756555326020559,0.27629759922343766
2008,North Rhine-Westphalia,Upper Secondary Level,Often,0.10779038859391332,193,15834,0.10756766760288627,0.10801310958494037
2008,North Rhine-Westphalia,Upper Secondary Level,Very often,0.03317694480570938,55,15834,0.0330483186241785,0.03330557098724026
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.23901770189287808,81,15834,0.23821838285279434,0.2398170209329618
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.34489771769580957,94,15834,0.34400684107027724,0.3457885943213419
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.28016239892208555,81,15834,0.2793207324337314,0.2810040654104397
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.13592218148922688,35,15834,0.13527987923807322,0.13656448374038055
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.24359834440471453,63,15834,0.2427023267960988,0.24449436201333027
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.45034616029283897,100,15834,0.44930762560182036,0.4513846949838576
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.3060554953024465,79,15834,0.30509351627392745,0.3070174743309656
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.29828069190265116,244,15834,0.2976901379710138,0.29887124583428853
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.3195308475300231,271,15834,0.31892894537560906,0.3201327496844371
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.29354092353083044,203,15834,0.29295310521546153,0.29412874184619936
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.08864753703649526,54,15834,0.08828064202767813,0.0890144320453124
2008,Hesse,Lower Secondary Level,Seldom,0.37409640034619585,36,15834,0.3726271508057031,0.3755656498866886
2008,Hesse,Lower Secondary Level,Sometimes,0.625903599653804,46,15834,0.6244343501133113,0.6273728491942968
2008,Hesse,Upper Secondary Level,Very seldom,0.18909983577629505,113,15834,0.18860183146503573,0.18959784008755437
2008,Hesse,Upper Secondary Level,Seldom,0.301817300997715,199,15834,0.3012335059058749,0.30240109608955507
2008,Hesse,Upper Secondary Level,Sometimes,0.3669148386828847,204,15834,0.3663018992848102,0.3675277780809592
2008,Hesse,Upper Secondary Level,Often,0.14216802454310531,75,15834,0.14172389883585174,0.1426121502503589
2008,Hesse,Post-secondary Non-tertiary Level,Seldom,0.40637698785841514,32,15834,0.404511853590577,0.40824212212625327
2008,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.5936230121415849,37,15834,0.5917578778737468,0.5954881464094229
2008,Hesse,Second Stage of Tertiary Education,Very seldom,0.26576565553677384,99,15834,0.2649327101500497,0.26659860092349796
2008,Hesse,Second Stage of Tertiary Education,Seldom,0.3142832069108603,108,15834,0.31340785490397105,0.3151585589177496
2008,Hesse,Second Stage of Tertiary Education,Sometimes,0.2686360735184625,80,15834,0.26780028060527233,0.2694718664316527
2008,Hesse,Second Stage of Tertiary Education,Often,0.15131506403390332,34,15834,0.15063934822320704,0.1519907798445996
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.25155634382480035,35,15834,0.25036182690135383,0.2527508607482469
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.29512394920997764,42,15834,0.29386834223770214,0.29637955618225315
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.45331970696522206,53,15834,0.4519492540369137,0.4546901598935304
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.23981152486578128,133,15834,0.23922477048819252,0.24039827924337004
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.29543059529680127,168,15834,0.2948036201908296,0.2960575704027729
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.3055346779782213,153,15834,0.3049016597596722,0.3061676961967704
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.1592232018591962,80,15834,0.15872039150973805,0.15972601220865434
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.23442579385381845,37,15834,0.2331161845245756,0.2357354031830613
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.490717373754405,71,15834,0.48917197497902654,0.49226277252978345
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.27485683239177666,47,15834,0.27347673236468656,0.27623693241886677
2008,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.3687117876770826,106,15834,0.3677993861488753,0.36962418920528994
2008,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.41704897240873345,106,15834,0.4161164952193993,0.4179814495980676
2008,Baden-Wuerttemberg,Lower Secondary Level,Often,0.21423923991418392,51,15834,0.2134633085075089,0.21501517132085896
2008,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.1958920098147229,222,15834,0.1955143087087045,0.1962697109207413
2008,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.3546148236335382,426,15834,0.354159551946449,0.3550700953206274
2008,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.31999042842111186,334,15834,0.3195465043306571,0.3204343525115666
2008,Baden-Wuerttemberg,Upper Secondary Level,Often,0.09190931554921951,112,15834,0.0916343824150312,0.09218424868340781
2008,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.03759342258140762,39,15834,0.037412406178181666,0.03777443898463357
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.2298938173852114,31,15834,0.22867387224686087,0.23111376252356192
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.3388466940918928,46,15834,0.33747437829344834,0.3402190098903372
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.43125948852289586,47,15834,0.42982357672580584,0.4326954003199859
