,Unnamed: 0,year,bula_h,sex,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
320,320,2009,Thuringa,female,Very seldom,0.2081,71,17295,0.16804,0.25388
321,321,2009,Thuringa,female,Seldom,0.30889,134,17295,0.26532,0.382
322,322,2009,Thuringa,female,Sometimes,0.34697,143,17295,0.28838,0.39773
323,323,2009,Thuringa,female,Often,0.13604,59,17295,0.10969,0.16385
324,324,2010,Schleswig-Holstein,male,Very seldom,0.24705,63,16045,0.19802,0.31551
325,325,2010,Schleswig-Holstein,male,Seldom,0.4743,83,16045,0.36953,0.57182
326,326,2010,Schleswig-Holstein,male,Sometimes,0.27866,58,16045,0.22209,0.34191
327,327,2010,Schleswig-Holstein,female,Very seldom,0.16386,36,16045,0.13069,0.2061
328,328,2010,Schleswig-Holstein,female,Seldom,0.44541,88,16045,0.37963,0.53334
329,329,2010,Schleswig-Holstein,female,Sometimes,0.39073,67,16045,0.31072,0.49608
330,330,2010,Hamburg,male,Very seldom,0.29988,43,16045,0.20886,0.38106
331,331,2010,Hamburg,male,Seldom,0.32345,44,16045,0.22495,0.43342
332,332,2010,Hamburg,male,Sometimes,0.37668,34,16045,0.28431,0.48553
333,333,2010,Hamburg,female,Seldom,0.51535,53,16045,0.42914,0.62638
334,334,2010,Hamburg,female,Sometimes,0.48465,45,16045,0.37473,0.60763
335,335,2010,Lower Saxony,male,Very seldom,0.26966,198,16045,0.23533,0.30469
336,336,2010,Lower Saxony,male,Seldom,0.39043,274,16045,0.34658,0.44738
337,337,2010,Lower Saxony,male,Sometimes,0.27083,182,16045,0.22589,0.31108
338,338,2010,Lower Saxony,male,Often,0.06908,50,16045,0.05133,0.08778
339,339,2010,Lower Saxony,female,Very seldom,0.12403,100,16045,0.09994,0.15124
340,340,2010,Lower Saxony,female,Seldom,0.29404,247,16045,0.25252,0.33533
341,341,2010,Lower Saxony,female,Sometimes,0.38805,290,16045,0.34688,0.43397
342,342,2010,Lower Saxony,female,Often,0.14706,117,16045,0.12432,0.17022
343,343,2010,Lower Saxony,female,Very often,0.04681,34,16045,0.03526,0.06456
344,344,2010,North Rhine-Westphalia,male,Very seldom,0.28516,519,16045,0.26195,0.30961
345,345,2010,North Rhine-Westphalia,male,Seldom,0.3518,555,16045,0.32142,0.3823
346,346,2010,North Rhine-Westphalia,male,Sometimes,0.26976,400,16045,0.2471,0.29547
347,347,2010,North Rhine-Westphalia,male,Often,0.09328,111,16045,0.07736,0.11385
348,348,2010,North Rhine-Westphalia,female,Very seldom,0.19078,371,16045,0.17559,0.21059
349,349,2010,North Rhine-Westphalia,female,Seldom,0.30183,539,16045,0.27517,0.33065
350,350,2010,North Rhine-Westphalia,female,Sometimes,0.33111,574,16045,0.30731,0.36395
351,351,2010,North Rhine-Westphalia,female,Often,0.11458,198,16045,0.09709,0.13068
352,352,2010,North Rhine-Westphalia,female,Very often,0.06169,76,16045,0.04863,0.07482
353,353,2010,Hesse,male,Very seldom,0.22257,128,16045,0.18514,0.27116
354,354,2010,Hesse,male,Seldom,0.389,201,16045,0.34151,0.44645
355,355,2010,Hesse,male,Sometimes,0.30146,157,16045,0.25461,0.35164
356,356,2010,Hesse,male,Often,0.08698,40,16045,0.06411,0.11509
357,357,2010,Hesse,female,Very seldom,0.14693,78,16045,0.12202,0.1711
358,358,2010,Hesse,female,Seldom,0.30169,184,16045,0.2616,0.34811
359,359,2010,Hesse,female,Sometimes,0.35277,194,16045,0.30115,0.39976
360,360,2010,Hesse,female,Often,0.1986,98,16045,0.16677,0.23801
361,361,2010,"Rhineland-Palatinate, Saarland",male,Very seldom,0.31055,122,16045,0.26555,0.35083
362,362,2010,"Rhineland-Palatinate, Saarland",male,Seldom,0.40137,162,16045,0.33863,0.45693
363,363,2010,"Rhineland-Palatinate, Saarland",male,Sometimes,0.20486,103,16045,0.17427,0.23345
364,364,2010,"Rhineland-Palatinate, Saarland",male,Often,0.08322,40,16045,0.06225,0.10151
365,365,2010,"Rhineland-Palatinate, Saarland",female,Very seldom,0.17021,101,16045,0.14107,0.20447
366,366,2010,"Rhineland-Palatinate, Saarland",female,Seldom,0.27879,147,16045,0.23856,0.33171
367,367,2010,"Rhineland-Palatinate, Saarland",female,Sometimes,0.32877,164,16045,0.27835,0.38079
368,368,2010,"Rhineland-Palatinate, Saarland",female,Often,0.15152,74,16045,0.11999,0.18463
369,369,2010,"Rhineland-Palatinate, Saarland",female,Very often,0.07071,32,16045,0.04664,0.09786
370,370,2010,Baden-Wuerttemberg,male,Very seldom,0.23746,219,16045,0.21035,0.26759
371,371,2010,Baden-Wuerttemberg,male,Seldom,0.37497,383,16045,0.3325,0.41983
372,372,2010,Baden-Wuerttemberg,male,Sometimes,0.32026,250,16045,0.27877,0.35916
373,373,2010,Baden-Wuerttemberg,male,Often,0.06731,58,16045,0.05168,0.08994
374,374,2010,Baden-Wuerttemberg,female,Very seldom,0.13494,135,16045,0.11089,0.15607
375,375,2010,Baden-Wuerttemberg,female,Seldom,0.3172,347,16045,0.28736,0.35961
376,376,2010,Baden-Wuerttemberg,female,Sometimes,0.37636,373,16045,0.34062,0.41921
377,377,2010,Baden-Wuerttemberg,female,Often,0.13451,134,16045,0.10779,0.16169
378,378,2010,Baden-Wuerttemberg,female,Very often,0.03699,35,16045,0.02571,0.05307
379,379,2010,Bavaria,male,Very seldom,0.2526,319,16045,0.22559,0.28202
380,380,2010,Bavaria,male,Seldom,0.35471,421,16045,0.32396,0.39172
381,381,2010,Bavaria,male,Sometimes,0.29681,308,16045,0.26573,0.33015
382,382,2010,Bavaria,male,Often,0.09587,87,16045,0.0769,0.11745
383,383,2010,Bavaria,female,Very seldom,0.16214,199,16045,0.14138,0.18546
384,384,2010,Bavaria,female,Seldom,0.32407,422,16045,0.29329,0.35653
385,385,2010,Bavaria,female,Sometimes,0.32857,427,16045,0.29577,0.36522
386,386,2010,Bavaria,female,Often,0.14066,171,16045,0.12406,0.15958
387,387,2010,Bavaria,female,Very often,0.04456,45,16045,0.03033,0.05586
388,388,2010,Berlin,male,Very seldom,0.25963,83,16045,0.20676,0.31818
389,389,2010,Berlin,male,Seldom,0.40947,115,16045,0.3431,0.48412
390,390,2010,Berlin,male,Sometimes,0.18763,60,16045,0.14193,0.22746
391,391,2010,Berlin,male,Often,0.14327,31,16045,0.0992,0.19381
392,392,2010,Berlin,female,Very seldom,0.17844,66,16045,0.14596,0.21448
393,393,2010,Berlin,female,Seldom,0.33198,106,16045,0.27875,0.38153
394,394,2010,Berlin,female,Sometimes,0.33759,115,16045,0.27194,0.40121
395,395,2010,Berlin,female,Often,0.15199,49,16045,0.11794,0.19928
396,396,2010,Brandenburg,male,Very seldom,0.24899,89,16045,0.20618,0.29679
397,397,2010,Brandenburg,male,Seldom,0.40929,121,16045,0.33076,0.49997
398,398,2010,Brandenburg,male,Sometimes,0.34171,102,16045,0.2787,0.41554
399,399,2010,Brandenburg,female,Very seldom,0.20774,66,16045,0.16743,0.26612
400,400,2010,Brandenburg,female,Seldom,0.2561,102,16045,0.20992,0.30384
401,401,2010,Brandenburg,female,Sometimes,0.38231,128,16045,0.3013,0.4636
402,402,2010,Brandenburg,female,Often,0.15384,49,16045,0.11607,0.21969
403,403,2010,Mecklenburg-Western Pomerania,male,Very seldom,0.22465,46,16045,0.18947,0.27505
404,404,2010,Mecklenburg-Western Pomerania,male,Seldom,0.44502,81,16045,0.35403,0.54284
405,405,2010,Mecklenburg-Western Pomerania,male,Sometimes,0.33033,56,16045,0.25748,0.40278
406,406,2010,Mecklenburg-Western Pomerania,female,Seldom,0.486,84,16045,0.38371,0.62229
407,407,2010,Mecklenburg-Western Pomerania,female,Sometimes,0.514,78,16045,0.41313,0.6316
408,408,2010,Saxony,male,Very seldom,0.20018,132,16045,0.16348,0.23717
409,409,2010,Saxony,male,Seldom,0.40574,245,16045,0.34309,0.46166
410,410,2010,Saxony,male,Sometimes,0.28586,186,16045,0.24537,0.34058
411,411,2010,Saxony,male,Often,0.10821,45,16045,0.08058,0.13674
412,412,2010,Saxony,female,Very seldom,0.1372,89,16045,0.10963,0.17006
413,413,2010,Saxony,female,Seldom,0.28564,205,16045,0.25231,0.32972
414,414,2010,Saxony,female,Sometimes,0.41526,235,16045,0.3637,0.46774
415,415,2010,Saxony,female,Often,0.1619,73,16045,0.12656,0.20369
416,416,2010,Saxony-Anhalt,male,Very seldom,0.2717,78,16045,0.20874,0.33754
417,417,2010,Saxony-Anhalt,male,Seldom,0.48145,141,16045,0.3831,0.59061
418,418,2010,Saxony-Anhalt,male,Sometimes,0.24685,79,16045,0.17928,0.31823
419,419,2010,Saxony-Anhalt,female,Very seldom,0.15904,59,16045,0.1255,0.19382
420,420,2010,Saxony-Anhalt,female,Seldom,0.33236,134,16045,0.2803,0.39653
421,421,2010,Saxony-Anhalt,female,Sometimes,0.37143,132,16045,0.30964,0.43226
422,422,2010,Saxony-Anhalt,female,Often,0.13717,43,16045,0.08805,0.17926
423,423,2010,Thuringa,male,Very seldom,0.25204,81,16045,0.18081,0.34686
424,424,2010,Thuringa,male,Seldom,0.40746,153,16045,0.33284,0.48191
425,425,2010,Thuringa,male,Sometimes,0.23007,86,16045,0.18704,0.28594
426,426,2010,Thuringa,male,Often,0.11044,32,16045,0.07805,0.14163
427,427,2010,Thuringa,female,Very seldom,0.12545,50,16045,0.09358,0.16067
428,428,2010,Thuringa,female,Seldom,0.36511,135,16045,0.30144,0.42491
429,429,2010,Thuringa,female,Sometimes,0.36521,140,16045,0.29307,0.4436
430,430,2010,Thuringa,female,Often,0.14423,58,16045,0.1065,0.18551
431,431,2011,Schleswig-Holstein,male,Very seldom,0.30752,93,20041,0.25413,0.36914
432,432,2011,Schleswig-Holstein,male,Seldom,0.41799,115,20041,0.36095,0.4863
433,433,2011,Schleswig-Holstein,male,Sometimes,0.27449,77,20041,0.22726,0.32935
434,434,2011,Schleswig-Holstein,female,Very seldom,0.22669,70,20041,0.18507,0.28658
435,435,2011,Schleswig-Holstein,female,Seldom,0.35858,114,20041,0.29112,0.43077
436,436,2011,Schleswig-Holstein,female,Sometimes,0.41473,119,20041,0.34814,0.48289
437,437,2011,Hamburg,male,Very seldom,0.32799,50,20041,0.24197,0.43055
438,438,2011,Hamburg,male,Seldom,0.36075,51,20041,0.2649,0.47748
439,439,2011,Hamburg,male,Sometimes,0.31125,44,20041,0.24493,0.38976
440,440,2011,Hamburg,female,Seldom,0.47486,62,20041,0.39902,0.55798
441,441,2011,Hamburg,female,Sometimes,0.52514,57,20041,0.42134,0.62564
442,442,2011,Lower Saxony,male,Very seldom,0.24635,228,20041,0.21854,0.27281
443,443,2011,Lower Saxony,male,Seldom,0.35508,337,20041,0.31852,0.3925
444,444,2011,Lower Saxony,male,Sometimes,0.33005,267,20041,0.2921,0.37895
445,445,2011,Lower Saxony,male,Often,0.06852,53,20041,0.05257,0.08847
446,446,2011,Lower Saxony,female,Very seldom,0.15182,151,20041,0.12993,0.17712
447,447,2011,Lower Saxony,female,Seldom,0.29749,314,20041,0.26394,0.33289
448,448,2011,Lower Saxony,female,Sometimes,0.36307,356,20041,0.33302,0.39892
449,449,2011,Lower Saxony,female,Often,0.14004,140,20041,0.11794,0.16216
450,450,2011,Lower Saxony,female,Very often,0.04758,45,20041,0.03665,0.06046
451,451,2011,North Rhine-Westphalia,male,Very seldom,0.29237,593,20041,0.27038,0.31405
452,452,2011,North Rhine-Westphalia,male,Seldom,0.34404,678,20041,0.32111,0.37034
453,453,2011,North Rhine-Westphalia,male,Sometimes,0.27682,512,20041,0.25621,0.30081
454,454,2011,North Rhine-Westphalia,male,Often,0.08676,147,20041,0.07484,0.10163
455,455,2011,North Rhine-Westphalia,female,Very seldom,0.17453,406,20041,0.15778,0.19177
456,456,2011,North Rhine-Westphalia,female,Seldom,0.29961,664,20041,0.28207,0.31812
457,457,2011,North Rhine-Westphalia,female,Sometimes,0.35418,739,20041,0.3298,0.37314
458,458,2011,North Rhine-Westphalia,female,Often,0.13241,273,20041,0.12054,0.14494
459,459,2011,North Rhine-Westphalia,female,Very often,0.03927,77,20041,0.03151,0.04781
460,460,2011,Hesse,male,Very seldom,0.23696,152,20041,0.20606,0.27387
461,461,2011,Hesse,male,Seldom,0.33323,237,20041,0.29898,0.37254
462,462,2011,Hesse,male,Sometimes,0.32341,190,20041,0.28635,0.37022
463,463,2011,Hesse,male,Often,0.1064,59,20041,0.08308,0.13421
464,464,2011,Hesse,female,Very seldom,0.14377,109,20041,0.1175,0.1668
465,465,2011,Hesse,female,Seldom,0.25825,206,20041,0.22509,0.29221
466,466,2011,Hesse,female,Sometimes,0.39922,298,20041,0.36273,0.44542
467,467,2011,Hesse,female,Often,0.13373,98,20041,0.10903,0.15574
468,468,2011,Hesse,female,Very often,0.06503,38,20041,0.05001,0.08341
469,469,2011,"Rhineland-Palatinate, Saarland",male,Very seldom,0.23595,132,20041,0.20577,0.26964
470,470,2011,"Rhineland-Palatinate, Saarland",male,Seldom,0.41628,199,20041,0.36457,0.46523
471,471,2011,"Rhineland-Palatinate, Saarland",male,Sometimes,0.28343,160,20041,0.24951,0.32476
472,472,2011,"Rhineland-Palatinate, Saarland",male,Often,0.06434,37,20041,0.05268,0.07613
473,473,2011,"Rhineland-Palatinate, Saarland",female,Very seldom,0.14785,106,20041,0.11758,0.17697
474,474,2011,"Rhineland-Palatinate, Saarland",female,Seldom,0.24032,164,20041,0.20244,0.28417
475,475,2011,"Rhineland-Palatinate, Saarland",female,Sometimes,0.34575,231,20041,0.30894,0.38416
476,476,2011,"Rhineland-Palatinate, Saarland",female,Often,0.20136,105,20041,0.16902,0.22871
477,477,2011,"Rhineland-Palatinate, Saarland",female,Very often,0.06472,40,20041,0.04988,0.0789
478,478,2011,Baden-Wuerttemberg,male,Very seldom,0.24563,268,20041,0.22008,0.27326
479,479,2011,Baden-Wuerttemberg,male,Seldom,0.39928,493,20041,0.36336,0.43602
480,480,2011,Baden-Wuerttemberg,male,Sometimes,0.29106,311,20041,0.26084,0.32188
481,481,2011,Baden-Wuerttemberg,male,Often,0.06403,73,20041,0.05214,0.07736
482,482,2011,Baden-Wuerttemberg,female,Very seldom,0.1285,165,20041,0.11235,0.14752
483,483,2011,Baden-Wuerttemberg,female,Seldom,0.29379,414,20041,0.27026,0.32325
484,484,2011,Baden-Wuerttemberg,female,Sometimes,0.39126,529,20041,0.35582,0.42697
485,485,2011,Baden-Wuerttemberg,female,Often,0.14998,158,20041,0.12715,0.17081
486,486,2011,Baden-Wuerttemberg,female,Very often,0.03647,46,20041,0.02708,0.04788
487,487,2011,Bavaria,male,Very seldom,0.24333,389,20041,0.22262,0.27233
488,488,2011,Bavaria,male,Seldom,0.37306,557,20041,0.34222,0.40174
489,489,2011,Bavaria,male,Sometimes,0.29669,404,20041,0.26638,0.32594
490,490,2011,Bavaria,male,Often,0.08692,119,20041,0.07115,0.10316
491,491,2011,Bavaria,female,Very seldom,0.1487,258,20041,0.12999,0.16411
492,492,2011,Bavaria,female,Seldom,0.29975,499,20041,0.27191,0.32736
493,493,2011,Bavaria,female,Sometimes,0.35389,592,20041,0.32918,0.38506
494,494,2011,Bavaria,female,Often,0.16433,265,20041,0.14474,0.18679
495,495,2011,Bavaria,female,Very often,0.03334,56,20041,0.02604,0.0413
496,496,2011,Berlin,male,Very seldom,0.31523,98,20041,0.26811,0.36075
497,497,2011,Berlin,male,Seldom,0.43428,137,20041,0.36337,0.50738
498,498,2011,Berlin,male,Sometimes,0.25049,89,20041,0.21166,0.30388
499,499,2011,Berlin,female,Very seldom,0.19518,71,20041,0.16707,0.22732
500,500,2011,Berlin,female,Seldom,0.2969,129,20041,0.25895,0.34432
501,501,2011,Berlin,female,Sometimes,0.32708,145,20041,0.28348,0.37173
502,502,2011,Berlin,female,Often,0.18084,60,20041,0.14702,0.21925
503,503,2011,Brandenburg,male,Very seldom,0.21975,113,20041,0.19445,0.25105
504,504,2011,Brandenburg,male,Seldom,0.39514,157,20041,0.33926,0.46202
505,505,2011,Brandenburg,male,Sometimes,0.27383,107,20041,0.22011,0.34193
506,506,2011,Brandenburg,male,Often,0.11127,38,20041,0.07568,0.15061
507,507,2011,Brandenburg,female,Very seldom,0.13603,71,20041,0.11519,0.1591
508,508,2011,Brandenburg,female,Seldom,0.29576,137,20041,0.25215,0.33933
509,509,2011,Brandenburg,female,Sometimes,0.41343,163,20041,0.35552,0.49567
510,510,2011,Brandenburg,female,Often,0.15477,73,20041,0.12147,0.19713
511,511,2011,Mecklenburg-Western Pomerania,male,Very seldom,0.27904,69,20041,0.22553,0.34626
512,512,2011,Mecklenburg-Western Pomerania,male,Seldom,0.4283,102,20041,0.36118,0.5012
513,513,2011,Mecklenburg-Western Pomerania,male,Sometimes,0.29266,56,20041,0.23181,0.36177
514,514,2011,Mecklenburg-Western Pomerania,female,Very seldom,0.17285,37,20041,0.12821,0.22886
515,515,2011,Mecklenburg-Western Pomerania,female,Seldom,0.35553,88,20041,0.29421,0.43602
516,516,2011,Mecklenburg-Western Pomerania,female,Sometimes,0.47162,102,20041,0.38941,0.57132
517,517,2011,Saxony,male,Very seldom,0.21001,154,20041,0.17926,0.24067
518,518,2011,Saxony,male,Seldom,0.34159,241,20041,0.30437,0.39297
519,519,2011,Saxony,male,Sometimes,0.34179,221,20041,0.30297,0.38776
520,520,2011,Saxony,male,Often,0.10661,55,20041,0.08148,0.13164
521,521,2011,Saxony,female,Very seldom,0.13335,100,20041,0.11163,0.15479
522,522,2011,Saxony,female,Seldom,0.32783,225,20041,0.29507,0.36478
523,523,2011,Saxony,female,Sometimes,0.41574,285,20041,0.37409,0.45185
524,524,2011,Saxony,female,Often,0.12308,83,20041,0.10018,0.14801
525,525,2011,Saxony-Anhalt,male,Very seldom,0.27371,97,20041,0.22485,0.32427
526,526,2011,Saxony-Anhalt,male,Seldom,0.46491,172,20041,0.38416,0.56744
527,527,2011,Saxony-Anhalt,male,Sometimes,0.26138,111,20041,0.21757,0.30954
528,528,2011,Saxony-Anhalt,female,Very seldom,0.16931,77,20041,0.14079,0.19768
529,529,2011,Saxony-Anhalt,female,Seldom,0.35221,141,20041,0.29407,0.41038
530,530,2011,Saxony-Anhalt,female,Sometimes,0.34605,168,20041,0.30711,0.39047
531,531,2011,Saxony-Anhalt,female,Often,0.13242,49,20041,0.10613,0.15794
532,532,2011,Thuringa,male,Very seldom,0.34048,132,20041,0.29021,0.38748
533,533,2011,Thuringa,male,Seldom,0.3692,131,20041,0.29298,0.45542
534,534,2011,Thuringa,male,Sometimes,0.29032,121,20041,0.23866,0.34168
535,535,2011,Thuringa,female,Very seldom,0.16662,79,20041,0.14893,0.18908
536,536,2011,Thuringa,female,Seldom,0.29734,135,20041,0.25729,0.34307
537,537,2011,Thuringa,female,Sometimes,0.39639,169,20041,0.34316,0.46199
538,538,2011,Thuringa,female,Often,0.13965,64,20041,0.10598,0.18748
539,539,2012,Schleswig-Holstein,male,Very seldom,0.37879,108,19900,0.31739,0.43975
540,540,2012,Schleswig-Holstein,male,Seldom,0.38469,109,19900,0.32365,0.45296
541,541,2012,Schleswig-Holstein,male,Sometimes,0.23652,58,19900,0.19339,0.28491
542,542,2012,Schleswig-Holstein,female,Very seldom,0.20532,75,19900,0.17199,0.23837
543,543,2012,Schleswig-Holstein,female,Seldom,0.43334,122,19900,0.35983,0.50667
544,544,2012,Schleswig-Holstein,female,Sometimes,0.36134,118,19900,0.30502,0.41567
545,545,2012,Hamburg,male,Very seldom,0.26674,50,19900,0.20646,0.33237
546,546,2012,Hamburg,male,Seldom,0.50081,61,19900,0.37654,0.6348
547,547,2012,Hamburg,male,Sometimes,0.23245,32,19900,0.15465,0.34461
548,548,2012,Hamburg,female,Very seldom,0.21301,34,19900,0.15969,0.27077
549,549,2012,Hamburg,female,Seldom,0.3407,63,19900,0.27484,0.4228
550,550,2012,Hamburg,female,Sometimes,0.44629,61,19900,0.36034,0.53832
551,551,2012,Lower Saxony,male,Very seldom,0.24285,235,19900,0.2178,0.27311
552,552,2012,Lower Saxony,male,Seldom,0.39515,357,19900,0.35936,0.43215
553,553,2012,Lower Saxony,male,Sometimes,0.29338,228,19900,0.25912,0.32994
554,554,2012,Lower Saxony,male,Often,0.06862,49,19900,0.05175,0.08654
555,555,2012,Lower Saxony,female,Very seldom,0.17283,165,19900,0.15229,0.19412
556,556,2012,Lower Saxony,female,Seldom,0.34153,336,19900,0.31065,0.37738
557,557,2012,Lower Saxony,female,Sometimes,0.3753,343,19900,0.33724,0.41143
558,558,2012,Lower Saxony,female,Often,0.11034,113,19900,0.09469,0.12948
559,559,2012,North Rhine-Westphalia,male,Very seldom,0.2786,586,19900,0.26351,0.30004
560,560,2012,North Rhine-Westphalia,male,Seldom,0.38284,732,19900,0.36151,0.40302
561,561,2012,North Rhine-Westphalia,male,Sometimes,0.24144,435,19900,0.22114,0.26274
562,562,2012,North Rhine-Westphalia,male,Often,0.07803,131,19900,0.06618,0.08935
563,563,2012,North Rhine-Westphalia,male,Very often,0.01909,34,19900,0.01483,0.02383
564,564,2012,North Rhine-Westphalia,female,Very seldom,0.19866,434,19900,0.1817,0.21604
565,565,2012,North Rhine-Westphalia,female,Seldom,0.31494,705,19900,0.29515,0.33468
566,566,2012,North Rhine-Westphalia,female,Sometimes,0.33448,678,19900,0.31288,0.35224
567,567,2012,North Rhine-Westphalia,female,Often,0.11666,225,19900,0.10096,0.12988
568,568,2012,North Rhine-Westphalia,female,Very often,0.03527,68,19900,0.02842,0.04276
569,569,2012,Hesse,male,Very seldom,0.27355,166,19900,0.23874,0.31924
570,570,2012,Hesse,male,Seldom,0.36177,245,19900,0.32286,0.40646
571,571,2012,Hesse,male,Sometimes,0.28596,168,19900,0.24305,0.33494
572,572,2012,Hesse,male,Often,0.07873,45,19900,0.06191,0.09554
573,573,2012,Hesse,female,Very seldom,0.17538,128,19900,0.1487,0.20752
574,574,2012,Hesse,female,Seldom,0.30471,246,19900,0.27635,0.33797
575,575,2012,Hesse,female,Sometimes,0.32982,254,19900,0.28852,0.3664
576,576,2012,Hesse,female,Often,0.13202,101,19900,0.10948,0.15444
577,577,2012,Hesse,female,Very often,0.05807,34,19900,0.04451,0.07285
578,578,2012,"Rhineland-Palatinate, Saarland",male,Very seldom,0.26888,143,19900,0.22855,0.31518
579,579,2012,"Rhineland-Palatinate, Saarland",male,Seldom,0.39951,206,19900,0.34786,0.44442
580,580,2012,"Rhineland-Palatinate, Saarland",male,Sometimes,0.25678,142,19900,0.22362,0.30843
581,581,2012,"Rhineland-Palatinate, Saarland",male,Often,0.07484,43,19900,0.05817,0.09087
582,582,2012,"Rhineland-Palatinate, Saarland",female,Very seldom,0.1395,92,19900,0.11289,0.17488
583,583,2012,"Rhineland-Palatinate, Saarland",female,Seldom,0.35974,227,19900,0.32338,0.40688
584,584,2012,"Rhineland-Palatinate, Saarland",female,Sometimes,0.32977,201,19900,0.29797,0.37405
585,585,2012,"Rhineland-Palatinate, Saarland",female,Often,0.17099,96,19900,0.13727,0.20188
586,586,2012,Baden-Wuerttemberg,male,Very seldom,0.26716,304,19900,0.23909,0.30032
587,587,2012,Baden-Wuerttemberg,male,Seldom,0.37995,436,19900,0.34721,0.41149
588,588,2012,Baden-Wuerttemberg,male,Sometimes,0.28597,310,19900,0.2574,0.31429
589,589,2012,Baden-Wuerttemberg,male,Often,0.06692,67,19900,0.05226,0.08403
590,590,2012,Baden-Wuerttemberg,female,Very seldom,0.16472,190,19900,0.147,0.19197
591,591,2012,Baden-Wuerttemberg,female,Seldom,0.30119,401,19900,0.27291,0.33118
592,592,2012,Baden-Wuerttemberg,female,Sometimes,0.35533,463,19900,0.32488,0.38254
593,593,2012,Baden-Wuerttemberg,female,Often,0.13248,149,19900,0.11484,0.15007
594,594,2012,Baden-Wuerttemberg,female,Very often,0.04627,46,19900,0.03639,0.05709
595,595,2012,Bavaria,male,Very seldom,0.29883,474,19900,0.27544,0.32419
596,596,2012,Bavaria,male,Seldom,0.39401,565,19900,0.36366,0.42519
597,597,2012,Bavaria,male,Sometimes,0.24659,356,19900,0.22479,0.27145
598,598,2012,Bavaria,male,Often,0.06057,87,19900,0.04548,0.07314
599,599,2012,Bavaria,female,Very seldom,0.18177,302,19900,0.16043,0.20617
600,600,2012,Bavaria,female,Seldom,0.2983,539,19900,0.27423,0.32455
601,601,2012,Bavaria,female,Sometimes,0.33084,559,19900,0.30388,0.35608
602,602,2012,Bavaria,female,Often,0.15291,207,19900,0.13301,0.17449
603,603,2012,Bavaria,female,Very often,0.03619,67,19900,0.02866,0.04418
604,604,2012,Berlin,male,Very seldom,0.28631,101,19900,0.23269,0.34028
605,605,2012,Berlin,male,Seldom,0.35814,139,19900,0.30255,0.40914
606,606,2012,Berlin,male,Sometimes,0.2438,101,19900,0.2015,0.28117
607,607,2012,Berlin,male,Often,0.11175,37,19900,0.08959,0.13861
608,608,2012,Berlin,female,Very seldom,0.19081,83,19900,0.15556,0.23444
609,609,2012,Berlin,female,Seldom,0.33998,143,19900,0.29793,0.39111
610,610,2012,Berlin,female,Sometimes,0.34699,140,19900,0.30498,0.39756
611,611,2012,Berlin,female,Often,0.12223,46,19900,0.09372,0.14993
612,612,2012,Brandenburg,male,Very seldom,0.28804,114,19900,0.24502,0.35128
613,613,2012,Brandenburg,male,Seldom,0.36625,162,19900,0.32368,0.40004
614,614,2012,Brandenburg,male,Sometimes,0.26927,95,19900,0.20823,0.3491
615,615,2012,Brandenburg,male,Often,0.07645,34,19900,0.04925,0.10903
616,616,2012,Brandenburg,female,Very seldom,0.20139,84,19900,0.17181,0.23211
617,617,2012,Brandenburg,female,Seldom,0.25514,123,19900,0.21922,0.29408
618,618,2012,Brandenburg,female,Sometimes,0.37128,163,19900,0.3127,0.42927
619,619,2012,Brandenburg,female,Often,0.1722,67,19900,0.1382,0.2142
620,620,2012,Mecklenburg-Western Pomerania,male,Very seldom,0.24939,57,19900,0.19173,0.30804
621,621,2012,Mecklenburg-Western Pomerania,male,Seldom,0.44649,106,19900,0.37783,0.52718
622,622,2012,Mecklenburg-Western Pomerania,male,Sometimes,0.30412,64,19900,0.24245,0.35296
623,623,2012,Mecklenburg-Western Pomerania,female,Very seldom,0.13659,34,19900,0.0944,0.18056
624,624,2012,Mecklenburg-Western Pomerania,female,Seldom,0.4199,96,19900,0.35555,0.50743
625,625,2012,Mecklenburg-Western Pomerania,female,Sometimes,0.44351,97,19900,0.36447,0.53429
626,626,2012,Saxony,male,Very seldom,0.22166,175,19900,0.19426,0.25166
627,627,2012,Saxony,male,Seldom,0.38563,280,19900,0.34031,0.43235
628,628,2012,Saxony,male,Sometimes,0.29741,188,19900,0.25394,0.34897
629,629,2012,Saxony,male,Often,0.0953,46,19900,0.07314,0.11871
630,630,2012,Saxony,female,Very seldom,0.14924,118,19900,0.12901,0.17156
631,631,2012,Saxony,female,Seldom,0.35274,247,19900,0.31582,0.39757
632,632,2012,Saxony,female,Sometimes,0.37525,273,19900,0.34623,0.40743
633,633,2012,Saxony,female,Often,0.12277,81,19900,0.10324,0.1439
634,634,2012,Saxony-Anhalt,male,Very seldom,0.33661,114,19900,0.27336,0.41517
635,635,2012,Saxony-Anhalt,male,Seldom,0.41837,161,19900,0.36538,0.49413
636,636,2012,Saxony-Anhalt,male,Sometimes,0.24502,86,19900,0.1928,0.30487
637,637,2012,Saxony-Anhalt,female,Very seldom,0.15049,69,19900,0.12622,0.17556
638,638,2012,Saxony-Anhalt,female,Seldom,0.37034,167,19900,0.3273,0.41539
639,639,2012,Saxony-Anhalt,female,Sometimes,0.33576,143,19900,0.28949,0.38508
640,640,2012,Saxony-Anhalt,female,Often,0.14341,45,19900,0.10632,0.18766
641,641,2012,Thuringa,male,Very seldom,0.29392,111,19900,0.24879,0.34839
