"plh0187","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr selten","2012","Realschule","weiblich","573","0.176925339921103","0.163630721744765","0.190219958097442"
"Selten","2012","(Fach-)Abitur","männlich","392","0.362954446997784","0.33396620337969","0.391942690615878"
"Selten","2012","(Fach-)Abitur","weiblich","465","0.325994847764447","0.301146311562067","0.350843383966828"
"Selten","2012","(noch) kein Abschluss","männlich","83","0.36340148441453","0.304134341777257","0.422668627051803"
"Selten","2012","(noch) kein Abschluss","weiblich","79","0.261227171493482","0.210753345339026","0.311700997647937"
"Selten","2012","AkademikerIn","männlich","1055","0.430484659778454","0.410918207375641","0.450051112181267"
"Selten","2012","AkademikerIn","weiblich","771","0.332326163073334","0.312552629292087","0.352099696854581"
"Selten","2012","Hauptschule","männlich","1236","0.360884697543871","0.344585207630044","0.377184187457698"
"Selten","2012","Hauptschule","weiblich","1076","0.289793189075819","0.274940653747942","0.304645724403695"
"Selten","2012","Realschule","männlich","881","0.380680621699374","0.360719447133624","0.400641796265125"
"Selten","2012","Realschule","weiblich","1115","0.347120631385138","0.33053553805446","0.363705724715816"
"Manchmal","2013","(Fach-)Abitur","männlich","312","0.272845474784092","0.248943052794872","0.296747896773312"
"Manchmal","2013","(Fach-)Abitur","weiblich","629","0.334113538888054","0.313247737421799","0.354979340354309"
"Manchmal","2013","(noch) kein Abschluss","männlich","95","0.235915430577334","0.193615320547718","0.27821554060695"
"Manchmal","2013","(noch) kein Abschluss","weiblich","153","0.369831576743525","0.324569165535522","0.415093987951529"
"Manchmal","2013","AkademikerIn","männlich","703","0.253156602616032","0.237534444470944","0.26877876076112"
"Manchmal","2013","AkademikerIn","weiblich","924","0.339037317423405","0.321706373395347","0.356368261451463"
"Manchmal","2013","Hauptschule","männlich","985","0.265060926758495","0.250898620189781","0.279223233327209"
"Manchmal","2013","Hauptschule","weiblich","1438","0.371244588834873","0.356324400883661","0.386164776786084"
"Manchmal","2013","Realschule","männlich","645","0.231434414844219","0.215835155582376","0.247033674106062"
"Manchmal","2013","Realschule","weiblich","1465","0.334487763777789","0.320580042658202","0.348395484897377"
"Oft","2013","(Fach-)Abitur","männlich","83","0.0641412569366377","0.0509937302692886","0.0772887836039869"
"Oft","2013","(Fach-)Abitur","weiblich","246","0.129488321714816","0.114636130117129","0.144340513312503"
"Oft","2013","(noch) kein Abschluss","männlich","31","0.0903409461242383","0.0617798908978604","0.118902001350616"
"Oft","2013","(noch) kein Abschluss","weiblich","77","0.213683586428719","0.175251706821058","0.252115466036381"
"Oft","2013","AkademikerIn","männlich","135","0.048493371397757","0.0407758342976521","0.0562109084978619"
"Oft","2013","AkademikerIn","weiblich","266","0.0860734333456265","0.0758050940098802","0.0963417726813729"
"Oft","2013","Hauptschule","männlich","284","0.0899305269111231","0.0807508729773952","0.099110180844851"
"Oft","2013","Hauptschule","weiblich","558","0.138364810102145","0.127701847167409","0.14902777303688"
"Oft","2013","Realschule","männlich","174","0.071658562345398","0.0621188022602707","0.0811983224305252"
"Oft","2013","Realschule","weiblich","525","0.126142674786172","0.116355910758942","0.135929438813403"
"Sehr oft","2013","(Fach-)Abitur","männlich","13","","",""
"Sehr oft","2013","(Fach-)Abitur","weiblich","60","0.0333129427113546","0.0253744620310767","0.0412514233916326"
"Sehr oft","2013","(noch) kein Abschluss","männlich","7","","",""
"Sehr oft","2013","(noch) kein Abschluss","weiblich","26","","",""
"Sehr oft","2013","AkademikerIn","männlich","27","","",""
"Sehr oft","2013","AkademikerIn","weiblich","62","0.0235964268673462","0.0180393321381772","0.0291535215965151"
"Sehr oft","2013","Hauptschule","männlich","60","0.0169530869359433","0.0128107351052042","0.0210954387666824"
"Sehr oft","2013","Hauptschule","weiblich","206","0.0478981892795727","0.0413033441144597","0.0544930344446858"
"Sehr oft","2013","Realschule","männlich","37","0.0171894900576331","0.0123820272628926","0.0219969528523737"
"Sehr oft","2013","Realschule","weiblich","185","0.0374004389416568","0.0318073849359326","0.042993492947381"
"Sehr selten","2013","(Fach-)Abitur","männlich","427","0.303164564778224","0.278499940245086","0.327829189311362"
"Sehr selten","2013","(Fach-)Abitur","weiblich","323","0.170697009507181","0.154053016936186","0.187341002078175"
"Sehr selten","2013","(noch) kein Abschluss","männlich","103","0.280244266556788","0.235498336116296","0.324990196997279"
"Sehr selten","2013","(noch) kein Abschluss","weiblich","46","0.0954631633770766","0.0679120970527329","0.12301422970142"
"Sehr selten","2013","AkademikerIn","männlich","903","0.310387773049776","0.293765653306642","0.327009892792911"
"Sehr selten","2013","AkademikerIn","weiblich","556","0.19005608146596","0.175691983519867","0.204420179412053"
"Sehr selten","2013","Hauptschule","männlich","976","0.251416350722284","0.23749592894786","0.265336772496708"
"Sehr selten","2013","Hauptschule","weiblich","613","0.150879368539716","0.13982578785721","0.161932949222222"
"Sehr selten","2013","Realschule","männlich","809","0.285649865539719","0.268941955944337","0.3023577751351"
"Sehr selten","2013","Realschule","weiblich","705","0.163531791795704","0.152629604196792","0.174433979394617"
"Selten","2013","(Fach-)Abitur","männlich","499","0.346591446114588","0.321054350409552","0.372128541819625"
"Selten","2013","(Fach-)Abitur","weiblich","705","0.332388187178595","0.311549385672315","0.353226988684875"
"Selten","2013","(noch) kein Abschluss","männlich","151","0.375484772050336","0.327238885738452","0.423730658362219"
"Selten","2013","(noch) kein Abschluss","weiblich","135","0.255941960442764","0.215027057486349","0.296856863399179"
"Selten","2013","AkademikerIn","männlich","1208","0.376727662021121","0.359318241768428","0.394137082273814"
"Selten","2013","AkademikerIn","weiblich","1058","0.361236740897663","0.343650382491996","0.378823099303329"
"Selten","2013","Hauptschule","männlich","1426","0.376639108672155","0.361091344339872","0.392186873004438"
"Selten","2013","Hauptschule","weiblich","1213","0.291613043243694","0.27757708360465","0.305649002882738"
"Selten","2013","Realschule","männlich","1143","0.394067667213031","0.375993969913065","0.412141364512997"
"Selten","2013","Realschule","weiblich","1541","0.338437330698677","0.324489313972111","0.352385347425244"
"Manchmal","2014","(Fach-)Abitur","männlich","407","0.252206162640827","0.231476697628949","0.272935627652706"
"Manchmal","2014","(Fach-)Abitur","weiblich","740","0.343254699655709","0.323618838709563","0.362890560601856"
"Manchmal","2014","(noch) kein Abschluss","männlich","121","0.277581329557832","0.236614594347059","0.318548064768605"
"Manchmal","2014","(noch) kein Abschluss","weiblich","208","0.405871831274514","0.364530641133981","0.447213021415047"
"Manchmal","2014","AkademikerIn","männlich","683","0.230193373972489","0.215353308391166","0.245033439553813"
"Manchmal","2014","AkademikerIn","weiblich","974","0.316269529766208","0.299960307831985","0.332578751700432"
"Manchmal","2014","Hauptschule","männlich","1047","0.267631236395054","0.253899301283236","0.281363171506873"
"Manchmal","2014","Hauptschule","weiblich","1448","0.345097782865677","0.330685948404348","0.359509617327006"
"Manchmal","2014","Realschule","männlich","628","0.244775952011303","0.228680030240611","0.260871873781995"
"Manchmal","2014","Realschule","weiblich","1346","0.322612126771013","0.30834462892761","0.336879624614415"
"Oft","2014","(Fach-)Abitur","männlich","96","0.0624096686500828","0.050863130246573","0.0739562070535926"
"Oft","2014","(Fach-)Abitur","weiblich","259","0.107438013871835","0.0946311912661672","0.120244836477503"
"Oft","2014","(noch) kein Abschluss","männlich","46","0.0891808857337569","0.0631077234978409","0.115254047969673"
"Oft","2014","(noch) kein Abschluss","weiblich","93","0.20158856524134","0.167813611038716","0.235363519443965"
"Oft","2014","AkademikerIn","männlich","155","0.0490712141745219","0.0414559322214596","0.0566864961275842"
"Oft","2014","AkademikerIn","weiblich","301","0.101856309299798","0.0912484200114256","0.11246419858817"
"Oft","2014","Hauptschule","männlich","295","0.0777509332402835","0.0694452502043408","0.0860566162762261"
"Oft","2014","Hauptschule","weiblich","585","0.140043441786721","0.129523106178854","0.150563777394589"
"Oft","2014","Realschule","männlich","157","0.0612836193868084","0.0523045159454616","0.0702627228281552"
"Oft","2014","Realschule","weiblich","486","0.13344106252934","0.123062611001145","0.143819514057534"
"Sehr oft","2014","(Fach-)Abitur","männlich","23","","",""
"Sehr oft","2014","(Fach-)Abitur","weiblich","86","0.0333767135346137","0.0259483418248832","0.0408050852443442"
"Sehr oft","2014","(noch) kein Abschluss","männlich","11","","",""
"Sehr oft","2014","(noch) kein Abschluss","weiblich","38","0.0663165873203481","0.0453677775040979","0.0872653971365983"
"Sehr oft","2014","AkademikerIn","männlich","37","0.0116909738952005","0.00790157508215505","0.015480372708246"
"Sehr oft","2014","AkademikerIn","weiblich","92","0.0300675589983859","0.0240781781791616","0.0360569398176102"
"Sehr oft","2014","Hauptschule","männlich","68","0.0186681618087793","0.0144700194749117","0.0228663041426469"
"Sehr oft","2014","Hauptschule","weiblich","230","0.0546730834259393","0.0477812028082264","0.0615649640436522"
"Sehr oft","2014","Realschule","männlich","32","0.00800571884814048","0.00466954768194283","0.0113418900143381"
"Sehr oft","2014","Realschule","weiblich","153","0.0377792930821641","0.031960230530248","0.0435983556340802"
"Sehr selten","2014","(Fach-)Abitur","männlich","521","0.282518262711529","0.261027689725433","0.304008835697625"
"Sehr selten","2014","(Fach-)Abitur","weiblich","375","0.154914279471639","0.139950568107178","0.169877990836099"
"Sehr selten","2014","(noch) kein Abschluss","männlich","139","0.301638737699685","0.259650719551609","0.343626755847762"
"Sehr selten","2014","(noch) kein Abschluss","weiblich","63","0.112926232414205","0.0862806182145966","0.139571846613813"
"Sehr selten","2014","AkademikerIn","männlich","950","0.312736706243869","0.296393035970866","0.329080376516873"
"Sehr selten","2014","AkademikerIn","weiblich","623","0.189394173446456","0.175652163247432","0.20313618364548"
"Sehr selten","2014","Hauptschule","männlich","1164","0.285442714626072","0.271434704624762","0.299450724627382"
"Sehr selten","2014","Hauptschule","weiblich","705","0.169683016501454","0.158304095068571","0.181061937934336"
"Sehr selten","2014","Realschule","männlich","847","0.300320995859191","0.28316026255864","0.317481729159743"
"Sehr selten","2014","Realschule","weiblich","667","0.17195668199435","0.160440067767998","0.183473296220701"
"Selten","2014","(Fach-)Abitur","männlich","639","0.38781850772514","0.364560437944988","0.411076577505293"
"Selten","2014","(Fach-)Abitur","weiblich","786","0.361016293466203","0.341152988582724","0.380879598349681"
"Selten","2014","(noch) kein Abschluss","männlich","142","0.315871528545954","0.273344423325845","0.358398633766064"
"Selten","2014","(noch) kein Abschluss","weiblich","140","0.213296783749592","0.1788105264568","0.247783041042385"
"Selten","2014","AkademikerIn","männlich","1266","0.396307731713919","0.379064341036789","0.413551122391048"
"Selten","2014","AkademikerIn","weiblich","1133","0.362412428489152","0.345553360514111","0.379271496464192"
"Selten","2014","Hauptschule","männlich","1419","0.350506953929811","0.335707898118644","0.365306009740978"
"Selten","2014","Hauptschule","weiblich","1212","0.290502675420209","0.276739761315774","0.304265589524643"
"Selten","2014","Realschule","männlich","1077","0.385613713894557","0.36739194370198","0.403835484087134"
"Selten","2014","Realschule","weiblich","1472","0.334210835623134","0.319813988690678","0.348607682555589"
"Manchmal","2015","(Fach-)Abitur","männlich","364","0.244693681743561","0.223180316634495","0.266207046852627"
"Manchmal","2015","(Fach-)Abitur","weiblich","702","0.331675539780729","0.311586588578934","0.351764490982524"
"Manchmal","2015","(noch) kein Abschluss","männlich","99","0.279050794743929","0.231993241411208","0.32610834807665"
"Manchmal","2015","(noch) kein Abschluss","weiblich","175","0.442079895272099","0.396940264465517","0.487219526078681"
"Manchmal","2015","AkademikerIn","männlich","650","0.216825375485076","0.201944925067375","0.231705825902776"
"Manchmal","2015","AkademikerIn","weiblich","916","0.321835738318771","0.304887848669405","0.338783627968138"
"Manchmal","2015","Hauptschule","männlich","877","0.259567872843663","0.245235201218803","0.273900544468522"
"Manchmal","2015","Hauptschule","weiblich","1267","0.34922379850966","0.333939191059659","0.364508405959661"
"Manchmal","2015","Realschule","männlich","620","0.261824645567778","0.244903418030123","0.278745873105433"
"Manchmal","2015","Realschule","weiblich","1339","0.352795662668314","0.337785402586153","0.367805922750476"
"Oft","2015","(Fach-)Abitur","männlich","87","0.054926178673883","0.0435247842378731","0.0663275731098929"
"Oft","2015","(Fach-)Abitur","weiblich","236","0.106986519304583","0.093797867575554","0.120175171033612"
"Oft","2015","(noch) kein Abschluss","männlich","30","0.0940066955874723","0.0633886641123751","0.124624727062569"
"Oft","2015","(noch) kein Abschluss","weiblich","73","0.163917748614048","0.130269760114705","0.197565737113391"
"Oft","2015","AkademikerIn","männlich","134","0.0594479666424621","0.0509092689990166","0.0679866642859077"
"Oft","2015","AkademikerIn","weiblich","276","0.0966131257749016","0.0858958107079067","0.107330440841897"
"Oft","2015","Hauptschule","männlich","281","0.0998788342503156","0.0900761215598332","0.109681546940798"
"Oft","2015","Hauptschule","weiblich","521","0.136558051701463","0.125548699383747","0.147567404019179"
"Oft","2015","Realschule","männlich","136","0.0545548715568049","0.0458134560188089","0.0632962870948009"
"Oft","2015","Realschule","weiblich","436","0.116130642634892","0.106066579729271","0.126194705540514"
"Sehr oft","2015","(Fach-)Abitur","männlich","13","","",""
"Sehr oft","2015","(Fach-)Abitur","weiblich","68","0.0352630322400921","0.027393097143181","0.0431329673370032"
"Sehr oft","2015","(noch) kein Abschluss","männlich","12","","",""
"Sehr oft","2015","(noch) kein Abschluss","weiblich","44","0.100216983465193","0.0729233614036181","0.127510605526767"
"Sehr oft","2015","AkademikerIn","männlich","28","","",""
"Sehr oft","2015","AkademikerIn","weiblich","67","0.0272173537234576","0.0213145016542691","0.033120205792646"
"Sehr oft","2015","Hauptschule","männlich","69","0.0197360481148192","0.0151886741772354","0.0242834220524029"
"Sehr oft","2015","Hauptschule","weiblich","206","0.0542096610562716","0.0469499000340565","0.0614694220784867"
"Sehr oft","2015","Realschule","männlich","41","0.0149425683505334","0.0102728548732461","0.0196122818278206"
"Sehr oft","2015","Realschule","weiblich","121","0.0367532247176417","0.0308427495634631","0.0426636998718203"
"Sehr selten","2015","(Fach-)Abitur","männlich","449","0.272275630174601","0.250000345831276","0.294550914517926"
"Sehr selten","2015","(Fach-)Abitur","weiblich","398","0.177475469953008","0.161173110671384","0.193777829234633"
"Sehr selten","2015","(noch) kein Abschluss","männlich","84","0.264774356422905","0.218484731564295","0.311063981281514"
"Sehr selten","2015","(noch) kein Abschluss","weiblich","48","0.0921203691682839","0.0658350299763834","0.118405708360184"
"Sehr selten","2015","AkademikerIn","männlich","919","0.321888556636207","0.305017781956866","0.338759331315549"
"Sehr selten","2015","AkademikerIn","weiblich","577","0.192534697508926","0.178231027517218","0.206838367500634"
"Sehr selten","2015","Hauptschule","männlich","1000","0.255165852033945","0.240913054326209","0.269418649741681"
"Sehr selten","2015","Hauptschule","weiblich","622","0.163454129960776","0.151598370730235","0.175309889191317"
"Sehr selten","2015","Realschule","männlich","752","0.267595352359629","0.25055566345501","0.284635041264248"
"Sehr selten","2015","Realschule","weiblich","676","0.163204606040881","0.151595955561007","0.174813256520754"
"Selten","2015","(Fach-)Abitur","männlich","621","0.414184657050054","0.389534891911965","0.438834422188143"
"Selten","2015","(Fach-)Abitur","weiblich","706","0.348599438721588","0.328266775404467","0.368932102038708"
"Selten","2015","(noch) kein Abschluss","männlich","124","0.332023751512261","0.282615388646807","0.381432114377714"
"Selten","2015","(noch) kein Abschluss","weiblich","125","0.201665003480377","0.165195532162602","0.238134474798151"
"Selten","2015","AkademikerIn","männlich","1215","0.394351224470063","0.376703702210651","0.411998746729474"
"Selten","2015","AkademikerIn","weiblich","1083","0.361799084673944","0.344367234408531","0.379230934939356"
"Selten","2015","Hauptschule","männlich","1367","0.365651392757258","0.349905885154314","0.381396900360202"
"Selten","2015","Hauptschule","weiblich","1121","0.296554358771829","0.281910552681644","0.311198164862014"
"Selten","2015","Realschule","männlich","1044","0.401082562165255","0.382217979497907","0.419947144832603"
"Selten","2015","Realschule","weiblich","1321","0.331115863938271","0.316332565940651","0.345899161935892"
"Manchmal","2016","(Fach-)Abitur","männlich","382","0.240484492218348","0.219104587671867","0.261864396764829"
"Manchmal","2016","(Fach-)Abitur","weiblich","690","0.360461400546802","0.340071220861173","0.380851580232431"
"Manchmal","2016","(noch) kein Abschluss","männlich","69","0.160601831634731","0.122136159595504","0.199067503673958"
"Manchmal","2016","(noch) kein Abschluss","weiblich","158","0.348787536225475","0.305187828405247","0.392387244045703"
"Manchmal","2016","AkademikerIn","männlich","653","0.233856978534231","0.218475208201364","0.249238748867098"
"Manchmal","2016","AkademikerIn","weiblich","979","0.335082303871374","0.318066378652802","0.352098229089946"
"Manchmal","2016","Hauptschule","männlich","892","0.262478800610649","0.247754475380313","0.277203125840985"
"Manchmal","2016","Hauptschule","weiblich","1209","0.346842464999172","0.331107690289929","0.362577239708415"
"Manchmal","2016","Realschule","männlich","569","0.241839610825952","0.22469773531058","0.258981486341325"
"Manchmal","2016","Realschule","weiblich","1219","0.331056359904149","0.315705234398114","0.346407485410184"
"Oft","2016","(Fach-)Abitur","männlich","91","0.0649152626244737","0.0525900961331732","0.0772404291157742"
"Oft","2016","(Fach-)Abitur","weiblich","216","0.101704435599681","0.0888681945528433","0.114540676646519"
"Oft","2016","(noch) kein Abschluss","männlich","29","","",""
"Oft","2016","(noch) kein Abschluss","weiblich","69","0.130597335434693","0.0997711781647556","0.161423492704629"
"Oft","2016","AkademikerIn","männlich","146","0.0584318764888263","0.0499081987676777","0.0669555542099749"
"Oft","2016","AkademikerIn","weiblich","244","0.101607618880369","0.0907160098515553","0.112499227909182"
"Oft","2016","Hauptschule","männlich","245","0.0836388259414509","0.0743739771670536","0.0929036747158483"
"Oft","2016","Hauptschule","weiblich","460","0.143794772885385","0.132195095426732","0.155394450344039"
"Oft","2016","Realschule","männlich","134","0.0628893098517499","0.0531708390439002","0.0726077806595996"
"Oft","2016","Realschule","weiblich","415","0.125804722747156","0.114986717431328","0.136622728062984"
"Sehr oft","2016","(Fach-)Abitur","männlich","16","","",""
"Sehr oft","2016","(Fach-)Abitur","weiblich","89","0.0354796431071328","0.027623604488677","0.0433356817255886"
"Sehr oft","2016","(noch) kein Abschluss","männlich","6","","",""
"Sehr oft","2016","(noch) kein Abschluss","weiblich","31","0.0812832029077736","0.0562836074614643","0.106282798354083"
"Sehr oft","2016","AkademikerIn","männlich","20","","",""
"Sehr oft","2016","AkademikerIn","weiblich","73","0.0250971471067038","0.0194583206991651","0.0307359735142424"
"Sehr oft","2016","Hauptschule","männlich","69","0.0292941522707295","0.023650823902388","0.0349374806390711"
"Sehr oft","2016","Hauptschule","weiblich","162","0.0454047150857967","0.0385222257648064","0.052287204406787"
"Sehr oft","2016","Realschule","männlich","28","","",""
"Sehr oft","2016","Realschule","weiblich","136","0.0430647670176882","0.0364426505676677","0.0496868834677086"
"Sehr selten","2016","(Fach-)Abitur","männlich","465","0.291011042649512","0.268287901243562","0.313734184055462"
"Sehr selten","2016","(Fach-)Abitur","weiblich","378","0.166930798255148","0.151094011682413","0.182767584827884"
"Sehr selten","2016","(noch) kein Abschluss","männlich","104","0.316305723462182","0.267586700942184","0.365024745982179"
"Sehr selten","2016","(noch) kein Abschluss","weiblich","76","0.166770091299584","0.132667823794889","0.20087235880428"
"Sehr selten","2016","AkademikerIn","männlich","958","0.32205577713626","0.305075735159328","0.339035819113193"
"Sehr selten","2016","AkademikerIn","weiblich","614","0.206467180291436","0.191875549367297","0.221058811215576"
"Sehr selten","2016","Hauptschule","männlich","934","0.261812159129337","0.247099899483826","0.276524418774848"
"Sehr selten","2016","Hauptschule","weiblich","601","0.157768439114685","0.145717767647573","0.169819110581796"
"Sehr selten","2016","Realschule","männlich","718","0.286573515801417","0.26847234303056","0.304674688572274"
"Sehr selten","2016","Realschule","weiblich","577","0.167180597793825","0.155008572555869","0.179352623031781"
"Selten","2016","(Fach-)Abitur","männlich","581","0.391670066186012","0.367251301747294","0.416088830624729"
"Selten","2016","(Fach-)Abitur","weiblich","757","0.335423722491236","0.315373112298242","0.355474332684229"
"Selten","2016","(noch) kein Abschluss","männlich","142","0.426212513556645","0.374403812556282","0.478021214557008"
"Selten","2016","(noch) kein Abschluss","weiblich","125","0.272561834132475","0.231826403545686","0.313297264719264"
"Selten","2016","AkademikerIn","männlich","1132","0.379137127387798","0.361506318697061","0.396767936078534"
"Selten","2016","AkademikerIn","weiblich","1046","0.331745749850117","0.314772327232463","0.348719172467771"
"Selten","2016","Hauptschule","männlich","1290","0.362776062047833","0.34668567899519","0.378866445100477"
"Selten","2016","Hauptschule","weiblich","1083","0.306189607914961","0.29095255239769","0.321426663432232"
"Selten","2016","Realschule","männlich","948","0.398118725961336","0.378522348660436","0.417715103262237"
"Selten","2016","Realschule","weiblich","1263","0.332893552537182","0.317521043712843","0.348266061361522"
"Manchmal","2017","(Fach-)Abitur","männlich","404","0.242997810646534","0.222943305114117","0.263052316178952"
"Manchmal","2017","(Fach-)Abitur","weiblich","772","0.323146519888239","0.304265938017806","0.342027101758671"
"Manchmal","2017","(noch) kein Abschluss","männlich","103","0.195986068843701","0.157794418070359","0.234177719617043"
"Manchmal","2017","(noch) kein Abschluss","weiblich","176","0.366598198126989","0.324190757468995","0.409005638784984"
"Manchmal","2017","AkademikerIn","männlich","705","0.216141670240876","0.201968610217108","0.230314730264644"
"Manchmal","2017","AkademikerIn","weiblich","1011","0.291700961445465","0.276071266857542","0.307330656033388"
"Manchmal","2017","Hauptschule","männlich","907","0.259471926183558","0.245044306786193","0.273899545580924"
"Manchmal","2017","Hauptschule","weiblich","1233","0.358871798825025","0.343154785225488","0.374588812424562"
"Manchmal","2017","Realschule","männlich","618","0.233316609671707","0.217639703344595","0.248993515998819"
"Manchmal","2017","Realschule","weiblich","1342","0.322044908119717","0.307752766846967","0.336337049392467"
"Oft","2017","(Fach-)Abitur","männlich","93","0.0648183303141273","0.0533061091869774","0.0763305514412771"
"Oft","2017","(Fach-)Abitur","weiblich","260","0.112738837979271","0.0999706045860242","0.125507071372519"
"Oft","2017","(noch) kein Abschluss","männlich","22","","",""
"Oft","2017","(noch) kein Abschluss","weiblich","68","0.134444409791647","0.104423343738313","0.164465475844981"
"Oft","2017","AkademikerIn","männlich","144","0.0430994851525979","0.0361067831463251","0.0500921871588708"
"Oft","2017","AkademikerIn","weiblich","265","0.0985656127599654","0.088316104989634","0.108815120530297"
"Oft","2017","Hauptschule","männlich","241","0.0773128512877703","0.0685219823265024","0.0861037202490382"
"Oft","2017","Hauptschule","weiblich","489","0.144968110946931","0.133432109045608","0.156504112848255"
"Oft","2017","Realschule","männlich","163","0.0656562836937604","0.0564756852785679","0.074836882108953"
"Oft","2017","Realschule","weiblich","495","0.139350930542902","0.128758232147683","0.149943628938121"
"Sehr oft","2017","(Fach-)Abitur","männlich","18","","",""
"Sehr oft","2017","(Fach-)Abitur","weiblich","64","0.0325520172691776","0.0253877617806434","0.0397162727577118"
"Sehr oft","2017","(noch) kein Abschluss","männlich","15","","",""
"Sehr oft","2017","(noch) kein Abschluss","weiblich","35","0.078076162519837","0.0544651829917503","0.101687142047924"
"Sehr oft","2017","AkademikerIn","männlich","28","","",""
"Sehr oft","2017","AkademikerIn","weiblich","83","0.0321130998216936","0.02605095013224","0.0381752495111473"
"Sehr oft","2017","Hauptschule","männlich","68","0.0199733843215139","0.015368449474594","0.0245783191684339"
"Sehr oft","2017","Hauptschule","weiblich","172","0.042592483001949","0.0359757620604313","0.0492092039434667"
"Sehr oft","2017","Realschule","männlich","48","0.0161139908912502","0.0114468226465676","0.0207811591359328"
"Sehr oft","2017","Realschule","weiblich","140","0.0338366113405679","0.0283062012250587","0.0393670214560771"
"Sehr selten","2017","(Fach-)Abitur","männlich","549","0.29142590056975","0.270177858350508","0.312673942788992"
"Sehr selten","2017","(Fach-)Abitur","weiblich","459","0.198393471406601","0.18229396316068","0.214492979652522"
"Sehr selten","2017","(noch) kein Abschluss","männlich","119","0.265793110349132","0.223291524984466","0.308294695713797"
"Sehr selten","2017","(noch) kein Abschluss","weiblich","79","0.153522939506333","0.12179794993405","0.185247929078615"
"Sehr selten","2017","AkademikerIn","männlich","1016","0.302810004367632","0.28698891918168","0.318631089553585"
"Sehr selten","2017","AkademikerIn","weiblich","657","0.197507177311553","0.183817750792939","0.211196603830166"
"Sehr selten","2017","Hauptschule","männlich","996","0.263920634523945","0.249413630871673","0.278427638176216"
"Sehr selten","2017","Hauptschule","weiblich","536","0.142488417817612","0.131034931475239","0.153941904159985"
"Sehr selten","2017","Realschule","männlich","837","0.283364336359089","0.266661073676756","0.300067599041421"
"Sehr selten","2017","Realschule","weiblich","716","0.159419483400511","0.148222553043521","0.170616413757501"
"Selten","2017","(Fach-)Abitur","männlich","693","0.39095531145005","0.368138741901452","0.413771880998648"
"Selten","2017","(Fach-)Abitur","weiblich","802","0.333169153456711","0.314140479136989","0.352197827776433"
"Selten","2017","(noch) kein Abschluss","männlich","156","0.453706628393432","0.405807835340965","0.501605421445899"
"Selten","2017","(noch) kein Abschluss","weiblich","138","0.267358290055194","0.22840896824012","0.306307611870269"
"Selten","2017","AkademikerIn","männlich","1347","0.430292712022186","0.413244318216558","0.447341105827815"
"Selten","2017","AkademikerIn","weiblich","1233","0.380113148661323","0.363422012732657","0.396804284589989"
"Selten","2017","Hauptschule","männlich","1334","0.379321203683213","0.363350805659683","0.395291601706742"
"Selten","2017","Hauptschule","weiblich","1148","0.311079189408483","0.29591050016457","0.326247878652395"
"Selten","2017","Realschule","männlich","1130","0.401548779384194","0.383378439917059","0.419719118851328"
"Selten","2017","Realschule","weiblich","1413","0.345348066596302","0.330804451895444","0.35989168129716"
"Manchmal","2018","(Fach-)Abitur","männlich","392","0.235871732301571","0.215702498773028","0.256040965830113"
"Manchmal","2018","(Fach-)Abitur","weiblich","745","0.340188885537457","0.320897876351696","0.359479894723218"
"Manchmal","2018","(noch) kein Abschluss","männlich","98","0.227438112073531","0.185942390765665","0.268933833381398"
"Manchmal","2018","(noch) kein Abschluss","weiblich","160","0.325740938404403","0.284117957679443","0.367363919129363"
"Manchmal","2018","AkademikerIn","männlich","696","0.230711831755397","0.215985781356495","0.245437882154298"
"Manchmal","2018","AkademikerIn","weiblich","989","0.326723210128966","0.31043985575242","0.343006564505512"
"Manchmal","2018","Hauptschule","männlich","790","0.246724564704372","0.232149955017035","0.261299174391709"
"Manchmal","2018","Hauptschule","weiblich","1103","0.328848632122193","0.313085161581909","0.344612102662477"
"Manchmal","2018","Realschule","männlich","614","0.239271234287053","0.223109644856746","0.25543282371736"
"Manchmal","2018","Realschule","weiblich","1262","0.327329663766376","0.312735071453384","0.341924256079368"
"Oft","2018","(Fach-)Abitur","männlich","94","0.0572249237729025","0.046190110948578","0.068259736597227"
"Oft","2018","(Fach-)Abitur","weiblich","250","0.0969627630659709","0.0849140574090399","0.109011468722902"
"Oft","2018","(noch) kein Abschluss","männlich","34","0.0948070490662446","0.0658071855678145","0.123806912564675"
"Oft","2018","(noch) kein Abschluss","weiblich","80","0.18686127281915","0.152241390714074","0.221481154924226"
"Oft","2018","AkademikerIn","männlich","148","0.0477677537989213","0.0403127876745186","0.0552227199233241"
"Oft","2018","AkademikerIn","weiblich","287","0.100095984424255","0.0896760860877318","0.110515882760777"
"Oft","2018","Hauptschule","männlich","242","0.0744086063908147","0.0655363297665799","0.0832808830150495"
"Oft","2018","Hauptschule","weiblich","494","0.151913356871646","0.139869608542597","0.163957105200694"
"Oft","2018","Realschule","männlich","158","0.0679239455711469","0.0583924503712177","0.0774554407710762"
"Oft","2018","Realschule","weiblich","406","0.0984659516752159","0.0891990990659513","0.10773280428448"
"Sehr oft","2018","(Fach-)Abitur","männlich","19","","",""
"Sehr oft","2018","(Fach-)Abitur","weiblich","73","0.0294375708563362","0.0225550458683998","0.0363200958442725"
"Sehr oft","2018","(noch) kein Abschluss","männlich","10","","",""
