year,pgisced97,quintil_oecd,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Lower Secondary Level,2nd Quintile,Sometimes,0.31019,149,415,0.26563,0.35475
2010,Lower Secondary Level,2nd Quintile,Often,0.12389,56,415,0.09216,0.15563
2010,Lower Secondary Level,3rd Quintile,Very seldom,0.16847,55,293,0.12554,0.21140
2010,Lower Secondary Level,3rd Quintile,Seldom,0.31763,96,293,0.26423,0.37103
2010,Lower Secondary Level,3rd Quintile,Sometimes,0.31767,103,293,0.26427,0.37107
2010,Lower Secondary Level,3rd Quintile,Often,0.14071,39,293,0.10083,0.18060
2010,Lower Secondary Level,4th Quintile,Very seldom,0.16891,50,183,0.11447,0.22334
2010,Lower Secondary Level,4th Quintile,Seldom,0.37308,77,183,0.30282,0.44335
2010,Lower Secondary Level,4th Quintile,Sometimes,0.26623,56,183,0.20202,0.33045
2010,Lower Secondary Level,5th Quintile,Seldom,0.30682,32,32,0.14447,0.46916
2010,Upper Secondary Level,1st Quintile,Very seldom,0.17281,269,1415,0.15310,0.19251
2010,Upper Secondary Level,1st Quintile,Seldom,0.27982,431,1415,0.25642,0.30322
2010,Upper Secondary Level,1st Quintile,Sometimes,0.34848,448,1415,0.32364,0.37331
2010,Upper Secondary Level,1st Quintile,Often,0.14525,196,1415,0.12689,0.16362
2010,Upper Secondary Level,1st Quintile,Very often,0.05364,71,1415,0.04190,0.06539
2010,Upper Secondary Level,2nd Quintile,Very seldom,0.18368,360,1780,0.16568,0.20167
2010,Upper Secondary Level,2nd Quintile,Seldom,0.35792,627,1780,0.33564,0.38020
2010,Upper Secondary Level,2nd Quintile,Sometimes,0.30759,559,1780,0.28614,0.32903
2010,Upper Secondary Level,2nd Quintile,Often,0.11057,178,1780,0.09600,0.12514
2010,Upper Secondary Level,2nd Quintile,Very often,0.04025,56,1780,0.03111,0.04938
2010,Upper Secondary Level,3rd Quintile,Very seldom,0.21060,369,1805,0.19178,0.22941
2010,Upper Secondary Level,3rd Quintile,Seldom,0.33470,634,1805,0.31292,0.35647
2010,Upper Secondary Level,3rd Quintile,Sometimes,0.30821,559,1805,0.28690,0.32951
2010,Upper Secondary Level,3rd Quintile,Often,0.12238,197,1805,0.10726,0.13750
2010,Upper Secondary Level,3rd Quintile,Very often,0.02412,46,1805,0.01704,0.03120
2010,Upper Secondary Level,4th Quintile,Very seldom,0.20117,374,1744,0.18235,0.21999
2010,Upper Secondary Level,4th Quintile,Seldom,0.34989,613,1744,0.32750,0.37228
2010,Upper Secondary Level,4th Quintile,Sometimes,0.31106,545,1744,0.28933,0.33279
2010,Upper Secondary Level,4th Quintile,Often,0.11704,177,1744,0.10194,0.13213
2010,Upper Secondary Level,4th Quintile,Very often,0.02085,35,1744,0.01414,0.02756
2010,Upper Secondary Level,5th Quintile,Very seldom,0.22315,332,1496,0.20205,0.24426
2010,Upper Secondary Level,5th Quintile,Seldom,0.33974,569,1496,0.31573,0.36375
2010,Upper Secondary Level,5th Quintile,Sometimes,0.31694,450,1496,0.29336,0.34053
2010,Upper Secondary Level,5th Quintile,Often,0.10068,145,1496,0.08543,0.11594
2010,Post-secondary Non-tertiary Level,2nd Quintile,Very seldom,0.28666,36,129,0.20832,0.36500
2010,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.20448,40,129,0.13461,0.27436
2010,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.39932,53,129,0.31447,0.48416
2010,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.37966,50,107,0.28727,0.47205
2010,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.28552,57,107,0.19953,0.37150
2010,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.27050,60,222,0.21193,0.32906
2010,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.34858,96,222,0.28575,0.41141
2010,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.29712,66,222,0.23687,0.35738
2010,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.19683,73,264,0.14877,0.24488
2010,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.43470,108,264,0.37479,0.49462
2010,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.31540,83,264,0.25924,0.37156
2010,First Stage of Tertiary Education,1st Quintile,Seldom,0.34286,34,34,0.18091,0.50481
2010,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.20061,37,174,0.14094,0.26029
2010,First Stage of Tertiary Education,2nd Quintile,Seldom,0.35124,83,174,0.28011,0.42237
2010,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.25324,54,174,0.18844,0.31804
2010,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.23108,63,238,0.17741,0.28474
2010,First Stage of Tertiary Education,3rd Quintile,Seldom,0.40742,93,238,0.34487,0.46998
2010,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.28394,82,238,0.22653,0.34135
2010,First Stage of Tertiary Education,4th Quintile,Very seldom,0.19249,65,305,0.14817,0.23681
2010,First Stage of Tertiary Education,4th Quintile,Seldom,0.39547,133,305,0.34051,0.45044
2010,First Stage of Tertiary Education,4th Quintile,Sometimes,0.34226,107,305,0.28893,0.39560
2010,First Stage of Tertiary Education,5th Quintile,Very seldom,0.17974,72,309,0.13685,0.22262
2010,First Stage of Tertiary Education,5th Quintile,Seldom,0.41200,134,309,0.35703,0.46696
2010,First Stage of Tertiary Education,5th Quintile,Sometimes,0.31829,103,309,0.26627,0.37031
2010,Second Stage of Tertiary Education,1st Quintile,Very seldom,0.16304,39,170,0.10735,0.21873
2010,Second Stage of Tertiary Education,1st Quintile,Seldom,0.30068,63,170,0.23155,0.36982
2010,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.36213,68,170,0.28967,0.43459
2010,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.20382,59,305,0.15853,0.24910
2010,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.34383,105,305,0.29044,0.39723
2010,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.26220,102,305,0.21275,0.31164
2010,Second Stage of Tertiary Education,2nd Quintile,Often,0.15311,39,305,0.11263,0.19359
2010,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.17947,111,527,0.14667,0.21226
2010,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.35751,197,527,0.31655,0.39846
2010,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.33749,170,527,0.29708,0.37790
2010,Second Stage of Tertiary Education,3rd Quintile,Often,0.11544,49,527,0.08813,0.14275
2010,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.23013,188,781,0.20059,0.25967
2010,Second Stage of Tertiary Education,4th Quintile,Seldom,0.33854,285,781,0.30533,0.37175
2010,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.31116,251,781,0.27866,0.34365
2010,Second Stage of Tertiary Education,4th Quintile,Often,0.09006,57,781,0.06997,0.11015
2010,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.25089,498,1962,0.23170,0.27007
2010,Second Stage of Tertiary Education,5th Quintile,Seldom,0.38970,807,1962,0.36812,0.41129
2010,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.28166,530,1962,0.26175,0.30157
2010,Second Stage of Tertiary Education,5th Quintile,Often,0.06715,127,1962,0.05607,0.07823
2011,Lower Secondary Level,1st Quintile,Very seldom,0.14265,70,441,0.10997,0.17533
2011,Lower Secondary Level,1st Quintile,Seldom,0.26657,119,441,0.22525,0.30789
2011,Lower Secondary Level,1st Quintile,Sometimes,0.34482,169,441,0.30041,0.38924
2011,Lower Secondary Level,1st Quintile,Often,0.19610,83,441,0.15900,0.23320
2011,Lower Secondary Level,2nd Quintile,Very seldom,0.18207,66,346,0.14135,0.22280
2011,Lower Secondary Level,2nd Quintile,Seldom,0.27823,97,346,0.23095,0.32552
2011,Lower Secondary Level,2nd Quintile,Sometimes,0.35392,137,346,0.30347,0.40438
2011,Lower Secondary Level,2nd Quintile,Often,0.12125,46,346,0.08681,0.15570
2011,Lower Secondary Level,3rd Quintile,Very seldom,0.11197,41,297,0.07605,0.14790
2011,Lower Secondary Level,3rd Quintile,Seldom,0.27587,87,297,0.22495,0.32679
2011,Lower Secondary Level,3rd Quintile,Sometimes,0.40962,119,297,0.35360,0.46564
2011,Lower Secondary Level,3rd Quintile,Often,0.15876,50,297,0.11713,0.20040
2011,Lower Secondary Level,4th Quintile,Very seldom,0.19318,35,152,0.13021,0.25615
2011,Lower Secondary Level,4th Quintile,Seldom,0.33965,62,152,0.26411,0.41519
2011,Lower Secondary Level,4th Quintile,Sometimes,0.28340,55,152,0.21152,0.35528
2011,Lower Secondary Level,5th Quintile,Sometimes,0.39789,41,41,0.24620,0.54958
2011,Upper Secondary Level,1st Quintile,Very seldom,0.17601,253,1422,0.15621,0.19581
2011,Upper Secondary Level,1st Quintile,Seldom,0.23717,368,1422,0.21505,0.25928
2011,Upper Secondary Level,1st Quintile,Sometimes,0.36495,501,1422,0.33992,0.38998
2011,Upper Secondary Level,1st Quintile,Often,0.15304,207,1422,0.13432,0.17176
2011,Upper Secondary Level,1st Quintile,Very often,0.06883,93,1422,0.05567,0.08199
2011,Upper Secondary Level,2nd Quintile,Very seldom,0.18754,308,1575,0.16825,0.20682
2011,Upper Secondary Level,2nd Quintile,Seldom,0.31393,503,1575,0.29101,0.33686
2011,Upper Secondary Level,2nd Quintile,Sometimes,0.33557,534,1575,0.31224,0.35890
2011,Upper Secondary Level,2nd Quintile,Often,0.12371,176,1575,0.10744,0.13997
2011,Upper Secondary Level,2nd Quintile,Very often,0.03925,54,1575,0.02966,0.04885
2011,Upper Secondary Level,3rd Quintile,Very seldom,0.15939,278,1728,0.14213,0.17666
2011,Upper Secondary Level,3rd Quintile,Seldom,0.32910,592,1728,0.30694,0.35126
2011,Upper Secondary Level,3rd Quintile,Sometimes,0.34727,606,1728,0.32482,0.36972
2011,Upper Secondary Level,3rd Quintile,Often,0.13826,205,1728,0.12198,0.15454
2011,Upper Secondary Level,3rd Quintile,Very often,0.02597,47,1728,0.01847,0.03347
2011,Upper Secondary Level,4th Quintile,Very seldom,0.20243,310,1636,0.18296,0.22191
2011,Upper Secondary Level,4th Quintile,Seldom,0.32080,568,1636,0.29817,0.34343
2011,Upper Secondary Level,4th Quintile,Sometimes,0.37446,578,1636,0.35100,0.39792
2011,Upper Secondary Level,4th Quintile,Often,0.08009,142,1636,0.06693,0.09324
2011,Upper Secondary Level,4th Quintile,Very often,0.02222,38,1636,0.01508,0.02937
2011,Upper Secondary Level,5th Quintile,Very seldom,0.17790,273,1421,0.15801,0.19779
2011,Upper Secondary Level,5th Quintile,Seldom,0.36606,515,1421,0.34101,0.39112
2011,Upper Secondary Level,5th Quintile,Sometimes,0.32998,468,1421,0.30553,0.35444
2011,Upper Secondary Level,5th Quintile,Often,0.09564,131,1421,0.08034,0.11094
2011,Upper Secondary Level,5th Quintile,Very often,0.03041,34,1421,0.02148,0.03934
2011,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.32411,36,36,0.16905,0.47917
2011,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.30401,39,81,0.20321,0.40480
2011,Post-secondary Non-tertiary Level,2nd Quintile,Sometimes,0.25579,42,81,0.16018,0.35140
2011,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.46815,71,132,0.38270,0.55360
2011,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.29247,61,132,0.21457,0.37037
2011,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.17810,39,195,0.12426,0.23194
2011,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.31744,79,195,0.25194,0.38295
2011,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.41543,77,195,0.34608,0.48477
2011,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.24142,58,264,0.18970,0.29314
2011,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.27354,84,264,0.21966,0.32741
2011,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.35382,90,264,0.29603,0.41161
2011,Post-secondary Non-tertiary Level,5th Quintile,Often,0.11881,32,264,0.07971,0.15792
2011,First Stage of Tertiary Education,1st Quintile,Seldom,0.27889,34,34,0.12588,0.43190
2011,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.19899,36,172,0.13915,0.25883
2011,First Stage of Tertiary Education,2nd Quintile,Seldom,0.37011,73,172,0.29774,0.44248
2011,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.23611,63,172,0.17245,0.29976
2011,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.15964,34,206,0.10950,0.20978
2011,First Stage of Tertiary Education,3rd Quintile,Seldom,0.35435,88,206,0.28887,0.41983
2011,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.38253,84,206,0.31600,0.44906
2011,First Stage of Tertiary Education,4th Quintile,Very seldom,0.18057,54,282,0.13560,0.22555
2011,First Stage of Tertiary Education,4th Quintile,Seldom,0.39819,120,282,0.34095,0.45543
2011,First Stage of Tertiary Education,4th Quintile,Sometimes,0.32255,108,282,0.26790,0.37721
2011,First Stage of Tertiary Education,5th Quintile,Very seldom,0.18521,61,285,0.14003,0.23039
2011,First Stage of Tertiary Education,5th Quintile,Seldom,0.41301,132,285,0.35574,0.47027
2011,First Stage of Tertiary Education,5th Quintile,Sometimes,0.29299,92,285,0.24005,0.34592
2011,Second Stage of Tertiary Education,1st Quintile,Very seldom,0.21377,40,173,0.15250,0.27504
2011,Second Stage of Tertiary Education,1st Quintile,Seldom,0.33108,66,173,0.26075,0.40141
2011,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.30142,67,173,0.23284,0.36999
2011,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.19900,70,316,0.15491,0.24309
2011,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.32796,110,316,0.27612,0.37981
2011,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.28128,98,316,0.23163,0.33093
2011,Second Stage of Tertiary Education,2nd Quintile,Often,0.15292,38,316,0.11318,0.19267
2011,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.15044,90,481,0.11846,0.18242
2011,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.34689,176,481,0.30431,0.38947
2011,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.37428,161,481,0.33098,0.41757
2011,Second Stage of Tertiary Education,3rd Quintile,Often,0.11978,54,481,0.09073,0.14882
2011,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.21115,159,787,0.18261,0.23968
2011,Second Stage of Tertiary Education,4th Quintile,Seldom,0.34580,307,787,0.31255,0.37905
2011,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.35042,255,787,0.31707,0.38378
2011,Second Stage of Tertiary Education,4th Quintile,Often,0.07889,66,787,0.06004,0.09773
2011,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.21270,451,1853,0.19407,0.23134
2011,Second Stage of Tertiary Education,5th Quintile,Seldom,0.37137,688,1853,0.34936,0.39338
2011,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.31857,592,1853,0.29735,0.33979
2011,Second Stage of Tertiary Education,5th Quintile,Often,0.08543,122,1853,0.07270,0.09816
2012,Primary Level,1st Quintile,Sometimes,0.27152,36,36,0.12418,0.41887
2012,Lower Secondary Level,1st Quintile,Very seldom,0.18130,110,579,0.14989,0.21271
2012,Lower Secondary Level,1st Quintile,Seldom,0.29088,179,579,0.25386,0.32791
2012,Lower Secondary Level,1st Quintile,Sometimes,0.32437,195,579,0.28620,0.36253
2012,Lower Secondary Level,1st Quintile,Often,0.15740,95,579,0.12771,0.18709
2012,Lower Secondary Level,2nd Quintile,Very seldom,0.18345,91,460,0.14804,0.21886
2012,Lower Secondary Level,2nd Quintile,Seldom,0.28581,144,460,0.24448,0.32714
2012,Lower Secondary Level,2nd Quintile,Sometimes,0.38797,177,460,0.34339,0.43255
2012,Lower Secondary Level,2nd Quintile,Often,0.09808,48,460,0.07087,0.12529
2012,Lower Secondary Level,3rd Quintile,Very seldom,0.17379,72,350,0.13403,0.21354
2012,Lower Secondary Level,3rd Quintile,Seldom,0.30464,108,350,0.25635,0.35292
2012,Lower Secondary Level,3rd Quintile,Sometimes,0.37022,130,350,0.31956,0.42088
2012,Lower Secondary Level,3rd Quintile,Often,0.09711,40,350,0.06604,0.12818
2012,Lower Secondary Level,4th Quintile,Very seldom,0.20502,54,204,0.14948,0.26056
2012,Lower Secondary Level,4th Quintile,Seldom,0.31535,86,204,0.25143,0.37927
2012,Lower Secondary Level,4th Quintile,Sometimes,0.33646,64,204,0.27146,0.40146
2012,Lower Secondary Level,5th Quintile,Seldom,0.39839,36,81,0.29111,0.50567
2012,Lower Secondary Level,5th Quintile,Sometimes,0.30582,45,81,0.20486,0.40679
2012,Upper Secondary Level,1st Quintile,Very seldom,0.19487,322,1670,0.17587,0.21387
2012,Upper Secondary Level,1st Quintile,Seldom,0.28730,495,1670,0.26559,0.30901
2012,Upper Secondary Level,1st Quintile,Sometimes,0.32108,545,1670,0.29868,0.34348
2012,Upper Secondary Level,1st Quintile,Often,0.16079,246,1670,0.14316,0.17841
2012,Upper Secondary Level,1st Quintile,Very often,0.03596,62,1670,0.02703,0.04490
2012,Upper Secondary Level,2nd Quintile,Very seldom,0.20942,390,1888,0.19106,0.22777
2012,Upper Secondary Level,2nd Quintile,Seldom,0.36378,710,1888,0.34207,0.38548
2012,Upper Secondary Level,2nd Quintile,Sometimes,0.28358,529,1888,0.26325,0.30392
2012,Upper Secondary Level,2nd Quintile,Often,0.10558,193,1888,0.09171,0.11944
2012,Upper Secondary Level,2nd Quintile,Very often,0.03765,66,1888,0.02906,0.04624
2012,Upper Secondary Level,3rd Quintile,Very seldom,0.20952,448,1924,0.19133,0.22771
2012,Upper Secondary Level,3rd Quintile,Seldom,0.36628,701,1924,0.34474,0.38781
2012,Upper Secondary Level,3rd Quintile,Sometimes,0.30198,565,1924,0.28146,0.32250
2012,Upper Secondary Level,3rd Quintile,Often,0.10065,171,1924,0.08720,0.11410
2012,Upper Secondary Level,3rd Quintile,Very often,0.02157,39,1924,0.01508,0.02807
2012,Upper Secondary Level,4th Quintile,Very seldom,0.22183,445,1964,0.20345,0.24021
2012,Upper Secondary Level,4th Quintile,Seldom,0.34191,705,1964,0.32093,0.36289
2012,Upper Secondary Level,4th Quintile,Sometimes,0.33464,608,1964,0.31377,0.35552
2012,Upper Secondary Level,4th Quintile,Often,0.08745,173,1964,0.07495,0.09994
2012,Upper Secondary Level,4th Quintile,Very often,0.01417,33,1964,0.00894,0.01940
2012,Upper Secondary Level,5th Quintile,Very seldom,0.24049,363,1512,0.21894,0.26204
2012,Upper Secondary Level,5th Quintile,Seldom,0.38406,584,1512,0.35954,0.40859
2012,Upper Secondary Level,5th Quintile,Sometimes,0.26596,432,1512,0.24368,0.28824
2012,Upper Secondary Level,5th Quintile,Often,0.08954,133,1512,0.07515,0.10394
2012,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.28803,49,91,0.19447,0.38159
2012,Post-secondary Non-tertiary Level,1st Quintile,Sometimes,0.35576,42,91,0.25685,0.45466
2012,Post-secondary Non-tertiary Level,2nd Quintile,Very seldom,0.23329,34,84,0.14230,0.32428
2012,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.37924,50,84,0.27485,0.48362
2012,Post-secondary Non-tertiary Level,3rd Quintile,Very seldom,0.18501,45,200,0.13106,0.23896
2012,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.39185,79,200,0.32402,0.45967
2012,Post-secondary Non-tertiary Level,3rd Quintile,Sometimes,0.30748,76,200,0.24337,0.37160
2012,Post-secondary Non-tertiary Level,4th Quintile,Very seldom,0.27217,60,231,0.21465,0.32970
2012,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.31161,94,231,0.25176,0.37147
2012,Post-secondary Non-tertiary Level,4th Quintile,Sometimes,0.28461,77,231,0.22629,0.34293
2012,Post-secondary Non-tertiary Level,5th Quintile,Very seldom,0.28130,69,271,0.22767,0.33493
2012,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.30868,91,271,0.25358,0.36379
2012,Post-secondary Non-tertiary Level,5th Quintile,Sometimes,0.25917,78,271,0.20690,0.31143
2012,Post-secondary Non-tertiary Level,5th Quintile,Often,0.13581,33,271,0.09494,0.17667
2012,First Stage of Tertiary Education,1st Quintile,Seldom,0.26326,41,41,0.12678,0.39975
2012,First Stage of Tertiary Education,2nd Quintile,Very seldom,0.22122,51,172,0.15900,0.28343
2012,First Stage of Tertiary Education,2nd Quintile,Seldom,0.31723,60,172,0.24748,0.38699
2012,First Stage of Tertiary Education,2nd Quintile,Sometimes,0.28033,61,172,0.21301,0.34765
2012,First Stage of Tertiary Education,3rd Quintile,Very seldom,0.22515,67,267,0.17495,0.27534
2012,First Stage of Tertiary Education,3rd Quintile,Seldom,0.39894,126,267,0.34009,0.45779
2012,First Stage of Tertiary Education,3rd Quintile,Sometimes,0.26175,74,267,0.20892,0.31458
2012,First Stage of Tertiary Education,4th Quintile,Very seldom,0.16793,62,327,0.12735,0.20851
2012,First Stage of Tertiary Education,4th Quintile,Seldom,0.32958,127,327,0.27855,0.38061
2012,First Stage of Tertiary Education,4th Quintile,Sometimes,0.39107,106,327,0.33810,0.44405
2012,First Stage of Tertiary Education,4th Quintile,Often,0.08995,32,327,0.05889,0.12101
2012,First Stage of Tertiary Education,5th Quintile,Very seldom,0.22619,86,326,0.18070,0.27167
2012,First Stage of Tertiary Education,5th Quintile,Seldom,0.43424,150,326,0.38035,0.48813
2012,First Stage of Tertiary Education,5th Quintile,Sometimes,0.24449,90,326,0.19776,0.29122
2012,Second Stage of Tertiary Education,1st Quintile,Very seldom,0.18146,44,236,0.13219,0.23074
2012,Second Stage of Tertiary Education,1st Quintile,Seldom,0.30930,75,236,0.25021,0.36840
2012,Second Stage of Tertiary Education,1st Quintile,Sometimes,0.35418,85,236,0.29303,0.41532
2012,Second Stage of Tertiary Education,1st Quintile,Often,0.13003,32,236,0.08703,0.17304
2012,Second Stage of Tertiary Education,2nd Quintile,Very seldom,0.22356,79,353,0.18003,0.26708
2012,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.33792,134,353,0.28851,0.38733
2012,Second Stage of Tertiary Education,2nd Quintile,Sometimes,0.30864,105,353,0.26038,0.35689
2012,Second Stage of Tertiary Education,2nd Quintile,Often,0.09584,35,353,0.06508,0.12659
2012,Second Stage of Tertiary Education,3rd Quintile,Very seldom,0.21975,115,533,0.18456,0.25493
2012,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.41660,228,533,0.37471,0.45849
2012,Second Stage of Tertiary Education,3rd Quintile,Sometimes,0.24554,146,533,0.20897,0.28212
2012,Second Stage of Tertiary Education,3rd Quintile,Often,0.09832,44,533,0.07302,0.12362
2012,Second Stage of Tertiary Education,4th Quintile,Very seldom,0.26108,218,882,0.23208,0.29009
2012,Second Stage of Tertiary Education,4th Quintile,Seldom,0.39794,367,882,0.36562,0.43026
2012,Second Stage of Tertiary Education,4th Quintile,Sometimes,0.26238,237,882,0.23333,0.29143
2012,Second Stage of Tertiary Education,4th Quintile,Often,0.06699,60,882,0.05048,0.08350
2012,Second Stage of Tertiary Education,5th Quintile,Very seldom,0.27111,593,2100,0.25209,0.29012
2012,Second Stage of Tertiary Education,5th Quintile,Seldom,0.40048,853,2100,0.37952,0.42144
2012,Second Stage of Tertiary Education,5th Quintile,Sometimes,0.25488,541,2100,0.23624,0.27353
2012,Second Stage of Tertiary Education,5th Quintile,Often,0.06023,113,2100,0.05005,0.07041
2013,No answer / don't know,1st Quintile,Very seldom,0.16988,32,155,0.11057,0.22920
2013,No answer / don't know,1st Quintile,Seldom,0.31420,70,155,0.24089,0.38752
2013,No answer / don't know,1st Quintile,Sometimes,0.30007,53,155,0.22769,0.37245
2013,No answer / don't know,2nd Quintile,Seldom,0.33021,37,37,0.17658,0.48384
2013,Pre-primary Level,1st Quintile,Seldom,0.29132,50,81,0.19175,0.39089
2013,Pre-primary Level,1st Quintile,Sometimes,0.32108,31,81,0.21877,0.42339
2013,Pre-primary Level,2nd Quintile,Seldom,0.25333,38,38,0.11319,0.39346
2013,Pre-primary Level,3rd Quintile,Seldom,0.39975,35,35,0.23510,0.56441
2013,Pre-primary Level,5th Quintile,Seldom,0.49587,34,34,0.32528,0.66646
2013,Primary Level,1st Quintile,Very seldom,0.15194,38,207,0.10292,0.20096
2013,Primary Level,1st Quintile,Seldom,0.22108,57,207,0.16441,0.27775
2013,Primary Level,1st Quintile,Sometimes,0.37298,73,207,0.30694,0.43902
2013,Primary Level,1st Quintile,Often,0.19163,39,207,0.13788,0.24538
2013,Lower Secondary Level,1st Quintile,Very seldom,0.18988,174,1034,0.16596,0.21380
2013,Lower Secondary Level,1st Quintile,Seldom,0.27375,318,1034,0.24656,0.30094
2013,Lower Secondary Level,1st Quintile,Sometimes,0.31993,315,1034,0.29149,0.34838
2013,Lower Secondary Level,1st Quintile,Often,0.14247,155,1034,0.12116,0.16379
2013,Lower Secondary Level,1st Quintile,Very often,0.07396,72,1034,0.05800,0.08992
2013,Lower Secondary Level,2nd Quintile,Very seldom,0.18273,142,691,0.15389,0.21156
2013,Lower Secondary Level,2nd Quintile,Seldom,0.32198,232,691,0.28712,0.35685
2013,Lower Secondary Level,2nd Quintile,Sometimes,0.35372,237,691,0.31805,0.38940
2013,Lower Secondary Level,2nd Quintile,Often,0.10873,80,691,0.08550,0.13195
2013,Lower Secondary Level,3rd Quintile,Very seldom,0.16120,80,423,0.12611,0.19628
2013,Lower Secondary Level,3rd Quintile,Seldom,0.38491,155,423,0.33849,0.43134
2013,Lower Secondary Level,3rd Quintile,Sometimes,0.30563,138,423,0.26168,0.34958
2013,Lower Secondary Level,3rd Quintile,Often,0.12100,50,423,0.08988,0.15211
2013,Lower Secondary Level,4th Quintile,Very seldom,0.19891,53,237,0.14798,0.24984
2013,Lower Secondary Level,4th Quintile,Seldom,0.25997,76,237,0.20401,0.31594
2013,Lower Secondary Level,4th Quintile,Sometimes,0.36531,108,237,0.30387,0.42674
2013,Lower Secondary Level,5th Quintile,Seldom,0.35075,53,97,0.25529,0.44621
2013,Lower Secondary Level,5th Quintile,Sometimes,0.33538,44,97,0.24093,0.42982
2013,Upper Secondary Level,1st Quintile,Very seldom,0.17743,524,2743,0.16313,0.19173
2013,Upper Secondary Level,1st Quintile,Seldom,0.30548,857,2743,0.28824,0.32272
2013,Upper Secondary Level,1st Quintile,Sometimes,0.31930,857,2743,0.30185,0.33675
2013,Upper Secondary Level,1st Quintile,Often,0.15285,376,2743,0.13939,0.16632
2013,Upper Secondary Level,1st Quintile,Very often,0.04494,129,2743,0.03719,0.05270
2013,Upper Secondary Level,2nd Quintile,Very seldom,0.20265,624,2971,0.18820,0.21711
2013,Upper Secondary Level,2nd Quintile,Seldom,0.34888,1093,2971,0.33174,0.36602
2013,Upper Secondary Level,2nd Quintile,Sometimes,0.31244,885,2971,0.29577,0.32911
2013,Upper Secondary Level,2nd Quintile,Often,0.10835,285,2971,0.09717,0.11953
2013,Upper Secondary Level,2nd Quintile,Very often,0.02767,84,2971,0.02177,0.03357
2013,Upper Secondary Level,3rd Quintile,Very seldom,0.21462,566,2648,0.19898,0.23026
2013,Upper Secondary Level,3rd Quintile,Seldom,0.35872,976,2648,0.34045,0.37699
2013,Upper Secondary Level,3rd Quintile,Sometimes,0.29799,801,2648,0.28056,0.31541
2013,Upper Secondary Level,3rd Quintile,Often,0.10511,240,2648,0.09343,0.11680
2013,Upper Secondary Level,3rd Quintile,Very often,0.02356,65,2648,0.01779,0.02934
