year,sampreg,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,East,Very often,0.02992,110,4107,0.02471,0.03513
2011,West,Very seldom,0.20539,3305,15755,0.19908,0.21170
2011,West,Seldom,0.32556,5305,15755,0.31824,0.33288
2011,West,Sometimes,0.32696,5049,15755,0.31963,0.33428
2011,West,Often,0.11209,1646,15755,0.10717,0.11702
2011,West,Very often,0.03000,450,15755,0.02734,0.03266
2011,East,Very seldom,0.19406,1012,4888,0.18297,0.20514
2011,East,Seldom,0.33552,1641,4888,0.32228,0.34875
2011,East,Sometimes,0.33006,1608,4888,0.31688,0.34325
2011,East,Often,0.10999,488,4888,0.10122,0.11876
2011,East,Very often,0.03038,139,4888,0.02556,0.03519
2012,West,Very seldom,0.22523,3621,15596,0.21867,0.23178
2012,West,Seldom,0.34919,5562,15596,0.34170,0.35667
2012,West,Sometimes,0.30039,4585,15596,0.29319,0.30758
2012,West,Often,0.09894,1435,15596,0.09426,0.10363
2012,West,Very often,0.02626,393,15596,0.02375,0.02877
2012,East,Very seldom,0.21203,1054,4835,0.20050,0.22355
2012,East,Seldom,0.35041,1749,4835,0.33696,0.36386
2012,East,Sometimes,0.30280,1460,4835,0.28984,0.31575
2012,East,Often,0.10893,460,4835,0.10014,0.11771
2012,East,Very often,0.02584,112,4835,0.02137,0.03032
2013,West,Very seldom,0.22263,4401,19885,0.21684,0.22841
2013,West,Seldom,0.34780,7218,19885,0.34118,0.35442
2013,West,Sometimes,0.30036,5819,19885,0.29399,0.30673
2013,West,Often,0.10267,1922,19885,0.09845,0.10689
2013,West,Very often,0.02654,525,19885,0.02431,0.02878
2013,East,Very seldom,0.21244,1221,5726,0.20184,0.22303
2013,East,Seldom,0.35575,2099,5726,0.34334,0.36815
2013,East,Sometimes,0.31021,1702,5726,0.29822,0.32219
2013,East,Often,0.09082,529,5726,0.08337,0.09826
2013,East,Very often,0.03080,175,5726,0.02632,0.03527
2014,West,Very seldom,0.23585,5004,21434,0.23017,0.24154
2014,West,Seldom,0.34483,7484,21434,0.33847,0.35119
2014,West,Sometimes,0.29406,6275,21434,0.28796,0.30016
2014,West,Often,0.09721,2044,21434,0.09325,0.10118
2014,West,Very often,0.02805,627,21434,0.02584,0.03026
2014,East,Very seldom,0.20782,1231,5569,0.19717,0.21848
2014,East,Seldom,0.36746,2092,5569,0.35480,0.38013
2014,East,Sometimes,0.29717,1566,5569,0.28517,0.30918
2014,East,Often,0.09707,510,5569,0.08929,0.10484
2014,East,Very often,0.03047,170,5569,0.02596,0.03499
2015,West,Very seldom,0.22746,4600,19731,0.22161,0.23331
2015,West,Seldom,0.35398,7076,19731,0.34731,0.36065
2015,West,Sometimes,0.29425,5681,19731,0.28789,0.30060
2015,West,Often,0.09459,1822,19731,0.09050,0.09867
2015,West,Very often,0.02973,552,19731,0.02736,0.03210
2015,East,Very seldom,0.19199,1094,5237,0.18132,0.20266
2015,East,Seldom,0.36246,1954,5237,0.34944,0.37548
2015,East,Sometimes,0.31452,1561,5237,0.30194,0.32710
2015,East,Often,0.10741,489,5237,0.09902,0.11579
2015,East,Very often,0.02362,139,5237,0.01951,0.02774
2016,West,Very seldom,0.23372,4481,19081,0.22771,0.23972
2016,West,Seldom,0.34734,6780,19081,0.34059,0.35410
2016,West,Sometimes,0.29385,5625,19081,0.28738,0.30031
2016,West,Often,0.09754,1692,19081,0.09333,0.10175
2016,West,Very often,0.02755,503,19081,0.02523,0.02987
2016,East,Very seldom,0.21274,1120,5020,0.20142,0.22406
2016,East,Seldom,0.36803,1867,5020,0.35469,0.38137
2016,East,Sometimes,0.29962,1447,5020,0.28695,0.31230
2016,East,Often,0.08908,436,5020,0.08120,0.09696
2016,East,Very often,0.03053,150,5020,0.02577,0.03529
2017,West,Very seldom,0.22737,4898,20803,0.22167,0.23306
2017,West,Seldom,0.36920,7631,20803,0.36264,0.37575
2017,West,Sometimes,0.28123,5919,20803,0.27512,0.28734
2017,West,Often,0.09591,1820,20803,0.09191,0.09991
2017,West,Very often,0.02630,535,20803,0.02413,0.02848
2017,East,Very seldom,0.20952,1253,5574,0.19884,0.22021
2017,East,Seldom,0.36975,2062,5574,0.35707,0.38242
2017,East,Sometimes,0.29403,1597,5574,0.28207,0.30599
2017,East,Often,0.09869,504,5574,0.09086,0.10653
2017,East,Very often,0.02801,158,5574,0.02368,0.03234
2018,West,Very seldom,0.23043,4833,20056,0.22460,0.23625
2018,West,Seldom,0.36364,7306,20056,0.35698,0.37030
2018,West,Sometimes,0.28542,5592,20056,0.27917,0.29167
2018,West,Often,0.09295,1805,20056,0.08894,0.09697
2018,West,Very often,0.02756,520,20056,0.02529,0.02982
2018,East,Very seldom,0.22330,1285,5478,0.21227,0.23433
2018,East,Seldom,0.37489,2071,5478,0.36207,0.38771
2018,East,Sometimes,0.28175,1514,5478,0.26984,0.29367
2018,East,Often,0.08936,468,5478,0.08181,0.09692
2018,East,Very often,0.03070,140,5478,0.02613,0.03527
2019,West,Very seldom,0.23716,5021,20074,0.23127,0.24304
2019,West,Seldom,0.35534,7256,20074,0.34872,0.36196
2019,West,Sometimes,0.28845,5645,20074,0.28218,0.29472
2019,West,Often,0.09375,1705,20074,0.08972,0.09779
2019,West,Very often,0.02530,447,20074,0.02313,0.02748
2019,East,Very seldom,0.21445,1337,5538,0.20364,0.22526
2019,East,Seldom,0.37087,2051,5538,0.35815,0.38359
2019,East,Sometimes,0.29273,1520,5538,0.28075,0.30472
2019,East,Often,0.09553,498,5538,0.08778,0.10327
2019,East,Very often,0.02642,132,5538,0.02219,0.03064
2020,West,Very seldom,0.22022,4723,20303,0.21452,0.22592
2020,West,Seldom,0.36425,7338,20303,0.35763,0.37087
2020,West,Sometimes,0.28770,5798,20303,0.28147,0.29393
2020,West,Often,0.10009,1946,20303,0.09597,0.10422
2020,West,Very often,0.02773,498,20303,0.02547,0.02999
2020,East,Very seldom,0.20158,1194,5314,0.19079,0.21236
2020,East,Seldom,0.36572,1979,5314,0.35277,0.37867
2020,East,Sometimes,0.29209,1491,5314,0.27987,0.30432
2020,East,Often,0.10835,502,5314,0.10000,0.11671
2020,East,Very often,0.03226,148,5314,0.02750,0.03701
2021,West,Very seldom,0.22350,3207,13565,0.21649,0.23051
2021,West,Seldom,0.38905,5223,13565,0.38084,0.39725
2021,West,Sometimes,0.26242,3522,13565,0.25502,0.26983
2021,West,Often,0.10263,1295,13565,0.09752,0.10774
2021,West,Very often,0.02240,318,13565,0.01991,0.02489
2021,East,Very seldom,0.22901,878,3619,0.21532,0.24271
2021,East,Seldom,0.40235,1422,3619,0.38638,0.41833
2021,East,Sometimes,0.23836,899,3619,0.22447,0.25224
2021,East,Often,0.10947,342,3619,0.09930,0.11964
2021,East,Very often,0.02081,78,3619,0.01615,0.02546
2022,West,Very seldom,0.21005,4341,20514,0.20448,0.21562
2022,West,Seldom,0.37521,7463,20514,0.36858,0.38183
2022,West,Sometimes,0.27770,5913,20514,0.27157,0.28383
2022,West,Often,0.10938,2193,20514,0.10511,0.11366
2022,West,Very often,0.02766,604,20514,0.02542,0.02991
2022,East,Very seldom,0.19311,1183,5586,0.18276,0.20346
2022,East,Seldom,0.34468,1957,5586,0.33222,0.35715
2022,East,Sometimes,0.29818,1630,5586,0.28618,0.31018
2022,East,Often,0.13088,629,5586,0.12204,0.13973
2022,East,Very often,0.03315,187,5586,0.02845,0.03784
