year,regtyp,sampreg,plh0187,proportion,n,lower_confidence,upper_confidence
2011,Laendlicher Raum,Ostdeutschland,Sehr selten,0.03304103483358364,41903,0.03132958428301168,0.03475248538415561
2011,Staedtischer Raum,Ostdeutschland,Manchmal,0.027663388401724723,41903,0.026093045414474575,0.029233731388974872
2011,Staedtischer Raum,Ostdeutschland,Selten,0.02577394506080132,41903,0.0242567066382181,0.027291183483384537
2011,Laendlicher Raum,Westdeutschland,Oft,0.021462138462283804,41903,0.020074555923459782,0.022849721001107826
2011,Staedtischer Raum,Westdeutschland,Sehr oft,0.016665859212247468,41903,0.015440120433250484,0.01789159799124445
2011,Staedtischer Raum,Ostdeutschland,Sehr selten,0.015987597500121117,41903,0.014786646185005433,0.0171885488152368
2011,Laendlicher Raum,Ostdeutschland,Oft,0.015067099462235356,41903,0.013900688311255032,0.016233510613215683
2011,Staedtischer Raum,Ostdeutschland,Oft,0.008575165931883144,41903,0.007692320496714701,0.009458011367051588
2011,Laendlicher Raum,Westdeutschland,Sehr oft,0.005135410106099511,41903,0.004451021035736841,0.005819799176462181
2011,Laendlicher Raum,Ostdeutschland,Sehr oft,0.004360253863669396,41903,0.003729382937372976,0.004991124789965816
2011,Staedtischer Raum,Ostdeutschland,Sehr oft,0.002373915992442227,41903,0.0019079544396661992,0.0028398775452182544
2012,Staedtischer Raum,Westdeutschland,Selten,0.1967598257549802,40229,0.19287494781381884,0.20064470369614154
2012,Staedtischer Raum,Westdeutschland,Manchmal,0.1624002740932896,40229,0.1587961636159461,0.16600438457063313
2012,Staedtischer Raum,Westdeutschland,Sehr selten,0.13102638147912485,40229,0.12772900054584801,0.13432376241240168
2012,Laendlicher Raum,Westdeutschland,Selten,0.07547354510302971,40229,0.07289221527908221,0.07805487492697721
2012,Laendlicher Raum,Westdeutschland,Manchmal,0.062013606774019875,40229,0.05965677699180074,0.06437043655623902
2012,Laendlicher Raum,Ostdeutschland,Selten,0.05731486466643826,40229,0.055043413429430095,0.05958631590344642
2012,Staedtischer Raum,Westdeutschland,Oft,0.05330135578287896,40229,0.051106219650725884,0.05549649191503203
2012,Laendlicher Raum,Ostdeutschland,Manchmal,0.04742792814840194,40229,0.04535085184228727,0.0495050044545166
2012,Laendlicher Raum,Westdeutschland,Sehr selten,0.04620429739121923,40229,0.044152873926829525,0.04825572085560893
2012,Laendlicher Raum,Ostdeutschland,Sehr selten,0.0356810728794479,40229,0.03386841538689387,0.037493730372001925
2012,Staedtischer Raum,Ostdeutschland,Selten,0.028290343106064313,40229,0.02667012373771531,0.029910562474413316
2012,Staedtischer Raum,Ostdeutschland,Manchmal,0.024032108071068474,40229,0.022535527330399197,0.02552868881173775
2012,Laendlicher Raum,Westdeutschland,Oft,0.01693504967940874,40229,0.01567417827196948,0.018195921086848005
2012,Staedtischer Raum,Ostdeutschland,Sehr selten,0.015907199843375262,40229,0.014684552105734975,0.01712984758101555
2012,Staedtischer Raum,Westdeutschland,Sehr oft,0.014585678625617934,40229,0.013414132997260558,0.01575722425397531
2012,Laendlicher Raum,Ostdeutschland,Oft,0.013900445401595615,40229,0.012756352760403676,0.015044538042787554
2012,Staedtischer Raum,Ostdeutschland,Oft,0.008614360530566295,40229,0.00771129495674492,0.009517426104387671
2012,Laendlicher Raum,Westdeutschland,Sehr oft,0.004649796877294308,40229,0.003984996284186733,0.005314597470401882
2012,Laendlicher Raum,Ostdeutschland,Sehr oft,0.0036708922715481375,40229,0.003079911049446364,0.004261873493649911
2012,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0018109735206304147,40229,0.0013954946920289423,0.002226452349231887
2013,Staedtischer Raum,Westdeutschland,Selten,0.2019914096056228,44486,0.19826050086815752,0.2057223183430881
2013,Staedtischer Raum,Westdeutschland,Manchmal,0.16310035142522453,44486,0.15966707687889942,0.16653362597154964
2013,Staedtischer Raum,Westdeutschland,Sehr selten,0.12436548223350254,44486,0.12129889192847984,0.12743207253852523
2013,Laendlicher Raum,Westdeutschland,Selten,0.07985162046075751,44486,0.07733269571823188,0.08237054520328314
2013,Laendlicher Raum,Westdeutschland,Manchmal,0.06407653260445138,44486,0.061800837567502674,0.0663522276414001
2013,Laendlicher Raum,Ostdeutschland,Selten,0.05454900429519719,44486,0.052438640545821855,0.05665936804457253
2013,Staedtischer Raum,Westdeutschland,Oft,0.05357282311597032,44486,0.05148034820050115,0.05566529803143949
2013,Laendlicher Raum,Westdeutschland,Sehr selten,0.04748145255759469,44486,0.045505196967769085,0.0494577081474203
2013,Laendlicher Raum,Ostdeutschland,Manchmal,0.04306911362748926,44486,0.04118256655630538,0.04495566069867314
2013,Laendlicher Raum,Ostdeutschland,Sehr selten,0.03201874267864115,44486,0.030382755093318916,0.03365473026396339
2013,Staedtischer Raum,Ostdeutschland,Selten,0.027411167512690356,44486,0.025893862827967525,0.028928472197413187
2013,Staedtischer Raum,Ostdeutschland,Manchmal,0.023389301054275672,44486,0.02198482689387577,0.024793775214675573
2013,Laendlicher Raum,Westdeutschland,Oft,0.021475985942991018,44486,0.02012886467657298,0.022823107209409055
2013,Staedtischer Raum,Ostdeutschland,Sehr selten,0.015657946114798905,44486,0.014504267587177537,0.016811624642420274
2013,Staedtischer Raum,Westdeutschland,Sehr oft,0.014720812182741117,44486,0.0136016579719202,0.015839966393562034
2013,Laendlicher Raum,Ostdeutschland,Oft,0.012885591565794611,44486,0.01183754562829015,0.013933637503299071
2013,Staedtischer Raum,Ostdeutschland,Oft,0.007770402186645841,44486,0.006954435871640882,0.008586368501650801
2013,Laendlicher Raum,Westdeutschland,Sehr oft,0.005778992581023038,44486,0.005074604613391546,0.00648338054865453
2013,Laendlicher Raum,Ostdeutschland,Sehr oft,0.004451386177274502,44486,0.003832767162423819,0.005070005192125185
2013,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0023818820773135493,44486,0.0019288940904328368,0.0028348700641942616
2014,Staedtischer Raum,Westdeutschland,Selten,0.20046663210132581,38694,0.19647754424418262,0.204455719958469
2014,Staedtischer Raum,Westdeutschland,Manchmal,0.16895044811495444,38694,0.16521685152232896,0.17268404470757992
2014,Staedtischer Raum,Westdeutschland,Sehr selten,0.13598992667209836,38694,0.13257448376178463,0.1394053695824121
2014,Laendlicher Raum,Westdeutschland,Selten,0.07669802236871343,38694,0.07404648212154215,0.0793495626158847
2014,Laendlicher Raum,Westdeutschland,Manchmal,0.06343974520405896,38694,0.061010995087426786,0.06586849532069113
2014,Staedtischer Raum,Westdeutschland,Oft,0.05636619509665951,38694,0.054068219762304415,0.0586641704310146
2014,Laendlicher Raum,Ostdeutschland,Selten,0.05192207984593734,38694,0.049711367104839956,0.05413279258703472
2014,Laendlicher Raum,Westdeutschland,Sehr selten,0.04929264498926005,38694,0.047135651938840194,0.05144963803967991
2014,Laendlicher Raum,Ostdeutschland,Manchmal,0.03699725946226205,38694,0.03511650198601093,0.03887801693851318
2014,Laendlicher Raum,Ostdeutschland,Sehr selten,0.029553366417302423,38694,0.027865944965773718,0.031240787868831128
2014,Staedtischer Raum,Ostdeutschland,Selten,0.02555366269165247,38694,0.0239813468128766,0.02712597857042834
2014,Staedtischer Raum,Ostdeutschland,Manchmal,0.02099844455966225,38694,0.019569815395569772,0.022427073723754725
2014,Laendlicher Raum,Westdeutschland,Oft,0.019331901340641434,38694,0.01795996940188209,0.020703833279400778
2014,Staedtischer Raum,Westdeutschland,Sehr oft,0.017739426709132658,38694,0.01642414916895375,0.019054704249311567
2014,Staedtischer Raum,Ostdeutschland,Sehr selten,0.016035849196355825,38694,0.014784236738138303,0.017287461654573347
2014,Laendlicher Raum,Ostdeutschland,Oft,0.012332419820754018,38694,0.011232746200015239,0.013432093441492796
2014,Staedtischer Raum,Ostdeutschland,Oft,0.006555069994815199,38694,0.005750998209182015,0.0073591417804483835
2014,Laendlicher Raum,Westdeutschland,Sehr oft,0.005481075475890675,38694,0.0047454213504828525,0.006216729601298498
2014,Laendlicher Raum,Ostdeutschland,Sehr oft,0.0038886008443818976,38694,0.0032684677685460026,0.004508733920217793
2014,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0024072290941411748,38694,0.0019189483292445986,0.0028955098590377508
2015,Staedtischer Raum,Westdeutschland,Selten,0.2037890014819562,38036,0.19974079077765147,0.20783721218626092
2015,Staedtischer Raum,Westdeutschland,Manchmal,0.16433692474065767,38036,0.16061264893032884,0.1680612005509865
2015,Staedtischer Raum,Westdeutschland,Sehr selten,0.13457764248808426,38036,0.13114791854417573,0.1380073664319928
2015,Laendlicher Raum,Westdeutschland,Selten,0.0796251051387832,38036,0.07690449668428653,0.08234571359327986
2015,Laendlicher Raum,Westdeutschland,Manchmal,0.06320342852565386,38036,0.060758018901366145,0.06564883814994157
2015,Staedtischer Raum,Westdeutschland,Oft,0.05327031681820003,38036,0.05101340656886121,0.05552722706753884
2015,Laendlicher Raum,Ostdeutschland,Selten,0.051948572115192056,38036,0.049718281752626645,0.05417886247775747
2015,Laendlicher Raum,Westdeutschland,Sehr selten,0.04966555853726919,38036,0.047482202564996225,0.05184891450954216
2015,Laendlicher Raum,Ostdeutschland,Manchmal,0.04005286978812032,38036,0.0380822668377912,0.04202347273844943
2015,Laendlicher Raum,Ostdeutschland,Sehr selten,0.027796691632955502,38036,0.026144601437233003,0.029448781828678
2015,Staedtischer Raum,Ostdeutschland,Selten,0.02631473545079505,38036,0.024706063627740794,0.027923407273849305
2015,Staedtischer Raum,Ostdeutschland,Manchmal,0.022429607081347377,38036,0.020941468059707254,0.0239177461029875
2015,Laendlicher Raum,Westdeutschland,Oft,0.019706011935755198,38036,0.018309205612630823,0.021102818258879573
2015,Staedtischer Raum,Westdeutschland,Sehr oft,0.016501782352705573,38036,0.015221484939608754,0.01778207976580239
2015,Staedtischer Raum,Ostdeutschland,Sehr selten,0.016021147915248127,38036,0.014759325176674718,0.017282970653821533
2015,Laendlicher Raum,Ostdeutschland,Oft,0.01253654824368166,38036,0.011418377421916615,0.013654719065446705
2015,Staedtischer Raum,Ostdeutschland,Oft,0.007049305082709176,38036,0.006208499382501873,0.007890110782916479
2015,Laendlicher Raum,Westdeutschland,Sehr oft,0.005607401770336844,38036,0.004856957526638197,0.006357846014035492
2015,Laendlicher Raum,Ostdeutschland,Sehr oft,0.003965234109023911,38036,0.003333651275442067,0.004596816942605756
2015,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0016021147915248127,38036,0.0012001784332979866,0.002004051149751639
2016,Staedtischer Raum,Westdeutschland,Selten,0.20090452678312104,41132,0.1970323038368049,0.20477674972943719
2016,Staedtischer Raum,Westdeutschland,Manchmal,0.1680428198000083,41132,0.1644293317304397,0.1716563078695769
2016,Staedtischer Raum,Westdeutschland,Sehr selten,0.13800257250736483,41132,0.1346693620648711,0.14133578294985857
2016,Laendlicher Raum,Westdeutschland,Selten,0.08041160117837434,41132,0.0777836199747118,0.08303958238203689
2016,Laendlicher Raum,Westdeutschland,Manchmal,0.06534998547778101,41132,0.0629615505474164,0.06773842040814562
2016,Staedtischer Raum,Westdeutschland,Oft,0.05232148043649641,41132,0.05016950808042864,0.054473452792564186
2016,Laendlicher Raum,Ostdeutschland,Selten,0.050454337994274095,41132,0.048339031314035844,0.05256964467451235
2016,Laendlicher Raum,Westdeutschland,Sehr selten,0.04792332268370607,41132,0.0458590095208218,0.049987635846590335
2016,Laendlicher Raum,Ostdeutschland,Manchmal,0.038006721712792,41132,0.03615880504797623,0.03985463837760777
2016,Laendlicher Raum,Ostdeutschland,Sehr selten,0.030911580432347204,41132,0.029238917376509747,0.03258424348818466
2016,Staedtischer Raum,Ostdeutschland,Selten,0.02701132733081615,41132,0.0254446014670798,0.0285780531945525
2016,Staedtischer Raum,Ostdeutschland,Manchmal,0.02203228081822331,41132,0.020613686726032567,0.023450874910414053
2016,Laendlicher Raum,Westdeutschland,Oft,0.01788307539106261,41132,0.01660231213635231,0.019163838645772913
2016,Staedtischer Raum,Westdeutschland,Sehr oft,0.015766980623210657,41132,0.014563083462693251,0.01697087778372806
2016,Staedtischer Raum,Ostdeutschland,Sehr selten,0.01555952035185262,41132,0.014363443757292805,0.016755596946412436
2016,Laendlicher Raum,Ostdeutschland,Oft,0.012074187793037634,41132,0.011018690102810933,0.013129685483264335
2016,Staedtischer Raum,Ostdeutschland,Oft,0.0060163478693830135,41132,0.005269000950469809,0.006763694788296218
2016,Laendlicher Raum,Westdeutschland,Sehr oft,0.00510352267540766,41132,0.004414886031579473,0.005792159319235846
2016,Laendlicher Raum,Ostdeutschland,Sehr oft,0.003941745155802664,41132,0.0033361912654256065,0.004547299046179722
2016,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0022820629849383844,41132,0.0018209218530718546,0.0027432041168049142
2017,Staedtischer Raum,Westdeutschland,Selten,0.20859081775789515,45410,0.2048537716505434,0.2123278638652469
2017,Staedtischer Raum,Westdeutschland,Manchmal,0.16351366721006938,45410,0.16011203954792058,0.16691529487221818
2017,Staedtischer Raum,Westdeutschland,Sehr selten,0.13526936346059065,45410,0.13212364054160827,0.13841508637957303
2017,Laendlicher Raum,Westdeutschland,Selten,0.08071425863441635,45410,0.07820883763336699,0.08321967963546571
2017,Laendlicher Raum,Westdeutschland,Manchmal,0.060886378284111156,45410,0.05868700238765975,0.06308575418056256
2017,Laendlicher Raum,Ostdeutschland,Selten,0.05091557038328847,45410,0.04889367792960024,0.0529374628369767
2017,Laendlicher Raum,Westdeutschland,Sehr selten,0.05042271676081435,45410,0.04841011151916577,0.052435322002462925
2017,Staedtischer Raum,Westdeutschland,Oft,0.050081510406793796,45410,0.048075365959547554,0.05208765485404004
2017,Laendlicher Raum,Ostdeutschland,Manchmal,0.04007279068885772,45410,0.03826884164696181,0.04187673973075363
2017,Laendlicher Raum,Ostdeutschland,Sehr selten,0.030291541873602,45410,0.028715159383474523,0.03186792436372948
2017,Staedtischer Raum,Ostdeutschland,Selten,0.027258596504530462,45410,0.025760876030621594,0.02875631697843933
2017,Staedtischer Raum,Ostdeutschland,Manchmal,0.020472381241232893,45410,0.019169895902002274,0.02177486658046351
2017,Laendlicher Raum,Westdeutschland,Oft,0.018917996739583727,45410,0.017664940544041503,0.02017105293512595
2017,Staedtischer Raum,Ostdeutschland,Sehr selten,0.01721196496948099,45410,0.01601570525543504,0.018408224683526937
2017,Staedtischer Raum,Westdeutschland,Sehr oft,0.014330666868863024,45410,0.013237518419688694,0.015423815318037354
2017,Laendlicher Raum,Ostdeutschland,Oft,0.012359252378966524,45410,0.011343060030438584,0.013375444727494464
2017,Staedtischer Raum,Ostdeutschland,Oft,0.006748303446184175,45410,0.005995282113572406,0.007501324778795945
2017,Laendlicher Raum,Westdeutschland,Sehr oft,0.005952155286802896,45410,0.005244664007614212,0.006659646565991581
2017,Laendlicher Raum,Ostdeutschland,Sehr oft,0.004094476248246578,45410,0.003507137613931503,0.004681814882561653
2017,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0018955908556697123,45410,0.001495516596280588,0.0022956651150588367
2018,Staedtischer Raum,Westdeutschland,Selten,0.2052557374481084,43121,0.20144356083315146,0.20906791406306535
2018,Staedtischer Raum,Westdeutschland,Manchmal,0.15927782564423906,43121,0.15582387943470252,0.1627317718537756
2018,Staedtischer Raum,Westdeutschland,Sehr selten,0.13973525495417874,43121,0.13646274694681257,0.1430077629615449
2018,Laendlicher Raum,Westdeutschland,Selten,0.08087256207409728,43121,0.07829920456380914,0.08344591958438542
2018,Laendlicher Raum,Westdeutschland,Manchmal,0.059724289183050054,43121,0.057487553001128296,0.06196102536497181
2018,Staedtischer Raum,Westdeutschland,Oft,0.05424140361870447,43121,0.05210360265825286,0.05637920457915608
2018,Laendlicher Raum,Ostdeutschland,Selten,0.0525965379494008,43121,0.050489571003436054,0.054703504895365546
2018,Laendlicher Raum,Westdeutschland,Sehr selten,0.049541787420693977,43121,0.04749362681348554,0.05158994802790241
2018,Laendlicher Raum,Ostdeutschland,Manchmal,0.03861517976031957,43121,0.03679657082663225,0.04043378869400689
2018,Laendlicher Raum,Ostdeutschland,Sehr selten,0.032544842171222686,43121,0.030870022063000747,0.034219662279444625
2018,Staedtischer Raum,Ostdeutschland,Selten,0.028511004934597007,43121,0.026940147163902278,0.030081862705291736
2018,Staedtischer Raum,Ostdeutschland,Manchmal,0.020678311271246183,43121,0.019335138497312714,0.022021484045179653
2018,Staedtischer Raum,Ostdeutschland,Sehr selten,0.017780214615806377,43121,0.016532875625990293,0.01902755360562246
2018,Laendlicher Raum,Westdeutschland,Oft,0.016448656693036735,43121,0.015248120118197903,0.017649193267875566
2018,Staedtischer Raum,Westdeutschland,Sehr oft,0.015508733453434636,43121,0.01434244558196467,0.0166750213249046
2018,Laendlicher Raum,Ostdeutschland,Oft,0.011866530899976501,43121,0.010844459227960398,0.012888602571992605
2018,Staedtischer Raum,Ostdeutschland,Oft,0.006461972272264431,43121,0.005705685591874533,0.0072182589526543295
2018,Laendlicher Raum,Westdeutschland,Sehr oft,0.004856270071277513,43121,0.004200115769386904,0.0055124243731681215
2018,Laendlicher Raum,Ostdeutschland,Sehr oft,0.00360303908514138,43121,0.0030375003668875787,0.004168577803395182
2018,Staedtischer Raum,Ostdeutschland,Sehr oft,0.0018798464792041984,43121,0.0014709962331360426,0.002288696725272354
2019,Staedtischer Raum,Westdeutschland,Selten,0.20212558881924708,42417,0.19830382350726877,0.2059473541312254
2019,Staedtischer Raum,Westdeutschland,Manchmal,0.15836804609335461,42417,0.15489363675263093,0.1618424554340783
2019,Staedtischer Raum,Westdeutschland,Sehr selten,0.1420952232646864,42417,0.13877249076669604,0.14541795576267677
