"plh0187","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2007","(Fach-)Abitur","716","0.310198111590466","0.291499750568565","0.328896472612367"
"Manchmal","2007","(noch) kein Abschluss","181","","",""
"Manchmal","2007","AkademikerIn","1285","","",""
"Manchmal","2007","Hauptschule","2273","","",""
"Manchmal","2007","Realschule","1744","","",""
"Oft","2007","(Fach-)Abitur","268","","",""
"Oft","2007","(noch) kein Abschluss","65","0.133870069028062","0.105489650715174","0.162250487340951"
"Oft","2007","AkademikerIn","349","0.0992004906749299","0.0903466521105203","0.10805432923934"
"Oft","2007","Hauptschule","825","0.119373394300504","0.111944379285388","0.12680240931562"
"Oft","2007","Realschule","527","0.106257242863535","0.0980272311085802","0.11448725461849"
"Sehr oft","2007","(Fach-)Abitur","72","0.0369200120148182","0.0292977500158881","0.0445422740137483"
"Sehr oft","2007","(noch) kein Abschluss","29","","",""
"Sehr oft","2007","AkademikerIn","86","0.0202555453908005","0.0160831159986056","0.0244279747829954"
"Sehr oft","2007","Hauptschule","285","","",""
"Sehr oft","2007","Realschule","178","","",""
"Sehr selten","2007","(Fach-)Abitur","516","0.208635603749813","0.192210646737628","0.225060560761998"
"Sehr selten","2007","(noch) kein Abschluss","120","","",""
"Sehr selten","2007","AkademikerIn","1053","","",""
"Sehr selten","2007","Hauptschule","1640","","",""
"Sehr selten","2007","Realschule","1103","","",""
"Selten","2007","(Fach-)Abitur","779","0.332410153825687","0.313368100439833","0.351452207211541"
"Selten","2007","(noch) kein Abschluss","158","","",""
"Selten","2007","AkademikerIn","1606","","",""
"Selten","2007","Hauptschule","2294","","",""
"Selten","2007","Realschule","1834","","",""
"Manchmal","2008","(Fach-)Abitur","669","0.309140050597586","0.289682360575525","0.328597740619646"
"Manchmal","2008","(noch) kein Abschluss","166","","",""
"Manchmal","2008","AkademikerIn","1209","","",""
"Manchmal","2008","Hauptschule","2100","","",""
"Manchmal","2008","Realschule","1561","","",""
"Oft","2008","(Fach-)Abitur","236","","",""
"Oft","2008","(noch) kein Abschluss","67","0.11209448739151","0.0855592070629839","0.138629767720036"
"Oft","2008","AkademikerIn","304","0.0861208094696837","0.0776212032502962","0.0946204156890712"
"Oft","2008","Hauptschule","780","0.122472256264708","0.114674628647359","0.130269883882057"
"Oft","2008","Realschule","511","0.114399056711125","0.10566087581433","0.12313723760792"
"Sehr oft","2008","(Fach-)Abitur","62","0.0289144031614033","0.0218592814916661","0.0359695248311404"
"Sehr oft","2008","(noch) kein Abschluss","22","","",""
"Sehr oft","2008","AkademikerIn","74","0.0209603192006784","0.0166202220300582","0.0253004163712986"
"Sehr oft","2008","Hauptschule","271","","",""
"Sehr oft","2008","Realschule","140","","",""
"Sehr selten","2008","(Fach-)Abitur","454","0.204405865110831","0.187426904598081","0.221384825623582"
"Sehr selten","2008","(noch) kein Abschluss","117","","",""
"Sehr selten","2008","AkademikerIn","1055","","",""
"Sehr selten","2008","Hauptschule","1422","","",""
"Sehr selten","2008","Realschule","1061","","",""
"Selten","2008","(Fach-)Abitur","746","0.330687248792723","0.310879190323066","0.350495307262381"
"Selten","2008","(noch) kein Abschluss","171","","",""
"Selten","2008","AkademikerIn","1543","","",""
"Selten","2008","Hauptschule","2217","","",""
"Selten","2008","Realschule","1824","","",""
"Manchmal","2009","(Fach-)Abitur","619","0.324997006203478","0.304464865882138","0.345529146524818"
"Manchmal","2009","(noch) kein Abschluss","159","","",""
"Manchmal","2009","AkademikerIn","1151","","",""
"Manchmal","2009","Hauptschule","1934","","",""
"Manchmal","2009","Realschule","1496","","",""
"Oft","2009","(Fach-)Abitur","219","","",""
"Oft","2009","(noch) kein Abschluss","56","0.110610054162584","0.0826094125990405","0.138610695726128"
"Oft","2009","AkademikerIn","319","0.0862963498138436","0.0776182238246162","0.0949744758030711"
"Oft","2009","Hauptschule","650","0.107615384389875","0.0998791433280628","0.115351625451688"
"Oft","2009","Realschule","506","0.121865164768183","0.112596279362669","0.131134050173698"
"Sehr oft","2009","(Fach-)Abitur","68","0.0447109501625335","0.0356512037146901","0.0537706966103769"
"Sehr oft","2009","(noch) kein Abschluss","24","","",""
"Sehr oft","2009","AkademikerIn","74","0.0190373242641311","0.0148139822458452","0.023260666282417"
"Sehr oft","2009","Hauptschule","232","","",""
"Sehr oft","2009","Realschule","153","","",""
"Sehr selten","2009","(Fach-)Abitur","385","0.181193764344954","0.164308654568694","0.198078874121215"
"Sehr selten","2009","(noch) kein Abschluss","93","0.195481301408031","0.160077878418488","0.230884724397574"
"Sehr selten","2009","AkademikerIn","992","0.235990565712871","0.222867849431792","0.24911328199395"
"Sehr selten","2009","Hauptschule","1275","","",""
"Sehr selten","2009","Realschule","956","0.189459026885289","0.178355722189188","0.200562331581389"
"Selten","2009","(Fach-)Abitur","708","0.331143264026277","0.310512457364628","0.351774070687925"
"Selten","2009","(noch) kein Abschluss","150","","",""
"Selten","2009","AkademikerIn","1486","","",""
"Selten","2009","Hauptschule","2073","","",""
"Selten","2009","Realschule","1674","","",""
"Manchmal","2010","(Fach-)Abitur","557","0.29958533805792","0.278977241585668","0.320193434530173"
"Manchmal","2010","(noch) kein Abschluss","122","","",""
"Manchmal","2010","AkademikerIn","1121","","",""
"Manchmal","2010","Hauptschule","1787","","",""
"Manchmal","2010","Realschule","1362","","",""
"Oft","2010","(Fach-)Abitur","207","","",""
"Oft","2010","(noch) kein Abschluss","57","0.125597945113771","0.0935982135769261","0.157597676650616"
"Oft","2010","AkademikerIn","294","","",""
"Oft","2010","Hauptschule","661","0.123826190474125","0.115179179733552","0.132473201214698"
"Oft","2010","Realschule","441","0.115394143218724","0.106009077850919","0.124779208586528"
"Sehr oft","2010","(Fach-)Abitur","39","0.0262154651176256","0.0190274297188918","0.0334035005163594"
"Sehr oft","2010","(noch) kein Abschluss","19","","",""
"Sehr oft","2010","AkademikerIn","57","0.0173806467816082","0.0132391436422476","0.0215221499209688"
"Sehr oft","2010","Hauptschule","199","","",""
"Sehr oft","2010","Realschule","126","","",""
"Sehr selten","2010","(Fach-)Abitur","419","0.205752544579854","0.18756598664198","0.223939102517727"
"Sehr selten","2010","(noch) kein Abschluss","92","0.204695917470169","0.165735762164536","0.243656072775802"
"Sehr selten","2010","AkademikerIn","895","0.224096206021745","0.210881620042606","0.237310792000884"
"Sehr selten","2010","Hauptschule","1152","","",""
"Sehr selten","2010","Realschule","883","0.195714563484422","0.184060236808983","0.207368890159861"
"Selten","2010","(Fach-)Abitur","676","0.368263920311402","0.346564535901327","0.389963304721476"
"Selten","2010","(noch) kein Abschluss","122","","",""
"Selten","2010","AkademikerIn","1458","","",""
"Selten","2010","Hauptschule","1775","","",""
"Selten","2010","Realschule","1640","","",""
"Manchmal","2011","(Fach-)Abitur","788","0.330938333280977","0.31224082870198","0.349635837859975"
"Manchmal","2011","(noch) kein Abschluss","162","","",""
"Manchmal","2011","AkademikerIn","1388","","",""
"Manchmal","2011","Hauptschule","2346","","",""
"Manchmal","2011","Realschule","1828","","",""
"Oft","2011","(Fach-)Abitur","251","","",""
"Oft","2011","(noch) kein Abschluss","64","0.11175713199535","0.0856387857078897","0.137875478282811"
"Oft","2011","AkademikerIn","362","0.09075961204337","0.0824373131463588","0.0990819109403812"
"Oft","2011","Hauptschule","814","0.119086471600756","0.111550501940829","0.126622441260683"
"Oft","2011","Realschule","590","0.119473893556162","0.110894244064404","0.128053543047919"
"Sehr oft","2011","(Fach-)Abitur","52","0.0191024424221914","0.0136632639058873","0.0245416209384954"
"Sehr oft","2011","(noch) kein Abschluss","21","","",""
"Sehr oft","2011","AkademikerIn","67","0.0159331116896901","0.0123055045785852","0.0195607188007951"
"Sehr oft","2011","Hauptschule","243","","",""
"Sehr oft","2011","Realschule","179","","",""
"Sehr selten","2011","(Fach-)Abitur","471","0.193913312696726","0.178203474076886","0.209623151316567"
"Sehr selten","2011","(noch) kein Abschluss","111","","",""
"Sehr selten","2011","AkademikerIn","1086","","",""
"Sehr selten","2011","Hauptschule","1513","","",""
"Sehr selten","2011","Realschule","1031","","",""
"Selten","2011","(Fach-)Abitur","871","0.353072966014367","0.334082443272862","0.372063488755871"
"Selten","2011","(noch) kein Abschluss","201","","",""
"Selten","2011","AkademikerIn","1674","","",""
"Selten","2011","Hauptschule","2180","","",""
"Selten","2011","Realschule","1862","","",""
"Manchmal","2012","(Fach-)Abitur","745","0.306042791274928","0.287696883491183","0.324388699058672"
"Manchmal","2012","(noch) kein Abschluss","183","","",""
"Manchmal","2012","AkademikerIn","1269","","",""
"Manchmal","2012","Hauptschule","2149","","",""
"Manchmal","2012","Realschule","1574","","",""
"Oft","2012","(Fach-)Abitur","236","","",""
"Oft","2012","(noch) kein Abschluss","57","0.114575034747426","0.0878098946151557","0.141340174879697"
"Oft","2012","AkademikerIn","307","0.0726822784534298","0.0652123292759637","0.0801522276308958"
"Oft","2012","Hauptschule","741","0.113367243156114","0.105896873290028","0.1208376130222"
"Oft","2012","Realschule","509","0.09998455703616","0.0920115906427038","0.107957523429616"
"Sehr oft","2012","(Fach-)Abitur","48","0.0216798463807006","0.0158822178751277","0.0274774748862734"
"Sehr oft","2012","(noch) kein Abschluss","21","","",""
"Sehr oft","2012","AkademikerIn","75","0.0157445500934665","0.0121626939263539","0.0193264062605791"
"Sehr oft","2012","Hauptschule","217","","",""
"Sehr oft","2012","Realschule","132","","",""
"Sehr selten","2012","(Fach-)Abitur","538","0.223185052814169","0.206609305300257","0.239760800328082"
"Sehr selten","2012","(noch) kein Abschluss","121","","",""
"Sehr selten","2012","AkademikerIn","1163","","",""
"Sehr selten","2012","Hauptschule","1500","","",""
"Sehr selten","2012","Realschule","1227","","",""
"Selten","2012","(Fach-)Abitur","857","0.343654322740835","0.324747915708482","0.362560729773188"
"Selten","2012","(noch) kein Abschluss","162","","",""
"Selten","2012","AkademikerIn","1826","","",""
"Selten","2012","Hauptschule","2312","","",""
"Selten","2012","Realschule","1996","","",""
"Manchmal","2013","(Fach-)Abitur","941","0.304868184314271","0.289154491723063","0.320581876905478"
"Manchmal","2013","(noch) kein Abschluss","248","","",""
"Manchmal","2013","AkademikerIn","1627","","",""
"Manchmal","2013","Hauptschule","2423","","",""
"Manchmal","2013","Realschule","2110","","",""
"Oft","2013","(Fach-)Abitur","329","0.098295919804565","0.0881337047719802","0.10845813483715"
"Oft","2013","(noch) kein Abschluss","108","","",""
"Oft","2013","AkademikerIn","401","0.0656202845177463","0.0592706596217419","0.0719699094137508"
"Oft","2013","Hauptschule","842","0.114992949885522","0.107894652541649","0.122091247229394"
