year,quintil_oecd,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Very seldom,0.13982,584,3185,0.12777,0.15186
2007,1st Quintile,Seldom,0.21121,886,3185,0.19703,0.22538
2007,1st Quintile,Sometimes,0.27707,1066,3185,0.26153,0.29262
2007,1st Quintile,Often,0.12306,470,3185,0.11165,0.13447
2007,1st Quintile,Very often,0.04632,179,3185,0.03902,0.05362
2007,2nd Quintile,Very seldom,0.15534,730,3502,0.14334,0.16734
2007,2nd Quintile,Seldom,0.24070,1131,3502,0.22653,0.25486
2007,2nd Quintile,Sometimes,0.26533,1114,3502,0.25070,0.27995
2007,2nd Quintile,Often,0.09715,395,3502,0.08734,0.10696
2007,2nd Quintile,Very often,0.03197,132,3502,0.02614,0.03780
2007,3rd Quintile,Very seldom,0.17131,839,3861,0.15942,0.18319
2007,3rd Quintile,Seldom,0.26815,1257,3861,0.25417,0.28213
2007,3rd Quintile,Sometimes,0.26505,1225,3861,0.25112,0.27897
2007,3rd Quintile,Often,0.09089,402,3861,0.08183,0.09996
2007,3rd Quintile,Very often,0.03267,138,3861,0.02706,0.03828
2007,4th Quintile,Very seldom,0.18580,949,4309,0.17418,0.19741
2007,4th Quintile,Seldom,0.28249,1503,4309,0.26904,0.29593
2007,4th Quintile,Sometimes,0.26693,1310,4309,0.25372,0.28014
2007,4th Quintile,Often,0.08689,415,4309,0.07848,0.09530
2007,4th Quintile,Very often,0.02761,132,4309,0.02271,0.03250
2007,5th Quintile,Very seldom,0.22289,1426,5583,0.21197,0.23381
2007,5th Quintile,Seldom,0.31639,2028,5583,0.30419,0.32859
2007,5th Quintile,Sometimes,0.26817,1621,5583,0.25655,0.27980
2007,5th Quintile,Often,0.07017,410,5583,0.06347,0.07687
2007,5th Quintile,Very often,0.01646,98,5583,0.01312,0.01980
2008,1st Quintile,Very seldom,0.13505,536,2955,0.12272,0.14737
2008,1st Quintile,Seldom,0.21689,890,2955,0.20203,0.23175
2008,1st Quintile,Sometimes,0.26311,939,2955,0.24723,0.27899
2008,1st Quintile,Often,0.12552,421,2955,0.11357,0.13746
2008,1st Quintile,Very often,0.04845,169,2955,0.04070,0.05619
2008,2nd Quintile,Very seldom,0.16924,712,3371,0.15658,0.18190
2008,2nd Quintile,Seldom,0.27032,1153,3371,0.25532,0.28531
2008,2nd Quintile,Sometimes,0.24954,1021,3371,0.23493,0.26415
2008,2nd Quintile,Often,0.08997,360,3371,0.08031,0.09963
2008,2nd Quintile,Very often,0.02973,125,3371,0.02399,0.03546
2008,3rd Quintile,Very seldom,0.17654,810,3805,0.16442,0.18865
2008,3rd Quintile,Seldom,0.27550,1283,3805,0.26130,0.28970
2008,3rd Quintile,Sometimes,0.26009,1189,3805,0.24615,0.27403
2008,3rd Quintile,Often,0.09870,419,3805,0.08922,0.10818
2008,3rd Quintile,Very often,0.02446,104,3805,0.01955,0.02937
2008,4th Quintile,Very seldom,0.18015,828,3865,0.16803,0.19226
2008,4th Quintile,Seldom,0.29682,1403,3865,0.28242,0.31123
2008,4th Quintile,Sometimes,0.26306,1172,3865,0.24918,0.27694
2008,4th Quintile,Often,0.08614,358,3865,0.07730,0.09499
2008,4th Quintile,Very often,0.02265,104,3865,0.01796,0.02735
2008,5th Quintile,Very seldom,0.21813,1327,5256,0.20696,0.22930
2008,5th Quintile,Seldom,0.32488,1939,5256,0.31222,0.33754
2008,5th Quintile,Sometimes,0.26268,1517,5256,0.25078,0.27458
2008,5th Quintile,Often,0.07585,391,5256,0.06870,0.08301
2008,5th Quintile,Very often,0.01525,82,5256,0.01194,0.01856
2009,1st Quintile,Very seldom,0.14230,517,2852,0.12948,0.15513
2009,1st Quintile,Seldom,0.25294,915,2852,0.23699,0.26890
2009,1st Quintile,Sometimes,0.23756,869,2852,0.22194,0.25318
2009,1st Quintile,Often,0.12207,410,2852,0.11005,0.13409
2009,1st Quintile,Very often,0.04629,141,2852,0.03858,0.05400
2009,2nd Quintile,Very seldom,0.15115,606,3135,0.13861,0.16369
2009,2nd Quintile,Seldom,0.25355,1065,3135,0.23832,0.26878
2009,2nd Quintile,Sometimes,0.26686,1012,3135,0.25137,0.28234
2009,2nd Quintile,Often,0.10247,345,3135,0.09185,0.11309
2009,2nd Quintile,Very often,0.02811,107,3135,0.02232,0.03389
2009,3rd Quintile,Very seldom,0.16233,677,3395,0.14992,0.17473
2009,3rd Quintile,Seldom,0.28819,1201,3395,0.27295,0.30343
2009,3rd Quintile,Sometimes,0.27470,1102,3395,0.25968,0.28972
2009,3rd Quintile,Often,0.07910,305,3395,0.07002,0.08818
2009,3rd Quintile,Very often,0.03232,110,3395,0.02637,0.03827
2009,4th Quintile,Very seldom,0.17919,802,3749,0.16691,0.19146
2009,4th Quintile,Seldom,0.28040,1287,3749,0.26602,0.29478
2009,4th Quintile,Sometimes,0.29264,1206,3749,0.27807,0.30721
2009,4th Quintile,Often,0.07478,351,3749,0.06636,0.08320
2009,4th Quintile,Very often,0.02396,103,3749,0.01907,0.02886
2009,5th Quintile,Very seldom,0.21108,1198,4784,0.19951,0.22264
2009,5th Quintile,Seldom,0.33373,1794,4784,0.32037,0.34710
2009,5th Quintile,Sometimes,0.25097,1309,4784,0.23868,0.26326
2009,5th Quintile,Often,0.07460,381,4784,0.06716,0.08205
2009,5th Quintile,Very often,0.02189,102,4784,0.01774,0.02603
2010,1st Quintile,Very seldom,0.14607,461,2564,0.13240,0.15974
2010,1st Quintile,Seldom,0.26347,765,2564,0.24642,0.28053
2010,1st Quintile,Sometimes,0.30602,815,2564,0.28818,0.32387
2010,1st Quintile,Often,0.14352,380,2564,0.12995,0.15710
2010,1st Quintile,Very often,0.05431,143,2564,0.04554,0.06308
2010,2nd Quintile,Very seldom,0.17807,611,2996,0.16436,0.19177
2010,2nd Quintile,Seldom,0.29908,1011,2996,0.28268,0.31548
2010,2nd Quintile,Sometimes,0.27115,941,2996,0.25523,0.28707
2010,2nd Quintile,Often,0.10588,327,2996,0.09486,0.11690
2010,2nd Quintile,Very often,0.04007,106,2996,0.03305,0.04710
2010,3rd Quintile,Very seldom,0.18301,667,3197,0.16961,0.19642
2010,3rd Quintile,Seldom,0.30232,1106,3197,0.28640,0.31824
