year,quintil_oecd,sex,plh0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,3rd Quintile,female,Very often,0.03934,77,1969,0.03075,0.04792
2008,4th Quintile,male,Very seldom,0.26194,516,1925,0.24230,0.28159
2008,4th Quintile,male,Seldom,0.36380,742,1925,0.34230,0.38530
2008,4th Quintile,male,Sometimes,0.27229,496,1925,0.25240,0.29218
2008,4th Quintile,male,Often,0.08192,132,1925,0.06967,0.09417
2008,4th Quintile,male,Very often,0.02005,39,1925,0.01378,0.02631
2008,4th Quintile,female,Very seldom,0.16036,312,1940,0.14403,0.17670
2008,4th Quintile,female,Seldom,0.33496,661,1940,0.31395,0.35597
2008,4th Quintile,female,Sometimes,0.34916,676,1940,0.32794,0.37038
2008,4th Quintile,female,Often,0.12190,226,1940,0.10734,0.13646
2008,4th Quintile,female,Very often,0.03362,65,1940,0.02559,0.04164
2008,5th Quintile,male,Very seldom,0.28658,795,2631,0.26930,0.30386
2008,5th Quintile,male,Seldom,0.40045,1051,2631,0.38173,0.41918
2008,5th Quintile,male,Sometimes,0.23623,635,2631,0.22000,0.25247
2008,5th Quintile,male,Often,0.06670,150,2631,0.05716,0.07624
2008,5th Quintile,female,Very seldom,0.19379,532,2606,0.17861,0.20897
2008,5th Quintile,female,Seldom,0.31871,888,2606,0.30082,0.33660
2008,5th Quintile,female,Sometimes,0.35756,882,2606,0.33916,0.37597
2008,5th Quintile,female,Often,0.10498,241,2606,0.09321,0.11675
2008,5th Quintile,female,Very often,0.02496,63,2606,0.01897,0.03095
2009,1st Quintile,male,Very seldom,0.23368,290,1191,0.20963,0.25772
2009,1st Quintile,male,Seldom,0.36461,414,1191,0.33726,0.39196
2009,1st Quintile,male,Sometimes,0.25288,332,1191,0.22819,0.27758
2009,1st Quintile,male,Often,0.11792,117,1191,0.09959,0.13624
2009,1st Quintile,male,Very often,0.03091,38,1191,0.02108,0.04075
2009,1st Quintile,female,Very seldom,0.13637,227,1661,0.11986,0.15288
2009,1st Quintile,female,Seldom,0.27974,501,1661,0.25815,0.30134
2009,1st Quintile,female,Sometimes,0.32862,537,1661,0.30603,0.35122
2009,1st Quintile,female,Often,0.17771,293,1661,0.15932,0.19610
2009,1st Quintile,female,Very often,0.07755,103,1661,0.06468,0.09042
2009,2nd Quintile,male,Very seldom,0.24396,355,1379,0.22129,0.26664
2009,2nd Quintile,male,Seldom,0.34690,534,1379,0.32177,0.37203
2009,2nd Quintile,male,Sometimes,0.30127,380,1379,0.27704,0.32549
2009,2nd Quintile,male,Often,0.08896,110,1379,0.07393,0.10400
2009,2nd Quintile,female,Very seldom,0.14420,251,1735,0.12766,0.16073
2009,2nd Quintile,female,Seldom,0.29155,531,1735,0.27015,0.31294
2009,2nd Quintile,female,Sometimes,0.35772,632,1735,0.33516,0.38028
2009,2nd Quintile,female,Often,0.15864,235,1735,0.14145,0.17584
2009,2nd Quintile,female,Very often,0.04790,86,1735,0.03785,0.05795
2009,3rd Quintile,male,Very seldom,0.24005,414,1627,0.21929,0.26081
2009,3rd Quintile,male,Seldom,0.36839,649,1627,0.34494,0.39183
2009,3rd Quintile,male,Sometimes,0.30285,469,1627,0.28052,0.32519
2009,3rd Quintile,male,Often,0.07081,95,1627,0.05834,0.08328
2009,3rd Quintile,female,Very seldom,0.14678,263,1740,0.13015,0.16341
2009,3rd Quintile,female,Seldom,0.31991,552,1740,0.29798,0.34183
2009,3rd Quintile,female,Sometimes,0.35449,633,1740,0.33201,0.37698
2009,3rd Quintile,female,Often,0.11890,210,1740,0.10368,0.13411
2009,3rd Quintile,female,Very often,0.05993,82,1740,0.04877,0.07108
2009,4th Quintile,male,Very seldom,0.25851,502,1831,0.23845,0.27857
2009,4th Quintile,male,Seldom,0.37039,715,1831,0.34826,0.39252
2009,4th Quintile,male,Sometimes,0.29041,492,1831,0.26962,0.31121
2009,4th Quintile,male,Often,0.06523,122,1831,0.05391,0.07654
2009,4th Quintile,female,Very seldom,0.16023,300,1892,0.14370,0.17677
2009,4th Quintile,female,Seldom,0.28659,572,1892,0.26621,0.30697
2009,4th Quintile,female,Sometimes,0.40003,714,1892,0.37795,0.42211
2009,4th Quintile,female,Often,0.11166,229,1892,0.09746,0.12585
2009,4th Quintile,female,Very often,0.04149,77,1892,0.03250,0.05048
2009,5th Quintile,male,Very seldom,0.27938,736,2418,0.26149,0.29727
2009,5th Quintile,male,Seldom,0.39735,967,2418,0.37784,0.41686
2009,5th Quintile,male,Sometimes,0.24535,567,2418,0.22820,0.26251
2009,5th Quintile,male,Often,0.06370,148,2418,0.05396,0.07343
2009,5th Quintile,female,Very seldom,0.18593,462,2336,0.17015,0.20171
2009,5th Quintile,female,Seldom,0.34645,827,2336,0.32715,0.36575
2009,5th Quintile,female,Sometimes,0.32374,742,2336,0.30476,0.34272
2009,5th Quintile,female,Often,0.10716,233,2336,0.09461,0.11970
2009,5th Quintile,female,Very often,0.03672,72,2336,0.02909,0.04435
2010,1st Quintile,male,Very seldom,0.20491,250,1062,0.18063,0.22920
2010,1st Quintile,male,Seldom,0.34651,374,1062,0.31787,0.37514
2010,1st Quintile,male,Sometimes,0.28089,286,1062,0.25385,0.30794
2010,1st Quintile,male,Often,0.13684,116,1062,0.11616,0.15752
2010,1st Quintile,male,Very often,0.03085,36,1062,0.02045,0.04125
2010,1st Quintile,female,Very seldom,0.12453,211,1502,0.10782,0.14123
2010,1st Quintile,female,Seldom,0.24279,391,1502,0.22110,0.26449
2010,1st Quintile,female,Sometimes,0.37763,529,1502,0.35310,0.40215
2010,1st Quintile,female,Often,0.17309,264,1502,0.15395,0.19223
2010,1st Quintile,female,Very often,0.08196,107,1502,0.06808,0.09584
2010,2nd Quintile,male,Very seldom,0.23264,340,1324,0.20987,0.25540
2010,2nd Quintile,male,Seldom,0.38012,516,1324,0.35396,0.40627
2010,2nd Quintile,male,Sometimes,0.27514,365,1324,0.25108,0.29921
2010,2nd Quintile,male,Often,0.09172,103,1324,0.07616,0.10727
2010,2nd Quintile,female,Very seldom,0.17036,271,1648,0.15220,0.18851
2010,2nd Quintile,female,Seldom,0.29525,495,1648,0.27322,0.31728
2010,2nd Quintile,female,Sometimes,0.32731,576,1648,0.30465,0.34997
2010,2nd Quintile,female,Often,0.14130,224,1648,0.12448,0.15812
2010,2nd Quintile,female,Very often,0.06578,82,1648,0.05381,0.07775
2010,3rd Quintile,male,Very seldom,0.26832,415,1517,0.24602,0.29063
2010,3rd Quintile,male,Seldom,0.37190,564,1517,0.34757,0.39623
2010,3rd Quintile,male,Sometimes,0.25239,419,1517,0.23052,0.27425
2010,3rd Quintile,male,Often,0.09239,119,1517,0.07781,0.10697
2010,3rd Quintile,female,Very seldom,0.14913,252,1656,0.13197,0.16629
2010,3rd Quintile,female,Seldom,0.31293,542,1656,0.29059,0.33527
2010,3rd Quintile,female,Sometimes,0.36572,587,1656,0.34252,0.38893
2010,3rd Quintile,female,Often,0.13543,217,1656,0.11894,0.15191
2010,3rd Quintile,female,Very often,0.03679,58,1656,0.02772,0.04586
2010,4th Quintile,male,Very seldom,0.26749,490,1716,0.24654,0.28844
2010,4th Quintile,male,Seldom,0.37365,665,1716,0.35075,0.39655
2010,4th Quintile,male,Sometimes,0.27814,455,1716,0.25693,0.29935
2010,4th Quintile,male,Often,0.06636,106,1716,0.05458,0.07814
2010,4th Quintile,female,Very seldom,0.15140,285,1733,0.13452,0.16828
2010,4th Quintile,female,Seldom,0.31900,573,1733,0.29704,0.34095
2010,4th Quintile,female,Sometimes,0.35109,607,1733,0.32861,0.37357
2010,4th Quintile,female,Often,0.14700,217,1733,0.13033,0.16368
2010,4th Quintile,female,Very often,0.03151,51,1733,0.02328,0.03974
2010,5th Quintile,male,Very seldom,0.26325,639,2196,0.24483,0.28167
2010,5th Quintile,male,Seldom,0.37769,878,2196,0.35741,0.39797
2010,5th Quintile,male,Sometimes,0.28516,547,2196,0.26627,0.30405
2010,5th Quintile,male,Often,0.06576,132,2196,0.05539,0.07613
2010,5th Quintile,female,Very seldom,0.19020,398,2146,0.17359,0.20681
2010,5th Quintile,female,Seldom,0.36565,811,2146,0.34527,0.38603
2010,5th Quintile,female,Sometimes,0.31882,677,2146,0.29910,0.33854
2010,5th Quintile,female,Often,0.09560,210,2146,0.08316,0.10805
2010,5th Quintile,female,Very often,0.02972,50,2146,0.02254,0.03691
2011,1st Quintile,male,Very seldom,0.21148,236,1038,0.18663,0.23634
2011,1st Quintile,male,Seldom,0.30525,320,1038,0.27722,0.33327
2011,1st Quintile,male,Sometimes,0.31058,318,1038,0.28242,0.33874
2011,1st Quintile,male,Often,0.12978,124,1038,0.10932,0.15023
2011,1st Quintile,male,Very often,0.04291,40,1038,0.03058,0.05525
2011,1st Quintile,female,Very seldom,0.13338,188,1438,0.11580,0.15096
2011,1st Quintile,female,Seldom,0.23040,365,1438,0.20863,0.25217
2011,1st Quintile,female,Sometimes,0.37270,531,1438,0.34770,0.39770
2011,1st Quintile,female,Often,0.19284,249,1438,0.17244,0.21324
2011,1st Quintile,female,Very often,0.07068,105,1438,0.05743,0.08393
2011,2nd Quintile,male,Very seldom,0.24460,309,1188,0.22014,0.26905
2011,2nd Quintile,male,Seldom,0.36661,428,1188,0.33919,0.39402
2011,2nd Quintile,male,Sometimes,0.27291,354,1188,0.24757,0.29825
2011,2nd Quintile,male,Often,0.09375,97,1188,0.07717,0.11033
2011,2nd Quintile,female,Very seldom,0.14011,211,1495,0.12251,0.15771
2011,2nd Quintile,female,Seldom,0.27534,433,1495,0.25269,0.29799
2011,2nd Quintile,female,Sometimes,0.36470,553,1495,0.34029,0.38911
2011,2nd Quintile,female,Often,0.15849,222,1495,0.13997,0.17701
2011,2nd Quintile,female,Very often,0.06136,76,1495,0.04919,0.07353
2011,3rd Quintile,male,Very seldom,0.19427,292,1439,0.17383,0.21472
2011,3rd Quintile,male,Seldom,0.37880,575,1439,0.35373,0.40387
2011,3rd Quintile,male,Sometimes,0.32053,447,1439,0.29641,0.34465
2011,3rd Quintile,male,Often,0.09225,125,1439,0.07729,0.10721
2011,3rd Quintile,female,Very seldom,0.11670,206,1595,0.10094,0.13246
2011,3rd Quintile,female,Seldom,0.30093,489,1595,0.27842,0.32345
2011,3rd Quintile,female,Sometimes,0.38301,609,1595,0.35914,0.40687
2011,3rd Quintile,female,Often,0.16148,235,1595,0.14341,0.17954
2011,3rd Quintile,female,Very often,0.03788,56,1595,0.02851,0.04726
2011,4th Quintile,male,Very seldom,0.23648,386,1633,0.21587,0.25710
2011,4th Quintile,male,Seldom,0.36962,662,1633,0.34621,0.39304
2011,4th Quintile,male,Sometimes,0.32141,487,1633,0.29875,0.34407
2011,4th Quintile,male,Often,0.06162,98,1633,0.04995,0.07329
2011,4th Quintile,female,Very seldom,0.16493,238,1625,0.14688,0.18298
2011,4th Quintile,female,Seldom,0.29024,516,1625,0.26816,0.31231
2011,4th Quintile,female,Sometimes,0.39581,616,1625,0.37202,0.41959
2011,4th Quintile,female,Often,0.11789,204,1625,0.10221,0.13358
2011,4th Quintile,female,Very often,0.03113,51,1625,0.02269,0.03958
2011,5th Quintile,male,Very seldom,0.24404,545,2029,0.22534,0.26273
2011,5th Quintile,male,Seldom,0.37928,800,2029,0.35816,0.40040
2011,5th Quintile,male,Sometimes,0.30021,569,2029,0.28026,0.32016
2011,5th Quintile,male,Often,0.06985,115,2029,0.05876,0.08094
2011,5th Quintile,female,Very seldom,0.14829,331,2035,0.13285,0.16374
2011,5th Quintile,female,Seldom,0.33556,681,2035,0.31504,0.35608
2011,5th Quintile,female,Sometimes,0.35697,751,2035,0.33614,0.37779
2011,5th Quintile,female,Often,0.12526,217,2035,0.11087,0.13964
2011,5th Quintile,female,Very often,0.03393,55,2035,0.02606,0.04180
2012,1st Quintile,male,Very seldom,0.24387,331,1259,0.22014,0.26760
2012,1st Quintile,male,Seldom,0.32704,416,1259,0.30111,0.35296
2012,1st Quintile,male,Sometimes,0.27247,344,1259,0.24787,0.29708
2012,1st Quintile,male,Often,0.12600,136,1259,0.10766,0.14434
2012,1st Quintile,male,Very often,0.03062,32,1259,0.02110,0.04014
2012,1st Quintile,female,Very seldom,0.14927,246,1770,0.13266,0.16587
2012,1st Quintile,female,Seldom,0.26038,490,1770,0.23993,0.28083
2012,1st Quintile,female,Sometimes,0.35240,632,1770,0.33014,0.37466
2012,1st Quintile,female,Often,0.18576,314,1770,0.16764,0.20389
2012,1st Quintile,female,Very often,0.05219,88,1770,0.04183,0.06256
2012,2nd Quintile,male,Very seldom,0.27987,403,1402,0.25636,0.30338
2012,2nd Quintile,male,Seldom,0.36882,553,1402,0.34355,0.39408
2012,2nd Quintile,male,Sometimes,0.25498,347,1402,0.23216,0.27781
2012,2nd Quintile,male,Often,0.07289,99,1402,0.05928,0.08650
2012,2nd Quintile,female,Very seldom,0.14589,263,1731,0.12926,0.16253
2012,2nd Quintile,female,Seldom,0.32690,583,1731,0.30479,0.34900
2012,2nd Quintile,female,Sometimes,0.34885,584,1731,0.32639,0.37131
2012,2nd Quintile,female,Often,0.12731,219,1731,0.11160,0.14302
2012,2nd Quintile,female,Very often,0.05105,82,1731,0.04068,0.06142
2012,3rd Quintile,male,Very seldom,0.25548,456,1653,0.23445,0.27651
2012,3rd Quintile,male,Seldom,0.40696,689,1653,0.38326,0.43065
2012,3rd Quintile,male,Sometimes,0.25459,408,1653,0.23359,0.27560
2012,3rd Quintile,male,Often,0.07043,100,1653,0.05809,0.08277
2012,3rd Quintile,female,Very seldom,0.16108,327,1802,0.14410,0.17805
2012,3rd Quintile,female,Seldom,0.33542,593,1802,0.31362,0.35723
2012,3rd Quintile,female,Sometimes,0.33836,617,1802,0.31651,0.36021
2012,3rd Quintile,female,Often,0.12983,208,1802,0.11431,0.14536
2012,3rd Quintile,female,Very often,0.03530,57,1802,0.02678,0.04383
2012,4th Quintile,male,Very seldom,0.25786,507,1857,0.23796,0.27777
2012,4th Quintile,male,Seldom,0.39202,756,1857,0.36981,0.41423
2012,4th Quintile,male,Sometimes,0.28044,479,1857,0.26000,0.30087
2012,4th Quintile,male,Often,0.06258,115,1857,0.05156,0.07360
2012,4th Quintile,female,Very seldom,0.20133,364,1927,0.18342,0.21924
2012,4th Quintile,female,Seldom,0.30608,666,1927,0.28550,0.32666
2012,4th Quintile,female,Sometimes,0.35643,639,1927,0.33504,0.37782
2012,4th Quintile,female,Often,0.10671,201,1927,0.09292,0.12050
2012,4th Quintile,female,Very often,0.02945,57,1927,0.02190,0.03700
2012,5th Quintile,male,Very seldom,0.29238,695,2247,0.27357,0.31120
2012,5th Quintile,male,Seldom,0.41766,936,2247,0.39726,0.43805
2012,5th Quintile,male,Sometimes,0.22838,513,2247,0.21102,0.24574
2012,5th Quintile,male,Often,0.05343,103,2247,0.04412,0.06273
2012,5th Quintile,female,Very seldom,0.20974,467,2253,0.19292,0.22655
2012,5th Quintile,female,Seldom,0.35607,813,2253,0.33629,0.37585
2012,5th Quintile,female,Sometimes,0.30108,714,2253,0.28214,0.32003
2012,5th Quintile,female,Often,0.11111,212,2253,0.09813,0.12408
2012,5th Quintile,female,Very often,0.02201,47,2253,0.01595,0.02807
2013,1st Quintile,male,Very seldom,0.24824,528,1990,0.22926,0.26723
2013,1st Quintile,male,Seldom,0.32453,689,1990,0.30396,0.34511
2013,1st Quintile,male,Sometimes,0.27740,551,1990,0.25772,0.29707
2013,1st Quintile,male,Often,0.11699,179,1990,0.10287,0.13112
2013,1st Quintile,male,Very often,0.03283,43,1990,0.02500,0.04067
2013,1st Quintile,female,Very seldom,0.12307,403,3158,0.11161,0.13453
2013,1st Quintile,female,Seldom,0.25764,925,3158,0.24238,0.27289
2013,1st Quintile,female,Sometimes,0.36985,1076,3158,0.35301,0.38669
2013,1st Quintile,female,Often,0.18291,548,3158,0.16943,0.19640
2013,1st Quintile,female,Very often,0.06653,206,3158,0.05784,0.07523
2013,2nd Quintile,male,Very seldom,0.25066,612,2256,0.23277,0.26854
2013,2nd Quintile,male,Seldom,0.37919,892,2256,0.35916,0.39921
2013,2nd Quintile,male,Sometimes,0.27979,573,2256,0.26126,0.29832
2013,2nd Quintile,male,Often,0.07422,144,2256,0.06340,0.08504
2013,2nd Quintile,male,Very often,0.01615,35,2256,0.01094,0.02135
2013,2nd Quintile,female,Very seldom,0.16279,474,2964,0.14950,0.17608
2013,2nd Quintile,female,Seldom,0.31834,1011,2964,0.30157,0.33511
2013,2nd Quintile,female,Sometimes,0.35034,986,2964,0.33316,0.36751
2013,2nd Quintile,female,Often,0.12820,372,2964,0.11616,0.14024
2013,2nd Quintile,female,Very often,0.04033,121,2964,0.03325,0.04742
2013,3rd Quintile,male,Very seldom,0.27839,638,2250,0.25987,0.29692
2013,3rd Quintile,male,Seldom,0.39482,930,2250,0.37462,0.41502
2013,3rd Quintile,male,Sometimes,0.24260,543,2250,0.22489,0.26032
2013,3rd Quintile,male,Often,0.07367,139,2250,0.06287,0.08447
2013,3rd Quintile,female,Very seldom,0.13954,403,2623,0.12627,0.15280
2013,3rd Quintile,female,Seldom,0.34494,924,2623,0.32674,0.36313
2013,3rd Quintile,female,Sometimes,0.34715,895,2623,0.32893,0.36538
2013,3rd Quintile,female,Often,0.13567,312,2623,0.12256,0.14878
2013,3rd Quintile,female,Very often,0.03270,89,2623,0.02589,0.03950
2013,4th Quintile,male,Very seldom,0.31167,698,2326,0.29284,0.33049
2013,4th Quintile,male,Seldom,0.38322,921,2326,0.36346,0.40298
2013,4th Quintile,male,Sometimes,0.22378,545,2326,0.20684,0.24072
2013,4th Quintile,male,Often,0.06734,131,2326,0.05715,0.07752
2013,4th Quintile,male,Very often,0.01399,31,2326,0.00922,0.01877
2013,4th Quintile,female,Very seldom,0.19103,443,2526,0.17570,0.20637
2013,4th Quintile,female,Seldom,0.33735,895,2526,0.31891,0.35579
2013,4th Quintile,female,Sometimes,0.34179,871,2526,0.32329,0.36030
2013,4th Quintile,female,Often,0.10098,241,2526,0.08923,0.11273
2013,4th Quintile,female,Very often,0.02885,76,2526,0.02232,0.03537
2013,5th Quintile,male,Very seldom,0.29904,850,2717,0.28182,0.31626
2013,5th Quintile,male,Seldom,0.39213,1127,2717,0.37376,0.41049
2013,5th Quintile,male,Sometimes,0.25477,601,2717,0.23838,0.27115
2013,5th Quintile,male,Often,0.04639,139,2717,0.03848,0.05430
2013,5th Quintile,female,Very seldom,0.20132,572,2758,0.18635,0.21629
2013,5th Quintile,female,Seldom,0.35276,1003,2758,0.33493,0.37060
2013,5th Quintile,female,Sometimes,0.33063,878,2758,0.31307,0.34819
2013,5th Quintile,female,Often,0.08840,246,2758,0.07780,0.09899
2013,5th Quintile,female,Very often,0.02689,59,2758,0.02085,0.03293
2014,1st Quintile,male,Very seldom,0.26870,644,2378,0.25088,0.28652
2014,1st Quintile,male,Seldom,0.32297,785,2378,0.30417,0.34176
2014,1st Quintile,male,Sometimes,0.27693,678,2378,0.25894,0.29492
2014,1st Quintile,male,Often,0.10357,217,2378,0.09132,0.11582
2014,1st Quintile,male,Very often,0.02783,54,2378,0.02121,0.03444
2014,1st Quintile,female,Very seldom,0.13192,474,3423,0.12058,0.14326
2014,1st Quintile,female,Seldom,0.26953,987,3423,0.25466,0.28440
2014,1st Quintile,female,Sometimes,0.36670,1187,3423,0.35055,0.38285
2014,1st Quintile,female,Often,0.16405,539,3423,0.15164,0.17646
2014,1st Quintile,female,Very often,0.06780,236,3423,0.05937,0.07622
2014,2nd Quintile,male,Very seldom,0.28718,741,2451,0.26927,0.30510
2014,2nd Quintile,male,Seldom,0.36742,924,2451,0.34833,0.38651
2014,2nd Quintile,male,Sometimes,0.25031,567,2451,0.23316,0.26746
2014,2nd Quintile,male,Often,0.07455,170,2451,0.06414,0.08495
2014,2nd Quintile,male,Very often,0.02055,49,2451,0.01493,0.02617
2014,2nd Quintile,female,Very seldom,0.15740,511,3049,0.14447,0.17033
2014,2nd Quintile,female,Seldom,0.32824,1003,3049,0.31157,0.34491
2014,2nd Quintile,female,Sometimes,0.32629,1010,3049,0.30965,0.34294
2014,2nd Quintile,female,Often,0.13678,386,3049,0.12458,0.14898
2014,2nd Quintile,female,Very often,0.05128,139,3049,0.04345,0.05911
2014,3rd Quintile,male,Very seldom,0.27976,716,2378,0.26171,0.29780
2014,3rd Quintile,male,Seldom,0.38479,923,2378,0.36523,0.40435
2014,3rd Quintile,male,Sometimes,0.25123,563,2378,0.23380,0.26867
2014,3rd Quintile,male,Often,0.06964,142,2378,0.05940,0.07987
2014,3rd Quintile,male,Very often,0.01458,34,2378,0.00976,0.01940
2014,3rd Quintile,female,Very seldom,0.16297,456,2774,0.14922,0.17671
2014,3rd Quintile,female,Seldom,0.32476,941,2774,0.30733,0.34219
2014,3rd Quintile,female,Sometimes,0.35558,959,2774,0.33776,0.37340
2014,3rd Quintile,female,Often,0.11300,309,2774,0.10122,0.12478
2014,3rd Quintile,female,Very often,0.04369,109,2774,0.03609,0.05130
2014,4th Quintile,male,Very seldom,0.30429,766,2452,0.28608,0.32251
2014,4th Quintile,male,Seldom,0.39629,982,2452,0.37693,0.41565
2014,4th Quintile,male,Sometimes,0.24224,567,2452,0.22528,0.25920
2014,4th Quintile,male,Often,0.05237,137,2452,0.04355,0.06118
2014,4th Quintile,female,Very seldom,0.18805,497,2682,0.17325,0.20284
2014,4th Quintile,female,Seldom,0.33675,932,2682,0.31886,0.35464
2014,4th Quintile,female,Sometimes,0.32184,866,2682,0.30416,0.33953
2014,4th Quintile,female,Often,0.12738,308,2682,0.11476,0.14000
2014,4th Quintile,female,Very often,0.02599,79,2682,0.01997,0.03201
2014,5th Quintile,male,Very seldom,0.32388,876,2693,0.30620,0.34156
2014,5th Quintile,male,Seldom,0.39098,1096,2693,0.37255,0.40941
2014,5th Quintile,male,Sometimes,0.24430,607,2693,0.22807,0.26053
2014,5th Quintile,male,Often,0.03521,114,2693,0.02825,0.04217
2014,5th Quintile,female,Very seldom,0.21204,552,2676,0.19655,0.22753
