year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,4449,1123.04924,1104.91505,1141.18344,818.00000,1023.00000,1329.00000,51.50000,2095.50000,1023.00000,1023.00000,1023.00000
1984,female,2666,582.02702,568.82703,595.22700,307.00000,542.06320,782.00000,0.00000,1494.50000,542.00000,511.00000,562.00000
1985,male,3981,1131.58789,1110.62350,1152.55228,818.00000,1023.00000,1365.00000,0.00000,2185.50000,1023.00000,1023.00000,1023.00000
1985,female,2506,594.90604,580.87140,608.94068,307.00000,562.00000,818.00000,0.00000,1584.50000,562.00000,537.00000,590.17500
1986,male,3848,1168.05088,1146.84456,1189.25720,854.00000,1048.00000,1406.00000,26.00000,2234.00000,1048.00000,1023.00000,1074.00000
1986,female,2424,634.26923,617.41443,651.12402,323.25510,605.14930,852.59631,0.00000,1646.60811,605.00000,562.00000,614.00000
1987,male,3816,1192.02871,1172.06568,1211.99173,869.00000,1074.00000,1432.00000,24.50000,2276.50000,1074.00000,1074.00000,1117.17500
1987,female,2448,636.81363,621.78176,651.84550,329.67654,614.00000,869.00000,0.00000,1677.98519,614.00000,562.00000,621.12500
1988,male,3613,1233.98229,1213.61758,1254.34700,920.00000,1125.00000,1493.00000,60.50000,2352.50000,1125.00000,1099.00000,1125.00000
1988,female,2350,667.07983,648.30556,685.85410,317.00000,631.00000,900.10350,0.00000,1774.75874,631.00000,614.00000,665.00000
1989,male,3524,1288.30909,1265.59670,1311.02147,920.00000,1176.00000,1534.00000,0.00000,2455.00000,1176.00000,1137.92500,1176.00000
1989,female,2333,705.51481,688.26137,722.76826,367.00000,665.00000,941.00000,0.00000,1802.00000,665.00000,646.95000,716.00000
1990,male,5224,1177.81086,1157.92155,1197.70016,624.00000,1083.20133,1508.00000,0.00000,2834.00000,1083.00000,1074.00000,1125.00000
1990,female,3951,654.50630,641.06946,667.94313,345.00000,562.00000,895.00000,0.00000,1720.00000,562.00000,537.97500,568.07500
1991,male,4985,1264.19997,1243.59466,1284.80528,762.10029,1176.00000,1585.00000,0.00000,2819.34956,1176.00000,1150.00000,1176.00000
1991,female,3711,703.94870,689.67317,718.22424,383.00000,614.00000,945.25237,0.00000,1788.63093,614.00000,593.97500,644.02500
1992,male,4688,1365.47349,1344.74169,1386.20530,920.00000,1278.00000,1687.00000,0.00000,2837.50000,1278.00000,1227.00000,1278.00000
1992,female,3429,786.11975,770.79463,801.44488,460.00000,726.00000,1023.00000,0.00000,1867.50000,726.00000,716.00000,767.00000
1993,male,4518,1491.05681,1465.10118,1517.01244,1023.00000,1329.00000,1790.00000,0.00000,2940.50000,1329.00000,1318.75000,1380.00000
1993,female,3368,850.43815,833.72290,867.15339,491.00000,818.00000,1125.00000,0.00000,2076.00000,818.00000,767.00000,848.00000
1994,male,4316,1527.00142,1501.85784,1552.14500,1058.00000,1380.00000,1841.00000,0.00000,3015.50000,1380.00000,1330.95000,1381.15000
1994,female,3240,885.59009,867.94626,903.23392,511.00000,869.00000,1128.90211,0.00000,2055.75526,869.00000,818.00000,890.12500
1995,male,4479,1556.92656,1528.97156,1584.88157,1063.00000,1406.00000,1871.00000,0.00000,3083.00000,1406.00000,1380.00000,1432.00000
1995,female,3374,886.59711,868.66910,904.52513,511.00000,869.00000,1166.00000,0.00000,2148.50000,869.00000,818.00000,895.00000
1996,male,4332,1600.65240,1573.85539,1627.44941,1099.00000,1432.00000,1917.00000,20.00000,3144.00000,1432.00000,1414.90000,1447.25000
1996,female,3298,922.74189,904.03255,941.45124,511.00000,920.00000,1206.59519,26.00000,2249.98796,920.00000,869.00000,924.07500
1997,male,4197,1610.86583,1583.75958,1637.97207,1074.00000,1457.00000,1943.00000,19.00000,3246.50000,1457.00000,1432.00000,1483.00000
1997,female,3200,927.62207,908.60809,946.63605,504.22085,920.00000,1227.00000,24.00000,2311.16872,920.00000,869.00000,920.00000
1998,male,4614,1599.30271,1573.90994,1624.69549,1074.00000,1457.00000,1950.90125,0.00000,3266.25312,1457.00000,1432.00000,1483.00000
1998,female,3515,940.12590,921.90555,958.34624,511.00000,920.00000,1227.00000,0.00000,2301.00000,920.00000,894.92500,950.20000
1999,male,4512,1633.83999,1605.18618,1662.49380,1074.00000,1483.00000,2027.45715,0.00000,3457.64288,1483.00000,1432.00000,1508.42500
1999,female,3546,939.26987,920.71801,957.82173,491.82840,920.00000,1278.00000,0.00000,2457.25741,920.00000,886.95000,946.00000
2000,male,7671,1678.82235,1656.61657,1701.02814,1125.00000,1534.00000,2045.00000,0.00000,3425.00000,1534.00000,1502.50000,1534.00000
2000,female,6112,931.47341,916.41242,946.53439,461.42585,869.00000,1278.00000,0.00000,2502.86123,869.00000,869.00000,920.00000
2001,male,6902,1693.90327,1670.26997,1717.53658,1125.00000,1534.00000,2045.00000,0.00000,3425.00000,1534.00000,1534.00000,1534.00000
2001,female,5672,969.48213,953.60910,985.35517,486.00000,920.00000,1329.00000,0.00000,2593.50000,920.00000,878.95000,920.00000
2002,male,7313,1762.86316,1733.87375,1791.85257,1140.00000,1600.00000,2100.00000,0.00000,3540.00000,1600.00000,1570.00000,1600.00000
2002,female,6142,985.60646,961.30372,1009.90919,450.00000,900.00000,1343.22151,0.00000,2683.05378,900.00000,870.00000,920.20000
2003,male,6855,1787.79059,1758.24402,1817.33717,1178.06027,1600.00000,2171.45856,0.00000,3661.55599,1600.00000,1600.00000,1620.12500
2003,female,5896,998.70419,980.40326,1017.00511,450.19519,900.00000,1388.00000,0.00000,2794.70721,900.00000,893.97500,940.10000
2004,male,6616,1823.14726,1792.09322,1854.20130,1178.00000,1626.75315,2200.00000,0.00000,3733.00000,1627.00000,1600.00000,1680.00000
2004,female,5750,1007.44432,988.80770,1026.08093,460.00000,920.00000,1390.00000,0.00000,2785.00000,920.00000,900.00000,963.00000
2005,male,6206,1813.50190,1783.39743,1843.60637,1200.00000,1700.00000,2200.00000,0.00000,3700.00000,1700.00000,1649.90000,1700.00000
2005,female,5511,1034.51512,1014.53111,1054.49913,452.00000,920.00000,1400.00000,0.00000,2822.00000,920.00000,900.00000,950.00000
2006,male,6508,1834.17074,1797.33561,1871.00587,1150.00000,1650.00000,2200.00000,0.00000,3775.00000,1650.00000,1605.97500,1700.00000
2006,female,5854,1041.00873,1021.60974,1060.40772,450.00000,930.00000,1400.00000,0.00000,2825.00000,930.00000,900.00000,969.15000
2007,male,6184,1849.49645,1817.30833,1881.68456,1197.06144,1700.00000,2222.74748,0.00000,3761.27653,1700.00000,1650.00000,1700.00000
