year,pgisced97,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,West,,,,,,,,,,,,
1984,Primary Level,West,581,710.83261,683.45526,738.20996,511.00000,716.00000,920.00000,0.00000,1533.50000,716.00000,690.00000,767.00000
1984,Lower Secondary Level,West,1631,559.41675,542.69424,576.13926,245.65662,511.00000,818.00000,0.00000,1676.51507,511.00000,460.00000,537.00000
1984,Upper Secondary Level,West,3579,908.75320,891.39397,926.11242,614.00000,869.00000,1125.00000,0.00000,1891.50000,869.00000,869.00000,895.00000
1984,Post-secondary Non-tertiary Level,West,210,1030.58081,942.89238,1118.26925,690.00000,901.07464,1227.00000,51.00000,2032.50000,903.00000,805.00000,1007.07500
1984,First Stage of Tertiary Education,West,454,1122.90238,1067.79532,1178.00943,771.29058,1062.48878,1480.76081,0.00000,2544.96614,1059.00000,1023.00000,1115.22500
1984,Second Stage of Tertiary Education,West,620,1516.97424,1457.78923,1576.15924,1023.00000,1483.00000,1943.00000,0.00000,3323.00000,1483.00000,1380.00000,1534.00000
1985,Pre-primary Level,West,,,,,,,,,,,,
1985,Primary Level,West,461,703.44757,672.76731,734.12783,511.00000,716.00000,918.05458,31.00000,1528.63644,716.00000,665.00000,767.00000
1985,Lower Secondary Level,West,1481,563.98869,543.64089,584.33649,244.11101,511.00000,818.00000,0.00000,1678.83349,511.00000,460.00000,537.32500
1985,Upper Secondary Level,West,3272,913.13786,892.64086,933.63487,614.00000,879.00000,1125.00000,0.00000,1891.50000,879.00000,869.00000,904.00000
1985,Post-secondary Non-tertiary Level,West,187,964.73318,878.77638,1050.68998,697.28920,891.49414,1100.08480,102.00000,1704.27818,892.00000,858.62500,971.90000
1985,First Stage of Tertiary Education,West,427,1121.64932,1069.21880,1174.07984,791.80861,1074.00000,1483.00000,0.00000,2519.78709,1074.00000,1023.00000,1125.00000
1985,Second Stage of Tertiary Education,West,591,1506.99484,1447.54506,1566.44461,971.00000,1432.00000,1994.00000,60.00000,3528.50000,1432.00000,1380.00000,1534.00000
1986,Pre-primary Level,West,,,,,,,,,,,,
1986,Primary Level,West,429,730.23163,693.81729,766.64597,511.00000,767.00000,920.00000,31.00000,1533.50000,767.00000,665.00000,818.00000
1986,Lower Secondary Level,West,1438,593.95947,575.16841,612.75054,256.00000,557.00000,869.00000,0.00000,1788.50000,557.00000,511.00000,588.00000
1986,Upper Secondary Level,West,3160,939.32753,918.13061,960.52445,619.56649,920.00000,1133.77972,0.00000,1905.09956,920.00000,910.00000,920.00000
1986,Post-secondary Non-tertiary Level,West,189,1014.13694,934.79527,1093.47861,734.76035,971.00000,1275.21514,15.00000,2085.89733,971.00000,869.00000,1023.00000
1986,First Stage of Tertiary Education,West,394,1154.30295,1098.97941,1209.62649,779.77778,1085.35370,1483.00000,58.00000,2537.83333,1080.00000,1023.00000,1135.00000
1986,Second Stage of Tertiary Education,West,585,1622.87985,1562.08319,1683.67650,1082.96584,1534.00000,2045.00000,0.00000,3488.05124,1534.00000,1483.00000,1636.00000
1987,Pre-primary Level,West,,,,,,,,,,,,
1987,Primary Level,West,411,741.94703,703.43732,780.45674,511.00000,767.00000,920.03668,41.00000,1533.59171,767.00000,716.00000,818.00000
1987,Lower Secondary Level,West,1430,610.55967,591.07257,630.04677,275.36416,562.00000,869.00000,0.00000,1759.45377,562.00000,511.00000,614.00000
1987,Upper Secondary Level,West,3188,955.31186,937.53374,973.08998,639.00000,920.00000,1176.00000,0.00000,1981.50000,920.00000,920.00000,941.00000
1987,Post-secondary Non-tertiary Level,West,188,947.22899,865.91331,1028.54467,603.16500,920.00000,1227.00000,36.00000,2162.75250,920.00000,818.00000,1023.00000
1987,First Stage of Tertiary Education,West,377,1171.63869,1115.38845,1227.88892,818.00000,1125.00000,1534.00000,46.00000,2608.00000,1125.00000,1033.72500,1176.00000
1987,Second Stage of Tertiary Education,West,581,1645.86316,1577.66385,1714.06247,1074.00000,1585.00000,2142.90443,36.00000,3746.26107,1585.00000,1533.97500,1672.00000
1988,Pre-primary Level,West,,,,,,,,,,,,
1988,Primary Level,West,365,764.98277,729.05255,800.91300,562.00000,818.00000,1010.43368,0.00000,1683.08420,818.00000,767.00000,869.00000
1988,Lower Secondary Level,West,1395,650.26427,623.92855,676.60000,272.25165,614.00000,920.00000,0.00000,1891.62253,614.00000,543.82500,665.00000
1988,Upper Secondary Level,West,2998,982.24067,964.15803,1000.32332,684.00000,971.00000,1227.00000,0.00000,2041.50000,971.00000,947.95000,982.12500
1988,Post-secondary Non-tertiary Level,West,181,937.71552,857.20489,1018.22616,612.00256,920.00000,1176.00000,0.00000,2021.99615,920.00000,802.00000,997.12500
1988,First Stage of Tertiary Education,West,370,1223.28292,1155.24287,1291.32298,842.58765,1176.00000,1541.51684,0.00000,2589.91063,1176.00000,1074.00000,1278.00000
1988,Second Stage of Tertiary Education,West,555,1679.18307,1609.81007,1748.55608,1096.92630,1586.86306,2160.00900,0.00000,3754.63306,1586.00000,1534.00000,1733.12500
1989,Pre-primary Level,West,,,,,,,,,,,,
1989,Primary Level,West,340,815.36629,775.43885,855.29372,582.95454,818.00000,1023.00000,0.00000,1683.06819,818.00000,767.00000,920.00000
1989,Lower Secondary Level,West,1348,662.86542,641.24916,684.48168,286.00000,639.00000,971.00000,0.00000,1998.50000,639.00000,614.00000,690.00000
1989,Upper Secondary Level,West,2972,1022.98872,1003.76638,1042.21106,716.00000,997.00000,1278.00000,0.00000,2121.00000,997.00000,971.00000,1023.00000
1989,Post-secondary Non-tertiary Level,West,187,1030.97271,955.22238,1106.72304,758.67461,1006.48214,1278.00000,179.00000,2056.98808,1007.00000,868.82500,1074.00000
1989,First Stage of Tertiary Education,West,356,1237.93572,1174.06696,1301.80449,869.00000,1136.43123,1585.00000,0.00000,2659.00000,1141.00000,1074.00000,1278.00000
1989,Second Stage of Tertiary Education,West,554,1789.38459,1708.56142,1870.20776,1176.00000,1665.43529,2250.00000,0.00000,3861.00000,1665.00000,1534.00000,1790.00000
1990,Pre-primary Level,West,,,,,,,,,,,,
1990,Pre-primary Level,East,,,,,,,,,,,,
1990,Primary Level,West,340,848.76232,808.99692,888.52773,614.00000,908.38401,1074.00000,0.00000,1764.00000,910.00000,844.00000,920.00000
1990,Primary Level,East,,,,,,,,,,,,
1990,Lower Secondary Level,West,1299,722.42913,696.25067,748.60759,307.00000,691.67103,1023.00000,0.00000,2097.00000,694.00000,614.00000,767.00000
1990,Lower Secondary Level,East,260,250.02042,230.00875,270.03210,117.18810,230.99988,355.99793,38.00000,714.21268,232.00000,179.97500,262.00000
1990,Upper Secondary Level,West,2919,1070.87989,1049.81548,1091.94430,730.95729,1047.10611,1329.00000,0.00000,2226.06407,1047.00000,1023.00000,1074.00000
1990,Upper Secondary Level,East,2022,443.84509,437.20241,450.48778,353.00000,437.00000,524.00000,96.50000,780.50000,437.00000,435.00000,448.02500
1990,Post-secondary Non-tertiary Level,West,185,1037.65518,966.69140,1108.61896,763.07017,969.56354,1307.68215,51.00000,2124.60012,971.00000,920.00000,1074.15000
1990,Post-secondary Non-tertiary Level,East,65,477.12441,437.51187,516.73696,378.92969,493.76328,562.00000,138.00000,836.60547,495.00000,424.00000,537.00000
1990,First Stage of Tertiary Education,West,350,1315.33804,1243.79688,1386.87919,895.00000,1248.53733,1737.84319,102.00000,3002.10796,1253.00000,1134.82500,1329.00000
1990,First Stage of Tertiary Education,East,220,562.90387,536.02129,589.78645,442.83288,537.00000,634.99632,154.58771,923.24149,537.00000,511.00000,562.00000
1990,Second Stage of Tertiary Education,West,548,1855.14559,1772.63859,1937.65258,1227.00000,1763.79045,2301.00000,0.00000,3912.00000,1764.00000,1682.20000,1841.00000
1990,Second Stage of Tertiary Education,East,852,601.36609,587.26773,615.46445,481.00000,588.00000,685.00000,175.00000,991.00000,588.00000,574.95000,598.00000
1991,Pre-primary Level,West,,,,,,,,,,,,
1991,Pre-primary Level,East,,,,,,,,,,,,
1991,Primary Level,West,345,895.15508,853.38504,936.92512,665.00000,920.00000,1125.00000,153.00000,1815.00000,920.00000,838.47500,971.00000
1991,Primary Level,East,,,,,,,,,,,,
1991,Lower Secondary Level,West,1294,739.45373,714.16583,764.74162,318.93396,711.94048,1048.00000,0.00000,2141.59905,713.00000,627.00000,752.37500
1991,Lower Secondary Level,East,170,346.00462,314.06796,377.94129,171.77870,322.95529,468.57183,61.00000,913.76152,323.00000,256.00000,358.00000
1991,Upper Secondary Level,West,2965,1109.35597,1087.64444,1131.06750,717.00000,1074.00000,1380.00000,0.00000,2374.50000,1074.00000,1064.97500,1125.00000
1991,Upper Secondary Level,East,1635,547.37093,536.25844,558.48341,414.00799,522.00000,634.89614,82.67576,966.22837,522.00000,511.00000,537.00000
1991,Post-secondary Non-tertiary Level,West,215,1069.51480,1002.88853,1136.14108,767.00000,1043.00000,1367.61479,102.00000,2268.53696,1043.00000,978.00000,1125.00000
1991,Post-secondary Non-tertiary Level,East,54,618.65138,548.99526,688.30751,454.27008,576.82803,724.89948,153.00000,1130.84357,565.00000,529.52500,639.00000
