year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,581,710.83261,683.45526,738.20996,511.00000,716.00000,920.00000,0.00000,1533.50000,716.00000,690.00000,767.00000
1984,Lower Secondary Level,1631,559.41675,542.69424,576.13926,245.65662,511.00000,818.00000,0.00000,1676.51507,511.00000,460.00000,537.00000
1984,Upper Secondary Level,3579,908.75320,891.39397,926.11242,614.00000,869.00000,1125.00000,0.00000,1891.50000,869.00000,869.00000,895.00000
1984,Post-secondary Non-tertiary Level,210,1030.58081,942.89238,1118.26925,690.00000,901.07464,1227.00000,51.00000,2032.50000,903.00000,844.00000,1007.07500
1984,First Stage of Tertiary Education,454,1122.90238,1067.79532,1178.00943,771.29058,1062.48878,1480.76081,0.00000,2544.96614,1059.00000,1023.00000,1124.00000
1984,Second Stage of Tertiary Education,620,1516.97424,1457.78923,1576.15924,1023.00000,1483.00000,1943.00000,0.00000,3323.00000,1483.00000,1391.70000,1534.00000
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,461,703.44757,672.76731,734.12783,511.00000,716.00000,918.05458,31.00000,1528.63644,716.00000,665.00000,767.00000
1985,Lower Secondary Level,1481,563.98869,543.64089,584.33649,244.11101,511.00000,818.00000,0.00000,1678.83349,511.00000,460.00000,537.32500
1985,Upper Secondary Level,3272,913.13786,892.64086,933.63487,614.00000,879.00000,1125.00000,0.00000,1891.50000,879.00000,869.00000,904.00000
1985,Post-secondary Non-tertiary Level,187,964.73318,878.77638,1050.68998,697.28920,891.49414,1100.08480,102.00000,1704.27818,892.00000,858.62500,971.90000
1985,First Stage of Tertiary Education,427,1121.64932,1069.21880,1174.07984,791.80861,1074.00000,1483.00000,0.00000,2519.78709,1074.00000,1023.00000,1125.00000
1985,Second Stage of Tertiary Education,591,1506.99484,1447.54506,1566.44461,971.00000,1432.00000,1994.00000,60.00000,3528.50000,1432.00000,1403.00000,1534.00000
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,429,730.23163,693.81729,766.64597,511.00000,767.00000,920.00000,31.00000,1533.50000,767.00000,665.00000,818.00000
1986,Lower Secondary Level,1438,593.95947,575.16841,612.75054,256.00000,557.00000,869.00000,0.00000,1788.50000,557.00000,511.00000,588.00000
1986,Upper Secondary Level,3160,939.32753,918.13061,960.52445,619.56649,920.00000,1133.77972,0.00000,1905.09956,920.00000,919.00000,920.00000
1986,Post-secondary Non-tertiary Level,189,1014.13694,934.79527,1093.47861,734.76035,971.00000,1275.21514,15.00000,2085.89733,971.00000,844.00000,1023.00000
1986,First Stage of Tertiary Education,394,1154.30295,1098.97941,1209.62649,779.77778,1085.35370,1483.00000,58.00000,2537.83333,1080.00000,1023.00000,1125.00000
1986,Second Stage of Tertiary Education,585,1622.87985,1562.08319,1683.67650,1082.96584,1534.00000,2045.00000,0.00000,3488.05124,1534.00000,1483.00000,1662.00000
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,411,741.94703,703.43732,780.45674,511.00000,767.00000,920.03668,41.00000,1533.59171,767.00000,715.75000,818.00000
1987,Lower Secondary Level,1430,610.55967,591.07257,630.04677,275.36416,562.00000,869.00000,0.00000,1759.45377,562.00000,511.00000,614.00000
1987,Upper Secondary Level,3188,955.31186,937.53374,973.08998,639.00000,920.00000,1176.00000,0.00000,1981.50000,920.00000,920.00000,943.07500
1987,Post-secondary Non-tertiary Level,188,947.22899,865.91331,1028.54467,603.16500,920.00000,1227.00000,36.00000,2162.75250,920.00000,818.00000,1023.00000
1987,First Stage of Tertiary Education,377,1171.63869,1115.38845,1227.88892,818.00000,1125.00000,1534.00000,46.00000,2608.00000,1125.00000,1048.00000,1202.00000
1987,Second Stage of Tertiary Education,581,1645.86316,1577.66385,1714.06247,1074.00000,1585.00000,2142.90443,36.00000,3746.26107,1585.00000,1534.00000,1673.00000
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,365,764.98277,729.05255,800.91300,562.00000,818.00000,1010.43368,0.00000,1683.08420,818.00000,767.00000,869.00000
1988,Lower Secondary Level,1395,650.26427,623.92855,676.60000,272.25165,614.00000,920.00000,0.00000,1891.62253,614.00000,543.82500,665.00000
1988,Upper Secondary Level,2998,982.24067,964.15803,1000.32332,684.00000,971.00000,1227.00000,0.00000,2041.50000,971.00000,947.95000,982.12500
1988,Post-secondary Non-tertiary Level,181,937.71552,857.20489,1018.22616,612.00256,920.00000,1176.00000,0.00000,2021.99615,920.00000,818.00000,1023.00000
1988,First Stage of Tertiary Education,370,1223.28292,1155.24287,1291.32298,842.58765,1176.00000,1541.51684,0.00000,2589.91063,1176.00000,1074.00000,1273.12500
1988,Second Stage of Tertiary Education,555,1679.18307,1609.81007,1748.55608,1096.92630,1586.86306,2160.00900,0.00000,3754.63306,1586.00000,1534.00000,1738.00000
1989,Pre-primary Level,,,,,,,,,,,,
1989,Primary Level,340,815.36629,775.43885,855.29372,582.95454,818.00000,1023.00000,0.00000,1683.06819,818.00000,767.00000,920.00000
1989,Lower Secondary Level,1348,662.86542,641.24916,684.48168,286.00000,639.00000,971.00000,0.00000,1998.50000,639.00000,614.00000,690.00000
1989,Upper Secondary Level,2972,1022.98872,1003.76638,1042.21106,716.00000,997.00000,1278.00000,0.00000,2121.00000,997.00000,971.00000,1023.00000
