"hlf0632","year","hhtyp","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","2017","1-Pers.- Haushalt","Städtischer Raum","239","0.390420920230747","0.352051621804315","0.428790218657179"
"0","2017","1-Pers.- Haushalt","Ländlicher Raum","119","0.333786029176073","0.286803807037237","0.380768251314909"
"0","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","620","0.404547454649451","0.379483186272547","0.429611723026355"
"0","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","324","0.292388971787718","0.264624043965597","0.320153899609839"
"0","2017","Alleinerziehende","Städtischer Raum","49","0.238188255435823","0.183136879679668","0.293239631191977"
"0","2017","Alleinerziehende","Ländlicher Raum","27","","",""
"0","2017","Paar mit Kind(ern)","Städtischer Raum","468","0.285980731607936","0.26502951885222","0.306931944363653"
"0","2017","Paar mit Kind(ern)","Ländlicher Raum","237","0.213387409402175","0.189677427400969","0.237097391403381"
"0","2017","Sonstige","Städtischer Raum","20","","",""
"0","2017","Sonstige","Ländlicher Raum","16","","",""
"1","2017","1-Pers.- Haushalt","Städtischer Raum","58","0.100581967321325","0.0769258672234117","0.124238067419238"
"1","2017","1-Pers.- Haushalt","Ländlicher Raum","28","","",""
"1","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","112","0.0874341160767703","0.0730090007523168","0.101859231401224"
"1","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","99","0.0926962748255322","0.0749941154624713","0.110398434188593"
"1","2017","Alleinerziehende","Städtischer Raum","14","","",""
"1","2017","Alleinerziehende","Ländlicher Raum","7","","",""
"1","2017","Paar mit Kind(ern)","Städtischer Raum","127","0.0596283567795582","0.0486493766840132","0.0706073368751033"
"1","2017","Paar mit Kind(ern)","Ländlicher Raum","88","0.0720980322456873","0.0571295028068013","0.0870665616845732"
"1","2017","Sonstige","Städtischer Raum","7","","",""
"1","2017","Sonstige","Ländlicher Raum","3","","",""
"2","2017","1-Pers.- Haushalt","Städtischer Raum","78","0.14191602161529","0.11446977878251","0.16936226444807"
"2","2017","1-Pers.- Haushalt","Ländlicher Raum","43","0.111450630288825","0.0800979513961494","0.142803309181501"
"2","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","172","0.103154787462678","0.0876219728466269","0.11868760207873"
"2","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","122","0.113094190844899","0.093762152095646","0.132426229594153"
"2","2017","Alleinerziehende","Städtischer Raum","26","","",""
"2","2017","Alleinerziehende","Ländlicher Raum","20","","",""
"2","2017","Paar mit Kind(ern)","Städtischer Raum","217","0.118508459407648","0.103523017121834","0.133493901693462"
"2","2017","Paar mit Kind(ern)","Ländlicher Raum","119","0.0745755362786481","0.0593723343935094","0.0897787381637867"
"2","2017","Sonstige","Städtischer Raum","18","","",""
"2","2017","Sonstige","Ländlicher Raum","8","","",""
"3","2017","1-Pers.- Haushalt","Städtischer Raum","45","0.0612114778940138","0.0423575166880914","0.0800654390999362"
"3","2017","1-Pers.- Haushalt","Ländlicher Raum","39","0.104271665404929","0.0738233044225361","0.134720026387323"
"3","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","133","0.0843520811904978","0.0701595821007815","0.0985445802802142"
"3","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","121","0.118561714111983","0.0988289943428704","0.138294433881095"
"3","2017","Alleinerziehende","Städtischer Raum","25","","",""
"3","2017","Alleinerziehende","Ländlicher Raum","16","","",""
"3","2017","Paar mit Kind(ern)","Städtischer Raum","177","0.08725707611774","0.0741724782400146","0.100341673995465"
"3","2017","Paar mit Kind(ern)","Ländlicher Raum","140","0.110660451913161","0.0925054455904744","0.128815458235849"
"3","2017","Sonstige","Städtischer Raum","10","","",""
"3","2017","Sonstige","Ländlicher Raum","4","","",""
"4","2017","1-Pers.- Haushalt","Städtischer Raum","33","0.0528292631461574","0.035235704074373","0.0704228222179418"
"4","2017","1-Pers.- Haushalt","Ländlicher Raum","23","","",""
"4","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","96","0.0701420981798147","0.0571000924384756","0.0831841039211539"
"4","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","65","0.0720174522433279","0.0562374326047083","0.0877974718819474"
"4","2017","Alleinerziehende","Städtischer Raum","12","","",""
"4","2017","Alleinerziehende","Ländlicher Raum","13","","",""
"4","2017","Paar mit Kind(ern)","Städtischer Raum","124","0.0668493926575551","0.0552693430657299","0.0784294422493804"
"4","2017","Paar mit Kind(ern)","Ländlicher Raum","84","0.0823858190964134","0.0664738959572143","0.0982977422356125"
"4","2017","Sonstige","Städtischer Raum","3","","",""
"4","2017","Sonstige","Ländlicher Raum","4","","",""
"5","2017","1-Pers.- Haushalt","Städtischer Raum","66","0.104355756540061","0.0803105636214471","0.128400949458675"
"5","2017","1-Pers.- Haushalt","Ländlicher Raum","53","0.134386810397407","0.100406067892111","0.168367552902703"
"5","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","173","0.135075590693721","0.117620414694685","0.152530766692758"
"5","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","146","0.164085615212052","0.141479032772194","0.186692197651911"
"5","2017","Alleinerziehende","Städtischer Raum","39","0.184957314677309","0.134779689179918","0.2351349401747"
"5","2017","Alleinerziehende","Ländlicher Raum","38","0.204292735602438","0.14506280642939","0.263522664775486"
"5","2017","Paar mit Kind(ern)","Städtischer Raum","304","0.179773545279139","0.16196962698422","0.197577463574058"
"5","2017","Paar mit Kind(ern)","Ländlicher Raum","220","0.200517863441759","0.177346728921949","0.22368899796157"
"5","2017","Sonstige","Städtischer Raum","15","","",""
"5","2017","Sonstige","Ländlicher Raum","11","","",""
"6","2017","1-Pers.- Haushalt","Städtischer Raum","30","0.0436779291671454","0.0276035058866102","0.0597523524476806"
"6","2017","1-Pers.- Haushalt","Ländlicher Raum","22","","",""
"6","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","70","0.0466407815052778","0.0358722145633732","0.0574093484471825"
"6","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","48","0.0406669750766055","0.028610387897761","0.05272356225545"
"6","2017","Alleinerziehende","Städtischer Raum","19","","",""
"6","2017","Alleinerziehende","Ländlicher Raum","8","","",""
"6","2017","Paar mit Kind(ern)","Städtischer Raum","127","0.0710071449329333","0.0590990297412994","0.0829152601245672"
"6","2017","Paar mit Kind(ern)","Ländlicher Raum","95","0.0985640207004837","0.0813138645065352","0.115814176894432"
"6","2017","Sonstige","Städtischer Raum","5","","",""
"6","2017","Sonstige","Ländlicher Raum","5","","",""
"7","2017","1-Pers.- Haushalt","Städtischer Raum","22","","",""
"7","2017","1-Pers.- Haushalt","Ländlicher Raum","25","","",""
"7","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","63","0.0481187786945224","0.03718940198907","0.0590481553999747"
"7","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","48","0.0496191990176808","0.0363638105384118","0.0628745874969499"
"7","2017","Alleinerziehende","Städtischer Raum","15","","",""
"7","2017","Alleinerziehende","Ländlicher Raum","21","","",""
"7","2017","Paar mit Kind(ern)","Städtischer Raum","120","0.0678966105535725","0.0562327610968722","0.0795604600102728"
"7","2017","Paar mit Kind(ern)","Ländlicher Raum","81","0.0842532415403072","0.0681783746091175","0.100328108471497"
"7","2017","Sonstige","Städtischer Raum","4","","",""
"7","2017","Sonstige","Ländlicher Raum","3","","",""
"8","2017","1-Pers.- Haushalt","Städtischer Raum","31","0.0459098985778157","0.0294491283529687","0.0623706688026627"
"8","2017","1-Pers.- Haushalt","Ländlicher Raum","21","","",""
"8","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","21","","",""
"8","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","35","0.0344094681753827","0.0232830792215882","0.0455358571291773"
"8","2017","Alleinerziehende","Städtischer Raum","16","","",""
"8","2017","Alleinerziehende","Ländlicher Raum","17","","",""
"8","2017","Paar mit Kind(ern)","Städtischer Raum","83","0.0468724170955827","0.0370725540020891","0.0566722801890764"
"8","2017","Paar mit Kind(ern)","Ländlicher Raum","60","0.0461748437069732","0.034029676862385","0.0583200105515613"
"8","2017","Sonstige","Städtischer Raum","5","","",""
"8","2017","Sonstige","Ländlicher Raum","3","","",""
"9","2017","1-Pers.- Haushalt","Städtischer Raum","7","","",""
"9","2017","1-Pers.- Haushalt","Ländlicher Raum","5","","",""
"9","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","8","","",""
"9","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","11","","",""
"9","2017","Alleinerziehende","Städtischer Raum","5","","",""
"9","2017","Alleinerziehende","Ländlicher Raum","5","","",""
"9","2017","Paar mit Kind(ern)","Städtischer Raum","27","","",""
"9","2017","Paar mit Kind(ern)","Ländlicher Raum","11","","",""
"9","2017","Sonstige","Städtischer Raum","3","","",""
"9","2017","Sonstige","Ländlicher Raum","","","",""
"10","2017","1-Pers.- Haushalt","Städtischer Raum","12","","",""
"10","2017","1-Pers.- Haushalt","Ländlicher Raum","9","","",""
"10","2017","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","5","","",""
"10","2017","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","12","","",""
"10","2017","Alleinerziehende","Städtischer Raum","10","","",""
"10","2017","Alleinerziehende","Ländlicher Raum","6","","",""
"10","2017","Paar mit Kind(ern)","Städtischer Raum","13","","",""
"10","2017","Paar mit Kind(ern)","Ländlicher Raum","12","","",""
"10","2017","Sonstige","Städtischer Raum","","","",""
"10","2017","Sonstige","Ländlicher Raum","1","","",""
"0","2018","1-Pers.- Haushalt","Städtischer Raum","253","0.410979057116648","0.372860775170594","0.449097339062701"
"0","2018","1-Pers.- Haushalt","Ländlicher Raum","118","0.375238570150872","0.325361073624828","0.425116066676916"
"0","2018","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","589","0.372507528774044","0.347639774351097","0.397375283196992"
"0","2018","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","317","0.311176763984555","0.282481807832929","0.339871720136182"
"0","2018","Alleinerziehende","Städtischer Raum","37","0.214522848471291","0.15978033030192","0.269265366640662"
"0","2018","Alleinerziehende","Ländlicher Raum","36","0.218209207309209","0.155377934364412","0.281040480254006"
"0","2018","Paar mit Kind(ern)","Städtischer Raum","408","0.249734196146085","0.228886190874855","0.270582201417316"
"0","2018","Paar mit Kind(ern)","Ländlicher Raum","251","0.213399931928113","0.189155115211069","0.237644748645158"
"0","2018","Sonstige","Städtischer Raum","19","","",""
"0","2018","Sonstige","Ländlicher Raum","10","","",""
"1","2018","1-Pers.- Haushalt","Städtischer Raum","65","0.0980778612821235","0.0750354395426538","0.121120283021593"
"1","2018","1-Pers.- Haushalt","Ländlicher Raum","26","","",""
"1","2018","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","150","0.103877151652986","0.0881840577135022","0.119570245592469"
"1","2018","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","89","0.0803239955448158","0.0634783301376633","0.0971696609519683"
"1","2018","Alleinerziehende","Städtischer Raum","20","","",""
"1","2018","Alleinerziehende","Ländlicher Raum","5","","",""
"1","2018","Paar mit Kind(ern)","Städtischer Raum","118","0.0603839902072654","0.0489115967590176","0.0718563836555131"
"1","2018","Paar mit Kind(ern)","Ländlicher Raum","67","0.0530170520064473","0.039757658966765","0.0662764450461295"
"1","2018","Sonstige","Städtischer Raum","12","","",""
"1","2018","Sonstige","Ländlicher Raum","4","","",""
"2","2018","1-Pers.- Haushalt","Städtischer Raum","59","0.0882428655980043","0.066267430090311","0.110218301105698"
"2","2018","1-Pers.- Haushalt","Ländlicher Raum","31","0.0715869835888667","0.0450298347422855","0.0981441324354479"
"2","2018","(Ehe-)Paar ohne Kind(er)","Städtischer Raum","168","0.131635645850426","0.114245527769063","0.149025763931789"
"2","2018","(Ehe-)Paar ohne Kind(er)","Ländlicher Raum","130","0.115305218821829","0.0955095898226351","0.135100847821022"
"2","2018","Alleinerziehende","Städtischer Raum","29","","",""
"2","2018","Alleinerziehende","Ländlicher Raum","15","","",""
"2","2018","Paar mit Kind(ern)","Städtischer Raum","202","0.116647266925953","0.101186811352057","0.132107722499849"
