"hlf0632","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"0","2020","Paar mit Kind(ern)","Westdeutschland","1993","0.207905464123524","0.199408418951602","0.216402509295445"
"0","2020","Paar mit Kind(ern)","Ostdeutschland","339","0.175404909237951","0.157535314165204","0.193274504310697"
"0","2020","Sonstige","Westdeutschland","91","0.199229574627976","0.161737820281053","0.236721328974899"
"0","2020","Sonstige","Ostdeutschland","","","",""
"1","2020","1-Pers.- Haushalt","Westdeutschland","105","0.123477433454525","0.101778265215648","0.145176601693403"
"1","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"1","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","458","0.102687506903608","0.0933709564015481","0.112004057405668"
"1","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","76","0.057790315720243","0.0443562431980807","0.0712243882424053"
"1","2020","Alleinerziehende","Westdeutschland","57","0.0717225343793288","0.0534260297728943","0.0900190389857633"
"1","2020","Alleinerziehende","Ostdeutschland","","","",""
"1","2020","Paar mit Kind(ern)","Westdeutschland","771","0.068535033116386","0.0632446631673289","0.073825403065443"
"1","2020","Paar mit Kind(ern)","Ostdeutschland","159","0.0859130254027494","0.0727457253113125","0.0990803254941864"
"1","2020","Sonstige","Westdeutschland","54","0.120620775359643","0.0900501723812221","0.151191378338063"
"1","2020","Sonstige","Ostdeutschland","","","",""
"2","2020","1-Pers.- Haushalt","Westdeutschland","92","0.115706888432931","0.0946086853863886","0.136805091479473"
"2","2020","1-Pers.- Haushalt","Ostdeutschland","30","0.168513517902133","0.118125748910652","0.218901286893614"
"2","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","534","0.12294877115882","0.112870197893816","0.133027344423825"
"2","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","162","0.136756826014039","0.116975861864796","0.156537790163282"
"2","2020","Alleinerziehende","Westdeutschland","88","0.0869385080050795","0.0669602546383598","0.106916761371799"
"2","2020","Alleinerziehende","Ostdeutschland","","","",""
"2","2020","Paar mit Kind(ern)","Westdeutschland","1124","0.134157258571746","0.127020959138111","0.141293558005381"
"2","2020","Paar mit Kind(ern)","Ostdeutschland","178","0.0888622664380487","0.0754924890507476","0.10223204382535"
"2","2020","Sonstige","Westdeutschland","48","0.138521195251588","0.106095801397542","0.170946589105635"
"2","2020","Sonstige","Ostdeutschland","","","",""
"3","2020","1-Pers.- Haushalt","Westdeutschland","68","0.0716119798144936","0.0546050725579592","0.0886188870710279"
"3","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"3","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","394","0.105497197686259","0.0960688455414585","0.11492554983106"
"3","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","132","0.112861040933127","0.0946441514019566","0.131077930464297"
"3","2020","Alleinerziehende","Westdeutschland","55","0.0575422809864951","0.0410292845822534","0.0740552773907368"
"3","2020","Alleinerziehende","Ostdeutschland","32","0.276349856385029","0.209712311603976","0.342987401166081"
"3","2020","Paar mit Kind(ern)","Westdeutschland","1024","0.109403721768231","0.102867858580471","0.11593958495599"
"3","2020","Paar mit Kind(ern)","Ostdeutschland","216","0.132473091744315","0.116544448693484","0.148401734795146"
"3","2020","Sonstige","Westdeutschland","39","0.0929590984937142","0.0657029658744766","0.120215231112952"
"3","2020","Sonstige","Ostdeutschland","","","",""
"4","2020","1-Pers.- Haushalt","Westdeutschland","60","0.0642546097864958","0.0480813064257113","0.0804279131472803"
"4","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"4","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","238","0.0588751537526371","0.0516505484248634","0.0660997590804109"
"4","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","98","0.0702353934426783","0.0555234215081053","0.0849473653772513"
"4","2020","Alleinerziehende","Westdeutschland","63","0.0760573714584757","0.0572601105190892","0.0948546323978623"
"4","2020","Alleinerziehende","Ostdeutschland","","","",""
"4","2020","Paar mit Kind(ern)","Westdeutschland","688","0.0827805073560577","0.0770108882078297","0.0885501265042858"
"4","2020","Paar mit Kind(ern)","Ostdeutschland","173","0.130165415635924","0.114355133968332","0.145975697303516"
"4","2020","Sonstige","Westdeutschland","43","0.0936584437881237","0.066310526257139","0.121006361319108"
"4","2020","Sonstige","Ostdeutschland","","","",""
"5","2020","1-Pers.- Haushalt","Westdeutschland","98","0.112611560244086","0.0917610776939091","0.133462042794263"
"5","2020","1-Pers.- Haushalt","Ostdeutschland","32","0.168095776780841","0.117757861410024","0.218433692151658"
"5","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","470","0.132036353694511","0.121646199103598","0.142426508285423"
"5","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","160","0.139856799459457","0.119888846446776","0.159824752472139"
"5","2020","Alleinerziehende","Westdeutschland","154","0.182782805956353","0.15537729967576","0.210188312236947"
"5","2020","Alleinerziehende","Ostdeutschland","","","",""
"5","2020","Paar mit Kind(ern)","Westdeutschland","1418","0.181782445083199","0.173707179147805","0.189857711018593"
"5","2020","Paar mit Kind(ern)","Ostdeutschland","291","0.191024766892918","0.172553957827626","0.209495575958209"
"5","2020","Sonstige","Westdeutschland","74","0.122301344148689","0.0915479412392864","0.153054747058091"
"5","2020","Sonstige","Ostdeutschland","","","",""
"6","2020","1-Pers.- Haushalt","Westdeutschland","44","0.0527023258847936","0.0379647563976327","0.0674398953719544"
"6","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"6","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","168","0.0652957411101287","0.0577133877702795","0.0728780944499778"
"6","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","60","0.0684191488357252","0.0538844685548251","0.0829538291166252"
"6","2020","Alleinerziehende","Westdeutschland","56","0.0953702467918474","0.0745424515848446","0.11619804199885"
"6","2020","Alleinerziehende","Ostdeutschland","","","",""
"6","2020","Paar mit Kind(ern)","Westdeutschland","598","0.0731347929291919","0.0676832834128745","0.0785863024455093"
"6","2020","Paar mit Kind(ern)","Ostdeutschland","141","0.0924601663726537","0.0788493664412512","0.106070966304056"
"6","2020","Sonstige","Westdeutschland","","","",""
"6","2020","Sonstige","Ostdeutschland","","","",""
"7","2020","1-Pers.- Haushalt","Westdeutschland","36","0.0343329975878566","0.0223231555171585","0.0463428396585547"
"7","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"7","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","104","0.0307839237234875","0.025482448061492","0.036085399385483"
"7","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","84","0.0728191639463595","0.0578598581339614","0.0877784697587576"
"7","2020","Alleinerziehende","Westdeutschland","73","0.123980182100886","0.100611484307282","0.147348879894489"
"7","2020","Alleinerziehende","Ostdeutschland","","","",""
"7","2020","Paar mit Kind(ern)","Westdeutschland","636","0.0848100954653916","0.0789766404519097","0.0906435504788735"
"7","2020","Paar mit Kind(ern)","Ostdeutschland","114","0.0526495792439783","0.0421559372032236","0.063143221284733"
"7","2020","Sonstige","Westdeutschland","48","0.0630178778433164","0.0402090805447828","0.08582667514185"
"7","2020","Sonstige","Ostdeutschland","","","",""
"8","2020","1-Pers.- Haushalt","Westdeutschland","","","",""
"8","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"8","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","86","0.0221042776211432","0.0175918638416661","0.0266166914006204"
"8","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","41","0.0478975295546298","0.0356032021031642","0.0601918570060953"
"8","2020","Alleinerziehende","Westdeutschland","45","0.0966231392929576","0.0756735041043602","0.117572774481555"
"8","2020","Alleinerziehende","Ostdeutschland","","","",""
"8","2020","Paar mit Kind(ern)","Westdeutschland","351","0.0366454921823445","0.0327113521601778","0.0405796322045111"
"8","2020","Paar mit Kind(ern)","Ostdeutschland","79","0.0378021583550793","0.0288410040716849","0.0467633126384737"
"8","2020","Sonstige","Westdeutschland","","","",""
"8","2020","Sonstige","Ostdeutschland","","","",""
"9","2020","1-Pers.- Haushalt","Westdeutschland","","","",""
"9","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"9","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"9","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"9","2020","Alleinerziehende","Westdeutschland","","","",""
"9","2020","Alleinerziehende","Ostdeutschland","","","",""
"9","2020","Paar mit Kind(ern)","Westdeutschland","112","0.0148987367299509","0.0123620804277486","0.0174353930321532"
"9","2020","Paar mit Kind(ern)","Ostdeutschland","","","",""
"9","2020","Sonstige","Westdeutschland","","","",""
"9","2020","Sonstige","Ostdeutschland","","","",""
"10","2020","1-Pers.- Haushalt","Westdeutschland","","","",""
"10","2020","1-Pers.- Haushalt","Ostdeutschland","","","",""
"10","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"10","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"10","2020","Alleinerziehende","Westdeutschland","","","",""
"10","2020","Alleinerziehende","Ostdeutschland","","","",""
"10","2020","Paar mit Kind(ern)","Westdeutschland","47","0.00594645267397789","0.00433662147557241","0.00755628387238338"
"10","2020","Paar mit Kind(ern)","Ostdeutschland","31","0.00607705084696075","0.00242534101249357","0.00972876068142793"
"10","2020","Sonstige","Westdeutschland","","","",""
"10","2020","Sonstige","Ostdeutschland","","","",""
