"hlf0632","year","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","2017","1 Einkommensschwächstes Quintil","","","",""
"0","2017","2","268","0.184156677494578","0.165293285786409","0.203020069202747"
"0","2017","3","552","0.225392451675045","0.211388661847302","0.239396241502787"
"0","2017","4","1455","0.276722336054828","0.265123494707162","0.288321177402494"
"0","2017","5 Einkommensstärkstes Quintil","","","",""
"1","2017","1 Einkommensschwächstes Quintil","","","",""
"1","2017","2","90","0.0552740289247923","0.044153225755911","0.0663948320936735"
"1","2017","3","194","0.0571559529579701","0.049375843542538","0.0649360623734021"
"1","2017","4","435","0.0813050055274015","0.0742192805701257","0.0883907304846772"
"1","2017","5 Einkommensstärkstes Quintil","","","",""
"2","2017","1 Einkommensschwächstes Quintil","","","",""
"2","2017","2","146","0.0853463634637147","0.0717493505740441","0.0989433763533852"
"2","2017","3","395","0.132436909207843","0.121076601629093","0.143797216786593"
"2","2017","4","654","0.10595729531635","0.0979776325551037","0.113936958077596"
"2","2017","5 Einkommensstärkstes Quintil","","","",""
"3","2017","1 Einkommensschwächstes Quintil","","","",""
"3","2017","2","196","0.125791973203625","0.109653719975185","0.141930226432066"
"3","2017","3","296","0.085096862898563","0.0757454039566401","0.094448321840486"
"3","2017","4","639","0.0942957496557293","0.086719064595344","0.101872434716115"
"3","2017","5 Einkommensstärkstes Quintil","","","",""
"4","2017","1 Einkommensschwächstes Quintil","","","",""
"4","2017","2","115","0.0553542770969931","0.0442258768023278","0.0664826773916584"
"4","2017","3","248","0.0691716379879291","0.0606674300284606","0.0776758459473977"
"4","2017","4","395","0.0726020777047541","0.0658746729528473","0.079329482456661"
"4","2017","5 Einkommensstärkstes Quintil","","","",""
"5","2017","1 Einkommensschwächstes Quintil","","","",""
"5","2017","2","341","0.202325287293393","0.182774661589148","0.221875912997638"
"5","2017","3","712","0.19446120270233","0.181196584539296","0.207725820865364"
"5","2017","4","1023","0.170183269187797","0.160440341075601","0.179926197299993"
"5","2017","5 Einkommensstärkstes Quintil","","","",""
"6","2017","1 Einkommensschwächstes Quintil","","","",""
"6","2017","2","154","0.0796485882572561","0.066472437697409","0.0928247388171031"
"6","2017","3","324","0.070806631581552","0.062210064507169","0.079403198655935"
"6","2017","4","389","0.0751074511820246","0.0682742040763598","0.0819406982876894"
"6","2017","5 Einkommensstärkstes Quintil","","","",""
"7","2017","1 Einkommensschwächstes Quintil","","","",""
"7","2017","2","108","0.0813697753692911","0.0680644778627119","0.0946750728758703"
"7","2017","3","319","0.0890403568155365","0.0794953102243792","0.0985854034066938"
"7","2017","4","361","0.0592122662665284","0.0530931086687388","0.065331423864318"
"7","2017","5 Einkommensstärkstes Quintil","","","",""
"8","2017","1 Einkommensschwächstes Quintil","","","",""
"8","2017","2","123","0.0853784816746191","0.0717791493361692","0.0989778140130691"
"8","2017","3","231","0.0445589123367364","0.0376437196562269","0.0514741050172458"
"8","2017","4","248","0.0457697063325713","0.0403514987896587","0.051187913875484"
"8","2017","5 Einkommensstärkstes Quintil","","","",""
"9","2017","1 Einkommensschwächstes Quintil","","","",""
"9","2017","2","48","0.0205190997423047","0.0136198827697577","0.0274183167148516"
"9","2017","3","97","0.0179908318573811","0.0135361321695855","0.0224455315451768"
"9","2017","4","63","0.0111747752731874","0.00844944499604133","0.0139001055503334"
"9","2017","5 Einkommensstärkstes Quintil","","","",""
"10","2017","1 Einkommensschwächstes Quintil","","","",""
"10","2017","2","33","0.0248354474794325","0.0172619303174841","0.0324089646413809"
"10","2017","3","52","0.0138882499791139","0.00996612103655213","0.0178103789216757"
"10","2017","4","53","0.00767006749882956","0.00540819764490405","0.00993193735275507"
"10","2017","5 Einkommensstärkstes Quintil","","","",""
"0","2018","1 Einkommensschwächstes Quintil","","","",""
"0","2018","2","178","0.175391001457198","0.15449167816414","0.196290324750257"
"0","2018","3","493","0.196014303923031","0.181538510945381","0.210490096900681"
"0","2018","4","1453","0.276084173982368","0.264448727336436","0.2877196206283"
"0","2018","5 Einkommensstärkstes Quintil","","","",""
"1","2018","1 Einkommensschwächstes Quintil","","","",""
"1","2018","2","35","0.0243642733685686","0.0158915092693841","0.032837037467753"
"1","2018","3","177","0.0684300021570006","0.0592232735035472","0.0776367308104539"
"1","2018","4","401","0.0668860625850481","0.060383965931854","0.0733881592382421"
"1","2018","5 Einkommensstärkstes Quintil","","","",""
"2","2018","1 Einkommensschwächstes Quintil","","","",""
"2","2018","2","148","0.134295491746411","0.115557627343427","0.153033356149395"
"2","2018","3","232","0.0825856722888167","0.072548544959462","0.0926227996181714"
"2","2018","4","654","0.108346980317004","0.100257425623149","0.116436535010859"
"2","2018","5 Einkommensstärkstes Quintil","","","",""
"3","2018","1 Einkommensschwächstes Quintil","","","",""
"3","2018","2","142","0.12814155203063","0.109773101824932","0.146510002236327"
"3","2018","3","265","0.0988412892146866","0.087958401124212","0.109724177305161"
"3","2018","4","660","0.105491956206096","0.0974969268003493","0.113486985611843"
"3","2018","5 Einkommensstärkstes Quintil","","","",""
"4","2018","1 Einkommensschwächstes Quintil","","","",""
"4","2018","2","127","0.0906412106601056","0.0748638258330793","0.106418595487132"
"4","2018","3","207","0.0804080387848761","0.0704923785300738","0.0903236990396784"
"4","2018","4","415","0.081812677972563","0.0746793167325629","0.0889460392125632"
"4","2018","5 Einkommensstärkstes Quintil","","","",""
"5","2018","1 Einkommensschwächstes Quintil","","","",""
"5","2018","2","253","0.184139562373249","0.162839247390544","0.205439877355954"
"5","2018","3","593","0.187963971698742","0.173717763864681","0.202210179532803"
"5","2018","4","902","0.156770675568995","0.147307791207491","0.1662335599305"
"5","2018","5 Einkommensstärkstes Quintil","","","",""
"6","2018","1 Einkommensschwächstes Quintil","","","",""
"6","2018","2","67","0.0616701598277061","0.0484505135058267","0.0748898061495856"
"6","2018","3","297","0.0824621163727811","0.0724318247322801","0.0924924080132821"
"6","2018","4","390","0.0683178285332366","0.0617515517261735","0.0748841053402996"
"6","2018","5 Einkommensstärkstes Quintil","","","",""
