"ple0162","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2016","Hauptschule","Städtischer Raum","64","0.818593820394859","0.737149812953977","0.90003782783574"
"Ja","2016","Hauptschule","Ländlicher Raum","37","0.74713920808214","0.621533121181918","0.872745294982362"
"Ja","2016","Realschule","Städtischer Raum","","","",""
"Ja","2016","Realschule","Ländlicher Raum","","","",""
"Ja","2016","(Fach-)Abitur","Städtischer Raum","53","0.784975771682758","0.684322028792918","0.885629514572597"
"Ja","2016","(Fach-)Abitur","Ländlicher Raum","26","","",""
"Ja","2016","AkademikerIn","Städtischer Raum","43","0.651150147661608","0.529536608146514","0.772763687176701"
"Ja","2016","AkademikerIn","Ländlicher Raum","19","","",""
"Nein","2016","(noch) kein Abschluss","Städtischer Raum","35","0.185931692857014","0.128616653727481","0.243246731986547"
"Nein","2016","(noch) kein Abschluss","Ländlicher Raum","13","","",""
"Nein","2016","Hauptschule","Städtischer Raum","22","","",""
"Nein","2016","Hauptschule","Ländlicher Raum","9","","",""
"Nein","2016","Realschule","Städtischer Raum","","","",""
"Nein","2016","Realschule","Ländlicher Raum","","","",""
"Nein","2016","(Fach-)Abitur","Städtischer Raum","11","","",""
"Nein","2016","(Fach-)Abitur","Ländlicher Raum","4","","",""
"Nein","2016","AkademikerIn","Städtischer Raum","16","","",""
"Nein","2016","AkademikerIn","Ländlicher Raum","8","","",""
"Ja","2017","(noch) kein Abschluss","Städtischer Raum","286","0.93890579522024","0.912499007898685","0.965312582541796"
"Ja","2017","(noch) kein Abschluss","Ländlicher Raum","124","0.996277407882057","0.985966223339506","1.00658859242461"
"Ja","2017","Hauptschule","Städtischer Raum","1835","0.958306249327606","0.949376888624073","0.967235610031138"
"Ja","2017","Hauptschule","Ländlicher Raum","1236","0.963846322268182","0.953675382290899","0.974017262245465"
"Ja","2017","Realschule","Städtischer Raum","1192","0.95577839933609","0.944367741068014","0.967189057604165"
"Ja","2017","Realschule","Ländlicher Raum","978","0.966605628144445","0.955612135002615","0.977599121286275"
"Ja","2017","(Fach-)Abitur","Städtischer Raum","688","0.910512156336437","0.890083379924917","0.930940932747958"
"Ja","2017","(Fach-)Abitur","Ländlicher Raum","268","0.954795047769977","0.930759433325879","0.978830662214075"
"Ja","2017","AkademikerIn","Städtischer Raum","1000","0.915079925706574","0.898606404273348","0.9315534471398"
"Ja","2017","AkademikerIn","Ländlicher Raum","517","0.947691536197051","0.929151409716954","0.966231662677148"
"Nein","2017","(noch) kein Abschluss","Städtischer Raum","30","0.0610942047797598","0.0346874174582043","0.0875009921013153"
"Nein","2017","(noch) kein Abschluss","Ländlicher Raum","10","","",""
"Nein","2017","Hauptschule","Städtischer Raum","90","0.0416937506723944","0.0327643899688621","0.0506231113759267"
"Nein","2017","Hauptschule","Ländlicher Raum","58","0.0361536777318181","0.0259827377545348","0.0463246177091014"
"Nein","2017","Realschule","Städtischer Raum","55","0.0442216006639103","0.0328109423958349","0.0556322589319857"
"Nein","2017","Realschule","Ländlicher Raum","48","0.033394371855555","0.0224008787137249","0.0443878649973852"
"Nein","2017","(Fach-)Abitur","Städtischer Raum","62","0.0894878436635625","0.0690590672520418","0.109916620075083"
"Nein","2017","(Fach-)Abitur","Ländlicher Raum","19","","",""
"Nein","2017","AkademikerIn","Städtischer Raum","100","0.0849200742934262","0.0684465528601999","0.101393595726652"
"Nein","2017","AkademikerIn","Ländlicher Raum","37","0.0523084638029488","0.0337683373228516","0.070848590283046"
"Ja","2018","(noch) kein Abschluss","Städtischer Raum","16","","",""
"Ja","2018","(noch) kein Abschluss","Ländlicher Raum","11","","",""
"Ja","2018","Hauptschule","Städtischer Raum","5","","",""
"Ja","2018","Hauptschule","Ländlicher Raum","4","","",""
"Ja","2018","Realschule","Städtischer Raum","","","",""
"Ja","2018","Realschule","Ländlicher Raum","","","",""
"Ja","2018","(Fach-)Abitur","Städtischer Raum","7","","",""
"Ja","2018","(Fach-)Abitur","Ländlicher Raum","3","","",""
"Ja","2018","AkademikerIn","Städtischer Raum","3","","",""
"Ja","2018","AkademikerIn","Ländlicher Raum","3","","",""
"Nein","2018","(noch) kein Abschluss","Städtischer Raum","4","","",""
"Nein","2018","(noch) kein Abschluss","Ländlicher Raum","3","","",""
"Nein","2018","Hauptschule","Städtischer Raum","4","","",""
"Nein","2018","Hauptschule","Ländlicher Raum","2","","",""
"Nein","2018","Realschule","Städtischer Raum","","","",""
"Nein","2018","Realschule","Ländlicher Raum","","","",""
"Nein","2018","(Fach-)Abitur","Städtischer Raum","1","","",""
"Nein","2018","(Fach-)Abitur","Ländlicher Raum","1","","",""
"Nein","2018","AkademikerIn","Städtischer Raum","1","","",""
"Nein","2018","AkademikerIn","Ländlicher Raum","1","","",""
"Ja","2019","(noch) kein Abschluss","Städtischer Raum","342","0.908693296549728","0.880251306912162","0.937135286187295"
"Ja","2019","(noch) kein Abschluss","Ländlicher Raum","139","0.995414405638319","0.984602500176067","1.00622631110057"
"Ja","2019","Hauptschule","Städtischer Raum","1689","0.951473053609708","0.94152984387569","0.961416263343727"
"Ja","2019","Hauptschule","Ländlicher Raum","1122","0.950490170236925","0.938201056964719","0.962779283509131"
"Ja","2019","Realschule","Städtischer Raum","1180","0.941926950144998","0.92903346028942","0.954820440000576"
"Ja","2019","Realschule","Ländlicher Raum","1009","0.944901914806938","0.931281186559535","0.958522643054341"
"Ja","2019","(Fach-)Abitur","Städtischer Raum","771","0.91046278312967","0.89130229937157","0.92962326688777"
"Ja","2019","(Fach-)Abitur","Ländlicher Raum","279","0.925492938933638","0.895778144171223","0.955207733696053"
"Ja","2019","AkademikerIn","Städtischer Raum","1157","0.924727201296628","0.910279479363955","0.939174923229301"
"Ja","2019","AkademikerIn","Ländlicher Raum","545","0.930444192529413","0.910003223921335","0.950885161137492"
"Nein","2019","(noch) kein Abschluss","Städtischer Raum","52","0.0913067034502717","0.0628647138127054","0.119748693087838"
"Nein","2019","(noch) kein Abschluss","Ländlicher Raum","11","","",""
"Nein","2019","Hauptschule","Städtischer Raum","105","0.0485269463902916","0.0385837366562734","0.0584701561243097"
"Nein","2019","Hauptschule","Ländlicher Raum","75","0.049509829763075","0.0372207164908694","0.0617989430352806"
"Nein","2019","Realschule","Städtischer Raum","84","0.0580730498550021","0.0451795599994242","0.07096653971058"
"Nein","2019","Realschule","Ländlicher Raum","69","0.055098085193062","0.0414773569456589","0.0687188134404651"
"Nein","2019","(Fach-)Abitur","Städtischer Raum","82","0.0895372168703297","0.0703767331122296","0.10869770062843"
"Nein","2019","(Fach-)Abitur","Ländlicher Raum","21","","",""
"Nein","2019","AkademikerIn","Städtischer Raum","124","0.0752727987033717","0.0608250767706987","0.0897205206360448"
"Nein","2019","AkademikerIn","Ländlicher Raum","50","0.0695558074705866","0.0491148388625082","0.089996776078665"
"Ja","2020","(noch) kein Abschluss","Städtischer Raum","123","0.711602250745154","0.64205677559096","0.781147725899348"
"Ja","2020","(noch) kein Abschluss","Ländlicher Raum","45","0.671911235336467","0.558637882919745","0.78518458775319"
"Ja","2020","Hauptschule","Städtischer Raum","66","0.692549939626445","0.598767947042146","0.786331932210745"
"Ja","2020","Hauptschule","Ländlicher Raum","20","","",""
"Ja","2020","Realschule","Städtischer Raum","1","","",""
"Ja","2020","Realschule","Ländlicher Raum","","","",""
"Ja","2020","(Fach-)Abitur","Städtischer Raum","44","0.705204964377289","0.58786340440984","0.822546524344738"
"Ja","2020","(Fach-)Abitur","Ländlicher Raum","12","","",""
"Ja","2020","AkademikerIn","Städtischer Raum","52","0.801391564722884","0.705863293580338","0.89691983586543"
"Ja","2020","AkademikerIn","Ländlicher Raum","8","","",""
"Nein","2020","(noch) kein Abschluss","Städtischer Raum","40","0.288397749254846","0.218852274100652","0.35794322440904"
"Nein","2020","(noch) kein Abschluss","Ländlicher Raum","21","","",""
"Nein","2020","Hauptschule","Städtischer Raum","27","","",""
"Nein","2020","Hauptschule","Ländlicher Raum","9","","",""
"Nein","2020","Realschule","Städtischer Raum","","","",""
"Nein","2020","Realschule","Ländlicher Raum","1","","",""
"Nein","2020","(Fach-)Abitur","Städtischer Raum","14","","",""
"Nein","2020","(Fach-)Abitur","Ländlicher Raum","7","","",""
"Nein","2020","AkademikerIn","Städtischer Raum","15","","",""
"Nein","2020","AkademikerIn","Ländlicher Raum","6","","",""
