year,migback,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Agree completely,0.01584,338,4250,0.01209,0.01960
1990,No migration background,Agree,0.03641,870,4250,0.03078,0.04204
1990,No migration background,Disagree,0.06232,1526,4250,0.05505,0.06958
1990,No migration background,Disagree completely,0.06160,1516,4250,0.05437,0.06882
1990,Direct migration background,Disagree,0.02903,59,104,-0.00339,0.06146
1990,Direct migration background,Disagree completely,0.02074,45,104,-0.00678,0.04826
1991,No migration background,Agree completely,0.01661,328,3991,0.01264,0.02057
1991,No migration background,Agree,0.04448,919,3991,0.03808,0.05088
1991,No migration background,Disagree,0.07168,1594,3991,0.06368,0.07968
1991,No migration background,Disagree completely,0.05200,1150,3991,0.04511,0.05889
1991,Direct migration background,Agree,0.01634,31,126,-0.00589,0.03857
1991,Direct migration background,Disagree,0.02869,57,126,-0.00057,0.05796
1991,Direct migration background,Disagree completely,0.02072,38,126,-0.00425,0.04570
1992,No migration background,Agree completely,0.04403,527,10284,0.04006,0.04799
1992,No migration background,Agree,0.11556,1513,10284,0.10939,0.12174
1992,No migration background,Disagree,0.25334,3311,10284,0.24494,0.26175
1992,No migration background,Disagree completely,0.41344,4933,10284,0.40392,0.42296
1992,Direct migration background,Agree completely,0.04298,47,572,0.02634,0.05961
1992,Direct migration background,Agree,0.07130,81,572,0.05019,0.09240
1992,Direct migration background,Disagree,0.13670,165,572,0.10852,0.16488
1992,Direct migration background,Disagree completely,0.25223,279,572,0.21661,0.28785
1992,Indirect migration background,Disagree completely,0.05849,46,46,-0.01007,0.12706
1993,No migration background,Agree completely,0.06208,700,10084,0.05737,0.06679
1993,No migration background,Agree,0.12782,1571,10084,0.12131,0.13434
1993,No migration background,Disagree,0.28366,3602,10084,0.27487,0.29246
1993,No migration background,Disagree completely,0.35021,4211,10084,0.34089,0.35952
1993,Direct migration background,Agree completely,0.08253,206,2437,0.07160,0.09346
1993,Direct migration background,Agree,0.20138,515,2437,0.18545,0.21730
1993,Direct migration background,Disagree,0.29367,761,2437,0.27558,0.31176
1993,Direct migration background,Disagree completely,0.39200,955,2437,0.37262,0.41139
1993,Indirect migration background,Agree,0.04557,61,439,0.02604,0.06510
1993,Indirect migration background,Disagree,0.10339,161,439,0.07487,0.13190
1993,Indirect migration background,Disagree completely,0.13596,217,439,0.10386,0.16806
1995,No migration background,Agree completely,0.04874,503,9929,0.04450,0.05297
1995,No migration background,Agree,0.10576,1278,9929,0.09971,0.11181
1995,No migration background,Disagree,0.28407,3542,9929,0.27520,0.29294
