year,bula_h,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Berlin,Agree,0.04884,50,279,0.02350,0.07417
1990,Berlin,Disagree,0.10600,106,279,0.06981,0.14219
1990,Berlin,Disagree completely,0.11572,123,279,0.07812,0.15333
1990,Brandenburg,Agree completely,0.06486,54,725,0.04692,0.08280
1990,Brandenburg,Agree,0.18548,168,725,0.15716,0.21379
1990,Brandenburg,Disagree,0.24720,242,725,0.21578,0.27863
1990,Brandenburg,Disagree completely,0.27246,261,725,0.24003,0.30489
1990,Mecklenburg-Western Pomerania,Agree completely,0.07101,44,504,0.04857,0.09346
1990,Mecklenburg-Western Pomerania,Agree,0.18717,118,504,0.15309,0.22126
1990,Mecklenburg-Western Pomerania,Disagree,0.27117,180,504,0.23232,0.31002
1990,Mecklenburg-Western Pomerania,Disagree completely,0.24470,162,504,0.20713,0.28227
1990,Saxony,Agree completely,0.06877,103,1326,0.05515,0.08240
1990,Saxony,Agree,0.14925,261,1326,0.13006,0.16843
1990,Saxony,Disagree,0.28326,489,1326,0.25900,0.30752
1990,Saxony,Disagree completely,0.27843,473,1326,0.25429,0.30256
1990,Saxony-Anhalt,Agree completely,0.08818,76,801,0.06853,0.10783
1990,Saxony-Anhalt,Agree,0.16583,167,801,0.14006,0.19160
1990,Saxony-Anhalt,Disagree,0.27071,276,801,0.23992,0.30150
1990,Saxony-Anhalt,Disagree completely,0.26601,282,801,0.23539,0.29663
1990,Thuringa,Agree completely,0.06831,56,741,0.05013,0.08649
1990,Thuringa,Agree,0.13691,132,741,0.11214,0.16168
1990,Thuringa,Disagree,0.30327,292,741,0.27015,0.33639
1990,Thuringa,Disagree completely,0.25925,261,741,0.22768,0.29083
1991,Berlin,Agree,0.06035,43,258,0.03124,0.08946
1991,Berlin,Disagree,0.11487,116,258,0.07589,0.15386
1991,Berlin,Disagree completely,0.10724,99,258,0.06941,0.14508
1991,Brandenburg,Agree completely,0.07835,67,674,0.05805,0.09865
1991,Brandenburg,Agree,0.17860,136,674,0.14966,0.20754
1991,Brandenburg,Disagree,0.34584,291,674,0.30990,0.38177
1991,Brandenburg,Disagree completely,0.19790,180,674,0.16780,0.22800
1991,Mecklenburg-Western Pomerania,Agree completely,0.05642,33,469,0.03551,0.07732
1991,Mecklenburg-Western Pomerania,Agree,0.20332,117,469,0.16685,0.23978
1991,Mecklenburg-Western Pomerania,Disagree,0.27989,170,469,0.23922,0.32057
1991,Mecklenburg-Western Pomerania,Disagree completely,0.24515,149,469,0.20618,0.28412
1991,Saxony,Agree completely,0.07458,95,1213,0.05979,0.08937
1991,Saxony,Agree,0.18947,283,1213,0.16741,0.21154
1991,Saxony,Disagree,0.32331,490,1213,0.29697,0.34964
1991,Saxony,Disagree completely,0.21692,345,1213,0.19371,0.24012
1991,Saxony-Anhalt,Agree completely,0.10835,78,781,0.08654,0.13016
1991,Saxony-Anhalt,Agree,0.21679,207,781,0.18787,0.24570
1991,Saxony-Anhalt,Disagree,0.26889,279,781,0.23777,0.30001
1991,Saxony-Anhalt,Disagree completely,0.21543,217,781,0.18658,0.24428
1991,Thuringa,Agree completely,0.06266,57,692,0.04459,0.08073
1991,Thuringa,Agree,0.19581,163,692,0.16622,0.22539
1991,Thuringa,Disagree,0.32463,298,692,0.28972,0.35954
1991,Thuringa,Disagree completely,0.20602,174,692,0.17586,0.23617
1992,Schleswig-Holstein,Disagree,0.22348,69,206,0.16645,0.28051
1992,Schleswig-Holstein,Disagree completely,0.40734,137,206,0.34008,0.47460
1992,Hamburg,Disagree completely,0.44213,66,66,0.32140,0.56287
1992,Lower Saxony,Agree,0.09374,81,808,0.07363,0.11385
1992,Lower Saxony,Disagree,0.23703,241,808,0.20769,0.26638
1992,Lower Saxony,Disagree completely,0.43756,486,808,0.40333,0.47178
1992,Bremen,Disagree completely,0.55374,58,58,0.42468,0.68279
1992,North Rhine-Westphalia,Agree completely,0.03642,83,1877,0.02794,0.04490
1992,North Rhine-Westphalia,Agree,0.06733,157,1877,0.05599,0.07867
1992,North Rhine-Westphalia,Disagree,0.20200,522,1877,0.18383,0.22016
1992,North Rhine-Westphalia,Disagree completely,0.43767,1115,1877,0.41522,0.46012
1992,Hesse,Agree,0.07556,58,627,0.05486,0.09627
1992,Hesse,Disagree,0.20510,173,627,0.17347,0.23673
1992,Hesse,Disagree completely,0.45039,396,627,0.41141,0.48936
1992,"Rhineland-Palatinate, Saarland",Agree,0.11974,73,523,0.09189,0.14759
1992,"Rhineland-Palatinate, Saarland",Disagree,0.24227,171,523,0.20552,0.27903
1992,"Rhineland-Palatinate, Saarland",Disagree completely,0.38952,279,523,0.34769,0.43135
1992,Baden-Wuerttemberg,Agree completely,0.03920,58,1102,0.02773,0.05066
1992,Baden-Wuerttemberg,Agree,0.09532,136,1102,0.07797,0.11267
1992,Baden-Wuerttemberg,Disagree,0.21563,332,1102,0.19134,0.23993
1992,Baden-Wuerttemberg,Disagree completely,0.35798,576,1102,0.32966,0.38630
1992,Bavaria,Agree completely,0.03085,52,1310,0.02148,0.04022
1992,Bavaria,Agree,0.08885,136,1310,0.07344,0.10427
1992,Bavaria,Disagree,0.22013,368,1310,0.19769,0.24258
1992,Bavaria,Disagree completely,0.42905,754,1310,0.40224,0.45586
1992,Berlin,Agree,0.06829,45,474,0.04556,0.09102
1992,Berlin,Disagree,0.25618,170,474,0.21684,0.29552
1992,Berlin,Disagree completely,0.40035,259,474,0.35619,0.44450
1992,Brandenburg,Agree completely,0.04910,40,657,0.03257,0.06564
1992,Brandenburg,Agree,0.19269,144,657,0.16251,0.22287
1992,Brandenburg,Disagree,0.29145,247,657,0.25668,0.32623
1992,Brandenburg,Disagree completely,0.27622,226,657,0.24200,0.31044
1992,Mecklenburg-Western Pomerania,Agree,0.21778,106,391,0.17681,0.25874
1992,Mecklenburg-Western Pomerania,Disagree,0.27998,152,391,0.23542,0.32454
1992,Mecklenburg-Western Pomerania,Disagree completely,0.24146,133,391,0.19898,0.28393
1992,Saxony,Agree completely,0.07979,100,1155,0.06416,0.09543
1992,Saxony,Agree,0.18674,258,1155,0.16425,0.20922
1992,Saxony,Disagree,0.30408,432,1155,0.27754,0.33062
1992,Saxony,Disagree completely,0.23957,365,1155,0.21495,0.26420
1992,Saxony-Anhalt,Agree completely,0.08471,54,768,0.06501,0.10442
1992,Saxony-Anhalt,Agree,0.22735,190,768,0.19769,0.25702
1992,Saxony-Anhalt,Disagree,0.32532,305,768,0.29216,0.35848
1992,Saxony-Anhalt,Disagree completely,0.19871,219,768,0.17047,0.22695
1992,Thuringa,Agree completely,0.07190,48,683,0.05252,0.09129
1992,Thuringa,Agree,0.20431,166,683,0.17405,0.23457
1992,Thuringa,Disagree,0.32037,280,683,0.28535,0.35540
1992,Thuringa,Disagree completely,0.19715,189,683,0.16729,0.22701
1993,Schleswig-Holstein,Agree,0.12324,39,276,0.08439,0.16209
1993,Schleswig-Holstein,Disagree,0.26510,86,276,0.21293,0.31727
1993,Schleswig-Holstein,Disagree completely,0.39911,151,276,0.34123,0.45699
1993,Hamburg,Agree,0.20540,33,132,0.13622,0.27458
1993,Hamburg,Disagree,0.25600,40,132,0.18126,0.33074
1993,Hamburg,Disagree completely,0.36157,59,132,0.27930,0.44385
1993,Lower Saxony,Agree completely,0.06303,64,969,0.04772,0.07834
1993,Lower Saxony,Agree,0.12399,135,969,0.10323,0.14476
1993,Lower Saxony,Disagree,0.26504,313,969,0.23723,0.29284
1993,Lower Saxony,Disagree completely,0.36367,457,969,0.33336,0.39397
1993,Bremen,Disagree completely,0.39261,40,40,0.23935,0.54587
1993,North Rhine-Westphalia,Agree completely,0.06608,196,2482,0.05630,0.07585
1993,North Rhine-Westphalia,Agree,0.10982,347,2482,0.09752,0.12212
1993,North Rhine-Westphalia,Disagree,0.25314,772,2482,0.23603,0.27025
1993,North Rhine-Westphalia,Disagree completely,0.37885,1167,2482,0.35976,0.39794
1993,Hesse,Agree completely,0.06952,54,917,0.05305,0.08600
1993,Hesse,Agree,0.11596,134,917,0.09523,0.13670
1993,Hesse,Disagree,0.25472,267,917,0.22650,0.28293
1993,Hesse,Disagree completely,0.38738,462,917,0.35584,0.41893
