year,sampreg,plh0191,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,East,Agree completely,0.07007,351,4394,0.06252,0.07762
1990,East,Agree,0.15891,896,4394,0.14810,0.16972
1990,East,Disagree,0.27638,1585,4394,0.26316,0.28961
1990,East,Disagree completely,0.27005,1562,4394,0.25692,0.28318
1991,East,Agree completely,0.07390,342,4097,0.06588,0.08191
1991,East,Agree,0.19317,949,4097,0.18108,0.20526
1991,East,Disagree,0.31164,1643,4097,0.29745,0.32582
1991,East,Disagree completely,0.22025,1163,4097,0.20756,0.23294
1992,West,Agree completely,0.03498,293,6972,0.03067,0.03930
1992,West,Agree,0.08481,708,6972,0.07827,0.09135
1992,West,Disagree,0.21446,1971,6972,0.20482,0.22409
1992,West,Disagree completely,0.42071,4000,6972,0.40912,0.43230
1992,East,Agree completely,0.07029,283,3961,0.06233,0.07825
1992,East,Agree,0.19310,893,3961,0.18080,0.20539
1992,East,Disagree,0.30596,1527,3961,0.29161,0.32031
1992,East,Disagree completely,0.24047,1258,3961,0.22716,0.25378
1993,West,Agree completely,0.05716,614,9175,0.05241,0.06191
1993,West,Agree,0.11817,1344,9175,0.11156,0.12477
1993,West,Disagree,0.26705,2972,9175,0.25799,0.27610
1993,West,Disagree completely,0.37365,4245,9175,0.36375,0.38355
1993,East,Agree completely,0.08276,318,3811,0.07401,0.09151
1993,East,Agree,0.18255,803,3811,0.17028,0.19481
1993,East,Disagree,0.31347,1552,3811,0.29874,0.32820
1993,East,Disagree completely,0.22965,1138,3811,0.21630,0.24301
1995,West,Agree completely,0.04410,463,9509,0.03997,0.04823
1995,West,Agree,0.09672,1138,9509,0.09078,0.10267
1995,West,Disagree,0.26683,3130,9509,0.25794,0.27573
1995,West,Disagree completely,0.40371,4778,9509,0.39385,0.41358
1995,East,Agree completely,0.06991,236,3664,0.06165,0.07817
1995,East,Agree,0.16311,693,3664,0.15114,0.17507
1995,East,Disagree,0.31932,1490,3664,0.30422,0.33441
1995,East,Disagree completely,0.26674,1245,3664,0.25242,0.28106
1996,West,Agree completely,0.03461,380,9295,0.03089,0.03832
1996,West,Agree,0.09985,1119,9295,0.09376,0.10595
1996,West,Disagree,0.29966,3413,9295,0.29034,0.30897
1996,West,Disagree completely,0.37761,4383,9295,0.36775,0.38747
1996,East,Agree completely,0.05572,210,3674,0.04831,0.06314
1996,East,Agree,0.16842,683,3674,0.15631,0.18052
1996,East,Disagree,0.35564,1647,3674,0.34016,0.37112
1996,East,Disagree completely,0.24607,1134,3674,0.23214,0.26000
1997,West,Agree completely,0.04562,421,9115,0.04133,0.04990
1997,West,Agree,0.10782,1222,9115,0.10145,0.11419
1997,West,Disagree,0.27971,3240,9115,0.27049,0.28892
1997,West,Disagree completely,0.37651,4232,9115,0.36656,0.38646
1997,East,Agree completely,0.05611,209,3623,0.04861,0.06360
1997,East,Agree,0.15195,630,3623,0.14026,0.16364
1997,East,Disagree,0.35185,1569,3623,0.33629,0.36740
1997,East,Disagree completely,0.27452,1215,3623,0.25999,0.28905
2008,West,Agree completely,0.03819,612,14435,0.03506,0.04131
2008,West,Agree,0.11572,1827,14435,0.11050,0.12093
2008,West,Disagree,0.30153,5123,14435,0.29404,0.30902
2008,West,Disagree completely,0.36822,6873,14435,0.36035,0.37609
2008,East,Agree completely,0.04858,234,4747,0.04246,0.05470
2008,East,Agree,0.15524,790,4747,0.14494,0.16554
2008,East,Disagree,0.36636,2048,4747,0.35266,0.38007
2008,East,Disagree completely,0.29927,1675,4747,0.28624,0.31230
2013,West,Agree completely,0.03290,615,14299,0.02997,0.03582
2013,West,Agree,0.06296,1225,14299,0.05898,0.06694
2013,West,Disagree,0.21865,4414,14299,0.21187,0.22542
2013,West,Disagree completely,0.37497,8045,14299,0.36704,0.38291
2013,East,Agree completely,0.04065,199,4436,0.03484,0.04646
2013,East,Agree,0.10397,540,4436,0.09499,0.11295
2013,East,Disagree,0.29418,1676,4436,0.28077,0.30759
2013,East,Disagree completely,0.33776,2021,4436,0.32384,0.35168
2018,West,Agree completely,0.03732,875,19947,0.03469,0.03995
2018,West,Agree,0.09339,2096,19947,0.08935,0.09742
2018,West,Disagree,0.28697,6850,19947,0.28069,0.29325
2018,West,Disagree completely,0.41152,10126,19947,0.40469,0.41835
2018,East,Agree completely,0.03867,239,5453,0.03355,0.04379
2018,East,Agree,0.10555,653,5453,0.09740,0.11371
2018,East,Disagree,0.33251,2106,5453,0.32000,0.34501
2018,East,Disagree completely,0.35452,2455,5453,0.34183,0.36722
