year,pgisced97,pli0079,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,First Stage of Tertiary Education,Seldom,0.35797665369649806,18165,0.351004914494488,0.3649483928985081
1990,First Stage of Tertiary Education,At least once per month,0.3346303501945525,18165,0.32776832153230623,0.3414923788567988
1990,First Stage of Tertiary Education,At least once per week,0.2490272373540856,18165,0.24273834894779941,0.2553161257603718
1990,First Stage of Tertiary Education,Never,0.04669260700389105,18165,0.04362444058595547,0.04976077342182663
1990,First Stage of Tertiary Education,Daily,0.011673151750972763,18165,0.010111145625690966,0.01323515787625456
1990,Second Stage of Tertiary Education,At least once per month,0.33715925394548063,18165,0.3302844469364195,0.34403406095454175
1990,Second Stage of Tertiary Education,At least once per week,0.32281205164992827,18165,0.31601269455375947,0.32961140874609707
1990,Second Stage of Tertiary Education,Seldom,0.2883787661406026,18165,0.28179090465703116,0.294966627624174
1990,Second Stage of Tertiary Education,Never,0.03012912482065997,18165,0.02764319658315756,0.03261505305816238
1990,Second Stage of Tertiary Education,Daily,0.021520803443328552,18165,0.019410507281679895,0.02363109960497721
1995,Pre-primary Level,At least once per week,0.34494773519163763,17246,0.3378531582071982,0.35204231217607707
1995,Pre-primary Level,Seldom,0.34146341463414637,17246,0.3343860116690495,0.3485408175992432
1995,Pre-primary Level,At least once per month,0.2578397212543554,17246,0.2513108869715842,0.26436855553712657
1995,Pre-primary Level,Never,0.04529616724738676,17246,0.04219248722128305,0.048399847273490476
1995,Pre-primary Level,Daily,0.010452961672473868,17246,0.00893503853423017,0.011970884810717567
1995,Primary Level,Seldom,0.3787878787878788,17246,0.3715480236310961,0.38602773394466144
1995,Primary Level,Never,0.3143939393939394,17246,0.307464688488865,0.3213231902990138
1995,Primary Level,At least once per month,0.17992424242424243,17246,0.17419121909869656,0.1856572657497883
1995,Primary Level,At least once per week,0.10037878787878787,17246,0.09589378529522626,0.10486379046234949
1995,Primary Level,Daily,0.026515151515151516,17246,0.024117293104017775,0.028913009926285257
1995,Lower Secondary Level,Seldom,0.3616935483870968,17246,0.3545222651027716,0.3688648316714219
1995,Lower Secondary Level,At least once per month,0.22903225806451613,17246,0.2227606586416821,0.23530385748735017
1995,Lower Secondary Level,Never,0.20766129032258066,17246,0.20160725303470883,0.21371532761045248
1995,Lower Secondary Level,At least once per week,0.17903225806451614,17246,0.17331035400601472,0.18475416212301757
1995,Lower Secondary Level,Daily,0.02258064516129032,17246,0.020363365257044228,0.024797925065536415
1995,Upper Secondary Level,Seldom,0.3712324679200239,17246,0.3640217266868163,0.3784432091532315
1995,Upper Secondary Level,At least once per month,0.27827514174873175,17246,0.27158654645787556,0.28496373703958794
1995,Upper Secondary Level,At least once per week,0.20650552074007758,17246,0.20046395273248532,0.21254708874766984
1995,Upper Secondary Level,Never,0.1227991644285288,17246,0.11790070963212754,0.12769761922493006
1995,Upper Secondary Level,Daily,0.02118770516263802,17246,0.019038372943938665,0.023337037381337373
1995,Post-secondary Non-tertiary Level,Seldom,0.31769722814498935,17246,0.31074847055968646,0.32464598573029224
1995,Post-secondary Non-tertiary Level,At least once per month,0.2771855010660981,17246,0.2705049765359695,0.28386602559622665
1995,Post-secondary Non-tertiary Level,At least once per week,0.2771855010660981,17246,0.2705049765359695,0.28386602559622665
1995,Post-secondary Non-tertiary Level,Never,0.11940298507462686,17246,0.11456340057494525,0.12424256957430847
1995,Post-secondary Non-tertiary Level,Daily,0.008528784648187633,17246,0.00715633787685832,0.009901231419516945
1995,First Stage of Tertiary Education,Seldom,0.37748344370860926,17246,0.3702484811523698,0.3847184062648487
1995,First Stage of Tertiary Education,At least once per month,0.33642384105960266,17246,0.32937203028524525,0.34347565183396006
1995,First Stage of Tertiary Education,At least once per week,0.1947019867549669,17246,0.18879215134514754,0.20061182216478624
1995,First Stage of Tertiary Education,Never,0.08079470198675497,17246,0.07672737038001276,0.08486203359349717
1995,First Stage of Tertiary Education,Daily,0.010596026490066225,17246,0.009067861579589045,0.012124191400543405
1995,Second Stage of Tertiary Education,Seldom,0.36493432324386066,17246,0.3577492937188702,0.3721193527688511
1995,Second Stage of Tertiary Education,At least once per month,0.3300970873786408,17246,0.3230786785985224,0.3371154961587592
1995,Second Stage of Tertiary Education,At least once per week,0.20959451741861793,17246,0.20351978977254992,0.21566924506468593
1995,Second Stage of Tertiary Education,Never,0.07766990291262135,17246,0.07367522790998654,0.08166457791525616
1995,Second Stage of Tertiary Education,Daily,0.01770416904625928,17246,0.015735961898046706,0.019672376194471854
1998,Pre-primary Level,At least once per week,0.35454545454545455,18147,0.34758524292146215,0.36150566616944696
1998,Pre-primary Level,Seldom,0.30303030303030304,18147,0.2963437294215529,0.3097168766390532
1998,Pre-primary Level,At least once per month,0.2696969696969697,18147,0.2632397845892789,0.27615415480466055
1998,Pre-primary Level,Never,0.05454545454545454,18147,0.05124135394845382,0.05784955514245527
1998,Pre-primary Level,Daily,0.01818181818181818,18147,0.016237855864243533,0.02012578049939283
1998,Primary Level,Seldom,0.38202247191011235,18147,0.3749530410991154,0.3890919027211093
1998,Primary Level,Never,0.2966292134831461,18147,0.28998332920028574,0.3032750977660064
1998,Primary Level,At least once per month,0.1842696629213483,18147,0.1786286917598857,0.18991063408281092
1998,Primary Level,At least once per week,0.12134831460674157,18147,0.11659738167736639,0.12609924753611676
1998,Primary Level,Daily,0.015730337078651686,18147,0.01391991550570714,0.017540758651596232
1998,Lower Secondary Level,Seldom,0.3715415019762846,18147,0.3645108496918546,0.3785721542607146
1998,Lower Secondary Level,At least once per month,0.23478260869565218,18147,0.22861553654314495,0.2409496808481594
1998,Lower Secondary Level,At least once per week,0.19644268774703558,18147,0.19066199330020372,0.20222338219386743
1998,Lower Secondary Level,Never,0.1766798418972332,18147,0.17113062720943403,0.18222905658503238
1998,Lower Secondary Level,Daily,0.020553359683794466,18147,0.018488999598152568,0.022617719769436363
1998,Upper Secondary Level,Seldom,0.397543909752963,18147,0.390423435776253,0.404664383729673
1998,Upper Secondary Level,At least once per month,0.29073254319577324,18147,0.28412552516179235,0.29733956122975413
1998,Upper Secondary Level,At least once per week,0.19948593459945738,18147,0.19367167691996676,0.205300192278948
1998,Upper Secondary Level,Never,0.09538769098957589,18147,0.09111372495735287,0.09966165702179891
1998,Upper Secondary Level,Daily,0.016849921462230473,18147,0.01497724608018694,0.018722596844274006
1998,Post-secondary Non-tertiary Level,At least once per month,0.36435643564356435,18147,0.35735440992938133,0.37135846135774736
1998,Post-secondary Non-tertiary Level,Seldom,0.29108910891089107,18147,0.2844797025462602,0.29769851527552194
1998,Post-secondary Non-tertiary Level,At least once per week,0.26732673267326734,18147,0.2608875607622672,0.27376590458426747
1998,Post-secondary Non-tertiary Level,Never,0.07128712871287128,18147,0.06754343814393939,0.07503081928180318
1998,Post-secondary Non-tertiary Level,Daily,0.005940594059405941,18147,0.004822509217865193,0.0070586789009466884
1998,First Stage of Tertiary Education,Seldom,0.3860294117647059,18147,0.3789460791954809,0.3931127443339309
1998,First Stage of Tertiary Education,At least once per month,0.32965686274509803,18147,0.3228172219160349,0.33649650357416117
1998,First Stage of Tertiary Education,At least once per week,0.20833333333333334,18147,0.20242446636159112,0.21424220030507557
1998,First Stage of Tertiary Education,Never,0.06740196078431372,18147,0.06375410915199396,0.07104981241663348
1998,First Stage of Tertiary Education,Daily,0.00857843137254902,18147,0.007236634504597473,0.009920228240500567
1998,Second Stage of Tertiary Education,Seldom,0.3609557702084393,18147,0.35396787948251185,0.3679436609343667
1998,Second Stage of Tertiary Education,At least once per month,0.3355363497712252,18147,0.3286663131297346,0.3424063864127158
1998,Second Stage of Tertiary Education,At least once per week,0.24046771733604475,18147,0.23424965371995962,0.24668578095212987
1998,Second Stage of Tertiary Education,Never,0.04880528723945094,18147,0.045670400880407386,0.051940173598494496
1998,Second Stage of Tertiary Education,Daily,0.014234875444839857,18147,0.012511351934102088,0.015958398955577626
2003,Pre-primary Level,At least once per week,0.4113821138211382,27727,0.4055899070067147,0.4171743206355617
2003,Pre-primary Level,At least once per month,0.2731707317073171,27727,0.2679258231990425,0.2784156402155917
2003,Pre-primary Level,Seldom,0.2601626016260163,27727,0.2549984949615269,0.2653267082905057
2003,Pre-primary Level,Never,0.04065040650406504,27727,0.0383259280525104,0.04297488495561968
2003,Pre-primary Level,Daily,0.014634146341463415,27727,0.013220674760117252,0.01604761792280958
2003,Primary Level,Never,0.3882783882783883,27727,0.3825418069990171,0.3940149695577595
2003,Primary Level,Seldom,0.32967032967032966,27727,0.3241369715000624,0.33520368784059695
2003,Primary Level,At least once per month,0.1684981684981685,27727,0.16409227669803933,0.1729040602982977
2003,Primary Level,At least once per week,0.10256410256410256,27727,0.09899298587816908,0.10613521925003604
2003,Primary Level,Daily,0.01098901098901099,27727,0.00976189817122944,0.01221612380679254
2003,Lower Secondary Level,Seldom,0.3777044371103777,27727,0.37199781616977057,0.38341105805098485
2003,Lower Secondary Level,At least once per month,0.2335900256692336,27727,0.22860964714860785,0.23857040418985934
2003,Lower Secondary Level,Never,0.1906857352401907,27727,0.18606168727247843,0.19530978320790296
2003,Lower Secondary Level,At least once per week,0.18518518518518517,27727,0.18061285896205478,0.18975751140831557
2003,Lower Secondary Level,Daily,0.012834616795012835,27727,0.01150969256598007,0.0141595410240456
2003,Upper Secondary Level,Seldom,0.3836234105870683,27727,0.3778996659593622,0.38934715521477437
2003,Upper Secondary Level,At least once per month,0.2992154387230589,27727,0.2938254371492237,0.30460544029689407
2003,Upper Secondary Level,At least once per week,0.2007394715483813,27727,0.19602465063419217,0.2054542924625704
2003,Upper Secondary Level,Never,0.10154206871674633,27727,0.09798676663538564,0.10509737079810702
2003,Upper Secondary Level,Daily,0.014879610424745244,27727,0.013454511328995432,0.016304709520495057
2003,Post-secondary Non-tertiary Level,At least once per month,0.3324652777777778,27727,0.3269201097829652,0.3380104457725904
2003,Post-secondary Non-tertiary Level,Seldom,0.3272569444444444,27727,0.32173396181363495,0.3327799270752539
2003,Post-secondary Non-tertiary Level,At least once per week,0.2595486111111111,27727,0.2543884618890919,0.2647087603331303
2003,Post-secondary Non-tertiary Level,Never,0.059895833333333336,27727,0.057102704778454805,0.06268896188821187
2003,Post-secondary Non-tertiary Level,Daily,0.020833333333333332,27727,0.019152160661548037,0.022514506005118628
2003,First Stage of Tertiary Education,Seldom,0.40415430267062313,27727,0.39837806389907765,0.4099305414421686
2003,First Stage of Tertiary Education,At least once per month,0.31810089020771515,27727,0.3126187879253665,0.3235829924900638
2003,First Stage of Tertiary Education,At least once per week,0.20059347181008902,27727,0.19587993532655232,0.20530700829362572
2003,First Stage of Tertiary Education,Never,0.06468842729970327,27727,0.06179311056533075,0.06758374403407579
2003,First Stage of Tertiary Education,Daily,0.012462908011869436,27727,0.011157064807610811,0.01376875121612806
2003,Second Stage of Tertiary Education,At least once per month,0.34283743389284893,27727,0.3372503504646917,0.34842451732100616
2003,Second Stage of Tertiary Education,Seldom,0.32651184180271325,27727,0.3209920959668579,0.3320315876385686
2003,Second Stage of Tertiary Education,At least once per week,0.2770751896987813,27727,0.2718071381661936,0.282343241231369
2003,Second Stage of Tertiary Education,Never,0.033800873764083694,27727,0.03167370516252907,0.03592804236563832
2003,Second Stage of Tertiary Education,Daily,0.019774660841572776,27727,0.01813587533488039,0.021413446348265162
2008,Pre-primary Level,At least once per week,0.3654390934844193,23673,0.35930467243765024,0.3715735145311883
2008,Pre-primary Level,At least once per month,0.3654390934844193,23673,0.35930467243765024,0.3715735145311883
2008,Pre-primary Level,Seldom,0.23796033994334279,23673,0.23253570521532196,0.2433849746713636
2008,Pre-primary Level,Never,0.028328611898016998,23673,0.026215114210708924,0.03044210958532507
2008,Pre-primary Level,Daily,0.0028328611898017,23673,0.0021558029175210575,0.0035099194620823422
2008,Primary Level,Seldom,0.3858695652173913,23673,0.37966830443176663,0.39207082600301596
2008,Primary Level,Never,0.358695652173913,23673,0.352585886267458,0.36480541808036804
2008,Primary Level,At least once per month,0.1358695652173913,23673,0.13150460624700397,0.14023452418777863
2008,Primary Level,At least once per week,0.09782608695652174,23673,0.09404164458879427,0.10161052932424922
2008,Primary Level,Daily,0.021739130434782608,23673,0.019881420740143964,0.023596840129421252
2008,Lower Secondary Level,Seldom,0.40349127182044886,23673,0.39724163333545837,0.40974091030543935
2008,Lower Secondary Level,At least once per month,0.2254364089775561,23673,0.2201132432104251,0.23075957474468708
2008,Lower Secondary Level,Never,0.19052369077306733,23673,0.18552097318722852,0.19552640835890614
2008,Lower Secondary Level,At least once per week,0.16608478802992518,23673,0.16134394802752744,0.17082562803232293
2008,Lower Secondary Level,Daily,0.014463840399002495,23673,0.01294291639423501,0.015984764403769978
2008,Upper Secondary Level,Seldom,0.42200700597568513,23673,0.4157155590113408,0.4282984529400295
2008,Upper Secondary Level,At least once per month,0.2785905625386359,23673,0.27287967599611357,0.28430144908115823
2008,Upper Secondary Level,At least once per week,0.18874922728209356,23673,0.18376440619741255,0.19373404836677457
2008,Upper Secondary Level,Never,0.09798063053781167,23673,0.09419352446859937,0.10176773660702397
2008,Upper Secondary Level,Daily,0.012672573665773748,23673,0.011247647258280098,0.014097500073267398
2008,Post-secondary Non-tertiary Level,Seldom,0.36455463728191,23673,0.3584233757274486,0.37068589883637143
2008,Post-secondary Non-tertiary Level,At least once per month,0.3434343434343434,23673,0.33738524899887745,0.3494834378698094
2008,Post-secondary Non-tertiary Level,At least once per week,0.21854912764003673,23673,0.21328465587081713,0.22381359940925633
2008,Post-secondary Non-tertiary Level,Never,0.06244260789715335,23673,0.05936035073830844,0.06552486505599826
2008,Post-secondary Non-tertiary Level,Daily,0.011019283746556474,23673,0.009689441831686353,0.012349125661426595
2008,First Stage of Tertiary Education,Seldom,0.42473498233215545,23673,0.41843814577298327,0.43103181889132763
2008,First Stage of Tertiary Education,At least once per month,0.3187279151943463,23673,0.3127918348515611,0.3246639955371315
2008,First Stage of Tertiary Education,At least once per week,0.1724381625441696,23673,0.1676259329106007,0.1772503921777385
2008,First Stage of Tertiary Education,Never,0.07208480565371024,23673,0.06879018488838905,0.07537942641903143
2008,First Stage of Tertiary Education,Daily,0.012014134275618375,23673,0.010626257115270807,0.013402011435965942
2008,Second Stage of Tertiary Education,At least once per month,0.36706443914081144,23673,0.36092427010894856,0.3732046081726743
2008,Second Stage of Tertiary Education,Seldom,0.31861575178997614,23673,0.3126802274741737,0.3245512761057786
2008,Second Stage of Tertiary Education,At least once per week,0.2630071599045346,23673,0.2573986842058913,0.2686156356031779
2008,Second Stage of Tertiary Education,Never,0.03556085918854415,23673,0.03320172329254724,0.03791999508454107
2008,Second Stage of Tertiary Education,Daily,0.015751789976133652,23673,0.014165631065115748,0.017337948887151556
2013,Pre-primary Level,At least once per week,0.3918918918918919,44486,0.3873554230878688,0.39642836069591497
2013,Pre-primary Level,At least once per month,0.36261261261261263,44486,0.35814508157634495,0.3670801436488803
2013,Pre-primary Level,Seldom,0.21396396396396397,44486,0.21015299037850313,0.2177749375494248
2013,Pre-primary Level,Never,0.02252252252252252,44486,0.021143706608704183,0.02390133843634086
2013,Pre-primary Level,Daily,0.009009009009009009,44486,0.00813096202316345,0.009887055994854567
2013,Primary Level,Seldom,0.3486238532110092,44486,0.34419553452711515,0.35305217189490323
2013,Primary Level,Never,0.2966360856269113,44486,0.292391391258793,0.3008807799950296
2013,Primary Level,At least once per month,0.19571865443425077,44486,0.1920317277536197,0.19940558111488182
2013,Primary Level,At least once per week,0.14984709480122324,44486,0.14653031165526173,0.15316387794718475
2013,Primary Level,Daily,0.009174311926605505,44486,0.008288319983872585,0.010060303869338426
2013,Lower Secondary Level,Seldom,0.4005417956656347,44486,0.3959882702279019,0.4050953211033675
2013,Lower Secondary Level,At least once per month,0.24729102167182662,44486,0.2432817811129037,0.2513002622307496
2013,Lower Secondary Level,Never,0.17105263157894737,44486,0.16755339946675513,0.17455186369113962
2013,Lower Secondary Level,At least once per week,0.16447368421052633,44486,0.16102881554306966,0.167918552877983
2013,Lower Secondary Level,Daily,0.016640866873065017,44486,0.01545212258381268,0.017829611162317353
2013,Upper Secondary Level,Seldom,0.39739861043787367,44486,0.39285111126127337,0.40194610961447397
2013,Upper Secondary Level,At least once per month,0.31862982711261917,44486,0.31429991415787045,0.3229597400673679
2013,Upper Secondary Level,At least once per week,0.17733074810147034,44486,0.17378139629244532,0.18088009991049536
2013,Upper Secondary Level,Never,0.0938762320245597,44486,0.09116594067734173,0.09658652337177769
2013,Upper Secondary Level,Daily,0.012764582323477137,44486,0.011721405185315108,0.013807759461639167
2013,Post-secondary Non-tertiary Level,At least once per month,0.3708309779536461,44486,0.36634232465976235,0.3753196312475299
2013,Post-secondary Non-tertiary Level,Seldom,0.3583945732052007,44486,0.3539384302024722,0.3628507162079292
2013,Post-secondary Non-tertiary Level,At least once per week,0.2006783493499152,44486,0.19695652870187383,0.2044001699979566
2013,Post-secondary Non-tertiary Level,Never,0.058790276992651214,44486,0.056604326366988034,0.060976227618314394
2013,Post-secondary Non-tertiary Level,Daily,0.011305822498586773,44486,0.01032333629118558,0.012288308705987966
2013,First Stage of Tertiary Education,Seldom,0.3864994026284349,44486,0.3819743222171983,0.3910244830396715
2013,First Stage of Tertiary Education,At least once per month,0.35185185185185186,44486,0.3474141159248729,0.3562895877788308
2013,First Stage of Tertiary Education,At least once per week,0.1965352449223417,44486,0.1928425108798602,0.2002279789648232
2013,First Stage of Tertiary Education,Never,0.05017921146953405,44486,0.04815046795665379,0.05220795498241431
2013,First Stage of Tertiary Education,Daily,0.014934289127837515,44486,0.01380717142471489,0.016061406830960138
2013,Second Stage of Tertiary Education,At least once per month,0.3821459227467811,44486,0.3776304630922214,0.3866613824013408
2013,Second Stage of Tertiary Education,Seldom,0.2896137339055794,44486,0.2853986983021428,0.29382876950901593
2013,Second Stage of Tertiary Education,At least once per week,0.28068669527896994,44486,0.2765111388911906,0.2848622516667493
2013,Second Stage of Tertiary Education,Never,0.030901287553648068,44486,0.029293174087856026,0.03250940101944011
2013,Second Stage of Tertiary Education,Daily,0.016652360515021458,44486,0.015463212720630826,0.01784150830941209
2017,Pre-primary Level,Never,0.4,45410,0.3954940544305812,0.4045059455694188
2017,Pre-primary Level,At least once per month,0.3333333333333333,45410,0.3289974851875704,0.33766918147909625
2017,Pre-primary Level,Seldom,0.13333333333333333,45410,0.1302067087708986,0.13645995789576806
2017,Pre-primary Level,At least once per week,0.06666666666666667,45410,0.06437235148342083,0.0689609818499125
2017,Pre-primary Level,Daily,0.06666666666666667,45410,0.06437235148342083,0.0689609818499125
2017,Primary Level,Never,0.40662438336856943,45410,0.40210642861454093,0.41114233812259793
2017,Primary Level,At least once per month,0.19802677942212826,45410,0.19436137232910727,0.20169218651514925
2017,Primary Level,Seldom,0.18957011980267793,45410,0.1859649727417744,0.19317526686358147
2017,Primary Level,At least once per week,0.17406624383368569,45410,0.17057877602576552,0.17755371164160585
2017,Primary Level,Daily,0.03171247357293869,45410,0.030100724057936373,0.033324223087941
2017,Lower Secondary Level,Never,0.32960199004975127,45410,0.32527842904461113,0.3339255510548914
2017,Lower Secondary Level,At least once per month,0.21766169154228857,45410,0.21386619483740021,0.22145718824717692
2017,Lower Secondary Level,Seldom,0.21517412935323382,45410,0.211394388690562,0.21895387001590563
2017,Lower Secondary Level,At least once per week,0.20149253731343283,45410,0.1978031921107417,0.20518188251612396
2017,Lower Secondary Level,Daily,0.036069651741293535,45410,0.03435461226145062,0.03778469122113645
2017,Upper Secondary Level,Never,0.2914798206278027,45410,0.2872999707972771,0.2956596704583283
2017,Upper Secondary Level,At least once per week,0.23318385650224216,45410,0.22929452300196648,0.23707319000251784
2017,Upper Secondary Level,At least once per month,0.2257100149476831,45410,0.22186491568145966,0.22955511421390656
2017,Upper Secondary Level,Seldom,0.21973094170403587,45410,0.21592249290306983,0.2235393905050019
2017,Upper Secondary Level,Daily,0.029895366218236172,45410,0.02832900634515391,0.031461726091318434
2017,Post-secondary Non-tertiary Level,Never,0.31,45410,0.30574611531606627,0.3142538846839337
2017,Post-secondary Non-tertiary Level,At least once per month,0.25,45410,0.2460172691652581,0.25398273083474193
2017,Post-secondary Non-tertiary Level,At least once per week,0.22,45410,0.21618987729668532,0.22381012270331468
2017,Post-secondary Non-tertiary Level,Seldom,0.18,45410,0.17646635026256738,0.1835336497374326
2017,Post-secondary Non-tertiary Level,Daily,0.04,45410,0.03819762177223247,0.04180237822776753
2017,Second Stage of Tertiary Education,At least once per month,0.291156462585034,45410,0.2869779787186344,0.29533494645143366
2017,Second Stage of Tertiary Education,Never,0.272108843537415,45410,0.2680154370816083,0.2762022499932217
2017,Second Stage of Tertiary Education,Seldom,0.23673469387755103,45410,0.2328249434474779,0.24064444430762416
2017,Second Stage of Tertiary Education,At least once per week,0.18095238095238095,45410,0.17741145334879785,0.18449330855596405
2017,Second Stage of Tertiary Education,Daily,0.01904761904761905,45410,0.017790360399788933,0.020304877695449166
2018,Pre-primary Level,At least once per week,0.4,43121,0.3953760058039019,0.4046239941960981
2018,Pre-primary Level,At least once per month,0.4,43121,0.3953760058039019,0.4046239941960981
2018,Pre-primary Level,Seldom,0.2,43121,0.19622452454865624,0.20377547545134378
2018,Primary Level,At least once per month,0.29688888888888887,43121,0.29257647325179154,0.3012013045259862
2018,Primary Level,Never,0.24177777777777779,43121,0.23773650556612544,0.24581904998943013
2018,Primary Level,At least once per week,0.23377777777777778,43121,0.22978301822326266,0.2377725373322929
2018,Primary Level,Seldom,0.21333333333333335,43121,0.20946666970543049,0.2171999969612362
2018,Primary Level,Daily,0.014222222222222223,43121,0.013104626060929997,0.01533981838351445
2018,Lower Secondary Level,At least once per month,0.29541864139020535,43121,0.2911124217038009,0.2997248610766098
2018,Lower Secondary Level,At least once per week,0.2764612954186414,43121,0.2722398642463977,0.2806827265908851
2018,Lower Secondary Level,Never,0.2037914691943128,43121,0.19998941701520645,0.20759352137341913
2018,Lower Secondary Level,Seldom,0.1895734597156398,43121,0.18587383855329556,0.19327308087798403
2018,Lower Secondary Level,Daily,0.03475513428120063,43121,0.03302635362302697,0.03648391493937429
2018,Upper Secondary Level,At least once per month,0.3333333333333333,43121,0.32888389284358577,0.33778277382308086
2018,Upper Secondary Level,At least once per week,0.2509157509157509,43121,0.24682370070201387,0.25500780112948795
2018,Upper Secondary Level,Never,0.1978021978021978,43121,0.19404237004526667,0.20156202555912892
2018,Upper Secondary Level,Seldom,0.1978021978021978,43121,0.19404237004526667,0.20156202555912892
2018,Upper Secondary Level,Daily,0.020146520146520148,43121,0.0188203713658021,0.021472668927238196
2018,Post-secondary Non-tertiary Level,At least once per month,0.36363636363636365,43121,0.3590959231248705,0.3681768041478568
2018,Post-secondary Non-tertiary Level,At least once per week,0.23376623376623376,43121,0.22977154275215628,0.23776092478031124
2018,Post-secondary Non-tertiary Level,Never,0.22077922077922077,43121,0.2168643176513187,0.22469412390712284
2018,Post-secondary Non-tertiary Level,Seldom,0.18181818181818182,43121,0.1781777305083884,0.18545863312797525
2018,Second Stage of Tertiary Education,At least once per month,0.3572679509632224,43121,0.35274498138111854,0.36179092054532624
2018,Second Stage of Tertiary Education,At least once per week,0.25569176882662,43121,0.25157414712547577,0.2598093905277642
2018,Second Stage of Tertiary Education,Seldom,0.2276707530647986,43121,0.22371283752708265,0.23162866860251452
2018,Second Stage of Tertiary Education,Never,0.15061295971978983,43121,0.14723701251587787,0.1539889069237018
2018,Second Stage of Tertiary Education,Daily,0.008756567425569177,43121,0.007877203249908487,0.009635931601229867
2019,Pre-primary Level,At least once per week,0.3712574850299401,42417,0.36665957869512844,0.37585539136475177
2019,Pre-primary Level,At least once per month,0.3383233532934132,42417,0.3338206328043494,0.3428260737824769
2019,Pre-primary Level,Seldom,0.2125748502994012,42417,0.20868129203004135,0.21646840856876107
2019,Pre-primary Level,Never,0.05389221556886228,42417,0.05174329964641475,0.056041131491309806
2019,Pre-primary Level,Daily,0.023952095808383235,42417,0.022496993855845714,0.025407197760920756
2019,Primary Level,At least once per month,0.29561805101373445,42417,0.2912753924942765,0.2999607095331924
2019,Primary Level,Seldom,0.2563767168083715,42417,0.25222142165731704,0.26053201195942594
2019,Primary Level,At least once per week,0.2354480052321779,42417,0.23141027669482075,0.23948573376953505
2019,Primary Level,Never,0.19555264879005888,42417,0.191778085070501,0.19932721250961674
2019,Primary Level,Daily,0.017004578155657292,42417,0.015774182537985456,0.018234973773329128
2019,Lower Secondary Level,Seldom,0.314003294892916,42417,0.3095864289892285,0.3184201607966035
2019,Lower Secondary Level,At least once per month,0.30609555189456344,42417,0.30170959416505244,0.31048150962407445
2019,Lower Secondary Level,At least once per week,0.2158154859967051,42417,0.2119004430555414,0.21973052893786882
2019,Lower Secondary Level,Never,0.14662273476112025,42417,0.14325640009924775,0.14998906942299275
2019,Lower Secondary Level,Daily,0.017462932454695223,42417,0.0162163553225562,0.018709509586834247
2019,Upper Secondary Level,At least once per month,0.3580331814665177,42417,0.353470669398687,0.3625956935343484
2019,Upper Secondary Level,Seldom,0.3156537436602768,42417,0.31123061556477655,0.3200768717557771
2019,Upper Secondary Level,At least once per week,0.23648242069973352,42417,0.2324385706019372,0.24052627079752983
2019,Upper Secondary Level,Never,0.07633456546032838,42417,0.0738075723289422,0.07886155859171456
2019,Upper Secondary Level,Daily,0.013496088713143643,42417,0.012397994849439892,0.014594182576847393
