year,pli0079,pgisced97,sampreg,proportion,n,lower_confidence,upper_confidence
1990,Daily,middle vocational,West,0.5026178010471204,18165,0.4953466624626007,0.5098889396316402
1990,Daily,general elementary,West,0.28272251308900526,18165,0.2761737064662628,0.2892713197117477
1990,Daily,inadequately,West,0.08376963350785341,18165,0.07974075641576983,0.08779851059993699
1990,Daily,higher education,West,0.07853403141361257,18165,0.07462195826733897,0.08244610455988616
1990,Daily,higher vocational,West,0.031413612565445025,18165,0.028876927848306574,0.033950297282583475
1990,Daily,vocational + Abi,West,0.020942408376963352,18165,0.01886004842916969,0.023024768324757014
1990,At least once per week,middle vocational,West,0.5295748613678374,18165,0.5223163541731812,0.5368333685624935
1990,At least once per week,general elementary,West,0.20794824399260628,18165,0.2020463313157636,0.21385015666944895
1990,At least once per week,higher education,West,0.10397412199630314,18165,0.09953536594460086,0.10841287804800542
1990,At least once per week,higher vocational,West,0.059149722735674676,18165,0.055719084011762836,0.06258036145958651
1990,At least once per week,vocational + Abi,West,0.04621072088724584,18165,0.043157656521778595,0.04926378525271309
1990,At least once per week,inadequately,West,0.034195933456561925,18165,0.03155309804851725,0.0368387688646066
1990,At least once per week,in school,West,0.018946395563770795,18165,0.016963736502193377,0.020929054625348213
1990,At least once per month,middle vocational,West,0.5304347826086957,18165,0.5231770272128801,0.5376925380045113
1990,At least once per month,general elementary,West,0.21976284584980238,18165,0.21374101130054743,0.22578468039905733
1990,At least once per month,higher education,West,0.09288537549407115,18165,0.08866410555377993,0.09710664543436237
1990,At least once per month,higher vocational,West,0.06798418972332015,18165,0.0643235754150061,0.0716448040316342
1990,At least once per month,inadequately,West,0.041501976284584984,18165,0.03860150633646363,0.04440244623270634
1990,At least once per month,vocational + Abi,West,0.037549407114624504,18165,0.03478482728870562,0.04031398694054339
1990,At least once per month,in school,West,0.009881422924901186,18165,0.008442983033727716,0.011319862816074656
1990,Seldom,middle vocational,West,0.5015933715742511,18165,0.49432217025218095,0.5088645728963213
1990,Seldom,general elementary,West,0.28616953473550033,18165,0.2795967772491039,0.29274229222189674
1990,Seldom,higher education,West,0.06405353728489484,18165,0.06049283688793249,0.06761423768185719
1990,Seldom,inadequately,West,0.061504142766093055,18165,0.05801027281948116,0.06499801271270496
1990,Seldom,higher vocational,West,0.058636073932441045,18165,0.05521943104556254,0.06205271681931955
1990,Seldom,vocational + Abi,West,0.021351179094964947,18165,0.01924903374911533,0.023453324440814563
1990,Seldom,in school,West,0.006692160611854685,18165,0.005506491572606051,0.00787782965110332
1990,Never,general elementary,West,0.39302112029384756,18165,0.3859182627454635,0.40012397784223164
1990,Never,middle vocational,West,0.3333333333333333,18165,0.32647794417425763,0.340188722492409
1990,Never,inadequately,West,0.209366391184573,18165,0.20344969199744012,0.2152830903717059
1990,Never,higher vocational,West,0.02203856749311295,18165,0.01990360172856883,0.024173533257657066
1990,Never,vocational + Abi,West,0.02203856749311295,18165,0.01990360172856883,0.024173533257657066
1990,Never,higher education,West,0.01928374655647383,18165,0.01728385814330923,0.021283634969638428
1990,Never,in school,West,0.0009182736455463728,18165,0.00047779491929828303,0.0013587523717944626
1995,Daily,middle vocational,West,0.4426877470355731,17246,0.4352744751743586,0.45010101889678766
1995,Daily,general elementary,West,0.17391304347826086,17246,0.16825598275387865,0.17957010420264308
1995,Daily,middle vocational,East,0.11857707509881422,17246,0.11375199621177831,0.12340215398585014
1995,Daily,higher education,West,0.10276679841897234,17246,0.09823478735033471,0.10729880948760996
1995,Daily,inadequately,West,0.05533596837944664,17246,0.05192361242484543,0.05874832433404785
1995,Daily,higher vocational,West,0.03162055335968379,17246,0.029008876777248695,0.03423222994211889
1995,Daily,general elementary,East,0.02766798418972332,17246,0.02522000380893344,0.0301159645705132
1995,Daily,higher education,East,0.019762845849802372,17246,0.017685531592242395,0.02184016010736235
1995,Daily,vocational + Abi,West,0.015810276679841896,17246,0.013948528111667493,0.0176720252480163
1995,Daily,in school,West,0.007905138339920948,17246,0.006583406908457052,0.009226869771384844
1995,Daily,in school,East,0.003952569169960474,17246,0.003016103999063943,0.004889034340857005
1995,At least once per week,middle vocational,West,0.45472287275565965,17246,0.4472910743449699,0.4621546711663494
1995,At least once per week,general elementary,West,0.14207650273224043,17246,0.13686578808199307,0.1472872173824878
1995,At least once per week,higher education,West,0.11085089773614364,17246,0.10616525917676528,0.11553653629552199
1995,At least once per week,middle vocational,East,0.08508977361436378,17246,0.08092549474193741,0.08925405248679014
1995,At least once per week,higher vocational,West,0.04644808743169399,17246,0.04330708719410914,0.049589087669278845
1995,At least once per week,vocational + Abi,West,0.04488680718188915,17246,0.041796521284938284,0.047977093078840016
1995,At least once per week,higher education,East,0.03239656518345043,17246,0.029754095188430543,0.03503903517847032
1995,At least once per week,general elementary,East,0.0234192037470726,17246,0.021162097343263065,0.025676310150882137
1995,At least once per week,inadequately,West,0.01990632318501171,17246,0.017821634546707387,0.021991011823316035
1995,At least once per week,in school,West,0.01717408274785324,17246,0.015235041908180902,0.01911312358752558
1995,At least once per week,higher vocational,East,0.01092896174863388,17246,0.009377235609355964,0.012480687887911795
1995,At least once per week,in school,East,0.00624512099921936,17246,0.005069352160205726,0.007420889838232993
1995,At least once per week,vocational + Abi,East,0.00585480093676815,17246,0.004716144102679843,0.0069934577708564575
1995,At least once per month,middle vocational,West,0.39794461889808735,17246,0.3906392623033485,0.4052499754928262
1995,At least once per month,general elementary,West,0.1415929203539823,17246,0.13638961521083584,0.14679622549712876
1995,At least once per month,middle vocational,East,0.13445618041678561,17246,0.12936466814100803,0.1395476926925632
1995,At least once per month,higher education,West,0.09049386240365401,17246,0.08621208328374046,0.09477564152356756
1995,At least once per month,higher education,East,0.07450756494433343,17246,0.07058835523749035,0.0784267746511765
1995,At least once per month,higher vocational,West,0.054239223522694835,17246,0.05085889226306224,0.05761955478232743
1995,At least once per month,vocational + Abi,West,0.03197259491864116,17246,0.029346897668219487,0.034598292169062836
1995,At least once per month,inadequately,West,0.02654867256637168,17246,0.024149340231166515,0.028948004901576847
1995,At least once per month,higher vocational,East,0.018270054239223524,17246,0.016271215222908354,0.020268893255538694
1995,At least once per month,general elementary,East,0.01598629745932058,17246,0.01411438127841264,0.01785821364022852
1995,At least once per month,in school,West,0.006565800742220953,17246,0.00536041712885602,0.007771184355585887
1995,At least once per month,vocational + Abi,East,0.005138452754781616,17246,0.0040713422702848496,0.006205563239278382
1995,At least once per month,in school,East,0.0019982871824150727,17246,0.001331777481070604,0.0026647968837595413
1995,At least once per month,inadequately,East,0.00028546959748786756,17246,3.333652623192443e-05,0.0005376026687438106
1995,Seldom,middle vocational,West,0.32984851717516533,17246,0.32283144990554036,0.3368655844447903
1995,Seldom,middle vocational,East,0.20055472583742265,17246,0.1945785591779402,0.2065308924969051
1995,Seldom,general elementary,West,0.16407083422231705,17246,0.15854354344085814,0.16959812500377597
1995,Seldom,higher education,East,0.08555579261787924,17246,0.08138118946653054,0.08973039576922794
