year,bula_h,pgisced97,pli0079,proportion,n,lower_confidence,upper_confidence
1998,Brandenburg,general elemantary,Nie,0.0010744985673352436,18147,0.0005978227473895611,0.001551174387280926
1998,Bayern,vocational + Abi,Seltener,0.0010744985673352436,18147,0.0005978227473895611,0.001551174387280926
1998,Sachsen,higher education,Nie,0.0010744985673352436,18147,0.0005978227473895611,0.001551174387280926
1998,Thüringen,general elemantary,Min 1x pro Monat,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Schleswig-Holstein,middle vocational,Nie,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Hessen,vocational + Abi,Min 1x pro Woche,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Nordrhein-Westfalen,in school,Min 1x pro Woche,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Sachsen-Anhalt,general elemantary,Min 1x pro Monat,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Brandenburg,higher education,Nie,0.0010028653295128939,18147,0.0005423362252209,0.0014633944338048877
1998,Niedersachsen,-1,Min 1x pro Woche,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Hessen,higher vocational,Min 1x pro Monat,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Brandenburg,general elemantary,Min 1x pro Monat,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Sachsen-Anhalt,higher education,Min 1x pro Woche,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Sachsen-Anhalt,higher education,Nie,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Thüringen,general elemantary,Nie,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Nordrhein-Westfalen,in school,Min 1x pro Monat,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,"Rheinland-Pfalz,Saarland",higher education,Seltener,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Niedersachsen,vocational + Abi,Min 1x pro Woche,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Bayern,in school,Min 1x pro Woche,0.0009312320916905444,18147,0.00048743923241306546,0.0013750249509680234
1998,Thüringen,general elemantary,Min 1x pro Woche,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Hessen,-1,Min 1x pro Woche,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Hessen,inadequately,Seltener,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Sachsen,higher vocational,Min 1x pro Monat,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,"Rheinland-Pfalz,Saarland",inadequately,Nie,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Berlin,higher vocational,Seltener,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Schleswig-Holstein,general elemantary,Nie,0.0008595988538681948,18147,0.0004332011809641662,0.0012859965267722235
1998,Hessen,higher vocational,Seltener,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Hessen,-1,Nie,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,"Rheinland-Pfalz,Saarland",-1,Min 1x pro Woche,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Mecklenburg-Vorpommern,higher education,Min 1x pro Woche,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Hamburg,general elemantary,Min 1x pro Monat,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Berlin,general elemantary,Min 1x pro Woche,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,"Rheinland-Pfalz,Saarland",higher vocational,Seltener,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Bayern,general elemantary,Taeglich,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Baden-Württemberg,general elemantary,Taeglich,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Sachsen,vocational + Abi,Min 1x pro Monat,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Brandenburg,higher vocational,Min 1x pro Monat,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Mecklenburg-Vorpommern,higher vocational,Seltener,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Sachsen-Anhalt,general elemantary,Min 1x pro Woche,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Hessen,-1,Min 1x pro Monat,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Thüringen,higher education,Nie,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Nordrhein-Westfalen,in school,Seltener,0.0007879656160458453,18147,0.0003797062910612733,0.0011962249410304173
1998,Nordrhein-Westfalen,higher vocational,Nie,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Bayern,inadequately,Min 1x pro Monat,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Hessen,-1,Seltener,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Bayern,-1,Nie,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Hamburg,general elemantary,Seltener,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Sachsen,vocational + Abi,Seltener,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Hessen,vocational + Abi,Seltener,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,"Rheinland-Pfalz,Saarland",middle vocational,Taeglich,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Sachsen,higher vocational,Nie,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Schleswig-Holstein,higher vocational,Seltener,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Thüringen,higher vocational,Min 1x pro Monat,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Sachsen-Anhalt,higher vocational,Min 1x pro Monat,0.0007163323782234957,18147,0.00032705843241881893,0.0011056063240281724
1998,Mecklenburg-Vorpommern,higher education,Nie,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,"Rheinland-Pfalz,Saarland",inadequately,Seltener,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Mecklenburg-Vorpommern,general elemantary,Min 1x pro Monat,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Baden-Württemberg,higher education,Nie,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Schleswig-Holstein,general elemantary,Min 1x pro Monat,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Schleswig-Holstein,vocational + Abi,Min 1x pro Monat,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Nordrhein-Westfalen,higher education,Nie,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Niedersachsen,middle vocational,Taeglich,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Sachsen-Anhalt,higher vocational,Nie,0.0006446991404011461,18147,0.0002753882134108617,0.0010140100673914306
1998,Niedersachsen,-1,Nie,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Niedersachsen,in school,Min 1x pro Woche,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Hessen,inadequately,Min 1x pro Monat,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Schleswig-Holstein,higher vocational,Min 1x pro Monat,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Thüringen,higher vocational,Min 1x pro Woche,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Schleswig-Holstein,-1,Seltener,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Schleswig-Holstein,vocational + Abi,Seltener,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Sachsen-Anhalt,-1,Seltener,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Niedersachsen,inadequately,Min 1x pro Monat,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Niedersachsen,inadequately,Nie,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Niedersachsen,vocational + Abi,Nie,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Sachsen,-1,Min 1x pro Monat,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Bremen,general elemantary,Seltener,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Bremen,middle vocational,Min 1x pro Woche,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Bayern,inadequately,Nie,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Baden-Württemberg,in school,Min 1x pro Woche,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,Bremen,general elemantary,Min 1x pro Woche,0.0005730659025787965,18147,0.00022486374265858492,0.0009212680624990082
1998,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Monat,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Bayern,inadequately,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Hessen,higher education,Taeglich,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Thüringen,middle vocational,Taeglich,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Berlin,-1,Min 1x pro Monat,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Nordrhein-Westfalen,inadequately,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Hessen,higher vocational,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Baden-Württemberg,in school,Seltener,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Thüringen,-1,Min 1x pro Monat,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Sachsen-Anhalt,higher vocational,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Berlin,higher education,Taeglich,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Hamburg,middle vocational,Nie,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Berlin,higher vocational,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Mecklenburg-Vorpommern,general elemantary,Nie,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,"Rheinland-Pfalz,Saarland",-1,Nie,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Sachsen,higher vocational,Min 1x pro Woche,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,"Rheinland-Pfalz,Saarland",vocational + Abi,Nie,0.0005014326647564469,18147,0.00017570769638838542,0.0008271576331245085
1998,Sachsen,in school,Min 1x pro Woche,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Hessen,middle vocational,Taeglich,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Mecklenburg-Vorpommern,higher vocational,Min 1x pro Monat,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,"Rheinland-Pfalz,Saarland",higher vocational,Min 1x pro Woche,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Berlin,general elemantary,Nie,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Baden-Württemberg,-1,Nie,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Brandenburg,in school,Min 1x pro Monat,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Sachsen,in school,Seltener,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Brandenburg,general elemantary,Min 1x pro Woche,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Sachsen-Anhalt,vocational + Abi,Min 1x pro Monat,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Brandenburg,vocational + Abi,Min 1x pro Monat,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Nordrhein-Westfalen,vocational + Abi,Nie,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Schleswig-Holstein,-1,Min 1x pro Monat,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Schleswig-Holstein,general elemantary,Min 1x pro Woche,0.0004297994269340974,18147,0.0001282258980389946,0.0007313729558292002
1998,Thüringen,vocational + Abi,Seltener,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Thüringen,-1,Seltener,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Sachsen,-1,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Bremen,middle vocational,Nie,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Sachsen-Anhalt,-1,Min 1x pro Monat,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,"Rheinland-Pfalz,Saarland",in school,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Bremen,-1,Min 1x pro Monat,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Hamburg,general elemantary,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Hamburg,general elemantary,Nie,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Sachsen,-1,Nie,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Sachsen,vocational + Abi,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Bremen,general elemantary,Min 1x pro Monat,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,"Rheinland-Pfalz,Saarland",vocational + Abi,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Brandenburg,in school,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Brandenburg,-1,Seltener,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Schleswig-Holstein,higher education,Seltener,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Berlin,vocational + Abi,Min 1x pro Woche,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,"Rheinland-Pfalz,Saarland",higher vocational,Nie,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Bremen,higher education,Min 1x pro Monat,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,"Rheinland-Pfalz,Saarland",inadequately,Min 1x pro Monat,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Berlin,middle vocational,Taeglich,0.00035816618911174784,18147,8.285861727851097e-05,0.0006334737609449847
1998,Baden-Württemberg,in school,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Sachsen-Anhalt,middle vocational,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Schleswig-Holstein,-1,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Hamburg,-1,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Mecklenburg-Vorpommern,higher vocational,Nie,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Mecklenburg-Vorpommern,-1,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Mecklenburg-Vorpommern,in school,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Berlin,-1,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Mecklenburg-Vorpommern,in school,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Sachsen-Anhalt,vocational + Abi,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Hessen,general elemantary,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Mecklenburg-Vorpommern,general elemantary,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Bayern,in school,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Bayern,-1,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Schleswig-Holstein,higher education,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Nordrhein-Westfalen,inadequately,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Hamburg,higher education,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Niedersachsen,in school,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Bayern,vocational + Abi,Nie,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Berlin,in school,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Niedersachsen,inadequately,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Berlin,vocational + Abi,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Berlin,vocational + Abi,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Bayern,higher education,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,"Rheinland-Pfalz,Saarland",-1,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Bayern,higher vocational,Nie,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Hamburg,higher education,Seltener,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Brandenburg,-1,Min 1x pro Monat,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Baden-Württemberg,-1,Taeglich,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Brandenburg,-1,Nie,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Thüringen,in school,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Hessen,in school,Min 1x pro Woche,0.00028653295128939826,18147,4.028155057505319e-05,0.0005327843520037433
1998,Sachsen-Anhalt,in school,Min 1x pro Monat,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Sachsen-Anhalt,in school,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Thüringen,in school,Min 1x pro Monat,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Hessen,inadequately,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Nordrhein-Westfalen,-1,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Thüringen,-1,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,"Rheinland-Pfalz,Saarland",-1,Min 1x pro Monat,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Thüringen,vocational + Abi,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Hessen,higher vocational,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Nordrhein-Westfalen,higher education,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Schleswig-Holstein,-1,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Thüringen,-1,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Sachsen-Anhalt,vocational + Abi,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Sachsen-Anhalt,in school,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Brandenburg,vocational + Abi,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Bremen,higher education,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Bayern,higher education,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Bayern,higher vocational,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Mecklenburg-Vorpommern,vocational + Abi,Min 1x pro Monat,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Berlin,-1,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Sachsen,middle vocational,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Schleswig-Holstein,higher vocational,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Niedersachsen,higher education,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Niedersachsen,higher education,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Berlin,in school,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Baden-Württemberg,vocational + Abi,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Schleswig-Holstein,vocational + Abi,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Hamburg,-1,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Brandenburg,higher vocational,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,"Rheinland-Pfalz,Saarland",higher education,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Sachsen,inadequately,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Berlin,higher education,Nie,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Hamburg,higher education,Min 1x pro Monat,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,"Rheinland-Pfalz,Saarland",vocational + Abi,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Bremen,middle vocational,Taeglich,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Brandenburg,higher vocational,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Hamburg,vocational + Abi,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Schleswig-Holstein,inadequately,Min 1x pro Woche,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Niedersachsen,in school,Seltener,0.0002148997134670487,18147,1.6321044275189602e-06,0.00042816732250657843
1998,Baden-Württemberg,higher education,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hessen,in school,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,"Rheinland-Pfalz,Saarland",inadequately,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hessen,vocational + Abi,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hessen,higher education,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Mecklenburg-Vorpommern,-1,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Berlin,-1,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Berlin,inadequately,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Brandenburg,-1,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Brandenburg,vocational + Abi,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Thüringen,in school,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Mecklenburg-Vorpommern,-1,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Mecklenburg-Vorpommern,inadequately,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Mecklenburg-Vorpommern,middle vocational,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Mecklenburg-Vorpommern,higher vocational,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Sachsen,in school,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Sachsen-Anhalt,inadequately,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Nordrhein-Westfalen,higher vocational,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Sachsen-Anhalt,general elemantary,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hessen,in school,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Niedersachsen,higher vocational,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Nordrhein-Westfalen,in school,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,higher vocational,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Schleswig-Holstein,in school,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Schleswig-Holstein,in school,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Schleswig-Holstein,vocational + Abi,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,-1,Nie,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,inadequately,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,inadequately,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,middle vocational,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,vocational + Abi,Min 1x pro Monat,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Hamburg,inadequately,Seltener,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Niedersachsen,general elemantary,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Bremen,higher vocational,Min 1x pro Woche,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
1998,Niedersachsen,vocational + Abi,Taeglich,0.00014326647564469913,18147,-3.087203601683753e-05,0.00031740498730623576
