year,age_gr,bula_h,pli0079,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,Bavaria,Never,0.47472,81,2373,0.46628,0.48316
2017,46-65 y.,Lower Saxony,Never,1.00000,36,2373,1.00000,1.00000
2017,46-65 y.,North Rhine-Westphalia,Never,1.00000,83,2373,1.00000,1.00000
2017,46-65 y.,Bavaria,Never,1.00000,38,2373,1.00000,1.00000
2018,17-29 y.,Lower Saxony,At least once per week,0.56808,56,1569,0.56058,0.57559
2018,17-29 y.,Lower Saxony,At least once per month,0.43192,39,1569,0.42441,0.43942
2018,17-29 y.,North Rhine-Westphalia,At least once per week,0.34200,76,1569,0.33804,0.34595
2018,17-29 y.,North Rhine-Westphalia,At least once per month,0.34026,96,1569,0.33631,0.34422
2018,17-29 y.,North Rhine-Westphalia,Seldom,0.21038,56,1569,0.20698,0.21378
2018,17-29 y.,North Rhine-Westphalia,Never,0.10736,31,1569,0.10478,0.10994
2018,17-29 y.,Hesse,At least once per week,0.68649,44,1569,0.67761,0.69537
2018,17-29 y.,Hesse,At least once per month,0.31351,36,1569,0.30463,0.32239
2018,17-29 y.,Baden-Wuerttemberg,At least once per week,0.57004,39,1569,0.56249,0.57759
2018,17-29 y.,Baden-Wuerttemberg,At least once per month,0.42996,37,1569,0.42241,0.43751
2018,17-29 y.,Bavaria,At least once per month,1.00000,37,1569,1.00000,1.00000
2018,30-45 y.,Lower Saxony,At least once per week,0.64819,84,1569,0.64104,0.65535
2018,30-45 y.,Lower Saxony,At least once per month,0.35181,45,1569,0.34465,0.35896
2018,30-45 y.,North Rhine-Westphalia,At least once per week,0.19216,61,1569,0.18836,0.19595
2018,30-45 y.,North Rhine-Westphalia,At least once per month,0.34442,136,1569,0.33984,0.34900
2018,30-45 y.,North Rhine-Westphalia,Seldom,0.29055,85,1569,0.28617,0.29492
2018,30-45 y.,North Rhine-Westphalia,Never,0.17287,54,1569,0.16923,0.17652
2018,30-45 y.,Hesse,At least once per week,0.21167,40,1569,0.20584,0.21749
2018,30-45 y.,Hesse,At least once per month,0.30795,54,1569,0.30137,0.31454
2018,30-45 y.,Hesse,Seldom,0.19962,39,1569,0.19391,0.20532
2018,30-45 y.,Hesse,Never,0.28076,39,1569,0.27435,0.28718
2018,30-45 y.,Baden-Wuerttemberg,At least once per week,0.33126,43,1569,0.32460,0.33792
2018,30-45 y.,Baden-Wuerttemberg,At least once per month,0.30126,69,1569,0.29478,0.30775
2018,30-45 y.,Baden-Wuerttemberg,Seldom,0.16967,45,1569,0.16437,0.17498
2018,30-45 y.,Baden-Wuerttemberg,Never,0.19780,34,1569,0.19217,0.20343
2018,30-45 y.,Bavaria,At least once per month,0.59918,60,1569,0.58868,0.60969
2018,30-45 y.,Bavaria,Never,0.40082,49,1569,0.39031,0.41132
2018,46-65 y.,North Rhine-Westphalia,At least once per month,0.55954,48,1569,0.54873,0.57035
2018,46-65 y.,North Rhine-Westphalia,Seldom,0.44046,37,1569,0.42965,0.45127
2019,17-29 y.,Schleswig-Holstein,At least once per week,0.24092,61,27111,0.23957,0.24226
2019,17-29 y.,Schleswig-Holstein,At least once per month,0.52751,83,27111,0.52594,0.52908
2019,17-29 y.,Schleswig-Holstein,Seldom,0.23157,47,27111,0.23025,0.23290
2019,17-29 y.,Lower Saxony,At least once per week,0.34288,201,27111,0.34196,0.34381
2019,17-29 y.,Lower Saxony,At least once per month,0.40134,202,27111,0.40038,0.40230
2019,17-29 y.,Lower Saxony,Seldom,0.25578,113,27111,0.25493,0.25663
2019,17-29 y.,North Rhine-Westphalia,At least once per week,0.41845,452,27111,0.41786,0.41904
2019,17-29 y.,North Rhine-Westphalia,At least once per month,0.39558,442,27111,0.39499,0.39616
2019,17-29 y.,North Rhine-Westphalia,Seldom,0.16482,208,27111,0.16438,0.16526
2019,17-29 y.,North Rhine-Westphalia,Never,0.02115,46,27111,0.02098,0.02132
2019,17-29 y.,Hesse,At least once per week,0.42978,151,27111,0.42874,0.43082
2019,17-29 y.,Hesse,At least once per month,0.41211,122,27111,0.41108,0.41314
2019,17-29 y.,Hesse,Seldom,0.15811,60,27111,0.15735,0.15888
2019,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.36160,90,27111,0.36029,0.36291
2019,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.45646,98,27111,0.45510,0.45781
2019,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.18195,62,27111,0.18090,0.18300
2019,17-29 y.,Baden-Wuerttemberg,At least once per week,0.44343,204,27111,0.44259,0.44426
2019,17-29 y.,Baden-Wuerttemberg,At least once per month,0.41927,196,27111,0.41844,0.42010
2019,17-29 y.,Baden-Wuerttemberg,Seldom,0.13730,81,27111,0.13673,0.13788
2019,17-29 y.,Bavaria,At least once per week,0.50321,268,27111,0.50234,0.50408
2019,17-29 y.,Bavaria,At least once per month,0.38105,253,27111,0.38020,0.38190
2019,17-29 y.,Bavaria,Seldom,0.11574,101,27111,0.11518,0.11630
2019,17-29 y.,Berlin,At least once per week,0.55557,69,27111,0.55398,0.55716
2019,17-29 y.,Berlin,At least once per month,0.44443,47,27111,0.44284,0.44602
2019,17-29 y.,Brandenburg,At least once per month,0.32790,48,27111,0.32556,0.33025
2019,17-29 y.,Brandenburg,Seldom,0.67210,46,27111,0.66975,0.67444
2019,17-29 y.,Saxony,At least once per week,0.24986,53,27111,0.24860,0.25113
2019,17-29 y.,Saxony,At least once per month,0.39541,69,27111,0.39398,0.39684
2019,17-29 y.,Saxony,Seldom,0.35473,67,27111,0.35333,0.35612
2019,17-29 y.,Saxony-Anhalt,At least once per week,0.27686,34,27111,0.27504,0.27868
2019,17-29 y.,Saxony-Anhalt,At least once per month,0.48824,57,27111,0.48621,0.49028
2019,17-29 y.,Saxony-Anhalt,Seldom,0.23490,33,27111,0.23317,0.23662
2019,17-29 y.,Thuringa,At least once per week,0.30865,36,27111,0.30662,0.31069
2019,17-29 y.,Thuringa,At least once per month,0.69135,59,27111,0.68931,0.69338
2019,30-45 y.,Schleswig-Holstein,At least once per week,0.22925,70,27111,0.22819,0.23031
2019,30-45 y.,Schleswig-Holstein,At least once per month,0.43731,123,27111,0.43606,0.43856
2019,30-45 y.,Schleswig-Holstein,Seldom,0.33344,110,27111,0.33225,0.33463
2019,30-45 y.,Hamburg,At least once per week,0.46362,51,27111,0.46213,0.46512
2019,30-45 y.,Hamburg,At least once per month,0.43608,63,27111,0.43460,0.43757
2019,30-45 y.,Hamburg,Seldom,0.10029,31,27111,0.09939,0.10119
2019,30-45 y.,Lower Saxony,At least once per week,0.21301,184,27111,0.21231,0.21370
2019,30-45 y.,Lower Saxony,At least once per month,0.46222,331,27111,0.46138,0.46307
2019,30-45 y.,Lower Saxony,Seldom,0.29051,176,27111,0.28974,0.29127
2019,30-45 y.,Lower Saxony,Never,0.03426,46,27111,0.03396,0.03457
2019,30-45 y.,Bremen,At least once per month,1.00000,41,27111,1.00000,1.00000
2019,30-45 y.,North Rhine-Westphalia,At least once per week,0.25416,396,27111,0.25370,0.25462
2019,30-45 y.,North Rhine-Westphalia,At least once per month,0.42123,647,27111,0.42071,0.42175
2019,30-45 y.,North Rhine-Westphalia,Seldom,0.28585,483,27111,0.28537,0.28633
2019,30-45 y.,North Rhine-Westphalia,Never,0.03877,146,27111,0.03856,0.03897
2019,30-45 y.,Hesse,At least once per week,0.26678,159,27111,0.26603,0.26754
2019,30-45 y.,Hesse,At least once per month,0.44461,201,27111,0.44377,0.44546
2019,30-45 y.,Hesse,Seldom,0.24518,127,27111,0.24444,0.24591
2019,30-45 y.,Hesse,Never,0.04342,46,27111,0.04308,0.04377
2019,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.25975,94,27111,0.25876,0.26075
2019,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.43676,159,27111,0.43563,0.43788
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.30349,118,27111,0.30245,0.30453
2019,30-45 y.,Baden-Wuerttemberg,At least once per week,0.30786,244,27111,0.30725,0.30846
2019,30-45 y.,Baden-Wuerttemberg,At least once per month,0.39861,369,27111,0.39797,0.39926
2019,30-45 y.,Baden-Wuerttemberg,Seldom,0.25936,248,27111,0.25879,0.25994
2019,30-45 y.,Baden-Wuerttemberg,Never,0.03417,46,27111,0.03393,0.03441
2019,30-45 y.,Bavaria,At least once per week,0.31766,314,27111,0.31710,0.31822
2019,30-45 y.,Bavaria,At least once per month,0.43751,479,27111,0.43691,0.43810
2019,30-45 y.,Bavaria,Seldom,0.22068,285,27111,0.22018,0.22118
2019,30-45 y.,Bavaria,Never,0.02416,76,27111,0.02397,0.02434
2019,30-45 y.,Berlin,At least once per week,0.44368,143,27111,0.44260,0.44475
2019,30-45 y.,Berlin,At least once per month,0.32668,109,27111,0.32567,0.32769
2019,30-45 y.,Berlin,Seldom,0.22964,82,27111,0.22874,0.23055
2019,30-45 y.,Brandenburg,At least once per month,0.43823,97,27111,0.43668,0.43978
2019,30-45 y.,Brandenburg,Seldom,0.47048,117,27111,0.46892,0.47204
2019,30-45 y.,Brandenburg,Never,0.09129,32,27111,0.09039,0.09219
2019,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.54975,57,27111,0.54780,0.55171
2019,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.45025,48,27111,0.44829,0.45220
2019,30-45 y.,Saxony,At least once per week,0.21619,97,27111,0.21535,0.21704
2019,30-45 y.,Saxony,At least once per month,0.44572,176,27111,0.44470,0.44674
2019,30-45 y.,Saxony,Seldom,0.33809,179,27111,0.33712,0.33905
2019,30-45 y.,Saxony-Anhalt,At least once per month,0.35291,83,27111,0.35136,0.35446
2019,30-45 y.,Saxony-Anhalt,Seldom,0.45399,110,27111,0.45238,0.45561
2019,30-45 y.,Saxony-Anhalt,Never,0.19310,41,27111,0.19182,0.19438
2019,30-45 y.,Thuringa,At least once per week,0.21629,52,27111,0.21495,0.21763
2019,30-45 y.,Thuringa,At least once per month,0.47742,99,27111,0.47579,0.47904
2019,30-45 y.,Thuringa,Seldom,0.30629,84,27111,0.30479,0.30779
2019,46-65 y.,Schleswig-Holstein,At least once per week,0.22739,88,27111,0.22641,0.22837
2019,46-65 y.,Schleswig-Holstein,At least once per month,0.46935,159,27111,0.46818,0.47051
2019,46-65 y.,Schleswig-Holstein,Seldom,0.30326,113,27111,0.30219,0.30434
2019,46-65 y.,Hamburg,At least once per week,0.38261,75,27111,0.38116,0.38406
2019,46-65 y.,Hamburg,At least once per month,0.37269,68,27111,0.37125,0.37414
2019,46-65 y.,Hamburg,Seldom,0.24470,52,27111,0.24341,0.24598
2019,46-65 y.,Lower Saxony,At least once per week,0.23607,256,27111,0.23555,0.23659
2019,46-65 y.,Lower Saxony,At least once per month,0.37257,429,27111,0.37198,0.37317
2019,46-65 y.,Lower Saxony,Seldom,0.35536,328,27111,0.35478,0.35595
2019,46-65 y.,Lower Saxony,Never,0.03599,65,27111,0.03576,0.03622
2019,46-65 y.,Bremen,At least once per month,1.00000,33,27111,1.00000,1.00000
2019,46-65 y.,North Rhine-Westphalia,At least once per week,0.22783,601,27111,0.22747,0.22819
2019,46-65 y.,North Rhine-Westphalia,At least once per month,0.40927,887,27111,0.40885,0.40970
2019,46-65 y.,North Rhine-Westphalia,Seldom,0.29631,656,27111,0.29592,0.29670
2019,46-65 y.,North Rhine-Westphalia,Never,0.06659,154,27111,0.06638,0.06681
2019,46-65 y.,Hesse,At least once per week,0.28553,215,27111,0.28489,0.28617
2019,46-65 y.,Hesse,At least once per month,0.37441,297,27111,0.37373,0.37509
2019,46-65 y.,Hesse,Seldom,0.27488,220,27111,0.27425,0.27551
2019,46-65 y.,Hesse,Never,0.06518,49,27111,0.06483,0.06553
2019,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.28286,160,27111,0.28215,0.28358
2019,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31854,217,27111,0.31780,0.31928
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.32699,192,27111,0.32625,0.32774
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.07160,70,27111,0.07119,0.07201
2019,46-65 y.,Baden-Wuerttemberg,At least once per week,0.25973,334,27111,0.25924,0.26022
2019,46-65 y.,Baden-Wuerttemberg,At least once per month,0.46337,476,27111,0.46282,0.46393
2019,46-65 y.,Baden-Wuerttemberg,Seldom,0.23058,284,27111,0.23011,0.23105
2019,46-65 y.,Baden-Wuerttemberg,Never,0.04631,56,27111,0.04608,0.04655
2019,46-65 y.,Bavaria,Daily,0.02177,48,27111,0.02162,0.02192
2019,46-65 y.,Bavaria,At least once per week,0.28708,482,27111,0.28662,0.28755
2019,46-65 y.,Bavaria,At least once per month,0.37219,637,27111,0.37169,0.37268
2019,46-65 y.,Bavaria,Seldom,0.26552,401,27111,0.26507,0.26597
2019,46-65 y.,Bavaria,Never,0.05344,96,27111,0.05321,0.05367
2019,46-65 y.,Berlin,At least once per week,0.30205,132,27111,0.30110,0.30300
2019,46-65 y.,Berlin,At least once per month,0.37150,129,27111,0.37050,0.37250
2019,46-65 y.,Berlin,Seldom,0.32645,90,27111,0.32548,0.32742
2019,46-65 y.,Brandenburg,At least once per week,0.13611,69,27111,0.13539,0.13682
2019,46-65 y.,Brandenburg,At least once per month,0.29716,180,27111,0.29620,0.29811
2019,46-65 y.,Brandenburg,Seldom,0.48077,197,27111,0.47973,0.48182
2019,46-65 y.,Brandenburg,Never,0.08596,44,27111,0.08538,0.08655
2019,46-65 y.,Mecklenburg-Western Pomerania,At least once per week,0.17608,52,27111,0.17496,0.17721
2019,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.43794,109,27111,0.43648,0.43941
2019,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.38597,80,27111,0.38454,0.38741
2019,46-65 y.,Saxony,At least once per week,0.07980,90,27111,0.07933,0.08027
2019,46-65 y.,Saxony,At least once per month,0.35633,244,27111,0.35549,0.35716
2019,46-65 y.,Saxony,Seldom,0.48655,265,27111,0.48568,0.48742
2019,46-65 y.,Saxony,Never,0.07732,53,27111,0.07686,0.07779
2019,46-65 y.,Saxony-Anhalt,At least once per week,0.09331,52,27111,0.09259,0.09402
2019,46-65 y.,Saxony-Anhalt,At least once per month,0.35253,133,27111,0.35136,0.35370
2019,46-65 y.,Saxony-Anhalt,Seldom,0.35948,151,27111,0.35830,0.36065
2019,46-65 y.,Saxony-Anhalt,Never,0.19468,50,27111,0.19371,0.19565
2019,46-65 y.,Thuringa,At least once per week,0.13348,60,27111,0.13269,0.13428
2019,46-65 y.,Thuringa,At least once per month,0.32812,126,27111,0.32701,0.32922
2019,46-65 y.,Thuringa,Seldom,0.39094,162,27111,0.38980,0.39208
2019,46-65 y.,Thuringa,Never,0.14746,38,27111,0.14663,0.14829
2019,66 and older,Schleswig-Holstein,At least once per week,0.21843,47,27111,0.21740,0.21946
2019,66 and older,Schleswig-Holstein,At least once per month,0.38112,63,27111,0.37991,0.38233
2019,66 and older,Schleswig-Holstein,Seldom,0.40045,60,27111,0.39923,0.40168
2019,66 and older,Hamburg,At least once per month,1.00000,32,27111,1.00000,1.00000
2019,66 and older,Lower Saxony,At least once per week,0.17859,96,27111,0.17800,0.17919
2019,66 and older,Lower Saxony,At least once per month,0.35523,167,27111,0.35448,0.35597
2019,66 and older,Lower Saxony,Seldom,0.36934,152,27111,0.36859,0.37010
2019,66 and older,Lower Saxony,Never,0.09684,39,27111,0.09638,0.09730
2019,66 and older,North Rhine-Westphalia,At least once per week,0.27962,296,27111,0.27915,0.28009
2019,66 and older,North Rhine-Westphalia,At least once per month,0.28877,298,27111,0.28829,0.28924
2019,66 and older,North Rhine-Westphalia,Seldom,0.31666,284,27111,0.31617,0.31715
2019,66 and older,North Rhine-Westphalia,Never,0.11496,105,27111,0.11462,0.11529
2019,66 and older,Hesse,At least once per week,0.34949,94,27111,0.34851,0.35048
2019,66 and older,Hesse,At least once per month,0.26315,85,27111,0.26224,0.26406
2019,66 and older,Hesse,Seldom,0.38735,85,27111,0.38635,0.38836
2019,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.22431,83,27111,0.22351,0.22511
2019,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.35079,98,27111,0.34988,0.35171
2019,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.26658,76,27111,0.26574,0.26743
2019,66 and older,"Rhineland-Palatinate, Saarland",Never,0.15831,38,27111,0.15762,0.15901
2019,66 and older,Baden-Wuerttemberg,At least once per week,0.31197,179,27111,0.31136,0.31258
2019,66 and older,Baden-Wuerttemberg,At least once per month,0.30376,149,27111,0.30315,0.30437
2019,66 and older,Baden-Wuerttemberg,Seldom,0.29631,158,27111,0.29570,0.29692
2019,66 and older,Baden-Wuerttemberg,Never,0.08796,47,27111,0.08758,0.08834
2019,66 and older,Bavaria,At least once per week,0.27157,231,27111,0.27102,0.27213
2019,66 and older,Bavaria,At least once per month,0.28904,242,27111,0.28847,0.28961
2019,66 and older,Bavaria,Seldom,0.35129,243,27111,0.35069,0.35189
2019,66 and older,Bavaria,Never,0.08810,61,27111,0.08774,0.08845
2019,66 and older,Berlin,At least once per week,0.22077,51,27111,0.21962,0.22193
2019,66 and older,Berlin,At least once per month,0.35067,50,27111,0.34934,0.35199
2019,66 and older,Berlin,Seldom,0.42856,74,27111,0.42718,0.42994
2019,66 and older,Brandenburg,At least once per week,0.10951,38,27111,0.10868,0.11034
2019,66 and older,Brandenburg,At least once per month,0.20097,74,27111,0.19990,0.20204
2019,66 and older,Brandenburg,Seldom,0.51709,121,27111,0.51576,0.51842
2019,66 and older,Brandenburg,Never,0.17243,43,27111,0.17143,0.17344
2019,66 and older,Mecklenburg-Western Pomerania,At least once per month,0.30907,47,27111,0.30732,0.31081
2019,66 and older,Mecklenburg-Western Pomerania,Seldom,0.69093,71,27111,0.68919,0.69268
2019,66 and older,Saxony,At least once per week,0.09666,43,27111,0.09604,0.09728
2019,66 and older,Saxony,At least once per month,0.35546,143,27111,0.35445,0.35646
2019,66 and older,Saxony,Seldom,0.42194,156,27111,0.42091,0.42298
2019,66 and older,Saxony,Never,0.12594,37,27111,0.12525,0.12664
2019,66 and older,Saxony-Anhalt,At least once per month,0.24579,52,27111,0.24456,0.24701
2019,66 and older,Saxony-Anhalt,Seldom,0.48162,76,27111,0.48020,0.48305
2019,66 and older,Saxony-Anhalt,Never,0.27259,32,27111,0.27132,0.27386
2019,66 and older,Thuringa,At least once per month,0.44894,77,27111,0.44717,0.45072
2019,66 and older,Thuringa,Seldom,0.55106,86,27111,0.54928,0.55283
