year,migback,quintil_oecd,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Indirect migration background,2nd Quintile,At least once per week,0.27840,39,121,0.19821,0.35860
1995,Indirect migration background,2nd Quintile,At least once per month,0.41487,46,121,0.32671,0.50302
1995,Indirect migration background,2nd Quintile,Seldom,0.25728,36,121,0.17907,0.33550
1995,Indirect migration background,3rd Quintile,At least once per week,0.43479,49,49,0.29455,0.57503
1995,Indirect migration background,4th Quintile,At least once per week,0.44885,43,43,0.29843,0.59928
1998,No migration background,1st Quintile,At least once per week,0.13942,177,1394,0.12123,0.15761
1998,No migration background,1st Quintile,At least once per month,0.20822,302,1394,0.18690,0.22954
1998,No migration background,1st Quintile,Seldom,0.41581,624,1394,0.38992,0.44169
1998,No migration background,1st Quintile,Never,0.23068,291,1394,0.20855,0.25280
1998,No migration background,2nd Quintile,At least once per week,0.16311,276,1826,0.14616,0.18006
1998,No migration background,2nd Quintile,At least once per month,0.23794,450,1826,0.21841,0.25748
1998,No migration background,2nd Quintile,Seldom,0.44119,862,1826,0.41841,0.46397
1998,No migration background,2nd Quintile,Never,0.14861,238,1826,0.13229,0.16492
1998,No migration background,3rd Quintile,At least once per week,0.18700,365,2050,0.17011,0.20388
1998,No migration background,3rd Quintile,At least once per month,0.29303,621,2050,0.27332,0.31274
1998,No migration background,3rd Quintile,Seldom,0.42840,922,2050,0.40697,0.44982
1998,No migration background,3rd Quintile,Never,0.08398,142,2050,0.07197,0.09599
1998,No migration background,4th Quintile,At least once per week,0.25951,530,2142,0.24095,0.27808
1998,No migration background,4th Quintile,At least once per month,0.31705,718,2142,0.29734,0.33676
1998,No migration background,4th Quintile,Seldom,0.34032,756,2142,0.32025,0.36039
1998,No migration background,4th Quintile,Never,0.07049,138,2142,0.05965,0.08133
1998,No migration background,5th Quintile,Daily,0.02554,51,2016,0.01865,0.03243
1998,No migration background,5th Quintile,At least once per week,0.31566,627,2016,0.29536,0.33595
1998,No migration background,5th Quintile,At least once per month,0.37635,752,2016,0.35520,0.39751
1998,No migration background,5th Quintile,Seldom,0.25674,541,2016,0.23767,0.27581
1998,No migration background,5th Quintile,Never,0.02571,45,2016,0.01880,0.03262
1998,Direct migration background,1st Quintile,At least once per week,0.11289,91,733,0.08997,0.13582
1998,Direct migration background,1st Quintile,At least once per month,0.17949,126,733,0.15169,0.20729
1998,Direct migration background,1st Quintile,Seldom,0.37931,299,733,0.34416,0.41446
1998,Direct migration background,1st Quintile,Never,0.29952,217,733,0.26633,0.33270
1998,Direct migration background,2nd Quintile,At least once per week,0.14539,80,510,0.11476,0.17601
1998,Direct migration background,2nd Quintile,At least once per month,0.19857,112,510,0.16391,0.23323
1998,Direct migration background,2nd Quintile,Seldom,0.43949,218,510,0.39638,0.48261
1998,Direct migration background,2nd Quintile,Never,0.20191,100,510,0.16704,0.23679
1998,Direct migration background,3rd Quintile,At least once per week,0.19117,71,391,0.15215,0.23020
1998,Direct migration background,3rd Quintile,At least once per month,0.20855,93,391,0.16823,0.24887
1998,Direct migration background,3rd Quintile,Seldom,0.41687,157,391,0.36793,0.46580
1998,Direct migration background,3rd Quintile,Never,0.15775,70,391,0.12158,0.19393
1998,Direct migration background,4th Quintile,At least once per week,0.16308,62,326,0.12292,0.20325
1998,Direct migration background,4th Quintile,At least once per month,0.33866,96,326,0.28721,0.39011
1998,Direct migration background,4th Quintile,Seldom,0.37541,131,326,0.32277,0.42806
1998,Direct migration background,4th Quintile,Never,0.10799,37,326,0.07425,0.14174
1998,Direct migration background,5th Quintile,At least once per week,0.24547,54,188,0.18379,0.30715
1998,Direct migration background,5th Quintile,At least once per month,0.39767,74,188,0.32752,0.46782
1998,Direct migration background,5th Quintile,Seldom,0.25864,60,188,0.19587,0.32140
1998,Indirect migration background,1st Quintile,At least once per week,0.35687,67,158,0.28194,0.43181
1998,Indirect migration background,1st Quintile,At least once per month,0.24622,40,158,0.17883,0.31361
1998,Indirect migration background,1st Quintile,Seldom,0.28755,51,158,0.21675,0.35835
1998,Indirect migration background,2nd Quintile,At least once per week,0.34799,47,125,0.26415,0.43183
1998,Indirect migration background,2nd Quintile,At least once per month,0.25719,35,125,0.18026,0.33412
1998,Indirect migration background,2nd Quintile,Seldom,0.34077,43,125,0.25734,0.42419
1998,Indirect migration background,3rd Quintile,At least once per week,0.37277,41,79,0.26546,0.48009
1998,Indirect migration background,3rd Quintile,At least once per month,0.38030,38,79,0.27256,0.48803
1998,Indirect migration background,4th Quintile,At least once per week,0.53854,58,58,0.40912,0.66796
2003,No migration background,1st Quintile,At least once per week,0.15074,343,2402,0.13643,0.16505
2003,No migration background,1st Quintile,At least once per month,0.21272,510,2402,0.19635,0.22909
2003,No migration background,1st Quintile,Seldom,0.39806,1027,2402,0.37848,0.41764
2003,No migration background,1st Quintile,Never,0.22553,522,2402,0.20882,0.24225
2003,No migration background,2nd Quintile,At least once per week,0.14110,420,3080,0.12881,0.15340
2003,No migration background,2nd Quintile,At least once per month,0.26384,807,3080,0.24828,0.27941
2003,No migration background,2nd Quintile,Seldom,0.44803,1448,3080,0.43046,0.46559
2003,No migration background,2nd Quintile,Never,0.13927,405,3080,0.12704,0.15150
2003,No migration background,3rd Quintile,Daily,0.01220,35,3451,0.00854,0.01587
2003,No migration background,3rd Quintile,At least once per week,0.19166,621,3451,0.17853,0.20480
2003,No migration background,3rd Quintile,At least once per month,0.29766,1031,3451,0.28240,0.31292
2003,No migration background,3rd Quintile,Seldom,0.40778,1472,3451,0.39138,0.42418
2003,No migration background,3rd Quintile,Never,0.09070,292,3451,0.08111,0.10028
2003,No migration background,4th Quintile,Daily,0.01453,55,3910,0.01078,0.01829
2003,No migration background,4th Quintile,At least once per week,0.23611,874,3910,0.22280,0.24942
2003,No migration background,4th Quintile,At least once per month,0.32996,1325,3910,0.31522,0.34470
2003,No migration background,4th Quintile,Seldom,0.36084,1452,3910,0.34579,0.37590
2003,No migration background,4th Quintile,Never,0.05855,204,3910,0.05119,0.06591
2003,No migration background,5th Quintile,Daily,0.02414,141,5848,0.02021,0.02808
2003,No migration background,5th Quintile,At least once per week,0.31833,1991,5848,0.30639,0.33028
2003,No migration background,5th Quintile,At least once per month,0.34965,2146,5848,0.33743,0.36188
2003,No migration background,5th Quintile,Seldom,0.27713,1441,5848,0.26566,0.28861
2003,No migration background,5th Quintile,Never,0.03074,129,5848,0.02631,0.03516
2003,Direct migration background,1st Quintile,At least once per week,0.12463,97,774,0.10135,0.14792
2003,Direct migration background,1st Quintile,At least once per month,0.17863,126,774,0.15162,0.20563
2003,Direct migration background,1st Quintile,Seldom,0.38459,297,774,0.35029,0.41889
2003,Direct migration background,1st Quintile,Never,0.29348,254,774,0.26138,0.32558
2003,Direct migration background,2nd Quintile,At least once per week,0.14808,74,603,0.11971,0.17645
2003,Direct migration background,2nd Quintile,At least once per month,0.19333,131,603,0.16179,0.22488
2003,Direct migration background,2nd Quintile,Seldom,0.42079,256,603,0.38135,0.46022
2003,Direct migration background,2nd Quintile,Never,0.22823,142,603,0.19470,0.26175
2003,Direct migration background,3rd Quintile,At least once per week,0.12679,65,449,0.09598,0.15760
2003,Direct migration background,3rd Quintile,At least once per month,0.25017,126,449,0.21006,0.29028
2003,Direct migration background,3rd Quintile,Seldom,0.44887,198,449,0.40281,0.49493
2003,Direct migration background,3rd Quintile,Never,0.14837,60,449,0.11545,0.18128
2003,Direct migration background,4th Quintile,At least once per week,0.15044,64,401,0.11541,0.18548
2003,Direct migration background,4th Quintile,At least once per month,0.28541,107,401,0.24115,0.32967
2003,Direct migration background,4th Quintile,Seldom,0.43375,176,401,0.38518,0.48231
2003,Direct migration background,4th Quintile,Never,0.12096,54,401,0.08901,0.15292
2003,Direct migration background,5th Quintile,At least once per week,0.25188,96,324,0.20453,0.29922
2003,Direct migration background,5th Quintile,At least once per month,0.32509,118,324,0.27401,0.37618
2003,Direct migration background,5th Quintile,Seldom,0.34959,110,324,0.29758,0.40159
2003,Indirect migration background,1st Quintile,At least once per week,0.22930,49,156,0.16312,0.29548
2003,Indirect migration background,1st Quintile,At least once per month,0.22570,48,156,0.15988,0.29151
2003,Indirect migration background,1st Quintile,Seldom,0.36792,59,156,0.29200,0.44384
2003,Indirect migration background,2nd Quintile,At least once per week,0.36295,49,136,0.28183,0.44406
2003,Indirect migration background,2nd Quintile,At least once per month,0.29691,37,136,0.21984,0.37399
2003,Indirect migration background,2nd Quintile,Seldom,0.27221,50,136,0.19713,0.34729
2003,Indirect migration background,3rd Quintile,At least once per week,0.33447,55,143,0.25687,0.41208
2003,Indirect migration background,3rd Quintile,At least once per month,0.37199,53,143,0.29249,0.45149
2003,Indirect migration background,3rd Quintile,Seldom,0.23801,35,143,0.16797,0.30806
2003,Indirect migration background,4th Quintile,At least once per week,0.53424,64,106,0.43883,0.62965
2003,Indirect migration background,4th Quintile,At least once per month,0.26648,42,106,0.18191,0.35104
2003,Indirect migration background,5th Quintile,At least once per week,0.40498,66,114,0.31447,0.49549
2003,Indirect migration background,5th Quintile,At least once per month,0.27748,48,114,0.19492,0.36003
2008,No migration background,1st Quintile,At least once per week,0.13575,277,2154,0.12128,0.15022
2008,No migration background,1st Quintile,At least once per month,0.19174,414,2154,0.17511,0.20837
2008,No migration background,1st Quintile,Seldom,0.43207,957,2154,0.41115,0.45300
2008,No migration background,1st Quintile,Never,0.23128,506,2154,0.21347,0.24909
2008,No migration background,2nd Quintile,At least once per week,0.13764,367,2795,0.12486,0.15041
2008,No migration background,2nd Quintile,At least once per month,0.26050,717,2795,0.24422,0.27677
2008,No migration background,2nd Quintile,Seldom,0.44932,1352,2795,0.43087,0.46776
2008,No migration background,2nd Quintile,Never,0.14196,359,2795,0.12902,0.15490
2008,No migration background,3rd Quintile,At least once per week,0.17898,519,3247,0.16580,0.19217
2008,No migration background,3rd Quintile,At least once per month,0.30741,968,3247,0.29154,0.32329
2008,No migration background,3rd Quintile,Seldom,0.42506,1528,3247,0.40805,0.44207
2008,No migration background,3rd Quintile,Never,0.07570,232,3247,0.06660,0.08480
2008,No migration background,4th Quintile,Daily,0.01347,33,3460,0.00963,0.01732
2008,No migration background,4th Quintile,At least once per week,0.21466,723,3460,0.20098,0.22834
2008,No migration background,4th Quintile,At least once per month,0.35522,1218,3460,0.33927,0.37117
2008,No migration background,4th Quintile,Seldom,0.36694,1322,3460,0.35088,0.38301
2008,No migration background,4th Quintile,Never,0.04970,164,3460,0.04246,0.05694
2008,No migration background,5th Quintile,Daily,0.02470,102,4878,0.02035,0.02906
2008,No migration background,5th Quintile,At least once per week,0.33561,1603,4878,0.32235,0.34886
2008,No migration background,5th Quintile,At least once per month,0.35153,1789,4878,0.33813,0.36493
2008,No migration background,5th Quintile,Seldom,0.26001,1264,4878,0.24770,0.27232
2008,No migration background,5th Quintile,Never,0.02815,120,4878,0.02351,0.03279
2008,Direct migration background,1st Quintile,At least once per week,0.09571,56,590,0.07195,0.11946
2008,Direct migration background,1st Quintile,At least once per month,0.14592,91,590,0.11741,0.17443
2008,Direct migration background,1st Quintile,Seldom,0.44341,272,590,0.40329,0.48353
2008,Direct migration background,1st Quintile,Never,0.29892,171,590,0.26195,0.33589
2008,Direct migration background,2nd Quintile,At least once per week,0.10877,48,401,0.07826,0.13929
2008,Direct migration background,2nd Quintile,At least once per month,0.24506,80,401,0.20291,0.28722
2008,Direct migration background,2nd Quintile,Seldom,0.45708,202,401,0.40827,0.50590
2008,Direct migration background,2nd Quintile,Never,0.17802,71,401,0.14053,0.21551
2008,Direct migration background,3rd Quintile,At least once per week,0.18751,65,362,0.14725,0.22778
2008,Direct migration background,3rd Quintile,At least once per month,0.23605,86,362,0.19225,0.27986
2008,Direct migration background,3rd Quintile,Seldom,0.45037,159,362,0.39904,0.50169
2008,Direct migration background,3rd Quintile,Never,0.11415,52,362,0.08135,0.14696
2008,Direct migration background,4th Quintile,At least once per week,0.16295,41,249,0.11698,0.20891
2008,Direct migration background,4th Quintile,At least once per month,0.27620,83,249,0.22056,0.33185
2008,Direct migration background,4th Quintile,Seldom,0.44702,125,249,0.38514,0.50890
2008,Direct migration background,5th Quintile,At least once per week,0.22976,62,226,0.17479,0.28473
2008,Direct migration background,5th Quintile,At least once per month,0.37175,85,226,0.30860,0.43490
2008,Direct migration background,5th Quintile,Seldom,0.31840,79,226,0.25753,0.37927
2008,Indirect migration background,1st Quintile,At least once per week,0.31800,49,156,0.24469,0.39132
2008,Indirect migration background,1st Quintile,At least once per month,0.24656,52,156,0.17871,0.31441
2008,Indirect migration background,1st Quintile,Seldom,0.26334,55,156,0.19400,0.33268
2008,Indirect migration background,2nd Quintile,At least once per week,0.26231,38,133,0.18727,0.33736
2008,Indirect migration background,2nd Quintile,At least once per month,0.27132,39,133,0.19547,0.34718
2008,Indirect migration background,2nd Quintile,Seldom,0.38002,56,133,0.29722,0.46283
2008,Indirect migration background,3rd Quintile,At least once per week,0.30113,43,157,0.22914,0.37312
2008,Indirect migration background,3rd Quintile,At least once per month,0.30187,58,157,0.22983,0.37391
2008,Indirect migration background,3rd Quintile,Seldom,0.34082,56,157,0.26644,0.41520
2008,Indirect migration background,4th Quintile,At least once per week,0.42511,51,122,0.33703,0.51320
2008,Indirect migration background,4th Quintile,At least once per month,0.30555,40,122,0.22347,0.38762
2008,Indirect migration background,4th Quintile,Seldom,0.24022,31,122,0.16410,0.31635
2008,Indirect migration background,5th Quintile,At least once per week,0.38538,59,112,0.29484,0.47592
2008,Indirect migration background,5th Quintile,At least once per month,0.37789,53,112,0.28769,0.46809
2013,No migration background,1st Quintile,Daily,0.01080,41,3819,0.00752,0.01408
2013,No migration background,1st Quintile,At least once per week,0.14483,460,3819,0.13367,0.15599
2013,No migration background,1st Quintile,At least once per month,0.22102,891,3819,0.20786,0.23418
2013,No migration background,1st Quintile,Seldom,0.40534,1654,3819,0.38977,0.42092
2013,No migration background,1st Quintile,Never,0.21801,773,3819,0.20491,0.23110
2013,No migration background,2nd Quintile,At least once per week,0.16360,614,4207,0.15242,0.17478
2013,No migration background,2nd Quintile,At least once per month,0.31310,1312,4207,0.29909,0.32712
2013,No migration background,2nd Quintile,Seldom,0.39947,1881,4207,0.38467,0.41427
2013,No migration background,2nd Quintile,Never,0.11434,400,4207,0.10472,0.12395
2013,No migration background,3rd Quintile,Daily,0.01138,38,4195,0.00817,0.01460
2013,No migration background,3rd Quintile,At least once per week,0.19965,776,4195,0.18755,0.21175
2013,No migration background,3rd Quintile,At least once per month,0.33527,1470,4195,0.32099,0.34956
2013,No migration background,3rd Quintile,Seldom,0.39085,1666,4195,0.37609,0.40562
2013,No migration background,3rd Quintile,Never,0.06284,245,4195,0.05549,0.07018
2013,No migration background,4th Quintile,Daily,0.01765,62,4329,0.01372,0.02157
2013,No migration background,4th Quintile,At least once per week,0.26390,1015,4329,0.25076,0.27703
2013,No migration background,4th Quintile,At least once per month,0.35754,1634,4329,0.34326,0.37182
2013,No migration background,4th Quintile,Seldom,0.31617,1457,4329,0.30232,0.33002
2013,No migration background,4th Quintile,Never,0.04475,161,4329,0.03859,0.05091
2013,No migration background,5th Quintile,Daily,0.02565,121,4958,0.02125,0.03005
2013,No migration background,5th Quintile,At least once per week,0.33773,1646,4958,0.32456,0.35089
2013,No migration background,5th Quintile,At least once per month,0.38328,1959,4958,0.36974,0.39681
2013,No migration background,5th Quintile,Seldom,0.24232,1169,4958,0.23039,0.25425
2013,No migration background,5th Quintile,Never,0.01102,63,4958,0.00812,0.01393
2013,Direct migration background,1st Quintile,At least once per week,0.13985,114,964,0.11795,0.16176
2013,Direct migration background,1st Quintile,At least once per month,0.17227,198,964,0.14842,0.19612
2013,Direct migration background,1st Quintile,Seldom,0.39612,419,964,0.36523,0.42701
2013,Direct migration background,1st Quintile,Never,0.27952,233,964,0.25118,0.30786
2013,Direct migration background,2nd Quintile,At least once per week,0.12617,84,704,0.10162,0.15071
2013,Direct migration background,2nd Quintile,At least once per month,0.31717,188,704,0.28277,0.35157
2013,Direct migration background,2nd Quintile,Seldom,0.40270,321,704,0.36644,0.43895
2013,Direct migration background,2nd Quintile,Never,0.14328,111,704,0.11738,0.16918
2013,Direct migration background,3rd Quintile,At least once per week,0.19189,72,464,0.15602,0.22776
2013,Direct migration background,3rd Quintile,At least once per month,0.30868,167,464,0.26661,0.35076
2013,Direct migration background,3rd Quintile,Seldom,0.36819,177,464,0.32426,0.41213
2013,Direct migration background,3rd Quintile,Never,0.12744,48,464,0.09707,0.15782
2013,Direct migration background,4th Quintile,At least once per week,0.21857,78,294,0.17125,0.26589
2013,Direct migration background,4th Quintile,At least once per month,0.28965,106,294,0.23771,0.34159
2013,Direct migration background,4th Quintile,Seldom,0.36466,110,294,0.30955,0.41978
2013,Direct migration background,5th Quintile,At least once per week,0.31887,105,304,0.26639,0.37134
2013,Direct migration background,5th Quintile,At least once per month,0.40119,130,304,0.34600,0.45638
2013,Direct migration background,5th Quintile,Seldom,0.18082,69,304,0.13748,0.22415
2013,Indirect migration background,1st Quintile,At least once per week,0.24831,85,275,0.19716,0.29947
2013,Indirect migration background,1st Quintile,At least once per month,0.28153,84,275,0.22828,0.33479
2013,Indirect migration background,1st Quintile,Seldom,0.36524,106,275,0.30823,0.42226
2013,Indirect migration background,2nd Quintile,At least once per week,0.34153,75,229,0.27998,0.40309
2013,Indirect migration background,2nd Quintile,At least once per month,0.21178,62,229,0.15875,0.26481
2013,Indirect migration background,2nd Quintile,Seldom,0.35047,92,229,0.28854,0.41240
2013,Indirect migration background,3rd Quintile,At least once per week,0.32885,61,190,0.26187,0.39582
2013,Indirect migration background,3rd Quintile,At least once per month,0.38077,72,190,0.31154,0.45000
2013,Indirect migration background,3rd Quintile,Seldom,0.27033,57,190,0.20702,0.33365
2013,Indirect migration background,4th Quintile,At least once per week,0.28409,50,162,0.21442,0.35375
2013,Indirect migration background,4th Quintile,At least once per month,0.45228,76,162,0.37540,0.52916
2013,Indirect migration background,4th Quintile,Seldom,0.19425,36,162,0.13314,0.25536
2013,Indirect migration background,5th Quintile,At least once per week,0.39152,75,147,0.31235,0.47069
2013,Indirect migration background,5th Quintile,At least once per month,0.35030,72,147,0.27291,0.42768
2019,No migration background,1st Quintile,At least once per week,0.19329,432,2687,0.17835,0.20822
2019,No migration background,1st Quintile,At least once per month,0.26580,713,2687,0.24909,0.28250
2019,No migration background,1st Quintile,Seldom,0.34773,1047,2687,0.32972,0.36574
2019,No migration background,1st Quintile,Never,0.17872,495,2687,0.16423,0.19321
2019,No migration background,2nd Quintile,Daily,0.01225,35,3473,0.00859,0.01590
2019,No migration background,2nd Quintile,At least once per week,0.18952,605,3473,0.17649,0.20256
2019,No migration background,2nd Quintile,At least once per month,0.34935,1208,3473,0.33349,0.36521
2019,No migration background,2nd Quintile,Seldom,0.36001,1333,3473,0.34404,0.37597
2019,No migration background,2nd Quintile,Never,0.08888,292,3473,0.07941,0.09834
2019,No migration background,3rd Quintile,Daily,0.00848,32,3487,0.00544,0.01152
2019,No migration background,3rd Quintile,At least once per week,0.22951,759,3487,0.21555,0.24347
2019,No migration background,3rd Quintile,At least once per month,0.40070,1393,3487,0.38443,0.41697
2019,No migration background,3rd Quintile,Seldom,0.30389,1154,3487,0.28862,0.31915
2019,No migration background,3rd Quintile,Never,0.05743,149,3487,0.04970,0.06515
2019,No migration background,4th Quintile,Daily,0.01162,42,3640,0.00814,0.01510
2019,No migration background,4th Quintile,At least once per week,0.25861,929,3640,0.24438,0.27283
2019,No migration background,4th Quintile,At least once per month,0.41649,1572,3640,0.40047,0.43251
2019,No migration background,4th Quintile,Seldom,0.28191,996,3640,0.26729,0.29653
2019,No migration background,4th Quintile,Never,0.03138,101,3640,0.02571,0.03704
2019,No migration background,5th Quintile,Daily,0.02074,71,4153,0.01640,0.02507
2019,No migration background,5th Quintile,At least once per week,0.35464,1423,4153,0.34009,0.36919
2019,No migration background,5th Quintile,At least once per month,0.41706,1782,4153,0.40206,0.43206
2019,No migration background,5th Quintile,Seldom,0.19181,821,4153,0.17983,0.20379
2019,No migration background,5th Quintile,Never,0.01575,56,4153,0.01196,0.01954
2019,Direct migration background,1st Quintile,Daily,0.01849,64,3944,0.01428,0.02269
2019,Direct migration background,1st Quintile,At least once per week,0.19401,907,3944,0.18167,0.20636
2019,Direct migration background,1st Quintile,At least once per month,0.28587,1226,3944,0.27177,0.29997
2019,Direct migration background,1st Quintile,Seldom,0.33356,1016,3944,0.31885,0.34828
2019,Direct migration background,1st Quintile,Never,0.16807,731,3944,0.15640,0.17974
2019,Direct migration background,2nd Quintile,At least once per week,0.21491,210,1118,0.19082,0.23900
2019,Direct migration background,2nd Quintile,At least once per month,0.32023,406,1118,0.29287,0.34759
2019,Direct migration background,2nd Quintile,Seldom,0.37427,378,1118,0.34589,0.40265
2019,Direct migration background,2nd Quintile,Never,0.08365,124,1118,0.06741,0.09989
