year,bula_h,sampreg,pli0079,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,North Rhine-Westphalia,West,Daily,0.01880141010575793,18165,0.016826205729065374,0.020776614482450488
1990,Hesse,West,Seldom,0.35539714867617106,18165,0.3484366324382156,0.3623576649141265
1990,Hesse,West,At least once per month,0.23421588594704684,18165,0.2280570346156656,0.2403747372784281
1990,Hesse,West,At least once per week,0.225050916496945,18165,0.21897774776044543,0.23112408523344458
1990,Hesse,West,Never,0.16089613034623218,18165,0.15555271378952784,0.16623954690293652
1990,Hesse,West,Daily,0.024439918533604887,18165,0.022194407166504386,0.02668542990070539
1990,"Rhineland-Palatinate, Saarland",West,Seldom,0.35767511177347244,18165,0.35070467317328974,0.36464555037365515
1990,"Rhineland-Palatinate, Saarland",West,At least once per month,0.27719821162444114,18165,0.2706887781714013,0.283707645077481
1990,"Rhineland-Palatinate, Saarland",West,At least once per week,0.2414307004470939,18165,0.23520723548929703,0.24765416540489074
1990,"Rhineland-Palatinate, Saarland",West,Never,0.10581222056631892,18165,0.1013389965322783,0.11028544460035954
1990,"Rhineland-Palatinate, Saarland",West,Daily,0.01788375558867362,18165,0.015956456214376063,0.01981105496297118
1990,Baden-Wuerttemberg,West,Seldom,0.34080717488789236,18165,0.3339143226166317,0.34770002715915305
1990,Baden-Wuerttemberg,West,At least once per month,0.2600896860986547,18165,0.25371014446411155,0.2664692277331978
1990,Baden-Wuerttemberg,West,At least once per week,0.2382286995515695,18165,0.23203360821668778,0.24442379088645122
1990,Baden-Wuerttemberg,West,Never,0.13957399103139012,18165,0.1345343757556055,0.14461360630717474
1990,Baden-Wuerttemberg,West,Daily,0.021300448430493273,18165,0.019200747512003544,0.023400149348983
1990,Bavaria,West,Seldom,0.30971786833855797,18165,0.30299375822484803,0.3164419784522679
1990,Bavaria,West,At least once per week,0.2927899686520376,18165,0.28617251858470966,0.29940741871936555
1990,Bavaria,West,At least once per month,0.2858934169278997,18165,0.2793225606784974,0.292464273177302
1990,Bavaria,West,Never,0.08463949843260188,18165,0.0805916802676603,0.08868731659754346
1990,Bavaria,West,Daily,0.026959247648902823,18165,0.02460388507951277,0.029314610218292875
1990,Berlin,West,At least once per month,0.29754601226993865,18165,0.290897501471141,0.3041945230687363
1990,Berlin,West,At least once per week,0.2668711656441718,18165,0.2604386722783305,0.2733036590100131
1990,Berlin,West,Seldom,0.2607361963190184,18165,0.2543515219199451,0.2671208707180917
1990,Berlin,West,Never,0.15644171779141106,18165,0.1511588200400154,0.1617246155428067
1990,Berlin,West,Daily,0.018404907975460124,18165,0.016450247260500303,0.020359568690419945
1995,Schleswig-Holstein,West,Seldom,0.4078014184397163,17246,0.4004669283194672,0.4151359085599654
1995,Schleswig-Holstein,West,At least once per month,0.2730496453900709,17246,0.2664002054869478,0.27969908529319404
1995,Schleswig-Holstein,West,At least once per week,0.1595744680851064,17246,0.15410880066208205,0.16504013550813074
1995,Schleswig-Holstein,West,Never,0.13120567375886524,17246,0.1261666468635022,0.13624470065422828
1995,Schleswig-Holstein,West,Daily,0.028368794326241134,17246,0.025890898483418634,0.030846690169063634
1995,Hamburg,West,At least once per month,0.35877862595419846,17246,0.35162000846989583,0.3659372434385011
1995,Hamburg,West,Seldom,0.32061068702290074,17246,0.3136450597264527,0.3275763143193488
1995,Hamburg,West,At least once per week,0.22137404580152673,17246,0.21517764260013986,0.2275704490029136
1995,Hamburg,West,Never,0.07633587786259542,17246,0.0723727939318883,0.08029896179330255
1995,Hamburg,West,Daily,0.022900763358778626,17246,0.02066818764048758,0.02513333907706967
1995,Lower Saxony,West,Seldom,0.35570469798657717,17246,0.34855974848975146,0.36284964748340287
1995,Lower Saxony,West,At least once per month,0.3211888782358581,17246,0.3142199401776531,0.32815781629406315
1995,Lower Saxony,West,At least once per week,0.17737296260786195,17246,0.17167188333090733,0.18307404188481657
1995,Lower Saxony,West,Never,0.13806327900287632,17246,0.13291468479282142,0.14321187321293122
1995,Lower Saxony,West,Daily,0.007670182166826462,17246,0.0063680869593207,0.008972277374332222
1995,Bremen,West,At least once per month,0.41935483870967744,17246,0.4119900869078546,0.42671959051150027
1995,Bremen,West,Seldom,0.3655913978494624,17246,0.3584036241338098,0.372779171565115
1995,Bremen,West,At least once per week,0.10752688172043011,17246,0.10290341242187111,0.11215035101898911
1995,Bremen,West,Never,0.07526881720430108,17246,0.0713312572679372,0.07920637714066496
1995,Bremen,West,Daily,0.03225806451612903,17246,0.029621060361682015,0.03489506867057605
1995,North Rhine-Westphalia,West,Seldom,0.3185530921820303,17246,0.3115993464622716,0.325506837901789
1995,North Rhine-Westphalia,West,At least once per month,0.2870478413068845,17246,0.2802960467797512,0.2937996358340178
1995,North Rhine-Westphalia,West,At least once per week,0.24465188642551536,17246,0.23823595461815958,0.2510678182328711
1995,North Rhine-Westphalia,West,Never,0.12213146635550369,17246,0.11724448809147563,0.12701844461953177
1995,North Rhine-Westphalia,West,Daily,0.027615713730066122,17246,0.025169981073316958,0.030061446386815287
1995,Hesse,West,Seldom,0.35638297872340424,17246,0.34923498573676715,0.36353097171004134
1995,Hesse,West,At least once per month,0.25,17246,0.24353732202128126,0.25646267797871874
1995,Hesse,West,At least once per week,0.2170212765957447,17246,0.21086896932466218,0.2231735838668272
1995,Hesse,West,Never,0.14893617021276595,17246,0.14362251907069984,0.15424982135483206
1995,Hesse,West,Daily,0.027659574468085105,17246,0.025211955564375044,0.030107193371795165
1995,"Rhineland-Palatinate, Saarland",West,Seldom,0.379746835443038,17246,0.3725034189681645,0.3869902519179115
1995,"Rhineland-Palatinate, Saarland",West,At least once per month,0.22925457102672292,17246,0.22298083326958545,0.23552830878386039
1995,"Rhineland-Palatinate, Saarland",West,At least once per week,0.20675105485232068,17246,0.20070683157441677,0.21279527813022459
1995,"Rhineland-Palatinate, Saarland",West,Never,0.170182841068917,17246,0.16457415708572928,0.17579152505210474
1995,"Rhineland-Palatinate, Saarland",West,Daily,0.014064697609001406,17246,0.01230717351003692,0.01582222170796589
1995,Baden-Wuerttemberg,West,Seldom,0.35422495803021825,17246,0.34708670255057944,0.36136321350985706
1995,Baden-Wuerttemberg,West,At least once per month,0.28035814213766086,17246,0.2736542552930497,0.287062028982272
1995,Baden-Wuerttemberg,West,At least once per week,0.2344711807498601,17246,0.2281479739130231,0.24079438758669708
1995,Baden-Wuerttemberg,West,Never,0.11583659764969222,17246,0.11106019375083424,0.12061300154855019
1995,Baden-Wuerttemberg,West,Daily,0.01510912143256855,17246,0.013288475295725681,0.01692976756941142
1995,Bavaria,West,At least once per week,0.3103448275862069,17246,0.30344004298386784,0.31724961218854597
1995,Bavaria,West,At least once per month,0.28894173602853745,17246,0.2821767077946271,0.2957067642624478
1995,Bavaria,West,Seldom,0.2806183115338882,17246,0.2739125273296324,0.28732409573814405
1995,Bavaria,West,Never,0.08799048751486326,17246,0.08376254156622866,0.09221843346349785
1995,Bavaria,West,Daily,0.03210463733650416,17246,0.029473703241069082,0.03473557143193924
1995,Berlin,West,At least once per month,0.33753943217665616,17246,0.3304818790755771,0.34459698527773525
1995,Berlin,West,Seldom,0.2555205047318612,17246,0.24901095230358472,0.2620300571601377
1995,Berlin,West,At least once per week,0.24605678233438485,17246,0.2396284418726069,0.2524851227961628
1995,Berlin,West,Never,0.138801261829653,17246,0.13364113614265197,0.14396138751665402
1995,Berlin,West,Daily,0.022082018927444796,17246,0.019888797474969376,0.024275240379920217
1995,Berlin,East,Seldom,0.4105691056910569,17246,0.403226985978093,0.41791122540402087
1995,Berlin,East,At least once per month,0.32926829268292684,17246,0.32225436546609365,0.33628221989976004
1995,Berlin,East,At least once per week,0.14227642276422764,17246,0.13706265091080197,0.1474901946176533
1995,Berlin,East,Never,0.10569105691056911,17246,0.10110251410220619,0.11027959971893203
1995,Berlin,East,Daily,0.012195121951219513,17246,0.010557021471400384,0.013833222431038641
1995,Brandenburg,East,Seldom,0.4794520547945205,17246,0.4719959012847514,0.48690820830428966
1995,Brandenburg,East,At least once per month,0.2243150684931507,17246,0.21808943167027292,0.23054070531602847
1995,Brandenburg,East,Never,0.17465753424657535,17246,0.16899093318865152,0.18032413530449917
1995,Brandenburg,East,At least once per week,0.10787671232876712,17246,0.10324663579601942,0.11250678886151483
1995,Brandenburg,East,Daily,0.0136986301369863,17246,0.011963806748517013,0.015433453525455589
1995,Mecklenburg-Western Pomerania,East,Seldom,0.47002398081534774,17246,0.46257494610404704,0.47747301552664845
1995,Mecklenburg-Western Pomerania,East,At least once per month,0.2853717026378897,17246,0.27863174078918856,0.2921116644865908
1995,Mecklenburg-Western Pomerania,East,Never,0.13189448441247004,17246,0.12684425094602053,0.13694471787891954
1995,Mecklenburg-Western Pomerania,East,At least once per week,0.10071942446043165,17246,0.09622766899861318,0.10521117992225013
1995,Mecklenburg-Western Pomerania,East,Daily,0.011990407673860911,17246,0.010365946126239596,0.013614869221482227
1995,Saxony,East,Seldom,0.4429223744292237,17246,0.43550869935146536,0.4503360495069821
1995,Saxony,East,At least once per month,0.2374429223744292,17246,0.23109213353322083,0.2437937112156376
1995,Saxony,East,Never,0.1863013698630137,17246,0.18049035886985595,0.19211238085617147
1995,Saxony,East,At least once per week,0.12511415525114156,17246,0.12017627220532692,0.1300520382969562
1995,Saxony,East,Daily,0.00821917808219178,17246,0.006871662088172178,0.009566694076211383
1995,Saxony-Anhalt,East,Seldom,0.4233576642335766,17246,0.41598339727272554,0.4307319311944277
1995,Saxony-Anhalt,East,At least once per month,0.24233576642335766,17246,0.23594049425316643,0.2487310385935489
1995,Saxony-Anhalt,East,Never,0.19708029197080293,17246,0.19114325794427336,0.2030173259973325
1995,Saxony-Anhalt,East,At least once per week,0.11970802919708029,17246,0.11486310606307776,0.12455295233108282
1995,Saxony-Anhalt,East,Daily,0.017518248175182483,17246,0.015560217622675818,0.019476278727689148
1995,Thuringa,East,Seldom,0.46923076923076923,17246,0.4617824549898671,0.47667908347167137
1995,Thuringa,East,At least once per month,0.23076923076923078,17246,0.22448099009324174,0.23705747144521983
1995,Thuringa,East,Never,0.17076923076923076,17246,0.16515287777588103,0.17638558376258048
1995,Thuringa,East,At least once per week,0.11692307692307692,17246,0.11212727468341956,0.12171887916273429
1995,Thuringa,East,Daily,0.012307692307692308,17246,0.010662142502816536,0.01395324211256808
1998,Schleswig-Holstein,West,Seldom,0.43804034582132567,18147,0.43082157462796034,0.445259117014691
1998,Schleswig-Holstein,West,At least once per month,0.3314121037463977,18147,0.3245632626571808,0.3382609448356146
1998,Schleswig-Holstein,West,At least once per week,0.12968299711815562,18147,0.1247949666384796,0.13457102759783163
1998,Schleswig-Holstein,West,Never,0.10086455331412104,18147,0.09648292538548463,0.10524618124275746
1998,Hamburg,West,At least once per month,0.38961038961038963,18147,0.3825150615083107,0.39670571771246854
1998,Hamburg,West,Seldom,0.2662337662337662,18147,0.259802979887465,0.27266455258006744
1998,Hamburg,West,At least once per week,0.23376623376623376,18147,0.2276084393575954,0.23992402817487213
1998,Hamburg,West,Never,0.09740259740259741,18147,0.09308853959213853,0.10171665521305628
1998,Hamburg,West,Daily,0.012987012987012988,18147,0.01133972427401738,0.014634301700008595
1998,Lower Saxony,West,Seldom,0.3782426778242678,18147,0.3711868273178602,0.3852985283306754
1998,Lower Saxony,West,At least once per month,0.33305439330543934,18147,0.3261970413046075,0.33991174530627116
1998,Lower Saxony,West,At least once per week,0.18410041841004185,18147,0.17846145346578296,0.18973938335430074
1998,Lower Saxony,West,Never,0.0895397489539749,18147,0.08538550417249414,0.09369399373545566
1998,Lower Saxony,West,Daily,0.01506276150627615,18147,0.013290571715149111,0.01683495129740319
1998,Bremen,West,At least once per month,0.34,18147,0.333107685631449,0.34689231436855106
1998,Bremen,West,Seldom,0.33,18147,0.32315855211533856,0.33684144788466147
1998,Bremen,West,At least once per week,0.21,18147,0.2040737926231554,0.2159262073768446
1998,Bremen,West,Never,0.09,18147,0.08583614495038623,0.09416385504961376
1998,Bremen,West,Daily,0.03,18147,0.027518009320755512,0.03248199067924448
1998,North Rhine-Westphalia,West,Seldom,0.32554847841472045,18147,0.31873079459891934,0.33236616223052157
1998,North Rhine-Westphalia,West,At least once per month,0.3159943382873319,18147,0.30923003376791197,0.32275864280675187
1998,North Rhine-Westphalia,West,At least once per week,0.2413305024769993,18147,0.23510483282857195,0.24755617212542666
1998,North Rhine-Westphalia,West,Never,0.09766454352441614,18147,0.09334531556784821,0.10198377148098407
1998,North Rhine-Westphalia,West,Daily,0.019462137296532202,18147,0.017452206512566088,0.021472068080498317
1998,Hesse,West,Seldom,0.3287526427061311,18147,0.32191778350468825,0.3355875019075739
1998,Hesse,West,At least once per month,0.2748414376321353,18147,0.26834595767265607,0.28133691759161455
1998,Hesse,West,At least once per week,0.24735729386892177,18147,0.2410794510068631,0.2536351367309804
1998,Hesse,West,Never,0.12896405919661733,18147,0.12408758380982775,0.1338405345834069
1998,Hesse,West,Daily,0.0200845665961945,18147,0.018043396567029107,0.022125736625359896
1998,"Rhineland-Palatinate, Saarland",West,Seldom,0.34413965087281795,18147,0.33722728533104424,0.35105201641459166
1998,"Rhineland-Palatinate, Saarland",West,At least once per month,0.2630922693266833,18147,0.25668586637517143,0.26949867227819513
1998,"Rhineland-Palatinate, Saarland",West,At least once per week,0.22069825436408977,18147,0.2146642457572537,0.22673226297092583
1998,"Rhineland-Palatinate, Saarland",West,Never,0.1546134663341646,18147,0.14935323343728224,0.15987369923104694
1998,"Rhineland-Palatinate, Saarland",West,Daily,0.017456359102244388,18147,0.015550870260104533,0.019361847944384242
1998,Baden-Wuerttemberg,West,Seldom,0.3377556661138751,18147,0.330874467407372,0.3446368648203782
1998,Baden-Wuerttemberg,West,At least once per month,0.27307904919845216,18147,0.2665965654636014,0.27956153293330294
1998,Baden-Wuerttemberg,West,At least once per week,0.2631288004422333,18147,0.25672211153944374,0.26953548934502286
1998,Baden-Wuerttemberg,West,Never,0.10337202874516307,18147,0.09894246135717522,0.10780159613315093
1998,Baden-Wuerttemberg,West,Daily,0.022664455500276397,18147,0.020499005583987213,0.02482990541656558
1998,Bavaria,West,Seldom,0.30723860589812335,18147,0.30052612004501905,0.31395109175122765
1998,Bavaria,West,At least once per month,0.30563002680965146,18147,0.2989273677700921,0.3123326858492108
1998,Bavaria,West,At least once per week,0.28900804289544235,18147,0.28241264562430557,0.29560344016657913
1998,Bavaria,West,Never,0.07613941018766757,18147,0.07228052705081886,0.07999829332451627
1998,Bavaria,West,Daily,0.02198391420911528,18147,0.01985048046012614,0.024117347958104423
1998,Berlin,West,At least once per month,0.3310810810810811,18147,0.3242339668443925,0.3379281953177697
1998,Berlin,West,Seldom,0.30743243243243246,18147,0.30071876897142014,0.3141460958934448
1998,Berlin,West,At least once per week,0.26013513513513514,18147,0.2537520687574996,0.26651820151277067
1998,Berlin,West,Never,0.07432432432432433,18147,0.07050797111504545,0.07814067753360321
1998,Berlin,West,Daily,0.02702702702702703,18147,0.024667618318476702,0.029386435735577355
1998,Berlin,East,Seldom,0.4017094017094017,18147,0.3945765082212509,0.40884229519755255
1998,Berlin,East,At least once per month,0.3418803418803419,18147,0.334978847348111,0.34878183641257277
1998,Berlin,East,At least once per week,0.1581196581196581,18147,0.1528111587582761,0.16342815748104011
1998,Berlin,East,Never,0.0811965811965812,18147,0.07722252664114754,0.08517063575201486
1998,Berlin,East,Daily,0.017094017094017096,18147,0.015208060435138853,0.018979973752895337
1998,Brandenburg,East,Seldom,0.5275080906148867,18147,0.5202442651166046,0.5347719161131688
1998,Brandenburg,East,At least once per month,0.23948220064724918,18147,0.23327286747435602,0.24569153382014233
1998,Brandenburg,East,Never,0.11650485436893204,18147,0.11183688770143478,0.1211728210364293
1998,Brandenburg,East,At least once per week,0.11165048543689321,18147,0.1070682658832638,0.11623270499052261
1998,Brandenburg,East,Daily,0.0048543689320388345,18147,0.003843107691703962,0.0058656301723737075
1998,Mecklenburg-Western Pomerania,East,Seldom,0.5147058823529411,18147,0.5074341860743047,0.5219775786315776
1998,Mecklenburg-Western Pomerania,East,At least once per month,0.24509803921568626,18147,0.23883955952994457,0.25135651890142796
1998,Mecklenburg-Western Pomerania,East,Never,0.12009803921568628,18147,0.11536828303982088,0.12482779539155167
1998,Mecklenburg-Western Pomerania,East,At least once per week,0.11029411764705882,18147,0.10573634079841832,0.11485189449569932
1998,Mecklenburg-Western Pomerania,East,Daily,0.00980392156862745,18147,0.008370367205503514,0.011237475931751388
1998,Saxony,East,Seldom,0.49703138252756573,18147,0.48975666723254263,0.5043060978225888
1998,Saxony,East,At least once per month,0.24512298558100085,18147,0.238864290820128,0.2513816803418737
1998,Saxony,East,Never,0.13146734520780323,18147,0.12655084939016498,0.1363838410254415
1998,Saxony,East,At least once per week,0.12298558100084818,18147,0.11820716322703932,0.12776399877465702
1998,Saxony,East,Daily,0.0033927056827820186,18147,0.0025466698145618105,0.004238741551002227
1998,Saxony-Anhalt,East,Seldom,0.4956521739130435,18147,0.4883776054415556,0.5029267423845314
1998,Saxony-Anhalt,East,At least once per month,0.21739130434782608,18147,0.2113899803987076,0.22339262829694456
1998,Saxony-Anhalt,East,Never,0.16666666666666666,18147,0.1612443184560036,0.17208901487732972
1998,Saxony-Anhalt,East,At least once per week,0.10579710144927536,18147,0.1013219413888829,0.11027226150966782
1998,Saxony-Anhalt,East,Daily,0.014492753623188406,18147,0.012753916044366471,0.016231591202010343
1998,Thuringa,East,Seldom,0.46776406035665297,18147,0.4605043519745047,0.47502376873880126
1998,Thuringa,East,At least once per month,0.24554183813443073,18147,0.23927953648062747,0.25180413978823396
1998,Thuringa,East,At least once per week,0.15363511659807957,18147,0.14838851947495474,0.1588817137212044
1998,Thuringa,East,Never,0.12071330589849108,18147,0.1159731079907288,0.12545350380625336
1998,Thuringa,East,Daily,0.012345679012345678,18147,0.010739057320297363,0.013952300704393994
2003,Schleswig-Holstein,West,Seldom,0.40929535232383807,27727,0.4035076227534709,0.41508308189420523
2003,Schleswig-Holstein,West,At least once per month,0.3448275862068966,27727,0.33923280080898827,0.3504223716048049
2003,Schleswig-Holstein,West,At least once per week,0.15742128935532235,27727,0.15313440662297398,0.16170817208767072
2003,Schleswig-Holstein,West,Never,0.08095952023988005,27727,0.07774877451174945,0.08417026596801065
2003,Schleswig-Holstein,West,Daily,0.0074962518740629685,27727,0.006480955598348288,0.00851154814977765
2003,Hamburg,West,At least once per week,0.3231292517006803,27727,0.3176243997857476,0.328634103615613
2003,Hamburg,West,At least once per month,0.3231292517006803,27727,0.3176243997857476,0.328634103615613
2003,Hamburg,West,Seldom,0.30272108843537415,27727,0.29731318119669453,0.3081289956740538
2003,Hamburg,West,Never,0.03741496598639456,27727,0.03518115274965293,0.039648779223136185
2003,Hamburg,West,Daily,0.013605442176870748,27727,0.012241844369107078,0.014969039984634417
2003,Lower Saxony,West,Seldom,0.38235294117647056,27727,0.37663279619282153,0.3880730861601196
2003,Lower Saxony,West,At least once per month,0.3282563025210084,27727,0.3227290034118977,0.3337836016301191
2003,Lower Saxony,West,At least once per week,0.19117647058823528,27727,0.1865478803152584,0.19580506086121216
2003,Lower Saxony,West,Never,0.08245798319327731,27727,0.0792203028781212,0.08569566350843343
2003,Lower Saxony,West,Daily,0.015756302521008403,27727,0.014290474205502116,0.01722213083651469
2003,Bremen,West,At least once per month,0.3563218390804598,27727,0.35068468068562536,0.3619589974752942
2003,Bremen,West,Seldom,0.3103448275862069,27727,0.304899263357185,0.31579039181522883
2003,Bremen,West,At least once per week,0.22413793103448276,27727,0.21922936577158997,0.22904649629737556
2003,Bremen,West,Never,0.07471264367816093,27727,0.07161779088908427,0.07780749646723759
2003,Bremen,West,Daily,0.034482758620689655,27727,0.03233499912449717,0.03663051811688214
2003,North Rhine-Westphalia,West,At least once per month,0.3288230240549828,27727,0.3232932897493143,0.3343527583606513
2003,North Rhine-Westphalia,West,Seldom,0.31851374570446733,27727,0.3130297479274876,0.32399774348144705
2003,North Rhine-Westphalia,West,At least once per week,0.24334192439862543,27727,0.23829109226241973,0.24839275653483112
2003,North Rhine-Westphalia,West,Never,0.09342783505154639,27727,0.09000217736718712,0.09685349273590567
2003,North Rhine-Westphalia,West,Daily,0.015893470790378006,27727,0.014421378423488708,0.017365563157267304
2003,Hesse,West,At least once per month,0.3144192256341789,27727,0.3089542467008784,0.3198842045674794
2003,Hesse,West,Seldom,0.30106809078771696,27727,0.295668579808877,0.3064676017665569
2003,Hesse,West,At least once per week,0.281041388518024,27727,0.27575034033633866,0.28633243669970937
2003,Hesse,West,Never,0.08544726301735647,27727,0.08215679188391227,0.08873773415080068
2003,Hesse,West,Daily,0.018024032042723633,27727,0.01645807070593592,0.019589993379511346
2003,"Rhineland-Palatinate, Saarland",West,Seldom,0.34669636228656275,27727,0.3410944434689919,0.3522982811041336
2003,"Rhineland-Palatinate, Saarland",West,At least once per month,0.29101707498144025,27727,0.28567042500254475,0.29636372496033575
2003,"Rhineland-Palatinate, Saarland",West,At least once per week,0.23162583518930957,27727,0.2266600891334089,0.23659158124521024
2003,"Rhineland-Palatinate, Saarland",West,Never,0.11878247958426132,27727,0.11497425646522211,0.12259070270330052
2003,"Rhineland-Palatinate, Saarland",West,Daily,0.011878247958426132,27727,0.01060302520388687,0.013153470712965394
2003,Baden-Wuerttemberg,West,Seldom,0.3276119402985075,27727,0.3220874210969051,0.3331364595001099
2003,Baden-Wuerttemberg,West,At least once per month,0.29701492537313434,27727,0.291636355446901,0.3023934952993677
2003,Baden-Wuerttemberg,West,At least once per week,0.26119402985074625,27727,0.25602330472690743,0.26636475497458506
2003,Baden-Wuerttemberg,West,Never,0.0962686567164179,27727,0.09279676030858833,0.09974055312424748
2003,Baden-Wuerttemberg,West,Daily,0.01791044776119403,27727,0.01634933815091247,0.01947155737147559
2003,Bavaria,West,Seldom,0.316025641025641,27727,0.31055314189631733,0.3214981401549647
2003,Bavaria,West,At least once per month,0.3128205128205128,27727,0.3073630933565607,0.31827793228446494
2003,Bavaria,West,At least once per week,0.2798076923076923,27727,0.27452374237105764,0.285091642244327
2003,Bavaria,West,Never,0.06570512820512821,27727,0.06278873386849801,0.0686215225417584
2003,Bavaria,West,Daily,0.02564102564102564,27727,0.02378051644303518,0.0275015348390161
2003,Berlin,West,At least once per week,0.33557046979865773,27727,0.33001243884383774,0.3411285007534777
2003,Berlin,West,At least once per month,0.3221476510067114,27727,0.3166471826916029,0.32764811932181986
2003,Berlin,West,Seldom,0.28187919463087246,27727,0.27658335414039736,0.28717503512134757
2003,Berlin,West,Never,0.03355704697986577,27727,0.031437297145749846,0.0356767968139817
2003,Berlin,West,Daily,0.026845637583892617,27727,0.0249431038827909,0.028748171284994333
2003,Berlin,East,Seldom,0.37433155080213903,27727,0.36863509182078524,0.3800280097834928
2003,Berlin,East,At least once per month,0.29411764705882354,27727,0.2887543563981211,0.299480937719526
2003,Berlin,East,At least once per week,0.21390374331550802,27727,0.2090770279755807,0.21873045865543533
2003,Berlin,East,Never,0.09893048128342247,27727,0.09541610029876928,0.10244486226807566
2003,Berlin,East,Daily,0.01871657754010695,27727,0.017121377763752506,0.020311777316461395
2003,Brandenburg,East,Seldom,0.5169851380042463,27727,0.5111031530904125,0.52286712291808
2003,Brandenburg,East,At least once per month,0.22823779193205945,27727,0.22329764162562754,0.23317794223849136
2003,Brandenburg,East,Never,0.1305732484076433,27727,0.12660728928172382,0.1345392075335628
2003,Brandenburg,East,At least once per week,0.11995753715498939,27727,0.11613307635035418,0.12378199795962459
2003,Brandenburg,East,Daily,0.004246284501061571,27727,0.003480890344590288,0.005011678657532854
2003,Mecklenburg-Western Pomerania,East,Seldom,0.4990476190476191,27727,0.4931622480246232,0.5049329900706149
2003,Mecklenburg-Western Pomerania,East,At least once per month,0.25333333333333335,27727,0.24821399089750912,0.2584526757691576
2003,Mecklenburg-Western Pomerania,East,Never,0.13523809523809524,27727,0.1312127565484116,0.13926343392777887
2003,Mecklenburg-Western Pomerania,East,At least once per week,0.10666666666666667,27727,0.10303316167128934,0.110300171662044
2003,Mecklenburg-Western Pomerania,East,Daily,0.005714285714285714,27727,0.004827045525419583,0.006601525903151845
2003,Saxony,East,Seldom,0.4587212911235258,27727,0.4528560002942369,0.46458658195281466
2003,Saxony,East,At least once per month,0.26505276225946617,27727,0.25985760284587867,0.27024792167305367
2003,Saxony,East,At least once per week,0.14214773432650527,27727,0.13803736493951427,0.14625810371349626
2003,Saxony,East,Never,0.1266294227188082,27727,0.12271496846408295,0.13054387697353345
2003,Saxony,East,Daily,0.0074487895716946,27727,0.0064366883604052745,0.008460890782983925
2003,Saxony-Anhalt,East,Seldom,0.49036402569593146,27727,0.48447973703692937,0.49624831435493355
2003,Saxony-Anhalt,East,At least once per month,0.23447537473233404,27727,0.22948844978438193,0.23946229968028615
2003,Saxony-Anhalt,East,Never,0.14882226980728053,27727,0.14463289980763372,0.15301163980692734
2003,Saxony-Anhalt,East,At least once per week,0.11670235546038545,27727,0.1129231719833212,0.12048153893744969
2003,Saxony-Anhalt,East,Daily,0.009635974304068522,27727,0.008486101307992754,0.01078584730014429
2003,Thuringa,East,Seldom,0.4769874476987448,27727,0.4711083028361501,0.4828665925613395
2003,Thuringa,East,At least once per month,0.2395397489539749,27727,0.23451595655536978,0.24456354135258002
2003,Thuringa,East,At least once per week,0.1579497907949791,27727,0.15365706496421175,0.16224251662574643
