year,pgisced97,quintil_oecd,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,First Stage of Tertiary Education,2nd Quintile,Seldom,0.48190,38,38,0.32089,0.64290
1990,First Stage of Tertiary Education,3rd Quintile,Seldom,0.36594,36,36,0.20635,0.52552
1990,First Stage of Tertiary Education,4th Quintile,At least once per month,0.35354,41,80,0.24812,0.45896
1990,First Stage of Tertiary Education,4th Quintile,Seldom,0.34475,39,80,0.23994,0.44956
1990,First Stage of Tertiary Education,5th Quintile,At least once per week,0.35627,60,170,0.28407,0.42847
1990,First Stage of Tertiary Education,5th Quintile,At least once per month,0.37471,67,170,0.30173,0.44769
1990,First Stage of Tertiary Education,5th Quintile,Seldom,0.24259,43,170,0.17796,0.30722
1990,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.44963,38,38,0.28933,0.60992
1990,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.21201,34,150,0.14638,0.27764
1990,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.46406,64,150,0.38398,0.54414
1990,Second Stage of Tertiary Education,4th Quintile,Seldom,0.29729,52,150,0.22390,0.37068
1990,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.35927,130,340,0.30819,0.41034
1990,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.33618,121,340,0.28589,0.38647
1990,Second Stage of Tertiary Education,5th Quintile,Seldom,0.26274,89,340,0.21589,0.30960
1995,Primary Level,1st Quintile,Seldom,0.39409,69,158,0.31765,0.47053
1995,Primary Level,1st Quintile,Never,0.42798,89,158,0.35059,0.50538
1995,Primary Level,2nd Quintile,Seldom,0.42873,65,107,0.33451,0.52294
1995,Primary Level,2nd Quintile,Never,0.26893,42,107,0.18452,0.35334
1995,Primary Level,3rd Quintile,Seldom,0.36167,34,34,0.19773,0.52561
1995,Lower Secondary Level,1st Quintile,At least once per week,0.10684,87,695,0.08385,0.12982
1995,Lower Secondary Level,1st Quintile,At least once per month,0.15200,130,695,0.12529,0.17871
1995,Lower Secondary Level,1st Quintile,Seldom,0.40767,269,695,0.37110,0.44423
1995,Lower Secondary Level,1st Quintile,Never,0.31547,209,695,0.28090,0.35004
1995,Lower Secondary Level,2nd Quintile,At least once per week,0.16179,93,581,0.13182,0.19176
1995,Lower Secondary Level,2nd Quintile,At least once per month,0.18819,132,581,0.15638,0.22000
1995,Lower Secondary Level,2nd Quintile,Seldom,0.37966,223,581,0.34017,0.41916
1995,Lower Secondary Level,2nd Quintile,Never,0.26030,133,581,0.22459,0.29601
1995,Lower Secondary Level,3rd Quintile,At least once per week,0.17208,105,502,0.13903,0.20513
1995,Lower Secondary Level,3rd Quintile,At least once per month,0.21898,113,502,0.18277,0.25520
1995,Lower Secondary Level,3rd Quintile,Seldom,0.37852,190,502,0.33605,0.42099
1995,Lower Secondary Level,3rd Quintile,Never,0.21518,94,502,0.17919,0.25116
1995,Lower Secondary Level,4th Quintile,At least once per week,0.21637,99,402,0.17607,0.25667
1995,Lower Secondary Level,4th Quintile,At least once per month,0.29418,116,402,0.24958,0.33878
1995,Lower Secondary Level,4th Quintile,Seldom,0.35160,141,402,0.30487,0.39834
1995,Lower Secondary Level,4th Quintile,Never,0.11656,46,402,0.08515,0.14797
1995,Lower Secondary Level,5th Quintile,At least once per week,0.24154,60,244,0.18773,0.29536
1995,Lower Secondary Level,5th Quintile,At least once per month,0.30661,77,244,0.24864,0.36459
1995,Lower Secondary Level,5th Quintile,Seldom,0.31291,74,244,0.25461,0.37121
1995,Lower Secondary Level,5th Quintile,Never,0.11289,33,244,0.07310,0.15268
1995,Upper Secondary Level,1st Quintile,At least once per week,0.12842,151,1147,0.10905,0.14779
1995,Upper Secondary Level,1st Quintile,At least once per month,0.21056,228,1147,0.18695,0.23417
1995,Upper Secondary Level,1st Quintile,Seldom,0.38303,464,1147,0.35489,0.41118
1995,Upper Secondary Level,1st Quintile,Never,0.25579,304,1147,0.23053,0.28106
1995,Upper Secondary Level,2nd Quintile,At least once per week,0.15877,217,1491,0.14022,0.17733
1995,Upper Secondary Level,2nd Quintile,At least once per month,0.23245,358,1491,0.21101,0.25390
1995,Upper Secondary Level,2nd Quintile,Seldom,0.42918,679,1491,0.40405,0.45431
1995,Upper Secondary Level,2nd Quintile,Never,0.16845,237,1491,0.14945,0.18745
1995,Upper Secondary Level,3rd Quintile,At least once per week,0.19038,284,1398,0.16979,0.21097
1995,Upper Secondary Level,3rd Quintile,At least once per month,0.26852,408,1398,0.24528,0.29176
1995,Upper Secondary Level,3rd Quintile,Seldom,0.39454,551,1398,0.36891,0.42017
1995,Upper Secondary Level,3rd Quintile,Never,0.12446,155,1398,0.10715,0.14177
1995,Upper Secondary Level,4th Quintile,Daily,0.02972,36,1420,0.02088,0.03856
1995,Upper Secondary Level,4th Quintile,At least once per week,0.27371,365,1420,0.25051,0.29690
1995,Upper Secondary Level,4th Quintile,At least once per month,0.30930,455,1420,0.28525,0.33335
1995,Upper Secondary Level,4th Quintile,Seldom,0.32190,477,1420,0.29759,0.34621
1995,Upper Secondary Level,4th Quintile,Never,0.06537,87,1420,0.05251,0.07823
1995,Upper Secondary Level,5th Quintile,Daily,0.02055,33,1170,0.01242,0.02869
1995,Upper Secondary Level,5th Quintile,At least once per week,0.31856,367,1170,0.29185,0.34527
1995,Upper Secondary Level,5th Quintile,At least once per month,0.34383,416,1170,0.31660,0.37106
1995,Upper Secondary Level,5th Quintile,Seldom,0.28416,314,1170,0.25831,0.31002
1995,Upper Secondary Level,5th Quintile,Never,0.03289,40,1170,0.02267,0.04312
1995,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.26930,32,32,0.11315,0.42546
1995,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.31108,34,34,0.15313,0.46904
1995,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.37720,31,68,0.26115,0.49326
1995,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.30077,37,68,0.19096,0.41059
1995,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.38318,34,68,0.26677,0.49959
1995,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.31266,34,68,0.20165,0.42366
1995,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.45482,37,37,0.29216,0.61749
1995,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.26761,41,97,0.17905,0.35617
1995,First Stage of Tertiary Education,2nd Quintile,Seldom,0.39934,56,97,0.30136,0.49731
1995,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.16967,33,156,0.11058,0.22876
1995,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.34026,48,156,0.26567,0.41485
1995,First Stage of Tertiary Education,3rd Quintile,Seldom,0.39502,75,156,0.31805,0.47198
1995,First Stage of Tertiary Education,4th Quintile,At least once per week,0.24306,37,162,0.17681,0.30932
1995,First Stage of Tertiary Education,4th Quintile,At least once per month,0.27038,55,162,0.20177,0.33899
1995,First Stage of Tertiary Education,4th Quintile,Seldom,0.38185,70,162,0.30680,0.45689
1995,First Stage of Tertiary Education,5th Quintile,At least once per week,0.27146,54,196,0.20904,0.33387
1995,First Stage of Tertiary Education,5th Quintile,At least once per month,0.44585,89,196,0.37608,0.51561
1995,First Stage of Tertiary Education,5th Quintile,Seldom,0.21097,53,196,0.15370,0.26823
1995,Second Stage of Tertiary Education,1st Quintile,Seldom,0.31885,54,89,0.22148,0.41622
1995,Second Stage of Tertiary Education,1st Quintile,Never,0.23576,35,89,0.14707,0.32445
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.17040,33,258,0.12443,0.21637
1995,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.25789,59,258,0.20440,0.31138
1995,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.39050,127,258,0.33085,0.45015
1995,Second Stage of Tertiary Education,2nd Quintile,Never,0.16142,39,258,0.11644,0.20640
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.19165,54,290,0.14627,0.23703
1995,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.28532,94,290,0.23326,0.33739
1995,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.42114,142,290,0.36422,0.47807
1995,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.16807,64,374,0.13012,0.20602
1995,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.41126,159,374,0.36132,0.46119
1995,Second Stage of Tertiary Education,4th Quintile,Seldom,0.33600,151,374,0.28806,0.38393
1995,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.32187,194,598,0.28439,0.35935
1995,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.37281,239,598,0.33403,0.41160
1995,Second Stage of Tertiary Education,5th Quintile,Seldom,0.23840,165,598,0.20422,0.27258
1998,No answer / don't know,1st Quintile,Seldom,0.42843,32,32,0.25423,0.60263
1998,Primary Level,1st Quintile,Seldom,0.38950,69,142,0.30901,0.47000
1998,Primary Level,1st Quintile,Never,0.39917,73,142,0.31834,0.48001
1998,Primary Level,2nd Quintile,Seldom,0.33515,35,35,0.17648,0.49382
1998,Lower Secondary Level,1st Quintile,At least once per week,0.11981,92,638,0.09459,0.14503
1998,Lower Secondary Level,1st Quintile,At least once per month,0.18331,129,638,0.15326,0.21336
1998,Lower Secondary Level,1st Quintile,Seldom,0.36601,244,638,0.32861,0.40342
1998,Lower Secondary Level,1st Quintile,Never,0.31123,173,638,0.27527,0.34718
1998,Lower Secondary Level,2nd Quintile,At least once per week,0.19006,109,534,0.15675,0.22337
1998,Lower Secondary Level,2nd Quintile,At least once per month,0.18977,116,534,0.15648,0.22306
1998,Lower Secondary Level,2nd Quintile,Seldom,0.39697,214,534,0.35543,0.43851
1998,Lower Secondary Level,2nd Quintile,Never,0.20932,95,534,0.17478,0.24385
1998,Lower Secondary Level,3rd Quintile,At least once per week,0.20164,98,448,0.16444,0.23883
1998,Lower Secondary Level,3rd Quintile,At least once per month,0.23599,117,448,0.19663,0.27536
1998,Lower Secondary Level,3rd Quintile,Seldom,0.41253,177,448,0.36689,0.45817
1998,Lower Secondary Level,3rd Quintile,Never,0.13712,56,448,0.10524,0.16901
1998,Lower Secondary Level,4th Quintile,At least once per week,0.26816,91,355,0.22201,0.31430
1998,Lower Secondary Level,4th Quintile,At least once per month,0.23414,96,355,0.19002,0.27825
1998,Lower Secondary Level,4th Quintile,Seldom,0.33491,122,355,0.28574,0.38407
1998,Lower Secondary Level,4th Quintile,Never,0.13545,46,355,0.09980,0.17110
1998,Lower Secondary Level,5th Quintile,At least once per week,0.24550,55,169,0.18042,0.31058
1998,Lower Secondary Level,5th Quintile,At least once per month,0.32644,53,169,0.25554,0.39735
1998,Lower Secondary Level,5th Quintile,Seldom,0.33106,61,169,0.25990,0.40222
1998,Upper Secondary Level,1st Quintile,At least once per week,0.14069,141,1075,0.11989,0.16148
1998,Upper Secondary Level,1st Quintile,At least once per month,0.21034,223,1075,0.18596,0.23471
1998,Upper Secondary Level,1st Quintile,Seldom,0.42395,494,1075,0.39440,0.45351
1998,Upper Secondary Level,1st Quintile,Never,0.21569,217,1075,0.19109,0.24029
1998,Upper Secondary Level,2nd Quintile,At least once per week,0.15808,189,1309,0.13831,0.17785
1998,Upper Secondary Level,2nd Quintile,At least once per month,0.23920,318,1309,0.21608,0.26231
1998,Upper Secondary Level,2nd Quintile,Seldom,0.46046,640,1309,0.43345,0.48747
1998,Upper Secondary Level,2nd Quintile,Never,0.13100,162,1309,0.11272,0.14929
1998,Upper Secondary Level,3rd Quintile,At least once per week,0.18248,248,1374,0.16205,0.20291
1998,Upper Secondary Level,3rd Quintile,At least once per month,0.29429,414,1374,0.27019,0.31840
1998,Upper Secondary Level,3rd Quintile,Seldom,0.43077,607,1374,0.40458,0.45697
1998,Upper Secondary Level,3rd Quintile,Never,0.08292,105,1374,0.06833,0.09750
1998,Upper Secondary Level,4th Quintile,At least once per week,0.24238,330,1334,0.21937,0.26538
1998,Upper Secondary Level,4th Quintile,At least once per month,0.33279,453,1334,0.30749,0.35808
1998,Upper Secondary Level,4th Quintile,Seldom,0.34013,469,1334,0.31470,0.36556
1998,Upper Secondary Level,4th Quintile,Never,0.06972,82,1334,0.05605,0.08339
1998,Upper Secondary Level,5th Quintile,Daily,0.02861,36,1025,0.01840,0.03882
1998,Upper Secondary Level,5th Quintile,At least once per week,0.30558,328,1025,0.27737,0.33380
1998,Upper Secondary Level,5th Quintile,At least once per month,0.37292,383,1025,0.34330,0.40254
1998,Upper Secondary Level,5th Quintile,Seldom,0.26150,278,1025,0.23459,0.28842
1998,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.33800,32,32,0.17148,0.50452
1998,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.30875,36,86,0.21053,0.40696
1998,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.41311,50,86,0.30843,0.51779
1998,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.49855,37,37,0.33522,0.66188
1998,First Stage of Tertiary Education,1st Quintile,Seldom,0.46782,31,31,0.28927,0.64637
1998,First Stage of Tertiary Education,2nd Quintile,Seldom,0.49572,62,62,0.37025,0.62119
1998,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.27827,49,118,0.19707,0.35948
1998,First Stage of Tertiary Education,3rd Quintile,Seldom,0.42403,69,118,0.33448,0.51358
1998,First Stage of Tertiary Education,4th Quintile,At least once per week,0.23389,48,190,0.17354,0.29425
1998,First Stage of Tertiary Education,4th Quintile,At least once per month,0.35266,70,190,0.28454,0.42078
1998,First Stage of Tertiary Education,4th Quintile,Seldom,0.36607,72,190,0.29739,0.43475
1998,First Stage of Tertiary Education,5th Quintile,At least once per week,0.29782,52,176,0.23007,0.36558
1998,First Stage of Tertiary Education,5th Quintile,At least once per month,0.39968,73,176,0.32710,0.47225
1998,First Stage of Tertiary Education,5th Quintile,Seldom,0.24811,51,176,0.18411,0.31210
1998,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.31769,31,83,0.21691,0.41846
1998,Second Stage of Tertiary Education,1st Quintile,Seldom,0.42677,52,83,0.31971,0.53382
1998,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.22419,54,150,0.15722,0.29115
1998,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.48259,96,150,0.40235,0.56282
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.16651,43,285,0.12319,0.20984
1998,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.28787,89,285,0.23521,0.34052
1998,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.46527,153,285,0.40726,0.52328
1998,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.27329,100,395,0.22929,0.31730
1998,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.30912,137,395,0.26349,0.35475
1998,Second Stage of Tertiary Education,4th Quintile,Seldom,0.34624,158,395,0.29926,0.39321
1998,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.33859,214,660,0.30245,0.37472
1998,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.36820,265,660,0.33137,0.40502
1998,Second Stage of Tertiary Education,5th Quintile,Seldom,0.24825,181,660,0.21527,0.28124
2003,Pre-primary Level,1st Quintile,Seldom,0.41365,42,42,0.26290,0.56440
2003,Pre-primary Level,2nd Quintile,At least once per month,0.31616,34,70,0.20644,0.42587
2003,Pre-primary Level,2nd Quintile,Seldom,0.37907,36,70,0.26460,0.49355
2003,Pre-primary Level,3rd Quintile,At least once per week,0.37806,42,108,0.28618,0.46994
2003,Pre-primary Level,3rd Quintile,At least once per month,0.35089,35,108,0.26046,0.44132
2003,Pre-primary Level,3rd Quintile,Seldom,0.25361,31,108,0.17117,0.33605
2003,Pre-primary Level,4th Quintile,At least once per week,0.50298,58,95,0.40191,0.60406
2003,Pre-primary Level,4th Quintile,At least once per month,0.26230,37,95,0.17338,0.35123
2003,Pre-primary Level,5th Quintile,At least once per week,0.58214,102,147,0.50213,0.66214
2003,Pre-primary Level,5th Quintile,At least once per month,0.20889,45,147,0.14295,0.27483
2003,Primary Level,1st Quintile,Seldom,0.34071,43,104,0.24918,0.43224
2003,Primary Level,1st Quintile,Never,0.44656,61,104,0.35055,0.54257
2003,Lower Secondary Level,1st Quintile,At least once per week,0.13109,111,831,0.10813,0.15405
2003,Lower Secondary Level,1st Quintile,At least once per month,0.19427,154,831,0.16735,0.22118
2003,Lower Secondary Level,1st Quintile,Seldom,0.38486,342,831,0.35176,0.41796
2003,Lower Secondary Level,1st Quintile,Never,0.27911,224,831,0.24860,0.30963
2003,Lower Secondary Level,2nd Quintile,At least once per week,0.16066,108,694,0.13332,0.18800
2003,Lower Secondary Level,2nd Quintile,At least once per month,0.23228,163,694,0.20084,0.26372
2003,Lower Secondary Level,2nd Quintile,Seldom,0.38011,270,694,0.34396,0.41625
2003,Lower Secondary Level,2nd Quintile,Never,0.22158,153,694,0.19066,0.25251
2003,Lower Secondary Level,3rd Quintile,At least once per week,0.19637,99,477,0.16068,0.23206
2003,Lower Secondary Level,3rd Quintile,At least once per month,0.23657,122,477,0.19839,0.27474
2003,Lower Secondary Level,3rd Quintile,Seldom,0.39373,181,477,0.34984,0.43762
2003,Lower Secondary Level,3rd Quintile,Never,0.16237,75,477,0.12924,0.19550
2003,Lower Secondary Level,4th Quintile,At least once per week,0.21572,94,409,0.17580,0.25563
2003,Lower Secondary Level,4th Quintile,At least once per month,0.25799,107,409,0.21553,0.30044
2003,Lower Secondary Level,4th Quintile,Seldom,0.39634,161,409,0.34888,0.44380
2003,Lower Secondary Level,4th Quintile,Never,0.12223,47,409,0.09044,0.15401
2003,Lower Secondary Level,5th Quintile,At least once per week,0.27802,93,259,0.22335,0.33269
2003,Lower Secondary Level,5th Quintile,At least once per month,0.30085,91,259,0.24488,0.35681
2003,Lower Secondary Level,5th Quintile,Seldom,0.29970,75,259,0.24380,0.35560
2003,Upper Secondary Level,1st Quintile,At least once per week,0.14605,246,1723,0.12937,0.16273
2003,Upper Secondary Level,1st Quintile,At least once per month,0.20134,355,1723,0.18240,0.22028
2003,Upper Secondary Level,1st Quintile,Seldom,0.40110,725,1723,0.37795,0.42425
2003,Upper Secondary Level,1st Quintile,Never,0.23426,397,1723,0.21426,0.25426
2003,Upper Secondary Level,2nd Quintile,At least once per week,0.14666,306,2246,0.13203,0.16129
2003,Upper Secondary Level,2nd Quintile,At least once per month,0.26295,591,2246,0.24474,0.28116
2003,Upper Secondary Level,2nd Quintile,Seldom,0.44276,1048,2246,0.42221,0.46331
2003,Upper Secondary Level,2nd Quintile,Never,0.13999,301,2246,0.12563,0.15434
2003,Upper Secondary Level,3rd Quintile,At least once per week,0.17073,394,2307,0.15538,0.18609
2003,Upper Secondary Level,3rd Quintile,At least once per month,0.30173,696,2307,0.28300,0.32047
2003,Upper Secondary Level,3rd Quintile,Seldom,0.41245,1001,2307,0.39235,0.43254
2003,Upper Secondary Level,3rd Quintile,Never,0.10085,216,2307,0.08856,0.11314
2003,Upper Secondary Level,4th Quintile,Daily,0.01355,33,2274,0.00879,0.01830
2003,Upper Secondary Level,4th Quintile,At least once per week,0.22097,481,2274,0.20392,0.23803
2003,Upper Secondary Level,4th Quintile,At least once per month,0.33707,792,2274,0.31764,0.35651
2003,Upper Secondary Level,4th Quintile,Seldom,0.36262,826,2274,0.34286,0.38238
2003,Upper Secondary Level,4th Quintile,Never,0.06579,142,2274,0.05559,0.07598
2003,Upper Secondary Level,5th Quintile,Daily,0.02542,65,2474,0.01921,0.03162
2003,Upper Secondary Level,5th Quintile,At least once per week,0.28540,798,2474,0.26760,0.30320
2003,Upper Secondary Level,5th Quintile,At least once per month,0.33674,886,2474,0.31812,0.35537
2003,Upper Secondary Level,5th Quintile,Seldom,0.31677,655,2474,0.29844,0.33511
2003,Upper Secondary Level,5th Quintile,Never,0.03566,70,2474,0.02835,0.04297
2003,Post-secondary Non-tertiary Level,1st Quintile,At least once per month,0.28213,40,95,0.19115,0.37311
2003,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.37886,55,95,0.28079,0.47693
2003,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.26662,41,113,0.18472,0.34851
2003,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.45378,72,113,0.36157,0.54598
2003,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.26100,46,186,0.19771,0.32428
2003,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.30750,73,186,0.24101,0.37400
2003,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.33961,67,186,0.27137,0.40786
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.34935,73,243,0.28928,0.40942
2003,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.35454,84,243,0.29427,0.41481
2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.27053,86,243,0.21456,0.32650
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.29278,135,375,0.24666,0.33890
2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.36158,143,375,0.31289,0.41028
2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.29620,97,375,0.24993,0.34247
2003,First Stage of Tertiary Education,1st Quintile,At least once per month,0.21507,35,101,0.13454,0.29560
2003,First Stage of Tertiary Education,1st Quintile,Seldom,0.48768,66,101,0.38971,0.58565
2003,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.24296,64,205,0.18410,0.30181
2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.51051,141,205,0.44191,0.57911
2003,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.17477,50,315,0.13276,0.21677
2003,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32669,117,315,0.27482,0.37857
2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.41241,148,315,0.35796,0.46686
2003,First Stage of Tertiary Education,4th Quintile,At least once per week,0.22603,88,411,0.18555,0.26652
2003,First Stage of Tertiary Education,4th Quintile,At least once per month,0.31565,142,411,0.27067,0.36064
2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.39590,181,411,0.34856,0.44324
2003,First Stage of Tertiary Education,5th Quintile,At least once per week,0.32158,165,487,0.28005,0.36311
2003,First Stage of Tertiary Education,5th Quintile,At least once per month,0.32268,178,487,0.28112,0.36425
2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.31736,144,487,0.27598,0.35874
2003,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.21691,45,210,0.16103,0.27279
2003,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.21630,42,210,0.16048,0.27211
2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.38261,88,210,0.31672,0.44850
2003,Second Stage of Tertiary Education,1st Quintile,Never,0.16634,35,210,0.11586,0.21683
2003,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.16051,39,247,0.11464,0.20639
2003,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.21354,58,247,0.16233,0.26475
2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.53426,150,247,0.47193,0.59660
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.21864,93,482,0.18170,0.25557
2003,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.27995,139,482,0.23983,0.32007
2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.46034,250,482,0.41579,0.50488
2003,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.22092,189,832,0.19272,0.24913
2003,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.32365,293,832,0.29184,0.35546
2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.38696,350,832,0.35385,0.42008
