year,sampreg,plh0032,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,West,Somewhat concerned,0.44556111778722424,5045,12811,0.4454410970923375,0.445681138482111
1994,West,Not concerned at all,0.0601506309184553,738,12811,0.06009321598372495,0.060208045853185656
1994,East,Very concerned,0.0798991856096044,1503,12811,0.07983371226319262,0.07996465895601619
1994,East,Somewhat concerned,0.10770244492458804,2071,12811,0.10762758605108376,0.10777730379809232
1994,East,Not concerned at all,0.010948322427384366,190,12811,0.010923194368781905,0.010973450485986826
1995,West,Very concerned,0.20293260947791555,2356,13181,0.20283539216344504,0.20302982679238607
1995,West,Somewhat concerned,0.5023582549611683,5927,13181,0.5022373941922585,0.502479115730078
1995,West,Not concerned at all,0.10051742757222838,1229,13181,0.10044474383684454,0.10059011130761222
1995,East,Very concerned,0.052689578306495344,992,13181,0.05263557396210892,0.05274358265088177
1995,East,Somewhat concerned,0.12317161978100519,2349,13181,0.12309218095732581,0.12325105860468456
1995,East,Not concerned at all,0.018330509901187206,328,13181,0.018298084146046306,0.018362935656328107
1996,West,Very concerned,0.3604969668998688,3890,13001,0.36038134888613327,0.3606125849136044
1996,West,Somewhat concerned,0.3958776904353282,4767,13001,0.3957599308295142,0.3959954500411422
1996,West,Not concerned at all,0.05214304790228094,667,13001,0.052089514727642096,0.05219658107691979
1996,East,Very concerned,0.08418989000269737,1591,13001,0.08412302696858834,0.08425675303680641
1996,East,Somewhat concerned,0.09661606663595751,1883,13001,0.0965449265722319,0.09668720669968311
1996,East,Not concerned at all,0.01067633812386713,203,13001,0.01065159048612032,0.010701085761613941
1997,West,Very concerned,0.38517093039121575,4112,12780,0.3850540052321448,0.3852878555502867
1997,West,Somewhat concerned,0.38399874337633955,4528,12780,0.3838818850338044,0.3841156017188747
1997,West,Not concerned at all,0.03971731322952278,515,12780,0.039670389394200194,0.039764237064845366
1997,East,Very concerned,0.1015766713665298,1891,12780,0.10150408726250919,0.10164925547055041
1997,East,Somewhat concerned,0.08349051947865219,1629,12780,0.08342405477326316,0.08355698418404121
1997,East,Not concerned at all,0.00604582215773999,105,12780,0.006027196359798836,0.006064447955681143
1998,West,Very concerned,0.32824855228361305,4062,14186,0.32813582456235063,0.32836128000487547
1998,West,Somewhat concerned,0.419318631379283,5461,14186,0.41920017293124323,0.41943708982732275
1998,West,Not concerned at all,0.060088887674065145,808,14186,0.060031836381637976,0.06014593896649231
1998,East,Very concerned,0.09986812831361402,1973,14186,0.09979615167880534,0.0999401049484227
1998,East,Somewhat concerned,0.08475256821277187,1733,14186,0.08468570754559755,0.08481942887994619
1998,East,Not concerned at all,0.0077232321366529,149,14186,0.007702216576570925,0.007744247696734875
1999,West,Very concerned,0.20367966433807036,2362,13640,0.20358320912709152,0.2037761195490492
1999,West,Somewhat concerned,0.5170526993309162,6375,13640,0.5169330183243408,0.5171723803374917
1999,West,Not concerned at all,0.0896050576481355,1126,13640,0.08953665244502576,0.08967346285124525
1999,East,Very concerned,0.05668979585907097,1128,13640,0.05663441143173884,0.056745180286403095
1999,East,Somewhat concerned,0.1202348851275637,2398,13640,0.1201569906674301,0.12031277958769729
1999,East,Not concerned at all,0.01273789769624331,251,13640,0.012711039733430947,0.012764755659055672
2000,West,Very concerned,0.1552038051161863,3434,23894,0.15511684420987915,0.15529076602249348
2000,West,Somewhat concerned,0.49833767486179864,11207,23894,0.49821759656903275,0.49845775315456453
2000,West,Not concerned at all,0.15489999438510488,3453,23894,0.15481310301328838,0.15498688575692138
2000,East,Very concerned,0.06038362505612812,1821,23894,0.06032642034725057,0.06044082976500567
2000,East,Somewhat concerned,0.11129339458042528,3403,23894,0.1112178660909574,0.11136892306989316
2000,East,Not concerned at all,0.01988150600035671,576,23894,0.0198479816144086,0.01991503038630482
2001,West,Very concerned,0.13827220625865214,2726,21750,0.13818945514524653,0.13835495737205775
2001,West,Somewhat concerned,0.5067714279552917,10286,21750,0.5066515742338886,0.5068912816766948
2001,West,Not concerned at all,0.16515633315987008,3340,21750,0.16506731644889516,0.165245349870845
2001,East,Very concerned,0.06400363679723053,1778,21750,0.06394496076263557,0.0640623128318255
2001,East,Somewhat concerned,0.10592429619296062,3084,21750,0.10585052169047407,0.10599807069544717
2001,East,Not concerned at all,0.0198720996359949,536,21750,0.019838642820349243,0.019905556451640556
2002,West,Very concerned,0.2500292080817105,5185,22901,0.24992586549032322,0.25013255067309775
2002,West,Somewhat concerned,0.4755741099334812,10451,22901,0.4754549273037293,0.4756932925632331
2002,West,Not concerned at all,0.08510154285531797,1867,22901,0.0850349516364066,0.08516813407422934
2002,East,Very concerned,0.08603623023166203,2457,22901,0.08596930852982333,0.08610315193350072
2002,East,Somewhat concerned,0.09312033016999462,2662,22901,0.09305097818649408,0.09318968215349516
2002,East,Not concerned at all,0.010138578727833771,279,22901,0.010114671042113924,0.010162486413553619
2003,West,Very concerned,0.42923269412404436,8798,22067,0.42911478023096383,0.4293506080171249
2003,West,Somewhat concerned,0.3394714669209763,7092,22067,0.33935865981258306,0.3395842740293695
2003,West,Not concerned at all,0.04197632692707145,847,22067,0.04192855427249564,0.04202409958164726
2003,East,Very concerned,0.11842828008529858,3327,22067,0.11835130581631384,0.11850525435428333
2003,East,Somewhat concerned,0.06518826625701958,1857,22067,0.06512945833552394,0.06524707417851522
2003,East,Not concerned at all,0.005702965685589604,146,22067,0.005685026716217566,0.005720904654961642
2004,West,Very concerned,0.3964875745394264,7703,21496,0.39637116681640816,0.39660398226244464
2004,West,Somewhat concerned,0.36665290106814946,7568,21496,0.36653822511695294,0.366767577019346
2004,West,Not concerned at all,0.04970494165174466,1020,21496,0.04965322231877002,0.0497566609847193
2004,East,Very concerned,0.10588786256275678,2886,21496,0.10581464032764051,0.10596108479787306
2004,East,Somewhat concerned,0.07330631792832763,2105,21496,0.07324429351006587,0.0733683423465894
2004,East,Not concerned at all,0.007960402249595027,214,21496,0.007939254901880988,0.007981549597309066
2005,West,Very concerned,0.4315880639906803,8082,20610,0.431470604303304,0.4317055236780566
2005,West,Somewhat concerned,0.34047270821747994,6732,20610,0.34036033053491005,0.3405850859000498
2005,West,Not concerned at all,0.04078531574452296,777,20610,0.040738409317047024,0.040832222171998896
2005,East,Very concerned,0.11294522123237791,3014,20610,0.11287015723578764,0.11302028522896818
2005,East,Somewhat concerned,0.06716444213226837,1827,20610,0.06710508201018675,0.06722380225434998
2005,East,Not concerned at all,0.0070442486826704604,178,20610,0.007024414933299542,0.0070640824320413785
2006,West,Very concerned,0.35406617536921486,7063,21845,0.3539520582518609,0.35418029248656885
2006,West,Somewhat concerned,0.3990700102876086,8389,21845,0.3989531542800279,0.39918686629518924
2006,West,Not concerned at all,0.058726563562133495,1143,21845,0.058670460088054835,0.058782667036212155
2006,East,Very concerned,0.0903936003227942,2500,21845,0.09032517605558296,0.09046202459000544
2006,East,Somewhat concerned,0.08597234901338122,2463,21845,0.08590545709937052,0.08603924092739192
2006,East,Not concerned at all,0.011771301444867755,287,21845,0.01174556458660353,0.01179703830313198
2007,West,Very concerned,0.19797568981867888,3562,20364,0.19788051459567804,0.19807086504167973
2007,West,Somewhat concerned,0.4794823544650445,9173,20364,0.47936303034306804,0.47960167858702096
2007,West,Not concerned at all,0.1324978168852163,2649,20364,0.13241683948046393,0.1325787942899687
2007,East,Very concerned,0.0550678945036744,1405,20364,0.055013409906690035,0.055122379100658765
2007,East,Somewhat concerned,0.11282190730205026,3004,20364,0.11274634132053875,0.11289747328356177
2007,East,Not concerned at all,0.02215433702533559,571,20364,0.022119181892728573,0.02218949215794261
2008,West,Very concerned,0.2023823199392504,3479,19239,0.20228679845948724,0.20247784141901357
2008,West,Somewhat concerned,0.497783763969321,8976,19239,0.4976648910006409,0.49790263693800113
2008,West,Not concerned at all,0.11327499586791184,2027,19239,0.11319964662800586,0.11335034510781783
2008,East,Very concerned,0.052915446831957,1281,19239,0.05286222338701864,0.05296867027689536
2008,East,Somewhat concerned,0.11134863468860913,2908,19239,0.11127384778974055,0.11142342158747771
2008,East,Not concerned at all,0.02229483870295059,568,19239,0.02225973737944819,0.022329940026452992
2009,West,Very concerned,0.3613231750593305,5939,17951,0.3612090116671342,0.36143733845152676
2009,West,Somewhat concerned,0.4021016503937551,6710,17951,0.4019851251601903,0.40221817562731993
2009,West,Not concerned at all,0.048488004088906696,771,17951,0.04843695797740979,0.048539050200403604
2009,East,Very concerned,0.08442896871144957,2005,17951,0.08436289478116565,0.08449504264173349
2009,East,Somewhat concerned,0.09083493641138947,2248,17951,0.090766641836723,0.09090323098605593
2009,East,Not concerned at all,0.012823265335168671,278,17951,0.012796526951721558,0.012850003718615784
2010,West,Very concerned,0.299537262273462,6518,23882,0.29942843921144874,0.29964608533547527
2010,West,Somewhat concerned,0.4522290587243292,10377,23882,0.4521108140137875,0.45234730343487095
2010,West,Not concerned at all,0.06467176626278637,1528,23882,0.06461333538935672,0.06473019713621601
2010,East,Very concerned,0.06667017546557903,1896,23882,0.06661091209255364,0.06672943883860442
2010,East,Somewhat concerned,0.10293124777084506,3063,23882,0.10285905570356983,0.10300343983812028
2010,East,Not concerned at all,0.013960489502998424,500,23882,0.013932615427180994,0.013988363578815853
2011,West,Very concerned,0.17156785135730487,4675,28093,0.17147669704961094,0.1716590056649988
2011,West,Somewhat concerned,0.5032783760742533,13297,28093,0.5031574857792017,0.5033992663693049
2011,West,Not concerned at all,0.1427704994809368,3882,28093,0.14268591346644993,0.1428550854954237
2011,East,Very concerned,0.04607498723360551,1467,28093,0.04602429744280976,0.046125677024401256
2011,East,Somewhat concerned,0.10844400501870503,3797,28093,0.1083688240607283,0.10851918597668177
2011,East,Not concerned at all,0.027864280835194467,975,28093,0.027824486785456133,0.0279040748849328
2012,West,Very concerned,0.1844040254491007,4852,27506,0.18431068395546982,0.18449736694273158
2012,West,Somewhat concerned,0.5071444439368276,13184,27506,0.5070241128955071,0.507264774978148
2012,West,Not concerned at all,0.12948611442796654,3317,27506,0.1294053069669108,0.12956692188902227
2012,East,Very concerned,0.043014510902256886,1493,27506,0.04296567803988582,0.043063343764627955
2012,East,Somewhat concerned,0.10844506662243847,3744,27506,0.1083702271074419,0.10851990613743503
2012,East,Not concerned at all,0.027505838661409886,916,27506,0.027466473869720603,0.02754520345309917
2013,West,Very concerned,0.14738756142210843,3664,25578,0.1472986113038864,0.14747651154033045
2013,West,Somewhat concerned,0.5124686885086086,12429,25578,0.5123432660802076,0.5125941109370096
2013,West,Not concerned at all,0.1481057390502556,3760,25578,0.14801661004265873,0.14819486805785245
2013,East,Very concerned,0.04017233179863522,1126,25578,0.040123059771098014,0.040221603826172424
2013,East,Somewhat concerned,0.1192061236888537,3580,25578,0.1191248169191303,0.11928743045857709
2013,East,Not concerned at all,0.03265955553153845,1019,25578,0.03261495550790053,0.032704155555176376
2014,West,Very concerned,0.10043296678257098,2802,26918,0.10036101680713481,0.10050491675800714
2014,West,Somewhat concerned,0.4970389264833847,12739,26918,0.49691924192356896,0.49715861104320047
2014,West,Not concerned at all,0.22402253407010603,5823,26918,0.22392273048410657,0.22412233765610548
2014,East,Very concerned,0.026087784224636548,763,26918,0.02604962898004928,0.026125939469223817
2014,East,Somewhat concerned,0.10794660248150593,3404,26918,0.10787232183873512,0.10802088312427675
2014,East,Not concerned at all,0.04447118595779582,1387,26918,0.04442184165830307,0.04452053025728857
2015,West,Very concerned,0.12343414572104486,3000,24844,0.12335474385998797,0.12351354758210174
2015,West,Somewhat concerned,0.4868136360447477,11730,24844,0.48669298261532473,0.48693428947417067
2015,West,Not concerned at all,0.21100695884351386,4902,24844,0.21090846576209663,0.2111054519249311
2015,East,Very concerned,0.027110393345617014,746,24844,0.027071190242882796,0.027149596448351233
2015,East,Somewhat concerned,0.10766799322296633,3192,24844,0.10759317157076528,0.10774281487516738
2015,East,Not concerned at all,0.04396687282211023,1274,24844,0.04391738253099183,0.04401636311322863
2016,West,Very concerned,0.1171379065303143,2807,24030,0.11706120665403925,0.11721460640658936
2016,West,Somewhat concerned,0.47653276477849993,10971,24030,0.4764136431466382,0.47665188641036166
2016,West,Not concerned at all,0.22928704596398616,5246,24030,0.22918678414303573,0.2293873077849366
2016,East,Very concerned,0.03019336542943349,780,24030,0.030152552493616664,0.030234178365250313
2016,East,Somewhat concerned,0.09960771224740136,2892,24030,0.09953628533697541,0.09967913915782732
2016,East,Not concerned at all,0.0472412050503649,1334,24030,0.04719060493977737,0.04729180516095243
2017,West,Very concerned,0.12111482815340129,2870,26359,0.12103709745829729,0.12119255884850529
2017,West,Somewhat concerned,0.47265158943933927,11991,26359,0.4725326441612253,0.47277053471745323
2017,West,Not concerned at all,0.23265081166647714,5939,26359,0.23255014709963157,0.2327514762333227
2017,East,Very concerned,0.03012210665285668,891,26359,0.03008138465982534,0.030162828645888023
2017,East,Somewhat concerned,0.10089578237607749,3300,26359,0.10082402453768564,0.10096754021446934
2017,East,Not concerned at all,0.04256488171184809,1368,26359,0.042516785794113617,0.04261297762958257
2018,West,Very concerned,0.0864004362492663,2116,25523,0.0863336626873028,0.0864672098112298
2018,West,Somewhat concerned,0.45591221448457553,11115,25523,0.45579384391525746,0.4560305850538936
2018,West,Not concerned at all,0.28560114027421235,6829,25523,0.2854937860892066,0.2857084944592181
2018,East,Very concerned,0.021850414167774727,717,25523,0.021815668464320107,0.021885159871229347
2018,East,Somewhat concerned,0.09567810497941645,2984,25523,0.09560819544016502,0.09574801451866788
2018,East,Not concerned at all,0.054557689844754766,1762,25523,0.05450371217429187,0.05461166751521766
2019,West,Very concerned,0.10914502514549915,2598,25487,0.10907067177209534,0.10921937851890295
2019,West,Somewhat concerned,0.5116990219643933,12366,25487,0.5115798301885803,0.5118182137402063
2019,West,Not concerned at all,0.2068205505844927,5007,25487,0.20672397268145443,0.20691712848753097
2019,East,Very concerned,0.028316512796084152,889,25487,0.028276959972224368,0.028356065619943936
2019,East,Somewhat concerned,0.10370742176975932,3354,25487,0.1036347233419739,0.10378012019754473
2019,East,Not concerned at all,0.04031146773977148,1273,25487,0.04026456754374214,0.04035836793580081
2020,West,Very concerned,0.20535480448312882,4965,25519,0.20525862056726057,0.20545098839899706
2020,West,Somewhat concerned,0.4706087975617419,11286,25519,0.47048995232778656,0.47072764279569723
2020,West,Not concerned at all,0.15031211090233362,3970,25519,0.150227018636105,0.15039720316856225
2020,East,Very concerned,0.04159440491450507,1290,25519,0.04154686531518057,0.04164194451382957
2020,East,Somewhat concerned,0.09952105356057916,2970,25519,0.09944977520803,0.09959233191312833
2020,East,Not concerned at all,0.03260882857771134,1038,25519,0.03256653912664372,0.032651118028778965
2021,West,Very concerned,0.18075298784188243,2744,17121,0.1806617061453779,0.18084426953838695
2021,West,Somewhat concerned,0.4836993976223659,7941,17121,0.4835808555223586,0.48381793972237325
2021,West,Not concerned at all,0.16399518415139547,2822,17121,0.163907352011357,0.16408301629143393
2021,East,Very concerned,0.04670715990537286,887,17121,0.046657105947568236,0.04675721386317748
2021,East,Somewhat concerned,0.09683644125730435,2060,17121,0.09676628988988055,0.09690659262472816
2021,East,Not concerned at all,0.02800882922167907,667,17121,0.02796969000178503,0.02804796844157311
