year,bula_h,pgisced97,plh0032,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.59517,92,144,0.51472,0.67563
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.29858,69,195,0.23418,0.36298
1984,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.56153,126,195,0.49170,0.63135
1984,Hesse,Primary Level,Somewhat concerned,0.38429,51,82,0.27835,0.49022
1984,Hesse,Primary Level,Not concerned at all,0.30480,31,82,0.20455,0.40505
1984,Hesse,Lower Secondary Level,Very concerned,0.26863,85,351,0.22220,0.31507
1984,Hesse,Lower Secondary Level,Somewhat concerned,0.54589,181,351,0.49373,0.59805
1984,Hesse,Lower Secondary Level,Not concerned at all,0.18548,85,351,0.14475,0.22620
1984,Hesse,Upper Secondary Level,Very concerned,0.30005,172,580,0.26272,0.33737
1984,Hesse,Upper Secondary Level,Somewhat concerned,0.56940,322,580,0.52907,0.60974
1984,Hesse,Upper Secondary Level,Not concerned at all,0.13055,86,580,0.10311,0.15799
1984,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.58304,54,54,0.45029,0.71578
1984,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.44925,31,31,0.27125,0.62725
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.36955,107,295,0.31438,0.42473
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.52273,152,295,0.46563,0.57982
1984,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.10772,36,295,0.07228,0.14316
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.37574,143,361,0.32571,0.42577
1984,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.55705,218,361,0.50574,0.60837
1984,Baden-Wuerttemberg,Primary Level,Very concerned,0.24609,56,280,0.19554,0.29663
1984,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.38814,127,280,0.33095,0.44532
1984,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.36578,97,280,0.30926,0.42229
1984,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.28496,191,686,0.25115,0.31876
1984,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.51982,357,686,0.48240,0.55723
1984,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.19523,138,686,0.16554,0.22491
1984,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.30103,275,930,0.27154,0.33053
1984,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.55820,510,930,0.52626,0.59013
1984,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.14077,145,930,0.11841,0.16314
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.28812,35,103,0.20023,0.37601
1984,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.59780,68,103,0.50264,0.69296
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.26710,33,107,0.18287,0.35133
1984,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.58537,74,107,0.49158,0.67915
1984,Bavaria,Primary Level,Somewhat concerned,0.43671,44,44,0.28846,0.58496
1984,Bavaria,Lower Secondary Level,Very concerned,0.25027,145,572,0.21474,0.28580
1984,Bavaria,Lower Secondary Level,Somewhat concerned,0.56404,324,572,0.52336,0.60471
1984,Bavaria,Lower Secondary Level,Not concerned at all,0.18569,103,572,0.15379,0.21759
1984,Bavaria,Upper Secondary Level,Very concerned,0.29716,312,1020,0.26910,0.32522
1984,Bavaria,Upper Secondary Level,Somewhat concerned,0.58340,591,1020,0.55313,0.61367
1984,Bavaria,Upper Secondary Level,Not concerned at all,0.11945,117,1020,0.09953,0.13936
1984,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.65280,33,33,0.48784,0.81775
1984,Bavaria,First Stage of Tertiary Education,Very concerned,0.32353,44,119,0.23912,0.40794
1984,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.60184,75,119,0.51352,0.69017
1984,Bavaria,Second Stage of Tertiary Education,Very concerned,0.27355,40,124,0.19476,0.35233
1984,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.52185,84,124,0.43357,0.61013
1984,Berlin,Lower Secondary Level,Somewhat concerned,0.60984,57,57,0.48208,0.73760
1984,Berlin,Upper Secondary Level,Very concerned,0.30840,59,165,0.23772,0.37908
1984,Berlin,Upper Secondary Level,Somewhat concerned,0.57540,106,165,0.49974,0.65105
1985,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.51459,47,47,0.37016,0.65903
1985,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.39215,77,181,0.32083,0.46348
1985,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.54645,104,181,0.47372,0.61918
1985,Hamburg,Upper Secondary Level,Very concerned,0.35776,49,126,0.27373,0.44179
1985,Hamburg,Upper Secondary Level,Somewhat concerned,0.51853,77,126,0.43094,0.60612
1985,Lower Saxony,Lower Secondary Level,Very concerned,0.32088,98,302,0.26814,0.37361
1985,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.55697,172,302,0.50085,0.61309
1985,Lower Saxony,Lower Secondary Level,Not concerned at all,0.12215,32,302,0.08516,0.15914
1985,Lower Saxony,Upper Secondary Level,Very concerned,0.41504,224,536,0.37329,0.45680
1985,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.50798,272,536,0.46562,0.55035
1985,Lower Saxony,Upper Secondary Level,Not concerned at all,0.07697,40,536,0.05439,0.09956
1985,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.62400,44,44,0.47922,0.76878
1985,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.73716,52,52,0.61635,0.85797
1985,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.61361,35,35,0.44993,0.77728
1985,North Rhine-Westphalia,Primary Level,Very concerned,0.24900,63,240,0.19418,0.30383
1985,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.50867,118,240,0.44529,0.57205
1985,North Rhine-Westphalia,Primary Level,Not concerned at all,0.24233,59,240,0.18801,0.29666
1985,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.28202,216,741,0.24960,0.31445
1985,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.56085,397,741,0.52509,0.59660
1985,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.15713,128,741,0.13091,0.18335
1985,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.35809,480,1382,0.33280,0.38337
1985,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.54450,760,1382,0.51823,0.57076
1985,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.09742,142,1382,0.08178,0.11306
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.44630,31,77,0.33453,0.55806
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.50430,46,77,0.39189,0.61671
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.32328,50,136,0.24438,0.40218
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.58642,86,136,0.50335,0.66950
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.30006,64,203,0.23686,0.36326
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.60761,139,203,0.54027,0.67494
1985,Hesse,Primary Level,Somewhat concerned,0.51432,43,43,0.36316,0.66547
1985,Hesse,Lower Secondary Level,Very concerned,0.22988,62,319,0.18363,0.27612
1985,Hesse,Lower Secondary Level,Somewhat concerned,0.55986,176,319,0.50530,0.61442
1985,Hesse,Lower Secondary Level,Not concerned at all,0.21026,81,319,0.16547,0.25505
1985,Hesse,Upper Secondary Level,Very concerned,0.28559,139,511,0.24639,0.32479
1985,Hesse,Upper Secondary Level,Somewhat concerned,0.57600,299,511,0.53311,0.61889
1985,Hesse,Upper Secondary Level,Not concerned at all,0.13841,73,511,0.10844,0.16838
1985,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.61410,32,32,0.44273,0.78547
1985,Hesse,Second Stage of Tertiary Education,Very concerned,0.34308,33,80,0.23839,0.44776
1985,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.50869,47,80,0.39845,0.61893
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.28883,75,264,0.23405,0.34361
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.53663,144,264,0.47636,0.59689
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.17454,45,264,0.12867,0.22042
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.37549,125,352,0.32483,0.42615
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.51953,188,352,0.46726,0.57180
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.10498,39,352,0.07291,0.13705
1985,Baden-Wuerttemberg,Primary Level,Very concerned,0.14647,44,240,0.10165,0.19130
1985,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.45714,118,240,0.39398,0.52030
1985,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.39639,78,240,0.33437,0.45840
1985,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.27125,165,598,0.23559,0.30692
1985,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.53920,305,598,0.49921,0.57918
1985,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.18955,128,598,0.15811,0.22099
1985,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.28373,245,857,0.25353,0.31393
1985,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.57986,472,857,0.54679,0.61292
1985,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.13641,140,857,0.11342,0.15941
1985,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.61580,31,31,0.44174,0.78986
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.34634,37,100,0.25261,0.44006
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.56997,63,100,0.47245,0.66750
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.63724,74,74,0.52695,0.74754
1985,Bavaria,Primary Level,Somewhat concerned,0.43214,36,36,0.26802,0.59626
1985,Bavaria,Lower Secondary Level,Very concerned,0.27403,137,518,0.23558,0.31247
1985,Bavaria,Lower Secondary Level,Somewhat concerned,0.57254,293,518,0.52989,0.61518
1985,Bavaria,Lower Secondary Level,Not concerned at all,0.15344,88,518,0.12237,0.18451
1985,Bavaria,Upper Secondary Level,Very concerned,0.27616,255,930,0.24741,0.30491
1985,Bavaria,Upper Secondary Level,Somewhat concerned,0.59728,558,930,0.56575,0.62882
1985,Bavaria,Upper Secondary Level,Not concerned at all,0.12655,117,930,0.10517,0.14793
1985,Bavaria,First Stage of Tertiary Education,Very concerned,0.31291,36,109,0.22546,0.40036
1985,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.59460,73,109,0.50200,0.68720
1985,Bavaria,Second Stage of Tertiary Education,Very concerned,0.20434,31,126,0.13366,0.27503
1985,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.67079,95,126,0.58841,0.75317
1985,Berlin,Lower Secondary Level,Somewhat concerned,0.57624,50,50,0.43788,0.71461
1985,Berlin,Upper Secondary Level,Very concerned,0.23497,41,139,0.16423,0.30571
1985,Berlin,Upper Secondary Level,Somewhat concerned,0.60105,98,139,0.51935,0.68275
1986,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.52243,41,41,0.36763,0.67723
1986,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.27225,48,179,0.20686,0.33764
1986,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.53658,97,179,0.46333,0.60984
1986,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.19116,34,179,0.13340,0.24893
1986,Hamburg,Upper Secondary Level,Somewhat concerned,0.61013,80,114,0.52020,0.70006
1986,Hamburg,Upper Secondary Level,Not concerned at all,0.29634,34,114,0.21215,0.38054
1986,Lower Saxony,Lower Secondary Level,Very concerned,0.20479,63,309,0.15972,0.24986
1986,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.55007,168,309,0.49451,0.60563
1986,Lower Saxony,Lower Secondary Level,Not concerned at all,0.24514,78,309,0.19710,0.29318
1986,Lower Saxony,Upper Secondary Level,Very concerned,0.26605,142,526,0.22825,0.30385
1986,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.55197,291,526,0.50943,0.59451
1986,Lower Saxony,Upper Secondary Level,Not concerned at all,0.18198,93,526,0.14898,0.21499
1986,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.60026,42,42,0.45032,0.75020
1986,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.57696,46,46,0.43261,0.72131
1986,Bremen,Upper Secondary Level,Somewhat concerned,0.50034,32,32,0.32432,0.67635
1986,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.56670,39,39,0.40914,0.72425
1986,North Rhine-Westphalia,Primary Level,Very concerned,0.19984,44,244,0.14957,0.25012
1986,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.51231,127,244,0.44946,0.57516
1986,North Rhine-Westphalia,Primary Level,Not concerned at all,0.28785,73,244,0.23092,0.34478
1986,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.21017,148,688,0.17970,0.24064
1986,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.59819,388,688,0.56153,0.63485
1986,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.19164,152,688,0.16221,0.22107
1986,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.21599,296,1336,0.19391,0.23806
1986,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.57818,763,1336,0.55168,0.60467
1986,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.20584,277,1336,0.18415,0.22752
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.69468,54,54,0.57069,0.81867
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.22005,32,145,0.15238,0.28771
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.53001,79,145,0.44849,0.61153
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.24994,34,145,0.17922,0.32066
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.19220,43,218,0.13977,0.24462
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.64085,138,218,0.57702,0.70468
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.16695,37,218,0.11733,0.21657
1986,Hesse,Primary Level,Somewhat concerned,0.56056,45,45,0.41391,0.70721
1986,Hesse,Lower Secondary Level,Very concerned,0.13468,37,292,0.09546,0.17390
1986,Hesse,Lower Secondary Level,Somewhat concerned,0.55582,173,292,0.49873,0.61291
1986,Hesse,Lower Secondary Level,Not concerned at all,0.30951,82,292,0.25639,0.36262
1986,Hesse,Upper Secondary Level,Very concerned,0.13688,60,460,0.10543,0.16832
1986,Hesse,Upper Secondary Level,Somewhat concerned,0.58761,279,460,0.54257,0.63264
1986,Hesse,Upper Secondary Level,Not concerned at all,0.27552,121,460,0.23464,0.31639
1986,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.62871,56,56,0.50102,0.75640
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.24609,60,259,0.19353,0.29865
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.56159,149,259,0.50104,0.62214
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.19232,50,259,0.14423,0.24041
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.24610,86,363,0.20173,0.29047
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.59124,217,363,0.54059,0.64188
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.16266,60,363,0.12464,0.20068
1986,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.46343,106,189,0.39215,0.53472
1986,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.44207,83,189,0.37108,0.51307
1986,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.15462,98,589,0.12540,0.18384
1986,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.57386,329,589,0.53388,0.61383
1986,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.27152,162,589,0.23558,0.30747
1986,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.16472,139,841,0.13964,0.18980
1986,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.59990,496,841,0.56677,0.63303
1986,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.23538,206,841,0.20669,0.26407
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.58609,62,62,0.46248,0.70969
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.58342,69,105,0.48867,0.67817
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.35107,36,105,0.25933,0.44280
1986,Bavaria,Primary Level,Somewhat concerned,0.41634,36,36,0.25302,0.57965
1986,Bavaria,Lower Secondary Level,Very concerned,0.19510,77,480,0.15961,0.23058
1986,Bavaria,Lower Secondary Level,Somewhat concerned,0.60815,300,480,0.56443,0.65187
1986,Bavaria,Lower Secondary Level,Not concerned at all,0.19675,103,480,0.16115,0.23236
1986,Bavaria,Upper Secondary Level,Very concerned,0.17616,150,861,0.15070,0.20162
1986,Bavaria,Upper Secondary Level,Somewhat concerned,0.58579,521,861,0.55287,0.61871
1986,Bavaria,Upper Secondary Level,Not concerned at all,0.23805,190,861,0.20959,0.26652
1986,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.60707,63,63,0.48549,0.72864
1986,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.53611,81,128,0.44937,0.62284
1986,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.36495,47,128,0.28122,0.44868
1986,Berlin,Lower Secondary Level,Somewhat concerned,0.59976,49,49,0.46115,0.73837
1986,Berlin,Upper Secondary Level,Somewhat concerned,0.61482,101,141,0.53421,0.69543
1986,Berlin,Upper Secondary Level,Not concerned at all,0.27765,40,141,0.20347,0.35184
1987,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.50098,31,31,0.32205,0.67990
1987,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.24995,49,182,0.18687,0.31303
1987,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.57396,102,182,0.50191,0.64600
1987,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.17609,31,182,0.12060,0.23158
1987,Hamburg,Upper Secondary Level,Somewhat concerned,0.66224,82,82,0.55924,0.76523
1987,Lower Saxony,Lower Secondary Level,Very concerned,0.20740,56,289,0.16057,0.25422
1987,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.60216,168,289,0.54563,0.65869
1987,Lower Saxony,Lower Secondary Level,Not concerned at all,0.19045,65,289,0.14510,0.23580
1987,Lower Saxony,Upper Secondary Level,Very concerned,0.25744,135,550,0.22087,0.29401
1987,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.59781,333,550,0.55679,0.63883
1987,Lower Saxony,Upper Secondary Level,Not concerned at all,0.14475,82,550,0.11532,0.17418
1987,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.67618,48,48,0.54240,0.80996
1987,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.66087,53,53,0.53220,0.78955
1987,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.51556,45,45,0.36789,0.66323
1987,North Rhine-Westphalia,Primary Level,Very concerned,0.31659,56,227,0.25595,0.37724
1987,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.42534,102,227,0.36088,0.48980
1987,North Rhine-Westphalia,Primary Level,Not concerned at all,0.25807,69,227,0.20102,0.31512
1987,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.25301,164,676,0.22021,0.28581
1987,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.54472,367,676,0.50715,0.58229
1987,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.20227,145,676,0.17197,0.23258
1987,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.25318,317,1322,0.22973,0.27663
1987,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.59071,793,1322,0.56419,0.61722
1987,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.15611,212,1322,0.13654,0.17569
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.76246,60,60,0.65387,0.87106
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.61737,90,90,0.51639,0.71835
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.21472,46,190,0.15618,0.27326
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.65300,144,190,0.58513,0.72086
1987,Hesse,Primary Level,Somewhat concerned,0.44723,46,46,0.30195,0.59250
1987,Hesse,Lower Secondary Level,Very concerned,0.15161,42,285,0.10990,0.19332
1987,Hesse,Lower Secondary Level,Somewhat concerned,0.53193,151,285,0.47389,0.58996
1987,Hesse,Lower Secondary Level,Not concerned at all,0.31647,92,285,0.26237,0.37056
1987,Hesse,Upper Secondary Level,Very concerned,0.16727,75,474,0.13363,0.20090
1987,Hesse,Upper Secondary Level,Somewhat concerned,0.64576,304,474,0.60265,0.68886
1987,Hesse,Upper Secondary Level,Not concerned at all,0.18698,95,474,0.15184,0.22211
1987,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.67085,32,32,0.50544,0.83627
1987,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.59289,53,53,0.45936,0.72643
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.15194,42,253,0.10762,0.19626
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.57710,149,253,0.51611,0.63810
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.27095,62,253,0.21608,0.32583
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.25033,92,363,0.20570,0.29495
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.63321,226,363,0.58356,0.68286
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.11646,45,363,0.08342,0.14951
1987,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.78262,31,31,0.63502,0.93022
1987,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.51969,120,197,0.44975,0.58964
1987,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.31912,77,197,0.25386,0.38437
1987,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.21820,110,594,0.18495,0.25144
1987,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.56638,343,594,0.52649,0.60627
1987,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.21543,141,594,0.18234,0.24852
1987,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.20806,148,826,0.18036,0.23576
1987,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.62477,522,826,0.59173,0.65781
1987,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.16717,156,826,0.14171,0.19263
1987,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.59343,31,31,0.41766,0.76920
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.59278,67,67,0.47424,0.71131
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.62605,69,69,0.51104,0.74105
1987,Bavaria,Primary Level,Not concerned at all,0.32797,31,31,0.15997,0.49597
1987,Bavaria,Lower Secondary Level,Very concerned,0.15655,64,458,0.12323,0.18987
1987,Bavaria,Lower Secondary Level,Somewhat concerned,0.65655,277,458,0.61302,0.70009
1987,Bavaria,Lower Secondary Level,Not concerned at all,0.18690,117,458,0.15116,0.22264
1987,Bavaria,Upper Secondary Level,Very concerned,0.16107,126,859,0.13648,0.18567
