year,bula_h,regtyp,plh0032,proportion,n,lower_confidence,upper_confidence
1984,Nordrhein-Westfalen,-1,Einige Sorgen,0.1336907497234278,16099,0.12843367952301957,0.138947819923836
1984,Baden-Wuerttemberg,-1,Einige Sorgen,0.09871500297846991,16099,0.09410735519431705,0.10332265076262277
1984,Bayern,-1,Einige Sorgen,0.09777891243298442,16099,0.09319078249118197,0.10236704237478687
1984,Nordrhein-Westfalen,-1,Grosse Sorgen,0.09760871415198706,16099,0.09302414673627768,0.10219328156769644
1984,Niedersachsen,-1,Einige Sorgen,0.05582503616713471,16099,0.052278557368882254,0.059371514965387166
1984,Hessen,-1,Einige Sorgen,0.05522934218364395,16099,0.05170072329311068,0.05875796107417722
1984,Baden-Wuerttemberg,-1,Grosse Sorgen,0.05131478172070462,16099,0.047906472959071446,0.05472309048233779
1984,Bayern,-1,Grosse Sorgen,0.049527699770232324,16099,0.04617611326827605,0.052879286272188596
1984,"Rheinland-Pfalz,Saarland",-1,Einige Sorgen,0.03769891924091567,16099,0.0347566896573437,0.04064114882448763
1984,Nordrhein-Westfalen,-1,Keine Sorgen,0.035911837290443366,16099,0.03303752594733685,0.03878614863354988
1984,Baden-Wuerttemberg,-1,Keine Sorgen,0.035571440728448644,16099,0.03271027917800808,0.03843260227888921
1984,Niedersachsen,-1,Grosse Sorgen,0.035571440728448644,16099,0.03271027917800808,0.03843260227888921
1984,Hessen,-1,Grosse Sorgen,0.028848608629052846,16099,0.02626300156574829,0.0314342156923574
1984,"Rheinland-Pfalz,Saarland",-1,Grosse Sorgen,0.02552974214960429,16099,0.023093254975299658,0.02796622932390892
1984,Bayern,-1,Keine Sorgen,0.02382775933963067,16099,0.0214718343953992,0.02618368428386214
1984,Hessen,-1,Keine Sorgen,0.018806910050208493,16099,0.016708489235888115,0.020905330864528872
1984,Berlin,-1,Einige Sorgen,0.018381414347715088,16099,0.01630641736324229,0.020456411332187886
1984,Schleswig-Holstein,-1,Einige Sorgen,0.017615522083226958,16099,0.015583421845419929,0.019647622321033988
1984,Hamburg,-1,Einige Sorgen,0.012339375372308739,16099,0.01063405068532338,0.014044700059294098
1984,Berlin,-1,Grosse Sorgen,0.010977789124329845,16099,0.009368192377578365,0.012587385871081325
1984,Schleswig-Holstein,-1,Grosse Sorgen,0.00961620287635095,16099,0.008108692906293746,0.011123712846408153
1984,Niedersachsen,-1,Keine Sorgen,0.009275806314356224,16099,0.007794963912488292,0.010756648716224157
1984,Hamburg,-1,Grosse Sorgen,0.008595013190366776,16099,0.007169059424537291,0.010020966956196262
1984,"Rheinland-Pfalz,Saarland",-1,Keine Sorgen,0.006978129520891839,16099,0.005692234422076977,0.008264024619706701
1984,Bremen,-1,Grosse Sorgen,0.006467534677899753,16099,0.00522925987526242,0.007705809480537087
1984,Schleswig-Holstein,-1,Keine Sorgen,0.004595353586928772,16099,0.0035505950711043474,0.005640112102753197
