"plh0032","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","116","0.29575035800582","0.250103757873556","0.341396958138083"
"Grosse Sorgen","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Hamburg","Westdeutschland, alte Bundeslaender","102","0.317109285502295","0.265054700726903","0.369163870277687"
"Grosse Sorgen","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","431","0.35312434557207","0.326316340780433","0.379932350363708"
"Grosse Sorgen","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Bremen","Westdeutschland, alte Bundeslaender","76","0.558264592999116","0.473868290845799","0.642660895152433"
"Grosse Sorgen","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1179","0.371698742243094","0.355050965172315","0.388346519313872"
"Grosse Sorgen","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Hessen","Westdeutschland, alte Bundeslaender","344","0.291668085143562","0.266389651876264","0.31694651841086"
"Grosse Sorgen","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","309","0.376486003488352","0.343933766995787","0.409038239980916"
"Grosse Sorgen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","617","0.289026895930241","0.270312886223001","0.307740905637481"
"Grosse Sorgen","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Bayern","Westdeutschland, alte Bundeslaender","601","0.282375583979204","0.26299283417902","0.301758333779388"
"Grosse Sorgen","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Berlin","Westdeutschland, alte Bundeslaender","133","0.298852526443482","0.254489661034939","0.343215391852025"
"Grosse Sorgen","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","212","0.548700064083648","0.498928347411069","0.598471780756228"
"Einige Sorgen","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Hamburg","Westdeutschland, alte Bundeslaender","149","0.509016104999535","0.453094672433521","0.564937537565549"
"Einige Sorgen","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","675","0.558615869427678","0.530763942253731","0.586467796601624"
"Einige Sorgen","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Bremen","Westdeutschland, alte Bundeslaender","42","0.323323298615371","0.243829841825597","0.402816755405144"
"Einige Sorgen","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1621","0.510000276289506","0.492779216895751","0.52722133568326"
"Einige Sorgen","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Hessen","Westdeutschland, alte Bundeslaender","667","0.559192972818827","0.531581320238482","0.586804625399172"
"Einige Sorgen","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","453","0.532367449376794","0.498844561497656","0.565890337255933"
"Einige Sorgen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","1194","0.544586948318987","0.524027687979794","0.565146208658181"
"Einige Sorgen","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Bayern","Westdeutschland, alte Bundeslaender","1176","0.573346915988999","0.552050849184196","0.594642982793803"
"Einige Sorgen","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Berlin","Westdeutschland, alte Bundeslaender","222","0.559864049973472","0.511755623840259","0.607972476106684"
"Einige Sorgen","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Einige Sorgen","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Einige Sorgen","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","56","0.155549577910532","0.119299914707666","0.191799241113398"
"Keine Sorgen","1984","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Hamburg","Westdeutschland, alte Bundeslaender","56","0.17387460949817","0.131479088938969","0.216270130057372"
"Keine Sorgen","1984","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Niedersachsen","Westdeutschland, alte Bundeslaender","115","0.0882597850002524","0.0723484270059267","0.104171142994578"
"Keine Sorgen","1984","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","437","0.118300981467401","0.10717518543425","0.129426777500551"
"Keine Sorgen","1984","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Hessen","Westdeutschland, alte Bundeslaender","231","0.149138942037611","0.129327679840845","0.168950204234378"
"Keine Sorgen","1984","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","89","0.0911465471348537","0.0718090459959523","0.110484048273755"
"Keine Sorgen","1984","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","443","0.166386155750772","0.151011259695787","0.181761051805757"
"Keine Sorgen","1984","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Bayern","Westdeutschland, alte Bundeslaender","295","0.144277500031796","0.129148194432267","0.159406805631325"
"Keine Sorgen","1984","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Berlin","Westdeutschland, alte Bundeslaender","54","0.141283423583047","0.107526958223148","0.175039888942945"
"Keine Sorgen","1984","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Sorgen","1984","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Keine Sorgen","1984","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","125","0.367085836772345","0.316223680851049","0.417947992693642"
"Grosse Sorgen","1985","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Hamburg","Westdeutschland, alte Bundeslaender","88","0.313762355104394","0.258819591956403","0.368705118252385"
"Grosse Sorgen","1985","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Niedersachsen","Westdeutschland, alte Bundeslaender","396","0.362181876102786","0.333675070329708","0.390688681875864"
"Grosse Sorgen","1985","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Bremen","Westdeutschland, alte Bundeslaender","51","0.380294814922261","0.290786859626241","0.46980277021828"
"Grosse Sorgen","1985","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","925","0.324313324800416","0.307357550446506","0.341269099154326"
"Grosse Sorgen","1985","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Hessen","Westdeutschland, alte Bundeslaender","290","0.276184586005016","0.250081024523208","0.302288147486823"
"Grosse Sorgen","1985","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","251","0.338134850314791","0.304677063845356","0.371592636784226"
"Grosse Sorgen","1985","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","541","0.273592443671057","0.254247154176687","0.292937733165427"
"Grosse Sorgen","1985","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Bayern","Westdeutschland, alte Bundeslaender","498","0.273770083117643","0.253608958098838","0.293931208136448"
"Grosse Sorgen","1985","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Grosse Sorgen","1985","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Grosse Sorgen","1985","Berlin","Westdeutschland, alte Bundeslaender","100","0.259265778260028","0.214430604051245","0.304100952468812"
"Grosse Sorgen","1985","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
