"plh0032","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1990","16-34 Jahre alt","2879","0.534860341833889","0.521461053229414","0.548259630438365"
"Einige Sorgen","1990","35-65 Jahre alt","3739","0.5312128747307","0.519551810859072","0.542873938602328"
"Einige Sorgen","1990","66 und älter","738","0.486392784798885","0.460877027105413","0.511908542492356"
"Keine Sorgen","1990","16-34 Jahre alt","1248","0.255152014119385","0.243440765998789","0.266863262239981"
"Keine Sorgen","1990","35-65 Jahre alt","1428","0.224091786344146","0.214347855699735","0.233835716988557"
"Keine Sorgen","1990","66 und älter","475","0.345031840757765","0.320763558880852","0.369300122634678"
"Grosse Sorgen","1991","16-34 Jahre alt","1264","0.220540670530204","0.209214844222755","0.231866496837653"
"Grosse Sorgen","1991","35-65 Jahre alt","2062","0.275047102674602","0.264550430314367","0.285543775034836"
"Grosse Sorgen","1991","66 und älter","330","0.209236539874614","0.188378905780435","0.230094173968793"
"Einige Sorgen","1991","16-34 Jahre alt","2940","0.588153222251124","0.574708807599778","0.601597636902469"
"Einige Sorgen","1991","35-65 Jahre alt","3764","0.556787773464557","0.545110433596154","0.568465113332959"
"Einige Sorgen","1991","66 und älter","782","0.542363532552864","0.516817201509098","0.567909863596631"
"Keine Sorgen","1991","16-34 Jahre alt","944","0.191306107218672","0.180561629221143","0.202050585216202"
"Keine Sorgen","1991","35-65 Jahre alt","1126","0.168165123860842","0.159373284637391","0.176956963084292"
"Keine Sorgen","1991","66 und älter","349","0.248399927572522","0.226243888511765","0.270555966633279"
"Grosse Sorgen","1992","16-34 Jahre alt","1092","0.210866003058067","0.199528497281549","0.222203508834586"
"Grosse Sorgen","1992","35-65 Jahre alt","2098","0.297995000917136","0.287158241978299","0.308831759855974"
"Grosse Sorgen","1992","66 und älter","394","0.255578115316684","0.233188804433046","0.277967426200321"
"Einige Sorgen","1992","16-34 Jahre alt","3016","0.616773528509901","0.603261222421674","0.630285834598129"
"Einige Sorgen","1992","35-65 Jahre alt","3956","0.591011678254438","0.579362955580589","0.602660400928287"
"Einige Sorgen","1992","66 und älter","778","0.533655266242687","0.508048586658638","0.559261945826737"
"Keine Sorgen","1992","16-34 Jahre alt","865","0.172360468432032","0.161863151551164","0.182857785312899"
"Keine Sorgen","1992","35-65 Jahre alt","789","0.110993320828426","0.103550702371502","0.11843593928535"
"Keine Sorgen","1992","66 und älter","286","0.210766618440629","0.189831618409469","0.231701618471788"
"Grosse Sorgen","1993","16-34 Jahre alt","1630","0.337591495688376","0.324340040708559","0.350842950668192"
"Grosse Sorgen","1993","35-65 Jahre alt","2904","0.440479744259301","0.428606657946443","0.452352830572159"
"Grosse Sorgen","1993","66 und älter","597","0.393967346023301","0.369140317027398","0.418794375019203"
"Einige Sorgen","1993","16-34 Jahre alt","2873","0.59581842154124","0.582066921072665","0.609569922009816"
"Einige Sorgen","1993","35-65 Jahre alt","3447","0.511647932182835","0.499693061727145","0.523602802638524"
"Einige Sorgen","1993","66 und älter","734","0.49468701001997","0.469283594617425","0.520090425422515"
"Keine Sorgen","1993","16-34 Jahre alt","389","0.0665900827703841","0.0596038049892342","0.073576360551534"
"Keine Sorgen","1993","35-65 Jahre alt","365","0.0478723235578642","0.0427663025703942","0.0529783445453342"
"Keine Sorgen","1993","66 und älter","157","0.11134564395673","0.0953629612382734","0.127328326675186"
"Grosse Sorgen","1994","16-34 Jahre alt","1543","0.315015885771531","0.301870609766533","0.328161161776528"
"Grosse Sorgen","1994","35-65 Jahre alt","2684","0.413295738460121","0.401401318590412","0.42519015832983"
"Grosse Sorgen","1994","66 und älter","564","0.365811490072522","0.341444852662281","0.390178127482763"
"Einige Sorgen","1994","16-34 Jahre alt","2861","0.609818080141956","0.59601433441857","0.623621825865341"
"Einige Sorgen","1994","35-65 Jahre alt","3532","0.534802344426662","0.52275424369779","0.546850445155533"
"Einige Sorgen","1994","66 und älter","759","0.50783963707553","0.482548150363436","0.533131123787624"
"Keine Sorgen","1994","16-34 Jahre alt","393","0.0751660340865138","0.0677048812582002","0.0826271869148273"
"Keine Sorgen","1994","35-65 Jahre alt","368","0.0519019171132172","0.0465436851094005","0.0572601491170339"
"Keine Sorgen","1994","66 und älter","178","0.126348872851948","0.109541011703456","0.14315673400044"
"Grosse Sorgen","1995","16-34 Jahre alt","1030","0.192753906405305","0.181746193261961","0.20376161954865"
"Grosse Sorgen","1995","35-65 Jahre alt","1911","0.285683166084272","0.274943045100347","0.296423287068198"
"Grosse Sorgen","1995","66 und älter","429","0.279587280098845","0.257157794474192","0.302016765723499"
"Einige Sorgen","1995","16-34 Jahre alt","3208","0.658092960499167","0.644855941957617","0.671329979040716"
"Einige Sorgen","1995","35-65 Jahre alt","4233","0.622378447222093","0.610852488360641","0.633904406083546"
"Einige Sorgen","1995","66 und älter","882","0.57576488364643","0.551064948251177","0.600464819041683"
"Keine Sorgen","1995","16-34 Jahre alt","695","0.149153133095528","0.139212033483416","0.15909423270764"
"Keine Sorgen","1995","35-65 Jahre alt","652","0.0919383866936345","0.0850688491128082","0.0988079242744609"
"Keine Sorgen","1995","66 und älter","227","0.144647836254725","0.127068665963007","0.162227006546442"
"Grosse Sorgen","1996","16-34 Jahre alt","1621","0.343377731940583","0.329889877588772","0.356865586292395"
"Grosse Sorgen","1996","35-65 Jahre alt","3178","0.494801920728437","0.482871952976844","0.506731888480031"
"Grosse Sorgen","1996","66 und älter","704","0.460415648565185","0.435752908237956","0.485078388892414"
"Einige Sorgen","1996","16-34 Jahre alt","2733","0.574178139547588","0.560132668666693","0.588223610428483"
"Einige Sorgen","1996","35-65 Jahre alt","3222","0.456964650451864","0.445078312076238","0.468850988827489"
"Einige Sorgen","1996","66 und älter","735","0.46071572187","0.436051806852895","0.485379636887105"
"Keine Sorgen","1996","16-34 Jahre alt","407","0.0824441285118286","0.0746315368568184","0.0902567201668389"
"Keine Sorgen","1996","35-65 Jahre alt","347","0.0482334288196988","0.0431209440463853","0.0533459135930123"
"Keine Sorgen","1996","66 und älter","130","0.0788686295648147","0.0655318936078498","0.0922053655217796"
"Grosse Sorgen","1997","16-34 Jahre alt","1816","0.398484353890948","0.384366905643349","0.412601802138548"
"Grosse Sorgen","1997","35-65 Jahre alt","3414","0.522659147943293","0.510653281589222","0.534665014297364"
"Grosse Sorgen","1997","66 und älter","811","0.521292885856964","0.496800249001049","0.545785522712879"
"Einige Sorgen","1997","16-34 Jahre alt","2523","0.544476141899178","0.530115558136072","0.558836725662284"
"Einige Sorgen","1997","35-65 Jahre alt","2997","0.444411531239128","0.432467822727649","0.456355239750608"
"Einige Sorgen","1997","66 und älter","677","0.410668295379836","0.386547857140231","0.434788733619441"
"Keine Sorgen","1997","16-34 Jahre alt","281","0.0570395042098737","0.0503520361059888","0.0637269723137586"
"Keine Sorgen","1997","35-65 Jahre alt","238","0.0329293208175787","0.0286399813441201","0.0372186602910372"
"Keine Sorgen","1997","66 und älter","110","0.0680388187631997","0.0556925138709354","0.0803851236554639"
"Grosse Sorgen","1998","16-34 Jahre alt","1783","0.352725053542145","0.339312133558371","0.366137973525918"
"Grosse Sorgen","1998","35-65 Jahre alt","3418","0.451569078111198","0.440324406886251","0.462813749336146"
"Grosse Sorgen","1998","66 und älter","868","0.468965147009611","0.446383091497654","0.491547202521567"
"Einige Sorgen","1998","16-34 Jahre alt","2685","0.568082431423104","0.554177562634459","0.581987300211748"
"Einige Sorgen","1998","35-65 Jahre alt","3713","0.497052482320431","0.485754883323117","0.508350081317745"
"Einige Sorgen","1998","66 und älter","842","0.4330006558945","0.410579023428822","0.455422288360178"
"Keine Sorgen","1998","16-34 Jahre alt","407","0.0791925150347519","0.0716121997521461","0.0867728303173577"
"Keine Sorgen","1998","35-65 Jahre alt","393","0.051378439568371","0.0463900467172155","0.0563668324195265"
"Keine Sorgen","1998","66 und älter","166","0.0980341970958895","0.0845782116671752","0.111490182524604"
"Grosse Sorgen","1999","16-34 Jahre alt","967","0.217590048524807","0.205672965334143","0.229507131715471"
"Grosse Sorgen","1999","35-65 Jahre alt","2041","0.282372497299308","0.272049668720619","0.292695325877998"
"Grosse Sorgen","1999","66 und älter","497","0.27381231607175","0.253342889073088","0.294281743070413"
"Einige Sorgen","1999","16-34 Jahre alt","3067","0.651354503547623","0.637590841078787","0.665118166016459"
"Einige Sorgen","1999","35-65 Jahre alt","4673","0.639731104612558","0.628722048165927","0.650740161059189"
"Einige Sorgen","1999","66 und älter","1088","0.594011802437195","0.571468943265354","0.616554661609036"
"Keine Sorgen","1999","16-34 Jahre alt","571","0.13105544792757","0.121308764830583","0.140802131024557"
"Keine Sorgen","1999","35-65 Jahre alt","591","0.0778963980881335","0.0717504833879043","0.0840423127883626"
"Keine Sorgen","1999","66 und älter","238","0.132175881491054","0.116628877060418","0.147722885921691"
"Grosse Sorgen","2000","16-34 Jahre alt","1321","0.181926751557612","0.172943727934433","0.190909775180791"
"Grosse Sorgen","2000","35-65 Jahre alt","3170","0.232773431547281","0.225610704058632","0.23993615903593"
"Grosse Sorgen","2000","66 und älter","801","0.218815615951419","0.205300661807293","0.232330570095546"
"Einige Sorgen","2000","16-34 Jahre alt","4367","0.611444787958013","0.600095119981082","0.622794455934945"
"Einige Sorgen","2000","35-65 Jahre alt","8270","0.619166303327035","0.610935897544998","0.627396709109072"
"Einige Sorgen","2000","66 und älter","2060","0.575809544712388","0.559654114799306","0.591964974625471"
"Keine Sorgen","2000","16-34 Jahre alt","1397","0.206628460484374","0.197200634839701","0.216056286129048"
"Keine Sorgen","2000","35-65 Jahre alt","1932","0.148060265125684","0.142040582347891","0.154079947903476"
"Keine Sorgen","2000","66 und älter","734","0.205374839336193","0.192169382860956","0.218580295811429"
"Grosse Sorgen","2001","16-34 Jahre alt","1048","0.163021732172247","0.153872048458141","0.172171415886352"
"Grosse Sorgen","2001","35-65 Jahre alt","2785","0.224412720577549","0.21701760494046","0.231807836214639"
"Grosse Sorgen","2001","66 und älter","692","0.198659455674119","0.185254039681784","0.212064871666454"
"Einige Sorgen","2001","16-34 Jahre alt","3832","0.607561774301707","0.595466739794461","0.619656808808954"
"Einige Sorgen","2001","35-65 Jahre alt","7667","0.62517321423312","0.616592540561531","0.633753887904708"
"Einige Sorgen","2001","66 und älter","1956","0.577610445497433","0.561014911912138","0.594205979082728"
"Keine Sorgen","2001","16-34 Jahre alt","1381","0.229416493526046","0.219001754003819","0.239831233048273"
"Keine Sorgen","2001","35-65 Jahre alt","1774","0.150414065189331","0.144077501903294","0.156750628475367"
"Keine Sorgen","2001","66 und älter","755","0.223730098828448","0.209728239912016","0.237731957744879"
"Grosse Sorgen","2002","16-34 Jahre alt","1646","0.264298082378519","0.253277400070627","0.275318764686411"
"Grosse Sorgen","2002","35-65 Jahre alt","4736","0.364917501475216","0.356726416852965","0.373108586097468"
"Grosse Sorgen","2002","66 und älter","1302","0.360974928878005","0.345309877802483","0.376639979953526"
"Einige Sorgen","2002","16-34 Jahre alt","3709","0.606138967633854","0.59392749211706","0.618350443150647"
"Einige Sorgen","2002","35-65 Jahre alt","7562","0.560871738737916","0.55242757848558","0.569315898990253"
"Einige Sorgen","2002","66 und älter","1902","0.527411122662507","0.511127510983563","0.543694734341451"
"Keine Sorgen","2002","16-34 Jahre alt","795","0.129562949987627","0.12116990344897","0.137955996526285"
"Keine Sorgen","2002","35-65 Jahre alt","971","0.0742107597868677","0.0697509278059034","0.078670591767832"
"Keine Sorgen","2002","66 und älter","407","0.111613948459488","0.10134338078959","0.121884516129387"
"Grosse Sorgen","2003","16-34 Jahre alt","2836","0.485137319144223","0.472339043600515","0.497935594687932"
"Grosse Sorgen","2003","35-65 Jahre alt","7443","0.591791844284711","0.583229535775537","0.600354152793885"
"Grosse Sorgen","2003","66 und älter","1905","0.520580171527061","0.50444152946626","0.536718813587862"
"Einige Sorgen","2003","16-34 Jahre alt","2661","0.456505583175931","0.443750185664404","0.469260980687459"
"Einige Sorgen","2003","35-65 Jahre alt","4838","0.374828452798144","0.366395465958443","0.383261439637844"
"Einige Sorgen","2003","66 und älter","1511","0.406239286577506","0.390373490349749","0.422105082805263"
"Keine Sorgen","2003","16-34 Jahre alt","361","0.0583570976798455","0.052354166446929","0.064360028912762"
"Keine Sorgen","2003","35-65 Jahre alt","377","0.0333797029171451","0.0302504927402278","0.0365089130940624"
"Keine Sorgen","2003","66 und älter","265","0.0731805418954332","0.0647673544644807","0.0815937293263858"
"Grosse Sorgen","2004","16-34 Jahre alt","2347","0.438387097660129","0.425407557484159","0.451366637836099"
"Grosse Sorgen","2004","35-65 Jahre alt","6391","0.534979192357018","0.526136197806041","0.543822186907995"
"Grosse Sorgen","2004","66 und älter","1896","0.496006514453416","0.480069722468681","0.511943306438151"
"Einige Sorgen","2004","16-34 Jahre alt","2813","0.484552448670377","0.471479470873277","0.497625426467476"
"Einige Sorgen","2004","35-65 Jahre alt","5297","0.42022974792562","0.411478578755462","0.428980917095778"
"Einige Sorgen","2004","66 und älter","1623","0.435478485971656","0.419674437488672","0.451282534454641"
"Keine Sorgen","2004","16-34 Jahre alt","454","0.0770604536694943","0.070084328004889","0.0840365793340997"
"Keine Sorgen","2004","35-65 Jahre alt","533","0.0447910597173628","0.0411238176564347","0.0484583017782908"
"Keine Sorgen","2004","66 und älter","262","0.0685149995749279","0.0604625963338173","0.0765674028160385"
"Grosse Sorgen","2005","16-34 Jahre alt","2332","0.457886184924113","0.444494390665917","0.47127797918231"
"Grosse Sorgen","2005","35-65 Jahre alt","6700","0.589206761081576","0.580258470435035","0.598155051728118"
"Grosse Sorgen","2005","66 und älter","2107","0.543998509737253","0.528152344258277","0.559844675216229"
"Einige Sorgen","2005","16-34 Jahre alt","2576","0.468163429915462","0.454751150190518","0.481575709640406"
"Einige Sorgen","2005","35-65 Jahre alt","4560","0.378996103359573","0.370172233128843","0.387819973590303"
"Einige Sorgen","2005","66 und älter","1478","0.396175866866177","0.380614725696789","0.411737008035565"
"Keine Sorgen","2005","16-34 Jahre alt","409","0.0739503851604249","0.0669163892944666","0.0809843810263832"
"Keine Sorgen","2005","35-65 Jahre alt","352","0.0317971355588506","0.0286058052398649","0.0349884658778363"
"Keine Sorgen","2005","66 und älter","210","0.0598256233965698","0.0522800886613258","0.0673711581318138"
"Grosse Sorgen","2006","16-34 Jahre alt","1819","0.375846862037792","0.362572343673627","0.389121380401956"
"Grosse Sorgen","2006","35-65 Jahre alt","5749","0.473823843343383","0.465027962299138","0.482619724387627"
"Grosse Sorgen","2006","66 und älter","2034","0.455463285133488","0.440849179236317","0.470077391030658"
"Einige Sorgen","2006","16-34 Jahre alt","2823","0.527745194270906","0.514062612073451","0.54142777646836"
"Einige Sorgen","2006","35-65 Jahre alt","6020","0.474032386588328","0.46523631372355","0.482828459453107"
"Einige Sorgen","2006","66 und älter","2064","0.457944839363425","0.443324403978097","0.472565274748753"
"Keine Sorgen","2006","16-34 Jahre alt","472","0.0964079436913026","0.0883186548813057","0.1044972325013"
"Keine Sorgen","2006","35-65 Jahre alt","610","0.052143770068289","0.0482274537877928","0.0560600863487852"
"Keine Sorgen","2006","66 und älter","363","0.086591875503087","0.0783390438228284","0.0948447071833455"
"Grosse Sorgen","2007","16-34 Jahre alt","975","0.223447665973725","0.211528596113472","0.235366735833977"
"Grosse Sorgen","2007","35-65 Jahre alt","2906","0.264727401824419","0.256637493021349","0.272817310627489"
"Grosse Sorgen","2007","66 und älter","1107","0.258557093801732","0.2455607278295","0.271553459773965"
"Einige Sorgen","2007","16-34 Jahre alt","2779","0.583931975461423","0.569828297319481","0.598035653603364"
"Einige Sorgen","2007","35-65 Jahre alt","6947","0.607175785194274","0.598220563662947","0.6161310067256"
"Einige Sorgen","2007","66 und älter","2519","0.563409281582107","0.548687712733762","0.578130850430453"
"Keine Sorgen","2007","16-34 Jahre alt","938","0.192620358564852","0.181336462431318","0.203904254698387"
"Keine Sorgen","2007","35-65 Jahre alt","1572","0.128096812981307","0.121968749132823","0.134224876829791"
"Keine Sorgen","2007","66 und älter","734","0.17803362461616","0.166678735716511","0.18938851351581"
"Grosse Sorgen","2008","16-34 Jahre alt","788","0.203461045528064","0.191510195339035","0.215411895717093"
"Grosse Sorgen","2008","35-65 Jahre alt","2845","0.27733900651893","0.268841303745884","0.285836709291976"
"Grosse Sorgen","2008","66 und älter","1157","0.265485436234213","0.252332439888574","0.278638432579851"
"Einige Sorgen","2008","16-34 Jahre alt","2719","0.610754641891777","0.596280268700945","0.625229015082609"
"Einige Sorgen","2008","35-65 Jahre alt","6652","0.616983661591266","0.607756370236966","0.626210952945567"
"Einige Sorgen","2008","66 und älter","2568","0.590188919382697","0.575540474644712","0.604837364120682"
"Keine Sorgen","2008","16-34 Jahre alt","852","0.185784312580159","0.174238382869757","0.19733024229056"
"Keine Sorgen","2008","35-65 Jahre alt","1165","0.105677331889804","0.0998419834832285","0.11151268029638"
"Keine Sorgen","2008","66 und älter","605","0.14432564438309","0.133858453270887","0.154792835495293"
"Grosse Sorgen","2009","16-34 Jahre alt","1318","0.349226510723795","0.334423264773091","0.3640297566745"
"Grosse Sorgen","2009","35-65 Jahre alt","4745","0.48487966882318","0.4750220308956","0.494737306750761"
"Grosse Sorgen","2009","66 und älter","1911","0.454807900317309","0.439746549284457","0.46986925135016"
"Einige Sorgen","2009","16-34 Jahre alt","2273","0.556107731260032","0.540679835953779","0.571535626566284"
"Einige Sorgen","2009","35-65 Jahre alt","4739","0.475522673775713","0.465672350055081","0.485372997496345"
"Einige Sorgen","2009","66 und älter","2004","0.466859933831115","0.451769938112814","0.481949929549417"
"Keine Sorgen","2009","16-34 Jahre alt","393","0.094665758016173","0.0855752248025192","0.103756291229827"
"Keine Sorgen","2009","35-65 Jahre alt","390","0.0395976574011067","0.0357511826868891","0.0434441321153244"
"Keine Sorgen","2009","66 und älter","284","0.0783321658515761","0.0702051251157449","0.0864592065874074"
"Grosse Sorgen","2010","16-34 Jahre alt","1806","0.274932120999217","0.264132718543963","0.285731523454471"
"Grosse Sorgen","2010","35-65 Jahre alt","5004","0.392621630791736","0.384343512186979","0.400899749396492"
"Grosse Sorgen","2010","66 und älter","1638","0.39507184834464","0.380013957566862","0.410129739122418"
"Einige Sorgen","2010","16-34 Jahre alt","3949","0.601112058208122","0.589267992017604","0.612956124398639"
"Einige Sorgen","2010","35-65 Jahre alt","7441","0.54925962997936","0.540824982407435","0.557694277551285"
"Einige Sorgen","2010","66 und älter","2102","0.524877651674208","0.509495893726002","0.540259409622415"
"Keine Sorgen","2010","16-34 Jahre alt","811","0.123955820792662","0.115985163827367","0.131926477757956"
"Keine Sorgen","2010","35-65 Jahre alt","923","0.0581187392289041","0.0541525718054054","0.0620849066524028"
"Keine Sorgen","2010","66 und älter","309","0.0800504999811513","0.071691809940715","0.0884091900215876"
"Grosse Sorgen","2011","16-34 Jahre alt","1227","0.16961999897952","0.160682118931458","0.178557879027582"
"Grosse Sorgen","2011","35-65 Jahre alt","3742","0.231809996574861","0.225340517386196","0.238279475763526"
"Grosse Sorgen","2011","66 und älter","1194","0.234009111416326","0.2223781025851","0.245640120247551"
"Einige Sorgen","2011","16-34 Jahre alt","4084","0.604927856068079","0.593285321137291","0.616570390998866"
"Einige Sorgen","2011","35-65 Jahre alt","10002","0.618621804944004","0.611175180431113","0.626068429456896"
"Einige Sorgen","2011","66 und älter","3071","0.59806039465928","0.584591184716165","0.611529604602396"
"Keine Sorgen","2011","16-34 Jahre alt","1462","0.225452144952402","0.21550017933827","0.235404110566534"
"Keine Sorgen","2011","35-65 Jahre alt","2600","0.149568198481135","0.144100452984136","0.155035943978134"
"Keine Sorgen","2011","66 und älter","825","0.167930493924394","0.157661360759537","0.178199627089251"
"Grosse Sorgen","2012","16-34 Jahre alt","1243","0.182058060714867","0.172550989704525","0.19156513172521"
"Grosse Sorgen","2012","35-65 Jahre alt","3868","0.240122712681336","0.233516742141746","0.246728683220926"
"Grosse Sorgen","2012","66 und älter","1257","0.239924960483744","0.22834374800953","0.251506172957958"
"Einige Sorgen","2012","16-34 Jahre alt","3826","0.615599561880778","0.603615014652082","0.627584109109475"
"Einige Sorgen","2012","35-65 Jahre alt","10008","0.620335601735865","0.612830413817642","0.627840789654088"
"Einige Sorgen","2012","66 und älter","3153","0.602331262075632","0.589058341188504","0.615604182962761"
"Keine Sorgen","2012","16-34 Jahre alt","1260","0.202342377404354","0.192444724327522","0.212240030481187"
"Keine Sorgen","2012","35-65 Jahre alt","2186","0.139541685582799","0.134182914806591","0.144900456359007"
"Keine Sorgen","2012","66 und älter","813","0.157743777440623","0.147858558093908","0.167628996787338"
"Grosse Sorgen","2013","16-34 Jahre alt","869","0.1444679901547","0.135355649171517","0.153580331137883"
"Grosse Sorgen","2013","35-65 Jahre alt","2928","0.196747679306983","0.190383709972343","0.203111648641624"
"Grosse Sorgen","2013","66 und älter","1014","0.199261579964871","0.188170859338735","0.210352300591007"
"Einige Sorgen","2013","16-34 Jahre alt","3403","0.605238639458239","0.592569221684738","0.61790805723174"
"Einige Sorgen","2013","35-65 Jahre alt","9549","0.644575296699518","0.63691301864447","0.652237574754565"
"Einige Sorgen","2013","66 und älter","3115","0.621154433834541","0.607685489853286","0.634623377815796"
"Keine Sorgen","2013","16-34 Jahre alt","1446","0.250293370387061","0.239065526529805","0.261521214244317"
"Keine Sorgen","2013","35-65 Jahre alt","2513","0.158677023993499","0.152827969431816","0.164526078555182"
"Keine Sorgen","2013","66 und älter","854","0.179583986200588","0.16892653100574","0.190241441395437"
"Grosse Sorgen","2014","16-34 Jahre alt","732","0.104554227890544","0.0971391373001815","0.111969318480906"
"Grosse Sorgen","2014","35-65 Jahre alt","2179","0.135096792484526","0.129719810771772","0.14047377419728"
"Grosse Sorgen","2014","66 und älter","673","0.12935742912833","0.120034845625671","0.13868001263099"
"Einige Sorgen","2014","16-34 Jahre alt","3748","0.573857507884918","0.561873406593088","0.585841609176747"
"Einige Sorgen","2014","35-65 Jahre alt","9467","0.615927565597417","0.608276821493318","0.623578309701515"
