"plh0032","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","16-34 Jahre alt","(noch) kein Abschluss","132","0.260635829367368","0.223013688445151","0.298257970289585"
"Grosse Sorgen","1984","16-34 Jahre alt","Hauptschulabschluss","725","0.345801425826618","0.325953573344334","0.365649278308901"
"Grosse Sorgen","1984","16-34 Jahre alt","Realschulabschluss","304","0.308125805253813","0.279465678021764","0.336785932485863"
"Grosse Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","192","0.331224872415292","0.292450801290778","0.369998943539807"
"Grosse Sorgen","1984","16-34 Jahre alt","AkademikerInnen","77","0.296068771646283","0.239136169843315","0.353001373449251"
"Grosse Sorgen","1984","35-65 Jahre alt","(noch) kein Abschluss","201","0.290146990252079","0.257667387542645","0.322626592961514"
"Grosse Sorgen","1984","35-65 Jahre alt","Hauptschulabschluss","1440","0.370076674888898","0.355199349785669","0.384953999992126"
"Grosse Sorgen","1984","35-65 Jahre alt","Realschulabschluss","243","0.34757017004312","0.312268304539113","0.382872035547127"
"Grosse Sorgen","1984","35-65 Jahre alt","(Fach-)Abitur","92","0.354095351496756","0.294574851830501","0.413615851163011"
"Grosse Sorgen","1984","35-65 Jahre alt","AkademikerInnen","133","0.290870447389214","0.250070725147356","0.331670169631073"
"Grosse Sorgen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1984","66 und älter","Hauptschulabschluss","266","0.271717872044438","0.243592691058825","0.299843053030051"
"Grosse Sorgen","1984","66 und älter","Realschulabschluss","34","0.189587242687003","0.131841609540591","0.247332875833415"
"Grosse Sorgen","1984","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1984","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1984","16-34 Jahre alt","(noch) kein Abschluss","270","0.546062805025821","0.503393415516648","0.588732194534994"
"Einige Sorgen","1984","16-34 Jahre alt","Hauptschulabschluss","1175","0.540762370850264","0.519966969732527","0.561557771968002"
"Einige Sorgen","1984","16-34 Jahre alt","Realschulabschluss","591","0.591259120042255","0.560744112896229","0.621774127188281"
"Einige Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","309","0.576848946753135","0.536146675848226","0.617551217658044"
"Einige Sorgen","1984","16-34 Jahre alt","AkademikerInnen","136","0.575646568201536","0.5140095765542","0.637283559848872"
"Einige Sorgen","1984","35-65 Jahre alt","(noch) kein Abschluss","333","0.43272829331137","0.397269768235331","0.46818681838741"
"Einige Sorgen","1984","35-65 Jahre alt","Hauptschulabschluss","2136","0.535346405026697","0.519978408704731","0.550714401348663"
"Einige Sorgen","1984","35-65 Jahre alt","Realschulabschluss","384","0.547687117547825","0.510789761706387","0.584584473389264"
"Einige Sorgen","1984","35-65 Jahre alt","(Fach-)Abitur","117","0.533051688636958","0.470958878247549","0.595144499026367"
"Einige Sorgen","1984","35-65 Jahre alt","AkademikerInnen","288","0.590442109519666","0.546265648153677","0.634618570885655"
"Einige Sorgen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1984","66 und älter","Hauptschulabschluss","478","0.493053361266715","0.46144409003782","0.524662632495609"
"Einige Sorgen","1984","66 und älter","Realschulabschluss","98","0.542439495157779","0.469045357073884","0.615833633241674"
"Einige Sorgen","1984","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1984","66 und älter","AkademikerInnen","","","",""
"Keine Sorgen","1984","16-34 Jahre alt","(noch) kein Abschluss","121","0.193301365606811","0.159458247578593","0.227144483635029"
"Keine Sorgen","1984","16-34 Jahre alt","Hauptschulabschluss","306","0.113436203323118","0.100202659055127","0.126669747591109"
"Keine Sorgen","1984","16-34 Jahre alt","Realschulabschluss","102","0.100615074703931","0.08194247268682","0.119287676721042"
"Keine Sorgen","1984","16-34 Jahre alt","(Fach-)Abitur","65","0.0919261808315728","0.0681238185314668","0.115728543131679"
"Keine Sorgen","1984","16-34 Jahre alt","AkademikerInnen","34","0.12828466015218","0.0865809856143399","0.169988334690021"
"Keine Sorgen","1984","35-65 Jahre alt","(noch) kein Abschluss","216","0.27712471643655","0.245092515653981","0.309156917219119"
"Keine Sorgen","1984","35-65 Jahre alt","Hauptschulabschluss","470","0.0945769200844053","0.0855600976835286","0.103593742485282"
"Keine Sorgen","1984","35-65 Jahre alt","Realschulabschluss","72","0.104742712409054","0.0820416938518591","0.12744373096625"
"Keine Sorgen","1984","35-65 Jahre alt","(Fach-)Abitur","39","0.112852959866285","0.0734728855301352","0.152233034202436"
"Keine Sorgen","1984","35-65 Jahre alt","AkademikerInnen","55","0.11868744309112","0.08963303845611","0.14774184772613"
"Keine Sorgen","1984","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1984","66 und älter","Hauptschulabschluss","217","0.235228766688847","0.208412557500629","0.262044975877065"
"Keine Sorgen","1984","66 und älter","Realschulabschluss","45","0.267973262155218","0.202724742707928","0.333221781602508"
"Keine Sorgen","1984","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1984","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1985","16-34 Jahre alt","(noch) kein Abschluss","86","0.211854303813362","0.17323221457626","0.250476393050464"
"Grosse Sorgen","1985","16-34 Jahre alt","Hauptschulabschluss","553","0.305899046196604","0.28520168393908","0.326596408454128"
"Grosse Sorgen","1985","16-34 Jahre alt","Realschulabschluss","267","0.274016443134442","0.245861070566661","0.302171815702224"
"Grosse Sorgen","1985","16-34 Jahre alt","(Fach-)Abitur","159","0.307114323322145","0.267427600336106","0.346801046308184"
"Grosse Sorgen","1985","16-34 Jahre alt","AkademikerInnen","79","0.324970601680153","0.265341632878682","0.384599570481625"
"Grosse Sorgen","1985","35-65 Jahre alt","(noch) kein Abschluss","149","0.25784350555057","0.223630272649073","0.292056738452067"
"Grosse Sorgen","1985","35-65 Jahre alt","Hauptschulabschluss","1278","0.363644761496995","0.348077152785337","0.379212370208654"
"Grosse Sorgen","1985","35-65 Jahre alt","Realschulabschluss","208","0.318027705932536","0.282868910560754","0.353186501304317"
"Grosse Sorgen","1985","35-65 Jahre alt","(Fach-)Abitur","62","0.304872845146806","0.244316019330469","0.365429670963142"
"Grosse Sorgen","1985","35-65 Jahre alt","AkademikerInnen","109","0.22736039090962","0.188933444138206","0.265787337681033"
"Grosse Sorgen","1985","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1985","66 und älter","Hauptschulabschluss","210","0.254091288777738","0.22414742737177","0.284035150183706"
"Grosse Sorgen","1985","66 und älter","Realschulabschluss","37","0.207184750398644","0.145156281992028","0.269213218805261"
"Grosse Sorgen","1985","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1985","66 und älter","AkademikerInnen","","","",""
"Einige Sorgen","1985","16-34 Jahre alt","(noch) kein Abschluss","237","0.561780833788718","0.514884055727728","0.608677611849709"
"Einige Sorgen","1985","16-34 Jahre alt","Hauptschulabschluss","1048","0.567935636356848","0.545685206636332","0.590186066077363"
"Einige Sorgen","1985","16-34 Jahre alt","Realschulabschluss","562","0.590274351370608","0.559229963127886","0.62131873961333"
"Einige Sorgen","1985","16-34 Jahre alt","(Fach-)Abitur","304","0.598818662744437","0.556650717772155","0.640986607716719"
