year,bula_h,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Saxony-Anhalt,No,0.97848,528,528,0.96609,0.99087
2000,Thuringa,No,0.95595,520,520,0.93830,0.97361
2001,Schleswig-Holstein,No,0.88392,320,320,0.84877,0.91907
2001,Hamburg,No,0.89043,162,162,0.84219,0.93868
2001,Lower Saxony,"Yes, Regularly",0.06725,58,933,0.05117,0.08333
2001,Lower Saxony,No,0.89907,875,933,0.87973,0.91841
2001,Bremen,No,0.81469,82,82,0.73007,0.89931
2001,North Rhine-Westphalia,"Yes, Regularly",0.09964,197,2473,0.08783,0.11144
2001,North Rhine-Westphalia,"Yes, Occasionally",0.04815,99,2473,0.03971,0.05659
2001,North Rhine-Westphalia,No,0.84628,2177,2473,0.83207,0.86050
2001,Hesse,"Yes, Regularly",0.09109,54,751,0.07050,0.11169
2001,Hesse,No,0.86980,697,751,0.84571,0.89388
2001,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08649,52,720,0.06595,0.10704
2001,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04410,31,720,0.02909,0.05911
2001,"Rhineland-Palatinate, Saarland",No,0.86941,637,720,0.84478,0.89404
2001,Baden-Wuerttemberg,"Yes, Regularly",0.05927,65,1360,0.04672,0.07183
2001,Baden-Wuerttemberg,"Yes, Occasionally",0.03467,37,1360,0.02494,0.04439
2001,Baden-Wuerttemberg,No,0.90374,1258,1360,0.88806,0.91942
2001,Bavaria,"Yes, Regularly",0.06851,94,1609,0.05616,0.08085
2001,Bavaria,"Yes, Occasionally",0.04973,60,1609,0.03911,0.06036
2001,Bavaria,No,0.87817,1455,1609,0.86218,0.89416
2001,Berlin,No,0.89813,441,441,0.86987,0.92639
2001,Brandenburg,No,0.95742,486,486,0.93945,0.97539
2001,Mecklenburg-Western Pomerania,No,0.96377,275,275,0.94165,0.98590
2001,Saxony,No,0.94766,821,821,0.93242,0.96291
2001,Saxony-Anhalt,No,0.97739,494,494,0.96427,0.99051
2001,Thuringa,No,0.94720,477,477,0.92711,0.96729
2002,Schleswig-Holstein,No,0.90173,341,341,0.87009,0.93337
2002,Hamburg,No,0.93662,176,176,0.90052,0.97272
2002,Lower Saxony,"Yes, Regularly",0.07438,87,1001,0.05812,0.09065
2002,Lower Saxony,No,0.90394,914,1001,0.88568,0.92220
2002,Bremen,No,0.82264,84,84,0.74047,0.90482
2002,North Rhine-Westphalia,"Yes, Regularly",0.09520,265,2586,0.08389,0.10652
2002,North Rhine-Westphalia,"Yes, Occasionally",0.03775,95,2586,0.03040,0.04509
2002,North Rhine-Westphalia,No,0.86539,2226,2586,0.85223,0.87854
2002,Hesse,"Yes, Regularly",0.08323,87,861,0.06477,0.10170
2002,Hesse,"Yes, Occasionally",0.04436,42,861,0.03060,0.05812
2002,Hesse,No,0.86448,732,861,0.84160,0.88736
2002,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06165,48,705,0.04389,0.07942
2002,"Rhineland-Palatinate, Saarland",No,0.90098,657,705,0.87892,0.92305
2002,Baden-Wuerttemberg,"Yes, Regularly",0.04597,79,1446,0.03517,0.05676
2002,Baden-Wuerttemberg,"Yes, Occasionally",0.03448,49,1446,0.02507,0.04389
2002,Baden-Wuerttemberg,No,0.91599,1318,1446,0.90169,0.93029
2002,Bavaria,"Yes, Regularly",0.04630,122,1716,0.03635,0.05624
2002,Bavaria,"Yes, Occasionally",0.04537,68,1716,0.03552,0.05523
2002,Bavaria,No,0.90080,1526,1716,0.88665,0.91494
2002,Berlin,No,0.90068,453,453,0.87310,0.92825
2002,Brandenburg,No,0.96529,487,487,0.94902,0.98157
2002,Mecklenburg-Western Pomerania,No,0.95808,270,270,0.93413,0.98203
2002,Saxony,No,0.95429,815,815,0.93995,0.96864
2002,Saxony-Anhalt,No,0.97266,490,490,0.95820,0.98711
2002,Thuringa,No,0.94380,474,474,0.92305,0.96456
2003,Schleswig-Holstein,"Yes, Regularly",0.07190,33,345,0.04460,0.09920
2003,Schleswig-Holstein,No,0.87061,312,345,0.83515,0.90608
2003,Hamburg,No,0.91249,159,159,0.86843,0.95655
2003,Lower Saxony,"Yes, Regularly",0.07685,80,952,0.05992,0.09377
2003,Lower Saxony,No,0.89011,872,952,0.87023,0.90999
2003,Bremen,No,0.84480,85,85,0.76736,0.92224
2003,North Rhine-Westphalia,"Yes, Regularly",0.09980,261,2494,0.08804,0.11157
2003,North Rhine-Westphalia,"Yes, Occasionally",0.03851,96,2494,0.03096,0.04607
2003,North Rhine-Westphalia,No,0.85912,2137,2494,0.84546,0.87277
2003,Hesse,"Yes, Regularly",0.08589,79,804,0.06651,0.10527
2003,Hesse,"Yes, Occasionally",0.04194,33,804,0.02807,0.05580
2003,Hesse,No,0.87090,692,804,0.84771,0.89410
2003,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06534,54,689,0.04688,0.08381
2003,"Rhineland-Palatinate, Saarland",No,0.88042,635,689,0.85617,0.90466
2003,Baden-Wuerttemberg,"Yes, Regularly",0.05344,84,1390,0.04161,0.06527
2003,Baden-Wuerttemberg,"Yes, Occasionally",0.03218,48,1390,0.02290,0.04147
2003,Baden-Wuerttemberg,No,0.90762,1258,1390,0.89240,0.92285
2003,Bavaria,"Yes, Regularly",0.05976,126,1647,0.04831,0.07121
2003,Bavaria,"Yes, Occasionally",0.03799,61,1647,0.02876,0.04723
2003,Bavaria,No,0.89767,1460,1647,0.88303,0.91232
2003,Berlin,No,0.88641,439,439,0.85669,0.91612
2003,Brandenburg,No,0.96146,479,479,0.94420,0.97871
2003,Mecklenburg-Western Pomerania,No,0.96211,272,272,0.93937,0.98484
2003,Saxony,No,0.94391,796,796,0.92791,0.95990
2003,Saxony-Anhalt,No,0.95569,470,470,0.93707,0.97432
2003,Thuringa,No,0.96503,469,469,0.94839,0.98168
2004,Schleswig-Holstein,"Yes, Regularly",0.06992,35,344,0.04293,0.09691
2004,Schleswig-Holstein,No,0.88393,309,344,0.85004,0.91783
2004,Hamburg,No,0.90575,161,161,0.86048,0.95102
2004,Lower Saxony,"Yes, Regularly",0.06071,60,981,0.04576,0.07566
2004,Lower Saxony,"Yes, Occasionally",0.03729,38,981,0.02543,0.04916
2004,Lower Saxony,No,0.89758,883,981,0.87859,0.91656
2004,Bremen,No,0.87767,82,82,0.80631,0.94903
2004,North Rhine-Westphalia,"Yes, Regularly",0.07481,196,2423,0.06433,0.08529
2004,North Rhine-Westphalia,"Yes, Occasionally",0.04897,109,2423,0.04038,0.05757
2004,North Rhine-Westphalia,No,0.87228,2118,2423,0.85898,0.88557
2004,Hesse,"Yes, Regularly",0.05923,60,779,0.04264,0.07582
2004,Hesse,"Yes, Occasionally",0.05342,33,779,0.03762,0.06922
2004,Hesse,No,0.88710,686,779,0.86486,0.90933
2004,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06596,46,678,0.04726,0.08465
2004,"Rhineland-Palatinate, Saarland",No,0.89735,632,678,0.87449,0.92021
2004,Baden-Wuerttemberg,"Yes, Regularly",0.04049,59,1354,0.02998,0.05099
2004,Baden-Wuerttemberg,"Yes, Occasionally",0.03655,43,1354,0.02655,0.04655
2004,Baden-Wuerttemberg,No,0.91851,1252,1354,0.90393,0.93308
2004,Bavaria,"Yes, Regularly",0.04075,87,1602,0.03106,0.05043
2004,Bavaria,"Yes, Occasionally",0.03989,71,1602,0.03030,0.04947
2004,Bavaria,No,0.91050,1444,1602,0.89652,0.92449
2004,Berlin,No,0.93731,449,449,0.91486,0.95976
2004,Brandenburg,No,0.97398,474,474,0.95963,0.98833
2004,Mecklenburg-Western Pomerania,No,0.95769,271,271,0.93368,0.98170
2004,Saxony,No,0.96892,796,796,0.95685,0.98098
2004,Saxony-Anhalt,No,0.96662,466,466,0.95029,0.98294
2004,Thuringa,No,0.95957,468,468,0.94170,0.97743
2005,Schleswig-Holstein,"Yes, Regularly",0.08072,37,338,0.05163,0.10980
2005,Schleswig-Holstein,No,0.87717,301,338,0.84213,0.91222
2005,Hamburg,No,0.92703,157,157,0.88621,0.96784
2005,Lower Saxony,"Yes, Regularly",0.06998,76,916,0.05345,0.08651
2005,Lower Saxony,No,0.89685,840,916,0.87714,0.91656
2005,Bremen,No,0.86192,74,74,0.78278,0.94106
2005,North Rhine-Westphalia,"Yes, Regularly",0.09479,244,2359,0.08297,0.10662
2005,North Rhine-Westphalia,"Yes, Occasionally",0.05235,103,2359,0.04336,0.06134
2005,North Rhine-Westphalia,No,0.85078,2012,2359,0.83640,0.86517
2005,Hesse,"Yes, Regularly",0.08171,74,763,0.06226,0.10116
2005,Hesse,"Yes, Occasionally",0.04741,36,763,0.03232,0.06250
2005,Hesse,No,0.86927,653,763,0.84533,0.89320
2005,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07226,51,648,0.05231,0.09221
2005,"Rhineland-Palatinate, Saarland",No,0.88618,597,648,0.86171,0.91066
2005,Baden-Wuerttemberg,"Yes, Regularly",0.06124,71,1311,0.04826,0.07423
2005,Baden-Wuerttemberg,"Yes, Occasionally",0.03761,54,1311,0.02731,0.04792
2005,Baden-Wuerttemberg,No,0.89703,1186,1311,0.88057,0.91349
2005,Bavaria,"Yes, Regularly",0.05462,113,1552,0.04331,0.06593
2005,Bavaria,"Yes, Occasionally",0.04904,70,1552,0.03829,0.05979
2005,Bavaria,No,0.89387,1369,1552,0.87855,0.90920
2005,Berlin,No,0.92701,418,418,0.90205,0.95198
2005,Brandenburg,No,0.95472,451,451,0.93551,0.97393
2005,Mecklenburg-Western Pomerania,No,0.97330,268,268,0.95396,0.99264
2005,Saxony,No,0.95799,780,780,0.94390,0.97208
2005,Saxony-Anhalt,No,0.96308,456,456,0.94576,0.98041
2005,Thuringa,No,0.95759,448,448,0.93891,0.97627
2006,Schleswig-Holstein,No,0.89880,339,339,0.86665,0.93095
2006,Hamburg,No,0.90666,176,176,0.86356,0.94976
2006,Lower Saxony,"Yes, Regularly",0.05846,73,1070,0.04439,0.07252
2006,Lower Saxony,"Yes, Occasionally",0.03877,40,1070,0.02720,0.05034
2006,Lower Saxony,No,0.89442,957,1070,0.87600,0.91284
2006,Bremen,No,0.88173,81,81,0.81096,0.95249
2006,North Rhine-Westphalia,"Yes, Regularly",0.08803,242,2529,0.07698,0.09907
2006,North Rhine-Westphalia,"Yes, Occasionally",0.05880,130,2529,0.04963,0.06797
2006,North Rhine-Westphalia,No,0.85055,2157,2529,0.83665,0.86444
2006,Hesse,"Yes, Regularly",0.08599,93,844,0.06707,0.10492
2006,Hesse,"Yes, Occasionally",0.04299,39,844,0.02930,0.05668
2006,Hesse,No,0.86801,712,844,0.84516,0.89086
2006,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.09762,61,726,0.07602,0.11923
2006,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04583,37,726,0.03061,0.06106
2006,"Rhineland-Palatinate, Saarland",No,0.85250,628,726,0.82668,0.87831
2006,Baden-Wuerttemberg,"Yes, Regularly",0.06170,91,1469,0.04939,0.07401
2006,Baden-Wuerttemberg,"Yes, Occasionally",0.03148,50,1469,0.02255,0.04041
2006,Baden-Wuerttemberg,No,0.90477,1328,1469,0.88975,0.91978
2006,Bavaria,"Yes, Regularly",0.05086,102,1725,0.04049,0.06124
2006,Bavaria,"Yes, Occasionally",0.03879,68,1725,0.02967,0.04790
2006,Bavaria,No,0.90610,1555,1725,0.89233,0.91987
2006,Berlin,No,0.92908,443,443,0.90515,0.95301
2006,Brandenburg,No,0.97150,516,516,0.95713,0.98587
2006,Mecklenburg-Western Pomerania,No,0.97621,296,296,0.95882,0.99360
2006,Saxony,No,0.94788,840,840,0.93284,0.96292
2006,Saxony-Anhalt,No,0.96824,477,477,0.95249,0.98399
2006,Thuringa,No,0.95618,497,497,0.93816,0.97419
2007,Schleswig-Holstein,"Yes, Regularly",0.06666,32,343,0.04023,0.09310
2007,Schleswig-Holstein,No,0.88764,311,343,0.85417,0.92111
2007,Hamburg,No,0.86935,164,164,0.81761,0.92109
2007,Lower Saxony,"Yes, Regularly",0.06206,65,998,0.04708,0.07703
2007,Lower Saxony,"Yes, Occasionally",0.03336,33,998,0.02221,0.04451
2007,Lower Saxony,No,0.88954,900,998,0.87008,0.90900
2007,Bremen,No,0.89021,78,78,0.82038,0.96004
2007,North Rhine-Westphalia,"Yes, Regularly",0.10764,247,2333,0.09506,0.12022
2007,North Rhine-Westphalia,"Yes, Occasionally",0.04111,96,2333,0.03305,0.04916
2007,North Rhine-Westphalia,No,0.84608,1990,2333,0.83143,0.86072
2007,Hesse,"Yes, Regularly",0.09150,86,780,0.07125,0.11175
2007,Hesse,"Yes, Occasionally",0.04072,38,780,0.02684,0.05460
2007,Hesse,No,0.85438,656,780,0.82961,0.87915
2007,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08393,54,659,0.06275,0.10512
2007,"Rhineland-Palatinate, Saarland","Yes, Occasionally",0.04813,34,659,0.03177,0.06448
2007,"Rhineland-Palatinate, Saarland",No,0.86398,571,659,0.83779,0.89018
2007,Baden-Wuerttemberg,"Yes, Regularly",0.07002,84,1349,0.05640,0.08365
2007,Baden-Wuerttemberg,"Yes, Occasionally",0.04041,60,1349,0.02990,0.05092
2007,Baden-Wuerttemberg,No,0.88735,1205,1349,0.87047,0.90423
2007,Bavaria,"Yes, Regularly",0.06441,131,1638,0.05252,0.07630
2007,Bavaria,"Yes, Occasionally",0.04558,68,1638,0.03548,0.05569
2007,Bavaria,No,0.88614,1439,1638,0.87075,0.90153
2007,Berlin,No,0.93276,427,427,0.90898,0.95654
2007,Brandenburg,No,0.96924,473,473,0.95367,0.98482
2007,Mecklenburg-Western Pomerania,No,0.97508,274,274,0.95659,0.99357
2007,Saxony,No,0.96099,799,799,0.94756,0.97443
2007,Saxony-Anhalt,No,0.94684,444,444,0.92595,0.96773
2007,Thuringa,No,0.94989,471,471,0.93017,0.96962
2008,Schleswig-Holstein,No,0.89700,293,293,0.86213,0.93186
2008,Hamburg,No,0.86732,160,160,0.81459,0.92005
2008,Lower Saxony,"Yes, Regularly",0.06594,70,929,0.04997,0.08191
2008,Lower Saxony,No,0.89809,859,929,0.87862,0.91755
2008,Bremen,No,0.85705,70,70,0.77446,0.93964
2008,North Rhine-Westphalia,"Yes, Regularly",0.08978,199,2168,0.07774,0.10181
2008,North Rhine-Westphalia,"Yes, Occasionally",0.04543,97,2168,0.03666,0.05420
2008,North Rhine-Westphalia,No,0.85993,1872,2168,0.84531,0.87454
2008,Hesse,"Yes, Regularly",0.07500,73,734,0.05593,0.09407
2008,Hesse,"Yes, Occasionally",0.04721,31,734,0.03186,0.06257
2008,Hesse,No,0.87474,630,734,0.85077,0.89870
2008,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07852,50,589,0.05677,0.10026
2008,"Rhineland-Palatinate, Saarland",No,0.86158,539,589,0.83367,0.88949
2008,Baden-Wuerttemberg,"Yes, Regularly",0.06607,87,1278,0.05245,0.07970
2008,Baden-Wuerttemberg,"Yes, Occasionally",0.04261,55,1278,0.03153,0.05369
2008,Baden-Wuerttemberg,No,0.88389,1136,1278,0.86632,0.90146
2008,Bavaria,"Yes, Regularly",0.04889,95,1529,0.03808,0.05970
2008,Bavaria,"Yes, Occasionally",0.05569,77,1529,0.04419,0.06718
2008,Bavaria,No,0.88977,1357,1529,0.87407,0.90547
2008,Berlin,No,0.91286,407,407,0.88542,0.94029
2008,Brandenburg,No,0.95571,452,452,0.93672,0.97470
2008,Mecklenburg-Western Pomerania,No,0.97317,266,266,0.95371,0.99262
2008,Saxony,No,0.95590,764,764,0.94133,0.97047
2008,Saxony-Anhalt,No,0.95937,419,419,0.94044,0.97830
2008,Thuringa,No,0.95849,457,457,0.94018,0.97680
2009,Schleswig-Holstein,No,0.86014,259,259,0.81782,0.90246
2009,Hamburg,No,0.87887,157,157,0.82767,0.93007
2009,Lower Saxony,"Yes, Regularly",0.07651,79,880,0.05894,0.09409
2009,Lower Saxony,No,0.88273,801,880,0.86146,0.90400
2009,Bremen,No,0.87043,63,63,0.78684,0.95403
2009,North Rhine-Westphalia,"Yes, Regularly",0.09648,203,1995,0.08352,0.10944
2009,North Rhine-Westphalia,"Yes, Occasionally",0.03832,80,1995,0.02990,0.04675
2009,North Rhine-Westphalia,No,0.84449,1712,1995,0.82858,0.86040
2009,Hesse,"Yes, Regularly",0.08692,77,665,0.06549,0.10835
2009,Hesse,No,0.85523,588,665,0.82846,0.88199
2009,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.08577,47,549,0.06232,0.10921
2009,"Rhineland-Palatinate, Saarland",No,0.85352,502,549,0.82391,0.88312
2009,Baden-Wuerttemberg,"Yes, Regularly",0.08587,82,1129,0.06952,0.10222
2009,Baden-Wuerttemberg,"Yes, Occasionally",0.03315,42,1129,0.02270,0.04360
2009,Baden-Wuerttemberg,No,0.85866,1005,1129,0.83833,0.87899
2009,Bavaria,"Yes, Regularly",0.05275,96,1431,0.04116,0.06434
2009,Bavaria,"Yes, Occasionally",0.03785,55,1431,0.02795,0.04774
2009,Bavaria,No,0.88581,1280,1431,0.86933,0.90230
2009,Berlin,"Yes, Regularly",0.06209,31,414,0.03881,0.08536
2009,Berlin,No,0.87905,383,414,0.84760,0.91050
2009,Brandenburg,No,0.93666,428,428,0.91356,0.95976
2009,Mecklenburg-Western Pomerania,No,0.97326,261,261,0.95365,0.99287
2009,Saxony,No,0.94902,720,720,0.93294,0.96510
2009,Saxony-Anhalt,No,0.97409,411,411,0.95871,0.98947
2009,Thuringa,No,0.94350,426,426,0.92155,0.96545
2010,Schleswig-Holstein,No,0.89012,417,417,0.86006,0.92017
2010,Hamburg,No,0.88261,217,217,0.83969,0.92554
2010,Lower Saxony,"Yes, Regularly",0.06799,75,1224,0.05388,0.08209
2010,Lower Saxony,No,0.88898,1149,1224,0.87137,0.90659
2010,Bremen,No,0.85323,90,90,0.77970,0.92675
2010,North Rhine-Westphalia,"Yes, Regularly",0.08759,215,2808,0.07713,0.09805
2010,North Rhine-Westphalia,"Yes, Occasionally",0.03225,70,2808,0.02571,0.03878
2010,North Rhine-Westphalia,No,0.87745,2523,2808,0.86532,0.88958
2010,Hesse,"Yes, Regularly",0.06919,74,929,0.05286,0.08552
2010,Hesse,No,0.88304,855,929,0.86237,0.90372
2010,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.07413,48,752,0.05539,0.09287
2010,"Rhineland-Palatinate, Saarland",No,0.87094,704,752,0.84697,0.89492
2010,Baden-Wuerttemberg,"Yes, Regularly",0.07168,107,1619,0.05911,0.08425
2010,Baden-Wuerttemberg,"Yes, Occasionally",0.02649,41,1619,0.01867,0.03432
2010,Baden-Wuerttemberg,No,0.89476,1471,1619,0.87981,0.90971
2010,Bavaria,"Yes, Regularly",0.03932,91,2035,0.03087,0.04776
2010,Bavaria,"Yes, Occasionally",0.03375,49,2035,0.02590,0.04159
2010,Bavaria,No,0.92583,1895,2035,0.91445,0.93722
2010,Berlin,No,0.92238,543,543,0.89985,0.94491
2010,Brandenburg,No,0.97281,546,546,0.95915,0.98646
2010,Mecklenburg-Western Pomerania,No,0.96939,343,343,0.95113,0.98765
2010,Saxony,No,0.97150,906,906,0.96065,0.98234
2010,Saxony-Anhalt,No,0.95614,515,515,0.93843,0.97384
2010,Thuringa,No,0.95253,518,518,0.93420,0.97086
2011,Schleswig-Holstein,"Yes, Regularly",0.07221,31,591,0.05133,0.09310
2011,Schleswig-Holstein,No,0.89774,560,591,0.87330,0.92219
2011,Hamburg,"Yes, Regularly",0.10222,31,256,0.06504,0.13941
2011,Hamburg,No,0.85829,225,256,0.81548,0.90109
2011,Lower Saxony,"Yes, Regularly",0.07221,105,1513,0.05916,0.08525
2011,Lower Saxony,"Yes, Occasionally",0.03434,44,1513,0.02516,0.04351
2011,Lower Saxony,No,0.89136,1364,1513,0.87567,0.90704
2011,Bremen,No,0.91994,110,110,0.86899,0.97089
2011,North Rhine-Westphalia,"Yes, Regularly",0.08189,268,3284,0.07251,0.09127
2011,North Rhine-Westphalia,"Yes, Occasionally",0.02458,80,3284,0.01929,0.02988
2011,North Rhine-Westphalia,No,0.88821,2936,3284,0.87743,0.89899
2011,Hesse,"Yes, Regularly",0.09372,118,1157,0.07692,0.11052
2011,Hesse,"Yes, Occasionally",0.03870,34,1157,0.02758,0.04981
2011,Hesse,No,0.86652,1005,1157,0.84691,0.88613
2011,"Rhineland-Palatinate, Saarland","Yes, Regularly",0.06719,54,917,0.05098,0.08340
2011,"Rhineland-Palatinate, Saarland",No,0.89113,863,917,0.87096,0.91130
2011,Baden-Wuerttemberg,"Yes, Regularly",0.07966,153,2000,0.06779,0.09153
2011,Baden-Wuerttemberg,"Yes, Occasionally",0.02678,45,2000,0.01971,0.03386
2011,Baden-Wuerttemberg,No,0.89329,1802,2000,0.87975,0.90682
2011,Bavaria,"Yes, Regularly",0.04989,126,2570,0.04147,0.05831
2011,Bavaria,"Yes, Occasionally",0.03020,62,2570,0.02359,0.03682
2011,Bavaria,No,0.91543,2382,2570,0.90467,0.92619
2011,Berlin,"Yes, Regularly",0.04720,37,658,0.03099,0.06342
2011,Berlin,No,0.92083,621,658,0.90018,0.94148
2011,Brandenburg,No,0.96338,656,656,0.94900,0.97776
2011,Mecklenburg-Western Pomerania,No,0.96268,393,393,0.94392,0.98144
2011,Saxony,"Yes, Regularly",0.03185,36,1041,0.02118,0.04252
2011,Saxony,No,0.95499,1005,1041,0.94239,0.96759
2011,Saxony-Anhalt,No,0.97346,632,632,0.96092,0.98600
2011,Thuringa,No,0.95734,628,628,0.94152,0.97316
2012,Schleswig-Holstein,No,0.90334,561,561,0.87886,0.92781
2012,Hamburg,No,0.90798,242,242,0.87149,0.94448
2012,Lower Saxony,"Yes, Regularly",0.06487,91,1473,0.05229,0.07745
