year,quintil_oecd_hh,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,5th Quintile,West,"Yes, Occasionally",0.06781,136,2144,0.05716,0.07845
2000,5th Quintile,West,No,0.75622,1685,2144,0.73804,0.77440
2000,5th Quintile,East,No,0.90510,240,240,0.86795,0.94226
2001,1st Quintile,West,No,0.95170,1501,1501,0.94084,0.96255
2001,1st Quintile,East,No,0.97339,667,667,0.96116,0.98561
2001,2nd Quintile,West,"Yes, Regularly",0.04114,47,1667,0.03160,0.05068
2001,2nd Quintile,West,"Yes, Occasionally",0.04052,45,1667,0.03105,0.04999
2001,2nd Quintile,West,No,0.91299,1575,1667,0.89945,0.92652
2001,2nd Quintile,East,No,0.95691,763,763,0.94249,0.97133
2001,3rd Quintile,West,"Yes, Regularly",0.04504,64,1761,0.03535,0.05473
2001,3rd Quintile,West,"Yes, Occasionally",0.03330,47,1761,0.02492,0.04168
2001,3rd Quintile,West,No,0.92060,1650,1761,0.90797,0.93323
2001,3rd Quintile,East,No,0.94109,650,650,0.92297,0.95920
2001,4th Quintile,West,"Yes, Regularly",0.06761,115,1908,0.05634,0.07887
2001,4th Quintile,West,"Yes, Occasionally",0.04189,68,1908,0.03290,0.05088
2001,4th Quintile,West,No,0.88673,1725,1908,0.87250,0.90095
2001,4th Quintile,East,No,0.96380,442,442,0.94637,0.98124
2001,5th Quintile,West,"Yes, Regularly",0.19152,335,1926,0.17394,0.20910
2001,5th Quintile,West,"Yes, Occasionally",0.07589,140,1926,0.06406,0.08772
2001,5th Quintile,West,No,0.72829,1451,1926,0.70842,0.74816
2001,5th Quintile,East,No,0.91823,230,230,0.88275,0.95372
2002,1st Quintile,West,No,0.93321,1371,1371,0.91999,0.94643
2002,1st Quintile,East,No,0.97071,648,648,0.95771,0.98370
2002,2nd Quintile,West,"Yes, Regularly",0.03861,41,1538,0.02898,0.04825
2002,2nd Quintile,West,"Yes, Occasionally",0.03001,32,1538,0.02148,0.03854
2002,2nd Quintile,West,No,0.93030,1465,1538,0.91757,0.94303
2002,2nd Quintile,East,No,0.95963,682,682,0.94485,0.97441
2002,3rd Quintile,West,"Yes, Regularly",0.03822,52,1651,0.02897,0.04747
2002,3rd Quintile,West,"Yes, Occasionally",0.02658,38,1651,0.01882,0.03434
2002,3rd Quintile,West,No,0.92712,1561,1651,0.91457,0.93966
2002,3rd Quintile,East,No,0.96050,597,597,0.94486,0.97614
2002,4th Quintile,West,"Yes, Regularly",0.06100,104,1844,0.05007,0.07193
2002,4th Quintile,West,"Yes, Occasionally",0.03575,61,1844,0.02728,0.04423
2002,4th Quintile,West,No,0.89797,1679,1844,0.88416,0.91179
2002,4th Quintile,East,No,0.97602,501,501,0.96261,0.98943
2002,5th Quintile,West,"Yes, Regularly",0.15265,536,2869,0.13949,0.16581
2002,5th Quintile,West,"Yes, Occasionally",0.06122,192,2869,0.05245,0.07000
2002,5th Quintile,West,No,0.78013,2141,2869,0.76497,0.79529
2002,5th Quintile,East,No,0.88659,314,314,0.85147,0.92172
2003,1st Quintile,West,No,0.93801,1372,1372,0.92525,0.95078
2003,1st Quintile,East,No,0.97540,608,608,0.96307,0.98772
2003,2nd Quintile,West,"Yes, Regularly",0.04191,39,1454,0.03160,0.05221
2003,2nd Quintile,West,No,0.93414,1415,1454,0.92138,0.94689
2003,2nd Quintile,East,No,0.95820,708,708,0.94345,0.97295
2003,3rd Quintile,West,"Yes, Regularly",0.05148,65,1595,0.04063,0.06233
2003,3rd Quintile,West,"Yes, Occasionally",0.03308,43,1595,0.02430,0.04186
2003,3rd Quintile,West,No,0.91007,1487,1595,0.89603,0.92411
2003,3rd Quintile,East,No,0.94630,608,608,0.92836,0.96423
2003,4th Quintile,West,"Yes, Regularly",0.05732,86,1792,0.04655,0.06808
2003,4th Quintile,West,"Yes, Occasionally",0.04010,68,1792,0.03101,0.04918
2003,4th Quintile,West,No,0.89707,1638,1792,0.88300,0.91115
2003,4th Quintile,East,No,0.92102,444,444,0.89591,0.94614
2003,5th Quintile,West,"Yes, Regularly",0.17239,547,2668,0.15805,0.18672
2003,5th Quintile,West,"Yes, Occasionally",0.07171,191,2668,0.06192,0.08151
2003,5th Quintile,West,No,0.75220,1930,2668,0.73581,0.76859
2003,5th Quintile,East,No,0.94532,321,321,0.92041,0.97023
2004,1st Quintile,West,No,0.93994,1293,1293,0.92698,0.95289
2004,1st Quintile,East,No,0.97836,602,602,0.96672,0.98999
2004,2nd Quintile,West,"Yes, Regularly",0.03992,38,1420,0.02973,0.05010
2004,2nd Quintile,West,No,0.93335,1382,1420,0.92038,0.94633
2004,2nd Quintile,East,No,0.96455,696,696,0.95081,0.97830
2004,3rd Quintile,West,"Yes, Regularly",0.02931,32,1578,0.02099,0.03764
2004,3rd Quintile,West,"Yes, Occasionally",0.03183,44,1578,0.02317,0.04050
2004,3rd Quintile,West,No,0.93542,1502,1578,0.92328,0.94755
2004,3rd Quintile,East,No,0.98218,605,605,0.97163,0.99273
2004,4th Quintile,West,"Yes, Regularly",0.04680,70,1773,0.03697,0.05663
2004,4th Quintile,West,"Yes, Occasionally",0.03708,57,1773,0.02828,0.04588
2004,4th Quintile,West,No,0.91425,1646,1773,0.90121,0.92729
2004,4th Quintile,East,No,0.94646,472,472,0.92613,0.96679
2004,5th Quintile,West,"Yes, Regularly",0.13292,423,2610,0.11990,0.14595
2004,5th Quintile,West,"Yes, Occasionally",0.08652,208,2610,0.07573,0.09731
2004,5th Quintile,West,No,0.77551,1979,2610,0.75950,0.79152
2004,5th Quintile,East,No,0.95131,311,311,0.92735,0.97527
2005,1st Quintile,West,No,0.94646,1282,1282,0.93414,0.95879
2005,1st Quintile,East,No,0.97503,626,626,0.96280,0.98727
2005,2nd Quintile,West,"Yes, Regularly",0.04162,45,1384,0.03109,0.05215
2005,2nd Quintile,West,"Yes, Occasionally",0.03221,32,1384,0.02290,0.04151
2005,2nd Quintile,West,No,0.92596,1307,1384,0.91216,0.93976
2005,2nd Quintile,East,No,0.95104,661,661,0.93458,0.96751
2005,3rd Quintile,West,"Yes, Regularly",0.03862,45,1514,0.02891,0.04833
2005,3rd Quintile,West,"Yes, Occasionally",0.02629,32,1514,0.01823,0.03435
2005,3rd Quintile,West,No,0.93256,1437,1514,0.91993,0.94520
2005,3rd Quintile,East,No,0.97029,567,567,0.95630,0.98428
2005,4th Quintile,West,"Yes, Regularly",0.06344,89,1740,0.05198,0.07490
2005,4th Quintile,West,"Yes, Occasionally",0.04748,78,1740,0.03748,0.05747
2005,4th Quintile,West,No,0.88546,1573,1740,0.87049,0.90043
2005,4th Quintile,East,No,0.95883,446,446,0.94037,0.97729
2005,5th Quintile,West,"Yes, Regularly",0.17551,504,2513,0.16064,0.19039
2005,5th Quintile,West,"Yes, Occasionally",0.07965,192,2513,0.06906,0.09024
2005,5th Quintile,West,No,0.74200,1817,2513,0.72489,0.75911
2005,5th Quintile,East,No,0.90824,291,291,0.87502,0.94147
2006,1st Quintile,West,No,0.94155,1372,1372,0.92913,0.95397
2006,1st Quintile,East,No,0.98180,656,656,0.97156,0.99203
2006,2nd Quintile,West,"Yes, Regularly",0.04039,47,1456,0.03027,0.05050
2006,2nd Quintile,West,No,0.92127,1409,1456,0.90743,0.93510
2006,2nd Quintile,East,No,0.95010,707,707,0.93404,0.96617
2006,3rd Quintile,West,"Yes, Regularly",0.04881,68,1712,0.03860,0.05902
2006,3rd Quintile,West,"Yes, Occasionally",0.03298,44,1712,0.02452,0.04144
2006,3rd Quintile,West,No,0.91672,1600,1712,0.90363,0.92982
2006,3rd Quintile,East,No,0.96770,656,656,0.95416,0.98124
2006,4th Quintile,West,"Yes, Regularly",0.05825,100,1977,0.04792,0.06858
2006,4th Quintile,West,"Yes, Occasionally",0.04970,85,1977,0.04012,0.05929
2006,4th Quintile,West,No,0.88830,1792,1977,0.87441,0.90219
2006,4th Quintile,East,No,0.95447,490,490,0.93600,0.97295
2006,5th Quintile,West,"Yes, Regularly",0.15780,486,2702,0.14405,0.17155
2006,5th Quintile,West,"Yes, Occasionally",0.07234,219,2702,0.06257,0.08211
2006,5th Quintile,West,No,0.76597,1997,2702,0.75000,0.78194
2006,5th Quintile,East,No,0.92431,317,317,0.89514,0.95347
2007,1st Quintile,West,No,0.94879,1299,1299,0.93680,0.96079
2007,1st Quintile,East,No,0.98532,606,606,0.97574,0.99490
2007,2nd Quintile,West,"Yes, Regularly",0.04237,43,1436,0.03194,0.05279
2007,2nd Quintile,West,No,0.92270,1393,1436,0.90888,0.93652
2007,2nd Quintile,East,No,0.96794,625,625,0.95412,0.98176
2007,3rd Quintile,West,"Yes, Regularly",0.05232,62,1558,0.04126,0.06338
2007,3rd Quintile,West,"Yes, Occasionally",0.03080,43,1558,0.02221,0.03938
2007,3rd Quintile,West,No,0.91397,1453,1558,0.90005,0.92790
2007,3rd Quintile,East,No,0.94731,625,625,0.92978,0.96484
2007,4th Quintile,West,"Yes, Regularly",0.07309,110,1812,0.06110,0.08508
2007,4th Quintile,West,"Yes, Occasionally",0.04096,68,1812,0.03183,0.05009
2007,4th Quintile,West,No,0.88080,1634,1812,0.86587,0.89572
2007,4th Quintile,East,No,0.95307,493,493,0.93438,0.97176
2007,5th Quintile,West,"Yes, Regularly",0.18571,501,2477,0.17039,0.20103
2007,5th Quintile,West,"Yes, Occasionally",0.08245,210,2477,0.07162,0.09328
2007,5th Quintile,West,No,0.72266,1766,2477,0.70503,0.74029
2007,5th Quintile,East,No,0.92253,305,305,0.89248,0.95258
2008,1st Quintile,West,No,0.95015,1236,1236,0.93801,0.96229
2008,1st Quintile,East,No,0.99074,584,584,0.98296,0.99851
2008,2nd Quintile,West,"Yes, Regularly",0.03237,35,1312,0.02279,0.04195
2008,2nd Quintile,West,No,0.93015,1277,1312,0.91636,0.94395
2008,2nd Quintile,East,No,0.96880,605,605,0.95493,0.98266
2008,3rd Quintile,West,"Yes, Regularly",0.05854,70,1491,0.04662,0.07046
2008,3rd Quintile,West,"Yes, Occasionally",0.02636,32,1491,0.01823,0.03450
2008,3rd Quintile,West,No,0.90679,1389,1491,0.89203,0.92155
2008,3rd Quintile,East,No,0.94966,639,639,0.93269,0.96662
2008,4th Quintile,West,"Yes, Regularly",0.05822,89,1682,0.04703,0.06941
2008,4th Quintile,West,"Yes, Occasionally",0.04681,69,1682,0.03672,0.05691
2008,4th Quintile,West,No,0.89402,1524,1682,0.87931,0.90874
2008,4th Quintile,East,No,0.94316,411,411,0.92074,0.96557
2008,5th Quintile,West,"Yes, Regularly",0.16893,433,2338,0.15374,0.18412
2008,5th Quintile,West,"Yes, Occasionally",0.09262,198,2338,0.08087,0.10437
2008,5th Quintile,West,No,0.73361,1707,2338,0.71569,0.75153
2008,5th Quintile,East,No,0.88630,307,307,0.85074,0.92187
2009,1st Quintile,West,"Yes, Regularly",0.03907,31,1155,0.02789,0.05025
2009,1st Quintile,West,No,0.91396,1124,1155,0.89778,0.93014
2009,1st Quintile,East,No,0.95116,564,564,0.93335,0.96896
2009,2nd Quintile,West,"Yes, Regularly",0.04699,45,1221,0.03511,0.05886
2009,2nd Quintile,West,No,0.90794,1176,1221,0.89172,0.92417
2009,2nd Quintile,East,No,0.96075,600,600,0.94520,0.97630
2009,3rd Quintile,West,"Yes, Regularly",0.05474,62,1316,0.04244,0.06703
2009,3rd Quintile,West,No,0.91076,1254,1316,0.89535,0.92617
2009,3rd Quintile,East,No,0.96351,577,577,0.94819,0.97882
2009,4th Quintile,West,"Yes, Regularly",0.05909,94,1614,0.04758,0.07060
2009,4th Quintile,West,"Yes, Occasionally",0.04069,56,1614,0.03105,0.05034
2009,4th Quintile,West,No,0.87992,1464,1614,0.86406,0.89578
2009,4th Quintile,East,No,0.92892,398,398,0.90365,0.95420
2009,5th Quintile,West,"Yes, Regularly",0.18648,419,2132,0.16994,0.20301
2009,5th Quintile,West,"Yes, Occasionally",0.07736,165,2132,0.06602,0.08870
2009,5th Quintile,West,No,0.72624,1548,2132,0.70731,0.74518
2009,5th Quintile,East,"Yes, Regularly",0.07635,31,318,0.04711,0.10558
2009,5th Quintile,East,No,0.89357,287,318,0.85962,0.92752
2010,1st Quintile,West,No,0.96493,2243,2243,0.95732,0.97255
2010,1st Quintile,East,No,0.96526,851,851,0.95295,0.97757
2010,2nd Quintile,West,"Yes, Regularly",0.04112,43,2028,0.03248,0.04977
2010,2nd Quintile,West,No,0.93576,1985,2028,0.92509,0.94643
2010,2nd Quintile,East,No,0.97839,844,844,0.96857,0.98820
2010,3rd Quintile,West,"Yes, Regularly",0.04907,66,1902,0.03936,0.05878
2010,3rd Quintile,West,"Yes, Occasionally",0.03296,39,1902,0.02494,0.04099
2010,3rd Quintile,West,No,0.91628,1797,1902,0.90383,0.92873
2010,3rd Quintile,East,No,0.96891,633,633,0.95538,0.98244
2010,4th Quintile,West,"Yes, Regularly",0.05989,114,1981,0.04944,0.07034
2010,4th Quintile,West,"Yes, Occasionally",0.03097,47,1981,0.02334,0.03860
2010,4th Quintile,West,No,0.89975,1820,1981,0.88652,0.91298
2010,4th Quintile,East,No,0.96333,443,443,0.94581,0.98085
2010,5th Quintile,West,"Yes, Regularly",0.16109,441,2387,0.14634,0.17584
2010,5th Quintile,West,"Yes, Occasionally",0.06652,153,2387,0.05652,0.07652
2010,5th Quintile,West,No,0.76695,1793,2387,0.74999,0.78392
2010,5th Quintile,East,No,0.90449,279,279,0.86994,0.93904
2011,1st Quintile,West,No,0.97180,2556,2556,0.96538,0.97822
2011,1st Quintile,East,No,0.98632,1088,1088,0.97941,0.99322
2011,2nd Quintile,West,"Yes, Regularly",0.04182,63,2450,0.03389,0.04975
2011,2nd Quintile,West,"Yes, Occasionally",0.01978,31,2450,0.01427,0.02530
2011,2nd Quintile,West,No,0.93551,2356,2450,0.92578,0.94524
2011,2nd Quintile,East,No,0.97219,937,937,0.96165,0.98272
2011,3rd Quintile,West,"Yes, Regularly",0.04559,88,2428,0.03729,0.05389
2011,3rd Quintile,West,"Yes, Occasionally",0.02235,44,2428,0.01647,0.02823
2011,3rd Quintile,West,No,0.92715,2296,2428,0.91682,0.93749
2011,3rd Quintile,East,No,0.94906,760,760,0.93342,0.96470
2011,4th Quintile,West,"Yes, Regularly",0.06466,161,2524,0.05507,0.07426
2011,4th Quintile,West,"Yes, Occasionally",0.03293,74,2524,0.02597,0.03989
2011,4th Quintile,West,No,0.89928,2289,2524,0.88753,0.91102
2011,4th Quintile,East,No,0.96710,505,505,0.95153,0.98267
2011,5th Quintile,West,"Yes, Regularly",0.17792,581,2827,0.16382,0.19202
2011,5th Quintile,West,"Yes, Occasionally",0.06114,162,2827,0.05231,0.06997
2011,5th Quintile,West,No,0.75719,2084,2827,0.74138,0.77300
2011,5th Quintile,East,"Yes, Regularly",0.09887,45,353,0.06769,0.13006
2011,5th Quintile,East,No,0.87440,308,353,0.83978,0.90902
2012,1st Quintile,West,"Yes, Regularly",0.02457,36,2521,0.01853,0.03061
2012,1st Quintile,West,No,0.95990,2485,2521,0.95224,0.96756
2012,1st Quintile,East,No,0.98379,1042,1042,0.97612,0.99146
2012,2nd Quintile,West,"Yes, Regularly",0.03897,64,2473,0.03134,0.04660
2012,2nd Quintile,West,No,0.94400,2409,2473,0.93493,0.95306
2012,2nd Quintile,East,No,0.97294,798,798,0.96167,0.98420
2012,3rd Quintile,West,"Yes, Regularly",0.04098,84,2388,0.03303,0.04894
2012,3rd Quintile,West,"Yes, Occasionally",0.01514,37,2388,0.01024,0.02004
2012,3rd Quintile,West,No,0.94184,2267,2388,0.93245,0.95123
2012,3rd Quintile,East,No,0.96395,788,788,0.95092,0.97697
2012,4th Quintile,West,"Yes, Regularly",0.06724,163,2438,0.05729,0.07718
2012,4th Quintile,West,"Yes, Occasionally",0.03397,70,2438,0.02677,0.04116
2012,4th Quintile,West,No,0.89677,2205,2438,0.88469,0.90885
2012,4th Quintile,East,No,0.95653,558,558,0.93960,0.97347
2012,5th Quintile,West,"Yes, Regularly",0.16315,516,2695,0.14919,0.17710
2012,5th Quintile,West,"Yes, Occasionally",0.05633,154,2695,0.04763,0.06504
2012,5th Quintile,West,No,0.77309,2025,2695,0.75728,0.78891
2012,5th Quintile,East,"Yes, Regularly",0.07939,49,435,0.05396,0.10483
2012,5th Quintile,East,No,0.90109,386,435,0.87300,0.92917
2013,1st Quintile,West,"Yes, Regularly",0.01881,34,3135,0.01405,0.02357
2013,1st Quintile,West,No,0.96073,3101,3135,0.95393,0.96753
2013,1st Quintile,East,No,0.98865,1060,1060,0.98228,0.99503
2013,2nd Quintile,West,"Yes, Regularly",0.04450,64,2874,0.03696,0.05205
2013,2nd Quintile,West,No,0.93219,2810,2874,0.92300,0.94138
2013,2nd Quintile,East,No,0.96211,929,929,0.94983,0.97440
2013,3rd Quintile,West,"Yes, Regularly",0.03790,81,2645,0.03062,0.04517
2013,3rd Quintile,West,"Yes, Occasionally",0.02679,42,2645,0.02064,0.03295
2013,3rd Quintile,West,No,0.93314,2522,2645,0.92362,0.94266
2013,3rd Quintile,East,No,0.94531,708,708,0.92855,0.96207
2013,4th Quintile,West,"Yes, Regularly",0.07120,185,2585,0.06129,0.08112
2013,4th Quintile,West,"Yes, Occasionally",0.03233,72,2585,0.02551,0.03915
2013,4th Quintile,West,No,0.89515,2328,2585,0.88334,0.90696
2013,4th Quintile,East,No,0.94168,491,491,0.92093,0.96243
2013,5th Quintile,West,"Yes, Regularly",0.19774,582,2880,0.18319,0.21229
2013,5th Quintile,West,"Yes, Occasionally",0.04853,151,2880,0.04068,0.05638
2013,5th Quintile,West,No,0.74787,2147,2880,0.73201,0.76373
2013,5th Quintile,East,"Yes, Regularly",0.08250,42,353,0.05376,0.11124
2013,5th Quintile,East,No,0.88329,311,353,0.84975,0.91684
2014,1st Quintile,West,No,0.96375,2510,2510,0.95644,0.97107
2014,1st Quintile,East,No,0.98469,881,881,0.97658,0.99280
2014,2nd Quintile,West,"Yes, Regularly",0.03867,54,2425,0.03100,0.04635
2014,2nd Quintile,West,No,0.94052,2371,2425,0.93111,0.94994
2014,2nd Quintile,East,No,0.96392,836,836,0.95128,0.97657
2014,3rd Quintile,West,"Yes, Regularly",0.04655,92,2375,0.03808,0.05503
2014,3rd Quintile,West,"Yes, Occasionally",0.02165,36,2375,0.01580,0.02751
2014,3rd Quintile,West,No,0.92810,2247,2375,0.91771,0.93849
2014,3rd Quintile,East,No,0.94020,696,696,0.92257,0.95783
2014,4th Quintile,West,"Yes, Regularly",0.07313,185,2391,0.06269,0.08357
2014,4th Quintile,West,"Yes, Occasionally",0.03534,71,2391,0.02794,0.04274
2014,4th Quintile,West,No,0.89020,2135,2391,0.87767,0.90274
2014,4th Quintile,East,No,0.95757,502,502,0.93991,0.97522
2014,5th Quintile,West,"Yes, Regularly",0.18703,527,2645,0.17217,0.20189
2014,5th Quintile,West,"Yes, Occasionally",0.04705,126,2645,0.03897,0.05512
2014,5th Quintile,West,No,0.76442,1992,2645,0.74825,0.78060
2014,5th Quintile,East,"Yes, Regularly",0.08515,37,355,0.05607,0.11422
2014,5th Quintile,East,No,0.88947,318,355,0.85680,0.92213
2015,1st Quintile,West,"Yes, Regularly",0.02160,33,2656,0.01607,0.02713
2015,1st Quintile,West,No,0.96246,2623,2656,0.95523,0.96969
2015,1st Quintile,East,No,0.98872,867,867,0.98168,0.99575
2015,2nd Quintile,West,"Yes, Regularly",0.04768,70,2437,0.03921,0.05614
2015,2nd Quintile,West,No,0.93046,2367,2437,0.92035,0.94056
2015,2nd Quintile,East,No,0.96368,901,901,0.95145,0.97590
2015,3rd Quintile,West,"Yes, Regularly",0.05860,102,2345,0.04909,0.06811
2015,3rd Quintile,West,No,0.92458,2243,2345,0.91389,0.93527
2015,3rd Quintile,East,No,0.94789,618,618,0.93035,0.96542
2015,4th Quintile,West,"Yes, Regularly",0.06301,147,2337,0.05316,0.07287
2015,4th Quintile,West,"Yes, Occasionally",0.03329,57,2337,0.02601,0.04056
2015,4th Quintile,West,No,0.90243,2133,2337,0.89040,0.91447
2015,4th Quintile,East,No,0.92273,457,457,0.89822,0.94723
2015,5th Quintile,West,"Yes, Regularly",0.19304,525,2623,0.17794,0.20815
2015,5th Quintile,West,"Yes, Occasionally",0.04245,116,2623,0.03473,0.05017
2015,5th Quintile,West,No,0.76139,1982,2623,0.74508,0.77771
2015,5th Quintile,East,No,0.89041,310,310,0.85558,0.92524
2016,1st Quintile,West,No,0.94934,2244,2244,0.94027,0.95842
2016,1st Quintile,East,No,0.96828,810,810,0.95620,0.98035
2016,2nd Quintile,West,"Yes, Regularly",0.03432,53,2226,0.02675,0.04188
2016,2nd Quintile,West,No,0.95353,2173,2226,0.94478,0.96227
2016,2nd Quintile,East,No,0.96349,780,780,0.95032,0.97666
2016,3rd Quintile,West,"Yes, Regularly",0.05788,82,2070,0.04782,0.06794
2016,3rd Quintile,West,"Yes, Occasionally",0.01767,33,2070,0.01199,0.02334
2016,3rd Quintile,West,No,0.92427,1955,2070,0.91287,0.93567
2016,3rd Quintile,East,No,0.93536,639,639,0.91628,0.95444
2016,4th Quintile,West,"Yes, Regularly",0.07087,154,2199,0.06014,0.08160
2016,4th Quintile,West,"Yes, Occasionally",0.02617,41,2199,0.01950,0.03285
2016,4th Quintile,West,No,0.89882,2004,2199,0.88621,0.91143
2016,4th Quintile,East,No,0.96663,436,436,0.94975,0.98351
2016,5th Quintile,West,"Yes, Regularly",0.17536,469,2427,0.16023,0.19050
2016,5th Quintile,West,"Yes, Occasionally",0.04102,104,2427,0.03312,0.04891
2016,5th Quintile,West,No,0.78218,1854,2427,0.76576,0.79861
2016,5th Quintile,East,"Yes, Regularly",0.13426,40,316,0.09661,0.17191
2016,5th Quintile,East,No,0.84912,276,316,0.80959,0.88864
2017,1st Quintile,West,No,0.93423,2285,2285,0.92406,0.94440
2017,1st Quintile,East,No,0.97000,870,870,0.95866,0.98134
2017,2nd Quintile,West,"Yes, Regularly",0.04197,54,2310,0.03379,0.05015
2017,2nd Quintile,West,No,0.93921,2256,2310,0.92947,0.94896
2017,2nd Quintile,East,No,0.97521,888,888,0.96498,0.98544
2017,3rd Quintile,West,"Yes, Regularly",0.04149,82,2339,0.03341,0.04958
2017,3rd Quintile,West,No,0.94377,2257,2339,0.93443,0.95311
2017,3rd Quintile,East,No,0.95038,690,690,0.93416,0.96659
2017,4th Quintile,West,"Yes, Regularly",0.07777,180,2516,0.06730,0.08824
2017,4th Quintile,West,"Yes, Occasionally",0.03257,63,2516,0.02563,0.03950
2017,4th Quintile,West,No,0.88966,2273,2516,0.87741,0.90190
2017,4th Quintile,East,No,0.92470,497,497,0.90148,0.94792
2017,5th Quintile,West,"Yes, Regularly",0.16651,477,2711,0.15248,0.18054
2017,5th Quintile,West,"Yes, Occasionally",0.04289,108,2711,0.03526,0.05052
2017,5th Quintile,West,No,0.78821,2126,2711,0.77282,0.80359
2017,5th Quintile,East,"Yes, Regularly",0.10568,39,370,0.07432,0.13705
2017,5th Quintile,East,No,0.86728,331,370,0.83266,0.90190
2018,1st Quintile,West,"Yes, Regularly",0.02237,36,2350,0.01639,0.02835
2018,1st Quintile,West,No,0.93279,2314,2350,0.92267,0.94292
2018,1st Quintile,East,No,0.95934,932,932,0.94665,0.97203
2018,2nd Quintile,West,"Yes, Regularly",0.04101,69,2329,0.03295,0.04906
2018,2nd Quintile,West,No,0.94630,2260,2329,0.93714,0.95546
2018,2nd Quintile,East,No,0.96322,917,917,0.95104,0.97541
2018,3rd Quintile,West,"Yes, Regularly",0.07050,108,2229,0.05987,0.08113
