year,migback,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Very important,0.01677,171,6594,0.01367,0.01987
1990,No migration background,Important,0.14717,1476,6594,0.13862,0.15572
1990,No migration background,Less important,0.31738,3267,6594,0.30614,0.32861
1990,No migration background,Unimportant,0.17197,1680,6594,0.16287,0.18108
1990,Direct migration background,Important,0.07135,69,429,0.04697,0.09574
1990,Direct migration background,Less important,0.20945,210,429,0.17090,0.24800
1990,Direct migration background,Unimportant,0.15864,150,429,0.12403,0.19326
1992,No migration background,Very important,0.01666,197,10249,0.01418,0.01913
1992,No migration background,Important,0.11993,1460,10249,0.11364,0.12622
1992,No migration background,Less important,0.39620,5158,10249,0.38673,0.40567
1992,No migration background,Unimportant,0.28870,3434,10249,0.27993,0.29748
1992,Direct migration background,Important,0.06751,79,555,0.04661,0.08840
1992,Direct migration background,Less important,0.21781,246,555,0.18344,0.25218
1992,Direct migration background,Unimportant,0.20040,230,555,0.16707,0.23374
1992,Indirect migration background,Less important,0.05020,41,41,-0.01747,0.11787
1995,No migration background,Very important,0.01299,152,9882,0.01076,0.01522
1995,No migration background,Important,0.12086,1385,9882,0.11443,0.12729
1995,No migration background,Less important,0.41455,5174,9882,0.40483,0.42426
1995,No migration background,Unimportant,0.27214,3171,9882,0.26336,0.28091
1995,Direct migration background,Important,0.08043,137,1104,0.06438,0.09648
1995,Direct migration background,Less important,0.27614,487,1104,0.24975,0.30252
1995,Direct migration background,Unimportant,0.27071,480,1104,0.24449,0.29694
1995,Indirect migration background,Less important,0.07770,65,113,0.02812,0.12728
1995,Indirect migration background,Unimportant,0.04563,48,113,0.00698,0.08428
2004,No migration background,Very important,0.02503,564,18140,0.02276,0.02730
2004,No migration background,Important,0.20139,4381,18140,0.19555,0.20722
2004,No migration background,Less important,0.43493,9663,18140,0.42772,0.44215
2004,No migration background,Unimportant,0.18333,3532,18140,0.17770,0.18896
2004,Direct migration background,Very important,0.02106,50,2509,0.01544,0.02667
2004,Direct migration background,Important,0.16390,398,2509,0.14941,0.17839
2004,Direct migration background,Less important,0.42167,1123,2509,0.40234,0.44100
2004,Direct migration background,Unimportant,0.34358,938,2509,0.32499,0.36216
2004,Indirect migration background,Important,0.09332,170,759,0.07262,0.11403
2004,Indirect migration background,Less important,0.19727,375,759,0.16894,0.22559
2004,Indirect migration background,Unimportant,0.11263,214,759,0.09013,0.13514
2008,No migration background,Very important,0.01604,332,16515,0.01413,0.01796
2008,No migration background,Important,0.15042,3109,16515,0.14497,0.15588
2008,No migration background,Less important,0.41285,8202,16515,0.40534,0.42036
2008,No migration background,Unimportant,0.26572,4872,16515,0.25898,0.27245
2008,Direct migration background,Important,0.12248,237,1851,0.10754,0.13742
2008,Direct migration background,Less important,0.39499,734,1851,0.37271,0.41726
2008,Direct migration background,Unimportant,0.42832,880,1851,0.40577,0.45087
2008,Indirect migration background,Important,0.07230,120,750,0.05375,0.09084
2008,Indirect migration background,Less important,0.24871,375,750,0.21775,0.27967
2008,Indirect migration background,Unimportant,0.15850,255,750,0.13235,0.18466
2012,No migration background,Very important,0.03110,925,23177,0.02886,0.03333
2012,No migration background,Important,0.24169,6910,23177,0.23618,0.24721
2012,No migration background,Less important,0.42433,11540,23177,0.41796,0.43069
2012,No migration background,Unimportant,0.15297,3802,23177,0.14833,0.15760
2012,Direct migration background,Very important,0.02530,106,3115,0.01978,0.03081
2012,Direct migration background,Important,0.20555,709,3115,0.19136,0.21974
2012,Direct migration background,Less important,0.43857,1443,3115,0.42114,0.45600
2012,Direct migration background,Unimportant,0.28722,857,3115,0.27133,0.30312
2012,Indirect migration background,Very important,0.01844,58,1216,0.01087,0.02600
2012,Indirect migration background,Important,0.10964,338,1216,0.09207,0.12721
2012,Indirect migration background,Less important,0.24739,606,1216,0.22313,0.27165
2012,Indirect migration background,Unimportant,0.08475,214,1216,0.06909,0.10041
2016,No migration background,Very important,0.03409,762,17726,0.03142,0.03676
2016,No migration background,Important,0.25235,5443,17726,0.24595,0.25874
2016,No migration background,Less important,0.42395,8737,17726,0.41667,0.43122
2016,No migration background,Unimportant,0.14423,2784,17726,0.13906,0.14940
2016,Direct migration background,Very important,0.03997,242,4945,0.03451,0.04543
2016,Direct migration background,Important,0.21029,1174,4945,0.19894,0.22165
2016,Direct migration background,Less important,0.43083,2287,4945,0.41703,0.44463
2016,Direct migration background,Unimportant,0.23324,1242,4945,0.22145,0.24502
2016,Indirect migration background,Very important,0.02555,91,1488,0.01753,0.03357
2016,Indirect migration background,Important,0.15768,483,1488,0.13916,0.17620
2016,Indirect migration background,Less important,0.25508,713,1488,0.23293,0.27724
2016,Indirect migration background,Unimportant,0.07073,201,1488,0.05770,0.08376
2021,No migration background,Very important,0.05278,915,13170,0.04896,0.05660
2021,No migration background,Important,0.29801,4998,13170,0.29020,0.30583
2021,No migration background,Less important,0.39379,5766,13170,0.38545,0.40214
2021,No migration background,Unimportant,0.10823,1491,13170,0.10292,0.11354
2021,Direct migration background,Very important,0.04204,167,3028,0.03489,0.04918
2021,Direct migration background,Important,0.22643,837,3028,0.21152,0.24134
2021,Direct migration background,Less important,0.39124,1368,3028,0.37385,0.40862
2021,Direct migration background,Unimportant,0.20597,656,3028,0.19156,0.22038
2021,Indirect migration background,Very important,0.02705,75,932,0.01663,0.03747
2021,Indirect migration background,Important,0.15698,349,932,0.13361,0.18035
2021,Indirect migration background,Less important,0.22405,411,932,0.19726,0.25083
2021,Indirect migration background,Unimportant,0.06313,97,932,0.04751,0.07876
