year,sex,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Very important,0.02054,115,3403,0.01577,0.02530
1990,male,Important,0.15213,849,3403,0.14007,0.16420
1990,male,Less important,0.30312,1716,3403,0.28768,0.31857
1990,male,Unimportant,0.12966,723,3403,0.11837,0.14095
1990,female,Very important,0.01161,68,3684,0.00815,0.01508
1990,female,Important,0.12090,707,3684,0.11037,0.13143
1990,female,Less important,0.29494,1784,3684,0.28021,0.30967
1990,female,Unimportant,0.19933,1125,3684,0.18642,0.21223
1992,male,Very important,0.02086,137,5193,0.01697,0.02474
1992,male,Important,0.11593,788,5193,0.10723,0.12464
1992,male,Less important,0.37750,2664,5193,0.36431,0.39068
1992,male,Unimportant,0.23551,1604,5193,0.22397,0.24706
1992,female,Very important,0.01128,76,5703,0.00854,0.01402
1992,female,Important,0.10572,763,5703,0.09774,0.11370
1992,female,Less important,0.35414,2781,5703,0.34172,0.36655
1992,female,Unimportant,0.30196,2083,5703,0.29005,0.31388
1995,male,Very important,0.01647,108,5312,0.01304,0.01989
1995,male,Important,0.12133,822,5312,0.11255,0.13011
1995,male,Less important,0.38859,2784,5312,0.37548,0.40170
1995,male,Unimportant,0.22934,1598,5312,0.21803,0.24065
1995,female,Very important,0.00913,65,5826,0.00669,0.01157
1995,female,Important,0.10237,718,5826,0.09459,0.11016
1995,female,Less important,0.37594,2942,5826,0.36351,0.38838
1995,female,Unimportant,0.29230,2101,5826,0.28062,0.30398
2004,male,Very important,0.02866,380,10316,0.02544,0.03188
2004,male,Important,0.20786,2580,10316,0.20003,0.21569
2004,male,Less important,0.41142,5310,10316,0.40193,0.42092
2004,male,Unimportant,0.17533,2046,10316,0.16800,0.18267
2004,female,Very important,0.01845,252,11110,0.01595,0.02096
2004,female,Important,0.17249,2369,11110,0.16546,0.17951
2004,female,Less important,0.42320,5851,11110,0.41401,0.43239
2004,female,Unimportant,0.21753,2638,11110,0.20986,0.22520
2008,male,Very important,0.01883,226,9150,0.01605,0.02162
2008,male,Important,0.15077,1787,9150,0.14344,0.15810
2008,male,Less important,0.40608,4496,9150,0.39602,0.41614
2008,male,Unimportant,0.24880,2641,9150,0.23995,0.25766
2008,female,Very important,0.01230,146,10006,0.01014,0.01446
2008,female,Important,0.13194,1679,10006,0.12531,0.13857
2008,female,Less important,0.39006,4815,10006,0.38050,0.39962
2008,female,Unimportant,0.30042,3366,10006,0.29144,0.30940
2012,male,Very important,0.03306,577,12511,0.02992,0.03619
2012,male,Important,0.23246,3730,12511,0.22506,0.23986
2012,male,Less important,0.41173,6132,12511,0.40311,0.42036
2012,male,Unimportant,0.15070,2072,12511,0.14443,0.15696
2012,female,Very important,0.02596,512,14997,0.02342,0.02851
2012,female,Important,0.22237,4227,14997,0.21572,0.22903
2012,female,Less important,0.41336,7457,14997,0.40548,0.42124
2012,female,Unimportant,0.17647,2801,14997,0.17037,0.18258
2016,male,Very important,0.03885,589,11061,0.03525,0.04245
2016,male,Important,0.24202,3317,11061,0.23404,0.25000
2016,male,Less important,0.40462,5367,11061,0.39547,0.41377
2016,male,Unimportant,0.13752,1788,11061,0.13110,0.14394
2016,female,Very important,0.02954,506,13098,0.02664,0.03244
2016,female,Important,0.23472,3783,13098,0.22746,0.24197
2016,female,Less important,0.41545,6370,13098,0.40701,0.42389
2016,female,Unimportant,0.16203,2439,13098,0.15571,0.16834
2021,male,Very important,0.05477,609,8052,0.04980,0.05974
2021,male,Important,0.28811,3042,8052,0.27821,0.29800
2021,male,Less important,0.36247,3442,8052,0.35197,0.37297
2021,male,Unimportant,0.10318,959,8052,0.09654,0.10982
2021,female,Very important,0.04294,546,9071,0.03876,0.04711
2021,female,Important,0.26201,3138,9071,0.25296,0.27106
2021,female,Less important,0.39218,4102,9071,0.38213,0.40223
2021,female,Unimportant,0.13138,1285,9071,0.12443,0.13833
