year,age_gr,bula_h,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Less important,0.55882,37,37,0.39662,0.72102
1990,17-29 y.,Lower Saxony,Important,0.21886,51,220,0.16410,0.27362
1990,17-29 y.,Lower Saxony,Less important,0.50931,119,220,0.44310,0.57552
1990,17-29 y.,Lower Saxony,Unimportant,0.18570,50,220,0.13419,0.23720
1990,17-29 y.,North Rhine-Westphalia,Important,0.22680,112,471,0.18894,0.26465
1990,17-29 y.,North Rhine-Westphalia,Less important,0.43761,241,471,0.39276,0.48246
1990,17-29 y.,North Rhine-Westphalia,Unimportant,0.19135,118,471,0.15579,0.22691
1990,17-29 y.,Hesse,Important,0.22323,42,139,0.15376,0.29271
1990,17-29 y.,Hesse,Less important,0.50264,97,139,0.41922,0.58606
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.53029,81,115,0.43868,0.62191
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.21074,34,115,0.13587,0.28561
1990,17-29 y.,Baden-Wuerttemberg,Important,0.17973,64,311,0.13698,0.22247
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.51469,177,311,0.45905,0.57033
1990,17-29 y.,Baden-Wuerttemberg,Unimportant,0.18213,70,311,0.13916,0.22509
1990,17-29 y.,Bavaria,Important,0.16611,62,348,0.12695,0.20527
1990,17-29 y.,Bavaria,Less important,0.48973,193,348,0.43714,0.54233
1990,17-29 y.,Bavaria,Unimportant,0.24445,93,348,0.19923,0.28966
1990,17-29 y.,Berlin,Less important,0.30755,32,32,0.14510,0.47000
1990,30-45 y.,Schleswig-Holstein,Less important,0.57996,40,40,0.42505,0.73487
1990,30-45 y.,Lower Saxony,Important,0.22858,53,204,0.17081,0.28634
1990,30-45 y.,Lower Saxony,Less important,0.53368,112,204,0.46505,0.60231
1990,30-45 y.,Lower Saxony,Unimportant,0.16908,39,204,0.11752,0.22064
1990,30-45 y.,North Rhine-Westphalia,Important,0.27687,186,622,0.24168,0.31207
1990,30-45 y.,North Rhine-Westphalia,Less important,0.47281,331,622,0.43354,0.51208
1990,30-45 y.,North Rhine-Westphalia,Unimportant,0.14338,105,622,0.11581,0.17094
1990,30-45 y.,Hesse,Important,0.23413,48,174,0.17103,0.29723
1990,30-45 y.,Hesse,Less important,0.40685,86,174,0.33365,0.48006
1990,30-45 y.,Hesse,Unimportant,0.20499,40,174,0.14483,0.26514
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Less important,0.51834,72,107,0.42322,0.61346
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.22561,35,107,0.14604,0.30518
1990,30-45 y.,Baden-Wuerttemberg,Important,0.21433,78,325,0.16965,0.25901
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.46347,178,325,0.40917,0.51777
1990,30-45 y.,Baden-Wuerttemberg,Unimportant,0.18579,69,325,0.14344,0.22814
1990,30-45 y.,Bavaria,Important,0.21868,83,349,0.17525,0.26211
1990,30-45 y.,Bavaria,Less important,0.49051,188,349,0.43799,0.54304
1990,30-45 y.,Bavaria,Unimportant,0.19478,78,349,0.15317,0.23639
1990,46-65 y.,Schleswig-Holstein,Less important,0.47366,44,44,0.32442,0.62290
1990,46-65 y.,Lower Saxony,Important,0.19533,60,283,0.14906,0.24160
1990,46-65 y.,Lower Saxony,Less important,0.52853,159,283,0.47027,0.58680
1990,46-65 y.,Lower Saxony,Unimportant,0.21716,64,283,0.16904,0.26528
1990,46-65 y.,North Rhine-Westphalia,Important,0.22945,133,531,0.19365,0.26525
1990,46-65 y.,North Rhine-Westphalia,Less important,0.43627,261,531,0.39405,0.47849
1990,46-65 y.,North Rhine-Westphalia,Unimportant,0.23223,137,531,0.19628,0.26818
1990,46-65 y.,Hesse,Important,0.22352,45,203,0.16607,0.28098
1990,46-65 y.,Hesse,Less important,0.43615,100,203,0.36776,0.50454
1990,46-65 y.,Hesse,Unimportant,0.24199,58,203,0.18293,0.30106
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Important,0.15533,33,187,0.10327,0.20738
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Less important,0.43483,86,187,0.36358,0.50607
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.34375,68,187,0.27549,0.41200
1990,46-65 y.,Baden-Wuerttemberg,Important,0.20928,77,341,0.16604,0.25252
1990,46-65 y.,Baden-Wuerttemberg,Less important,0.43727,165,341,0.38454,0.48999
1990,46-65 y.,Baden-Wuerttemberg,Unimportant,0.25107,99,341,0.20498,0.29717
1990,46-65 y.,Bavaria,Important,0.20684,79,356,0.16471,0.24898
1990,46-65 y.,Bavaria,Less important,0.46958,181,356,0.41767,0.52150
1990,46-65 y.,Bavaria,Unimportant,0.25100,96,356,0.20589,0.29610
1990,46-65 y.,Berlin,Less important,0.33153,40,40,0.18378,0.47928
1990,66 and older,Lower Saxony,Less important,0.37990,45,100,0.28429,0.47551
1990,66 and older,Lower Saxony,Unimportant,0.48234,55,100,0.38391,0.58078
1990,66 and older,North Rhine-Westphalia,Important,0.25319,58,226,0.19637,0.31000
1990,66 and older,North Rhine-Westphalia,Less important,0.35436,81,226,0.29186,0.41686
1990,66 and older,North Rhine-Westphalia,Unimportant,0.37341,87,226,0.31021,0.43662
1990,66 and older,Hesse,Less important,0.33394,39,94,0.23809,0.42980
1990,66 and older,Hesse,Unimportant,0.50809,55,94,0.40648,0.60970
1990,66 and older,"Rhineland-Palatinate, Saarland",Less important,0.31683,31,76,0.21154,0.42213
1990,66 and older,"Rhineland-Palatinate, Saarland",Unimportant,0.53549,45,76,0.42262,0.64837
1990,66 and older,Baden-Wuerttemberg,Less important,0.31357,52,136,0.23530,0.39183
1990,66 and older,Baden-Wuerttemberg,Unimportant,0.53324,84,136,0.44909,0.61740
1990,66 and older,Bavaria,Less important,0.35226,75,161,0.27824,0.42627
1990,66 and older,Bavaria,Unimportant,0.46504,86,161,0.38775,0.54232
1992,17-29 y.,Schleswig-Holstein,Less important,0.66551,36,36,0.50920,0.82183
1992,17-29 y.,Lower Saxony,Less important,0.51493,127,185,0.44271,0.58714
1992,17-29 y.,Lower Saxony,Unimportant,0.23912,58,185,0.17748,0.30075
1992,17-29 y.,North Rhine-Westphalia,Important,0.13914,78,451,0.10717,0.17112
1992,17-29 y.,North Rhine-Westphalia,Less important,0.41699,217,451,0.37143,0.46254
1992,17-29 y.,North Rhine-Westphalia,Unimportant,0.27894,156,451,0.23750,0.32038
1992,17-29 y.,Hesse,Less important,0.42571,86,140,0.34351,0.50791
1992,17-29 y.,Hesse,Unimportant,0.31563,54,140,0.23837,0.39290
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.45261,59,98,0.35356,0.55167
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.27709,39,98,0.18802,0.36616
1992,17-29 y.,Baden-Wuerttemberg,Important,0.07587,32,302,0.04596,0.10579
1992,17-29 y.,Baden-Wuerttemberg,Less important,0.44508,157,302,0.38894,0.50122
1992,17-29 y.,Baden-Wuerttemberg,Unimportant,0.30486,113,302,0.25285,0.35686
1992,17-29 y.,Bavaria,Important,0.10977,41,357,0.07730,0.14224
1992,17-29 y.,Bavaria,Less important,0.47864,202,357,0.42675,0.53053
1992,17-29 y.,Bavaria,Unimportant,0.30486,114,357,0.25704,0.35268
1992,17-29 y.,Berlin,Less important,0.54383,66,66,0.42275,0.66492
1992,17-29 y.,Brandenburg,Less important,0.55088,83,121,0.46189,0.63988
1992,17-29 y.,Brandenburg,Unimportant,0.23375,38,121,0.15803,0.30948
1992,17-29 y.,Mecklenburg-Western Pomerania,Less important,0.61319,62,62,0.49098,0.73541
1992,17-29 y.,Saxony,Important,0.13264,32,244,0.08999,0.17529
1992,17-29 y.,Saxony,Less important,0.57057,149,244,0.50834,0.63281
1992,17-29 y.,Saxony,Unimportant,0.29159,63,244,0.23445,0.34874
1992,17-29 y.,Saxony-Anhalt,Less important,0.61039,108,159,0.53434,0.68643
1992,17-29 y.,Saxony-Anhalt,Unimportant,0.25458,51,159,0.18666,0.32251
1992,17-29 y.,Thuringa,Less important,0.62506,115,154,0.54835,0.70177
1992,17-29 y.,Thuringa,Unimportant,0.27030,39,154,0.19993,0.34068
1992,30-45 y.,Schleswig-Holstein,Less important,0.58687,43,43,0.43795,0.73579
1992,30-45 y.,Lower Saxony,Important,0.17819,41,219,0.12739,0.22899
1992,30-45 y.,Lower Saxony,Less important,0.51492,123,219,0.44858,0.58127
1992,30-45 y.,Lower Saxony,Unimportant,0.24794,55,219,0.19062,0.30527
1992,30-45 y.,North Rhine-Westphalia,Important,0.18256,127,654,0.15293,0.21219
1992,30-45 y.,North Rhine-Westphalia,Less important,0.49253,365,654,0.45418,0.53088
1992,30-45 y.,North Rhine-Westphalia,Unimportant,0.22865,162,654,0.19644,0.26086
1992,30-45 y.,Hesse,Less important,0.54480,110,151,0.46511,0.62450
1992,30-45 y.,Hesse,Unimportant,0.17383,41,151,0.11318,0.23447
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.17692,31,163,0.11815,0.23568
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Less important,0.41528,74,163,0.33940,0.49116
1992,30-45 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.33559,58,163,0.26288,0.40831
1992,30-45 y.,Baden-Wuerttemberg,Important,0.09596,40,321,0.06369,0.12823
1992,30-45 y.,Baden-Wuerttemberg,Less important,0.51005,188,321,0.45528,0.56483
1992,30-45 y.,Baden-Wuerttemberg,Unimportant,0.23697,93,321,0.19038,0.28356
1992,30-45 y.,Bavaria,Important,0.15743,66,391,0.12129,0.19358
1992,30-45 y.,Bavaria,Less important,0.47288,204,391,0.42333,0.52243
1992,30-45 y.,Bavaria,Unimportant,0.27720,121,391,0.23278,0.32163
1992,30-45 y.,Berlin,Important,0.21861,35,177,0.15754,0.27967
1992,30-45 y.,Berlin,Less important,0.45979,92,177,0.38616,0.53342
1992,30-45 y.,Berlin,Unimportant,0.24281,50,177,0.17946,0.30616
1992,30-45 y.,Brandenburg,Important,0.15269,40,245,0.10755,0.19782
1992,30-45 y.,Brandenburg,Less important,0.51713,127,245,0.45443,0.57983
1992,30-45 y.,Brandenburg,Unimportant,0.31970,78,245,0.26118,0.37822
1992,30-45 y.,Mecklenburg-Western Pomerania,Less important,0.61004,91,126,0.52454,0.69555
1992,30-45 y.,Mecklenburg-Western Pomerania,Unimportant,0.26239,35,126,0.18526,0.33951
1992,30-45 y.,Saxony,Important,0.12164,49,410,0.08997,0.15332
1992,30-45 y.,Saxony,Less important,0.58131,242,410,0.53350,0.62913
1992,30-45 y.,Saxony,Unimportant,0.28457,119,410,0.24085,0.32830
1992,30-45 y.,Saxony-Anhalt,Important,0.11598,38,267,0.07750,0.15446
1992,30-45 y.,Saxony-Anhalt,Less important,0.50941,141,267,0.44933,0.56949
1992,30-45 y.,Saxony-Anhalt,Unimportant,0.35375,88,267,0.29629,0.41121
1992,30-45 y.,Thuringa,Less important,0.63107,154,208,0.56533,0.69680
1992,30-45 y.,Thuringa,Unimportant,0.23162,54,208,0.17415,0.28909
1992,46-65 y.,Schleswig-Holstein,Less important,0.52643,46,46,0.38054,0.67231
1992,46-65 y.,Lower Saxony,Important,0.11390,33,269,0.07586,0.15193
1992,46-65 y.,Lower Saxony,Less important,0.44782,133,269,0.38828,0.50736
1992,46-65 y.,Lower Saxony,Unimportant,0.35052,103,269,0.29339,0.40764
1992,46-65 y.,North Rhine-Westphalia,Important,0.14296,82,500,0.11225,0.17367
1992,46-65 y.,North Rhine-Westphalia,Less important,0.45436,252,500,0.41067,0.49804
1992,46-65 y.,North Rhine-Westphalia,Unimportant,0.27423,166,500,0.23509,0.31338
1992,46-65 y.,Hesse,Important,0.16039,31,192,0.10834,0.21243
1992,46-65 y.,Hesse,Less important,0.36154,81,192,0.29340,0.42968
1992,46-65 y.,Hesse,Unimportant,0.36272,80,192,0.29453,0.43090
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Less important,0.39192,68,127,0.30668,0.47716
1992,46-65 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.34955,59,127,0.26629,0.43281
1992,46-65 y.,Baden-Wuerttemberg,Important,0.14046,53,304,0.10134,0.17959
1992,46-65 y.,Baden-Wuerttemberg,Less important,0.42220,151,304,0.36659,0.47782
1992,46-65 y.,Baden-Wuerttemberg,Unimportant,0.25485,100,304,0.20578,0.30391
1992,46-65 y.,Bavaria,Important,0.15978,58,350,0.12133,0.19822
1992,46-65 y.,Bavaria,Less important,0.42137,165,350,0.36956,0.47317
1992,46-65 y.,Bavaria,Unimportant,0.32235,127,350,0.27332,0.37139
1992,46-65 y.,Berlin,Less important,0.37512,67,125,0.28990,0.46034
1992,46-65 y.,Berlin,Unimportant,0.31755,58,125,0.23561,0.39948
1992,46-65 y.,Brandenburg,Important,0.15948,34,196,0.10809,0.21086
1992,46-65 y.,Brandenburg,Less important,0.48608,94,196,0.41592,0.55623
1992,46-65 y.,Brandenburg,Unimportant,0.33153,68,196,0.26545,0.39760
1992,46-65 y.,Mecklenburg-Western Pomerania,Less important,0.46544,69,111,0.37223,0.55866
1992,46-65 y.,Mecklenburg-Western Pomerania,Unimportant,0.32329,42,111,0.23588,0.41070
1992,46-65 y.,Saxony,Important,0.08169,33,364,0.05351,0.10987
1992,46-65 y.,Saxony,Less important,0.44966,181,364,0.39849,0.50084
1992,46-65 y.,Saxony,Unimportant,0.43796,150,364,0.38692,0.48900
1992,46-65 y.,Saxony-Anhalt,Less important,0.43843,103,194,0.36843,0.50844
1992,46-65 y.,Saxony-Anhalt,Unimportant,0.41207,91,194,0.34263,0.48151
1992,46-65 y.,Thuringa,Less important,0.49555,102,174,0.42104,0.57005
1992,46-65 y.,Thuringa,Unimportant,0.38426,72,174,0.31178,0.45675
1992,66 and older,Lower Saxony,Less important,0.35532,39,92,0.25698,0.45366
1992,66 and older,Lower Saxony,Unimportant,0.47025,53,92,0.36770,0.57280
1992,66 and older,North Rhine-Westphalia,Important,0.16720,38,227,0.11855,0.21585
1992,66 and older,North Rhine-Westphalia,Less important,0.34332,85,227,0.28142,0.40523
1992,66 and older,North Rhine-Westphalia,Unimportant,0.41940,104,227,0.35506,0.48373
1992,66 and older,Hesse,Less important,0.28613,31,90,0.19224,0.38003
1992,66 and older,Hesse,Unimportant,0.51495,59,90,0.41111,0.61878
1992,66 and older,"Rhineland-Palatinate, Saarland",Unimportant,0.61352,56,56,0.48482,0.74221
1992,66 and older,Baden-Wuerttemberg,Less important,0.30551,46,128,0.22540,0.38563
1992,66 and older,Baden-Wuerttemberg,Unimportant,0.53065,82,128,0.44386,0.61745
1992,66 and older,Bavaria,Less important,0.26463,57,167,0.19752,0.33173
1992,66 and older,Bavaria,Unimportant,0.57160,110,167,0.49632,0.64688
1992,66 and older,Brandenburg,Unimportant,0.56067,33,33,0.38871,0.73263
1992,66 and older,Saxony,Less important,0.30195,39,113,0.21693,0.38698
1992,66 and older,Saxony,Unimportant,0.59963,74,113,0.50889,0.69038
1992,66 and older,Saxony-Anhalt,Unimportant,0.72625,62,62,0.61435,0.83814
1992,66 and older,Thuringa,Unimportant,0.70205,52,52,0.57653,0.82758
1995,17-29 y.,Schleswig-Holstein,Less important,0.52290,34,34,0.35248,0.69332
1995,17-29 y.,Lower Saxony,Important,0.17702,38,211,0.12539,0.22864
1995,17-29 y.,Lower Saxony,Less important,0.50954,117,211,0.44192,0.57715
1995,17-29 y.,Lower Saxony,Unimportant,0.21674,56,211,0.16101,0.27246
1995,17-29 y.,North Rhine-Westphalia,Important,0.15425,83,462,0.12127,0.18722
1995,17-29 y.,North Rhine-Westphalia,Less important,0.43966,234,462,0.39435,0.48497
1995,17-29 y.,North Rhine-Westphalia,Unimportant,0.26901,145,462,0.22853,0.30949
1995,17-29 y.,Hesse,Less important,0.44556,87,137,0.36202,0.52909
1995,17-29 y.,Hesse,Unimportant,0.29023,50,137,0.21395,0.36652
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.48703,75,121,0.39760,0.57646
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.30330,46,121,0.22106,0.38555
1995,17-29 y.,Baden-Wuerttemberg,Important,0.12738,44,298,0.08946,0.16529
1995,17-29 y.,Baden-Wuerttemberg,Less important,0.44952,160,298,0.39295,0.50610
1995,17-29 y.,Baden-Wuerttemberg,Unimportant,0.25237,94,298,0.20297,0.30177
1995,17-29 y.,Bavaria,Important,0.11736,45,332,0.08269,0.15204
1995,17-29 y.,Bavaria,Less important,0.48765,182,332,0.43380,0.54150
1995,17-29 y.,Bavaria,Unimportant,0.26179,105,332,0.21443,0.30915
1995,17-29 y.,Berlin,Less important,0.50682,57,57,0.37587,0.63776
1995,17-29 y.,Brandenburg,Less important,0.60703,83,117,0.51815,0.69591
1995,17-29 y.,Brandenburg,Unimportant,0.25168,34,117,0.17271,0.33066
1995,17-29 y.,Mecklenburg-Western Pomerania,Less important,0.47956,52,87,0.37397,0.58515
1995,17-29 y.,Mecklenburg-Western Pomerania,Unimportant,0.35686,35,87,0.25560,0.45811
1995,17-29 y.,Saxony,Less important,0.59040,143,214,0.52436,0.65644
1995,17-29 y.,Saxony,Unimportant,0.30238,71,214,0.24070,0.36406
1995,17-29 y.,Saxony-Anhalt,Less important,0.61050,101,143,0.53029,0.69070
1995,17-29 y.,Saxony-Anhalt,Unimportant,0.30204,42,143,0.22652,0.37756
1995,17-29 y.,Thuringa,Less important,0.50439,86,131,0.41845,0.59034
1995,17-29 y.,Thuringa,Unimportant,0.36653,45,131,0.28370,0.44937
1995,30-45 y.,Schleswig-Holstein,Less important,0.50571,43,43,0.35450,0.65692
1995,30-45 y.,Lower Saxony,Important,0.12905,43,302,0.09118,0.16693
1995,30-45 y.,Lower Saxony,Less important,0.53747,164,302,0.48114,0.59379
1995,30-45 y.,Lower Saxony,Unimportant,0.27508,95,302,0.22463,0.32553
1995,30-45 y.,North Rhine-Westphalia,Important,0.16628,132,737,0.13938,0.19318
1995,30-45 y.,North Rhine-Westphalia,Less important,0.50996,395,737,0.47384,0.54608
1995,30-45 y.,North Rhine-Westphalia,Unimportant,0.24606,210,737,0.21495,0.27718
1995,30-45 y.,Hesse,Important,0.13375,35,218,0.08846,0.17904
1995,30-45 y.,Hesse,Less important,0.56699,125,218,0.50106,0.63292
1995,30-45 y.,Hesse,Unimportant,0.20480,58,218,0.15111,0.25850
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Less important,0.46434,111,195,0.39416,0.53452
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Unimportant,0.32233,84,195,0.25656,0.38809
1995,30-45 y.,Baden-Wuerttemberg,Important,0.12449,53,395,0.09189,0.15708
1995,30-45 y.,Baden-Wuerttemberg,Less important,0.50810,228,395,0.45873,0.55746
1995,30-45 y.,Baden-Wuerttemberg,Unimportant,0.25124,114,395,0.20841,0.29407
1995,30-45 y.,Bavaria,Important,0.13990,67,480,0.10884,0.17097
