year,bula_h,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Important,0.14930,50,246,0.10468,0.19393
1990,Schleswig-Holstein,Less important,0.41088,132,246,0.34928,0.47249
1990,Schleswig-Holstein,Unimportant,0.20435,64,246,0.15386,0.25484
1990,Hamburg,Important,0.20267,38,108,0.12650,0.27884
1990,Hamburg,Less important,0.48604,70,108,0.39134,0.58075
1990,Lower Saxony,Important,0.16406,176,819,0.13868,0.18944
1990,Lower Saxony,Less important,0.42602,435,819,0.39213,0.45990
1990,Lower Saxony,Unimportant,0.20945,208,819,0.18157,0.23734
1990,Bremen,Less important,0.26685,34,34,0.11594,0.41776
1990,North Rhine-Westphalia,Very important,0.02516,61,1911,0.01814,0.03219
1990,North Rhine-Westphalia,Important,0.20285,489,1911,0.18481,0.22088
1990,North Rhine-Westphalia,Less important,0.35812,914,1911,0.33662,0.37962
1990,North Rhine-Westphalia,Unimportant,0.17724,447,1911,0.16011,0.19437
1990,Hesse,Important,0.17095,145,648,0.14194,0.19995
1990,Hesse,Less important,0.35667,322,648,0.31976,0.39358
1990,Hesse,Unimportant,0.22468,181,648,0.19252,0.25684
1990,"Rhineland-Palatinate, Saarland",Important,0.12968,93,545,0.10145,0.15791
1990,"Rhineland-Palatinate, Saarland",Less important,0.39039,270,545,0.34939,0.43138
1990,"Rhineland-Palatinate, Saarland",Unimportant,0.27536,182,545,0.23782,0.31289
1990,Baden-Wuerttemberg,Important,0.15663,238,1132,0.13545,0.17782
1990,Baden-Wuerttemberg,Less important,0.36185,572,1132,0.33385,0.38986
1990,Baden-Wuerttemberg,Unimportant,0.21129,322,1132,0.18750,0.23509
1990,Bavaria,Important,0.15449,251,1241,0.13438,0.17461
1990,Bavaria,Less important,0.38178,637,1241,0.35473,0.40882
1990,Bavaria,Unimportant,0.23101,353,1241,0.20755,0.25447
1990,Berlin,Important,0.12553,59,221,0.08174,0.16931
1990,Berlin,Less important,0.23124,114,221,0.17553,0.28696
1990,Berlin,Unimportant,0.11310,48,221,0.07124,0.15495
1992,Schleswig-Holstein,Important,0.09321,32,236,0.05604,0.13039
1992,Schleswig-Holstein,Less important,0.42691,139,236,0.36367,0.49015
1992,Schleswig-Holstein,Unimportant,0.20623,65,236,0.15450,0.25796
1992,Hamburg,Less important,0.34777,52,85,0.24592,0.44962
1992,Hamburg,Unimportant,0.27188,33,85,0.17673,0.36702
1992,Lower Saxony,Important,0.11070,115,806,0.08903,0.13238
1992,Lower Saxony,Less important,0.38676,422,806,0.35312,0.42041
1992,Lower Saxony,Unimportant,0.26793,269,806,0.23734,0.29852
1992,Bremen,Less important,0.36772,41,74,0.25711,0.47833
1992,Bremen,Unimportant,0.37109,33,74,0.26026,0.48191
1992,North Rhine-Westphalia,Very important,0.01720,41,1873,0.01131,0.02309
1992,North Rhine-Westphalia,Important,0.13015,325,1873,0.11490,0.14539
1992,North Rhine-Westphalia,Less important,0.36103,919,1873,0.33927,0.38278
1992,North Rhine-Westphalia,Unimportant,0.23264,588,1873,0.21350,0.25178
1992,Hesse,Important,0.10884,94,636,0.08462,0.13307
1992,Hesse,Less important,0.34583,308,636,0.30883,0.38282
1992,Hesse,Unimportant,0.28595,234,636,0.25080,0.32109
1992,"Rhineland-Palatinate, Saarland",Important,0.11932,89,525,0.09157,0.14708
1992,"Rhineland-Palatinate, Saarland",Less important,0.31826,224,525,0.27838,0.35815
1992,"Rhineland-Palatinate, Saarland",Unimportant,0.32324,212,525,0.28320,0.36329
1992,Baden-Wuerttemberg,Important,0.08705,144,1074,0.07018,0.10392
1992,Baden-Wuerttemberg,Less important,0.34978,542,1074,0.32124,0.37831
1992,Baden-Wuerttemberg,Unimportant,0.24905,388,1074,0.22317,0.27493
1992,Bavaria,Important,0.11477,186,1286,0.09734,0.13220
1992,Bavaria,Less important,0.34527,628,1286,0.31927,0.37126
1992,Bavaria,Unimportant,0.29201,472,1286,0.26715,0.31687
1992,Berlin,Important,0.15105,91,478,0.11891,0.18318
1992,Berlin,Less important,0.36279,240,478,0.31964,0.40594
1992,Berlin,Unimportant,0.22086,147,478,0.18363,0.25809
